Local time in Gauhati,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
20.03.2020 09:30,27.0,756.4,760.5,62,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.5,19.0,
20.03.2020 09:00,25.0,756.4,760.5,65,Wind blowing from the north-northeast,2,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
20.03.2020 08:30,25.0,756.4,760.5,65,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
20.03.2020 08:00,23.0,756.4,760.5,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,18.0,
20.03.2020 07:30,22.0,755.6,759.7,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,18.0,
20.03.2020 07:00,20.0,755.6,759.7,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,17.0,
20.03.2020 06:30,19.0,755.5,759.7,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,17.0,
20.03.2020 06:00,19.0,754.8,759.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,16.0,
20.03.2020 05:30,19.0,754.8,759.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,16.0,
20.03.2020 05:00,20.0,754.9,759.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 04:30,20.0,754.9,759.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 04:00,20.0,754.9,759.0,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,16.0,
20.03.2020 03:30,20.0,754.9,759.0,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,16.0,
20.03.2020 03:00,20.0,754.9,759.0,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,16.0,
20.03.2020 02:30,20.0,754.1,758.2,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,16.0,
20.03.2020 02:00,20.0,754.1,758.2,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,16.0,
20.03.2020 01:30,20.0,754.1,758.2,78,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,16.0,
20.03.2020 01:00,21.0,754.9,759.0,73,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,16.0,
20.03.2020 00:30,21.0,754.9,759.0,73,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,16.0,
20.03.2020 00:00,22.0,754.9,759.0,73,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,17.0,
19.03.2020 23:30,22.0,755.6,759.7,73,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,17.0,
19.03.2020 23:00,22.0,755.6,759.7,69,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,16.0,
19.03.2020 22:30,22.0,754.9,759.0,73,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,17.0,
19.03.2020 22:00,23.0,754.9,759.0,69,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,17.0,
19.03.2020 21:30,23.0,754.9,759.0,69,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,17.0,
19.03.2020 21:00,23.0,754.9,759.0,65,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,16.0,
19.03.2020 20:30,23.0,754.9,759.0,65,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,16.0,
19.03.2020 20:00,23.0,754.1,758.2,65,Wind blowing from the south-southwest,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,16.0,
19.03.2020 19:30,24.0,753.6,757.7,61,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,16.0,
19.03.2020 19:00,25.0,753.6,757.7,57,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,16.0,
19.03.2020 18:30,26.0,753.6,757.7,54,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,16.0,
19.03.2020 18:00,28.0,752.9,756.9,45,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,15.0,
19.03.2020 17:30,29.0,752.9,756.9,40,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,14.0,
19.03.2020 17:00,30.0,752.2,756.2,35,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,13.0,
19.03.2020 16:30,31.0,752.2,756.2,33,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,13.0,
19.03.2020 16:00,31.0,752.2,756.2,33,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,13.0,
19.03.2020 15:30,31.0,752.2,756.2,33,Wind blowing from the west-northwest,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,13.0,
19.03.2020 15:00,31.0,752.2,756.2,33,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,13.0,
19.03.2020 14:30,31.0,752.2,756.2,31,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,12.0,
19.03.2020 14:00,31.0,752.9,756.9,31,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,12.0,
19.03.2020 13:30,31.0,753.7,757.7,29,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,11.0,
19.03.2020 13:00,31.0,753.7,757.7,38,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,15.0,
19.03.2020 12:30,31.0,754.2,758.2,40,Wind blowing from the west-southwest,2,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
19.03.2020 12:00,30.0,755.0,759.0,43,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
19.03.2020 11:30,29.0,755.0,759.0,45,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
19.03.2020 11:00,29.0,755.7,759.7,45,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
19.03.2020 10:30,29.0,756.5,760.5,45,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,4.5,16.0,
19.03.2020 10:00,29.0,756.5,760.5,48,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
19.03.2020 09:30,28.0,756.5,760.5,51,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,3.5,17.0,
19.03.2020 09:00,27.0,756.4,760.5,58,Wind blowing from the west-southwest,2,,Haze,,Few clouds (10-30%) 600 m,3.0,18.0,
19.03.2020 08:30,25.0,756.4,760.5,65,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,18.0,
19.03.2020 08:00,24.0,756.4,760.5,69,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,3.0,18.0,
19.03.2020 07:30,22.0,755.6,759.7,69,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,16.0,
19.03.2020 07:00,21.0,755.6,759.7,73,Wind blowing from the south,2,,Mist,,Few clouds (10-30%) 600 m,2.5,16.0,
19.03.2020 06:30,20.0,755.6,759.7,73,Wind blowing from the south,2,,Mist,,Few clouds (10-30%) 600 m,2.5,15.0,
19.03.2020 06:00,19.0,754.8,759.0,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,15.0,
19.03.2020 05:30,19.0,754.8,759.0,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,15.0,
19.03.2020 05:00,19.0,754.0,758.2,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m,2.5,15.0,
19.03.2020 04:30,19.0,754.0,758.2,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m,2.5,15.0,
19.03.2020 04:00,19.0,754.0,758.2,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m,2.5,15.0,
19.03.2020 03:30,19.0,754.0,758.2,78,Wind blowing from the south,2,,Mist,,Few clouds (10-30%) 600 m,2.5,15.0,
19.03.2020 03:00,19.0,754.0,758.2,78,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,2.5,15.0,
19.03.2020 02:30,19.0,754.0,758.2,78,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,2.5,15.0,
19.03.2020 02:00,19.0,754.0,758.2,78,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
19.03.2020 01:30,20.0,754.1,758.2,73,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
19.03.2020 01:00,20.0,754.1,758.2,73,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
19.03.2020 00:30,20.0,754.1,758.2,73,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
19.03.2020 00:00,21.0,754.9,759.0,69,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
18.03.2020 23:30,20.0,754.9,759.0,73,Wind blowing from the south-southwest,3,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
18.03.2020 23:01,20.0,754.9,759.0,73,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
18.03.2020 22:30,20.0,754.9,759.0,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,14.0,
18.03.2020 22:00,21.0,754.9,759.0,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
18.03.2020 21:30,21.0,754.9,759.0,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
18.03.2020 21:00,21.0,754.9,759.0,64,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,14.0,
18.03.2020 20:30,22.0,754.9,759.0,61,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,14.0,
18.03.2020 20:00,22.0,754.9,759.0,61,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.5,14.0,
18.03.2020 19:30,23.0,754.1,758.2,57,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.5,14.0,
18.03.2020 19:00,24.0,754.1,758.2,54,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 600 m,4.0,14.0,
18.03.2020 18:30,26.0,753.6,757.7,42,Wind blowing from the west-southwest,2,,Haze,,Few clouds (10-30%) 600 m,4.0,12.0,
18.03.2020 18:00,27.0,753.7,757.7,39,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
18.03.2020 17:30,28.0,752.9,756.9,37,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
18.03.2020 17:00,29.0,752.9,756.9,35,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
18.03.2020 16:30,30.0,752.9,756.9,31,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
18.03.2020 16:00,30.0,752.9,756.9,31,Wind blowing from the west-northwest,3,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
18.03.2020 15:30,30.0,752.9,756.9,31,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
18.03.2020 15:00,31.0,752.9,756.9,29,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
18.03.2020 14:30,31.0,753.7,757.7,31,Wind blowing from the west-southwest,4,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
18.03.2020 14:00,30.0,753.7,757.7,33,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
18.03.2020 13:30,30.0,754.2,758.2,33,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
18.03.2020 13:00,31.0,754.2,758.2,33,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,13.0,
18.03.2020 12:30,30.0,755.0,759.0,35,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,13.0,
18.03.2020 12:00,30.0,755.7,759.7,35,Wind blowing from the west-southwest,4,,Haze,,Few clouds (10-30%) 600 m,5.0,13.0,
18.03.2020 11:30,29.0,755.7,759.7,35,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
18.03.2020 11:00,29.0,756.5,760.5,37,Wind blowing from the west-northwest,3,,Haze,,Few clouds (10-30%) 600 m,5.0,13.0,
18.03.2020 10:30,28.0,757.2,761.2,40,Wind blowing from the west-southwest,2,,Haze,,Few clouds (10-30%) 600 m,5.0,13.0,
18.03.2020 10:00,28.0,757.2,761.2,45,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,5.0,15.0,
18.03.2020 09:30,27.0,757.1,761.2,48,Wind blowing from the south-west,2,,Haze,,Few clouds (10-30%) 600 m,4.0,15.0,
18.03.2020 09:00,26.0,757.1,761.2,48,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,4.0,14.0,
18.03.2020 08:30,25.0,757.1,761.2,54,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,4.0,15.0,
18.03.2020 08:00,22.0,757.1,761.2,65,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,15.0,
18.03.2020 07:30,21.0,757.1,761.2,69,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 600 m,3.5,15.0,
18.03.2020 07:00,19.0,757.0,761.2,73,Wind blowing from the north-east,2,,Haze,,Few clouds (10-30%) 600 m,3.5,14.0,
18.03.2020 06:30,17.0,756.3,760.5,77,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,13.0,
18.03.2020 06:00,17.0,755.5,759.7,73,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,12.0,
18.03.2020 05:30,17.0,755.5,759.7,73,Wind blowing from the south,2,,Mist,,Few clouds (10-30%) 600 m,3.0,12.0,
18.03.2020 05:00,17.0,755.5,759.7,73,Wind blowing from the south,2,,Mist,,Few clouds (10-30%) 600 m,3.0,12.0,
18.03.2020 04:30,17.0,755.5,759.7,73,Wind blowing from the south-southwest,2,,Mist,,Few clouds (10-30%) 600 m,3.0,12.0,
18.03.2020 04:00,17.0,754.8,759.0,77,Wind blowing from the south,2,,Mist,,Few clouds (10-30%) 600 m,3.0,13.0,
18.03.2020 03:30,17.0,754.8,759.0,77,Wind blowing from the south,2,,Mist,,Few clouds (10-30%) 600 m,3.0,13.0,
18.03.2020 03:00,17.0,754.8,759.0,77,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,13.0,
18.03.2020 02:30,18.0,755.5,759.7,73,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,13.0,
18.03.2020 02:00,18.0,755.5,759.7,73,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,13.0,
18.03.2020 01:30,19.0,755.5,759.7,68,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,3.0,13.0,
18.03.2020 01:00,19.0,755.5,759.7,68,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,13.0,
18.03.2020 00:30,19.0,755.5,759.7,68,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,3.0,13.0,
18.03.2020 00:00,19.0,756.3,760.5,68,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,13.0,
17.03.2020 23:30,20.0,756.3,760.5,69,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,3.0,14.0,
17.03.2020 23:00,20.0,756.3,760.5,69,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,3.0,14.0,
17.03.2020 22:30,20.0,756.3,760.5,69,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 600 m,3.0,14.0,
17.03.2020 22:00,21.0,756.4,760.5,64,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,14.0,
17.03.2020 21:30,21.0,756.4,760.5,64,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,14.0,
17.03.2020 21:00,22.0,756.4,760.5,61,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 600 m,4.0,14.0,
17.03.2020 20:30,21.0,756.4,760.5,60,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,4.0,13.0,
17.03.2020 20:00,22.0,756.4,760.5,57,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,4.0,13.0,
17.03.2020 19:30,22.0,755.6,759.7,57,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,4.0,13.0,
17.03.2020 19:00,23.0,755.6,759.7,53,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,4.0,13.0,
17.03.2020 18:30,24.0,754.9,759.0,50,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,4.0,13.0,
17.03.2020 18:00,26.0,754.9,759.0,42,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
17.03.2020 17:30,28.0,755.0,759.0,32,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,10.0,
17.03.2020 17:00,29.0,754.2,758.2,29,Wind blowing from the south-southwest,2,,Haze,,Few clouds (10-30%) 600 m,5.0,9.0,
17.03.2020 16:30,30.0,754.2,758.2,25,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,5.0,8.0,
17.03.2020 16:00,31.0,754.2,758.2,24,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,5.0,8.0,
17.03.2020 15:30,31.0,754.2,758.2,25,Wind blowing from the west-southwest,3,,Haze,,Few clouds (10-30%) 600 m,5.0,9.0,
17.03.2020 15:00,31.0,755.0,759.0,25,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,5.0,9.0,
17.03.2020 14:30,31.0,755.0,759.0,24,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,5.0,8.0,
17.03.2020 14:00,31.0,755.0,759.0,25,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,5.0,9.0,
17.03.2020 13:30,30.0,755.7,759.7,27,Wind blowing from the north-northwest,4,,Haze,,Few clouds (10-30%) 600 m,5.0,9.0,
17.03.2020 13:00,30.0,755.7,759.7,31,Wind blowing from the north-east,3,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
17.03.2020 12:30,30.0,756.5,760.5,31,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
17.03.2020 12:00,29.0,756.5,760.5,35,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
17.03.2020 11:30,30.0,757.2,761.2,33,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
17.03.2020 11:00,30.0,758.0,762.0,33,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
17.03.2020 10:30,29.0,758.0,762.0,40,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
17.03.2020 10:00,28.0,758.7,762.8,45,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,15.0,
17.03.2020 09:30,27.0,758.7,762.8,48,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,15.0,
17.03.2020 09:00,26.0,758.7,762.8,54,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,4.0,16.0,
17.03.2020 08:30,25.0,758.7,762.8,61,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,17.0,
17.03.2020 08:00,23.0,758.7,762.8,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,17.0,
17.03.2020 07:30,22.0,758.7,762.8,73,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,17.0,
17.03.2020 07:00,20.0,758.6,762.8,73,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,3.0,15.0,
17.03.2020 06:30,18.0,757.8,762.0,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,3.0,14.0,
17.03.2020 06:00,18.0,757.0,761.2,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,3.0,14.0,
17.03.2020 05:30,18.0,757.0,761.2,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m,2.0,14.0,
17.03.2020 05:00,19.0,756.3,760.5,73,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.0,14.0,
17.03.2020 04:30,19.0,756.3,760.5,73,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.0,14.0,
17.03.2020 04:00,20.0,755.6,759.7,73,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.0,15.0,
17.03.2020 03:30,19.0,755.5,759.7,78,Wind blowing from the south-southwest,2,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
17.03.2020 03:00,20.0,755.6,759.7,73,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
17.03.2020 02:30,20.0,755.6,759.7,73,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
17.03.2020 02:00,21.0,755.6,759.7,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
17.03.2020 01:30,21.0,755.6,759.7,69,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
17.03.2020 00:30,22.0,755.6,759.7,65,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
16.03.2020 23:30,22.0,756.4,760.5,65,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
16.03.2020 22:30,23.0,756.4,760.5,61,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
16.03.2020 22:00,24.0,756.4,760.5,57,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
16.03.2020 21:30,24.0,756.4,760.5,57,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
16.03.2020 21:00,25.0,756.4,760.5,54,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
16.03.2020 20:30,26.0,755.6,759.7,51,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
16.03.2020 20:00,26.0,755.6,759.7,51,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
16.03.2020 19:30,27.0,755.0,759.0,48,Wind blowing from the south-southwest,4,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
16.03.2020 19:00,27.0,755.0,759.0,48,Wind blowing from the south-west,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
16.03.2020 18:30,28.0,754.2,758.2,45,Wind blowing from the west-southwest,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,15.0,
16.03.2020 18:00,28.0,754.2,758.2,42,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,14.0,
16.03.2020 17:30,29.0,753.7,757.7,37,Wind blowing from the west-southwest,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,13.0,
16.03.2020 17:00,31.0,753.7,757.7,33,Wind blowing from the west-southwest,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,13.0,
16.03.2020 16:30,31.0,753.7,757.7,33,Wind blowing from the west-southwest,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,13.0,
