Local time in Yingkou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 08:00,-15.5,779.7,780.1,1.0,38,Wind blowing from the north-east,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-6.4,,,,,,30.0,-26.6,No precipitation,12,,,,
05.02.2020 05:00,-16.3,778.7,779.2,,41,Wind blowing from the east-northeast,2,,10,, ,,,-16.3,-6.4,,,,,,30.0,-26.5,No precipitation,6,,,,
05.02.2020 02:00,-14.8,778.6,779.0,1.5,43,Wind blowing from the north-northeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-5.6,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
04.02.2020 23:00,-13.8,777.1,777.6,,46,Wind blowing from the north-east,2,,,, ,,,-13.8,-2.5,,,,,,16.0,-22.9,No precipitation,6,,,,
04.02.2020 20:00,-11.5,775.3,775.7,1.6,37,Wind blowing from the east-northeast,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-2.5,,,,,,25.0,-23.3,No precipitation,12,,,,
04.02.2020 17:00,-7.7,773.7,774.1,,27,Wind blowing from the north,5,,13,no clouds, ,,,-12.1,-2.5,,,,,,30.0,-23.5,No precipitation,6,,,,
04.02.2020 14:00,-6.6,773.1,773.5,-1.3,28,Wind blowing from the north-northeast,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-2.5,,,,,,30.0,-22.1,No precipitation,12,,,,
04.02.2020 11:00,-8.1,774.4,774.9,,29,Wind blowing from the north-east,6,,14,no clouds, ,,,-12.1,-2.5,,,,,,30.0,-23.0,No precipitation,6,,,,
04.02.2020 08:00,-11.8,774.1,774.6,2.0,43,Wind blowing from the north-east,5,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-2.5,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
04.02.2020 05:00,-10.0,772.1,772.6,,56,Wind blowing from the north-east,6,,14,, ,,,-12.6,-2.5,,,,,,30.0,-17.3,No precipitation,6,,,,
04.02.2020 02:00,-5.5,769.9,770.3,0.9,71,Wind blowing from the north,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.5,,,2500 or more  or no clouds.,,,21.0,-9.9,No precipitation,12,,,,
03.02.2020 23:00,-3.0,769.0,769.4,,77,Wind blowing from the south-southwest,3,,,, ,,,,-2.6,,,,,,24.0,-6.5,No precipitation,6,,,,
03.02.2020 20:00,-3.1,768.9,769.3,-0.2,52,Wind blowing from the south,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-3.0,,,,,,30.0,-11.6,No precipitation,12,,,,
03.02.2020 17:00,-4.6,769.1,769.6,,51,Wind blowing from the south-southwest,3,,7,no clouds, ,,,-12.6,-3.5,,,,,,30.0,-13.2,No precipitation,6,,,,
03.02.2020 14:00,-4.0,770.0,770.5,-2.5,31,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-2.2,,,,,,30.0,-18.6,No precipitation,12,,,,
03.02.2020 11:00,-4.9,772.5,772.9,,42,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-12.6,-1.9,,,,,,25.0,-16.1,No precipitation,6,,,,
03.02.2020 08:00,-10.1,773.1,773.5,0.7,91,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.9,,,,,,17.0,-11.3,No precipitation,12,,,,
03.02.2020 05:00,-11.9,772.4,772.9,,87,Wind blowing from the north-northeast,1,,10,, ,,,-12.1,-1.9,,,,,,23.0,-13.6,No precipitation,6,,,,
03.02.2020 02:00,-11.4,772.6,773.1,0.3,90,Wind blowing from the north,0,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-1.9,,,2500 or more  or no clouds.,,,6.0,-12.7,No precipitation,12,,,,
02.02.2020 23:00,-9.8,772.3,772.7,,90,Wind blowing from the north-east,2,,,, ,,,-10.0,-1.9,,,,,,9.0,-11.1,No precipitation,6,,,,
02.02.2020 20:00,-7.6,771.7,772.1,1.3,72,Wind blowing from the north-northeast,3,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-1.9,,,1500-2000,,,16.0,-11.9,No precipitation,12,,,,
02.02.2020 17:00,-4.0,770.4,770.8,,40,Wind blowing from the north-northeast,5,,9,100%., ,,,-8.6,-1.7,,,1500-2000,,,12.0,-15.6,No precipitation,6,,,,
02.02.2020 14:00,-2.1,770.1,770.5,-1.9,33,Wind blowing from the north-east,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,0.2,,,1500-2000,,,14.0,-16.2,No precipitation,12,,,,
02.02.2020 11:00,-3.9,772.0,772.4,,45,Wind blowing from the east-northeast,3,,8,90  or more  but not 100%, ,,,-8.6,0.2,,,1500-2000,,,10.0,-14.1,No precipitation,6,,,,
02.02.2020 08:00,-7.5,772.3,772.8,0.3,65,Wind blowing from the east-northeast,4,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,,,,1500-2000,,,4.7,-13.1,No precipitation,12,,,,
02.02.2020 05:00,-7.2,772.0,772.4,,63,Wind blowing from the east-northeast,2,,2,,Haze. ,,,-8.6,0.2,,,,,,4.1,-13.2,No precipitation,6,,,,
02.02.2020 02:00,-8.3,772.5,772.9,-0.1,76,Wind blowing from the north-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,0.2,,,2500 or more  or no clouds.,,,2.7,-11.9,No precipitation,12,,,,
01.02.2020 23:00,-6.7,772.6,773.0,,60,Wind blowing from the east-northeast,1,,,,Haze. ,,,-9.2,0.2,,,,,,4.1,-13.2,No precipitation,6,,,,
01.02.2020 20:00,-6.8,772.6,773.1,0.8,56,Wind blowing from the east,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,0.2,,,1500-2000,,,9.0,-14.1,No precipitation,12,,,,
01.02.2020 17:00,-1.7,771.8,772.3,,35,Wind blowing from the north-east,1,,10,90  or more  but not 100%, ,,,-9.2,0.2,,,1500-2000,,,12.0,-15.2,No precipitation,6,,,,
01.02.2020 14:00,-0.1,771.2,771.7,-1.3,32,Wind blowing from the north-east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,0.0,,,2500 or more  or no clouds.,,,14.0,-14.8,No precipitation,12,,,,
01.02.2020 11:00,-1.9,772.5,772.9,,39,Wind blowing from the north-northeast,6,,9,no clouds, ,,,-9.2,-1.7,,,,,,28.0,-14.0,No precipitation,6,,,,
01.02.2020 08:00,-7.2,772.1,772.6,1.6,60,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,,,,,,,13.0,-13.8,No precipitation,12,,,,
01.02.2020 05:00,-7.3,770.5,771.0,,64,Wind blowing from the east-northeast,3,,6,, ,,,-14.2,-2.1,,,,,,9.0,-13.1,No precipitation,6,,,,
01.02.2020 02:00,-9.0,769.1,769.6,1.4,89,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-2.1,,,2500 or more  or no clouds.,,,9.0,-10.5,No precipitation,12,,,,
31.01.2020 23:00,-8.7,767.7,768.1,,83,Wind blowing from the south,0,,,, ,,,-14.2,-2.1,,,,,,10.0,-11.1,No precipitation,6,,,,
31.01.2020 20:00,-6.9,767.2,767.6,1.1,78,Wind blowing from the south-west,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-2.1,,,,,,13.0,-10.2,No precipitation,12,,,,
31.01.2020 17:00,-3.9,766.1,766.6,,61,Wind blowing from the west,2,,4,no clouds, ,,,-14.2,-2.1,,,,,,23.0,-10.3,No precipitation,6,,,,
31.01.2020 14:00,-2.7,766.0,766.4,-1.5,52,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-2.1,,,,,,11.0,-11.2,No precipitation,12,,,,
31.01.2020 11:00,-6.3,767.5,768.0,,58,Wind blowing from the north-east,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-3.4,,,,,,6.0,-13.2,No precipitation,6,,,,
31.01.2020 08:00,-13.0,768.2,768.7,0.4,80,Wind blowing from the north-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-3.4,,,,,,8.0,-15.7,No precipitation,12,,,,
31.01.2020 05:00,-13.0,767.8,768.3,,77,Wind blowing from the east-northeast,3,,8,, ,,,-13.0,-3.4,,,,,,14.0,-16.2,No precipitation,6,,,,
31.01.2020 02:00,-11.6,768.5,769.0,0.0,74,Wind blowing from the east-northeast,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-3.4,,,2500 or more  or no clouds.,,,17.0,-15.3,No precipitation,12,,,,
30.01.2020 23:00,-10.0,768.5,769.0,,67,Wind blowing from the east-northeast,4,,,, ,,,-12.7,-3.4,,,,,,22.0,-15.0,No precipitation,6,,,,
30.01.2020 20:00,-8.2,768.4,768.9,0.8,58,Wind blowing from the north-east,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-3.4,,,,,,18.0,-15.0,No precipitation,12,,,,
30.01.2020 17:00,-5.0,767.6,768.1,,44,Wind blowing from the north-east,4,,12,no clouds, ,,,-12.7,-3.4,,,,,,18.0,-15.4,No precipitation,6,,,,
30.01.2020 14:00,-4.0,767.8,768.3,-1.8,39,Wind blowing from the north-east,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-3.4,,,,,,18.0,-15.9,No precipitation,12,,,,
30.01.2020 11:00,-8.0,769.6,770.0,,53,Wind blowing from the north-east,7,,12,no clouds, ,,,-12.7,-3.4,,,,,,26.0,-16.1,No precipitation,6,,,,
30.01.2020 08:00,-12.2,769.7,770.2,0.8,72,Wind blowing from the north-northeast,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-3.4,,,,,,30.0,-16.2,No precipitation,12,,,,
30.01.2020 05:00,-11.6,768.9,769.3,,70,Wind blowing from the north-east,6,,16,, ,,,-11.6,-3.4,,,,,,30.0,-16.0,No precipitation,6,,,,
30.01.2020 02:00,-10.6,769.4,769.9,0.0,68,Wind blowing from the north-east,6,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-3.4,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
29.01.2020 23:00,-9.5,769.4,769.9,,67,Wind blowing from the north-east,7,,,, ,,,-10.6,-3.4,,,,,,25.0,-14.5,No precipitation,6,,,,
29.01.2020 20:00,-7.6,769.2,769.6,0.9,60,Wind blowing from the north-east,9,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-3.4,,,,,,17.0,-14.2,No precipitation,12,,,,
29.01.2020 17:00,-5.3,768.3,768.7,,52,Wind blowing from the north-northeast,8,,15,70 – 80%., ,,,-10.6,0.5,,,2500 or more  or no clouds.,,,15.0,-13.8,No precipitation,6,,,,
29.01.2020 14:00,-3.8,767.7,768.1,-1.4,43,Wind blowing from the north-east,8,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,3.1,,,,,,11.0,-14.8,No precipitation,12,,,,
29.01.2020 11:00,-7.1,769.1,769.6,,53,Wind blowing from the north-northeast,8,,13,no clouds, ,,,-10.6,,,,,,,10.0,-15.1,No precipitation,6,,,,
29.01.2020 08:00,-10.4,769.7,770.2,0.6,70,Wind blowing from the north-northeast,7,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,3.7,,,1500-2000,,,8.0,-14.8,No precipitation,12,,,,
29.01.2020 05:00,-10.0,769.1,769.6,,75,Wind blowing from the north-east,5,,12,,Mist. ,,,-10.0,3.7,,,,,,6.0,-13.6,No precipitation,6,,,,
29.01.2020 02:00,-8.4,769.4,769.9,0.4,73,Wind blowing from the north-east,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,3.7,,,2500 or more  or no clouds.,,,7.0,-12.5,No precipitation,12,,,,
28.01.2020 23:00,-5.9,769.0,769.5,,64,Wind blowing from the north-northeast,8,,,, ,,,-5.9,3.7,,,,,,10.0,-11.6,No precipitation,6,,,,
28.01.2020 20:00,-3.3,768.9,769.3,1.6,60,Wind blowing from the north-east,6,,11,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,3.7,,,1500-2000,,,6.0,-10.0,No precipitation,12,,,,
28.01.2020 17:00,0.6,767.3,767.8,,38,Wind blowing from the north-east,6,,11,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,3.7,,,1500-2000,,,5.0,-12.1,No precipitation,6,,,,
28.01.2020 14:00,3.0,766.7,767.2,-1.3,33,Wind blowing from the north-northeast,6,,9,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,3.7,,,1500-2000,,,5.0,-11.7,No precipitation,12,,,,
28.01.2020 11:00,0.8,768.0,768.4,,45,Wind blowing from the north-east,3,,,100%., ,,,,,,,1500-2000,,,3.6,-9.8,,,,,,
28.01.2020 08:00,-4.2,768.0,768.4,0.5,64,Wind blowing from the north-east,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,1.2,,,1500-2000,,,3.3,-10.0,No precipitation,12,,,,
28.01.2020 05:00,-4.4,767.5,767.9,,67,Wind blowing from the north-northeast,3,,5,,Haze. ,,,-8.9,1.2,,,,,,3.3,-9.6,No precipitation,6,,,,
28.01.2020 02:00,-3.2,768.0,768.4,-0.1,59,Wind blowing from the east-northeast,3,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.2,,,2500 or more  or no clouds.,,,3.7,-10.1,No precipitation,12,,,,
27.01.2020 23:00,-2.4,768.1,768.5,,51,Wind blowing from the north-east,3,,,,Haze. ,,,-8.9,1.2,,,,,,2.8,-11.2,No precipitation,6,,,,
27.01.2020 20:00,-1.4,768.0,768.4,0.7,47,Wind blowing from the north-east,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.2,,,1500-2000,,,2.9,-11.5,No precipitation,12,,,,
27.01.2020 17:00,0.0,767.3,767.8,,47,Wind blowing from the north-east,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.2,,,1500-2000,,,3.6,-10.2,No precipitation,6,,,,
27.01.2020 14:00,0.4,767.5,767.9,-1.8,46,Wind blowing from the north-northeast,4,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,0.8,,,1500-2000,,,2.9,-9.9,No precipitation,12,,,,
27.01.2020 11:00,-3.4,769.3,769.8,,57,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,0.8,,,1500-2000,,,2.6,-10.7,No precipitation,6,,,,
27.01.2020 08:00,-8.3,769.7,770.2,-0.5,73,Wind blowing from the north-east,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,0.8,,,1500-2000,,,2.8,-12.3,No precipitation,12,,,,
27.01.2020 05:00,-8.7,770.2,770.6,,71,Wind blowing from the north-east,4,,6,,Mist. ,,,-11.8,0.8,,,,,,3.9,-13.0,No precipitation,6,,,,
27.01.2020 02:00,-7.6,770.9,771.4,-0.9,67,Wind blowing from the north-east,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,0.8,,,2500 or more  or no clouds.,,,4.5,-12.7,No precipitation,12,,,,
