Local time in Chengde (weather station 54423),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 02:00,-13.1,737.8,779.2,0.8,35,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-3.9,,,2500 or more  or no clouds.,,,30.0,-25.4,No precipitation,12,,,,
04.02.2020 23:00,-10.9,737.0,778.3,,34,Wind blowing from the north,2,,10,, ,,,-13.4,-3.9,,,,,,30.0,-23.7,No precipitation,6,,,,
04.02.2020 20:00,-8.5,735.4,776.9,2.1,33,Wind blowing from the north-northwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-3.9,,,,,,25.0,-21.9,No precipitation,12,,,,
04.02.2020 17:00,-5.3,733.3,774.3,,22,Wind blowing from the east-northeast,2,,10,no clouds, ,,,-13.4,-2.4,,,,,,30.0,-23.7,No precipitation,6,,,,
04.02.2020 14:00,-4.8,733.3,774.3,-1.3,24,Wind blowing from the north-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-0.5,,,,,,30.0,-22.3,No precipitation,12,,,,
04.02.2020 11:00,-6.8,734.6,775.6,,25,Wind blowing from the west,1,,5,no clouds, ,,,-13.4,-0.5,,,,,,29.0,-23.6,No precipitation,6,,,,
04.02.2020 08:00,-12.9,734.3,775.5,1.4,68,Wind blowing from the south,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-0.5,,,,,,13.0,-17.6,No precipitation,12,,,,
04.02.2020 05:00,-11.4,732.9,773.7,,64,Wind blowing from the west,3,,6,, ,,,-17.2,-0.5,,,,,,15.0,-17.0,No precipitation,6,,,,
04.02.2020 02:00,-11.2,731.4,772.0,0.8,76,Wind blowing from the east,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-0.5,,,2500 or more  or no clouds.,,,9.0,-14.6,No precipitation,12,,,,
03.02.2020 23:00,-8.2,730.6,771.5,,68,Wind blowing from the south-east,1,,6,, ,,,-17.2,-0.5,,,,,,12.0,-13.2,No precipitation,6,,,,
03.02.2020 20:00,-4.9,729.4,770.7,1.5,49,Wind blowing from the west-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-0.5,,,,,,23.0,-14.2,No precipitation,12,,,,
03.02.2020 17:00,-2.4,727.9,768.7,,35,Wind blowing from the west-northwest,2,,5,no clouds, ,,,-17.2,-0.5,,,,,,29.0,-15.8,No precipitation,6,,,,
03.02.2020 14:00,-1.6,728.4,768.9,-3.5,31,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-0.5,,,,,,30.0,-16.5,No precipitation,12,,,,
03.02.2020 11:00,-9.5,731.9,773.0,,45,Wind blowing from the north-northeast,1,,3,no clouds, ,,,-17.2,-0.1,,,,,,26.0,-19.2,No precipitation,6,,,,
03.02.2020 08:00,-16.9,733.0,774.6,-0.5,72,Wind blowing from the north,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-0.1,,,,,,21.0,-20.8,No precipitation,12,,,,
03.02.2020 05:00,-15.4,733.5,774.7,,71,Wind blowing from the east-northeast,1,,11,, ,,,-15.4,-0.1,,,,,,30.0,-19.5,No precipitation,6,,,,
03.02.2020 02:00,-11.4,734.1,774.8,-0.5,50,Wind blowing from the north-northeast,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-0.1,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
02.02.2020 23:00,-9.2,734.6,775.5,,35,Wind blowing from the north-west,2,,11,, ,,,-9.2,-0.1,,,,,,30.0,-21.9,No precipitation,6,,,,
02.02.2020 20:00,-6.6,733.7,774.6,2.4,29,Wind blowing from the north-west,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-0.1,,,,,,30.0,-21.7,1.0,12,,,,
02.02.2020 17:00,-2.8,731.3,771.7,,35,Wind blowing from the north-northwest,3,,11,20–30%., ,,,-8.3,0.0,,,600-1000,,,30.0,-16.1,0.2,6,,,,
02.02.2020 14:00,-0.4,730.0,770.1,-1.7,57,Wind blowing from the south-west,3,,6,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,2.0,,,600-1000,,,12.0,-7.9,3.0,12,,,,
02.02.2020 11:00,-5.0,731.7,772.2,,84,Wind blowing from the north,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,,,,,,,2.3,-7.3,2.0,6,,,,
02.02.2020 08:00,-8.0,731.3,771.9,-0.2,88,Wind blowing from the north,2,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,,,,2500 or more  or no clouds.,,,2.5,-9.6,1.0,12,,,,
02.02.2020 05:00,-6.9,731.5,771.6,,58,Wind blowing from the north-northeast,1,,,,Haze. ,,,-8.7,2.0,,,,,,6.0,-13.8,No precipitation,6,,,,
02.02.2020 02:00,-6.4,732.1,772.3,-0.3,47,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,2.0,,,2500 or more  or no clouds.,,,15.0,-15.9,No precipitation,12,,,,
01.02.2020 23:00,-6.3,732.4,772.9,,53,Wind blowing from the north-northeast,1,,7,, ,,,-8.7,2.0,,,,,,13.0,-14.5,No precipitation,6,,,,
01.02.2020 20:00,-4.1,732.6,773.2,0.5,42,Wind blowing from the east,1,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,2.0,,,2500 or more  or no clouds.,,,17.0,-15.1,No precipitation,12,,,,
01.02.2020 17:00,0.1,732.1,772.4,,21,Wind blowing from the north-northwest,1,,7,40%., ,,,-8.7,3.8,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,6,,,,
01.02.2020 14:00,0.5,732.4,772.3,-2.4,26,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.0,,,,,,30.0,-16.8,No precipitation,12,,,,
01.02.2020 11:00,-3.1,734.8,775.0,,36,Wind blowing from the west-southwest,2,,6,no clouds, ,,,-8.7,6.0,,,,,,29.0,-16.1,No precipitation,6,,,,
01.02.2020 08:00,-7.7,734.1,774.4,1.1,60,Wind blowing from the east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,6.0,,,,,,29.0,-14.3,No precipitation,12,,,,
01.02.2020 05:00,-7.5,733.0,773.0,,60,Wind blowing from the east-northeast,1,,10,, ,,,-11.4,6.0,,,,,,30.0,-14.1,No precipitation,6,,,,
01.02.2020 02:00,-4.6,732.6,772.3,1.1,46,Wind blowing from the west-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,6.0,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
31.01.2020 23:00,-3.2,731.5,771.7,,31,Wind blowing from the north-northwest,2,,12,, ,,,-11.4,6.0,,,,,,30.0,-17.9,No precipitation,6,,,,
31.01.2020 20:00,0.4,729.7,770.0,1.8,25,Wind blowing from the north-west,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,6.0,,,,,,30.0,-17.3,No precipitation,12,,,,
31.01.2020 17:00,3.9,727.9,767.8,,26,Wind blowing from the north,3,,12,no clouds, ,,,-11.4,6.0,,,,,,21.0,-13.9,No precipitation,6,,,,
31.01.2020 14:00,4.8,726.7,766.4,-2.0,33,Wind blowing from the east-southeast,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,5.2,,,2500 or more  or no clouds.,,,10.0,-10.1,No precipitation,12,,,,
31.01.2020 11:00,-4.3,728.7,769.0,,52,Wind blowing from the south-east,1,,3,50%., ,,,-11.4,3.7,,,2500 or more  or no clouds.,,,11.0,-12.7,No precipitation,6,,,,
31.01.2020 08:00,-11.2,728.8,769.5,0.5,81,Wind blowing from the north,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,3.7,,,2500 or more  or no clouds.,,,9.0,-13.8,No precipitation,12,,,,
31.01.2020 05:00,-10.4,728.3,768.4,,80,Wind blowing from the north-northeast,1,,,, ,,,-11.3,3.7,,,,,,9.0,-13.2,No precipitation,6,,,,
31.01.2020 02:00,-8.8,728.8,768.9,-0.2,79,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,3.7,,,2500 or more  or no clouds.,,,8.0,-11.9,No precipitation,12,,,,
30.01.2020 23:00,-6.7,729.0,769.3,,70,Wind blowing from the north-east,1,,,, ,,,-11.3,3.7,,,,,,9.0,-11.3,No precipitation,6,,,,
30.01.2020 20:00,-3.5,728.8,769.4,0.7,57,Wind blowing from the east,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,3.7,,,,,,10.0,-10.8,No precipitation,12,,,,
30.01.2020 17:00,2.0,728.1,768.1,,32,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-11.3,3.7,,,,,,26.0,-13.0,No precipitation,6,,,,
30.01.2020 14:00,2.0,729.0,768.9,-2.5,35,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,4.8,,,,,,22.0,-11.9,No precipitation,12,,,,
30.01.2020 11:00,-3.5,731.5,771.7,,49,Wind blowing from the east-southeast,1,,2,no clouds, ,,,-11.3,4.8,,,,,,20.0,-12.9,No precipitation,6,,,,
30.01.2020 08:00,-11.1,731.8,772.3,0.6,79,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,4.8,,,,,,15.0,-14.0,No precipitation,12,,,,
30.01.2020 05:00,-9.6,731.2,771.3,,78,Wind blowing from the east,1,,4,, ,,,-9.6,4.8,,,,,,16.0,-12.7,No precipitation,6,,,,
30.01.2020 02:00,-6.8,731.6,771.5,-0.2,71,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,4.8,,,2500 or more  or no clouds.,,,15.0,-11.3,No precipitation,12,,,,
29.01.2020 23:00,-3.1,731.8,771.8,,48,Wind blowing from the west,1,,5,, ,,,-5.1,4.8,,,,,,23.0,-12.6,No precipitation,6,,,,
29.01.2020 20:00,-1.2,731.4,771.5,1.3,45,Wind blowing from the north-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,4.8,,,,,,17.0,-11.6,No precipitation,12,,,,
29.01.2020 17:00,2.7,730.1,769.7,,44,Wind blowing from the south-southeast,1,,5,no clouds, ,,,-5.1,4.8,,,,,,14.0,-8.6,No precipitation,6,,,,
29.01.2020 14:00,3.6,730.0,769.5,-1.8,47,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,3.6,,,,,,10.0,-6.7,No precipitation,12,,,,
29.01.2020 11:00,-2.1,731.8,771.8,,74,Wind blowing from the east,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,1.1,,,600-1000,,,5.0,-6.1,No precipitation,6,,,,
29.01.2020 08:00,-5.0,731.8,771.9,0.6,95,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,1.1,,,2500 or more  or no clouds.,,,2.6,-5.7,0.1,12,,,,
29.01.2020 05:00,-3.5,731.2,771.1,,97,Wind blowing from the north-northwest,1,,3,,Mist. ,,,-5.6,1.1,,,,,,1.8,-3.9,No precipitation,6,,,,
29.01.2020 02:00,-2.3,731.5,771.2,0.1,96,Wind blowing from the south-southwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,1.1,,,2500 or more  or no clouds.,,,2.2,-2.8,1.0,12,,,,
28.01.2020 23:00,-1.5,731.4,771.3,,96,Wind blowing from the south,1,,4,,Mist. ,,,-5.6,1.1,,,,,,1.9,-2.1,1.0,6,,,,
28.01.2020 20:00,-0.8,731.3,771.4,1.2,94,Wind blowing from the south-southeast,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,1.1,,,2500 or more  or no clouds.,,,1.5,-1.6,0.9,12,,,,
28.01.2020 17:00,0.1,730.1,770.0,,81,Wind blowing from the east,0,,4,100%.,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,1.1,,,2500 or more  or no clouds.,,,5.0,-2.8,No precipitation,6,,,,
28.01.2020 14:00,1.0,729.6,769.3,-1.0,70,Wind blowing from the east-northeast,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,1.0,,,2500 or more  or no clouds.,,,7.0,-4.0,Trace of precipitation,12,,,,
28.01.2020 11:00,-1.5,730.6,770.6,,58,Wind blowing from the east-northeast,1,,3,100%., ,,,-6.7,0.9,,,2500 or more  or no clouds.,,,8.0,-8.7,No precipitation,6,,,,
28.01.2020 08:00,-5.3,729.9,770.0,0.8,73,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.9,,,1000-1500,,,7.0,-9.5,No precipitation,12,,,,
28.01.2020 05:00,-4.9,729.1,769.0,,70,Calm  no wind,0,,,, ,,,-10.8,0.9,,,,,,7.0,-9.5,No precipitation,6,,,,
28.01.2020 02:00,-4.0,729.4,769.2,0.2,65,Wind blowing from the north-northeast,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,0.9,,,2500 or more  or no clouds.,,,7.0,-9.6,No precipitation,12,,,,
27.01.2020 23:00,-3.2,729.2,769.5,,62,Wind blowing from the east,1,,3,,Mist. ,,,-10.8,0.9,,,,,,6.0,-9.6,No precipitation,6,,,,
27.01.2020 20:00,-2.4,729.3,769.8,0.5,59,Wind blowing from the east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,0.9,,,2500 or more  or no clouds.,,,6.0,-9.5,No precipitation,12,,,,
27.01.2020 17:00,0.1,728.8,769.0,,43,Wind blowing from the north-east,1,,,100%., ,,,-10.8,1.4,,,2500 or more  or no clouds.,,,12.0,-11.0,No precipitation,6,,,,
27.01.2020 14:00,-0.2,729.2,769.4,-2.3,44,Wind blowing from the east-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,4.0,,,2500 or more  or no clouds.,,,10.0,-11.0,No precipitation,12,,,,
27.01.2020 11:00,-6.7,731.5,772.2,,63,Wind blowing from the east,1,,2,100%., ,,,-10.8,,,,2500 or more  or no clouds.,,,9.0,-12.6,No precipitation,6,,,,
27.01.2020 08:00,-10.5,731.5,772.3,-0.2,80,Wind blowing from the east-northeast,1,,1,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,4.0,,,2500 or more  or no clouds.,,,5.0,-13.3,No precipitation,12,,,,
27.01.2020 05:00,-10.3,731.7,772.0,,81,Wind blowing from the north-east,0,,1,,Mist. ,,,-13.0,4.0,,,,,,5.0,-12.9,No precipitation,6,,,,
27.01.2020 02:00,-9.2,732.6,772.9,-0.8,78,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,4.0,,,2500 or more  or no clouds.,,,5.0,-12.3,No precipitation,12,,,,
26.01.2020 23:00,-7.1,733.4,774.1,,71,Wind blowing from the north-east,0,,,,Mist. ,,,-13.0,4.0,,,,,,7.0,-11.5,No precipitation,6,,,,
26.01.2020 20:00,-3.6,733.9,775.0,0.6,58,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,4.0,,,2500 or more  or no clouds.,,,8.0,-10.7,No precipitation,12,,,,
26.01.2020 17:00,1.4,733.3,773.8,,38,Wind blowing from the south,1,,3,90  or more  but not 100%, ,,,-13.0,4.0,,,2500 or more  or no clouds.,,,14.0,-11.4,No precipitation,6,,,,
