Local time in Shanwei,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 20:00,17.8,763.9,765.5,0.9,74,Wind blowing from the east-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,19.1,,,2500 or more  or no clouds.,,,30.0,13.1,Trace of precipitation,12,,,,
04.02.2020 17:00,18.8,763.0,764.5,,69,Wind blowing from the east,1,,6,100%., ,,,15.0,19.1,,,1500-2000,,,30.0,13.0,No precipitation,6,,,,
04.02.2020 14:00,18.1,763.1,764.7,-2.1,68,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,22.2,,,2500 or more  or no clouds.,,,30.0,12.1,No precipitation,12,,,,
04.02.2020 11:00,15.9,765.2,766.8,,79,Wind blowing from the east-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,,,,1500-2000,,,30.0,12.2,No precipitation,6,,,,
04.02.2020 08:00,15.1,765.1,766.6,1.4,82,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,,,,2500 or more  or no clouds.,,,12.0,12.0,No precipitation,12,,,,
04.02.2020 05:00,15.1,763.7,765.3,,84,Wind blowing from the east,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.5,22.2,,,,,,12.0,12.4,No precipitation,6,,,,
04.02.2020 02:00,16.1,764.1,765.7,,76,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.2,,,2500 or more  or no clouds.,,,26.0,11.8,No precipitation,12,,,,
03.02.2020 23:00,16.4,764.5,766.1,,75,Wind blowing from the east-northeast,2,,9,, ,,,14.5,22.2,,,,,,26.0,11.9,No precipitation,6,,,,
03.02.2020 20:00,17.3,763.7,765.3,0.6,75,Wind blowing from the east,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.2,,,1500-2000,,,22.0,12.8,No precipitation,12,,,,
03.02.2020 17:00,18.7,763.1,764.7,,67,Wind blowing from the east-southeast,4,,8,70 – 80%., ,,,14.5,22.2,,,600-1000,,,24.0,12.4,No precipitation,6,,,,
03.02.2020 14:00,21.3,763.6,765.1,-2.4,49,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,21.4,,,2500 or more  or no clouds.,,,30.0,10.1,No precipitation,12,,,,
03.02.2020 11:00,18.3,766.0,767.6,,50,Wind blowing from the north-east,2,,6,100%., ,,,14.5,20.0,,,1500-2000,,,30.0,7.7,No precipitation,6,,,,
03.02.2020 08:00,15.1,765.4,766.9,1.1,73,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,,,,2500 or more  or no clouds.,,,21.0,10.3,No precipitation,12,,,,
03.02.2020 05:00,14.6,764.3,765.9,,78,Wind blowing from the east-northeast,3,,7,, ,,,12.7,20.0,,,,,,21.0,10.8,No precipitation,6,,,,
03.02.2020 02:00,14.6,764.8,766.3,-0.8,77,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,20.0,,,2500 or more  or no clouds.,,,23.0,10.6,No precipitation,12,,,,
02.02.2020 23:00,15.5,765.6,767.2,,75,Wind blowing from the south,1,,7,, ,,,12.7,20.0,,,,,,24.0,11.0,No precipitation,6,,,,
02.02.2020 20:00,16.3,765.1,766.6,0.9,77,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,20.0,,,2500 or more  or no clouds.,,,22.0,12.2,No precipitation,12,,,,
02.02.2020 17:00,18.2,764.2,765.8,,67,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,12.7,20.0,,,1500-2000,,,24.0,11.9,No precipitation,6,,,,
02.02.2020 14:00,19.0,765.1,766.6,-2.2,50,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,19.1,,,2500 or more  or no clouds.,,,30.0,8.3,No precipitation,12,,,,
02.02.2020 11:00,17.2,767.3,768.9,,58,Wind blowing from the north-northeast,2,,7,, ,,,12.7,18.2,,,,,,19.0,8.8,No precipitation,6,,,,
02.02.2020 08:00,12.9,767.1,768.7,1.7,71,Wind blowing from the east-northeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,18.2,,,2500 or more  or no clouds.,,,18.0,7.7,No precipitation,12,,,,
02.02.2020 05:00,13.0,765.4,767.0,,68,Wind blowing from the east,3,,8,, ,,,11.0,18.2,,,,,,21.0,7.2,No precipitation,6,,,,
02.02.2020 02:00,13.4,765.7,767.2,-0.6,75,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,18.2,,,2500 or more  or no clouds.,,,17.0,9.0,No precipitation,12,,,,
01.02.2020 23:00,13.8,766.3,767.8,,77,Wind blowing from the east-northeast,3,,8,, ,,,11.0,18.2,,,,,,15.0,9.8,No precipitation,6,,,,
01.02.2020 20:00,15.1,765.9,767.5,,71,Wind blowing from the east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,18.2,,,,,,22.0,9.8,No precipitation,12,,,,
01.02.2020 17:00,16.4,764.4,766.0,,61,Wind blowing from the east,5,,8,no clouds, ,,,11.0,18.2,,,,,,26.0,8.8,No precipitation,6,,,,
01.02.2020 14:00,17.4,764.8,766.4,-2.4,46,Wind blowing from the east-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,18.1,,,,,,26.0,5.6,No precipitation,12,,,,
01.02.2020 11:00,16.0,767.2,768.7,,50,Wind blowing from the east-northeast,3,,6,no clouds, ,,,11.0,18.2,,,,,,24.0,5.5,No precipitation,6,,,,
01.02.2020 08:00,11.3,766.7,768.3,,61,Wind blowing from the east-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,18.2,,,2500 or more  or no clouds.,,,26.0,4.0,No precipitation,12,,,,
01.02.2020 05:00,11.3,766.1,767.7,,60,Wind blowing from the east-northeast,2,,6,, ,,,9.7,18.2,,,,,,30.0,3.8,No precipitation,6,,,,
01.02.2020 02:00,11.5,766.0,767.5,-0.3,59,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,18.2,,,2500 or more  or no clouds.,,,30.0,3.7,No precipitation,12,,,,
31.01.2020 23:00,12.5,766.3,767.9,,53,Wind blowing from the east-northeast,2,,8,, ,,,9.7,18.2,,,,,,30.0,3.1,No precipitation,6,,,,
31.01.2020 20:00,13.9,765.7,767.2,,57,Wind blowing from the north-east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,18.2,,,,,,30.0,5.5,No precipitation,12,,,,
31.01.2020 17:00,16.3,764.3,765.9,,42,Wind blowing from the east-southeast,2,,8,, ,,,9.7,18.3,,,,,,30.0,3.3,No precipitation,6,,,,
31.01.2020 14:00,17.7,764.5,766.0,-2.7,26,Wind blowing from the east-southeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,18.5,,,,,,30.0,-2.0,No precipitation,12,,,,
31.01.2020 11:00,16.2,767.2,768.7,,26,Wind blowing from the east-northeast,2,,6,no clouds, ,,,9.7,18.5,,,,,,30.0,-3.3,No precipitation,6,,,,
31.01.2020 08:00,11.2,766.6,768.2,1.7,36,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,18.5,,,,,,30.0,-3.3,No precipitation,12,,,,
31.01.2020 05:00,10.5,764.9,766.5,,38,Wind blowing from the north-east,2,,6,, ,,,9.1,18.5,,,,,,30.0,-3.5,No precipitation,6,,,,
31.01.2020 02:00,12.1,765.0,766.6,0.1,31,Wind blowing from the east-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.5,,,2500 or more  or no clouds.,,,30.0,-4.5,No precipitation,12,,,,
30.01.2020 23:00,13.0,764.9,766.5,,29,Wind blowing from the north-east,2,,10,, ,,,9.1,18.5,,,,,,30.0,-4.6,No precipitation,6,,,,
30.01.2020 20:00,14.3,764.5,766.1,1.2,31,Wind blowing from the east-northeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.5,,,2500 or more  or no clouds.,,,30.0,-2.5,No precipitation,12,,,,
30.01.2020 17:00,18.2,763.3,764.9,,23,Wind blowing from the north-northeast,2,,10,no clouds, ,,,9.1,18.5,,,,,,30.0,-3.2,No precipitation,6,,,,
30.01.2020 14:00,17.6,763.9,765.4,-2.4,20,Wind blowing from the north,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,17.6,,,,,,30.0,-5.6,No precipitation,12,,,,
30.01.2020 11:00,14.7,766.3,767.8,,26,Wind blowing from the north-northeast,4,,9,no clouds, ,,,9.1,16.7,,,,,,30.0,-4.5,No precipitation,6,,,,
30.01.2020 08:00,9.9,766.0,767.6,1.6,41,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,16.7,,,2500 or more  or no clouds.,,,30.0,-2.7,No precipitation,12,,,,
30.01.2020 05:00,10.0,764.4,766.0,,47,Wind blowing from the north-northeast,3,,8,, ,,,9.1,16.7,,,,,,30.0,-1.0,No precipitation,6,,,,
30.01.2020 02:00,10.9,764.8,766.3,0.2,46,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,16.7,,,2500 or more  or no clouds.,,,30.0,-0.5,No precipitation,12,,,,
29.01.2020 23:00,12.6,764.6,766.2,,45,Wind blowing from the north,3,,7,, ,,,9.1,16.7,,,,,,30.0,0.9,No precipitation,6,,,,
29.01.2020 20:00,13.2,764.3,765.9,1.6,45,Wind blowing from the east-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,16.7,,,,,,30.0,1.5,No precipitation,12,,,,
29.01.2020 17:00,16.5,762.7,764.3,,36,Wind blowing from the north-east,2,,11,no clouds, ,,,9.1,16.7,,,,,,30.0,1.3,No precipitation,6,,,,
29.01.2020 14:00,15.5,763.0,764.5,,36,Wind blowing from the north,3,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,15.9,,,2500 or more  or no clouds.,,,30.0,0.5,No precipitation,12,,,,
29.01.2020 11:00,11.9,765.5,767.1,,44,Wind blowing from the north,4,,11,60%., ,,,9.1,14.5,,,2500 or more  or no clouds.,,,30.0,0.0,No precipitation,6,,,,
29.01.2020 08:00,9.5,765.6,767.2,1.8,51,Wind blowing from the north-east,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,14.5,,,1500-2000,,,30.0,-0.1,No precipitation,12,,,,
29.01.2020 05:00,9.5,763.8,765.4,,52,Wind blowing from the north-northeast,5,,11,, ,,,9.3,14.5,,,,,,30.0,0.1,No precipitation,6,,,,
29.01.2020 02:00,9.9,764.3,765.9,0.0,55,Wind blowing from the north-northeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,14.5,,,2500 or more  or no clouds.,,,30.0,1.2,No precipitation,12,,,,
28.01.2020 23:00,11.4,764.3,765.9,,55,Wind blowing from the north-northeast,4,,10,, ,,,9.6,14.5,,,,,,30.0,2.6,No precipitation,6,,,,
28.01.2020 20:00,12.4,763.5,765.1,1.4,57,Wind blowing from the north-northeast,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,14.5,,,1500-2000,,,30.0,4.1,Trace of precipitation,12,,,,
28.01.2020 17:00,14.0,762.1,763.6,,56,Wind blowing from the north-east,3,,10,70 – 80%., ,,,9.6,14.5,,,600-1000,,,30.0,5.3,No precipitation,6,,,,
28.01.2020 14:00,12.8,761.7,763.3,,57,Wind blowing from the north-northeast,4,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,14.9,,,1500-2000,,,30.0,4.5,Trace of precipitation,12,,,,
28.01.2020 11:00,10.6,762.8,764.4,,64,Wind blowing from the north-northeast,3,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,,,,30.0,4.0,No precipitation,6,,,,
28.01.2020 08:00,10.1,762.7,764.3,0.9,62,Wind blowing from the east-northeast,4,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,2500 or more  or no clouds.,,,30.0,3.1,No precipitation,12,,,,
28.01.2020 05:00,10.0,761.8,763.3,,60,Wind blowing from the north-east,3,,11,, ,,,9.6,15.4,,,,,,30.0,2.6,No precipitation,6,,,,
28.01.2020 02:00,10.0,762.4,764.0,-0.3,62,Wind blowing from the north-northeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,15.4,,,2500 or more  or no clouds.,,,30.0,3.0,0.2,12,,,,
27.01.2020 23:00,11.2,762.7,764.2,,63,Wind blowing from the north,3,,9,, ,,,10.0,15.4,,,,,,30.0,4.4,0.2,6,,,,
27.01.2020 20:00,11.8,760.2,761.8,0.2,66,Wind blowing from the east-northeast,4,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,15.4,,,1500-2000,,,30.0,5.6,0.2,12,,,,
27.01.2020 17:00,13.5,760.0,761.5,,58,Wind blowing from the north-northeast,3,,12,100%., ,,,10.0,17.7,,,1500-2000,,,30.0,5.4,No precipitation,6,,,,
27.01.2020 14:00,14.6,759.9,761.5,-2.2,54,Wind blowing from the north-northeast,3,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,19.2,,,1500-2000,,,30.0,5.4,No precipitation,12,,,,
27.01.2020 11:00,12.1,762.1,763.6,,61,Wind blowing from the north-northeast,4,,12,70 – 80%., ,,,10.0,,,,1500-2000,,,30.0,4.8,No precipitation,6,,,,
27.01.2020 08:00,10.5,761.9,763.5,1.8,67,Wind blowing from the north-east,4,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,19.2,,,2500 or more  or no clouds.,,,30.0,4.6,No precipitation,12,,,,
27.01.2020 05:00,10.6,760.1,761.7,,67,Wind blowing from the east-northeast,3,,9,, ,,,10.6,19.2,,,,,,30.0,4.7,No precipitation,6,,,,
27.01.2020 02:00,11.2,760.1,761.7,-0.5,69,Wind blowing from the north-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,19.2,,,2500 or more  or no clouds.,,,30.0,5.7,No precipitation,12,,,,
26.01.2020 23:00,12.4,760.6,762.2,,72,Wind blowing from the north-northeast,3,,9,, ,,,12.4,19.2,,,,,,30.0,7.5,No precipitation,6,,,,
26.01.2020 20:00,14.1,760.5,762.1,1.9,79,Wind blowing from the north-northeast,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,19.2,,,1500-2000,,,30.0,10.5,8.0,12,,,,
26.01.2020 17:00,17.7,758.6,760.2,,76,Wind blowing from the west-southwest,2,,9,90  or more  but not 100%, ,,,13.6,19.2,,,1500-2000,,,30.0,13.4,0.2,6,,,,
