Local time in Qinzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 23:00,12.7,759.1,763.6,,99,Wind blowing from the north-northeast,1,,6,,Mist. ,,,11.0,13.4,,,,,,2.1,12.5,0.9,6,,,,
05.02.2020 20:00,12.6,759.0,763.6,0.5,99,Wind blowing from the north-northeast,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,13.4,,,300-600,,,4.5,12.4,1.0,12,,,,
05.02.2020 17:00,12.5,758.5,763.1,,99,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,13.4,,,300-600,,,3.6,12.3,0.4,6,,,,
05.02.2020 14:00,13.2,759.4,764.0,-2.4,99,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,13.2,,,600-1000,,,15.0,13.0,0.1,12,,,,
05.02.2020 11:00,11.9,761.8,766.5,,99,Wind blowing from the north-northwest,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,12.6,,,600-1000,,,6.0,11.7,0.1,6,,,,
05.02.2020 08:00,11.2,760.6,765.1,0.1,99,Wind blowing from the north-northeast,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,12.6,,,1500-2000,,,6.0,11.0,0.1,12,,,,
05.02.2020 05:00,11.0,760.5,765.1,,99,Wind blowing from the north,4,,7,,Rain (not freezing) not falling as shower(s). ,,,10.6,12.6,,,,,,3.6,10.8,No precipitation,6,,,,
05.02.2020 02:00,11.4,761.0,765.6,-0.6,99,Wind blowing from the north,4,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,12.6,,,2500 or more  or no clouds.,,,6.0,11.2,No precipitation,12,,,,
04.02.2020 23:00,11.9,761.6,766.3,,94,Wind blowing from the north-northwest,3,,8,, ,,,10.6,12.6,,,,,,16.0,11.0,No precipitation,6,,,,
04.02.2020 20:00,12.1,761.1,765.7,1.1,94,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,12.6,,,1500-2000,,,29.0,11.2,6.0,12,,,,
04.02.2020 17:00,12.4,760.0,764.6,,93,Wind blowing from the north,4,,9,90  or more  but not 100%, ,,,10.6,12.6,,,600-1000,,,30.0,11.3,1.0,6,,,,
04.02.2020 14:00,12.3,760.7,765.3,-1.9,96,Wind blowing from the north,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,12.4,,,1500-2000,,,30.0,11.7,6.0,12,,,,
04.02.2020 11:00,11.1,762.6,767.2,,99,Wind blowing from the north,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,13.1,,,300-600,,,2.9,10.9,5.0,6,,,,
04.02.2020 08:00,10.7,761.5,766.1,0.9,99,Wind blowing from the north-northwest,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,,,,1000-1500,,,11.0,10.5,0.2,12,,,,
04.02.2020 05:00,11.2,760.6,765.2,,99,Wind blowing from the north-west,4,,9,,Rain (not freezing) not falling as shower(s). ,,,11.0,,,,,,,24.0,11.0,0.1,6,,,,
04.02.2020 02:00,11.7,761.0,765.6,-0.8,91,Wind blowing from the north,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,,,,2500 or more  or no clouds.,,,30.0,10.3,0.4,12,,,,
03.02.2020 23:00,11.6,761.8,766.4,,91,Wind blowing from the north,5,,10,, ,,,11.3,,,,,,,30.0,10.2,No precipitation,6,,,,
03.02.2020 20:00,11.7,760.9,765.5,0.9,95,Wind blowing from the north,5,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,19.7,,,600-1000,,,30.0,10.9,4.0,12,,,,
03.02.2020 17:00,11.4,760.0,764.6,,99,Wind blowing from the north-northwest,6,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,22.2,,,300-600,,,30.0,11.2,0.8,6,,,,
03.02.2020 14:00,12.4,760.3,764.9,-1.4,99,Wind blowing from the north,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,23.2,,,300-600,,,9.0,12.2,3.0,12,,,,
03.02.2020 11:00,13.1,761.7,766.3,,99,Wind blowing from the north-northeast,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,23.2,,,300-600,,,3.5,12.9,3.0,6,,,,
03.02.2020 08:00,14.9,760.6,765.1,1.0,98,Wind blowing from the north-east,5,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,23.2,,,1500-2000,,,2.4,14.6,No precipitation,12,,,,
03.02.2020 05:00,18.1,759.6,764.1,,99,Wind blowing from the north-northeast,2,,6,,Mist. ,,,15.3,23.2,,,,,,3.2,17.9,No precipitation,6,,,,
03.02.2020 02:00,18.7,760.1,764.6,-0.3,97,Wind blowing from the south-southwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,23.2,,,2500 or more  or no clouds.,,,4.3,18.2,No precipitation,12,,,,
02.02.2020 23:00,19.4,760.4,764.9,,93,Wind blowing from the east-southeast,3,,8,,Mist. ,,,15.2,23.2,,,,,,5.0,18.2,No precipitation,6,,,,
02.02.2020 20:00,19.5,759.4,763.9,0.6,94,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,23.2,,,1500-2000,,,6.0,18.5,0.1,12,,,,
02.02.2020 17:00,22.1,758.8,763.3,,73,Wind blowing from the south-southeast,4,,,90  or more  but not 100%, ,,,15.2,23.2,,,600-1000,,,17.0,17.0,No precipitation,6,,,,
02.02.2020 14:00,22.4,759.5,764.0,-2.5,79,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,22.4,,,600-1000,,,7.0,18.6,0.1,12,,,,
02.02.2020 11:00,16.3,762.0,766.6,,99,Wind blowing from the north-northeast,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,,,,1000-1500,,,2.9,16.1,0.1,6,,,,
02.02.2020 08:00,15.7,761.2,765.8,1.3,93,Wind blowing from the north,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,5.0,14.6,Trace of precipitation,12,,,,
02.02.2020 05:00,15.5,759.9,764.5,,89,Wind blowing from the north-northeast,2,,3,,Mist. ,,,13.7,,,,,,,5.0,13.7,No precipitation,6,,,,
02.02.2020 02:00,15.7,760.4,764.9,-0.2,89,Wind blowing from the north,2,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,18.5,,,2500 or more  or no clouds.,,,4.6,13.9,No precipitation,12,,,,
01.02.2020 23:00,15.2,760.6,765.2,,97,Wind blowing from the north-west,2,,5,,Rain (not freezing) not falling as shower(s). ,,,13.7,18.5,,,,,,3.9,14.7,No precipitation,6,,,,
01.02.2020 20:00,15.9,759.7,764.2,0.5,90,Wind blowing from the north-northeast,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,18.5,,,1000-1500,,,5.0,14.3,Trace of precipitation,12,,,,
01.02.2020 17:00,16.2,759.2,763.8,,84,Wind blowing from the west-northwest,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,19.8,,,1500-2000,,,6.0,13.5,No precipitation,6,,,,
01.02.2020 14:00,18.1,759.7,764.2,-2.1,72,Wind blowing from the west-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,21.7,,,600-1000,,,7.0,13.0,No precipitation,12,,,,
01.02.2020 11:00,16.5,761.8,766.3,,69,Wind blowing from the east-southeast,1,,5,100%., ,,,13.7,,,,600-1000,,,11.0,10.8,No precipitation,6,,,,
01.02.2020 08:00,14.1,761.4,766.0,1.1,74,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,9.0,9.5,No precipitation,12,,,,
01.02.2020 05:00,13.7,760.3,764.8,,76,Wind blowing from the north-northeast,2,,7,, ,,,7.4,21.7,,,,,,8.0,9.6,No precipitation,6,,,,
01.02.2020 02:00,15.1,760.9,765.4,-0.7,68,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,21.7,,,2500 or more  or no clouds.,,,12.0,9.2,No precipitation,12,,,,
31.01.2020 23:00,15.0,761.6,766.2,,59,Wind blowing from the south-west,3,,9,, ,,,7.4,21.7,,,,,,12.0,7.1,No precipitation,6,,,,
31.01.2020 20:00,15.8,760.9,765.4,1.1,52,Wind blowing from the south-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,21.7,,,,,,15.0,6.0,No precipitation,12,,,,
31.01.2020 17:00,19.6,759.8,764.4,,35,Wind blowing from the south-southwest,5,,9,no clouds, ,,,7.4,21.7,,,,,,29.0,3.7,No precipitation,6,,,,
31.01.2020 14:00,21.3,760.6,765.2,-2.7,34,Wind blowing from the south-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,21.4,,,,,,28.0,4.8,No precipitation,12,,,,
31.01.2020 11:00,16.9,763.3,767.8,,52,Wind blowing from the east,2,,4,no clouds, ,,,7.4,19.3,,,,,,11.0,7.0,No precipitation,6,,,,
31.01.2020 08:00,7.7,762.5,767.2,1.5,84,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,19.3,,,,,,7.0,5.2,No precipitation,12,,,,
31.01.2020 05:00,8.4,761.0,765.6,,76,Wind blowing from the north-northeast,2,,4,, ,,,8.4,19.3,,,,,,7.0,4.4,No precipitation,6,,,,
31.01.2020 02:00,10.1,761.5,766.0,-0.3,64,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,19.3,,,2500 or more  or no clouds.,,,9.0,3.6,No precipitation,12,,,,
30.01.2020 23:00,12.4,761.8,766.4,,50,Wind blowing from the north-northeast,2,,7,, ,,,11.2,19.3,,,,,,10.0,2.3,No precipitation,6,,,,
30.01.2020 20:00,15.5,761.3,765.9,0.9,37,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,19.3,,,,,,21.0,0.9,No precipitation,12,,,,
30.01.2020 17:00,18.2,760.4,765.0,,31,Wind blowing from the east-northeast,2,,7,no clouds, ,,,11.2,19.3,,,,,,29.0,0.8,No precipitation,6,,,,
30.01.2020 14:00,18.6,761.6,766.2,-2.6,31,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,18.9,,,,,,24.0,1.2,No precipitation,12,,,,
30.01.2020 11:00,16.1,764.2,768.8,,40,Wind blowing from the north-east,3,,7,no clouds, ,,,11.2,16.1,,,,,,19.0,2.5,No precipitation,6,,,,
30.01.2020 08:00,11.3,763.2,767.8,1.1,54,Wind blowing from the north-northwest,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,2500 or more  or no clouds.,,,16.0,2.3,No precipitation,12,,,,
30.01.2020 05:00,11.9,762.1,766.6,,58,Wind blowing from the north-northwest,4,,8,, ,,,9.7,15.2,,,,,,12.0,3.9,No precipitation,6,,,,
30.01.2020 02:00,11.4,762.4,766.9,-0.4,64,Wind blowing from the north,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.2,,,2500 or more  or no clouds.,,,11.0,4.8,No precipitation,12,,,,
29.01.2020 23:00,12.0,762.8,767.5,,60,Wind blowing from the north-northwest,2,,11,, ,,,9.7,15.2,,,,,,15.0,4.5,No precipitation,6,,,,
29.01.2020 20:00,12.4,762.1,766.8,1.2,57,Wind blowing from the north-northwest,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.2,,,2500 or more  or no clouds.,,,16.0,4.1,No precipitation,12,,,,
29.01.2020 17:00,14.5,760.9,765.5,,46,Wind blowing from the north-northwest,4,,11,10%  or less  but not 0, ,,,9.7,15.2,,,2500 or more  or no clouds.,,,17.0,3.0,No precipitation,6,,,,
29.01.2020 14:00,14.4,761.8,766.3,-2.4,44,Wind blowing from the north,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,14.4,,,2500 or more  or no clouds.,,,17.0,2.3,No precipitation,12,,,,
29.01.2020 11:00,12.1,764.2,768.8,,50,Wind blowing from the north,5,,10,90  or more  but not 100%, ,,,9.7,14.4,,,1500-2000,,,19.0,2.0,No precipitation,6,,,,
29.01.2020 08:00,10.3,763.6,768.2,1.2,54,Wind blowing from the north,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,21.0,1.4,No precipitation,12,,,,
29.01.2020 05:00,10.1,762.4,767.1,,57,Wind blowing from the north,4,,9,, ,,,7.1,14.4,,,,,,16.0,2.0,No precipitation,6,,,,
29.01.2020 02:00,10.4,762.4,767.0,-0.1,58,Wind blowing from the north-northwest,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.4,,,2500 or more  or no clouds.,,,14.0,2.5,No precipitation,12,,,,
28.01.2020 23:00,11.0,762.5,767.2,,57,Wind blowing from the north,4,,13,, ,,,7.1,14.4,,,,,,13.0,2.8,No precipitation,6,,,,
28.01.2020 20:00,10.7,760.9,765.6,1.5,64,Wind blowing from the north,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.4,,,,,,11.0,4.0,No precipitation,12,,,,
28.01.2020 17:00,13.8,759.4,764.0,,53,Calm  no wind,0,,,no clouds, ,,,7.1,14.4,,,,,,19.0,4.4,No precipitation,6,,,,
28.01.2020 14:00,13.1,759.9,764.5,-2.2,54,Wind blowing from the north-northwest,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.7,,,,,,18.0,4.0,No precipitation,12,,,,
28.01.2020 11:00,10.1,762.1,766.8,,60,Wind blowing from the north,6,,11,90  or more  but not 100%, ,,,7.1,14.7,,,2500 or more  or no clouds.,,,16.0,2.7,No precipitation,6,,,,
28.01.2020 08:00,7.6,760.9,765.5,1.2,72,Wind blowing from the north,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.7,,,600-1000,,,15.0,2.9,0.7,12,,,,
28.01.2020 05:00,7.2,759.7,764.4,,86,Wind blowing from the north-northeast,4,,8,,Rain (not freezing) not falling as shower(s). ,,,7.2,14.7,,,,,,12.0,5.0,0.7,6,,,,
28.01.2020 02:00,7.9,760.6,765.2,0.6,90,Wind blowing from the north,4,,10,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,14.7,,,2500 or more  or no clouds.,,,11.0,6.4,0.7,12,,,,
27.01.2020 23:00,10.2,760.0,764.7,,70,Wind blowing from the north,4,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.1,14.7,,,,,,16.0,5.0,No precipitation,6,,,,
27.01.2020 20:00,11.3,758.8,763.5,1.3,63,Wind blowing from the north,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.7,,,1500-2000,,,20.0,4.5,No precipitation,12,,,,
27.01.2020 17:00,13.6,757.5,762.1,,56,Wind blowing from the north,3,,11,90  or more  but not 100%, ,,,8.1,14.7,,,1500-2000,,,30.0,5.0,No precipitation,6,,,,
27.01.2020 14:00,14.1,758.2,762.8,-2.7,52,Wind blowing from the north,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.6,,,2500 or more  or no clouds.,,,30.0,4.4,No precipitation,12,,,,
