Local time in Kuandian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 14:00,-2.1,744.6,769.9,-1.0,47,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-1.2,,,,,,29.0,-11.9,No precipitation,12,,,,
09.01.2020 11:00,-5.0,745.6,771.0,,57,Wind blowing from the north-northwest,1,,5,no clouds, ,,,-14.1,-2.4,,,,,,17.0,-12.4,No precipitation,6,,,,
09.01.2020 08:00,-12.9,745.9,771.6,0.8,84,Wind blowing from the west,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.4,,,,,,1.3,-15.0,No precipitation,12,,,,
09.01.2020 05:00,-13.5,745.1,770.7,,83,Wind blowing from the south-southeast,1,,7,,Mist. ,,,-13.5,-2.4,,,,,,3.5,-15.8,No precipitation,6,,,,
09.01.2020 02:00,-11.7,745.0,770.4,,80,Wind blowing from the south-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-1.3,,,2500 or more  or no clouds.,,,5.0,-14.5,No precipitation,12,,,,
08.01.2020 20:00,-7.3,743.8,769.0,1.8,66,Wind blowing from the north-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,1.0,,,,,,7.0,-12.7,No precipitation,12,,,,
08.01.2020 17:00,-4.8,742.0,767.0,,58,Wind blowing from the north-northwest,3,,8,no clouds, ,,,-6.5,2.0,,,,,,8.0,-11.8,No precipitation,6,,,,
08.01.2020 14:00,-2.7,740.3,765.1,0.1,55,Wind blowing from the north-west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,3.2,,,2500 or more  or no clouds.,,,11.0,-10.7,No precipitation,12,,,,
08.01.2020 11:00,-4.1,740.2,765.0,,60,Wind blowing from the north-northwest,3,,8,90  or more  but not 100%, ,,,-6.5,3.3,,,2500 or more  or no clouds.,,,7.0,-10.9,No precipitation,6,,,,
08.01.2020 08:00,-6.4,738.9,763.6,2.3,70,Wind blowing from the north-west,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,3.3,,,1000-1500,,,4.8,-11.0,No precipitation,12,,,,
08.01.2020 05:00,-4.5,736.6,761.2,,67,Wind blowing from the north-west,4,,8,,Haze. ,,,-4.9,3.3,,,,,,7.0,-9.7,No precipitation,6,,,,
08.01.2020 02:00,-2.1,734.7,759.0,,71,Wind blowing from the north,2,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,3.3,,,2500 or more  or no clouds.,,,6.0,-6.8,No precipitation,12,,,,
07.01.2020 20:00,0.9,734.8,759.3,-2.4,65,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,3.3,,,1000-1500,,,13.0,-5.1,No precipitation,12,,,,
07.01.2020 17:00,2.0,737.2,761.8,,62,Wind blowing from the north-northeast,3,,7,100%., ,,,-5.7,3.3,,,1000-1500,,,17.0,-4.5,No precipitation,6,,,,
07.01.2020 14:00,3.2,738.5,763.0,-1.7,58,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,3.3,,,1000-1500,,,24.0,-4.3,No precipitation,12,,,,
07.01.2020 11:00,2.3,740.2,764.9,,64,Wind blowing from the north-west,1,,4,90  or more  but not 100%, ,,,-5.7,2.3,,,1000-1500,,,10.0,-3.8,No precipitation,6,,,,
07.01.2020 08:00,-3.6,742.4,767.3,-0.5,91,Wind blowing from the west-northwest,1,,2,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,-1.3,,,1000-1500,,,0.9,-4.9,No precipitation,12,,,,
07.01.2020 05:00,-4.8,742.9,767.8,,91,Wind blowing from the south,1,,2,,Mist. ,,,-7.1,-1.3,,,,,,2.3,-6.0,No precipitation,6,,,,
07.01.2020 02:00,-4.8,743.6,768.6,,90,Wind blowing from the south-southeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,-1.3,,,2500 or more  or no clouds.,,,3.7,-6.2,0.2,12,,,,
06.01.2020 20:00,-2.4,744.8,769.9,-0.1,88,Wind blowing from the west-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,-1.3,,,2500 or more  or no clouds.,,,2.9,-4.1,0.4,12,,,,
06.01.2020 17:00,-2.2,744.9,770.0,,86,Wind blowing from the west,1,,4,100%.,Rain and snow or ice pellets not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.4,-1.3,,,1000-1500,,,3.4,-4.2,0.4,6,,,,
06.01.2020 14:00,-2.4,745.3,770.5,-1.2,84,Wind blowing from the south-east,1,,4,100%.,Rain or drizzle and snow  slight. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,2.1,,,1000-1500,,,2.8,-4.7,0.2,12,,,,
06.01.2020 11:00,-2.1,746.5,771.7,,61,Wind blowing from the north,1,,2,100%., ,,,-7.4,3.3,,,1000-1500,,,6.0,-8.8,No precipitation,6,,,,
06.01.2020 08:00,-5.7,747.4,772.7,0.4,81,Wind blowing from the south-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,3.0,-8.4,No precipitation,12,,,,
06.01.2020 05:00,-7.1,747.0,772.2,,83,Wind blowing from the west-northwest,0,,3,,Mist. ,,,-14.7,3.3,,,,,,2.5,-9.5,No precipitation,6,,,,
06.01.2020 02:00,-7.0,747.8,772.8,,83,Wind blowing from the south-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,3.3,,,2500 or more  or no clouds.,,,2.9,-9.5,No precipitation,12,,,,
05.01.2020 20:00,-5.6,748.6,774.2,-0.6,74,Wind blowing from the north-west,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,3.3,,,1000-1500,,,1.2,-9.5,No precipitation,12,,,,
05.01.2020 17:00,-2.5,749.2,774.8,,63,Wind blowing from the south-southeast,0,,5,no clouds, ,,,-14.7,3.3,,,,,,1.6,-8.6,No precipitation,6,,,,
05.01.2020 14:00,2.1,748.3,773.6,-1.8,37,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,3.3,,,,,,25.0,-11.1,No precipitation,12,,,,
05.01.2020 11:00,-2.3,750.1,775.6,,55,Wind blowing from the east,1,,2,no clouds, ,,,-14.7,2.5,,,,,,7.0,-10.3,No precipitation,6,,,,
05.01.2020 08:00,-12.8,749.8,775.6,0.9,87,Wind blowing from the west-northwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,2.5,,,,,,1.1,-14.6,No precipitation,12,,,,
05.01.2020 05:00,-13.5,748.9,774.4,,85,Wind blowing from the west-southwest,0,,4,,Mist. ,,,-14.8,2.5,,,,,,1.7,-15.5,No precipitation,6,,,,
05.01.2020 02:00,-12.0,748.9,774.2,,85,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,2.5,,,2500 or more  or no clouds.,,,2.6,-14.0,No precipitation,12,,,,
04.01.2020 20:00,-7.4,747.8,773.6,1.7,76,Wind blowing from the south-west,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,2.5,,,,,,2.4,-10.9,No precipitation,12,,,,
04.01.2020 17:00,-1.1,746.1,771.5,,47,Wind blowing from the west-northwest,3,,6,no clouds, ,,,-14.8,2.5,,,,,,4.6,-11.0,No precipitation,6,,,,
04.01.2020 14:00,1.5,745.1,770.3,-0.8,39,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,1.9,,,,,,24.0,-11.0,No precipitation,12,,,,
04.01.2020 11:00,-2.6,745.9,771.3,,58,Calm  no wind,0,,,no clouds, ,,,-14.8,-0.2,,,,,,2.5,-9.9,No precipitation,6,,,,
04.01.2020 08:00,-13.6,745.7,771.5,1.2,86,Wind blowing from the south-west,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,,,,,,,1.0,-15.4,No precipitation,12,,,,
04.01.2020 05:00,-14.4,744.5,770.1,,84,Wind blowing from the south,0,,2,,Mist. ,,,-16.6,-0.2,,,,,,3.1,-16.5,No precipitation,6,,,,
04.01.2020 02:00,-13.0,744.7,770.1,,83,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-0.2,,,2500 or more  or no clouds.,,,2.9,-15.3,No precipitation,12,,,,
03.01.2020 20:00,-9.3,745.5,771.4,0.2,78,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-0.2,,,,,,2.2,-12.4,No precipitation,12,,,,
03.01.2020 17:00,-4.5,745.3,770.9,,59,Wind blowing from the south-southeast,1,,4,no clouds, ,,,-16.6,-0.2,,,,,,1.4,-11.3,No precipitation,6,,,,
03.01.2020 14:00,-0.8,745.2,770.6,-1.2,41,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-0.2,,,,,,15.0,-12.4,No precipitation,12,,,,
03.01.2020 11:00,-3.4,746.4,771.9,,49,Wind blowing from the south-southwest,0,,2,no clouds, ,,,-16.6,-1.9,,,,,,7.0,-12.6,No precipitation,6,,,,
03.01.2020 08:00,-15.2,747.6,773.6,1.1,86,Wind blowing from the south,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,,,,,,,1.5,-17.1,No precipitation,12,,,,
03.01.2020 05:00,-15.9,746.5,772.3,,84,Wind blowing from the west-southwest,0,,2,,Mist. ,,,-17.8,-1.9,,,,,,1.3,-18.0,No precipitation,6,,,,
03.01.2020 02:00,-14.7,747.5,773.2,,85,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-1.9,,,2500 or more  or no clouds.,,,3.0,-16.7,No precipitation,12,,,,
02.01.2020 20:00,-11.3,747.3,773.4,-0.1,79,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-1.9,,,,,,1.9,-14.2,No precipitation,12,,,,
02.01.2020 17:00,-6.1,747.4,773.3,,64,Wind blowing from the west,1,,3,no clouds, ,,,-17.8,-1.9,,,,,,2.5,-11.8,No precipitation,6,,,,
02.01.2020 14:00,-3.3,747.2,772.9,-1.0,49,Wind blowing from the west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-2.3,,,,,,16.0,-12.7,No precipitation,12,,,,
02.01.2020 11:00,-6.3,748.2,774.0,,58,Wind blowing from the south,1,,2,no clouds, ,,,-17.8,-2.3,,,,,,3.4,-13.4,No precipitation,6,,,,
02.01.2020 08:00,-16.5,748.9,775.1,0.9,85,Wind blowing from the north,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,,,,,,,1.4,-18.4,No precipitation,12,,,,
02.01.2020 05:00,-17.5,748.0,774.0,,83,Wind blowing from the west-southwest,0,,2,,Mist. ,,,-19.1,-2.3,,,,,,3.3,-19.7,No precipitation,6,,,,
02.01.2020 02:00,-16.4,748.6,774.3,,83,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-2.3,,,2500 or more  or no clouds.,,,4.8,-18.6,No precipitation,12,,,,
01.01.2020 20:00,-12.6,748.7,775.0,-0.1,77,Wind blowing from the north-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-2.3,,,,,,1.1,-15.8,No precipitation,12,,,,
01.01.2020 17:00,-7.4,748.8,774.9,,59,Wind blowing from the east-southeast,1,,2,no clouds, ,,,-19.1,-2.3,,,,,,6.0,-14.2,No precipitation,6,,,,
01.01.2020 14:00,-3.2,748.6,774.4,-1.1,41,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-2.7,,,,,,18.0,-14.6,No precipitation,12,,,,
01.01.2020 11:00,-8.1,749.7,775.7,,57,Wind blowing from the west-southwest,0,,1,no clouds, ,,,-19.1,-8.1,,,,,,10.0,-15.3,No precipitation,6,,,,
01.01.2020 08:00,-17.3,750.1,776.6,0.7,85,Wind blowing from the south-southwest,0,,1,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,,,,,,,2.0,-19.2,No precipitation,12,,,,
01.01.2020 05:00,-18.6,749.4,775.7,,82,Wind blowing from the west,0,,3,,Mist. ,,,-20.2,-9.0,,,,,,5.0,-20.9,No precipitation,6,,,,
01.01.2020 02:00,-17.6,749.4,775.6,,80,Wind blowing from the north,0,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-9.0,,,2500 or more  or no clouds.,,,6.0,-20.2,No precipitation,12,,,,
31.12.2019 20:00,-15.1,749.2,775.7,-0.4,68,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-9.0,,,,,,4.2,-19.7,No precipitation,12,,,,
31.12.2019 17:00,-11.8,749.6,776.0,,49,Wind blowing from the south-southeast,2,,5,no clouds, ,,,-20.2,-9.0,,,,,,13.0,-20.4,No precipitation,6,,,,
31.12.2019 14:00,-10.2,750.7,776.8,-1.8,36,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-8.7,,,,,,30.0,-22.4,No precipitation,12,,,,
31.12.2019 11:00,-13.5,752.5,778.9,,40,Wind blowing from the west-northwest,1,,7,no clouds, ,,,-20.2,-7.8,,,,,,29.0,-24.2,No precipitation,6,,,,
31.12.2019 08:00,-18.9,752.9,779.5,0.2,69,Wind blowing from the east-southeast,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-7.3,,,,,,5.0,-23.2,No precipitation,12,,,,
31.12.2019 05:00,-19.5,752.7,779.2,,66,Wind blowing from the east-northeast,1,,10,, ,,,-19.5,-4.2,,,,,,15.0,-24.2,No precipitation,6,,,,
31.12.2019 02:00,-15.9,752.2,778.3,,48,Wind blowing from the north,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-1.1,,,2500 or more  or no clouds.,,,27.0,-24.4,No precipitation,12,,,,
