Local time in Jingdezhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 05:00,7.8,762.7,768.5,,88,Calm  no wind,0,,,, ,,,7.4,13.2,,,,,,18.0,5.9,No precipitation,6,,,,
04.02.2020 02:00,8.7,763.5,769.3,,81,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,13.2,,,2500 or more  or no clouds.,,,18.0,5.6,No precipitation,12,,,,
03.02.2020 23:00,9.9,763.9,769.6,,67,Calm  no wind,0,,,, ,,,7.4,13.2,,,,,,18.0,4.1,No precipitation,6,,,,
03.02.2020 20:00,10.5,763.7,769.6,0.2,75,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,13.2,,,2500 or more  or no clouds.,,,14.0,6.3,No precipitation,12,,,,
03.02.2020 17:00,12.2,763.5,769.3,,61,Calm  no wind,0,,,100%., ,,,7.4,13.2,,,1000-1500,,,17.0,4.9,No precipitation,6,,,,
03.02.2020 14:00,13.0,763.3,769.1,-2.4,60,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,13.2,,,2500 or more  or no clouds.,,,17.0,5.4,No precipitation,12,,,,
03.02.2020 11:00,10.7,765.7,771.6,,73,Wind blowing from the north-northeast,1,,4,, ,,,7.4,12.6,,,,,,16.0,6.1,No precipitation,6,,,,
03.02.2020 08:00,7.7,765.0,770.8,1.3,87,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,1000-1500,,,16.0,5.7,Trace of precipitation,12,,,,
03.02.2020 05:00,7.6,763.7,769.6,,87,Wind blowing from the east,1,,4,, ,,,7.6,12.6,,,,,,15.0,5.6,No precipitation,6,,,,
03.02.2020 02:00,7.9,764.1,769.9,-0.7,89,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.6,,,2500 or more  or no clouds.,,,14.0,6.2,No precipitation,12,,,,
02.02.2020 23:00,8.2,764.8,770.6,,90,Wind blowing from the north,0,,5,, ,,,8.2,12.6,,,,,,12.0,6.7,No precipitation,6,,,,
02.02.2020 20:00,8.8,764.1,769.9,1.4,89,Wind blowing from the north-northeast,0,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,12.6,,,1000-1500,,,7.0,7.1,Trace of precipitation,12,,,,
02.02.2020 17:00,9.9,762.7,768.6,,77,Wind blowing from the west,0,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,15.5,,,,,,10.0,6.1,No precipitation,6,,,,
02.02.2020 14:00,11.5,762.5,768.3,-1.1,57,Wind blowing from the south-west,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,,,,1000-1500,,,13.0,3.3,Trace of precipitation,12,,,,
02.02.2020 11:00,10.8,763.6,769.3,,62,Wind blowing from the north-northeast,0,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,,,,1000-1500,,,15.0,3.8,No precipitation,6,,,,
02.02.2020 08:00,8.4,763.4,769.3,1.4,64,Wind blowing from the north-northeast,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,100-200,,,18.0,2.0,No precipitation,12,,,,
02.02.2020 05:00,8.4,762.0,767.8,,64,Wind blowing from the north-east,1,,4,, ,,,1.1,18.3,,,,,,19.0,2.0,No precipitation,6,,,,
02.02.2020 02:00,8.7,762.3,768.1,-0.4,69,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,18.3,,,2500 or more  or no clouds.,,,17.0,3.3,No precipitation,12,,,,
01.02.2020 23:00,9.6,762.7,768.4,,62,Wind blowing from the east,1,,4,, ,,,1.1,18.3,,,,,,16.0,2.7,No precipitation,6,,,,
01.02.2020 20:00,10.8,762.1,767.9,,49,Wind blowing from the east,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,18.3,,,2500 or more  or no clouds.,,,15.0,0.5,No precipitation,12,,,,
01.02.2020 17:00,15.5,761.2,767.0,,27,Wind blowing from the north-northeast,1,,4,50%., ,,,1.1,18.3,,,2500 or more  or no clouds.,,,16.0,-3.4,No precipitation,6,,,,
01.02.2020 14:00,17.2,761.8,767.5,-2.8,29,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,17.2,,,,,,14.0,-1.0,No precipitation,12,,,,
01.02.2020 11:00,11.7,764.6,770.5,,50,Wind blowing from the north-east,1,,4,no clouds, ,,,1.1,15.1,,,,,,14.0,1.4,No precipitation,6,,,,
01.02.2020 08:00,2.5,764.5,770.5,,85,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,2500 or more  or no clouds.,,,12.0,0.2,No precipitation,12,,,,
01.02.2020 05:00,1.5,763.6,769.4,,92,Wind blowing from the east-northeast,1,,3,, ,,,0.4,15.1,,,,,,10.0,0.3,No precipitation,6,,,,
01.02.2020 02:00,2.4,763.6,769.4,-0.3,91,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,15.1,,,2500 or more  or no clouds.,,,11.0,1.1,No precipitation,12,,,,
31.01.2020 23:00,4.2,763.9,769.8,,83,Wind blowing from the north-east,0,,,, ,,,0.4,15.1,,,,,,12.0,1.6,No precipitation,6,,,,
31.01.2020 20:00,6.6,763.5,769.4,,67,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,15.1,,,2500 or more  or no clouds.,,,13.0,0.9,No precipitation,12,,,,
31.01.2020 17:00,13.5,762.4,768.3,,29,Wind blowing from the north-northeast,0,,3,no clouds, ,,,0.4,15.1,,,,,,13.0,-4.2,No precipitation,6,,,,
31.01.2020 14:00,14.0,762.8,768.7,-2.3,27,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,14.1,,,2500 or more  or no clouds.,,,12.0,-4.7,No precipitation,12,,,,
31.01.2020 11:00,8.6,765.1,771.1,,61,Calm  no wind,0,,,no clouds, ,,,0.4,12.3,,,,,,9.0,1.5,No precipitation,6,,,,
31.01.2020 08:00,1.0,765.1,771.1,1.2,96,Wind blowing from the north-northeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,12.3,,,,,,5.0,0.4,No precipitation,12,,,,
31.01.2020 05:00,0.9,763.9,769.8,,95,Wind blowing from the east-northeast,0,,2,,Mist. ,,,0.1,12.3,,,,,,7.0,0.2,No precipitation,6,,,,
31.01.2020 02:00,2.1,764.0,769.9,-0.2,93,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,12.3,,,2500 or more  or no clouds.,,,7.0,1.1,No precipitation,12,,,,
30.01.2020 23:00,3.4,764.2,770.2,,92,Wind blowing from the north-northeast,1,,4,,Mist. ,,,0.1,12.3,,,,,,6.0,2.2,No precipitation,6,,,,
30.01.2020 20:00,5.4,763.8,769.8,0.8,78,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,12.3,,,2500 or more  or no clouds.,,,8.0,1.9,No precipitation,12,,,,
30.01.2020 17:00,10.9,763.0,768.9,,51,Calm  no wind,0,,,, ,,,0.1,12.3,,,,,,10.0,1.2,No precipitation,6,,,,
30.01.2020 14:00,11.2,763.1,769.0,-2.0,52,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,11.8,,,2500 or more  or no clouds.,,,9.0,1.7,No precipitation,12,,,,
30.01.2020 11:00,7.3,765.1,771.1,,72,Wind blowing from the south-southwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,11.1,,,,,,7.0,2.6,No precipitation,6,,,,
30.01.2020 08:00,0.5,764.5,770.5,1.2,97,Wind blowing from the north-northeast,1,,,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,11.1,,,1000-1500,,,5.0,0.1,No precipitation,12,,,,
30.01.2020 05:00,1.0,763.3,769.2,,97,Wind blowing from the north-east,1,,4,,Mist. ,,,-0.2,11.1,,,,,,4.7,0.6,No precipitation,6,,,,
30.01.2020 02:00,2.0,763.9,769.8,-0.3,96,Wind blowing from the east-southeast,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,11.1,,,2500 or more  or no clouds.,,,5.0,1.4,No precipitation,12,,,,
29.01.2020 23:00,3.2,764.2,770.1,,91,Calm  no wind,0,,,, ,,,-0.2,11.1,,,,,,8.0,1.9,No precipitation,6,,,,
29.01.2020 20:00,5.6,763.8,769.8,0.8,73,Wind blowing from the west-southwest,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,11.1,,,2500 or more  or no clouds.,,,10.0,1.0,No precipitation,12,,,,
29.01.2020 17:00,9.6,763.0,768.9,,49,Wind blowing from the south-southwest,2,,6,50%., ,,,-0.2,11.1,,,2500 or more  or no clouds.,,,12.0,-0.6,No precipitation,6,,,,
29.01.2020 14:00,10.6,763.5,769.4,,51,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,10.7,,,2500 or more  or no clouds.,,,12.0,0.9,No precipitation,12,,,,
29.01.2020 11:00,5.9,765.7,771.7,,76,Wind blowing from the south,1,,2,, ,,,-0.2,7.4,,,,,,12.0,2.0,No precipitation,6,,,,
29.01.2020 08:00,0.3,765.4,771.4,0.9,98,Wind blowing from the north,0,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,7.4,,,2500 or more  or no clouds.,,,0.4,0.0,No precipitation,12,,,,
29.01.2020 05:00,0.5,764.5,770.4,,97,Wind blowing from the north-northeast,0,,4,, ,,,0.4,7.4,,,,,,7.0,0.1,No precipitation,6,,,,
29.01.2020 02:00,1.6,764.5,770.5,-0.1,96,Wind blowing from the north-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,7.4,,,2500 or more  or no clouds.,,,6.0,1.0,No precipitation,12,,,,
28.01.2020 23:00,2.5,764.6,770.5,,92,Calm  no wind,0,,,, ,,,2.5,7.4,,,,,,9.0,1.3,No precipitation,6,,,,
28.01.2020 20:00,4.9,764.3,770.2,1.6,83,Wind blowing from the west-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,7.4,,,2500 or more  or no clouds.,,,11.0,2.3,No precipitation,12,,,,
28.01.2020 17:00,6.5,762.7,768.7,,74,Wind blowing from the west-northwest,2,,5,, ,,,3.2,7.4,,,,,,15.0,2.2,No precipitation,6,,,,
28.01.2020 14:00,7.2,762.4,768.3,,71,Wind blowing from the west-northwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,7.4,,,2500 or more  or no clouds.,,,16.0,2.3,No precipitation,12,,,,
28.01.2020 11:00,5.5,763.2,769.1,,80,Wind blowing from the west-northwest,1,,2,, ,,,3.2,6.9,,,,,,18.0,2.2,No precipitation,6,,,,
28.01.2020 08:00,3.5,762.8,768.7,0.8,89,Wind blowing from the west-southwest,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,6.9,,,2500 or more  or no clouds.,,,15.0,1.9,No precipitation,12,,,,
28.01.2020 05:00,3.3,762.0,767.9,,88,Wind blowing from the west,1,,4,, ,,,2.4,6.9,,,,,,16.0,1.5,No precipitation,6,,,,
28.01.2020 02:00,3.6,762.6,768.5,-0.1,88,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,6.9,,,2500 or more  or no clouds.,,,17.0,1.8,No precipitation,12,,,,
27.01.2020 23:00,4.1,762.7,768.7,,84,Wind blowing from the west,1,,4,, ,,,2.4,6.9,,,,,,21.0,1.6,No precipitation,6,,,,
27.01.2020 20:00,4.8,762.2,768.1,1.1,84,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,6.9,,,2500 or more  or no clouds.,,,21.0,2.3,No precipitation,12,,,,
27.01.2020 17:00,6.2,761.1,767.0,,81,Wind blowing from the north-northwest,2,,4,, ,,,2.4,6.9,,,,,,21.0,3.2,No precipitation,6,,,,
27.01.2020 14:00,6.1,761.3,767.2,-2.0,79,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,6.4,,,2500 or more  or no clouds.,,,23.0,2.6,No precipitation,12,,,,
27.01.2020 11:00,4.6,763.3,769.3,,86,Wind blowing from the west-southwest,2,,4,, ,,,2.4,7.0,,,,,,22.0,2.5,No precipitation,6,,,,
27.01.2020 08:00,2.9,762.2,768.1,1.0,95,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,,,,2500 or more  or no clouds.,,,18.0,2.2,No precipitation,12,,,,
27.01.2020 05:00,2.5,761.2,767.1,,96,Wind blowing from the west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.5,7.0,,,,,,9.0,1.9,No precipitation,6,,,,
27.01.2020 02:00,2.6,761.7,767.6,0.0,94,Wind blowing from the west-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,7.0,,,2500 or more  or no clouds.,,,11.0,1.7,6.0,12,,,,
26.01.2020 23:00,3.1,761.7,767.6,,95,Wind blowing from the west-southwest,2,,5,, ,,,3.1,7.0,,,,,,23.0,2.4,3.0,6,,,,
26.01.2020 20:00,3.9,761.7,767.6,1.4,96,Wind blowing from the west-northwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.0,,,300-600,,,19.0,3.3,10.0,12,,,,
26.01.2020 17:00,5.4,760.3,766.1,,97,Wind blowing from the west-southwest,1,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,7.5,,,300-600,,,6.0,5.0,4.0,6,,,,
26.01.2020 14:00,6.4,759.5,765.4,-1.7,96,Wind blowing from the west,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,300-600,,,12.0,5.8,12.0,12,,,,
26.01.2020 11:00,6.6,761.2,767.1,,97,Wind blowing from the north,0,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,,,,9.0,6.2,6.0,6,,,,
26.01.2020 08:00,6.1,761.3,767.2,,98,Wind blowing from the north-northwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,8.0,,,2500 or more  or no clouds.,,,12.0,5.8,15.0,12,,,,
26.01.2020 05:00,6.0,760.8,766.6,,98,Wind blowing from the north-northeast,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.0,8.0,,,,,,9.0,5.7,9.0,6,,,,
26.01.2020 02:00,6.2,761.8,767.6,,98,Wind blowing from the north,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,8.0,,,2500 or more  or no clouds.,,,8.0,5.9,7.0,12,,,,
25.01.2020 23:00,6.6,762.4,768.3,,97,Wind blowing from the north-northeast,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.6,8.4,,,,,,5.0,6.2,2.0,6,,,,
