Local time in Zhaotong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 02:00,1.9,605.1,767.5,,87,Wind blowing from the north-northeast,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,3.5,,,2500 or more  or no clouds.,,,20.0,0.0,No precipitation,12,,,,
03.02.2020 20:00,2.9,604.6,767.4,0.5,80,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,3.5,,,300-600,,,10.0,-0.2,No precipitation,12,,,,
03.02.2020 17:00,3.4,604.1,766.6,,74,Wind blowing from the east-southeast,0,,3,100%., ,,,0.2,3.4,,,300-600,,,21.0,-0.8,No precipitation,6,,,,
03.02.2020 14:00,2.9,605.3,768.2,-2.0,75,Wind blowing from the east-southeast,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,4.0,,,300-600,,,24.0,-1.1,0.5,12,,,,
03.02.2020 11:00,1.4,607.3,770.9,,80,Wind blowing from the north,1,,5,100%., ,,,0.2,,,,300-600,,,30.0,-1.7,0.1,6,,,,
03.02.2020 08:00,0.4,606.5,770.1,0.5,86,Wind blowing from the north,1,,6,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,4.0,,,300-600,,,30.0,-1.7,1.0,12,,,,
03.02.2020 05:00,0.5,606.0,769.0,,87,Wind blowing from the north,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,0.2,4.0,,,,,,27.0,-1.4,1.0,6,,,,
03.02.2020 02:00,0.5,606.6,769.6,,92,Wind blowing from the west-northwest,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,4.0,,,2500 or more  or no clouds.,,,4.7,-0.6,0.7,12,,,,
02.02.2020 20:00,2.1,605.5,768.5,1.6,80,Wind blowing from the north-northeast,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,4.0,,,300-600,,,30.0,-1.0,No precipitation,12,,,,
02.02.2020 17:00,3.0,603.9,766.1,,79,Wind blowing from the north-northeast,4,,8,100%., ,,,0.8,,,,300-600,,,22.0,-0.3,No precipitation,6,,,,
02.02.2020 14:00,3.5,604.7,767.0,-2.0,71,Wind blowing from the north-northeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,,,,300-600,,,21.0,-1.4,No precipitation,12,,,,
02.02.2020 11:00,2.7,606.7,770.0,,74,Wind blowing from the north,1,,5,100%., ,,,0.8,,,,300-600,,,27.0,-1.5,No precipitation,6,,,,
02.02.2020 08:00,1.3,605.7,768.5,1.2,82,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,,,,300-600,,,30.0,-1.4,No precipitation,12,,,,
02.02.2020 05:00,1.4,604.5,765.2,,82,Wind blowing from the north-northeast,1,,7,, ,,,0.8,13.8,,,,,,30.0,-1.3,No precipitation,6,,,,
02.02.2020 02:00,1.4,604.2,764.6,,86,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,13.8,,,2500 or more  or no clouds.,,,30.0,-0.7,No precipitation,12,,,,
01.02.2020 20:00,2.7,601.7,763.5,1.7,80,Wind blowing from the north-northeast,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,13.8,,,600-1000,,,27.0,-0.4,No precipitation,12,,,,
01.02.2020 17:00,8.3,600.0,759.4,,63,Wind blowing from the north-northeast,4,,8,20–30%., ,,,1.3,13.8,,,1000-1500,,,14.0,1.7,No precipitation,6,,,,
01.02.2020 14:00,8.8,601.1,760.6,-2.4,58,Wind blowing from the west,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,9.1,,,1000-1500,,,19.0,0.8,No precipitation,12,,,,
01.02.2020 11:00,3.5,603.5,765.4,,78,Wind blowing from the south-west,1,,4,100%., ,,,1.3,,,,300-600,,,19.0,-0.1,No precipitation,6,,,,
01.02.2020 08:00,1.3,603.0,765.6,0.5,86,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,30.0,-0.8,No precipitation,12,,,,
01.02.2020 05:00,1.4,602.5,762.8,,86,Wind blowing from the north-northeast,1,,5,, ,,,0.4,8.3,,,,,,30.0,-0.7,No precipitation,6,,,,
01.02.2020 02:00,1.6,602.9,764.1,,86,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,8.3,,,2500 or more  or no clouds.,,,30.0,-0.5,No precipitation,12,,,,
31.01.2020 20:00,1.5,602.2,764.8,1.4,89,Wind blowing from the east-northeast,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,8.3,,,1000-1500,,,16.0,-0.1,No precipitation,12,,,,
31.01.2020 17:00,7.8,600.8,760.9,,62,Wind blowing from the north-east,1,,4,10%  or less  but not 0, ,,,0.4,8.3,,,1000-1500,,,15.0,1.0,No precipitation,6,,,,
31.01.2020 14:00,5.2,602.1,763.5,-1.9,71,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.3,,,2500 or more  or no clouds.,,,17.0,0.4,Trace of precipitation,12,,,,
31.01.2020 11:00,1.7,604.0,766.8,,84,Wind blowing from the north-northeast,1,,4,100%., ,,,0.4,1.9,,,300-600,,,26.0,-0.7,No precipitation,6,,,,
31.01.2020 08:00,0.5,603.0,765.9,1.0,88,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,1.9,,,300-600,,,30.0,-1.3,0.9,12,,,,
31.01.2020 05:00,0.5,602.0,764.4,,88,Wind blowing from the north,1,,3,, ,,,0.5,1.9,,,,,,30.0,-1.3,0.7,6,,,,
31.01.2020 02:00,0.6,602.6,765.1,,89,Wind blowing from the north-northeast,1,,3,,Rain or drizzle and snow  slight. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,1.9,,,2500 or more  or no clouds.,,,30.0,-1.0,2.0,12,,,,
30.01.2020 20:00,1.4,603.0,765.5,0.6,87,Wind blowing from the north,1,,3,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,300-600,,,30.0,-0.5,3.0,12,,,,
30.01.2020 17:00,1.8,602.4,764.8,,89,Wind blowing from the north,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,300-600,,,17.0,0.2,2.0,6,,,,
30.01.2020 14:00,1.8,603.7,766.2,-2.1,91,Wind blowing from the north-northeast,0,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,300-600,,,15.0,0.5,2.0,12,,,,
30.01.2020 11:00,1.2,605.8,768.9,,91,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,300-600,,,10.0,-0.1,0.8,6,,,,
30.01.2020 08:00,1.5,605.1,767.5,-0.3,82,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,,,,300-600,,,30.0,-1.2,No precipitation,12,,,,
30.01.2020 05:00,1.1,605.4,766.0,,87,Wind blowing from the north,1,,7,, ,,,-0.4,9.5,,,,,,30.0,-0.8,No precipitation,6,,,,
30.01.2020 02:00,1.7,606.4,767.9,,83,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.5,,,2500 or more  or no clouds.,,,30.0,-0.9,No precipitation,12,,,,
29.01.2020 20:00,3.2,605.1,767.9,1.4,79,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.5,,,300-600,,,18.0,-0.1,No precipitation,12,,,,
29.01.2020 17:00,9.3,603.7,764.4,,50,Wind blowing from the south-southwest,1,,5,20–30%., ,,,-0.4,9.4,,,1000-1500,,,28.0,-0.6,No precipitation,6,,,,
29.01.2020 14:00,6.9,605.2,766.8,-2.3,56,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,7.2,,,1000-1500,,,30.0,-1.3,No precipitation,12,,,,
29.01.2020 11:00,2.2,607.5,771.2,,75,Wind blowing from the north-west,1,,7,100%., ,,,-0.4,2.6,,,300-600,,,26.0,-1.9,No precipitation,6,,,,
29.01.2020 08:00,0.3,606.6,770.7,0.6,82,Wind blowing from the south-southeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,,,,300-600,,,30.0,-2.4,No precipitation,12,,,,
29.01.2020 05:00,-0.3,606.0,769.5,,85,Wind blowing from the west-southwest,1,,7,, ,,,-0.4,2.6,,,,,,30.0,-2.5,No precipitation,6,,,,
29.01.2020 02:00,0.3,606.7,770.2,,79,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,2.6,,,2500 or more  or no clouds.,,,30.0,-2.9,No precipitation,12,,,,
28.01.2020 20:00,0.6,604.2,767.9,1.9,85,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,2.6,,,300-600,,,30.0,-1.6,No precipitation,12,,,,
28.01.2020 17:00,2.5,602.3,764.8,,77,Wind blowing from the north-northeast,2,,4,100%., ,,,-0.3,2.8,,,300-600,,,17.0,-1.1,No precipitation,6,,,,
28.01.2020 14:00,2.1,602.8,765.5,-1.3,76,Wind blowing from the north-northeast,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,4.7,,,300-600,,,17.0,-1.7,No precipitation,12,,,,
28.01.2020 11:00,0.3,604.1,767.6,,88,Wind blowing from the north-northwest,1,,6,100%., ,,,-0.3,,,,300-600,,,7.0,-1.5,No precipitation,6,,,,
28.01.2020 08:00,-0.2,602.9,766.0,0.3,87,Wind blowing from the north,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,,,,300-600,,,13.0,-2.1,No precipitation,12,,,,
28.01.2020 05:00,-0.1,602.6,765.1,,80,Wind blowing from the north,1,,8,, ,,,-0.1,4.7,,,,,,30.0,-3.1,No precipitation,6,,,,
28.01.2020 02:00,0.0,603.4,765.6,,82,Wind blowing from the north,1,,8,,Rain and snow or ice pellets not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,4.7,,,2500 or more  or no clouds.,,,30.0,-2.7,No precipitation,12,,,,
27.01.2020 20:00,0.9,601.9,764.8,1.9,77,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,4.7,,,300-600,,,30.0,-2.7,No precipitation,12,,,,
27.01.2020 17:00,2.8,600.0,761.7,,74,Wind blowing from the north-northeast,3,,7,100%., ,,,-0.1,8.8,,,300-600,,,25.0,-1.4,No precipitation,6,,,,
27.01.2020 14:00,4.1,600.9,762.1,-1.9,67,Wind blowing from the south-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,8.8,,,300-600,,,22.0,-1.5,No precipitation,12,,,,
27.01.2020 11:00,0.7,602.8,765.6,,81,Calm  no wind,0,,,100%., ,,,-0.1,,,,300-600,,,29.0,-2.2,No precipitation,6,,,,
27.01.2020 08:00,-0.1,601.8,763.7,0.5,84,Wind blowing from the north,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,8.8,,,300-600,,,30.0,-2.5,No precipitation,12,,,,
27.01.2020 05:00,0.3,601.3,761.5,,84,Wind blowing from the north,2,,6,, ,,,-0.4,8.8,,,,,,30.0,-2.1,No precipitation,6,,,,
27.01.2020 02:00,1.1,601.9,762.8,,85,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,8.8,,,2500 or more  or no clouds.,,,27.0,-1.1,No precipitation,12,,,,
26.01.2020 20:00,4.0,601.2,763.0,,72,Wind blowing from the north-northeast,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,8.8,,,1000-1500,,,17.0,-0.6,No precipitation,12,,,,
26.01.2020 17:00,8.3,600.4,760.6,,49,Wind blowing from the south-east,2,,6,20–30%., ,,,-0.4,8.8,,,1000-1500,,,30.0,-1.8,No precipitation,6,,,,
26.01.2020 14:00,5.7,602.4,763.9,-2.9,58,Wind blowing from the south,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,5.8,,,1000-1500,,,25.0,-2.1,No precipitation,12,,,,
26.01.2020 11:00,1.9,605.3,768.6,,69,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%, ,,,-0.4,2.4,,,,,,16.0,-3.2,No precipitation,6,,,,
26.01.2020 08:00,-0.1,604.6,768.4,0.1,81,Wind blowing from the east-southeast,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,,,,300-600,,,18.0,-3.0,No precipitation,12,,,,
26.01.2020 05:00,-0.2,604.5,768.0,,86,Wind blowing from the north,1,,5,, ,,,-1.2,2.4,,,,,,14.0,-2.3,No precipitation,6,,,,
26.01.2020 02:00,0.0,605.6,769.3,,81,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,2.4,,,2500 or more  or no clouds.,,,19.0,-2.9,No precipitation,12,,,,
25.01.2020 20:00,0.6,604.8,768.9,,77,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,2.4,,,2500 or more  or no clouds.,,,19.0,-3.1,Trace of precipitation,12,,,,
25.01.2020 17:00,1.4,604.2,767.6,,72,Wind blowing from the south-southeast,2,,7,100%., ,,,-1.2,2.9,,,300-600,,,22.0,-3.1,No precipitation,6,,,,
25.01.2020 14:00,1.4,605.2,768.8,-1.9,69,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,300-600,,,26.0,-3.7,2.0,12,,,,
25.01.2020 11:00,0.3,607.1,771.1,,72,Wind blowing from the north-northeast,2,,7,100%., ,,,-1.2,,,,300-600,,,21.0,-4.3,0.4,6,,,,
25.01.2020 08:00,-1.0,606.4,770.5,0.9,82,Wind blowing from the north,1,,8,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-1.2,,,,2500 or more  or no clouds.,,,26.0,-3.8,3.0,12,,,,
25.01.2020 05:00,-0.5,605.5,768.7,,87,Wind blowing from the north,2,,10,,Intermittent fall of snowflakes  slight at time of observation. ,,,-0.7,5.7,,,,,,17.0,-2.4,2.0,6,,,,
