Local time in Ya'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 14:00,9.0,708.3,764.2,-2.8,72,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.2,,,2500 or more  or no clouds.,,,5.0,4.2,No precipitation,12,,,,
09.01.2020 11:00,7.8,711.1,767.3,,88,Wind blowing from the south-west,0,,1,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,2500 or more  or no clouds.,,,4.7,5.9,No precipitation,6,,,,
09.01.2020 08:00,6.8,709.6,765.8,0.4,91,Wind blowing from the north,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.3,,,2500 or more  or no clouds.,,,4.2,5.4,No precipitation,12,,,,
09.01.2020 05:00,6.9,709.2,765.1,,90,Wind blowing from the west-southwest,0,,1,,Mist. ,,,6.3,10.3,,,,,,4.4,5.4,No precipitation,6,,,,
09.01.2020 02:00,7.1,709.5,765.4,,87,Wind blowing from the east-southeast,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.3,,,2500 or more  or no clouds.,,,6.0,5.1,No precipitation,12,,,,
08.01.2020 20:00,8.4,708.9,765.0,1.2,78,Wind blowing from the south-east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.3,,,2500 or more  or no clouds.,,,5.0,4.8,No precipitation,12,,,,
08.01.2020 17:00,9.7,707.7,763.6,,69,Calm  no wind,0,,,100%., ,,,6.3,10.3,,,2500 or more  or no clouds.,,,8.0,4.3,No precipitation,6,,,,
08.01.2020 14:00,10.2,708.0,763.8,,65,Wind blowing from the east-northeast,1,,1,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.3,,,1000-1500,,,9.0,3.9,No precipitation,12,,,,
08.01.2020 11:00,8.1,710.9,767.1,,79,Wind blowing from the south,0,,1,100%., ,,,6.3,10.2,,,2500 or more  or no clouds.,,,9.0,4.7,No precipitation,6,,,,
08.01.2020 08:00,6.3,709.9,766.1,-0.3,91,Wind blowing from the south-southwest,1,,1,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,10.2,,,2500 or more  or no clouds.,,,7.0,4.9,No precipitation,12,,,,
08.01.2020 05:00,6.6,710.2,766.2,,92,Wind blowing from the south,0,,2,,Mist. ,,,5.2,10.2,,,,,,5.0,5.4,No precipitation,6,,,,
08.01.2020 02:00,7.1,711.4,767.5,,89,Wind blowing from the west,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,10.2,,,2500 or more  or no clouds.,,,6.0,5.4,No precipitation,12,,,,
07.01.2020 20:00,8.6,711.1,767.5,1.3,81,Wind blowing from the south-east,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,10.2,,,2500 or more  or no clouds.,,,7.0,5.5,No precipitation,12,,,,
07.01.2020 17:00,9.9,709.8,766.0,,73,Wind blowing from the south,0,,4,100%., ,,,5.2,10.9,,,2500 or more  or no clouds.,,,11.0,5.3,No precipitation,6,,,,
07.01.2020 14:00,9.6,710.7,766.8,,76,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,12.5,,,2500 or more  or no clouds.,,,12.0,5.6,No precipitation,12,,,,
07.01.2020 11:00,7.9,713.3,769.7,,77,Wind blowing from the east,1,,4,90  or more  but not 100%, ,,,5.2,,,,2500 or more  or no clouds.,,,25.0,4.1,No precipitation,6,,,,
07.01.2020 08:00,6.3,711.7,768.0,0.7,81,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,12.5,,,2500 or more  or no clouds.,,,25.0,3.3,No precipitation,12,,,,
07.01.2020 05:00,5.4,711.0,767.1,,86,Wind blowing from the south-southwest,1,,4,, ,,,5.2,12.5,,,,,,21.0,3.2,No precipitation,6,,,,
07.01.2020 02:00,6.9,710.5,766.5,,88,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,12.5,,,2500 or more  or no clouds.,,,15.0,5.1,No precipitation,12,,,,
06.01.2020 20:00,9.3,709.1,765.0,2.6,82,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,12.5,,,2500 or more  or no clouds.,,,12.0,6.4,0.5,12,,,,
06.01.2020 17:00,11.0,706.5,762.1,,65,Wind blowing from the east-southeast,1,,4,100%., ,,,7.4,12.5,,,2500 or more  or no clouds.,,,23.0,4.5,0.1,6,,,,
06.01.2020 14:00,10.3,706.3,761.8,-2.8,76,Wind blowing from the south-southeast,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,10.3,,,2500 or more  or no clouds.,,,22.0,6.3,0.5,12,,,,
06.01.2020 11:00,8.4,709.1,765.1,,90,Wind blowing from the south-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,8.5,,,300-600,,,7.0,6.9,0.4,6,,,,
06.01.2020 08:00,7.8,708.4,764.5,0.0,87,Wind blowing from the south-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,10.0,5.8,No precipitation,12,,,,
06.01.2020 05:00,7.6,708.4,764.3,,90,Wind blowing from the north-northwest,1,,2,,Mist. ,,,,8.5,,,,,,6.0,6.1,No precipitation,6,,,,
06.01.2020 02:00,7.6,708.8,764.8,,94,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,8.5,,,2500 or more  or no clouds.,,,2.2,6.7,No precipitation,12,,,,
05.01.2020 20:00,7.8,708.3,764.4,2.1,92,Wind blowing from the north-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,8.5,,,300-600,,,2.9,6.6,0.7,12,,,,
05.01.2020 17:00,8.1,706.2,762.1,,87,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.3,,,2000-2500,,,4.2,6.1,No precipitation,6,,,,
05.01.2020 14:00,8.2,706.1,761.9,-2.9,89,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.6,,,2500 or more  or no clouds.,,,4.1,6.5,0.5,12,,,,
05.01.2020 11:00,6.9,709.0,765.2,,93,Wind blowing from the north-northeast,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.5,,,,300-600,,,1.8,5.8,0.1,6,,,,
05.01.2020 08:00,6.6,707.5,763.6,0.9,94,Wind blowing from the north,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,6.5,9.6,,,2500 or more  or no clouds.,,,2.0,5.7,1.0,12,,,,
05.01.2020 05:00,7.0,706.6,762.4,,96,Wind blowing from the north-northeast,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,7.0,9.6,,,,,,0.6,6.4,0.4,6,,,,
05.01.2020 02:00,7.4,707.2,763.0,,95,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,9.6,,,2500 or more  or no clouds.,,,1.1,6.7,,,,,,
04.01.2020 20:00,8.4,708.8,764.8,0.4,83,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.6,,,2500 or more  or no clouds.,,,4.9,5.7,No precipitation,12,,,,
04.01.2020 17:00,9.3,708.4,764.4,,77,Wind blowing from the north-northwest,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,10.7,,,2500 or more  or no clouds.,,,6.0,5.5,No precipitation,6,,,,
04.01.2020 14:00,9.3,709.6,765.7,-3.4,80,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,11.2,,,2500 or more  or no clouds.,,,8.0,6.0,No precipitation,12,,,,
04.01.2020 11:00,8.0,713.0,769.6,,81,Wind blowing from the west,1,,4,100%., ,,,4.7,,,,2500 or more  or no clouds.,,,11.0,4.9,No precipitation,6,,,,
04.01.2020 08:00,7.3,712.3,768.8,-0.1,82,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,2500 or more  or no clouds.,,,13.0,4.4,No precipitation,12,,,,
04.01.2020 05:00,7.0,712.4,768.5,,84,Wind blowing from the south,1,,4,, ,,,4.7,11.2,,,,,,14.0,4.5,No precipitation,6,,,,
04.01.2020 02:00,6.1,713.9,770.2,,92,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,11.2,,,2500 or more  or no clouds.,,,8.0,4.9,No precipitation,12,,,,
03.01.2020 20:00,6.5,714.4,771.0,,91,Wind blowing from the south-southeast,0,,2,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,11.2,,,2500 or more  or no clouds.,,,3.7,5.1,No precipitation,12,,,,
03.01.2020 17:00,10.8,713.1,769.2,,68,Wind blowing from the west-southwest,0,,2,90  or more  but not 100%, ,,,7.3,11.2,,,,,,8.0,5.1,No precipitation,6,,,,
03.01.2020 14:00,10.5,713.6,769.8,-2.6,69,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.6,,,2500 or more  or no clouds.,,,7.0,5.1,No precipitation,12,,,,
03.01.2020 11:00,8.6,716.2,772.8,,83,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.1,,,2500 or more  or no clouds.,,,4.7,5.9,No precipitation,6,,,,
03.01.2020 08:00,7.3,715.4,772.0,0.9,92,Wind blowing from the west-southwest,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.1,,,2500 or more  or no clouds.,,,2.4,6.1,No precipitation,12,,,,
03.01.2020 05:00,7.4,714.5,771.0,,94,Wind blowing from the west-northwest,1,,3,,Mist. ,,,7.3,9.1,,,,,,2.0,6.5,No precipitation,6,,,,
03.01.2020 02:00,7.7,715.1,771.5,,93,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,9.1,,,2500 or more  or no clouds.,,,2.1,6.6,0.3,12,,,,
02.01.2020 20:00,8.0,714.4,770.8,1.2,94,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,9.1,,,2500 or more  or no clouds.,,,1.8,7.1,0.3,12,,,,
02.01.2020 17:00,8.3,713.2,769.5,,93,Wind blowing from the east-northeast,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,9.1,,,600-1000,,,1.6,7.2,0.1,6,,,,
02.01.2020 14:00,8.9,713.5,769.9,-2.2,87,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,9.1,,,2500 or more  or no clouds.,,,3.0,6.9,No precipitation,12,,,,
02.01.2020 11:00,8.6,715.7,772.2,,87,Wind blowing from the east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,9.1,,,2500 or more  or no clouds.,,,3.4,6.6,No precipitation,6,,,,
02.01.2020 08:00,7.8,714.4,770.8,1.3,92,Wind blowing from the east-northeast,0,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,2000-2500,,,2.5,6.6,0.1,12,,,,
02.01.2020 05:00,7.7,713.1,769.4,,91,Wind blowing from the north,1,,2,,Mist. ,,,7.2,9.1,,,,,,2.9,6.3,No precipitation,6,,,,
02.01.2020 02:00,7.7,713.2,769.4,,92,Wind blowing from the north-northwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,9.1,,,2500 or more  or no clouds.,,,3.1,6.5,0.3,12,,,,
01.01.2020 20:00,8.0,712.9,769.3,,92,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,9.5,,,300-600,,,1.9,6.8,0.2,12,,,,
01.01.2020 17:00,8.7,710.5,766.6,,84,Wind blowing from the north-east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,11.0,,,2500 or more  or no clouds.,,,3.8,6.2,No precipitation,6,,,,
01.01.2020 14:00,9.1,710.3,766.3,-2.6,83,Wind blowing from the north-east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,11.7,,,2500 or more  or no clouds.,,,3.5,6.4,No precipitation,12,,,,
01.01.2020 11:00,8.1,712.9,769.2,,88,Wind blowing from the north-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,2000-2500,,,3.0,6.2,No precipitation,6,,,,
01.01.2020 08:00,7.3,712.5,768.7,0.6,92,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Rain.,Drizzle.,6.7,11.9,,,300-600,,,1.3,6.1,0.4,12,,,,
01.01.2020 05:00,7.4,711.9,767.8,,91,Wind blowing from the north,1,,3,,Mist. ,,,6.7,11.9,,,,,,1.5,6.0,0.1,6,,,,
01.01.2020 02:00,7.7,712.8,768.7,,94,Wind blowing from the north-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.9,,,2500 or more  or no clouds.,,,0.9,6.8,0.4,12,,,,
31.12.2019 20:00,9.5,713.6,769.9,1.3,80,Wind blowing from the east-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.9,,,300-600,,,2.3,6.2,No precipitation,12,,,,
31.12.2019 17:00,11.0,712.3,768.4,,66,Wind blowing from the east-northeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,13.7,,,2500 or more  or no clouds.,,,4.8,4.9,No precipitation,6,,,,
31.12.2019 14:00,11.6,713.5,769.6,-3.6,66,Wind blowing from the east,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,15.2,,,2500 or more  or no clouds.,,,4.9,5.3,No precipitation,12,,,,
31.12.2019 11:00,9.0,717.1,773.7,,78,Wind blowing from the south-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,2500 or more  or no clouds.,,,7.0,5.4,No precipitation,6,,,,
31.12.2019 08:00,6.8,716.9,773.6,0.2,83,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,,,,2500 or more  or no clouds.,,,10.0,4.1,No precipitation,12,,,,
31.12.2019 05:00,7.2,716.7,772.8,,83,Wind blowing from the west,1,,4,, ,,,6.1,15.2,,,,,,8.0,4.5,No precipitation,6,,,,
31.12.2019 02:00,7.4,717.5,773.6,,79,Wind blowing from the south-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,15.2,,,2500 or more  or no clouds.,,,6.0,4.0,No precipitation,12,,,,
