Local time in Zhumadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.02.2020 14:00,9.2,760.5,770.5,-3.3,45,Wind blowing from the east,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,12.8,,,2500 or more  or no clouds.,,,6.0,-2.1,No precipitation,12,,,,
03.02.2020 11:00,4.5,763.8,773.9,,57,Wind blowing from the north,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,12.8,,,,,,6.0,-3.3,No precipitation,6,,,,
03.02.2020 08:00,-0.3,763.5,773.7,,78,Wind blowing from the north-west,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,12.8,,,2500 or more  or no clouds.,,,5.0,-3.8,No precipitation,12,,,,
03.02.2020 05:00,1.3,761.8,771.9,,76,Wind blowing from the north-west,2,,3,,Mist. ,,,1.3,12.8,,,,,,5.0,-2.5,No precipitation,6,,,,
03.02.2020 02:00,3.0,761.5,771.5,,83,Wind blowing from the north-northwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,12.8,,,2500 or more  or no clouds.,,,4.5,0.4,No precipitation,12,,,,
02.02.2020 20:00,5.9,760.0,770.2,1.2,72,Wind blowing from the west-southwest,1,,10,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,12.8,,,,,,4.6,1.2,No precipitation,12,,,,
02.02.2020 17:00,11.2,758.8,768.7,,50,Wind blowing from the north,2,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,12.8,,,,,,5.0,1.2,No precipitation,6,,,,
02.02.2020 14:00,12.2,759.1,769.0,-1.8,45,Wind blowing from the north-northwest,5,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,15.1,,,,,,5.0,0.6,No precipitation,12,,,,
02.02.2020 11:00,7.7,760.9,770.9,,47,Wind blowing from the north-northwest,3,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,15.1,,,2500 or more  or no clouds.,,,7.0,-2.9,No precipitation,6,,,,
02.02.2020 08:00,2.7,760.5,770.5,1.4,73,Wind blowing from the north-west,3,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,15.1,,,2500 or more  or no clouds.,,,4.0,-1.8,No precipitation,12,,,,
02.02.2020 05:00,5.2,759.1,769.0,,72,Wind blowing from the north-northwest,2,,5,,Mist. ,,,1.7,15.1,,,,,,4.1,0.6,No precipitation,6,,,,
02.02.2020 02:00,6.1,759.1,769.0,,74,Wind blowing from the west-northwest,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,15.1,,,2500 or more  or no clouds.,,,5.0,1.8,No precipitation,12,,,,
01.02.2020 20:00,9.7,758.4,768.4,1.2,50,Wind blowing from the north,0,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,15.1,,,2500 or more  or no clouds.,,,8.0,-0.2,No precipitation,12,,,,
01.02.2020 17:00,12.4,757.2,767.2,,38,Wind blowing from the east-southeast,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-1.5,,,,,,
01.02.2020 14:00,14.5,757.3,767.2,-2.1,17,Wind blowing from the east-southeast,6,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,15.1,,,2500 or more  or no clouds.,,,9.0,-10.3,No precipitation,12,,,,
01.02.2020 11:00,10.6,759.4,769.4,,47,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,1.4,15.1,,,,,,7.0,-0.2,No precipitation,6,,,,
01.02.2020 08:00,2.0,758.8,769.0,1.0,73,Wind blowing from the east-southeast,1,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,2500 or more  or no clouds.,,,8.0,-2.3,No precipitation,12,,,,
01.02.2020 05:00,1.8,757.8,767.7,,71,Wind blowing from the south,1,,,, ,,,,,,,,,,8.0,-2.9,,,,,,
01.02.2020 02:00,2.7,757.9,767.8,,64,Wind blowing from the north-east,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,15.1,,,2500 or more  or no clouds.,,,9.0,-3.6,No precipitation,12,,,,
31.01.2020 20:00,5.8,757.8,767.9,1.3,58,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,15.1,,,,,,9.0,-1.8,No precipitation,12,,,,
31.01.2020 17:00,14.0,756.5,766.5,,33,Wind blowing from the north,1,,,no clouds, ,,,,,,,,,,9.0,-2.0,,,,,,
31.01.2020 14:00,14.4,757.1,767.1,-2.2,29,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,14.5,,,,,,8.0,-3.4,No precipitation,12,,,,
31.01.2020 11:00,9.5,759.3,769.3,,48,Wind blowing from the east,1,,2,no clouds, ,,,-2.9,11.7,,,,,,7.0,-1.2,No precipitation,6,,,,
31.01.2020 08:00,-1.9,758.9,769.1,0.7,90,Wind blowing from the north,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,11.7,,,,,,5.0,-3.3,No precipitation,12,,,,
31.01.2020 05:00,-1.9,758.2,768.3,,90,Wind blowing from the north-west,1,,4,,Mist. ,,,-2.6,11.7,,,,,,3.3,-3.3,No precipitation,6,,,,
31.01.2020 02:00,-0.3,759.1,769.1,,85,Wind blowing from the south-east,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,11.7,,,2500 or more  or no clouds.,,,4.8,-2.5,No precipitation,12,,,,
30.01.2020 20:00,3.8,759.3,769.5,0.8,67,Wind blowing from the east-southeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,11.7,,,,,,6.0,-1.8,No precipitation,12,,,,
30.01.2020 17:00,9.6,758.5,768.7,,46,Wind blowing from the east-southeast,3,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,11.7,,,2500 or more  or no clouds.,,,7.0,-1.7,No precipitation,6,,,,
30.01.2020 14:00,11.1,759.3,769.3,-1.9,31,Wind blowing from the north,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,11.2,,,2500 or more  or no clouds.,,,8.0,-5.4,No precipitation,12,,,,
30.01.2020 11:00,6.8,761.2,771.4,,66,Wind blowing from the east,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,11.1,,,2500 or more  or no clouds.,,,5.0,0.9,No precipitation,6,,,,
30.01.2020 08:00,-1.5,760.4,770.7,1.0,90,Wind blowing from the west,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,,,,4.7,-2.9,No precipitation,12,,,,
30.01.2020 05:00,-2.5,759.4,769.5,,89,Wind blowing from the north-northwest,1,,2,,Mist. ,,,-2.5,11.1,,,,,,4.6,-4.1,No precipitation,6,,,,
30.01.2020 02:00,-1.5,759.8,769.9,,88,Wind blowing from the west-northwest,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,11.1,,,2500 or more  or no clouds.,,,4.7,-3.2,No precipitation,12,,,,
29.01.2020 20:00,2.6,759.7,769.8,1.5,74,Wind blowing from the north,0,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,11.1,,,2500 or more  or no clouds.,,,7.0,-1.7,No precipitation,12,,,,
29.01.2020 17:00,9.5,758.2,768.1,,40,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,,,,,,8.0,-3.4,,,,,,
29.01.2020 14:00,10.4,758.3,768.3,-1.7,34,Wind blowing from the north-northwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,11.0,,,2500 or more  or no clouds.,,,9.0,-4.8,No precipitation,12,,,,
29.01.2020 11:00,9.8,760.0,769.9,,39,Wind blowing from the north-west,5,,8,90  or more  but not 100%, ,,,1.7,9.8,,,,,,9.0,-3.5,No precipitation,6,,,,
29.01.2020 08:00,4.9,759.4,769.5,0.5,57,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.5,,,,,,9.0,-3.1,No precipitation,12,,,,
29.01.2020 05:00,5.3,758.9,768.9,,48,Wind blowing from the west,5,,,, ,,,,,,,,,,10.0,-4.8,,,,,,
29.01.2020 02:00,2.3,759.4,769.4,,65,Wind blowing from the west-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,9.5,,,2500 or more  or no clouds.,,,9.0,-3.6,No precipitation,12,,,,
28.01.2020 20:00,4.7,759.3,769.5,1.3,60,Wind blowing from the west-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,9.5,,,,,,8.0,-2.6,No precipitation,12,,,,
28.01.2020 17:00,8.1,758.0,768.1,,51,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-1.9,9.5,,,,,,8.0,-1.4,No precipitation,6,,,,
28.01.2020 14:00,9.0,757.6,767.6,-1.3,46,Wind blowing from the west-northwest,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,9.1,,,2500 or more  or no clouds.,,,8.0,-2.0,No precipitation,12,,,,
28.01.2020 11:00,7.0,758.9,769.0,,50,Wind blowing from the west,3,,5,no clouds, ,,,-1.9,7.1,,,,,,8.0,-2.7,No precipitation,6,,,,
28.01.2020 08:00,-1.5,758.5,768.7,0.3,86,Wind blowing from the west,1,,5,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,5.3,,,2500 or more  or no clouds.,,,7.0,-3.5,No precipitation,12,,,,
28.01.2020 05:00,0.2,758.2,768.3,,82,Wind blowing from the west-southwest,2,,5,,Mist. ,,,-1.0,5.3,,,,,,6.0,-2.5,No precipitation,6,,,,
28.01.2020 02:00,2.8,758.5,768.7,,64,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,5.3,,,2500 or more  or no clouds.,,,7.0,-3.5,No precipitation,12,,,,
27.01.2020 20:00,3.2,758.9,769.1,0.7,63,Wind blowing from the south-west,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,5.3,,,2500 or more  or no clouds.,,,8.0,-3.2,No precipitation,12,,,,
27.01.2020 17:00,4.3,758.2,768.4,,59,Wind blowing from the north,2,,,90  or more  but not 100%, ,,,,,,,,,,8.0,-3.2,,,,,,
27.01.2020 14:00,5.0,758.5,768.7,-2.4,55,Wind blowing from the north-northwest,4,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,5.3,,,2500 or more  or no clouds.,,,7.0,-3.5,No precipitation,12,,,,
27.01.2020 11:00,2.6,760.9,771.1,,66,Wind blowing from the north-northwest,4,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,2.8,,,2500 or more  or no clouds.,,,6.0,-3.1,No precipitation,6,,,,
27.01.2020 08:00,0.7,760.6,770.8,0.3,85,Wind blowing from the north-west,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,2.8,,,2500 or more  or no clouds.,,,4.3,-1.5,Trace of precipitation,12,,,,
27.01.2020 05:00,0.7,760.3,770.5,,85,Wind blowing from the north-northwest,2,,6,,Mist. ,,,0.7,3.1,,,,,,3.1,-1.5,No precipitation,6,,,,
27.01.2020 02:00,0.9,761.2,771.4,,89,Wind blowing from the north-northwest,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,3.1,,,2500 or more  or no clouds.,,,2.5,-0.7,0.2,12,,,,
26.01.2020 20:00,1.6,761.8,772.0,0.6,91,Wind blowing from the north,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,3.7,,,600-1000,,,2.8,0.3,0.9,12,,,,
26.01.2020 17:00,2.3,761.2,771.4,,87,Wind blowing from the north-northwest,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,600-1000,,,4.5,0.4,No precipitation,6,,,,
26.01.2020 14:00,2.4,761.4,771.6,-1.8,87,Wind blowing from the north,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,1.0,,,,600-1000,,,3.8,0.5,0.7,12,,,,
26.01.2020 11:00,2.1,763.2,773.4,,89,Wind blowing from the north-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.0,,,,600-1000,,,4.7,0.5,0.7,6,,,,
26.01.2020 08:00,2.0,763.0,773.2,0.9,71,Wind blowing from the east-northeast,5,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.4,5.9,,,2500 or more  or no clouds.,,,8.0,-2.7,Trace of precipitation,12,,,,
26.01.2020 05:00,2.8,762.1,772.2,,72,Wind blowing from the north-northeast,2,,4,,Mist. ,,,1.3,5.9,,,,,,6.0,-1.9,No precipitation,6,,,,
26.01.2020 02:00,2.8,763.0,773.1,,75,Wind blowing from the north-west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,5.9,,,2500 or more  or no clouds.,,,6.0,-1.2,No precipitation,12,,,,
25.01.2020 20:00,3.7,763.3,773.5,,75,Wind blowing from the north-northwest,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,5.9,,,2500 or more  or no clouds.,,,6.0,-0.3,No precipitation,12,,,,
25.01.2020 17:00,5.2,762.7,772.9,,63,Wind blowing from the north,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,8.0,-1.3,,,,,,
25.01.2020 14:00,5.0,763.1,773.3,-2.1,67,Wind blowing from the north-northeast,3,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,5.0,,,2500 or more  or no clouds.,,,7.0,-0.6,No precipitation,12,,,,
25.01.2020 11:00,2.9,765.2,775.4,,85,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,4.9,,,2500 or more  or no clouds.,,,4.5,0.6,No precipitation,6,,,,
25.01.2020 08:00,1.4,765.4,775.6,1.3,92,Wind blowing from the north-northwest,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,4.9,,,600-1000,,,2.7,0.2,3.0,12,,,,
25.01.2020 05:00,1.4,764.1,774.3,,92,Wind blowing from the north-northwest,3,,8,,Mist. ,,,1.3,4.9,,,,,,1.8,0.2,0.2,6,,,,
25.01.2020 02:00,2.0,764.9,775.1,,91,Wind blowing from the north,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,4.9,,,2500 or more  or no clouds.,,,1.7,0.7,5.0,12,,,,
24.01.2020 20:00,3.5,765.6,775.8,1.4,91,Wind blowing from the north-northeast,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,5.5,,,600-1000,,,2.2,2.2,3.0,12,,,,
24.01.2020 17:00,4.6,764.2,774.3,,85,Wind blowing from the north-northeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,5.6,,,600-1000,,,2.9,2.3,No precipitation,6,,,,
