Local time in Benxi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 11:00,-10.8,756.3,774.7,,34,Wind blowing from the north-northwest,3,,9,no clouds, ,,,-13.3,-4.7,,,,,,30.0,-23.6,No precipitation,6,,,,
04.02.2020 08:00,-12.7,755.8,774.3,2.2,47,Wind blowing from the north-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-4.7,,,,,,30.0,-21.7,0.4,12,,,,
04.02.2020 05:00,-10.5,753.6,771.9,,78,Wind blowing from the north-northwest,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-13.3,-4.7,,,,,,6.0,-13.6,0.4,6,,,,
04.02.2020 02:00,-7.9,751.7,769.9,,76,Wind blowing from the east,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-4.7,,,2500 or more  or no clouds.,,,3.7,-11.5,No precipitation,12,,,,
03.02.2020 20:00,-8.5,752.1,770.5,0.5,53,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-4.7,,,,,,23.0,-16.4,Trace of precipitation,12,,,,
03.02.2020 17:00,-5.6,751.6,770.0,,37,Wind blowing from the south-southwest,2,,6,no clouds, ,,,-13.4,-4.7,,,,,,30.0,-18.0,No precipitation,6,,,,
03.02.2020 14:00,-6.1,752.5,770.8,-2.2,38,Wind blowing from the west-northwest,3,,6,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-2.7,,,1000-1500,,,30.0,-18.1,No precipitation,12,,,,
03.02.2020 11:00,-8.6,754.7,773.1,,50,Wind blowing from the west-southwest,2,,5,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-2.5,,,1000-1500,,,9.0,-17.2,No precipitation,6,,,,
03.02.2020 08:00,-11.2,754.7,773.2,,82,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-2.5,,,,,,11.0,-13.7,,,,,,
03.02.2020 05:00,-13.3,754.0,772.4,,87,Wind blowing from the north,1,,5,, ,,,-13.4,-2.5,,,,,,15.0,-15.0,No precipitation,6,,,,
03.02.2020 02:00,-11.2,754.0,772.3,,82,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-2.5,,,2500 or more  or no clouds.,,,22.0,-13.7,0.3,12,,,,
02.02.2020 20:00,-8.0,753.5,772.0,0.5,81,Wind blowing from the north,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-2.5,,,1000-1500,,,11.0,-10.8,0.1,12,,,,
02.02.2020 17:00,-6.4,753.0,771.4,,72,Wind blowing from the north,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-2.5,,,1000-1500,,,18.0,-10.6,No precipitation,6,,,,
02.02.2020 14:00,-2.7,752.9,771.1,-1.7,44,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-1.9,,,1000-1500,,,30.0,-13.3,No precipitation,12,,,,
02.02.2020 11:00,-6.2,754.6,772.9,,60,Wind blowing from the east,1,,4,90  or more  but not 100%, ,,,-12.7,-1.5,,,1000-1500,,,12.0,-12.7,No precipitation,6,,,,
02.02.2020 08:00,-12.0,755.2,773.6,0.5,81,Wind blowing from the east,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-1.5,,,2500 or more  or no clouds.,,,10.0,-14.6,No precipitation,12,,,,
02.02.2020 05:00,-12.4,754.7,773.0,,81,Wind blowing from the east,2,,4,, ,,,-12.4,-1.5,,,,,,10.0,-15.0,No precipitation,6,,,,
02.02.2020 02:00,-11.4,755.3,773.5,,79,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-1.5,,,2500 or more  or no clouds.,,,12.0,-14.3,No precipitation,12,,,,
01.02.2020 20:00,-7.1,755.4,773.8,0.9,63,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-1.5,,,,,,14.0,-13.1,No precipitation,12,,,,
01.02.2020 17:00,-4.0,754.5,772.8,,48,Wind blowing from the north-west,1,,5,no clouds, ,,,-12.0,-1.0,,,,,,22.0,-13.6,No precipitation,6,,,,
01.02.2020 14:00,-2.3,753.4,771.6,-1.0,41,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,2.1,,,,,,27.0,-13.8,No precipitation,12,,,,
01.02.2020 11:00,-3.7,754.4,772.6,,47,Wind blowing from the north-west,1,,3,no clouds, ,,,-12.0,2.1,,,,,,15.0,-13.6,No precipitation,6,,,,
01.02.2020 08:00,-11.0,754.2,772.5,1.6,80,Wind blowing from the east,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,2.1,,,,,,3.9,-13.8,No precipitation,12,,,,
01.02.2020 05:00,-11.4,752.6,770.8,,83,Wind blowing from the east,2,,3,,Mist. ,,,-15.8,2.1,,,,,,4.2,-13.7,No precipitation,6,,,,
01.02.2020 02:00,-9.5,751.6,769.6,,77,Wind blowing from the east,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,2.1,,,2500 or more  or no clouds.,,,4.8,-12.8,No precipitation,12,,,,
31.01.2020 20:00,-5.0,749.7,768.0,1.4,61,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,2.1,,,,,,6.0,-11.4,No precipitation,12,,,,
31.01.2020 17:00,-0.9,748.3,766.5,,46,Wind blowing from the west-northwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,2.1,,,,,,7.0,-11.3,No precipitation,6,,,,
31.01.2020 14:00,0.6,748.0,766.1,-1.8,31,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,0.7,,,,,,14.0,-14.6,No precipitation,12,,,,
31.01.2020 11:00,-7.1,749.8,768.1,,62,Wind blowing from the east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-5.6,,,,,,5.0,-13.3,No precipitation,6,,,,
31.01.2020 08:00,-14.8,750.6,769.1,0.5,81,Wind blowing from the east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-5.6,,,,,,5.0,-17.3,No precipitation,12,,,,
31.01.2020 05:00,-15.3,750.1,768.5,,86,Wind blowing from the east,2,,4,,Mist. ,,,-15.3,-5.6,,,,,,4.1,-17.1,No precipitation,6,,,,
31.01.2020 02:00,-14.1,750.6,769.0,,85,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-5.6,,,2500 or more  or no clouds.,,,6.0,-16.1,No precipitation,12,,,,
30.01.2020 20:00,-9.9,750.5,769.0,0.4,71,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-5.6,,,,,,11.0,-14.2,No precipitation,12,,,,
30.01.2020 17:00,-8.0,750.1,768.5,,62,Wind blowing from the north-northwest,2,,5,no clouds, ,,,-15.0,-5.6,,,,,,13.0,-14.0,No precipitation,6,,,,
30.01.2020 14:00,-6.6,749.9,768.3,-1.2,56,Wind blowing from the north-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-6.2,,,,,,11.0,-14.1,No precipitation,12,,,,
30.01.2020 11:00,-9.5,751.1,769.6,,66,Wind blowing from the east,2,,3,no clouds, ,,,-15.0,-6.7,,,,,,8.0,-14.8,No precipitation,6,,,,
30.01.2020 08:00,-14.8,751.6,770.2,0.8,83,Wind blowing from the east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-6.7,,,,,,7.0,-17.0,No precipitation,12,,,,
30.01.2020 05:00,-14.4,750.8,769.3,,84,Wind blowing from the north,1,,6,,Mist. ,,,-14.4,-6.7,,,,,,7.0,-16.5,No precipitation,6,,,,
30.01.2020 02:00,-13.5,751.5,769.9,,83,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-6.7,,,2500 or more  or no clouds.,,,7.0,-15.8,No precipitation,12,,,,
29.01.2020 20:00,-10.7,751.6,770.1,0.3,73,Wind blowing from the north-northwest,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-3.5,,,1000-1500,,,7.0,-14.6,Trace of precipitation,12,,,,
29.01.2020 17:00,-8.9,751.3,769.6,,67,Wind blowing from the north-west,2,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,,,,1000-1500,,,7.0,-13.9,No precipitation,6,,,,
29.01.2020 14:00,-7.3,750.4,768.7,-1.0,62,Wind blowing from the north-northwest,2,,5,70 – 80%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,,,,1000-1500,,,4.7,-13.5,Trace of precipitation,12,,,,
29.01.2020 11:00,-10.0,751.4,769.7,,72,Wind blowing from the north-west,1,,5,70 – 80%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,,,,1000-1500,,,3.3,-14.1,No precipitation,6,,,,
29.01.2020 08:00,-11.7,751.6,769.9,0.7,83,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,,,,1000-1500,,,3.0,-14.1,No precipitation,12,,,,
29.01.2020 05:00,-11.2,750.9,769.0,,83,Wind blowing from the north-northeast,1,,5,,Mist. ,,,-11.2,6.5,,,,,,3.1,-13.5,No precipitation,6,,,,
29.01.2020 02:00,-9.5,751.5,769.3,,82,Wind blowing from the north,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,6.5,,,2500 or more  or no clouds.,,,3.4,-12.1,No precipitation,12,,,,
28.01.2020 20:00,-3.5,751.0,768.9,0.9,63,Wind blowing from the north-northwest,3,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.5,,,1000-1500,,,5.0,-9.7,No precipitation,12,,,,
28.01.2020 17:00,0.0,750.1,767.9,,52,Wind blowing from the north-west,2,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.5,,,1000-1500,,,5.0,-8.9,No precipitation,6,,,,
28.01.2020 14:00,5.4,749.5,767.0,-1.0,36,Wind blowing from the north-west,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.5,,,1000-1500,,,19.0,-8.5,No precipitation,12,,,,
28.01.2020 11:00,2.3,750.5,768.1,,58,Wind blowing from the east,1,,3,60%., ,,,-3.8,2.8,,,1000-1500,,,12.0,-5.3,No precipitation,6,,,,
28.01.2020 08:00,-3.3,750.8,768.6,0.4,76,Wind blowing from the east,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,2.8,,,1000-1500,,,11.0,-6.9,No precipitation,12,,,,
28.01.2020 05:00,-3.1,750.4,768.1,,74,Wind blowing from the east,2,,3,, ,,,-8.7,2.8,,,,,,13.0,-7.1,No precipitation,6,,,,
28.01.2020 02:00,-2.4,750.9,768.6,,72,Wind blowing from the east,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,2.8,,,2500 or more  or no clouds.,,,11.0,-6.9,No precipitation,12,,,,
27.01.2020 20:00,-0.2,750.6,768.5,0.3,57,Wind blowing from the east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,2.8,,,1000-1500,,,12.0,-7.9,No precipitation,12,,,,
27.01.2020 17:00,2.2,750.3,768.2,,41,Wind blowing from the east,1,,6,100%., ,,,-9.2,2.8,,,1000-1500,,,24.0,-9.7,No precipitation,6,,,,
27.01.2020 14:00,1.8,750.6,768.5,-1.9,38,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,2.8,,,1000-1500,,,28.0,-11.3,No precipitation,12,,,,
27.01.2020 11:00,-2.7,752.5,770.6,,45,Wind blowing from the east,2,,6,70 – 80%., ,,,-9.2,2.8,,,2500 or more  or no clouds.,,,26.0,-13.0,No precipitation,6,,,,
27.01.2020 08:00,-7.9,753.1,771.3,-0.5,62,Wind blowing from the east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,,,,2500 or more  or no clouds.,,,21.0,-13.9,No precipitation,12,,,,
27.01.2020 05:00,-8.7,753.6,771.7,,66,Wind blowing from the east,3,,,, ,,,-13.3,2.8,,,,,,16.0,-13.9,No precipitation,6,,,,
27.01.2020 02:00,-8.8,754.4,772.4,,70,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,2.8,,,2500 or more  or no clouds.,,,11.0,-13.3,No precipitation,12,,,,
26.01.2020 20:00,-4.8,755.5,773.9,-0.1,60,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,2.8,,,,,,8.0,-11.4,No precipitation,12,,,,
26.01.2020 17:00,-0.7,755.6,773.8,,41,Wind blowing from the north-northwest,1,,4,no clouds, ,,,-13.3,2.8,,,,,,12.0,-12.3,No precipitation,6,,,,
26.01.2020 14:00,1.8,756.5,774.6,-2.3,30,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,2.2,,,,,,19.0,-13.9,No precipitation,12,,,,
26.01.2020 11:00,-4.6,758.8,777.1,,49,Wind blowing from the east,1,,4,no clouds, ,,,-13.3,1.8,,,,,,12.0,-13.7,No precipitation,6,,,,
26.01.2020 08:00,-12.3,759.4,777.8,1.4,77,Wind blowing from the east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.8,,,,,,6.0,-15.5,No precipitation,12,,,,
26.01.2020 05:00,-12.1,758.0,776.3,,75,Wind blowing from the east,2,,4,, ,,,-13.0,1.8,,,,,,9.0,-15.6,No precipitation,6,,,,
26.01.2020 02:00,-10.2,758.9,777.1,,69,Wind blowing from the east,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.8,,,2500 or more  or no clouds.,,,11.0,-14.8,No precipitation,12,,,,
25.01.2020 20:00,-4.7,757.6,776.0,,49,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.8,,,,,,11.0,-13.8,No precipitation,12,,,,
