Local time in Qingdao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.02.2020 14:00,3.2,765.0,772.3,-2.2,53,Wind blowing from the west-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,,,,10.0,-5.5,No precipitation,12,,,,
03.02.2020 11:00,1.2,767.2,774.7,,76,Wind blowing from the west-northwest,3,,13,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,,,,2500 or more  or no clouds.,,,5.0,-2.7,No precipitation,6,,,,
03.02.2020 08:00,-1.4,766.6,774.0,1.2,90,Wind blowing from the north,4,,14,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,2500 or more  or no clouds.,,,2.9,-2.8,No precipitation,12,,,,
03.02.2020 05:00,-0.7,765.4,772.7,,82,Wind blowing from the north,2,,14,, ,,,-0.8,7.5,,,,,,9.0,-3.5,No precipitation,6,,,,
03.02.2020 02:00,0.3,765.3,772.6,0.5,77,Wind blowing from the north-northwest,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,7.5,,,2500 or more  or no clouds.,,,10.0,-3.3,No precipitation,12,,,,
02.02.2020 23:00,1.1,764.8,772.1,,74,Wind blowing from the north,6,,,, ,,,1.0,7.5,,,,,,8.0,-3.0,No precipitation,6,,,,
02.02.2020 20:00,2.2,763.8,771.1,2.2,79,Wind blowing from the north-northwest,8,,13,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,7.5,,,2500 or more  or no clouds.,,,2.9,-1.1,Trace of precipitation,12,,,,
02.02.2020 17:00,6.3,761.6,768.9,,82,Wind blowing from the south,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,7.5,,,2500 or more  or no clouds.,,,6.0,3.5,No precipitation,6,,,,
02.02.2020 14:00,6.9,761.4,768.7,-2.1,75,Wind blowing from the south,3,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,8.8,,,2500 or more  or no clouds.,,,17.0,2.8,No precipitation,12,,,,
02.02.2020 11:00,6.1,763.5,770.8,,62,Wind blowing from the south-southeast,4,,,20–30%., ,,,2.1,8.8,,,2500 or more  or no clouds.,,,28.0,-0.8,No precipitation,6,,,,
02.02.2020 08:00,3.4,763.8,771.1,0.0,69,Wind blowing from the south-east,3,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,8.8,,,2500 or more  or no clouds.,,,28.0,-1.9,No precipitation,12,,,,
02.02.2020 05:00,2.3,763.8,771.1,,66,Wind blowing from the east-southeast,2,,7,, ,,,1.4,8.8,,,,,,25.0,-3.4,No precipitation,6,,,,
02.02.2020 02:00,2.4,764.6,771.9,0.0,72,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,8.8,,,2500 or more  or no clouds.,,,17.0,-2.1,No precipitation,12,,,,
01.02.2020 23:00,3.7,764.6,771.9,,67,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,17.0,-1.9,,,,,,
01.02.2020 20:00,5.3,764.6,772.0,,68,Wind blowing from the south-east,2,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,8.8,,,,,,5.0,-0.1,No precipitation,12,,,,
01.02.2020 17:00,6.6,763.4,770.7,,60,Wind blowing from the south-southeast,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,8.8,,,,,,5.0,-0.8,No precipitation,6,,,,
01.02.2020 14:00,7.7,762.9,770.1,-1.1,37,Wind blowing from the north,4,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,7.7,,,,,,6.0,-6.1,No precipitation,12,,,,
01.02.2020 11:00,4.1,764.0,771.3,,63,Wind blowing from the north-northwest,5,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,7.4,,,2500 or more  or no clouds.,,,3.8,-2.5,No precipitation,6,,,,
01.02.2020 08:00,1.4,763.6,770.9,,72,Wind blowing from the north-northwest,5,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.4,,,,,,3.5,-3.1,No precipitation,12,,,,
01.02.2020 05:00,2.8,762.1,769.4,,66,Wind blowing from the north-west,4,,6,,Haze. ,,,,7.4,,,,,,5.0,-2.9,No precipitation,6,,,,
01.02.2020 02:00,4.5,761.8,769.1,0.1,61,Wind blowing from the west-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.4,,,2500 or more  or no clouds.,,,9.0,-2.4,No precipitation,12,,,,
31.01.2020 23:00,4.3,761.7,769.0,,79,Wind blowing from the south,3,,,, ,,,-2.3,7.4,,,,,,8.0,1.0,No precipitation,6,,,,
31.01.2020 20:00,4.2,761.5,768.8,,70,Wind blowing from the south,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,7.4,,,,,,10.0,-0.8,No precipitation,12,,,,
31.01.2020 17:00,5.0,760.6,767.9,,66,Wind blowing from the south,3,,7,no clouds, ,,,-2.3,7.4,,,,,,13.0,-1.0,No precipitation,6,,,,
31.01.2020 14:00,5.9,760.9,768.2,-1.5,45,Wind blowing from the south,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,7.4,,,,,,22.0,-5.1,No precipitation,12,,,,
31.01.2020 11:00,2.1,762.4,769.8,,55,Wind blowing from the north-west,2,,13,no clouds, ,,,-2.3,2.4,,,,,,24.0,-6.2,No precipitation,6,,,,
31.01.2020 08:00,-1.3,761.8,769.3,0.6,75,Wind blowing from the north-northwest,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,,,,24.0,-5.3,No precipitation,12,,,,
31.01.2020 05:00,-2.1,761.2,768.6,,76,Wind blowing from the north-northwest,4,,,, ,,,-2.1,2.4,,,,,,26.0,-5.9,No precipitation,6,,,,
31.01.2020 02:00,-2.0,761.3,768.7,-0.2,71,Wind blowing from the north,6,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,2.4,,,2500 or more  or no clouds.,,,29.0,-6.7,No precipitation,12,,,,
30.01.2020 23:00,-1.8,761.5,768.9,,66,Wind blowing from the north-northwest,6,,,, ,,,-2.1,2.4,,,,,,30.0,-7.3,No precipitation,6,,,,
30.01.2020 20:00,-1.7,761.0,768.4,1.3,69,Wind blowing from the north-northwest,8,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,2.4,,,,,,30.0,-6.8,No precipitation,12,,,,
30.01.2020 17:00,0.7,759.7,767.0,,51,Wind blowing from the north-northwest,10,,17,no clouds, ,,,-1.8,2.4,,,,,,30.0,-8.3,No precipitation,6,,,,
30.01.2020 14:00,2.3,759.0,766.3,-1.2,55,Wind blowing from the north-northwest,10,,17,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,2.5,,,2500 or more  or no clouds.,,,26.0,-6.0,No precipitation,12,,,,
30.01.2020 11:00,1.2,760.2,767.5,,67,Wind blowing from the north-northwest,6,,17,70 – 80%., ,,,-1.8,2.8,,,2500 or more  or no clouds.,,,19.0,-4.4,No precipitation,6,,,,
30.01.2020 08:00,-1.7,759.5,766.9,1.0,78,Wind blowing from the north-northwest,8,,17,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,,,,2500 or more  or no clouds.,,,18.0,-5.0,No precipitation,12,,,,
30.01.2020 05:00,-1.6,758.5,765.8,,73,Wind blowing from the north-northwest,11,,17,, ,,,-1.7,2.8,,,,,,17.0,-5.8,No precipitation,6,,,,
30.01.2020 02:00,-1.4,759.1,766.4,-0.5,72,Wind blowing from the north-northwest,8,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,2.8,,,2500 or more  or no clouds.,,,16.0,-5.8,No precipitation,12,,,,
29.01.2020 23:00,-0.9,759.6,766.9,,68,Wind blowing from the north-northwest,7,,,, ,,,-1.2,2.8,,,,,,20.0,-6.2,No precipitation,6,,,,
29.01.2020 20:00,-1.1,759.8,767.2,0.7,70,Wind blowing from the north-northwest,9,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,2.8,,,,,,16.0,-5.9,No precipitation,12,,,,
29.01.2020 17:00,0.7,759.1,766.5,,61,Wind blowing from the north-northwest,9,,17,20–30%., ,,,0.7,2.8,,,2500 or more  or no clouds.,,,20.0,-6.0,No precipitation,6,,,,
29.01.2020 14:00,2.3,758.8,766.0,,59,Wind blowing from the north-northwest,9,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,3.2,,,2500 or more  or no clouds.,,,14.0,-4.9,No precipitation,12,,,,
29.01.2020 11:00,1.6,759.8,767.1,,76,Wind blowing from the north-northwest,7,,,100%., ,,,,,,,2500 or more  or no clouds.,,,8.0,-2.2,,,,,,
29.01.2020 08:00,0.8,759.8,767.2,0.4,85,Wind blowing from the north-northwest,7,,14,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,3.2,,,2500 or more  or no clouds.,,,4.9,-1.4,Trace of precipitation,12,,,,
29.01.2020 05:00,1.4,759.4,766.6,,85,Wind blowing from the north-northwest,8,,14,, ,,,1.2,3.2,,,,,,8.0,-0.8,No precipitation,6,,,,
29.01.2020 02:00,1.7,760.0,767.3,,84,Wind blowing from the north-northwest,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,3.2,,,2500 or more  or no clouds.,,,8.0,-0.7,No precipitation,12,,,,
28.01.2020 23:00,2.1,760.5,767.8,,91,Wind blowing from the north-northwest,6,,,,Mist. ,,,1.5,3.2,,,,,,3.1,0.8,No precipitation,6,,,,
28.01.2020 20:00,2.4,760.6,767.9,1.1,86,Wind blowing from the north-northwest,4,,9,100%.,Rain and snow or ice pellets not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,1.5,3.2,,,2500 or more  or no clouds.,,,9.0,0.3,Trace of precipitation,12,,,,
28.01.2020 17:00,2.7,759.5,766.8,,85,Wind blowing from the north-northwest,4,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,5.1,,,2500 or more  or no clouds.,,,7.0,0.4,No precipitation,6,,,,
28.01.2020 14:00,2.9,758.9,766.2,,92,Wind blowing from the north-northwest,5,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.5,,,,2500 or more  or no clouds.,,,2.6,1.7,Trace of precipitation,12,,,,
28.01.2020 11:00,1.7,760.1,767.4,,94,Wind blowing from the north-west,4,,8,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,1.5,,,,2500 or more  or no clouds.,,,1.7,0.8,No precipitation,6,,,,
28.01.2020 08:00,1.7,759.7,767.0,0.6,91,Wind blowing from the north-west,4,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.7,,,,2500 or more  or no clouds.,,,2.6,0.4,Trace of precipitation,12,,,,
28.01.2020 05:00,2.0,759.1,766.3,,87,Wind blowing from the north-northwest,4,,10,,Mist. ,,,1.6,7.1,,,,,,4.0,0.1,No precipitation,6,,,,
28.01.2020 02:00,2.4,759.7,766.9,0.0,81,Wind blowing from the north-west,5,,10,,Rain or drizzle and snow  slight. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,7.1,,,2500 or more  or no clouds.,,,4.5,-0.5,No precipitation,12,,,,
27.01.2020 23:00,2.6,759.7,767.0,,81,Wind blowing from the north-northwest,4,,,,Mist. ,,,1.6,7.1,,,,,,3.5,-0.3,No precipitation,6,,,,
27.01.2020 20:00,3.0,759.8,767.1,0.6,68,Wind blowing from the north-northwest,6,,10,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,7.1,,,2500 or more  or no clouds.,,,5.0,-2.3,No precipitation,12,,,,
27.01.2020 17:00,5.1,759.2,766.5,,46,Wind blowing from the north-northwest,6,,10,100%., ,,,1.6,7.1,,,2500 or more  or no clouds.,,,11.0,-5.8,No precipitation,6,,,,
27.01.2020 14:00,6.9,758.7,765.9,-1.5,45,Wind blowing from the north-west,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,7.1,,,2500 or more  or no clouds.,,,15.0,-4.2,No precipitation,12,,,,
27.01.2020 11:00,3.2,760.2,767.5,,69,Wind blowing from the north-northwest,7,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,5.8,,,2500 or more  or no clouds.,,,4.8,-2.1,No precipitation,6,,,,
27.01.2020 08:00,1.9,760.5,767.8,-0.2,72,Wind blowing from the north-northwest,5,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.8,,,2500 or more  or no clouds.,,,6.0,-2.6,No precipitation,12,,,,
27.01.2020 05:00,1.9,760.7,768.0,,67,Wind blowing from the north-northwest,5,,10,, ,,,0.2,5.8,,,,,,12.0,-3.6,No precipitation,6,,,,
27.01.2020 02:00,2.1,761.8,769.1,-0.4,72,Wind blowing from the north-northwest,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,5.8,,,2500 or more  or no clouds.,,,10.0,-2.4,No precipitation,12,,,,
26.01.2020 23:00,3.0,762.2,769.5,,60,Wind blowing from the north,5,,,, ,,,0.2,5.8,,,,,,13.0,-4.2,No precipitation,6,,,,
26.01.2020 20:00,4.3,762.4,769.7,-1.0,52,Wind blowing from the north,5,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,5.8,,,2500 or more  or no clouds.,,,14.0,-4.9,No precipitation,12,,,,
26.01.2020 17:00,5.2,763.4,770.7,,55,Wind blowing from the north,4,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,5.8,,,2500 or more  or no clouds.,,,7.0,-3.1,No precipitation,6,,,,
26.01.2020 14:00,5.5,763.8,771.1,-1.9,54,Wind blowing from the north,0,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,5.7,,,2500 or more  or no clouds.,,,7.0,-3.1,No precipitation,12,,,,
26.01.2020 11:00,3.3,765.7,773.0,,70,Wind blowing from the north-west,3,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,5.7,,,2500 or more  or no clouds.,,,5.0,-1.8,No precipitation,6,,,,
26.01.2020 08:00,0.4,765.7,773.1,,79,Wind blowing from the north,3,,8,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,5.7,,,2500 or more  or no clouds.,,,6.0,-2.8,No precipitation,12,,,,
26.01.2020 05:00,1.0,765.4,772.7,,71,Wind blowing from the north-northwest,4,,8,, ,,,-0.2,5.7,,,,,,8.0,-3.7,No precipitation,6,,,,
26.01.2020 02:00,1.8,766.3,773.7,,57,Wind blowing from the north-northwest,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,5.7,,,2500 or more  or no clouds.,,,10.0,-5.8,No precipitation,12,,,,
25.01.2020 23:00,3.1,766.7,774.1,,43,Wind blowing from the north,4,,,, ,,,-0.2,5.7,,,,,,14.0,-8.3,No precipitation,6,,,,
25.01.2020 20:00,4.7,766.5,773.8,,39,Wind blowing from the north-northwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,5.7,,,2500 or more  or no clouds.,,,14.0,-8.1,No precipitation,12,,,,
25.01.2020 17:00,5.5,766.0,773.4,,40,Wind blowing from the north-west,3,,9,100%., ,,,-0.2,5.7,,,2500 or more  or no clouds.,,,16.0,-7.0,No precipitation,6,,,,
25.01.2020 14:00,4.9,766.5,773.8,-1.6,40,Wind blowing from the north-northwest,5,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.6,,,2500 or more  or no clouds.,,,15.0,-7.6,No precipitation,12,,,,
