Local time in Anqing,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 02:00,6.2,763.9,769.8,,81,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,15.7,,,2500 or more  or no clouds.,,,7.0,3.2,No precipitation,12,,,,
04.02.2020 23:00,6.5,764.2,770.0,,78,Wind blowing from the west,2,,5,,Mist. ,,,2.5,15.7,,,,,,7.0,2.9,No precipitation,6,,,,
04.02.2020 20:00,10.6,763.0,768.9,1.4,57,Wind blowing from the north-east,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,15.7,,,,,,7.0,2.4,No precipitation,12,,,,
04.02.2020 17:00,14.0,761.6,767.5,,45,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,15.7,,,2500 or more  or no clouds.,,,7.0,2.3,No precipitation,6,,,,
04.02.2020 14:00,15.4,761.5,767.4,-2.3,45,Wind blowing from the south-east,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,15.5,,,1000-1500,,,10.0,3.5,No precipitation,12,,,,
04.02.2020 11:00,11.1,763.8,769.6,,63,Wind blowing from the south-east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,13.9,,,,,,5.0,4.3,No precipitation,6,,,,
04.02.2020 08:00,3.4,763.5,769.4,0.6,96,Wind blowing from the north-northeast,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,13.9,,,,,,2.5,2.8,No precipitation,12,,,,
04.02.2020 05:00,4.1,762.9,768.7,,90,Wind blowing from the west,1,,5,,Mist. ,,,3.9,13.9,,,,,,3.9,2.6,No precipitation,6,,,,
04.02.2020 02:00,4.3,763.4,769.3,-0.5,88,Wind blowing from the west,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.9,,,2500 or more  or no clouds.,,,4.2,2.5,No precipitation,12,,,,
03.02.2020 23:00,5.7,763.9,769.8,,83,Wind blowing from the west-southwest,2,,8,,Mist. ,,,5.2,13.9,,,,,,6.0,3.0,No precipitation,6,,,,
03.02.2020 20:00,8.7,763.9,769.9,,65,Wind blowing from the north-northeast,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,13.9,,,2500 or more  or no clouds.,,,10.0,2.5,No precipitation,12,,,,
03.02.2020 17:00,12.2,763.3,769.1,,49,Wind blowing from the north-northeast,4,,8,no clouds, ,,,5.2,13.9,,,,,,15.0,1.8,No precipitation,6,,,,
03.02.2020 14:00,13.1,763.8,769.6,,44,Wind blowing from the north-northeast,5,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,13.5,,,2500 or more  or no clouds.,,,13.0,1.1,No precipitation,12,,,,
03.02.2020 11:00,9.6,766.3,772.1,,62,Wind blowing from the north-east,4,,8,60%., ,,,5.2,11.0,,,2500 or more  or no clouds.,,,11.0,2.5,No precipitation,6,,,,
03.02.2020 08:00,5.3,765.6,771.5,1.3,87,Wind blowing from the west-southwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,11.0,,,2500 or more  or no clouds.,,,9.0,3.3,No precipitation,12,,,,
03.02.2020 05:00,6.3,764.3,770.2,,84,Wind blowing from the south-southwest,1,,4,, ,,,6.2,11.0,,,,,,10.0,3.8,No precipitation,6,,,,
03.02.2020 02:00,7.5,764.6,770.5,,76,Wind blowing from the north-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,11.0,,,2500 or more  or no clouds.,,,12.0,3.5,No precipitation,12,,,,
02.02.2020 23:00,8.4,764.6,770.5,,73,Wind blowing from the south,1,,4,, ,,,6.2,11.0,,,,,,10.0,3.8,No precipitation,6,,,,
02.02.2020 20:00,8.7,764.0,769.9,1.3,66,Wind blowing from the north-west,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,11.0,,,1500-2000,,,13.0,2.7,Trace of precipitation,12,,,,
02.02.2020 17:00,10.3,762.7,768.5,,62,Wind blowing from the east,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,13.3,,,1500-2000,,,16.0,3.3,No precipitation,6,,,,
02.02.2020 14:00,10.7,762.1,768.0,-1.5,53,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,14.6,,,2000-2500,,,16.0,1.5,No precipitation,12,,,,
02.02.2020 11:00,9.2,763.6,769.5,,60,Wind blowing from the south,1,,3,100%., ,,,6.2,,,,2000-2500,,,16.0,1.8,No precipitation,6,,,,
02.02.2020 08:00,6.3,763.3,769.2,1.3,72,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,14.6,,,2000-2500,,,14.0,1.6,Trace of precipitation,12,,,,
02.02.2020 05:00,7.1,762.0,767.8,,61,Wind blowing from the south-southwest,2,,5,, ,,,0.0,14.6,,,,,,14.0,0.1,No precipitation,6,,,,
02.02.2020 02:00,8.1,762.5,768.3,,57,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,14.6,,,2500 or more  or no clouds.,,,13.0,-0.1,No precipitation,12,,,,
01.02.2020 23:00,8.4,763.0,768.9,,58,Wind blowing from the west,2,,5,, ,,,0.0,14.6,,,,,,11.0,0.6,No precipitation,6,,,,
01.02.2020 20:00,10.7,762.7,768.6,0.9,39,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,14.6,,,2500 or more  or no clouds.,,,18.0,-2.7,No precipitation,12,,,,
01.02.2020 17:00,13.3,761.8,767.8,,28,Wind blowing from the north-northeast,3,,4,10%  or less  but not 0, ,,,0.0,14.6,,,2500 or more  or no clouds.,,,20.0,-4.8,No precipitation,6,,,,
01.02.2020 14:00,14.2,762.4,768.3,-2.1,30,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,14.4,,,2500 or more  or no clouds.,,,17.0,-3.1,No precipitation,12,,,,
01.02.2020 11:00,11.1,764.5,770.5,,45,Wind blowing from the south-east,2,,3,20–30%., ,,,0.0,12.8,,,2500 or more  or no clouds.,,,10.0,-0.4,No precipitation,6,,,,
01.02.2020 08:00,1.4,764.4,770.4,,82,Wind blowing from the south-west,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,12.8,,,2500 or more  or no clouds.,,,7.0,-1.3,No precipitation,12,,,,
01.02.2020 05:00,0.9,763.4,769.3,,78,Wind blowing from the west,1,,4,, ,,,-1.0,12.8,,,,,,8.0,-2.5,No precipitation,6,,,,
01.02.2020 02:00,1.8,763.4,769.3,,72,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,12.8,,,2500 or more  or no clouds.,,,13.0,-2.7,No precipitation,12,,,,
31.01.2020 23:00,3.2,763.8,769.7,,66,Wind blowing from the south,1,,5,, ,,,-1.0,12.8,,,,,,14.0,-2.7,No precipitation,6,,,,
31.01.2020 20:00,6.3,763.5,769.5,0.9,55,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,12.8,,,,,,17.0,-2.1,No precipitation,12,,,,
31.01.2020 17:00,10.9,762.6,768.5,,31,Wind blowing from the east,2,,,no clouds, ,,,-1.0,12.8,,,,,,15.0,-5.6,No precipitation,6,,,,
31.01.2020 14:00,12.5,762.9,768.8,-2.3,38,Wind blowing from the south,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,12.5,,,2500 or more  or no clouds.,,,11.0,-1.4,No precipitation,12,,,,
31.01.2020 11:00,8.5,765.2,771.1,,55,Wind blowing from the east-southeast,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,10.4,,,,,,6.0,0.0,No precipitation,6,,,,
31.01.2020 08:00,-0.2,764.9,770.9,,96,Wind blowing from the south-southwest,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,10.4,,,,,,2.8,-0.8,No precipitation,12,,,,
31.01.2020 05:00,0.2,763.7,769.7,,95,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-0.5,10.4,,,,,,2.9,-0.5,No precipitation,6,,,,
31.01.2020 02:00,1.6,764.2,770.1,-0.2,88,Wind blowing from the west-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,10.4,,,2500 or more  or no clouds.,,,2.7,-0.2,No precipitation,12,,,,
30.01.2020 23:00,3.1,764.4,770.3,,83,Wind blowing from the south-southwest,1,,5,,Mist. ,,,1.0,10.4,,,,,,4.4,0.5,No precipitation,6,,,,
30.01.2020 20:00,5.4,764.0,770.0,0.7,70,Wind blowing from the west,0,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,10.4,,,,,,5.0,0.4,No precipitation,12,,,,
30.01.2020 17:00,8.7,763.3,769.2,,58,Wind blowing from the east,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,10.4,,,,,,6.0,0.7,No precipitation,6,,,,
30.01.2020 14:00,9.5,763.5,769.4,-1.7,52,Wind blowing from the east-southeast,2,,7,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,9.9,,,1000-1500,,,6.0,0.1,No precipitation,12,,,,
30.01.2020 11:00,7.3,765.2,771.1,,61,Wind blowing from the north-east,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,9.9,,,,,,7.0,0.3,No precipitation,6,,,,
30.01.2020 08:00,1.3,764.0,770.0,1.3,94,Wind blowing from the north-northwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.9,,,,,,4.1,0.4,No precipitation,12,,,,
30.01.2020 05:00,2.0,762.7,768.7,,89,Wind blowing from the south-west,1,,5,,Mist. ,,,-1.2,9.9,,,,,,5.0,0.4,No precipitation,6,,,,
30.01.2020 02:00,4.0,763.4,769.3,-0.1,81,Wind blowing from the north-west,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.9,,,2500 or more  or no clouds.,,,5.0,1.0,No precipitation,12,,,,
29.01.2020 23:00,5.5,763.5,769.5,,76,Wind blowing from the north,2,,7,, ,,,-1.2,9.9,,,,,,7.0,1.6,No precipitation,6,,,,
29.01.2020 20:00,6.6,763.1,769.1,,66,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.9,,,2000-2500,,,8.0,0.7,No precipitation,12,,,,
29.01.2020 17:00,8.7,762.5,768.4,,58,Wind blowing from the south,3,,7,no clouds, ,,,-1.2,9.9,,,,,,11.0,0.7,No precipitation,6,,,,
29.01.2020 14:00,8.8,763.0,769.0,-2.3,65,Wind blowing from the south-east,4,,6,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.0,,,,,,10.0,2.6,No precipitation,12,,,,
29.01.2020 11:00,2.5,765.3,771.3,,99,Wind blowing from the east,2,,4,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-1.2,5.6,,,50-100,,,3.1,2.4,No precipitation,6,,,,
29.01.2020 08:00,-1.2,764.6,770.7,0.7,98,Wind blowing from the east-southeast,1,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,5.6,,,2500 or more  or no clouds.,,,0.1,-1.5,No precipitation,12,,,,
29.01.2020 05:00,0.7,763.9,769.9,,97,Wind blowing from the east-northeast,1,,2,,Mist. ,,,-0.1,5.6,,,,,,3.5,0.3,No precipitation,6,,,,
29.01.2020 02:00,0.0,764.5,770.5,-0.3,97,Wind blowing from the east-northeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,5.6,,,2500 or more  or no clouds.,,,2.5,-0.4,No precipitation,12,,,,
28.01.2020 23:00,1.2,764.8,770.8,,92,Wind blowing from the south-southwest,1,,3,,Mist. ,,,1.2,5.6,,,,,,5.0,0.0,No precipitation,6,,,,
28.01.2020 20:00,3.6,764.2,770.2,1.1,83,Wind blowing from the north-east,1,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,5.6,,,1500-2000,,,8.0,1.0,No precipitation,12,,,,
28.01.2020 17:00,4.8,763.1,769.1,,71,Wind blowing from the south-west,1,,3,100%., ,,,2.4,5.6,,,600-1000,,,10.0,0.0,No precipitation,6,,,,
28.01.2020 14:00,5.2,762.7,768.7,,68,Wind blowing from the north,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,5.2,,,600-1000,,,10.0,-0.2,No precipitation,12,,,,
28.01.2020 11:00,3.8,763.6,769.6,,87,Wind blowing from the south-east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,4.2,,,600-1000,,,6.0,1.8,No precipitation,6,,,,
28.01.2020 08:00,2.4,763.0,769.0,0.6,95,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,4.2,,,600-1000,,,4.5,1.7,No precipitation,12,,,,
28.01.2020 05:00,2.5,762.4,768.4,,92,Wind blowing from the east,1,,3,,Mist. ,,,0.8,4.2,,,,,,6.0,1.3,No precipitation,6,,,,
28.01.2020 02:00,2.5,763.1,769.1,-0.2,89,Wind blowing from the east-northeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,4.2,,,2500 or more  or no clouds.,,,8.0,0.9,No precipitation,12,,,,
27.01.2020 23:00,2.6,763.3,769.3,,89,Wind blowing from the north-east,2,,,, ,,,0.5,4.2,,,,,,9.0,1.0,No precipitation,6,,,,
27.01.2020 20:00,3.2,762.7,768.7,0.8,87,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,4.2,,,600-1000,,,15.0,1.2,No precipitation,12,,,,
27.01.2020 17:00,3.9,761.9,767.9,,83,Wind blowing from the north-northeast,1,,5,100%., ,,,0.2,4.2,,,600-1000,,,22.0,1.3,No precipitation,6,,,,
27.01.2020 14:00,3.5,762.2,768.2,-1.7,82,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,3.5,,,300-600,,,20.0,0.7,No precipitation,12,,,,
27.01.2020 11:00,2.7,763.9,769.9,,89,Wind blowing from the east-northeast,2,,5,100%., ,,,0.2,2.7,,,200-300,,,13.0,1.1,No precipitation,6,,,,
27.01.2020 08:00,1.3,763.0,769.0,0.6,96,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,2.5,,,200-300,,,11.0,0.7,2.0,12,,,,
27.01.2020 05:00,0.8,762.4,768.4,,97,Wind blowing from the north,1,,,,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,,,,,,,7.0,0.4,No precipitation,6,,,,
27.01.2020 02:00,0.8,762.8,768.8,,97,Wind blowing from the east-northeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,3.7,,,2500 or more  or no clouds.,,,7.0,0.4,9.0,12,,,,
26.01.2020 23:00,0.5,763.0,769.0,,98,Wind blowing from the east-northeast,1,,14,,Snow not falling as shower(s). ,,,0.2,4.1,,,,,,11.0,0.2,4.0,6,,,,
26.01.2020 20:00,0.4,763.3,769.3,1.2,98,Wind blowing from the east-northeast,1,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.4,4.4,,,100-200,,,2.9,0.1,15.0,12,,,,
26.01.2020 17:00,0.9,762.1,768.1,,97,Wind blowing from the north,3,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.9,4.4,,,100-200,,,8.0,0.5,9.0,6,,,,
