Local time in Dalian (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 23:00,-8.4,767.3,776.5,,30,Wind blowing from the north-east,4,,,, ,,,-8.5,,,,,,,30.0,-22.9,No precipitation,6,,,,
04.02.2020 20:00,-8.4,765.9,775.0,1.5,32,Wind blowing from the north-northeast,4,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,1.3,,,,,,30.0,-22.2,Trace of precipitation,12,,,,
04.02.2020 17:00,-7.4,764.4,773.4,,31,Wind blowing from the north,7,,16,90  or more  but not 100%, ,,,-7.4,1.3,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,6,,,,
04.02.2020 14:00,-5.8,762.8,771.7,,30,Wind blowing from the north-northeast,7,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,1.3,,,2500 or more  or no clouds.,,,30.0,-20.6,0.8,12,,,,
04.02.2020 11:00,-5.7,763.6,772.5,,32,Wind blowing from the north,7,,14,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,1.3,,,2500 or more  or no clouds.,,,30.0,-19.8,0.8,6,,,,
04.02.2020 08:00,-3.9,762.5,771.4,1.8,69,Wind blowing from the north,5,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,1.3,,,2500 or more  or no clouds.,,,14.0,-8.9,0.8,12,,,,
04.02.2020 05:00,0.7,760.7,769.6,,61,Wind blowing from the west-northwest,1,,8,, ,,,,1.3,,,,,,16.0,-6.0,No precipitation,6,,,,
04.02.2020 02:00,0.8,760.9,769.7,,59,Wind blowing from the west-southwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,1.3,,,2500 or more  or no clouds.,,,19.0,-6.3,No precipitation,12,,,,
03.02.2020 23:00,0.9,761.4,770.3,,45,Wind blowing from the west-southwest,3,,,, ,,,-6.0,0.9,,,,,,30.0,-9.7,No precipitation,6,,,,
03.02.2020 20:00,-0.3,761.5,770.4,-0.3,56,Wind blowing from the west-southwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,-0.2,,,,,,30.0,-8.0,No precipitation,12,,,,
03.02.2020 17:00,-1.3,761.8,770.8,,60,Wind blowing from the south-west,4,,10,no clouds, ,,,-6.0,-0.8,,,,,,30.0,-8.1,No precipitation,6,,,,
03.02.2020 14:00,-1.6,762.4,771.4,-2.3,48,Wind blowing from the south-west,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,-0.8,,,,,,30.0,-11.4,No precipitation,12,,,,
03.02.2020 11:00,-3.1,764.7,773.7,,39,Wind blowing from the north-northeast,2,,,no clouds, ,,,,,,,,,,30.0,-15.1,,,,,,
03.02.2020 08:00,-5.6,764.7,773.7,0.9,60,Wind blowing from the north-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,-0.3,,,,,,28.0,-12.3,No precipitation,12,,,,
03.02.2020 05:00,-5.8,763.8,772.8,,74,Calm  no wind,0,,,, ,,,-5.8,-0.3,,,,,,16.0,-9.7,No precipitation,6,,,,
03.02.2020 02:00,-5.2,763.7,772.7,0.7,66,Wind blowing from the north-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,-0.3,,,2500 or more  or no clouds.,,,18.0,-10.6,0.1,12,,,,
02.02.2020 23:00,-3.4,763.0,772.0,,61,Wind blowing from the north,3,,,, ,,,-3.4,-0.3,,,,,,13.0,-10.0,0.1,6,,,,
02.02.2020 20:00,-2.6,762.4,771.3,0.9,85,Wind blowing from the north,2,,4,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Rain.,-3.0,-0.3,,,1000-1500,,,6.0,-4.8,0.1,12,,,,
02.02.2020 17:00,-1.3,761.5,770.4,,67,Wind blowing from the north-east,1,,4,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Rain.,-3.0,-0.3,,,300-600,,,30.0,-6.8,No precipitation,6,,,,
02.02.2020 14:00,-0.8,760.9,769.8,-1.7,58,Wind blowing from the east,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,0.1,,,2500 or more  or no clouds.,,,28.0,-8.2,Trace of precipitation,12,,,,
02.02.2020 11:00,-0.7,762.6,771.5,,41,Wind blowing from the east-northeast,2,,5,100%., ,,,-3.0,0.1,,,2500 or more  or no clouds.,,,17.0,-12.3,No precipitation,6,,,,
02.02.2020 08:00,-2.6,763.3,772.3,0.5,44,Wind blowing from the north,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,,,,2500 or more  or no clouds.,,,14.0,-13.2,No precipitation,12,,,,
02.02.2020 05:00,-2.9,762.8,771.7,,46,Wind blowing from the north,2,,12,, ,,,-3.4,,,,,,,13.0,-12.9,No precipitation,6,,,,
02.02.2020 02:00,-2.3,763.5,772.4,-0.3,38,Wind blowing from the north-east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,1.0,,,2500 or more  or no clouds.,,,27.0,-14.7,No precipitation,12,,,,
01.02.2020 23:00,-2.6,763.8,772.7,,43,Wind blowing from the north-east,2,,,, ,,,,,,,,,,15.0,-13.7,,,,,,
01.02.2020 20:00,-2.8,763.8,772.8,,46,Wind blowing from the north,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.0,,,,,,21.0,-12.8,No precipitation,12,,,,
01.02.2020 17:00,-1.8,762.8,771.7,,42,Wind blowing from the north,5,,12,no clouds, ,,,-3.4,2.3,,,,,,30.0,-13.0,No precipitation,6,,,,
01.02.2020 14:00,-0.2,762.1,771.0,-1.3,36,Wind blowing from the north,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,4.3,,,,,,30.0,-13.5,No precipitation,12,,,,
01.02.2020 11:00,-0.8,763.4,772.3,,37,Wind blowing from the north,5,,12,no clouds, ,,,-3.4,4.3,,,,,,29.0,-13.7,No precipitation,6,,,,
01.02.2020 08:00,-3.3,762.3,771.2,,49,Wind blowing from the north,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,4.3,,,,,,20.0,-12.7,No precipitation,12,,,,
01.02.2020 05:00,-2.1,760.3,769.2,,72,Wind blowing from the north,6,,9,, ,,,-5.8,4.3,,,,,,11.0,-6.5,No precipitation,6,,,,
01.02.2020 02:00,1.0,759.3,768.1,0.6,86,Wind blowing from the north,4,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.3,,,2500 or more  or no clouds.,,,3.2,-1.1,No precipitation,12,,,,
31.01.2020 23:00,1.7,758.7,767.5,,69,Wind blowing from the west-northwest,1,,,, ,,,,4.3,,,,,,8.0,-3.4,No precipitation,6,,,,
31.01.2020 20:00,1.8,758.5,767.3,,64,Wind blowing from the west-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,4.3,,,,,,13.0,-4.3,No precipitation,12,,,,
31.01.2020 17:00,2.3,757.6,766.5,,63,Wind blowing from the south-west,2,,8,no clouds, ,,,-6.2,4.3,,,,,,19.0,-4.0,No precipitation,6,,,,
31.01.2020 14:00,3.0,757.8,766.6,-1.3,52,Wind blowing from the north-northeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,3.3,,,,,,20.0,-6.1,No precipitation,12,,,,
31.01.2020 11:00,-0.2,759.1,768.1,,39,Wind blowing from the north,3,,11,no clouds, ,,,-6.2,-0.2,,,,,,30.0,-12.5,No precipitation,6,,,,
31.01.2020 08:00,-5.0,759.0,768.0,0.6,57,Wind blowing from the north,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-3.7,,,,,,30.0,-12.2,No precipitation,12,,,,
31.01.2020 05:00,-5.7,758.4,767.4,,61,Wind blowing from the north,4,,14,, ,,,-8.4,-3.7,,,,,,30.0,-12.2,No precipitation,6,,,,
31.01.2020 02:00,-5.8,758.5,767.5,0.0,54,Wind blowing from the north,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.7,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
30.01.2020 23:00,-5.3,758.5,767.5,,53,Wind blowing from the north,5,,,, ,,,,-3.7,,,,,,30.0,-13.4,No precipitation,6,,,,
30.01.2020 20:00,-4.5,758.2,767.2,0.5,51,Wind blowing from the north,6,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-3.7,,,,,,30.0,-13.3,No precipitation,12,,,,
30.01.2020 17:00,-4.5,757.7,766.7,,54,Calm  no wind,0,,,no clouds, ,,,-8.4,-3.7,,,,,,26.0,-12.4,No precipitation,6,,,,
30.01.2020 14:00,-4.3,757.3,766.3,-1.2,54,Wind blowing from the north,8,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-3.4,,,,,,30.0,-12.4,No precipitation,12,,,,
30.01.2020 11:00,-5.2,758.5,767.5,,57,Wind blowing from the north,4,,15,no clouds, ,,,-8.4,-3.4,,,,,,19.0,-12.4,No precipitation,6,,,,
30.01.2020 08:00,-7.9,757.9,766.9,0.8,67,Wind blowing from the north,6,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-3.4,,,,,,21.0,-13.1,No precipitation,12,,,,
30.01.2020 05:00,-7.9,757.1,766.1,,68,Wind blowing from the north,6,,16,, ,,,-7.9,-3.4,,,,,,22.0,-12.8,No precipitation,6,,,,
30.01.2020 02:00,-7.7,757.5,766.5,0.4,65,Wind blowing from the north,5,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,-2.7,,,2500 or more  or no clouds.,,,15.0,-13.3,No precipitation,12,,,,
29.01.2020 23:00,-6.4,757.1,766.1,,64,Calm  no wind,0,,,, ,,,-6.4,-0.1,,,,,,11.0,-12.1,No precipitation,6,,,,
29.01.2020 20:00,-4.9,757.3,766.3,0.5,56,Wind blowing from the north,6,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,,,,,,,12.0,-12.5,No precipitation,12,,,,
29.01.2020 17:00,-3.9,756.8,765.7,,52,Wind blowing from the north,5,,15,no clouds, ,,,-5.9,,,,,,,10.0,-12.5,No precipitation,6,,,,
29.01.2020 14:00,-4.1,756.2,765.1,,57,Wind blowing from the north,7,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,,,,2500 or more  or no clouds.,,,7.0,-11.4,No precipitation,12,,,,
29.01.2020 11:00,-4.7,757.5,766.4,,58,Wind blowing from the north,7,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.5,,,,,,7.0,-11.9,No precipitation,6,,,,
29.01.2020 08:00,-5.8,757.9,766.8,0.3,66,Wind blowing from the north,7,,13,no clouds,Haze. ,Snow and/or other types of solid precipitation,Rain.,-5.9,2.5,,,,,,6.0,-11.3,Trace of precipitation,12,,,,
29.01.2020 05:00,-4.6,757.6,766.4,,67,Wind blowing from the north,6,,12,,Haze. ,,,-4.6,2.5,,,,,,6.0,-9.8,No precipitation,6,,,,
29.01.2020 02:00,-2.7,758.2,767.1,,70,Wind blowing from the north,5,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,2.5,,,2500 or more  or no clouds.,,,5.0,-7.4,0.3,12,,,,
28.01.2020 23:00,0.0,758.2,767.0,,62,Wind blowing from the north,4,,,,Haze. ,,,-0.7,2.5,,,,,,3.7,-6.6,0.3,6,,,,
28.01.2020 20:00,-0.3,758.5,767.4,0.6,92,Wind blowing from the north,1,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-0.7,2.5,,,2500 or more  or no clouds.,,,1.1,-1.4,1.0,12,,,,
28.01.2020 17:00,1.5,757.9,766.7,,93,Wind blowing from the north,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,3.4,,,2500 or more  or no clouds.,,,0.8,0.5,0.2,6,,,,
28.01.2020 14:00,2.0,757.6,766.4,,91,Wind blowing from the north,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Fog or ice fog or thick haze.,-0.7,4.1,,,200-300,,,0.9,0.7,2.0,12,,,,
28.01.2020 11:00,1.0,758.8,767.5,,92,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Fog or ice fog or thick haze.,-0.7,4.1,,,200-300,,,0.9,-0.2,2.0,6,,,,
28.01.2020 08:00,-0.3,758.6,767.4,0.4,92,Wind blowing from the north,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-0.7,4.1,,,200-300,,,0.7,-1.4,1.0,12,,,,
28.01.2020 05:00,1.2,758.2,766.9,,71,Wind blowing from the north,4,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-1.1,4.1,,,,,,4.1,-3.5,0.1,6,,,,
28.01.2020 02:00,1.3,758.8,767.5,-0.3,88,Wind blowing from the north,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,4.1,,,2500 or more  or no clouds.,,,16.0,-0.5,0.2,12,,,,
27.01.2020 23:00,2.0,759.1,767.9,,81,Wind blowing from the north-northeast,2,,,,Rain or drizzle and snow  slight. ,,,,4.1,,,,,,22.0,-0.9,0.1,6,,,,
27.01.2020 20:00,2.5,759.2,768.0,0.6,74,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,4.1,,,2500 or more  or no clouds.,,,30.0,-1.8,No precipitation,12,,,,
27.01.2020 17:00,3.4,758.6,767.4,,60,Wind blowing from the east,2,,,100%., ,,,-1.8,4.1,,,2500 or more  or no clouds.,,,30.0,-3.8,No precipitation,6,,,,
27.01.2020 14:00,4.1,758.0,766.8,-1.7,63,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,4.1,,,2500 or more  or no clouds.,,,30.0,-2.5,No precipitation,12,,,,
27.01.2020 11:00,2.8,759.7,768.5,,57,Wind blowing from the east-northeast,2,,5,100%., ,,,-1.8,3.5,,,2500 or more  or no clouds.,,,12.0,-4.9,No precipitation,6,,,,
27.01.2020 08:00,-0.2,760.2,769.0,-0.1,50,Wind blowing from the north-northeast,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,,,,2500 or more  or no clouds.,,,5.0,-9.6,No precipitation,12,,,,
27.01.2020 05:00,-1.0,760.3,769.2,,55,Wind blowing from the north,2,,6,,Haze. ,,,-3.1,3.5,,,,,,4.4,-9.1,No precipitation,6,,,,
27.01.2020 02:00,-1.7,761.5,770.4,-0.9,61,Wind blowing from the north-west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,3.5,,,2500 or more  or no clouds.,,,4.0,-8.4,No precipitation,12,,,,
26.01.2020 23:00,-1.2,762.4,771.2,,61,Wind blowing from the north,2,,,,Haze. ,,,-3.1,3.5,,,,,,4.0,-7.8,No precipitation,6,,,,
26.01.2020 20:00,-0.7,763.0,771.9,-0.4,57,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,3.5,,,2500 or more  or no clouds.,,,4.9,-8.2,No precipitation,12,,,,
26.01.2020 17:00,1.7,763.4,772.3,,40,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%, ,,,-3.1,3.5,,,2500 or more  or no clouds.,,,7.0,-10.5,No precipitation,6,,,,
26.01.2020 14:00,2.9,763.9,772.7,-2.0,33,Wind blowing from the north,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,3.8,,,2500 or more  or no clouds.,,,12.0,-11.8,No precipitation,12,,,,
26.01.2020 11:00,1.8,765.9,774.8,,33,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%, ,,,-3.1,3.8,,,1000-1500,,,15.0,-12.8,No precipitation,6,,,,
26.01.2020 08:00,-2.4,766.2,775.1,,48,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,3.8,,,2500 or more  or no clouds.,,,10.0,-11.9,No precipitation,12,,,,
26.01.2020 05:00,-3.1,765.3,774.2,,59,Wind blowing from the north-northwest,2,,7,,Haze. ,,,-3.2,3.8,,,,,,6.0,-10.0,No precipitation,6,,,,
