Local time in Arxan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 02:00,-32.7,676.4,776.2,,69,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.8,-21.3,,,2500 or more  or no clouds.,,,30.0,-36.5,0.2,12,,,,
03.02.2020 23:00,-28.3,675.9,774.9,,67,Wind blowing from the west-northwest,1,,,, ,,,-29.2,-21.3,,,,,,30.0,-32.5,0.2,6,,,,
03.02.2020 20:00,-24.5,675.4,774.3,0.7,68,Wind blowing from the north-west,4,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.2,-21.3,,,600-1000,,,7.0,-28.7,0.1,12,,,,
03.02.2020 17:00,-23.8,674.7,773.5,,66,Wind blowing from the north-west,2,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.2,-21.3,,,600-1000,,,5.0,-28.4,No precipitation,6,,,,
03.02.2020 14:00,-22.4,673.9,772.0,,56,Wind blowing from the north-northwest,5,,8,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.2,-18.5,,,2500 or more  or no clouds.,,,30.0,-28.8,Trace of precipitation,12,,,,
03.02.2020 11:00,-23.8,674.2,772.6,,65,Wind blowing from the north-northwest,2,,5,20–30%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.2,-17.8,,,600-1000,,,14.0,-28.5,No precipitation,6,,,,
03.02.2020 08:00,-27.6,674.4,773.9,0.2,71,Wind blowing from the south-southeast,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.9,,,,600-1000,,,7.0,-31.2,Trace of precipitation,12,,,,
03.02.2020 05:00,-28.5,674.2,772.8,,71,Wind blowing from the south-southwest,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-32.1,-17.8,,,,,,6.0,-32.1,No precipitation,6,,,,
03.02.2020 02:00,-27.2,675.2,772.9,,71,Wind blowing from the south,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.1,-17.8,,,2500 or more  or no clouds.,,,9.0,-30.9,No precipitation,12,,,,
02.02.2020 23:00,-26.0,676.2,774.6,,72,Wind blowing from the east-southeast,1,,,,Snow not falling as shower(s). ,,,-32.1,-17.8,,,,,,23.0,-29.6,No precipitation,6,,,,
02.02.2020 20:00,-28.0,677.2,778.0,0.5,70,Wind blowing from the south,1,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.1,-17.8,,,2500 or more  or no clouds.,,,11.0,-31.8,No precipitation,12,,,,
02.02.2020 17:00,-22.6,676.7,776.2,,58,Wind blowing from the south-west,1,,7,no clouds, ,,,-32.1,-17.8,,,,,,30.0,-28.6,No precipitation,6,,,,
02.02.2020 14:00,-18.7,676.9,774.4,-1.3,46,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.1,-17.8,,,,,,30.0,-27.5,No precipitation,12,,,,
02.02.2020 11:00,-22.9,678.2,775.9,,61,Wind blowing from the north-northwest,2,,5,no clouds, ,,,-32.1,-17.9,,,,,,30.0,-28.4,No precipitation,6,,,,
02.02.2020 08:00,-31.9,678.4,777.7,-0.1,70,Wind blowing from the south-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.1,-17.9,,,,,,27.0,-35.5,No precipitation,12,,,,
02.02.2020 05:00,-31.0,678.5,777.7,,71,Wind blowing from the south-southeast,1,,10,, ,,,-31.0,-15.5,,,,,,30.0,-34.5,No precipitation,6,,,,
02.02.2020 02:00,-24.9,679.0,776.5,0.1,70,Wind blowing from the north,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-14.6,,,2500 or more  or no clouds.,,,30.0,-28.8,0.2,12,,,,
01.02.2020 23:00,-21.5,678.9,775.7,,60,Wind blowing from the north-northwest,3,,,, ,,,-21.5,-14.6,,,,,,30.0,-27.2,0.2,6,,,,
01.02.2020 20:00,-19.9,678.6,775.5,,68,Wind blowing from the north-west,4,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-14.6,,,2500 or more  or no clouds.,,,4.7,-24.3,0.2,12,,,,
01.02.2020 17:00,-20.3,678.4,774.4,,65,Wind blowing from the north-west,3,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-14.6,,,2500 or more  or no clouds.,,,5.0,-25.2,No precipitation,6,,,,
01.02.2020 14:00,-18.3,677.9,773.5,,49,Wind blowing from the west-northwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-14.1,,,,,,30.0,-26.4,1.0,12,,,,
01.02.2020 11:00,-18.1,678.4,774.0,,50,Wind blowing from the north-northwest,3,,8,no clouds, ,,,-20.4,-13.4,,,,,,30.0,-26.0,No precipitation,6,,,,
01.02.2020 08:00,-20.1,678.2,774.7,,64,Wind blowing from the west-northwest,3,,5,no clouds,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-13.4,,,,,,30.0,-25.2,2.0,12,,,,
01.02.2020 05:00,-15.5,677.0,772.5,,74,Wind blowing from the north-west,3,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-24.4,-13.4,,,,,,3.6,-19.2,2.0,6,,,,
01.02.2020 02:00,-16.0,676.6,771.3,-0.3,81,Wind blowing from the north,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-13.4,,,2500 or more  or no clouds.,,,2.7,-18.5,0.8,12,,,,
31.01.2020 23:00,-15.6,676.9,772.0,,76,Wind blowing from the north,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-24.4,-13.4,,,,,,4.9,-18.9,0.1,6,,,,
31.01.2020 20:00,-18.0,677.0,774.1,,74,Wind blowing from the north-northeast,1,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-13.4,,,2500 or more  or no clouds.,,,10.0,-21.5,0.2,12,,,,
31.01.2020 17:00,-18.6,676.0,773.0,,67,Wind blowing from the west,2,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-8.8,,,2500 or more  or no clouds.,,,15.0,-23.2,0.2,6,,,,
31.01.2020 14:00,-14.1,674.3,769.7,0.2,64,Wind blowing from the west-northwest,3,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,,,,2500 or more  or no clouds.,,,11.0,-19.4,0.2,12,,,,
31.01.2020 11:00,-16.8,674.1,769.8,,76,Wind blowing from the north,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,,,,2500 or more  or no clouds.,,,3.6,-20.0,No precipitation,6,,,,
31.01.2020 08:00,-24.3,673.8,770.2,,74,Wind blowing from the west-southwest,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,,,,2500 or more  or no clouds.,,,23.0,-27.6,No precipitation,12,,,,
31.01.2020 05:00,-23.4,673.6,768.3,,76,Wind blowing from the south-southeast,1,,6,, ,,,-26.0,-4.5,,,,,,30.0,-26.4,No precipitation,6,,,,
31.01.2020 02:00,-21.6,674.5,768.1,-0.5,78,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-4.5,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
30.01.2020 23:00,-20.3,675.0,770.3,,77,Wind blowing from the south-southwest,1,,,, ,,,-26.0,-4.5,,,,,,23.0,-23.3,No precipitation,6,,,,
30.01.2020 20:00,-16.6,675.6,772.5,,81,Wind blowing from the south,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-4.5,,,2500 or more  or no clouds.,,,24.0,-19.1,No precipitation,12,,,,
30.01.2020 17:00,-8.8,676.0,771.2,,73,Wind blowing from the south,2,,6,20–30%., ,,,-26.0,-4.5,,,600-1000,,,30.0,-12.9,No precipitation,6,,,,
30.01.2020 14:00,-4.5,676.2,770.3,-1.8,44,Wind blowing from the south,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-4.5,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
30.01.2020 11:00,-14.4,678.0,773.9,,67,Wind blowing from the north-northwest,1,,2,20–30%., ,,,-26.0,,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,6,,,,
30.01.2020 08:00,-25.5,679.0,777.0,,74,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,,,,,,,30.0,-28.8,No precipitation,12,,,,
30.01.2020 05:00,-24.9,679.3,775.9,,74,Wind blowing from the south,0,,2,, ,,,-25.0,-6.4,,,,,,30.0,-28.2,No precipitation,6,,,,
30.01.2020 02:00,-23.2,680.3,775.4,-1.2,76,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-6.4,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,12,,,,
29.01.2020 23:00,-21.1,681.5,777.7,,79,Calm  no wind,0,,,, ,,,-24.6,-6.4,,,,,,30.0,-23.8,No precipitation,6,,,,
29.01.2020 20:00,-19.2,682.2,780.3,0.3,78,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-6.4,,,,,,30.0,-22.1,No precipitation,12,,,,
29.01.2020 17:00,-12.9,681.9,778.6,,59,Wind blowing from the north-northwest,1,,6,no clouds, ,,,-24.6,-6.4,,,,,,21.0,-19.4,No precipitation,6,,,,
29.01.2020 14:00,-6.7,681.9,777.2,-1.0,48,Wind blowing from the north-northwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-5.3,,,,,,30.0,-16.1,No precipitation,12,,,,
29.01.2020 11:00,-13.5,682.9,779.2,,66,Wind blowing from the north,1,,2,no clouds, ,,,-24.6,,,,,,,30.0,-18.5,No precipitation,6,,,,
29.01.2020 08:00,-24.2,683.1,781.2,0.1,76,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,,,,,,,30.0,-27.2,No precipitation,12,,,,
29.01.2020 05:00,-24.2,683.0,779.8,,76,Wind blowing from the south,1,,2,, ,,,-24.4,-5.3,,,,,,28.0,-27.2,No precipitation,6,,,,
29.01.2020 02:00,-22.9,683.1,778.6,,77,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-5.3,,,2500 or more  or no clouds.,,,30.0,-25.8,No precipitation,12,,,,
28.01.2020 23:00,-20.6,682.9,779.5,,79,Wind blowing from the south,1,,,, ,,,-24.4,-5.3,,,,,,30.0,-23.3,No precipitation,6,,,,
28.01.2020 20:00,-18.7,682.6,780.7,0.9,78,Wind blowing from the south-southwest,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-5.3,,,,,,30.0,-21.6,No precipitation,12,,,,
28.01.2020 17:00,-12.5,681.7,778.3,,62,Wind blowing from the north-west,2,,5,no clouds, ,,,-24.4,-5.3,,,,,,30.0,-18.3,No precipitation,6,,,,
28.01.2020 14:00,-6.7,681.1,776.2,,48,Wind blowing from the north-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-6.1,,,,,,30.0,-16.1,No precipitation,12,,,,
28.01.2020 11:00,-14.5,681.7,778.1,,73,Wind blowing from the west-northwest,0,,2,no clouds, ,,,-24.4,,,,,,,24.0,-18.3,No precipitation,6,,,,
28.01.2020 08:00,-24.2,681.4,779.2,0.8,74,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,,,,,,,28.0,-27.5,No precipitation,12,,,,
28.01.2020 05:00,-23.8,680.6,777.1,,76,Wind blowing from the south-southeast,1,,2,, ,,,-23.8,-6.1,,,,,,30.0,-26.8,No precipitation,6,,,,
28.01.2020 02:00,-22.7,680.5,775.6,,76,Wind blowing from the south,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-6.1,,,2500 or more  or no clouds.,,,30.0,-25.8,No precipitation,12,,,,
27.01.2020 23:00,-20.7,679.8,775.6,,79,Wind blowing from the south,1,,,, ,,,-21.8,-6.1,,,,,,21.0,-23.4,No precipitation,6,,,,
27.01.2020 20:00,-17.8,679.6,776.5,0.5,79,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-6.1,,,,,,26.0,-20.6,No precipitation,12,,,,
27.01.2020 17:00,-12.7,679.1,774.9,,64,Wind blowing from the north-west,1,,6,no clouds, ,,,-21.8,-6.1,,,,,,30.0,-18.1,No precipitation,6,,,,
27.01.2020 14:00,-6.7,678.1,772.4,-0.6,50,Wind blowing from the north-northwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-4.6,,,,,,30.0,-15.6,No precipitation,12,,,,
27.01.2020 11:00,-13.4,678.7,774.3,,69,Wind blowing from the north-northwest,1,,4,no clouds, ,,,-21.8,-4.6,,,,,,30.0,-18.0,No precipitation,6,,,,
27.01.2020 08:00,-21.0,678.8,775.6,-0.1,79,Wind blowing from the south-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,25.0,-23.7,No precipitation,12,,,,
27.01.2020 05:00,-21.4,678.9,774.8,,79,Wind blowing from the south-southeast,1,,4,, ,,,-28.0,-4.6,,,,,,30.0,-24.1,No precipitation,6,,,,
27.01.2020 02:00,-20.2,679.3,774.0,-0.3,79,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-4.6,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
26.01.2020 23:00,-19.6,679.6,776.0,,76,Wind blowing from the north-northwest,0,,,, ,,,-28.0,-4.6,,,,,,30.0,-22.8,No precipitation,6,,,,
26.01.2020 20:00,-18.0,680.0,778.3,0.0,73,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-4.6,,,,,,30.0,-21.7,No precipitation,12,,,,
26.01.2020 17:00,-13.4,680.0,777.3,,56,Wind blowing from the south-east,1,,3,no clouds, ,,,-28.0,-4.6,,,,,,30.0,-20.3,No precipitation,6,,,,
26.01.2020 14:00,-7.8,680.7,776.8,-1.0,42,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-7.8,,,,,,30.0,-18.5,No precipitation,12,,,,
