Local time in Hong Kong (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 02:00,17.4,764.8,765.5,-0.7,68,Wind blowing from the east,8,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altostratus opacus or Nimbostratus.,,23.0,11.3,No precipitation,6,,,,
05.02.2020 23:00,18.1,765.5,766.2,0.5,71,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altostratus opacus or Nimbostratus.,,21.0,12.8,,,,,,
05.02.2020 20:00,18.1,765.0,765.7,1.3,74,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,20.7,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altostratus opacus or Nimbostratus.,,21.0,13.4,No precipitation,12,,,,
05.02.2020 17:00,18.2,763.7,764.4,-0.5,75,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,25.0,13.7,,,,,,
05.02.2020 14:00,19.0,764.2,764.9,-1.7,70,Wind blowing from the east-southeast,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,26.0,13.4,No precipitation,6,,,,
05.02.2020 11:00,19.7,765.9,766.6,0.6,69,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altostratus opacus or Nimbostratus.,,26.0,13.9,,,,,,
05.02.2020 08:00,17.0,765.3,766.0,1.1,85,Wind blowing from the north-east,6,,,90  or more  but not 100%, ,,,17.0,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altostratus opacus or Nimbostratus.,,16.0,14.4,No precipitation,12,,,,
05.02.2020 05:00,17.3,764.2,764.9,-0.6,83,Wind blowing from the north-northeast,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,20.0,14.4,,,,,,
05.02.2020 02:00,17.7,764.8,765.6,-0.7,79,Wind blowing from the north-east,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,21.0,13.9,No precipitation,6,,,,
04.02.2020 23:00,18.0,765.5,766.2,1.0,77,Wind blowing from the north-northeast,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,17.0,13.9,,,,,,
04.02.2020 20:00,18.4,764.5,765.2,0.9,74,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,18.9,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,18.0,13.7,0.1,12,,,,
04.02.2020 17:00,18.0,763.6,764.3,-0.5,80,Wind blowing from the north-northwest,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,17.0,14.5,,,,,,
04.02.2020 14:00,17.8,764.1,764.8,-1.3,78,Wind blowing from the north-northwest,4,,,90  or more  but not 100%,Clouds generally forming or developing. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,20.0,13.9,0.1,6,,,,
04.02.2020 11:00,17.7,765.4,766.2,-0.3,81,Wind blowing from the east,5,,,60%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,24.0,14.4,,,,,,
04.02.2020 08:00,15.0,765.7,766.4,1.1,92,Wind blowing from the north-east,4,,,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Rain.,14.9,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,200-300,,,7.0,13.7,6.0,12,,,,
04.02.2020 05:00,15.8,764.6,765.3,0.1,92,Wind blowing from the north-northwest,3,,,90  or more  but not 100%,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,100-200,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,4.3,14.5,,,,,,
04.02.2020 02:00,17.2,764.5,765.2,-0.5,78,Wind blowing from the east,6,,,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,12.0,13.4,0.2,6,,,,
03.02.2020 23:00,17.7,765.0,765.7,0.3,82,Wind blowing from the east-northeast,3,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,9.0,14.6,,,,,,
03.02.2020 20:00,18.7,764.7,765.4,1.5,77,Wind blowing from the south-southeast,3,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,22.7,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,7.0,14.5,0.2,12,,,,
03.02.2020 17:00,21.0,763.2,763.9,-0.5,64,Wind blowing from the east-southeast,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,17.0,13.8,,,,,,
03.02.2020 14:00,20.8,763.7,764.4,-2.5,63,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1000-1500,Altocumulus translucidus at a single level.,,19.0,13.5,No precipitation,6,,,,
03.02.2020 11:00,20.1,766.2,766.9,0.8,67,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,17.0,13.8,,,,,,
03.02.2020 08:00,17.9,765.4,766.0,1.1,73,Wind blowing from the east,6,,,20–30%., ,,,16.2,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,16.0,12.9,No precipitation,12,,,,
03.02.2020 05:00,17.2,764.3,765.0,-0.2,76,Wind blowing from the east,4,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,14.0,13.0,,,,,,
03.02.2020 02:00,17.7,764.5,765.2,-1.1,79,Wind blowing from the east,5,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,14.0,13.9,No precipitation,6,,,,
02.02.2020 23:00,18.5,765.6,766.3,-0.1,71,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,14.0,13.1,,,,,,
02.02.2020 20:00,18.5,765.7,766.4,0.9,68,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,21.0,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,14.0,12.5,No precipitation,12,,,,
02.02.2020 17:00,19.3,764.8,765.5,-0.6,65,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,14.0,12.5,,,,,,
02.02.2020 14:00,20.0,765.4,766.1,-2.2,61,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,12.0,12.1,No precipitation,6,,,,
02.02.2020 11:00,18.8,767.6,768.4,0.5,66,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,10.0,12.3,,,,,,
02.02.2020 08:00,16.9,767.1,767.8,1.6,74,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,16.4,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,10.0,12.2,No precipitation,12,,,,
02.02.2020 05:00,16.6,765.5,766.2,0.4,77,Wind blowing from the east,7,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,,9.0,12.6,,,,,,
02.02.2020 02:00,16.7,765.1,765.8,-0.9,77,Wind blowing from the east,9,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,,11.0,12.7,No precipitation,6,,,,
01.02.2020 23:00,16.7,766.0,766.7,0.0,67,Wind blowing from the east,6,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,14.0,10.4,,,,,,
01.02.2020 20:00,16.5,766.0,766.6,1.1,60,Wind blowing from the east,7,,,20–30%., ,,,,20.4,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,15.0,8.7,No precipitation,12,,,,
01.02.2020 17:00,18.2,764.9,765.6,-0.3,61,Wind blowing from the east,7,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,No Altocumulus  Altostratus or Nimbostratus.,No Cirrus  Cirrocumulus or Cirrostratus.,11.0,10.4,,,,,,
01.02.2020 14:00,19.4,765.2,765.9,-2.2,46,Wind blowing from the east,7,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,No Altocumulus  Altostratus or Nimbostratus.,No Cirrus  Cirrocumulus or Cirrostratus.,13.0,7.4,No precipitation,6,,,,
01.02.2020 11:00,17.7,767.4,768.1,0.4,53,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,15.0,8.0,,,,,,
01.02.2020 08:00,15.7,767.0,767.7,0.7,63,Wind blowing from the east,7,,,20–30%., ,,,13.2,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,20–30%.,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,15.0,8.7,No precipitation,12,,,,
01.02.2020 05:00,14.4,766.3,766.9,-0.2,65,Wind blowing from the east,4,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,no clouds,2500 or more  or no clouds.,No Altocumulus  Altostratus or Nimbostratus.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,16.0,7.8,,,,,,
01.02.2020 02:00,14.5,766.5,767.2,-0.4,64,Wind blowing from the east,4,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,no clouds,2500 or more  or no clouds.,No Altocumulus  Altostratus or Nimbostratus.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,12.0,7.8,No precipitation,6,,,,
31.01.2020 23:00,14.0,766.9,767.6,0.5,55,Wind blowing from the south-east,3,,,no clouds, ,,,,,,,,,,18.0,4.9,,,,,,
31.01.2020 20:00,15.1,766.4,767.1,1.2,48,Wind blowing from the south-east,3,,,10%  or less  but not 0, ,,,,19.6,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,no clouds,2500 or more  or no clouds.,No Altocumulus  Altostratus or Nimbostratus.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,24.0,4.1,No precipitation,12,,,,
31.01.2020 17:00,17.1,765.2,765.9,-0.5,40,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,22.0,3.3,,,,,,
31.01.2020 14:00,19.0,765.7,766.4,-2.3,31,Wind blowing from the north-northwest,3,,,no clouds, ,,,,,,,,,,25.0,1.3,No precipitation,6,,,,
31.01.2020 11:00,17.0,768.0,768.7,0.8,27,Wind blowing from the north-east,4,,,no clouds, ,,,,,,,,,,19.0,-2.2,,,,,,
31.01.2020 08:00,13.4,767.2,768.0,1.4,36,Wind blowing from the east-northeast,4,,,no clouds, ,,,10.6,,,,,,,18.0,-1.4,No precipitation,12,,,,
31.01.2020 05:00,11.2,765.8,766.5,-0.1,44,Wind blowing from the north-east,6,,,no clouds, ,,,,,,,,,,17.0,-0.6,,,,,,
31.01.2020 02:00,14.3,765.9,766.6,-0.1,29,Wind blowing from the north-east,6,,,no clouds, ,,,,,,,,,,20.0,-3.6,No precipitation,6,,,,
30.01.2020 23:00,15.7,766.0,766.6,0.2,24,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,22.0,-4.8,,,,,,
30.01.2020 20:00,15.6,765.8,766.5,1.3,32,variable wind direction,1,,,no clouds, ,,,,19.5,,,,,,26.0,-1.3,No precipitation,12,,,,
30.01.2020 17:00,18.1,764.5,765.2,-0.8,21,Wind blowing from the north,5,,,no clouds, ,,,,,,,,,,22.0,-4.9,,,,,,
30.01.2020 14:00,17.0,765.3,766.0,-2.5,24,Wind blowing from the north-northwest,5,,,no clouds, ,,,,,,,,,,23.0,-3.6,No precipitation,6,,,,
30.01.2020 11:00,15.7,767.8,768.5,0.6,26,Wind blowing from the north,7,,,no clouds, ,,,,,,,,,,17.0,-3.9,,,,,,
30.01.2020 08:00,11.7,767.2,767.9,1.5,37,Wind blowing from the north-east,7,,,10%  or less  but not 0, ,,,11.4,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,no clouds,2500 or more  or no clouds.,No Altocumulus  Altostratus or Nimbostratus.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,20.0,-2.5,No precipitation,12,,,,
30.01.2020 05:00,12.0,765.7,766.4,-0.1,40,Wind blowing from the north-northeast,4,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,24.0,-1.4,,,,,,
30.01.2020 02:00,13.1,765.8,766.5,-0.1,39,Wind blowing from the north-northeast,3,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,27.0,-0.5,No precipitation,6,,,,
29.01.2020 23:00,14.7,765.9,766.6,0.8,37,Wind blowing from the north-east,7,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,23.0,0.1,,,,,,
29.01.2020 20:00,15.5,765.1,765.7,1.2,38,Wind blowing from the north-northeast,4,,,20–30%., ,,,,17.2,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,27.0,1.1,No precipitation,12,,,,
29.01.2020 17:00,16.6,763.9,764.6,-0.5,35,Wind blowing from the north,3,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,25.0,0.9,,,,,,
29.01.2020 14:00,14.3,764.4,765.1,-2.4,41,Wind blowing from the north-northwest,4,,,70 – 80%., ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,20.0,1.2,No precipitation,6,,,,
29.01.2020 11:00,12.3,766.8,767.5,-0.1,46,Wind blowing from the north,6,,,90  or more  but not 100%, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,70 – 80%.,2000-2500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,24.0,0.8,,,,,,
