Local time in Leting,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 05:00,-8.8,777.7,778.6,,60,Wind blowing from the north-east,3,,7,, ,,,-9.6,-4.1,,,,,,30.0,-15.2,No precipitation,6,,,,
06.02.2020 02:00,-9.4,778.7,779.7,-0.2,62,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-4.1,,,2500 or more  or no clouds.,,,29.0,-15.5,No precipitation,12,,,,
05.02.2020 23:00,-8.2,778.9,779.8,,61,Wind blowing from the east-northeast,2,,9,, ,,,-8.2,-4.1,,,,,,24.0,-14.4,No precipitation,6,,,,
05.02.2020 20:00,-7.1,778.6,779.6,0.7,57,Wind blowing from the east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-4.1,,,,,,25.0,-14.2,No precipitation,12,,,,
05.02.2020 17:00,-6.1,777.9,778.9,,47,Wind blowing from the east-southeast,4,,9,no clouds, ,,,-8.2,-2.8,,,,,,30.0,-15.8,No precipitation,6,,,,
05.02.2020 14:00,-4.1,777.7,778.6,,34,Wind blowing from the east,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-0.6,,,,,,30.0,-17.6,No precipitation,12,,,,
05.02.2020 11:00,-4.5,778.9,779.8,,36,Wind blowing from the east,4,,9,no clouds, ,,,-8.2,-0.6,,,,,,30.0,-17.3,No precipitation,6,,,,
05.02.2020 08:00,-7.3,778.5,779.5,1.4,49,Wind blowing from the east,4,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-0.6,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
05.02.2020 05:00,-7.2,777.1,778.0,,58,Wind blowing from the east,4,,9,, ,,,-8.2,-0.6,,,,,,30.0,-14.1,No precipitation,6,,,,
05.02.2020 02:00,-7.4,776.7,777.7,,59,Wind blowing from the east-northeast,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,-0.6,,,2500 or more  or no clouds.,,,28.0,-14.2,No precipitation,12,,,,
04.02.2020 23:00,-6.5,775.8,776.8,,62,Wind blowing from the north-east,1,,9,, ,,,-6.5,-0.6,,,,,,20.0,-12.6,No precipitation,6,,,,
04.02.2020 20:00,-4.7,774.5,775.5,1.8,52,Wind blowing from the east-northeast,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,-0.6,,,,,,17.0,-13.1,No precipitation,12,,,,
04.02.2020 17:00,-2.7,772.7,773.7,,42,Wind blowing from the east-southeast,3,,11,no clouds, ,,,-4.5,0.5,,,,,,30.0,-14.1,No precipitation,6,,,,
04.02.2020 14:00,-1.1,772.0,773.0,,35,Wind blowing from the east,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,1.9,,,,,,30.0,-14.6,No precipitation,12,,,,
04.02.2020 11:00,-2.1,773.2,774.2,,46,Wind blowing from the east,5,,11,no clouds, ,,,-4.5,,,,,,,30.0,-12.4,No precipitation,6,,,,
04.02.2020 08:00,-2.5,771.9,772.9,2.6,61,Wind blowing from the east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,1.9,,,2500 or more  or no clouds.,,,25.0,-9.0,No precipitation,12,,,,
04.02.2020 05:00,-3.1,769.3,770.2,,74,Wind blowing from the east-northeast,2,,5,, ,,,-8.0,1.9,,,,,,15.0,-7.2,No precipitation,6,,,,
04.02.2020 02:00,-3.9,768.7,769.7,,65,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,1.9,,,2500 or more  or no clouds.,,,16.0,-9.5,No precipitation,12,,,,
03.02.2020 23:00,-3.1,768.5,769.5,,77,Wind blowing from the east-southeast,1,,9,, ,,,-8.0,1.9,,,,,,12.0,-6.6,No precipitation,6,,,,
03.02.2020 20:00,-1.5,768.6,769.6,-0.1,64,Wind blowing from the south,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,1.9,,,,,,18.0,-7.6,No precipitation,12,,,,
03.02.2020 17:00,0.5,768.7,769.6,,46,Wind blowing from the south-west,4,,9,no clouds, ,,,-8.0,1.9,,,,,,30.0,-9.8,No precipitation,6,,,,
03.02.2020 14:00,0.9,769.9,770.8,-2.7,28,Wind blowing from the west-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,1.2,,,,,,30.0,-15.6,No precipitation,12,,,,
03.02.2020 11:00,-1.9,772.6,773.6,,32,Wind blowing from the south,2,,5,no clouds, ,,,-8.0,0.7,,,,,,30.0,-16.4,No precipitation,6,,,,
03.02.2020 08:00,-6.4,772.6,773.5,-0.1,40,Wind blowing from the east-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,0.7,,,,,,26.0,-17.8,No precipitation,12,,,,
03.02.2020 05:00,-6.6,772.7,773.7,,41,Wind blowing from the north-east,2,,5,, ,,,-6.6,0.7,,,,,,30.0,-17.7,No precipitation,6,,,,
03.02.2020 02:00,-4.4,773.1,774.1,0.7,60,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,0.7,,,2500 or more  or no clouds.,,,23.0,-11.0,2.0,12,,,,
02.02.2020 23:00,-2.7,772.4,773.4,,91,Wind blowing from the north-east,1,,5,, ,,,-2.7,0.7,,,,,,10.0,-4.0,1.0,6,,,,
02.02.2020 20:00,-1.7,771.2,772.2,1.1,95,Wind blowing from the south-west,1,,6,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,0.7,,,1500-2000,,,4.3,-2.4,3.0,12,,,,
02.02.2020 17:00,-0.3,770.1,771.1,,95,Wind blowing from the east-northeast,1,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,0.7,,,2500 or more  or no clouds.,,,3.4,-1.0,0.7,6,,,,
02.02.2020 14:00,0.5,769.3,770.2,-1.7,82,Wind blowing from the east-southeast,2,,,100%.,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-1.8,3.8,,,1500-2000,,,11.0,-2.2,2.0,12,,,,
02.02.2020 11:00,-0.1,771.0,772.0,,90,Wind blowing from the east,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,,,,,,,6.0,-1.5,2.0,6,,,,
02.02.2020 08:00,-1.7,771.1,772.0,0.0,95,Wind blowing from the east,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,,,,1500-2000,,,2.5,-2.4,0.8,12,,,,
02.02.2020 05:00,-1.5,771.1,772.1,,83,Wind blowing from the north-east,3,,5,, ,,,-3.7,,,,,,,10.0,-4.0,No precipitation,6,,,,
02.02.2020 02:00,-1.2,771.8,772.7,-0.4,65,Wind blowing from the north-east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,5.7,,,2500 or more  or no clouds.,,,18.0,-7.1,No precipitation,12,,,,
01.02.2020 23:00,-0.8,772.2,773.1,,61,Wind blowing from the east-northeast,1,,7,, ,,,-3.7,5.7,,,,,,26.0,-7.4,No precipitation,6,,,,
01.02.2020 20:00,-0.7,772.3,773.2,,55,Wind blowing from the east-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,5.7,,,,,,20.0,-8.8,No precipitation,12,,,,
01.02.2020 17:00,0.6,771.7,772.6,,47,Wind blowing from the south-east,2,,,40%., ,,,-3.7,5.8,,,2500 or more  or no clouds.,,,30.0,-9.4,No precipitation,6,,,,
01.02.2020 14:00,3.8,771.1,772.0,-1.3,34,Wind blowing from the east-southeast,4,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,8.1,,,1000-1500,,,30.0,-10.6,No precipitation,12,,,,
01.02.2020 11:00,3.6,772.4,773.3,,36,Wind blowing from the north-east,1,,6,no clouds, ,,,-3.7,8.1,,,,,,29.0,-10.1,No precipitation,6,,,,
01.02.2020 08:00,-3.3,771.7,772.7,,69,Wind blowing from the north,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,8.1,,,,,,16.0,-8.2,No precipitation,12,,,,
01.02.2020 05:00,0.1,769.9,770.8,,26,Wind blowing from the north-northeast,2,,6,, ,,,-4.3,8.1,,,,,,30.0,-17.1,No precipitation,6,,,,
01.02.2020 02:00,1.8,768.4,769.3,0.7,23,Wind blowing from the north-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,8.1,,,2500 or more  or no clouds.,,,20.0,-17.1,No precipitation,12,,,,
31.01.2020 23:00,-1.2,767.7,768.6,,72,Wind blowing from the west,1,,6,,Mist. ,,,-4.3,8.1,,,,,,4.5,-5.6,No precipitation,6,,,,
31.01.2020 20:00,1.6,766.5,767.4,,66,Wind blowing from the west,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,8.1,,,,,,5.0,-4.1,No precipitation,12,,,,
31.01.2020 17:00,5.8,765.0,765.9,,48,Wind blowing from the west,2,,6,20–30%., ,,,-4.3,8.1,,,2500 or more  or no clouds.,,,8.0,-4.4,No precipitation,6,,,,
31.01.2020 14:00,7.6,765.1,766.0,-2.1,38,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,7.6,,,,,,13.0,-5.8,No precipitation,12,,,,
31.01.2020 11:00,3.5,767.2,768.1,,61,Wind blowing from the south-southwest,2,,3,no clouds, ,,,-4.3,5.8,,,,,,15.0,-3.5,No precipitation,6,,,,
31.01.2020 08:00,-3.8,767.5,768.4,0.4,81,Wind blowing from the east-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,,,,,,,8.0,-6.7,No precipitation,12,,,,
31.01.2020 05:00,-3.9,767.1,768.0,,83,Wind blowing from the east-northeast,1,,5,, ,,,-4.0,5.8,,,,,,16.0,-6.4,No precipitation,6,,,,
31.01.2020 02:00,-2.5,767.8,768.7,-0.5,81,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.8,,,2500 or more  or no clouds.,,,23.0,-5.3,No precipitation,12,,,,
30.01.2020 23:00,-2.3,768.3,769.2,,77,Wind blowing from the east-southeast,1,,,, ,,,-3.9,5.8,,,,,,16.0,-5.9,No precipitation,6,,,,
30.01.2020 20:00,-0.8,768.0,769.0,0.6,63,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.8,,,,,,18.0,-7.0,No precipitation,12,,,,
30.01.2020 17:00,2.0,767.4,768.3,,43,Wind blowing from the south-southwest,3,,6,no clouds, ,,,-3.9,5.8,,,,,,30.0,-9.3,No precipitation,6,,,,
30.01.2020 14:00,5.4,767.9,768.8,-1.7,19,Wind blowing from the north-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.4,,,,,,30.0,-16.4,No precipitation,12,,,,
30.01.2020 11:00,1.9,769.6,770.5,,28,Wind blowing from the east-northeast,3,,6,no clouds, ,,,-3.9,5.5,,,,,,30.0,-14.7,No precipitation,6,,,,
30.01.2020 08:00,-3.5,769.6,770.6,0.9,46,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,,,,,,,30.0,-13.7,No precipitation,12,,,,
30.01.2020 05:00,-2.7,768.7,769.6,,43,Wind blowing from the north,2,,5,, ,,,-2.8,5.5,,,,,,30.0,-13.8,No precipitation,6,,,,
30.01.2020 02:00,-2.2,769.0,769.9,-0.1,46,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,5.5,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
29.01.2020 23:00,-1.4,769.1,770.0,,42,Calm  no wind,0,,,, ,,,-1.5,5.5,,,,,,30.0,-12.7,No precipitation,6,,,,
29.01.2020 20:00,-0.8,768.7,769.6,0.8,58,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,5.5,,,,,,10.0,-8.2,No precipitation,12,,,,
29.01.2020 17:00,2.0,767.9,768.8,,45,Wind blowing from the east-southeast,2,,7,no clouds, ,,,-1.4,5.5,,,,,,30.0,-8.7,No precipitation,6,,,,
29.01.2020 14:00,5.5,767.4,768.3,,26,Wind blowing from the north-northeast,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,5.5,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
29.01.2020 11:00,2.3,768.9,769.8,,38,Wind blowing from the north-east,3,,7,20–30%., ,,,-1.4,3.8,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,6,,,,
29.01.2020 08:00,-1.2,768.8,769.7,0.5,55,Wind blowing from the north-east,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,3.8,,,2500 or more  or no clouds.,,,29.0,-9.3,0.4,12,,,,
29.01.2020 05:00,-1.2,768.3,769.2,,91,Wind blowing from the east-northeast,1,,,,Mist. ,,,-1.2,3.8,,,,,,6.0,-2.5,No precipitation,6,,,,
29.01.2020 02:00,0.0,768.7,769.6,,95,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,3.8,,,2500 or more  or no clouds.,,,2.3,-0.7,1.0,12,,,,
28.01.2020 23:00,0.1,768.7,769.6,,95,Wind blowing from the west-northwest,1,,6,,Mist. ,,,-1.5,3.8,,,,,,2.4,-0.6,1.0,6,,,,
28.01.2020 20:00,0.6,768.8,769.7,1.0,95,Wind blowing from the east-northeast,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,3.8,,,2500 or more  or no clouds.,,,3.4,-0.1,1.0,12,,,,
28.01.2020 17:00,1.0,767.8,768.7,,95,Wind blowing from the east-southeast,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,3.8,,,1500-2000,,,3.4,0.3,0.1,6,,,,
28.01.2020 14:00,3.0,767.2,768.1,,81,Wind blowing from the east-northeast,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-1.5,5.3,,,2500 or more  or no clouds.,,,6.0,0.1,0.5,12,,,,
28.01.2020 11:00,1.5,768.3,769.2,,95,Wind blowing from the east-northeast,3,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,5.3,,,1500-2000,,,2.8,0.8,0.4,6,,,,
28.01.2020 08:00,1.2,767.6,768.5,0.6,43,Wind blowing from the east-northeast,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,5.3,,,1500-2000,,,12.0,-10.0,No precipitation,12,,,,
28.01.2020 05:00,0.9,767.0,767.9,,31,Wind blowing from the east-northeast,2,,,, ,,,-1.8,5.3,,,,,,11.0,-14.3,No precipitation,6,,,,
28.01.2020 02:00,-0.3,767.7,768.6,0.1,50,Wind blowing from the east-northeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,5.3,,,2500 or more  or no clouds.,,,9.0,-9.7,No precipitation,12,,,,
27.01.2020 23:00,-1.4,767.6,768.5,,65,Wind blowing from the west-northwest,1,,5,, ,,,-2.7,5.3,,,,,,10.0,-7.3,No precipitation,6,,,,
27.01.2020 20:00,0.3,767.7,768.6,0.7,53,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,5.3,,,,,,7.0,-8.2,No precipitation,12,,,,
27.01.2020 17:00,3.7,767.0,767.9,,26,Wind blowing from the east-northeast,1,,5,20–30%., ,,,-2.7,5.3,,,2500 or more  or no clouds.,,,9.0,-14.0,No precipitation,6,,,,
