Local time in Macheng,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 02:00,3.4,762.2,769.2,,94,Wind blowing from the north-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.0,,,2500 or more  or no clouds.,,,2.1,2.5,No precipitation,12,,,,
03.02.2020 20:00,8.9,762.5,769.6,0.9,61,Wind blowing from the north,1,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.0,,,2500 or more  or no clouds.,,,4.1,1.8,No precipitation,12,,,,
03.02.2020 17:00,13.9,761.6,768.6,,36,Wind blowing from the south-west,2,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-0.9,,,,,,
03.02.2020 14:00,14.4,762.4,769.4,,34,Wind blowing from the south-southwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,14.5,,,2500 or more  or no clouds.,,,8.0,-1.2,No precipitation,12,,,,
03.02.2020 11:00,9.4,765.2,772.3,,63,Calm  no wind,0,,,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,13.5,,,2500 or more  or no clouds.,,,3.8,2.7,No precipitation,6,,,,
03.02.2020 08:00,2.9,764.8,771.9,1.6,100,Wind blowing from the north,2,,5,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,13.5,,,2500 or more  or no clouds.,,,0.8,2.9,No precipitation,12,,,,
03.02.2020 05:00,4.3,763.2,770.2,,100,Wind blowing from the north,2,,5,,Mist. ,,,4.3,13.5,,,,,,1.3,4.3,No precipitation,6,,,,
03.02.2020 02:00,6.3,763.9,770.9,,99,Wind blowing from the east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,13.5,,,2500 or more  or no clouds.,,,2.6,6.2,0.1,12,,,,
02.02.2020 20:00,8.9,763.0,770.0,1.5,73,Wind blowing from the west,1,,4,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,13.5,,,2500 or more  or no clouds.,,,4.6,4.3,0.1,12,,,,
02.02.2020 17:00,10.2,761.5,768.4,,68,Wind blowing from the south-southeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,14.2,,,2500 or more  or no clouds.,,,2.6,4.6,0.1,6,,,,
02.02.2020 14:00,13.2,761.1,768.0,-1.9,43,Wind blowing from the west,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,16.9,,,2500 or more  or no clouds.,,,9.0,0.9,Trace of precipitation,12,,,,
02.02.2020 11:00,8.9,763.0,769.9,,65,Wind blowing from the north,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,,,,2500 or more  or no clouds.,,,4.8,2.7,No precipitation,6,,,,
02.02.2020 08:00,7.9,762.1,769.0,1.1,68,Wind blowing from the north-east,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,16.9,,,2500 or more  or no clouds.,,,6.0,2.2,No precipitation,12,,,,
02.02.2020 05:00,7.8,761.0,767.9,,69,Wind blowing from the north,2,,4,,Haze. ,,,1.3,16.9,,,,,,6.0,2.5,No precipitation,6,,,,
02.02.2020 02:00,8.6,761.4,768.3,,65,Wind blowing from the north,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,16.9,,,2500 or more  or no clouds.,,,5.0,2.4,No precipitation,12,,,,
01.02.2020 20:00,11.6,761.1,768.1,,44,Wind blowing from the north,0,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,16.9,,,2500 or more  or no clouds.,,,6.0,-0.2,No precipitation,12,,,,
01.02.2020 17:00,14.2,759.9,766.9,,32,Wind blowing from the west,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,12.0,-2.2,,,,,,
01.02.2020 14:00,16.3,760.1,767.1,,24,Wind blowing from the south-southeast,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,16.5,,,2500 or more  or no clouds.,,,15.0,-4.3,No precipitation,12,,,,
01.02.2020 11:00,12.3,762.4,769.4,,41,Wind blowing from the south-southwest,2,,4,70 – 80%., ,,,1.3,14.3,,,2500 or more  or no clouds.,,,8.0,-0.6,No precipitation,6,,,,
01.02.2020 08:00,2.1,762.4,769.5,,86,Wind blowing from the north,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,14.3,,,2500 or more  or no clouds.,,,4.2,0.0,No precipitation,12,,,,
01.02.2020 05:00,1.5,761.5,768.4,,82,Wind blowing from the west,1,,4,,Mist. ,,,-1.3,14.3,,,,,,4.0,-1.2,No precipitation,6,,,,
01.02.2020 02:00,1.8,761.8,768.8,,83,Wind blowing from the north-northwest,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,14.3,,,2500 or more  or no clouds.,,,3.9,-0.8,No precipitation,12,,,,
31.01.2020 20:00,8.9,761.8,768.9,1.0,45,Calm  no wind,0,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,14.3,,,2500 or more  or no clouds.,,,5.0,-2.4,No precipitation,12,,,,
31.01.2020 17:00,12.9,760.8,767.8,,36,Wind blowing from the west,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,7.0,-1.8,,,,,,
31.01.2020 14:00,13.2,761.3,768.3,-2.1,36,Wind blowing from the west,3,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.7,,,2500 or more  or no clouds.,,,7.0,-1.5,No precipitation,12,,,,
31.01.2020 11:00,8.7,763.4,770.5,,56,Wind blowing from the south,2,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.1,,,2500 or more  or no clouds.,,,5.0,0.4,No precipitation,6,,,,
31.01.2020 08:00,-0.8,763.0,770.2,,99,Wind blowing from the north-northeast,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.1,,,,,,2.0,-0.9,No precipitation,12,,,,
31.01.2020 05:00,-0.6,762.2,769.3,,99,Calm  no wind,0,,,,Mist. ,,,-0.8,13.1,,,,,,1.6,-0.7,No precipitation,6,,,,
31.01.2020 02:00,1.3,762.7,769.8,,83,Wind blowing from the north-east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,13.1,,,2500 or more  or no clouds.,,,2.9,-1.3,No precipitation,12,,,,
30.01.2020 20:00,7.7,762.4,769.5,,50,Wind blowing from the east-northeast,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,13.1,,,,,,6.0,-2.3,No precipitation,12,,,,
30.01.2020 17:00,11.7,761.7,768.7,,36,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,8.0,-2.9,,,,,,
30.01.2020 14:00,12.1,762.1,769.2,-2.1,38,Wind blowing from the north-northwest,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.3,,,,,,6.0,-1.8,No precipitation,12,,,,
30.01.2020 11:00,8.0,764.2,771.3,,58,Wind blowing from the north-east,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,11.1,,,,,,4.8,0.2,No precipitation,6,,,,
30.01.2020 08:00,-0.5,763.3,770.4,,100,Wind blowing from the north,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,11.1,,,,,,1.9,-0.5,No precipitation,12,,,,
30.01.2020 05:00,0.5,762.2,769.3,,100,Wind blowing from the north,2,,5,,Mist. ,,,-1.9,11.1,,,,,,1.4,0.5,No precipitation,6,,,,
30.01.2020 02:00,2.0,762.7,769.8,,95,Wind blowing from the north,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,11.1,,,2500 or more  or no clouds.,,,2.0,1.3,No precipitation,12,,,,
29.01.2020 20:00,8.0,762.2,769.3,0.8,66,Wind blowing from the south-east,2,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,11.1,,,2500 or more  or no clouds.,,,4.9,2.0,No precipitation,12,,,,
29.01.2020 17:00,10.2,761.4,768.4,,54,Wind blowing from the south,3,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,11.1,,,2500 or more  or no clouds.,,,7.0,1.3,No precipitation,6,,,,
29.01.2020 14:00,10.1,762.1,769.1,-2.3,57,Wind blowing from the south-west,3,,7,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,10.1,,,2500 or more  or no clouds.,,,5.0,2.0,No precipitation,12,,,,
29.01.2020 11:00,5.8,764.4,771.5,,76,Wind blowing from the south,2,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,7.9,,,2500 or more  or no clouds.,,,4.6,1.9,No precipitation,6,,,,
29.01.2020 08:00,-1.2,764.0,771.2,0.7,100,Wind blowing from the east-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,7.9,,,,,,2.6,-1.2,No precipitation,12,,,,
29.01.2020 05:00,-1.0,763.3,770.5,,100,Wind blowing from the east,1,,4,,Mist. ,,,-1.2,7.9,,,,,,2.1,-1.0,No precipitation,6,,,,
29.01.2020 02:00,0.5,763.6,770.8,,99,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,7.9,,,2500 or more  or no clouds.,,,3.3,0.4,No precipitation,12,,,,
28.01.2020 20:00,4.3,763.2,770.3,1.4,68,Wind blowing from the south-southwest,2,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,7.9,,,2500 or more  or no clouds.,,,5.0,-1.1,No precipitation,12,,,,
28.01.2020 17:00,7.0,761.8,768.9,,54,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%, ,,,2.0,7.9,,,2500 or more  or no clouds.,,,9.0,-1.7,No precipitation,6,,,,
28.01.2020 14:00,6.9,761.6,768.7,,52,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,6.9,,,2500 or more  or no clouds.,,,7.0,-2.3,No precipitation,12,,,,
28.01.2020 11:00,4.8,762.8,769.9,,71,Wind blowing from the north-west,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,4.8,,,2500 or more  or no clouds.,,,4.1,0.0,No precipitation,6,,,,
28.01.2020 08:00,2.2,762.4,769.6,0.8,97,Wind blowing from the north,0,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,4.4,,,2500 or more  or no clouds.,,,2.4,1.8,No precipitation,12,,,,
28.01.2020 05:00,2.1,761.6,768.7,,92,Wind blowing from the north-west,1,,7,,Mist. ,,,2.0,4.4,,,,,,2.7,0.9,No precipitation,6,,,,
28.01.2020 02:00,2.5,762.1,769.3,,87,Wind blowing from the north-northwest,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,4.4,,,2500 or more  or no clouds.,,,3.2,0.6,No precipitation,12,,,,
27.01.2020 20:00,3.4,762.1,769.3,1.0,78,Wind blowing from the north,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,4.4,,,2500 or more  or no clouds.,,,4.7,-0.1,No precipitation,12,,,,
27.01.2020 17:00,3.8,761.1,768.2,,80,Wind blowing from the north-northwest,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,4.4,,,,,,3.8,0.7,No precipitation,6,,,,
27.01.2020 14:00,4.2,761.3,768.4,-1.8,79,Wind blowing from the north-northwest,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,4.3,,,2500 or more  or no clouds.,,,11.0,0.9,No precipitation,12,,,,
27.01.2020 11:00,3.3,763.1,770.2,,80,Wind blowing from the north,4,,10,, ,,,1.7,3.9,,,,,,13.0,0.2,No precipitation,6,,,,
27.01.2020 08:00,2.2,762.5,769.6,0.6,86,Wind blowing from the north,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,,,,2500 or more  or no clouds.,,,9.0,0.1,No precipitation,12,,,,
27.01.2020 05:00,2.0,761.9,769.0,,87,Wind blowing from the north,3,,,, ,,,,,,,,,,7.0,0.1,,,,,,
27.01.2020 02:00,1.7,762.4,769.6,,93,Wind blowing from the north,5,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,3.9,,,2500 or more  or no clouds.,,,5.0,0.7,No precipitation,12,,,,
26.01.2020 20:00,2.4,762.8,769.9,0.7,81,Wind blowing from the north,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,4.7,,,2500 or more  or no clouds.,,,9.0,-0.5,Trace of precipitation,12,,,,
26.01.2020 17:00,2.9,762.1,769.2,,78,Wind blowing from the north,7,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,,,,2500 or more  or no clouds.,,,19.0,-0.6,No precipitation,6,,,,
26.01.2020 14:00,3.5,761.7,768.8,-1.6,86,Wind blowing from the north,7,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,,,,2500 or more  or no clouds.,,,17.0,1.4,3.0,12,,,,
26.01.2020 11:00,2.8,763.3,770.4,,94,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,,,,2500 or more  or no clouds.,,,15.0,1.9,1.0,6,,,,
26.01.2020 08:00,2.2,762.9,770.0,,100,Wind blowing from the north,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,6.5,,,2500 or more  or no clouds.,,,9.0,2.2,5.0,12,,,,
26.01.2020 05:00,2.3,762.8,769.9,,100,Wind blowing from the north-northwest,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.3,6.5,,,,,,2.9,2.3,3.0,6,,,,
26.01.2020 02:00,2.8,763.6,770.7,,100,Wind blowing from the north,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,6.5,,,2500 or more  or no clouds.,,,3.4,2.8,2.0,12,,,,
25.01.2020 20:00,4.7,764.3,771.4,,87,Wind blowing from the north,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.5,,,2500 or more  or no clouds.,,,7.0,2.7,0.3,12,,,,
25.01.2020 17:00,5.6,763.7,770.8,,80,Wind blowing from the north,4,,,100%., ,,,,,,,2500 or more  or no clouds.,,,17.0,2.3,,,,,,
25.01.2020 14:00,6.4,763.8,770.8,-1.6,77,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.6,,,2500 or more  or no clouds.,,,30.0,2.7,1.0,12,,,,
25.01.2020 11:00,5.0,765.4,772.5,,90,Wind blowing from the north,5,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.9,,,2500 or more  or no clouds.,,,17.0,3.5,0.9,6,,,,
25.01.2020 08:00,3.8,765.9,773.0,1.8,99,Wind blowing from the north,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.9,,,2500 or more  or no clouds.,,,4.3,3.7,1.0,12,,,,
25.01.2020 05:00,4.4,764.1,771.1,,94,Wind blowing from the north,5,,9,,Rain (not freezing) not falling as shower(s). ,,,4.4,7.9,,,,,,4.9,3.5,0.4,6,,,,
