Local time in Zhangwu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 23:00,-19.5,772.9,781.3,,62,Wind blowing from the south-east,1,,,, ,,,-20.3,-12.1,,,,,,17.0,-24.9,No precipitation,6,,,,
05.02.2020 20:00,-17.5,772.9,781.3,1.2,52,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-12.1,,,,,,22.0,-25.0,No precipitation,12,,,,
05.02.2020 17:00,-13.4,771.7,780.1,,38,Wind blowing from the north,2,,7,no clouds, ,,,-20.3,-11.8,,,,,,28.0,-24.7,No precipitation,6,,,,
05.02.2020 14:00,-12.6,771.4,779.7,,34,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-10.2,,,,,,30.0,-25.2,No precipitation,12,,,,
05.02.2020 11:00,-15.0,772.3,780.6,,36,Wind blowing from the north,3,,7,no clouds, ,,,-20.3,-10.2,,,,,,30.0,-26.8,No precipitation,6,,,,
05.02.2020 08:00,-19.9,771.7,780.1,1.2,49,Wind blowing from the north-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-10.2,,,,,,25.0,-27.9,No precipitation,12,,,,
05.02.2020 05:00,-19.3,770.5,778.8,,46,Wind blowing from the west-northwest,4,,7,, ,,,-19.3,-10.2,,,,,,30.0,-28.0,No precipitation,6,,,,
05.02.2020 02:00,-18.3,770.2,778.4,,44,Wind blowing from the west-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-10.2,,,2500 or more  or no clouds.,,,30.0,-27.6,No precipitation,12,,,,
04.02.2020 23:00,-16.6,769.3,777.4,,40,Wind blowing from the north-west,3,,,, ,,,-17.4,-10.2,,,,,,30.0,-27.1,No precipitation,6,,,,
04.02.2020 20:00,-14.4,768.1,776.3,1.3,35,Wind blowing from the north-west,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-9.3,,,,,,30.0,-26.5,No precipitation,12,,,,
04.02.2020 17:00,-11.7,766.8,775.0,,32,Wind blowing from the north-northwest,4,,13,no clouds, ,,,-17.4,-6.3,,,,,,30.0,-25.1,No precipitation,6,,,,
04.02.2020 14:00,-10.5,766.0,774.1,,29,Wind blowing from the north-west,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-4.9,,,,,,30.0,-25.1,No precipitation,12,,,,
04.02.2020 11:00,-11.7,767.0,775.1,,36,Wind blowing from the north-west,4,,10,no clouds, ,,,-17.4,-4.9,,,,,,30.0,-23.8,No precipitation,6,,,,
04.02.2020 08:00,-16.4,766.9,775.1,2.1,52,Wind blowing from the north-west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-4.9,,,,,,30.0,-24.0,No precipitation,12,,,,
04.02.2020 05:00,-15.5,764.8,772.9,,47,Wind blowing from the north-west,2,,10,, ,,,-15.5,-4.9,,,,,,30.0,-24.3,No precipitation,6,,,,
04.02.2020 02:00,-12.6,764.0,772.0,,38,Wind blowing from the north,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-4.9,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,12,,,,
03.02.2020 23:00,-11.8,762.0,769.9,,66,Wind blowing from the north,1,,,, ,,,-16.9,-4.9,,,,,,18.0,-17.0,No precipitation,6,,,,
03.02.2020 20:00,-9.8,761.4,769.4,0.5,56,Wind blowing from the south-east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-4.9,,,,,,18.0,-17.1,No precipitation,12,,,,
03.02.2020 17:00,-6.2,760.9,768.8,,44,Wind blowing from the south-southeast,4,,,60%., ,,,-16.9,-4.9,,,2500 or more  or no clouds.,,,28.0,-16.7,No precipitation,6,,,,
03.02.2020 14:00,-5.6,761.5,769.5,-2.6,34,Wind blowing from the south,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-5.2,,,,,,30.0,-19.0,No precipitation,12,,,,
03.02.2020 11:00,-7.6,764.1,772.1,,33,Wind blowing from the south,2,,8,no clouds, ,,,-16.9,-6.2,,,,,,30.0,-21.1,No precipitation,6,,,,
03.02.2020 08:00,-14.5,764.9,773.0,0.7,61,Wind blowing from the north-northwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-6.2,,,,,,11.0,-20.4,No precipitation,12,,,,
03.02.2020 05:00,-14.2,764.2,772.2,,64,Wind blowing from the west-northwest,4,,8,, ,,,-16.9,-6.2,,,,,,30.0,-19.5,No precipitation,6,,,,
03.02.2020 02:00,-16.9,764.2,772.3,0.0,67,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-6.2,,,2500 or more  or no clouds.,,,29.0,-21.7,No precipitation,12,,,,
02.02.2020 23:00,-11.8,764.2,772.3,,50,Wind blowing from the west,2,,,, ,,,-14.2,-6.2,,,,,,30.0,-20.1,No precipitation,6,,,,
02.02.2020 20:00,-9.3,764.1,772.1,0.3,43,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-6.2,,,,,,30.0,-19.6,No precipitation,12,,,,
02.02.2020 17:00,-7.2,763.8,771.8,,34,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%, ,,,-14.2,-3.1,,,1000-1500,,,30.0,-20.4,No precipitation,6,,,,
02.02.2020 14:00,-6.5,763.9,771.9,-1.8,29,Wind blowing from the north,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-1.2,,,1000-1500,,,30.0,-21.6,No precipitation,12,,,,
02.02.2020 11:00,-7.7,765.7,773.7,,32,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%, ,,,-14.2,-1.2,,,1000-1500,,,30.0,-21.5,No precipitation,6,,,,
02.02.2020 08:00,-10.8,766.0,774.1,0.6,45,Wind blowing from the west-northwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,,,,1000-1500,,,24.0,-20.4,No precipitation,12,,,,
02.02.2020 05:00,-11.9,765.4,773.4,,52,Wind blowing from the west-northwest,1,,3,, ,,,-14.2,-1.2,,,,,,30.0,-19.8,No precipitation,6,,,,
02.02.2020 02:00,-10.4,765.9,773.8,0.5,54,Wind blowing from the north-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-1.2,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
01.02.2020 23:00,-13.6,765.4,773.3,,77,Calm  no wind,0,,,, ,,,-13.8,-1.2,,,,,,9.0,-16.8,No precipitation,6,,,,
01.02.2020 20:00,-9.6,765.1,773.2,,66,Wind blowing from the south-southwest,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-1.2,,,,,,5.0,-14.8,No precipitation,12,,,,
01.02.2020 17:00,-3.0,764.3,772.2,,44,Wind blowing from the west-northwest,2,,10,no clouds, ,,,-12.2,-1.2,,,,,,30.0,-13.8,No precipitation,6,,,,
01.02.2020 14:00,-1.5,763.5,771.4,-0.9,39,Wind blowing from the north-west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-1.3,,,,,,30.0,-13.7,No precipitation,12,,,,
01.02.2020 11:00,-3.3,764.4,772.3,,43,Wind blowing from the west-northwest,4,,7,no clouds, ,,,-12.2,-3.2,,,,,,30.0,-14.1,No precipitation,6,,,,
01.02.2020 08:00,-9.0,764.2,772.2,,58,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,28.0,-15.8,No precipitation,12,,,,
01.02.2020 05:00,-10.0,762.8,770.8,,63,Wind blowing from the north-west,2,,6,, ,,,-18.2,-3.9,,,,,,30.0,-15.7,No precipitation,6,,,,
01.02.2020 02:00,-11.1,762.0,769.9,1.4,67,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-3.9,,,2500 or more  or no clouds.,,,29.0,-16.0,No precipitation,12,,,,
31.01.2020 23:00,-10.9,760.6,768.6,,78,Wind blowing from the west-northwest,1,,,, ,,,-18.2,-3.9,,,,,,8.0,-14.1,No precipitation,6,,,,
31.01.2020 20:00,-10.1,759.6,767.6,,71,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-3.9,,,,,,7.0,-14.4,No precipitation,12,,,,
31.01.2020 17:00,-5.9,758.7,766.6,,54,Wind blowing from the south-east,2,,4,no clouds, ,,,-18.2,-3.9,,,,,,12.0,-13.9,No precipitation,6,,,,
31.01.2020 14:00,-4.5,758.5,766.4,-1.6,46,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-4.3,,,,,,30.0,-14.6,No precipitation,12,,,,
31.01.2020 11:00,-8.0,760.1,768.1,,53,Wind blowing from the south,1,,3,no clouds, ,,,-18.2,-4.7,,,,,,25.0,-15.9,No precipitation,6,,,,
31.01.2020 08:00,-15.6,760.8,768.9,0.2,80,Wind blowing from the north-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-4.7,,,,,,15.0,-18.3,No precipitation,12,,,,
31.01.2020 05:00,-15.6,760.6,768.7,,80,Wind blowing from the north-west,1,,4,, ,,,-17.1,-4.7,,,,,,30.0,-18.3,No precipitation,6,,,,
31.01.2020 02:00,-14.4,761.2,769.2,-0.7,74,Wind blowing from the north-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-4.7,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
30.01.2020 23:00,-12.9,761.9,769.9,,68,Wind blowing from the north-west,2,,,, ,,,,,,,,,,30.0,-17.7,,,,,,
30.01.2020 20:00,-10.7,761.9,770.0,0.3,61,Wind blowing from the north-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-4.7,,,,,,28.0,-16.8,No precipitation,12,,,,
30.01.2020 17:00,-7.1,761.6,769.6,,52,Wind blowing from the north,2,,8,no clouds, ,,,-16.0,-4.7,,,,,,28.0,-15.5,No precipitation,6,,,,
30.01.2020 14:00,-5.0,761.7,769.6,-1.5,44,Wind blowing from the north,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-4.9,,,,,,30.0,-15.6,No precipitation,12,,,,
30.01.2020 11:00,-8.4,763.2,771.2,,53,Wind blowing from the north,4,,7,no clouds, ,,,-16.0,-6.3,,,,,,30.0,-16.3,No precipitation,6,,,,
30.01.2020 08:00,-15.3,763.6,771.7,0.5,71,Wind blowing from the north-west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-6.3,,,,,,18.0,-19.4,No precipitation,12,,,,
30.01.2020 05:00,-14.4,763.1,771.1,,70,Wind blowing from the north-west,3,,10,, ,,,-14.4,-6.3,,,,,,30.0,-18.7,No precipitation,6,,,,
30.01.2020 02:00,-12.7,763.6,771.6,-0.6,68,Wind blowing from the north,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-6.3,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
29.01.2020 23:00,-10.7,764.2,772.2,,65,Wind blowing from the north,4,,,, ,,,,,,,,,,30.0,-16.0,,,,,,
29.01.2020 20:00,-9.4,764.2,772.2,0.7,65,Wind blowing from the north,4,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-6.3,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
29.01.2020 17:00,-8.0,763.5,771.5,,59,Wind blowing from the north,4,,11,70 – 80%., ,,,-12.5,-4.5,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,6,,,,
29.01.2020 14:00,-6.5,762.7,770.6,,54,Wind blowing from the north,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.5,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
29.01.2020 11:00,-8.6,763.6,771.6,,57,Wind blowing from the north,5,,,60%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-15.6,,,,,,
29.01.2020 08:00,-12.2,763.6,771.7,0.8,66,Wind blowing from the north-northwest,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-0.8,,,2500 or more  or no clouds.,,,21.0,-17.4,No precipitation,12,,,,
29.01.2020 05:00,-11.7,762.8,770.8,,68,Wind blowing from the north,4,,9,, ,,,-11.7,-0.8,,,,,,20.0,-16.4,No precipitation,6,,,,
29.01.2020 02:00,-10.9,763.3,771.2,,69,Wind blowing from the north,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-0.8,,,2500 or more  or no clouds.,,,18.0,-15.5,No precipitation,12,,,,
28.01.2020 23:00,-9.7,763.5,771.4,,71,Wind blowing from the north,3,,,, ,,,-9.7,-0.8,,,,,,14.0,-14.1,No precipitation,6,,,,
28.01.2020 20:00,-7.6,763.2,771.1,0.8,67,Wind blowing from the north,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,-0.8,,,2500 or more  or no clouds.,,,19.0,-12.8,No precipitation,12,,,,
28.01.2020 17:00,-4.5,762.4,770.2,,58,Wind blowing from the north,4,,9,90  or more  but not 100%, ,,,-6.4,-0.8,,,2500 or more  or no clouds.,,,20.0,-11.5,No precipitation,6,,,,
28.01.2020 14:00,-1.4,761.8,769.6,,52,Wind blowing from the north,5,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,-0.5,,,2500 or more  or no clouds.,,,19.0,-10.0,No precipitation,12,,,,
28.01.2020 11:00,-2.4,762.2,770.0,,42,Calm  no wind,0,,,70 – 80%., ,,,-6.4,-0.5,,,2500 or more  or no clouds.,,,23.0,-13.6,No precipitation,6,,,,
28.01.2020 08:00,-5.6,761.8,769.6,0.9,52,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.5,,,2500 or more  or no clouds.,,,13.0,-13.9,No precipitation,12,,,,
28.01.2020 05:00,-6.1,760.9,768.7,,54,Wind blowing from the north-northwest,3,,4,, ,,,,-0.5,,,,,,27.0,-13.9,No precipitation,6,,,,
28.01.2020 02:00,-5.1,761.4,769.2,0.2,56,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.5,,,2500 or more  or no clouds.,,,22.0,-12.5,No precipitation,12,,,,
27.01.2020 23:00,-4.3,761.2,769.0,,56,Wind blowing from the north-west,1,,,, ,,,,-0.5,,,,,,18.0,-11.8,No precipitation,6,,,,
27.01.2020 20:00,-4.1,761.1,769.0,0.2,52,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-0.5,,,2500 or more  or no clouds.,,,11.0,-12.5,No precipitation,12,,,,
27.01.2020 17:00,-2.0,760.9,768.8,,51,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-0.5,,,2500 or more  or no clouds.,,,6.0,-10.8,No precipitation,6,,,,
27.01.2020 14:00,-0.6,761.1,769.0,-1.6,42,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-0.6,,,2500 or more  or no clouds.,,,18.0,-12.2,No precipitation,12,,,,
