Local time in Xining,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 02:00,-9.1,569.5,772.0,0.1,55,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.6,,,2500 or more  or no clouds.,,,9.0,-16.5,No precipitation,12,,,,
05.02.2020 23:00,-5.4,569.4,772.6,,46,Wind blowing from the south,2,,,, ,,,,,,,,,,14.0,-15.2,,,,,,
05.02.2020 20:00,-2.6,568.1,771.1,1.8,27,Wind blowing from the east-southeast,3,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.6,,,600-1000,,,19.0,-19.0,No precipitation,12,,,,
05.02.2020 17:00,1.3,566.3,766.3,,20,Wind blowing from the east-southeast,2,,4,70 – 80%., ,,,-11.6,6.3,,,600-1000,,,19.0,-19.2,No precipitation,6,,,,
05.02.2020 14:00,-2.2,566.6,767.3,-1.1,26,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,6.3,,,600-1000,,,15.0,-19.1,No precipitation,12,,,,
05.02.2020 11:00,-7.7,567.7,769.5,,39,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,,,600-1000,,,10.0,-19.3,,,,,,
05.02.2020 08:00,-11.1,567.0,767.9,0.3,50,Wind blowing from the west,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,6.3,,,2500 or more  or no clouds.,,,14.0,-19.5,No precipitation,12,,,,
05.02.2020 05:00,-9.4,566.7,765.0,,40,Wind blowing from the west,1,,9,, ,,,-12.8,6.3,,,,,,15.0,-20.5,No precipitation,6,,,,
05.02.2020 02:00,-7.4,567.4,766.6,-0.2,36,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,6.3,,,2500 or more  or no clouds.,,,10.0,-19.9,No precipitation,12,,,,
04.02.2020 23:00,-3.3,567.6,768.4,,23,Wind blowing from the east,2,,,, ,,,,,,,,,,18.0,-21.5,,,,,,
04.02.2020 20:00,1.4,566.3,767.7,0.7,13,Wind blowing from the south-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,6.3,,,,,,30.0,-24.1,No precipitation,12,,,,
04.02.2020 17:00,5.6,565.6,764.1,,9,Wind blowing from the south,2,,5,no clouds, ,,,-12.8,5.8,,,,,,30.0,-24.8,No precipitation,6,,,,
04.02.2020 14:00,2.1,567.2,766.6,-2.0,12,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,3.9,,,,,,30.0,-24.4,No precipitation,12,,,,
04.02.2020 11:00,-5.4,569.2,771.3,,28,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,14.0,-21.1,,,,,,
04.02.2020 08:00,-12.7,568.5,771.6,0.6,46,Wind blowing from the west-northwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,3.9,,,2500 or more  or no clouds.,,,17.0,-21.9,No precipitation,12,,,,
04.02.2020 05:00,-10.5,567.9,768.4,,39,Wind blowing from the west-southwest,0,,,, ,,,,,,,,,,15.0,-21.8,,,,,,
04.02.2020 02:00,-7.9,567.8,768.4,0.2,29,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,3.9,,,2500 or more  or no clouds.,,,12.0,-22.8,No precipitation,12,,,,
03.02.2020 23:00,-5.1,567.6,770.0,,21,Wind blowing from the west,4,,,, ,,,,,,,,,,14.0,-24.1,,,,,,
03.02.2020 20:00,-0.8,566.8,770.0,0.7,10,Wind blowing from the west,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,3.9,,,2500 or more  or no clouds.,,,30.0,-28.7,No precipitation,12,,,,
03.02.2020 17:00,2.6,566.1,766.7,,11,Wind blowing from the east-southeast,3,,,no clouds, ,,,-14.6,3.2,,,,,,29.0,-25.0,No precipitation,6,,,,
03.02.2020 14:00,-0.3,567.6,769.1,-2.1,17,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,0.3,,,,,,22.0,-22.4,No precipitation,12,,,,
03.02.2020 11:00,-7.5,569.7,773.7,,40,Wind blowing from the east-northeast,2,,6,no clouds, ,,,-14.6,0.3,,,,,,11.0,-18.8,No precipitation,6,,,,
03.02.2020 08:00,-14.3,569.8,775.4,0.0,73,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,0.3,,,,,,8.0,-18.1,No precipitation,12,,,,
03.02.2020 05:00,-12.4,569.8,773.0,,64,Wind blowing from the north-east,1,,4,, ,,,-12.4,0.3,,,,,,10.0,-17.8,No precipitation,6,,,,
03.02.2020 02:00,-10.3,570.3,773.7,-0.3,62,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,0.3,,,2500 or more  or no clouds.,,,10.0,-16.2,No precipitation,12,,,,
02.02.2020 23:00,-7.2,570.6,774.5,,51,Calm  no wind,0,,,, ,,,,,,,,,,10.0,-15.6,,,,,,
02.02.2020 20:00,-3.8,569.7,773.3,0.6,39,Wind blowing from the north-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,0.3,,,,,,18.0,-16.0,No precipitation,12,,,,
02.02.2020 17:00,-0.2,569.1,770.0,,30,Wind blowing from the east,1,,8,20–30%., ,,,-10.7,1.2,,,600-1000,,,18.0,-15.7,No precipitation,6,,,,
02.02.2020 14:00,-2.2,570.3,772.1,-1.9,40,Wind blowing from the east,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,1.4,,,600-1000,,,13.0,-14.0,No precipitation,12,,,,
02.02.2020 11:00,-6.5,572.2,776.1,,58,Wind blowing from the south-west,2,,,60%., ,,,,,,,600-1000,,,8.0,-13.4,,,,,,
02.02.2020 08:00,-9.8,571.7,776.1,0.7,71,Wind blowing from the west-northwest,3,,15,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,1.4,,,2500 or more  or no clouds.,,,13.0,-14.1,No precipitation,12,,,,
02.02.2020 05:00,-7.6,571.0,772.0,,56,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,23.0,-14.9,,,,,,
02.02.2020 02:00,-6.6,570.9,772.0,0.8,51,Wind blowing from the south-east,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,1.4,,,2500 or more  or no clouds.,,,21.0,-15.1,No precipitation,12,,,,
01.02.2020 23:00,-5.7,570.1,772.9,,66,Wind blowing from the south-east,5,,,, ,,,,,,,,,,12.0,-11.2,,,,,,
01.02.2020 20:00,-4.0,568.2,771.4,2.1,66,Wind blowing from the south-east,9,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,1.4,,,600-1000,,,8.0,-9.4,No precipitation,12,,,,
01.02.2020 17:00,1.3,566.1,765.1,,32,Wind blowing from the south-southeast,3,,6,70 – 80%., ,,,-10.4,1.4,,,600-1000,,,13.0,-13.6,No precipitation,6,,,,
01.02.2020 14:00,0.0,566.6,765.4,-1.7,40,Wind blowing from the south,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,1.2,,,600-1000,,,10.0,-12.0,No precipitation,12,,,,
01.02.2020 11:00,-5.9,568.3,769.5,,51,Wind blowing from the east,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,1.2,,,,,,7.0,-14.4,No precipitation,6,,,,
01.02.2020 08:00,-10.0,567.7,769.8,0.6,68,Wind blowing from the west,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.2,,,1000-1500,,,7.0,-14.8,No precipitation,12,,,,
01.02.2020 05:00,-7.0,567.1,766.7,,59,Wind blowing from the north-east,2,,10,, ,,,-12.3,1.2,,,,,,12.0,-13.7,No precipitation,6,,,,
01.02.2020 02:00,-4.8,567.1,766.1,0.0,49,Wind blowing from the east-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.2,,,2500 or more  or no clouds.,,,14.0,-13.9,No precipitation,12,,,,
31.01.2020 23:00,-3.2,567.1,768.0,,45,Wind blowing from the south-east,4,,,, ,,,,,,,,,,14.0,-13.7,,,,,,
31.01.2020 20:00,-1.7,566.5,768.9,1.3,35,Wind blowing from the south-east,4,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.2,,,2500 or more  or no clouds.,,,16.0,-15.2,No precipitation,12,,,,
31.01.2020 17:00,0.5,565.2,765.3,,27,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%, ,,,-12.3,2.1,,,600-1000,,,17.0,-16.3,No precipitation,6,,,,
31.01.2020 14:00,-0.2,566.1,766.1,-2.2,26,Wind blowing from the east-southeast,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,3.1,,,600-1000,,,15.0,-17.4,No precipitation,12,,,,
31.01.2020 11:00,-6.3,568.3,770.1,,38,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,11.0,-18.3,,,,,,
31.01.2020 08:00,-11.7,568.2,771.1,0.6,58,Wind blowing from the north-west,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,3.1,,,2500 or more  or no clouds.,,,12.0,-18.3,No precipitation,12,,,,
31.01.2020 05:00,-9.8,567.6,767.8,,56,Wind blowing from the west,1,,7,, ,,,-13.0,3.1,,,,,,8.0,-17.1,No precipitation,6,,,,
31.01.2020 02:00,-8.1,567.9,768.5,0.0,51,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,3.1,,,2500 or more  or no clouds.,,,8.0,-16.5,No precipitation,12,,,,
30.01.2020 23:00,-4.3,567.9,770.1,,32,Wind blowing from the south,1,,,, ,,,,,,,,,,16.0,-18.5,,,,,,
30.01.2020 20:00,-1.8,567.1,770.0,1.1,22,Wind blowing from the south-southeast,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,3.1,,,2500 or more  or no clouds.,,,24.0,-20.7,No precipitation,12,,,,
30.01.2020 17:00,2.2,566.0,766.3,,13,Wind blowing from the south-southwest,3,,5,60%., ,,,-13.0,3.1,,,2500 or more  or no clouds.,,,26.0,-23.4,No precipitation,6,,,,
30.01.2020 14:00,0.0,567.3,768.4,-2.4,20,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,2.0,,,,,,19.0,-20.3,No precipitation,12,,,,
30.01.2020 11:00,-7.5,569.7,773.5,,33,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,12.0,-21.0,,,,,,
30.01.2020 08:00,-12.3,569.6,773.4,0.0,53,Wind blowing from the west-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,2.0,,,,,,10.0,-19.9,No precipitation,12,,,,
30.01.2020 05:00,-11.1,569.6,771.4,,47,Wind blowing from the north-northwest,1,,5,, ,,,-11.8,2.0,,,,,,12.0,-20.4,No precipitation,6,,,,
30.01.2020 02:00,-9.8,570.1,772.1,-0.3,41,Wind blowing from the north-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,2.0,,,2500 or more  or no clouds.,,,12.0,-20.6,No precipitation,12,,,,
29.01.2020 23:00,-6.4,570.4,774.0,,33,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,14.0,-20.0,,,,,,
29.01.2020 20:00,-1.9,569.9,773.5,0.5,19,Wind blowing from the east,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,2.0,,,,,,27.0,-22.5,No precipitation,12,,,,
29.01.2020 17:00,1.5,569.4,771.1,,15,Wind blowing from the north-northeast,3,,8,10%  or less  but not 0, ,,,-11.8,3.0,,,600-1000,,,30.0,-22.4,No precipitation,6,,,,
29.01.2020 14:00,0.2,570.0,770.8,-2.0,27,Wind blowing from the east-northeast,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,3.0,,,600-1000,,,13.0,-16.6,No precipitation,12,,,,
29.01.2020 11:00,-6.6,572.0,775.5,,45,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,7.0,-16.6,,,,,,
29.01.2020 08:00,-11.7,571.4,775.6,0.5,68,Wind blowing from the west,2,,10,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,3.0,,,2500 or more  or no clouds.,,,5.0,-16.4,No precipitation,12,,,,
29.01.2020 05:00,-10.9,570.9,772.9,,66,Wind blowing from the west,3,,10,,Haze. ,,,-12.6,3.0,,,,,,5.0,-16.0,No precipitation,6,,,,
29.01.2020 02:00,-7.1,570.9,772.3,0.6,61,Wind blowing from the east-southeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,3.0,,,2500 or more  or no clouds.,,,7.0,-13.5,No precipitation,12,,,,
28.01.2020 23:00,-4.9,570.3,773.6,,51,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,9.0,-13.5,,,,,,
28.01.2020 20:00,-1.8,568.5,771.9,1.5,27,Wind blowing from the north-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,3.0,,,,,,21.0,-18.3,No precipitation,12,,,,
28.01.2020 17:00,2.1,567.0,767.7,,23,Wind blowing from the east-southeast,1,,,40%., ,,,-12.6,2.1,,,2500 or more  or no clouds.,,,16.0,-16.9,No precipitation,6,,,,
28.01.2020 14:00,-0.7,567.4,768.2,-1.5,34,Wind blowing from the east-northeast,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,1.4,,,2500 or more  or no clouds.,,,10.0,-14.6,No precipitation,12,,,,
28.01.2020 11:00,-7.7,568.9,772.3,,51,Wind blowing from the east-northeast,3,,,no clouds, ,,,,,,,,,,5.0,-16.1,,,,,,
28.01.2020 08:00,-12.3,567.9,771.8,0.5,77,Wind blowing from the south-west,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,1.4,,,1000-1500,,,4.9,-15.5,No precipitation,12,,,,
28.01.2020 05:00,-11.0,567.4,768.7,,75,Wind blowing from the east-southeast,0,,10,,Haze. ,,,-13.1,1.4,,,,,,5.0,-14.6,No precipitation,6,,,,
28.01.2020 02:00,-8.3,567.6,768.8,0.4,66,Wind blowing from the west,1,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,1.4,,,2500 or more  or no clouds.,,,6.0,-13.5,No precipitation,12,,,,
27.01.2020 23:00,-6.0,567.2,769.9,,55,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,9.0,-13.6,,,,,,
27.01.2020 20:00,-3.6,566.1,769.5,1.3,43,Wind blowing from the south-east,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,1.4,,,,,,10.0,-14.4,No precipitation,12,,,,
