Local time in Dunhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.02.2020 23:00,-0.4,675.4,778.2,,30,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,13.0,-15.8,,,,,,
07.02.2020 20:00,0.4,674.5,779.0,1.2,29,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,6.5,,,,,,15.0,-15.9,No precipitation,12,,,,
07.02.2020 17:00,6.3,673.3,775.9,,18,Wind blowing from the west,3,,5,no clouds, ,,,-11.4,6.5,,,,,,22.0,-16.2,No precipitation,6,,,,
07.02.2020 14:00,3.8,673.5,775.1,-0.5,24,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,6.5,,,,,,16.0,-14.9,No precipitation,12,,,,
07.02.2020 11:00,-1.6,674.0,777.0,,31,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,12.0,-16.5,,,,,,
07.02.2020 08:00,-11.0,672.7,776.4,1.4,57,Wind blowing from the south,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,6.5,,,2500 or more  or no clouds.,,,14.0,-18.0,No precipitation,12,,,,
07.02.2020 05:00,-8.7,671.3,773.6,,52,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,11.0,-16.9,,,,,,
07.02.2020 02:00,-1.2,670.9,772.2,0.4,31,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,6.5,,,2500 or more  or no clouds.,,,18.0,-16.5,No precipitation,12,,,,
06.02.2020 23:00,-2.1,670.5,773.3,,33,Wind blowing from the west,2,,,, ,,,,,,,,,,18.0,-16.2,,,,,,
06.02.2020 20:00,2.6,669.3,772.8,1.5,24,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,6.5,,,,,,19.0,-15.9,No precipitation,12,,,,
06.02.2020 17:00,6.1,667.8,769.7,,18,Wind blowing from the west-southwest,3,,5,no clouds, ,,,-12.8,6.1,,,,,,20.0,-16.4,No precipitation,6,,,,
06.02.2020 14:00,3.6,667.8,769.7,-0.1,24,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,5.6,,,,,,16.0,-15.0,No precipitation,12,,,,
06.02.2020 11:00,-3.5,667.9,770.2,,40,Wind blowing from the east-southeast,1,,,no clouds, ,,,,,,,,,,8.0,-15.4,,,,,,
06.02.2020 08:00,-12.4,667.3,770.8,0.0,64,Wind blowing from the south-east,1,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.6,,,2500 or more  or no clouds.,,,11.0,-17.9,No precipitation,12,,,,
06.02.2020 05:00,-9.3,667.3,769.3,,55,Wind blowing from the north-northeast,1,,8,, ,,,-13.3,5.6,,,,,,10.0,-16.8,No precipitation,6,,,,
06.02.2020 02:00,-7.0,667.9,769.9,-0.8,51,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.6,,,2500 or more  or no clouds.,,,11.0,-15.6,No precipitation,12,,,,
05.02.2020 23:00,-1.3,668.7,771.3,,37,Wind blowing from the west-southwest,3,,9,, ,,,-13.3,5.6,,,,,,15.0,-14.4,No precipitation,6,,,,
05.02.2020 20:00,0.9,668.7,772.6,1.8,26,Wind blowing from the west-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.6,,,,,,20.0,-16.4,No precipitation,12,,,,
05.02.2020 17:00,5.3,666.9,768.9,,16,Wind blowing from the west,4,,9,no clouds, ,,,-13.3,7.2,,,,,,24.0,-18.5,No precipitation,6,,,,
05.02.2020 14:00,3.6,667.0,769.2,-0.2,15,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,7.5,,,,,,22.0,-20.6,No precipitation,12,,,,
05.02.2020 11:00,-4.7,667.2,770.7,,35,Wind blowing from the west,1,,,no clouds, ,,,,,,,,,,10.0,-17.8,,,,,,
05.02.2020 08:00,-13.0,666.1,769.9,0.1,56,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,,,,,,,7.0,-20.1,No precipitation,12,,,,
05.02.2020 05:00,-9.6,666.0,767.5,,45,Wind blowing from the north,1,,4,, ,,,-13.4,7.5,,,,,,10.0,-19.5,No precipitation,6,,,,
05.02.2020 02:00,-9.1,666.1,768.7,-0.6,46,Wind blowing from the east,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,7.5,,,2500 or more  or no clouds.,,,4.3,-18.8,No precipitation,12,,,,
04.02.2020 23:00,-6.7,666.7,770.1,,39,Wind blowing from the south,1,,6,,Haze. ,,,-13.4,7.5,,,,,,3.3,-18.6,No precipitation,6,,,,
04.02.2020 20:00,-0.5,666.0,769.5,0.8,22,Wind blowing from the west-northwest,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,7.5,,,,,,16.0,-19.6,No precipitation,12,,,,
04.02.2020 17:00,7.0,665.2,766.8,,13,Wind blowing from the north-east,2,,6,40%., ,,,-13.4,7.5,,,2500 or more  or no clouds.,,,27.0,-19.5,No precipitation,6,,,,
04.02.2020 14:00,1.5,666.6,769.6,-0.9,22,Wind blowing from the east,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,3.7,,,2500 or more  or no clouds.,,,24.0,-17.9,No precipitation,12,,,,
04.02.2020 11:00,-4.4,667.5,771.0,,38,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,13.0,-16.8,,,,,,
04.02.2020 08:00,-12.0,666.7,770.4,-0.1,54,Wind blowing from the north,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,3.7,,,2500 or more  or no clouds.,,,15.0,-19.6,No precipitation,12,,,,
04.02.2020 05:00,-10.7,666.8,769.4,,49,Wind blowing from the north-east,1,,6,, ,,,-13.1,3.7,,,,,,17.0,-19.5,No precipitation,6,,,,
04.02.2020 02:00,-11.0,667.3,770.2,-0.5,58,Wind blowing from the south-east,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,3.7,,,2500 or more  or no clouds.,,,4.9,-17.8,No precipitation,12,,,,
03.02.2020 23:00,-7.0,667.8,771.0,,49,Wind blowing from the west,1,,7,,Haze. ,,,-13.1,3.7,,,,,,5.0,-16.1,No precipitation,6,,,,
03.02.2020 20:00,-0.4,668.0,772.0,0.1,33,Wind blowing from the south-west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,3.7,,,2500 or more  or no clouds.,,,18.0,-15.0,No precipitation,12,,,,
03.02.2020 17:00,3.2,667.9,770.9,,25,Wind blowing from the west-northwest,3,,7,70 – 80%., ,,,-13.1,4.9,,,2500 or more  or no clouds.,,,25.0,-14.9,No precipitation,6,,,,
03.02.2020 14:00,2.2,668.4,771.4,-0.8,28,Wind blowing from the west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,4.9,,,2500 or more  or no clouds.,,,24.0,-14.4,No precipitation,12,,,,
03.02.2020 11:00,-2.6,669.2,772.7,,34,Wind blowing from the west,3,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,14.0,-16.6,,,,,,
03.02.2020 08:00,-13.0,668.0,772.4,0.6,64,Wind blowing from the south,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,4.9,,,,,,12.0,-18.5,No precipitation,12,,,,
03.02.2020 05:00,-11.8,667.4,770.1,,60,Wind blowing from the west-southwest,1,,4,, ,,,-13.3,4.9,,,,,,10.0,-18.1,No precipitation,6,,,,
03.02.2020 02:00,-10.2,667.4,770.4,-0.8,56,Wind blowing from the south-southwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,4.9,,,2500 or more  or no clouds.,,,6.0,-17.4,No precipitation,12,,,,
02.02.2020 23:00,-7.4,668.2,772.2,,48,Wind blowing from the west-southwest,1,,4,,Haze. ,,,-13.3,4.9,,,,,,4.3,-16.7,No precipitation,6,,,,
02.02.2020 20:00,-2.3,668.5,772.7,-0.3,33,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,4.9,,,,,,11.0,-16.7,No precipitation,12,,,,
02.02.2020 17:00,4.5,668.8,771.8,,20,Wind blowing from the east,2,,4,no clouds, ,,,-13.3,4.8,,,,,,28.0,-16.5,No precipitation,6,,,,
02.02.2020 14:00,1.3,670.3,773.8,-1.7,27,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,4.8,,,,,,19.0,-15.6,No precipitation,12,,,,
02.02.2020 11:00,-5.9,672.0,776.7,,42,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,11.0,-17.0,,,,,,
02.02.2020 08:00,-11.5,671.7,776.4,0.0,60,Wind blowing from the north-west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,4.8,,,,,,15.0,-17.8,No precipitation,12,,,,
02.02.2020 05:00,-12.5,671.7,775.3,,67,Wind blowing from the south-southeast,1,,4,, ,,,-12.7,4.8,,,,,,8.0,-17.4,No precipitation,6,,,,
02.02.2020 02:00,-10.7,671.8,775.6,-0.3,61,Wind blowing from the south,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,4.8,,,2500 or more  or no clouds.,,,5.0,-16.9,No precipitation,12,,,,
01.02.2020 23:00,-7.9,672.1,776.3,,53,Wind blowing from the south-southeast,1,,5,,Haze. ,,,-12.6,4.8,,,,,,5.0,-16.0,No precipitation,6,,,,
01.02.2020 20:00,-2.4,671.8,776.6,0.9,37,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,4.8,,,,,,5.0,-15.4,No precipitation,12,,,,
01.02.2020 17:00,4.0,670.9,773.1,,24,Wind blowing from the east-northeast,1,,5,no clouds, ,,,-12.6,4.6,,,,,,23.0,-14.7,No precipitation,6,,,,
01.02.2020 14:00,1.8,671.2,773.1,-0.6,32,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,3.1,,,,,,17.0,-13.1,No precipitation,12,,,,
01.02.2020 11:00,-3.0,671.8,774.7,,48,Wind blowing from the north-east,1,,,60%., ,,,,,,,2500 or more  or no clouds.,,,12.0,-12.6,,,,,,
01.02.2020 08:00,-12.0,670.6,775.2,0.4,70,Wind blowing from the east-southeast,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,3.1,,,2500 or more  or no clouds.,,,10.0,-16.4,No precipitation,12,,,,
01.02.2020 05:00,-6.0,670.2,772.5,,52,Wind blowing from the west-southwest,1,,5,, ,,,-12.2,3.1,,,,,,22.0,-14.4,No precipitation,6,,,,
01.02.2020 02:00,-2.0,670.3,772.4,0.0,42,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.1,,,2500 or more  or no clouds.,,,20.0,-13.4,No precipitation,12,,,,
31.01.2020 23:00,-2.1,670.3,773.6,,41,Wind blowing from the west,2,,,, ,,,,,,,,,,18.0,-13.8,,,,,,
31.01.2020 20:00,-1.8,669.5,773.6,0.8,39,Wind blowing from the south-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,3.1,,,2500 or more  or no clouds.,,,16.0,-14.2,No precipitation,12,,,,
31.01.2020 17:00,2.7,668.7,771.8,,29,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%, ,,,-12.2,3.3,,,2500 or more  or no clouds.,,,20.0,-13.9,No precipitation,6,,,,
31.01.2020 14:00,-0.1,669.1,772.1,-0.9,35,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,3.3,,,2500 or more  or no clouds.,,,20.0,-13.7,No precipitation,12,,,,
31.01.2020 11:00,-6.3,670.0,773.3,,54,Wind blowing from the east-southeast,1,,,40%., ,,,,,,,2500 or more  or no clouds.,,,13.0,-14.2,,,,,,
31.01.2020 08:00,-11.0,669.1,772.7,0.3,70,Wind blowing from the north-northwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,3.3,,,2500 or more  or no clouds.,,,14.0,-15.5,No precipitation,12,,,,
31.01.2020 05:00,-11.2,668.8,771.9,,70,Wind blowing from the south-southeast,1,,5,, ,,,-13.4,3.3,,,,,,8.0,-15.7,No precipitation,6,,,,
31.01.2020 02:00,-7.8,669.1,771.9,-0.3,59,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,3.3,,,2500 or more  or no clouds.,,,12.0,-14.5,No precipitation,12,,,,
30.01.2020 23:00,-1.8,669.4,772.3,,43,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,17.0,-12.9,,,,,,
30.01.2020 20:00,0.1,669.0,773.1,0.5,36,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,3.3,,,,,,18.0,-13.5,No precipitation,12,,,,
30.01.2020 17:00,3.1,668.5,771.7,,29,Wind blowing from the west-northwest,2,,5,no clouds, ,,,-13.4,4.2,,,,,,23.0,-13.2,No precipitation,6,,,,
30.01.2020 14:00,0.9,669.3,772.7,-1.1,35,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,4.2,,,,,,21.0,-12.8,No precipitation,12,,,,
30.01.2020 11:00,-5.0,670.4,774.7,,47,Wind blowing from the south-southwest,1,,,no clouds, ,,,,,,,,,,12.0,-14.8,,,,,,
30.01.2020 08:00,-13.0,669.7,774.5,0.4,70,Wind blowing from the south-southwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,4.2,,,,,,11.0,-17.4,No precipitation,12,,,,
30.01.2020 05:00,-12.2,669.3,772.6,,69,Wind blowing from the south,1,,2,, ,,,-14.1,4.2,,,,,,9.0,-16.8,No precipitation,6,,,,
30.01.2020 02:00,-10.6,669.6,773.3,-0.4,63,Wind blowing from the south,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,4.2,,,2500 or more  or no clouds.,,,6.0,-16.4,No precipitation,12,,,,
29.01.2020 23:00,-7.8,670.0,774.7,,54,Wind blowing from the south-west,1,,3,,Haze. ,,,-14.1,4.2,,,,,,4.2,-15.6,No precipitation,6,,,,
29.01.2020 20:00,-3.1,670.0,775.0,0.0,41,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,4.2,,,,,,14.0,-14.7,No precipitation,12,,,,
