Local time in Dongfang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 08:00,20.2,762.2,763.0,1.5,89,Wind blowing from the north-northeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,25.4,,,2500 or more  or no clouds.,,,13.0,18.3,No precipitation,12,,,,
06.02.2020 05:00,19.7,760.7,761.5,,92,Wind blowing from the east-southeast,1,,5,, ,,,19.7,25.4,,,,,,11.0,18.4,No precipitation,6,,,,
06.02.2020 02:00,20.7,761.8,762.5,-0.1,89,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,25.4,,,2500 or more  or no clouds.,,,12.0,18.8,No precipitation,12,,,,
05.02.2020 23:00,22.2,761.9,762.7,,81,Wind blowing from the east-northeast,3,,5,, ,,,19.8,25.4,,,,,,17.0,18.8,No precipitation,6,,,,
05.02.2020 20:00,22.9,761.2,762.0,0.9,80,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,25.4,,,600-1000,,,18.0,19.3,No precipitation,12,,,,
05.02.2020 17:00,23.9,760.3,761.0,,79,Wind blowing from the north-west,2,,5,40%., ,,,19.8,25.4,,,600-1000,,,16.0,20.0,No precipitation,6,,,,
05.02.2020 14:00,24.5,761.2,762.0,,76,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,24.8,,,,,,17.0,20.0,No precipitation,12,,,,
05.02.2020 11:00,23.9,763.3,764.1,,76,Wind blowing from the west-southwest,2,,6,no clouds, ,,,19.8,25.1,,,,,,17.0,19.4,No precipitation,6,,,,
05.02.2020 08:00,20.0,762.6,763.3,0.9,91,Wind blowing from the east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,,,,600-1000,,,11.0,18.5,No precipitation,12,,,,
05.02.2020 05:00,20.3,761.7,762.4,,89,Wind blowing from the east-northeast,3,,8,,Rain (not freezing) not falling as shower(s). ,,,19.5,25.1,,,,,,10.0,18.4,No precipitation,6,,,,
05.02.2020 02:00,20.5,762.4,763.2,-0.7,87,Wind blowing from the north-east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.1,,,2500 or more  or no clouds.,,,13.0,18.3,No precipitation,12,,,,
04.02.2020 23:00,20.7,763.1,763.9,,85,Wind blowing from the north-east,4,,9,, ,,,19.5,25.1,,,,,,12.0,18.1,No precipitation,6,,,,
04.02.2020 20:00,20.7,762.2,763.0,1.1,84,Wind blowing from the north-east,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.1,,,600-1000,,,11.0,17.9,No precipitation,12,,,,
04.02.2020 17:00,23.2,761.1,761.8,,80,Calm  no wind,0,,,90  or more  but not 100%, ,,,19.5,25.1,,,600-1000,,,17.0,19.6,No precipitation,6,,,,
04.02.2020 14:00,24.7,761.7,762.4,-1.8,73,Wind blowing from the north-west,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.2,,,600-1000,,,16.0,19.5,No precipitation,12,,,,
04.02.2020 11:00,24.2,763.5,764.2,,66,Wind blowing from the north,2,,7,20–30%., ,,,19.5,25.5,,,600-1000,,,14.0,17.4,No precipitation,6,,,,
04.02.2020 08:00,19.8,762.5,763.3,0.9,93,Wind blowing from the east-northeast,2,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.5,,,600-1000,,,5.0,18.6,No precipitation,12,,,,
04.02.2020 05:00,20.3,761.6,762.4,,89,Wind blowing from the east-northeast,1,,7,, ,,,17.8,25.5,,,,,,8.0,18.4,No precipitation,6,,,,
04.02.2020 02:00,20.8,762.5,763.3,,87,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,25.5,,,2500 or more  or no clouds.,,,10.0,18.6,No precipitation,12,,,,
03.02.2020 23:00,21.7,762.7,763.4,,83,Wind blowing from the east-northeast,3,,6,, ,,,17.8,25.5,,,,,,16.0,18.7,No precipitation,6,,,,
03.02.2020 20:00,23.1,761.9,762.7,0.8,73,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,25.5,,,600-1000,,,21.0,18.0,No precipitation,12,,,,
03.02.2020 17:00,24.8,761.1,761.8,,65,Wind blowing from the north,2,,6,70 – 80%., ,,,17.8,25.5,,,600-1000,,,21.0,17.8,No precipitation,6,,,,
03.02.2020 14:00,24.8,761.9,762.7,-1.8,60,Wind blowing from the north-west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,25.5,,,,,,23.0,16.5,No precipitation,12,,,,
03.02.2020 11:00,24.0,763.7,764.5,,63,Wind blowing from the north,2,,4,20–30%., ,,,17.8,25.7,,,2500 or more  or no clouds.,,,17.0,16.5,No precipitation,6,,,,
03.02.2020 08:00,18.3,763.2,763.9,0.8,87,Wind blowing from the east-southeast,1,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,25.7,,,2500 or more  or no clouds.,,,13.0,16.1,No precipitation,12,,,,
03.02.2020 05:00,18.4,762.4,763.1,,88,Wind blowing from the south-east,1,,6,, ,,,16.2,25.7,,,,,,9.0,16.4,No precipitation,6,,,,
03.02.2020 02:00,19.5,763.0,763.7,0.0,85,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,25.7,,,2500 or more  or no clouds.,,,12.0,16.9,No precipitation,12,,,,
02.02.2020 23:00,20.7,763.0,763.8,,81,Wind blowing from the east,1,,6,, ,,,16.2,25.7,,,,,,14.0,17.3,No precipitation,6,,,,
02.02.2020 20:00,22.4,762.5,763.3,0.6,83,Wind blowing from the west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,25.7,,,600-1000,,,17.0,19.4,No precipitation,12,,,,
02.02.2020 17:00,24.4,761.9,762.7,,73,Wind blowing from the south-west,3,,6,no clouds, ,,,16.2,25.7,,,,,,18.0,19.2,No precipitation,6,,,,
02.02.2020 14:00,24.4,763.0,763.8,-1.9,58,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,25.7,,,,,,23.0,15.6,No precipitation,12,,,,
02.02.2020 11:00,23.3,764.9,765.7,,54,Wind blowing from the north-west,2,,3,no clouds, ,,,16.2,24.8,,,,,,23.0,13.5,No precipitation,6,,,,
02.02.2020 08:00,16.9,764.1,764.8,1.1,87,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,24.8,,,,,,13.0,14.7,No precipitation,12,,,,
02.02.2020 05:00,17.2,763.0,763.7,,84,Wind blowing from the east-southeast,0,,7,, ,,,17.2,24.8,,,,,,17.0,14.5,No precipitation,6,,,,
02.02.2020 02:00,17.9,763.2,763.9,0.1,84,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,24.8,,,2500 or more  or no clouds.,,,16.0,15.2,No precipitation,12,,,,
01.02.2020 23:00,20.1,763.1,763.9,,72,Wind blowing from the east-northeast,2,,7,, ,,,17.6,24.8,,,,,,21.0,14.9,No precipitation,6,,,,
01.02.2020 20:00,22.1,762.4,763.2,,72,Wind blowing from the east-southeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,24.8,,,600-1000,,,20.0,16.8,No precipitation,12,,,,
01.02.2020 17:00,22.9,761.5,762.3,,74,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%, ,,,17.6,24.8,,,600-1000,,,22.0,18.0,No precipitation,6,,,,
01.02.2020 14:00,23.1,762.4,763.1,-1.8,63,Wind blowing from the west-southwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,24.8,,,600-1000,,,24.0,15.7,No precipitation,12,,,,
01.02.2020 11:00,23.0,764.2,764.9,,59,Wind blowing from the west-southwest,2,,5,, ,,,17.6,24.1,,,,,,26.0,14.6,No precipitation,6,,,,
01.02.2020 08:00,19.1,763.7,764.5,,69,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,24.1,,,600-1000,,,25.0,13.3,No precipitation,12,,,,
01.02.2020 05:00,18.1,762.5,763.3,,81,Wind blowing from the south-southeast,1,,3,, ,,,15.4,24.1,,,,,,17.0,14.8,No precipitation,6,,,,
01.02.2020 02:00,18.1,763.3,764.0,-0.6,83,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,24.1,,,2500 or more  or no clouds.,,,15.0,15.2,No precipitation,12,,,,
31.01.2020 23:00,19.7,763.9,764.7,,76,Wind blowing from the east-northeast,1,,5,, ,,,15.2,24.1,,,,,,18.0,15.4,No precipitation,6,,,,
31.01.2020 20:00,21.3,763.5,764.3,,68,Wind blowing from the north-west,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,24.1,,,600-1000,,,24.0,15.2,No precipitation,12,,,,
31.01.2020 17:00,22.2,762.1,762.8,,63,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%, ,,,15.2,24.1,,,600-1000,,,23.0,14.8,No precipitation,6,,,,
31.01.2020 14:00,23.2,762.9,763.6,-2.4,53,Wind blowing from the north-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,23.4,,,600-1000,,,18.0,13.1,No precipitation,12,,,,
31.01.2020 11:00,18.6,765.3,766.1,,69,Wind blowing from the east,2,,7,90  or more  but not 100%, ,,,15.2,21.8,,,600-1000,,,17.0,12.8,No precipitation,6,,,,
31.01.2020 08:00,15.8,764.4,765.2,1.4,75,Wind blowing from the east-northeast,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,21.8,,,600-1000,,,20.0,11.4,No precipitation,12,,,,
31.01.2020 05:00,15.6,763.0,763.9,,73,Wind blowing from the east-northeast,2,,10,, ,,,14.2,21.8,,,,,,21.0,10.8,No precipitation,6,,,,
31.01.2020 02:00,15.5,763.6,764.5,-0.4,71,Wind blowing from the east-northeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,21.8,,,2500 or more  or no clouds.,,,22.0,10.3,No precipitation,12,,,,
30.01.2020 23:00,15.5,764.0,764.8,,69,Wind blowing from the east-northeast,4,,10,, ,,,14.2,21.8,,,,,,22.0,9.8,No precipitation,6,,,,
30.01.2020 20:00,18.2,763.5,764.3,1.0,59,Wind blowing from the north-east,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,21.8,,,600-1000,,,22.0,10.1,No precipitation,12,,,,
30.01.2020 17:00,20.5,762.5,763.3,,60,Wind blowing from the north,4,,10,no clouds, ,,,14.2,21.8,,,,,,19.0,12.5,No precipitation,6,,,,
30.01.2020 14:00,21.6,763.6,764.4,-2.2,48,Wind blowing from the north,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,21.8,,,600-1000,,,20.0,10.1,No precipitation,12,,,,
30.01.2020 11:00,19.2,765.8,766.6,,46,Wind blowing from the north-east,5,,11,10%  or less  but not 0, ,,,14.2,19.3,,,600-1000,,,17.0,7.3,No precipitation,6,,,,
30.01.2020 08:00,14.4,765.4,766.2,1.2,66,Wind blowing from the east-northeast,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,19.3,,,600-1000,,,16.0,8.1,No precipitation,12,,,,
30.01.2020 05:00,15.8,764.2,765.0,,68,Wind blowing from the east-northeast,6,,11,, ,,,14.8,19.3,,,,,,20.0,9.9,No precipitation,6,,,,
30.01.2020 02:00,16.3,764.5,765.3,0.1,70,Wind blowing from the north-east,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,19.3,,,2500 or more  or no clouds.,,,23.0,10.8,No precipitation,12,,,,
29.01.2020 23:00,16.9,764.4,765.2,,72,Wind blowing from the north-east,6,,11,, ,,,14.8,19.3,,,,,,19.0,11.8,No precipitation,6,,,,
29.01.2020 20:00,17.5,763.7,764.5,1.3,72,Wind blowing from the north-east,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,19.3,,,600-1000,,,20.0,12.4,No precipitation,12,,,,
29.01.2020 17:00,18.5,762.4,763.2,,68,Wind blowing from the north-northeast,4,,13,90  or more  but not 100%, ,,,14.8,19.3,,,600-1000,,,20.0,12.5,No precipitation,6,,,,
29.01.2020 14:00,19.1,762.9,763.7,,66,Wind blowing from the north-northeast,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,19.3,,,600-1000,,,21.0,12.6,No precipitation,12,,,,
29.01.2020 11:00,17.5,764.9,765.7,,69,Wind blowing from the north-east,5,,14,90  or more  but not 100%, ,,,14.8,17.5,,,600-1000,,,18.0,11.8,No precipitation,6,,,,
29.01.2020 08:00,15.0,763.6,764.5,0.7,80,Wind blowing from the north-east,7,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,,,,600-1000,,,13.0,11.6,Trace of precipitation,12,,,,
29.01.2020 05:00,15.0,762.9,763.7,,74,Wind blowing from the north-east,6,,14,, ,,,14.3,,,,,,,18.0,10.4,No precipitation,6,,,,
29.01.2020 02:00,15.5,763.3,764.2,0.0,76,Wind blowing from the north-east,7,,14,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,24.0,11.3,0.1,12,,,,
28.01.2020 23:00,15.4,763.3,764.1,,82,Wind blowing from the north-east,7,,11,, ,,,14.3,17.0,,,,,,26.0,12.3,No precipitation,6,,,,
28.01.2020 20:00,15.7,762.1,762.9,1.3,82,Wind blowing from the north-east,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,17.0,,,600-1000,,,22.0,12.6,0.7,12,,,,
28.01.2020 17:00,15.6,760.8,761.6,,84,Wind blowing from the north-east,7,,12,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,17.0,,,,,,14.0,12.9,0.7,6,,,,
28.01.2020 14:00,16.0,760.9,761.7,,85,Wind blowing from the north-east,7,,14,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,17.0,,,2500 or more  or no clouds.,,,18.0,13.5,0.6,12,,,,
