Local time in Shenzhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 08:00,15.6,760.4,766.2,1.1,87,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.8,,,300-600,,,30.0,13.4,No precipitation,12,,,,
05.02.2020 05:00,15.8,759.3,765.1,,86,Wind blowing from the north-northeast,2,,4,, ,,,13.6,17.8,,,,,,30.0,13.4,No precipitation,6,,,,
05.02.2020 02:00,16.0,760.0,765.7,,85,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,17.8,,,2500 or more  or no clouds.,,,30.0,13.4,No precipitation,12,,,,
04.02.2020 23:00,16.3,760.4,766.2,,82,Wind blowing from the north,1,,5,, ,,,,17.8,,,,,,30.0,13.2,No precipitation,6,,,,
04.02.2020 20:00,16.9,759.5,765.3,0.9,80,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,18.5,,,600-1000,,,30.0,13.4,0.8,12,,,,
04.02.2020 17:00,17.4,758.6,764.4,,78,Wind blowing from the north-northeast,2,,6,100%., ,,,13.6,20.3,,,600-1000,,,30.0,13.5,No precipitation,6,,,,
04.02.2020 14:00,17.3,759.1,764.8,-1.3,77,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,22.4,,,600-1000,,,30.0,13.2,5.0,12,,,,
04.02.2020 11:00,16.4,760.4,766.2,,81,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,,,,600-1000,,,30.0,13.1,3.0,6,,,,
04.02.2020 08:00,13.9,760.6,766.4,1.1,96,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,22.4,,,300-600,,,30.0,13.2,7.0,12,,,,
04.02.2020 05:00,13.8,759.5,765.2,,97,Wind blowing from the north-northeast,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.8,22.4,,,,,,2.7,13.4,4.0,6,,,,
04.02.2020 02:00,15.0,759.6,765.3,,94,Wind blowing from the north-northeast,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,22.4,,,2500 or more  or no clouds.,,,6.0,14.0,2.0,12,,,,
03.02.2020 23:00,16.6,759.9,765.6,,84,Wind blowing from the east-southeast,2,,,,Rain (not freezing) not falling as shower(s). ,,,14.7,22.4,,,,,,16.0,13.8,0.4,6,,,,
03.02.2020 20:00,18.5,759.5,765.2,1.3,75,Wind blowing from the south,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,22.4,,,1000-1500,,,20.0,13.9,Trace of precipitation,12,,,,
03.02.2020 17:00,20.2,758.2,763.9,,67,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,14.7,22.4,,,,,,30.0,13.8,No precipitation,6,,,,
03.02.2020 14:00,20.9,758.8,764.5,,64,Wind blowing from the north-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,21.6,,,1500-2000,,,30.0,13.8,No precipitation,12,,,,
03.02.2020 11:00,19.1,761.2,766.9,,67,Wind blowing from the east,2,,6,100%., ,,,14.7,20.8,,,1500-2000,,,30.0,12.8,No precipitation,6,,,,
03.02.2020 08:00,16.1,760.4,766.2,1.1,74,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,20.8,,,1500-2000,,,27.0,11.4,No precipitation,12,,,,
03.02.2020 05:00,15.3,759.3,765.0,,83,Wind blowing from the north-east,1,,6,, ,,,14.6,20.8,,,,,,20.0,12.4,No precipitation,6,,,,
03.02.2020 02:00,15.7,759.4,765.1,,84,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,20.8,,,2500 or more  or no clouds.,,,17.0,13.0,No precipitation,12,,,,
02.02.2020 23:00,16.9,760.8,766.6,,71,Wind blowing from the east,2,,7,, ,,,14.6,20.8,,,,,,25.0,11.6,No precipitation,6,,,,
02.02.2020 20:00,17.4,760.7,766.5,1.1,70,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,20.8,,,1000-1500,,,26.0,11.8,No precipitation,12,,,,
02.02.2020 17:00,18.7,759.6,765.4,,67,Wind blowing from the east,2,,7,90  or more  but not 100%, ,,,14.6,20.8,,,,,,26.0,12.4,No precipitation,6,,,,
02.02.2020 14:00,19.4,760.3,766.0,-2.2,64,Wind blowing from the east,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,20.0,,,600-1000,,,24.0,12.4,No precipitation,12,,,,
02.02.2020 11:00,17.6,762.5,768.3,,69,Wind blowing from the east,1,,7,100%., ,,,14.6,20.0,,,600-1000,,,19.0,11.8,No precipitation,6,,,,
02.02.2020 08:00,14.9,762.1,767.9,1.5,78,Wind blowing from the east-northeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,17.0,11.1,No precipitation,12,,,,
02.02.2020 05:00,14.9,760.6,766.3,,80,Wind blowing from the north-east,2,,7,, ,,,11.6,20.0,,,,,,17.0,11.4,No precipitation,6,,,,
02.02.2020 02:00,15.2,760.3,766.0,,76,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,20.0,,,2500 or more  or no clouds.,,,21.0,11.0,No precipitation,12,,,,
01.02.2020 23:00,14.9,761.1,766.9,,71,Wind blowing from the east-northeast,2,,8,, ,,,11.6,20.0,,,,,,24.0,9.6,No precipitation,6,,,,
01.02.2020 20:00,15.2,760.9,766.7,,61,Wind blowing from the east,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,20.0,,,2500 or more  or no clouds.,,,28.0,7.7,No precipitation,12,,,,
01.02.2020 17:00,17.8,759.8,765.6,,51,Wind blowing from the north-east,2,,8,no clouds, ,,,11.6,20.0,,,,,,30.0,7.5,No precipitation,6,,,,
01.02.2020 14:00,19.4,760.1,765.9,,44,Wind blowing from the east-southeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,20.1,,,,,,30.0,6.8,No precipitation,12,,,,
01.02.2020 11:00,17.1,762.4,768.1,,57,Wind blowing from the east-northeast,2,,6,60%., ,,,11.6,20.1,,,2500 or more  or no clouds.,,,27.0,8.5,No precipitation,6,,,,
01.02.2020 08:00,12.5,762.1,767.9,,72,Wind blowing from the north-northeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,,,,,,,23.0,7.5,No precipitation,12,,,,
01.02.2020 05:00,11.9,761.2,766.9,,74,Calm  no wind,0,,,, ,,,10.9,20.1,,,,,,23.0,7.4,No precipitation,6,,,,
01.02.2020 02:00,12.6,761.5,767.2,,66,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,20.1,,,2500 or more  or no clouds.,,,26.0,6.4,No precipitation,12,,,,
31.01.2020 23:00,13.0,761.8,767.6,,57,Wind blowing from the east-northeast,1,,6,, ,,,10.9,20.1,,,,,,30.0,4.6,No precipitation,6,,,,
31.01.2020 20:00,14.3,761.2,767.1,1.4,46,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,20.1,,,,,,30.0,2.8,No precipitation,12,,,,
31.01.2020 17:00,16.7,759.8,765.6,,38,Wind blowing from the south-west,4,,10,no clouds, ,,,10.9,20.1,,,,,,30.0,2.3,No precipitation,6,,,,
31.01.2020 14:00,18.4,760.4,766.2,-2.6,27,Wind blowing from the north,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,18.6,,,,,,30.0,-0.9,No precipitation,12,,,,
31.01.2020 11:00,15.5,763.0,768.7,,34,Wind blowing from the north-northeast,2,,10,no clouds, ,,,10.9,17.6,,,,,,30.0,-0.2,No precipitation,6,,,,
31.01.2020 08:00,11.3,762.1,768.0,,39,Wind blowing from the north,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,17.6,,,,,,30.0,-2.4,No precipitation,12,,,,
31.01.2020 05:00,11.8,760.7,766.5,,34,Wind blowing from the north-northeast,4,,8,, ,,,9.8,17.6,,,,,,30.0,-3.5,No precipitation,6,,,,
31.01.2020 02:00,12.1,760.6,766.3,-0.3,36,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,17.6,,,2500 or more  or no clouds.,,,30.0,-2.5,No precipitation,12,,,,
30.01.2020 23:00,13.5,760.9,766.8,,32,Wind blowing from the north,2,,9,, ,,,9.8,17.6,,,,,,30.0,-2.8,No precipitation,6,,,,
30.01.2020 20:00,14.2,760.7,766.6,,35,Wind blowing from the north,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,17.6,,,,,,30.0,-1.0,No precipitation,12,,,,
30.01.2020 17:00,16.9,759.4,765.2,,27,Wind blowing from the north,3,,11,no clouds, ,,,9.8,17.6,,,,,,30.0,-2.2,No precipitation,6,,,,
30.01.2020 14:00,16.6,760.0,765.8,-2.5,23,Wind blowing from the north,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,17.3,,,,,,30.0,-4.6,No precipitation,12,,,,
30.01.2020 11:00,13.8,762.5,768.4,,30,Wind blowing from the north-east,5,,11,no clouds, ,,,9.8,15.5,,,,,,30.0,-3.4,No precipitation,6,,,,
30.01.2020 08:00,10.2,762.0,767.8,,46,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,15.5,,,,,,30.0,-1.1,No precipitation,12,,,,
30.01.2020 05:00,10.2,760.4,766.3,,48,Wind blowing from the north-northeast,3,,7,, ,,,9.0,15.5,,,,,,30.0,-0.3,No precipitation,6,,,,
30.01.2020 02:00,10.9,760.6,766.5,-0.2,52,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,15.5,,,2500 or more  or no clouds.,,,30.0,1.4,No precipitation,12,,,,
29.01.2020 23:00,12.5,760.8,766.6,,45,Wind blowing from the north,3,,8,, ,,,9.0,15.5,,,,,,30.0,0.8,No precipitation,6,,,,
29.01.2020 20:00,13.0,760.0,765.9,1.2,50,Wind blowing from the north,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,15.5,,,,,,30.0,2.8,No precipitation,12,,,,
29.01.2020 17:00,15.0,758.8,764.6,,42,Wind blowing from the north-northeast,2,,8,no clouds, ,,,9.0,15.5,,,,,,30.0,2.2,No precipitation,6,,,,
29.01.2020 14:00,14.5,759.1,764.9,-2.4,43,Wind blowing from the north-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,14.5,,,,,,30.0,2.0,No precipitation,12,,,,
29.01.2020 11:00,11.4,761.5,767.4,,49,Wind blowing from the north-northeast,3,,8,70 – 80%., ,,,9.0,14.4,,,2500 or more  or no clouds.,,,30.0,1.0,No precipitation,6,,,,
29.01.2020 08:00,9.3,761.7,767.5,1.8,56,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,14.4,,,2500 or more  or no clouds.,,,30.0,0.9,No precipitation,12,,,,
29.01.2020 05:00,9.8,759.9,765.7,,56,Wind blowing from the north-northeast,4,,8,, ,,,8.9,14.4,,,,,,30.0,1.4,No precipitation,6,,,,
29.01.2020 02:00,10.9,760.5,766.3,,57,Wind blowing from the north-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,14.4,,,2500 or more  or no clouds.,,,30.0,2.7,No precipitation,12,,,,
28.01.2020 23:00,11.9,760.2,766.0,,57,Wind blowing from the north-northeast,2,,9,, ,,,8.9,14.4,,,,,,30.0,3.6,No precipitation,6,,,,
28.01.2020 20:00,12.6,759.1,765.0,1.3,58,Wind blowing from the north-northeast,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,14.4,,,2500 or more  or no clouds.,,,30.0,4.5,No precipitation,12,,,,
28.01.2020 17:00,14.1,757.8,763.6,,55,Wind blowing from the north,2,,9,40%., ,,,8.9,14.4,,,2500 or more  or no clouds.,,,30.0,5.2,No precipitation,6,,,,
28.01.2020 14:00,14.1,758.0,763.9,,52,Wind blowing from the north,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,14.1,,,2500 or more  or no clouds.,,,30.0,4.4,No precipitation,12,,,,
28.01.2020 11:00,10.6,759.7,765.5,,62,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,13.7,,,2500 or more  or no clouds.,,,30.0,3.6,No precipitation,6,,,,
28.01.2020 08:00,9.3,758.8,764.7,0.3,64,Wind blowing from the north,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,13.7,,,1500-2000,,,30.0,2.8,0.2,12,,,,
28.01.2020 05:00,9.2,758.5,764.4,,67,Wind blowing from the north-northwest,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.2,13.7,,,,,,30.0,3.3,0.1,6,,,,
28.01.2020 02:00,9.7,758.1,763.9,,68,Wind blowing from the north-northeast,3,,9,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.7,,,2500 or more  or no clouds.,,,30.0,4.0,0.4,12,,,,
27.01.2020 23:00,10.9,758.6,764.5,,66,Wind blowing from the north-northeast,3,,9,,Rain (not freezing) not falling as shower(s). ,,,9.6,13.7,,,,,,30.0,4.8,0.3,6,,,,
27.01.2020 20:00,11.7,756.8,762.7,0.3,67,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,13.7,,,1500-2000,,,30.0,5.7,0.2,12,,,,
27.01.2020 17:00,12.2,756.5,762.4,,63,Wind blowing from the north,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,13.7,,,1500-2000,,,30.0,5.3,No precipitation,6,,,,
27.01.2020 14:00,13.2,756.6,762.4,-1.8,60,Wind blowing from the north,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,15.7,,,600-1000,,,30.0,5.6,No precipitation,12,,,,
27.01.2020 11:00,11.8,758.4,764.2,,64,Wind blowing from the north,5,,9,50%., ,,,9.6,,,,2000-2500,,,30.0,5.2,No precipitation,6,,,,
27.01.2020 08:00,9.7,758.2,764.0,1.5,72,Wind blowing from the north,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,17.1,,,1500-2000,,,30.0,4.9,No precipitation,12,,,,
27.01.2020 05:00,10.2,756.7,762.5,,75,Wind blowing from the north,3,,8,, ,,,10.2,17.1,,,,,,30.0,5.9,No precipitation,6,,,,
27.01.2020 02:00,11.1,756.8,762.6,,76,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,17.1,,,2500 or more  or no clouds.,,,30.0,7.0,No precipitation,12,,,,
