Local time in Langzhong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 17:00,12.3,731.9,766.5,,64,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,5.7,,,,,,
04.02.2020 14:00,11.3,733.0,767.7,-1.8,70,Wind blowing from the north-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,14.0,,,1000-1500,,,30.0,6.0,No precipitation,12,,,,
04.02.2020 11:00,9.8,734.8,769.5,,80,Wind blowing from the east,1,,2,100%., ,,,7.6,,,,2500 or more  or no clouds.,,,24.0,6.5,No precipitation,6,,,,
04.02.2020 08:00,7.7,733.7,768.5,0.5,91,Wind blowing from the north-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,14.2,,,2500 or more  or no clouds.,,,25.0,6.3,No precipitation,12,,,,
04.02.2020 05:00,8.0,733.2,767.8,,91,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,24.0,6.6,,,,,,
04.02.2020 02:00,8.0,733.9,768.4,,89,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,14.2,,,2500 or more  or no clouds.,,,24.0,6.3,No precipitation,12,,,,
03.02.2020 20:00,10.2,734.1,769.0,1.1,73,Wind blowing from the east-southeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,14.2,,,2500 or more  or no clouds.,,,28.0,5.6,No precipitation,12,,,,
03.02.2020 17:00,11.8,733.0,767.7,,63,Wind blowing from the south-southeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,28.0,5.0,,,,,,
03.02.2020 14:00,14.2,733.9,768.5,-2.9,50,Wind blowing from the south-west,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,14.4,,,2500 or more  or no clouds.,,,27.0,3.9,No precipitation,12,,,,
03.02.2020 11:00,8.5,736.8,771.8,,86,Wind blowing from the north-northeast,1,,,60%., ,,,6.0,,,,2500 or more  or no clouds.,,,20.0,6.3,No precipitation,6,,,,
03.02.2020 08:00,6.1,736.0,771.1,0.9,91,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,14.4,,,2500 or more  or no clouds.,,,19.0,4.7,No precipitation,12,,,,
03.02.2020 05:00,6.7,735.1,769.9,,96,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,10.0,6.1,,,,,,
03.02.2020 02:00,7.1,736.0,770.6,,95,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.4,,,2500 or more  or no clouds.,,,15.0,6.4,No precipitation,12,,,,
02.02.2020 20:00,10.1,735.4,770.2,1.8,82,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,14.4,,,2500 or more  or no clouds.,,,19.0,7.2,0.1,12,,,,
02.02.2020 17:00,12.6,733.6,768.2,,55,Wind blowing from the south-east,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,14.4,,,2500 or more  or no clouds.,,,30.0,3.8,No precipitation,6,,,,
02.02.2020 14:00,13.9,733.6,768.1,-2.1,43,Wind blowing from the west,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,13.9,,,2500 or more  or no clouds.,,,30.0,1.5,0.1,12,,,,
02.02.2020 11:00,10.7,735.7,770.5,,66,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,10.7,,,2500 or more  or no clouds.,,,30.0,4.6,0.2,6,,,,
02.02.2020 08:00,7.4,734.3,769.3,1.1,96,Calm  no wind,0,,,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.4,,,2500 or more  or no clouds.,,,16.0,6.8,0.1,12,,,,
02.02.2020 05:00,7.7,733.2,768.0,,95,Wind blowing from the south,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.5,9.4,,,,,,14.0,7.0,No precipitation,6,,,,
02.02.2020 02:00,8.2,733.1,767.9,,91,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,9.4,,,2500 or more  or no clouds.,,,19.0,6.8,No precipitation,12,,,,
01.02.2020 20:00,8.7,732.4,767.2,1.8,91,Wind blowing from the north-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,9.4,,,2500 or more  or no clouds.,,,11.0,7.3,0.1,12,,,,
01.02.2020 17:00,9.3,730.6,765.3,,83,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,18.0,6.6,,,,,,
01.02.2020 14:00,9.2,730.9,765.6,-2.0,88,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,9.2,,,2500 or more  or no clouds.,,,18.0,7.3,0.2,12,,,,
01.02.2020 11:00,8.3,732.9,767.8,,92,Wind blowing from the north-northeast,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,8.8,,,2500 or more  or no clouds.,,,15.0,7.1,0.1,6,,,,
01.02.2020 08:00,7.7,732.0,766.8,0.7,95,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,8.8,,,2500 or more  or no clouds.,,,12.0,7.0,0.2,12,,,,
01.02.2020 05:00,7.6,731.3,766.1,,96,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,11.0,7.0,,,,,,
01.02.2020 02:00,7.9,732.3,767.1,,95,Wind blowing from the north-west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,8.8,,,2500 or more  or no clouds.,,,11.0,7.1,0.4,12,,,,
31.01.2020 20:00,8.1,732.1,767.0,1.2,94,Wind blowing from the north-northeast,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,10.0,,,2500 or more  or no clouds.,,,12.0,7.2,2.0,12,,,,
31.01.2020 17:00,8.2,730.9,765.7,,93,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.6,,,,2500 or more  or no clouds.,,,12.0,7.1,0.8,6,,,,
31.01.2020 14:00,8.6,731.5,766.3,-1.7,93,Wind blowing from the east-northeast,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.6,,,,2500 or more  or no clouds.,,,9.0,7.5,3.0,12,,,,
31.01.2020 11:00,8.3,733.2,768.0,,93,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,,,,,2500 or more  or no clouds.,,,11.0,7.2,2.0,6,,,,
31.01.2020 08:00,7.6,732.1,766.9,0.8,95,Wind blowing from the north-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.4,,,2500 or more  or no clouds.,,,8.0,6.9,1.0,12,,,,
31.01.2020 05:00,7.8,731.3,765.8,,94,Wind blowing from the north-northwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.2,13.4,,,,,,10.0,6.9,0.5,6,,,,
31.01.2020 02:00,8.5,732.1,766.6,,85,Wind blowing from the west-northwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.4,,,2500 or more  or no clouds.,,,14.0,6.1,No precipitation,12,,,,
30.01.2020 20:00,10.0,732.3,767.3,0.7,68,Wind blowing from the south-southwest,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.4,,,2500 or more  or no clouds.,,,9.0,4.4,No precipitation,12,,,,
30.01.2020 17:00,12.4,731.6,766.4,,55,Wind blowing from the south-southwest,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,3.6,,,,,,
30.01.2020 14:00,12.4,733.2,768.0,-2.7,62,Wind blowing from the east,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.0,,,2500 or more  or no clouds.,,,20.0,5.3,No precipitation,12,,,,
30.01.2020 11:00,5.4,735.9,771.2,,95,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%, ,,,3.2,,,,,,,10.0,4.7,No precipitation,6,,,,
30.01.2020 08:00,3.2,735.1,770.3,0.3,99,Wind blowing from the north-west,2,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.0,,,2500 or more  or no clouds.,,,1.1,3.1,No precipitation,12,,,,
30.01.2020 05:00,3.8,734.8,769.8,,99,Wind blowing from the north-west,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,3.3,13.0,,,,,,0.3,3.7,No precipitation,6,,,,
30.01.2020 02:00,4.3,735.7,770.7,,96,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,13.0,,,2500 or more  or no clouds.,,,11.0,3.7,No precipitation,12,,,,
29.01.2020 20:00,8.0,735.0,770.2,1.4,83,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,13.0,,,,,,19.0,5.3,No precipitation,12,,,,
29.01.2020 17:00,12.5,733.6,768.4,,65,Wind blowing from the south-southeast,2,,,no clouds, ,,,,,,,,,,20.0,6.1,,,,,,
29.01.2020 14:00,11.0,734.8,769.8,-2.3,70,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,13.2,,,,,,19.0,5.7,No precipitation,12,,,,
29.01.2020 11:00,5.0,737.1,772.5,,98,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,2500 or more  or no clouds.,,,9.0,4.7,No precipitation,6,,,,
29.01.2020 08:00,4.0,736.2,771.4,0.8,99,Wind blowing from the north-northwest,2,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,13.2,,,2500 or more  or no clouds.,,,0.4,3.9,No precipitation,12,,,,
29.01.2020 05:00,4.8,735.4,770.3,,98,Wind blowing from the north-east,1,,5,,Mist. ,,,4.3,13.2,,,,,,1.3,4.5,No precipitation,6,,,,
29.01.2020 02:00,5.0,735.8,770.8,,96,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,13.2,,,2500 or more  or no clouds.,,,13.0,4.4,No precipitation,12,,,,
28.01.2020 20:00,8.5,734.1,769.2,1.8,78,Wind blowing from the south,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,13.2,,,2500 or more  or no clouds.,,,28.0,4.9,No precipitation,12,,,,
28.01.2020 17:00,12.1,732.3,767.0,,56,Wind blowing from the south,2,,,50%., ,,,,,,,2500 or more  or no clouds.,,,30.0,3.6,,,,,,
28.01.2020 14:00,12.2,732.4,767.2,-1.3,56,Wind blowing from the east,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,12.5,,,2500 or more  or no clouds.,,,30.0,3.7,No precipitation,12,,,,
28.01.2020 11:00,8.8,733.7,768.7,,68,Wind blowing from the north,1,,3,20–30%., ,,,4.7,11.1,,,2500 or more  or no clouds.,,,27.0,3.2,No precipitation,6,,,,
28.01.2020 08:00,4.7,732.7,767.8,0.7,89,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,11.1,,,2500 or more  or no clouds.,,,20.0,3.0,No precipitation,12,,,,
28.01.2020 05:00,5.5,732.0,766.8,,81,Wind blowing from the north-west,1,,,, ,,,,,,,,,,27.0,2.5,,,,,,
28.01.2020 02:00,5.4,732.7,767.6,,86,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,11.1,,,2500 or more  or no clouds.,,,23.0,3.2,No precipitation,12,,,,
27.01.2020 20:00,8.3,732.0,766.9,1.5,68,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.1,,,2500 or more  or no clouds.,,,30.0,2.7,Trace of precipitation,12,,,,
27.01.2020 17:00,10.3,730.5,765.1,,59,Wind blowing from the north-west,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,2.6,,,,,,
27.01.2020 14:00,10.0,730.9,765.6,-1.8,60,Wind blowing from the north-west,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.1,,,2000-2500,,,30.0,2.6,Trace of precipitation,12,,,,
27.01.2020 11:00,7.9,732.7,767.6,,69,Wind blowing from the north,1,,4,, ,,,6.7,,,,,,,30.0,2.4,No precipitation,6,,,,
27.01.2020 08:00,6.7,731.6,766.4,0.3,71,Wind blowing from the north-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,11.1,,,2500 or more  or no clouds.,,,30.0,1.8,No precipitation,12,,,,
27.01.2020 05:00,7.1,731.3,766.0,,68,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,30.0,1.6,,,,,,
27.01.2020 02:00,7.4,731.8,766.5,,67,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,11.1,,,2500 or more  or no clouds.,,,30.0,1.7,No precipitation,12,,,,
26.01.2020 20:00,9.1,732.1,767.0,1.0,61,Wind blowing from the north-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,11.1,,,2500 or more  or no clouds.,,,30.0,1.8,No precipitation,12,,,,
26.01.2020 17:00,10.5,731.1,765.9,,52,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,1.1,,,,,,
26.01.2020 14:00,10.9,732.2,767.1,-2.6,52,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,12.1,,,2500 or more  or no clouds.,,,30.0,1.4,No precipitation,12,,,,
26.01.2020 11:00,8.2,734.8,769.8,,71,Wind blowing from the north,1,,2,90  or more  but not 100%, ,,,4.3,12.1,,,,,,30.0,3.1,No precipitation,6,,,,
26.01.2020 08:00,4.9,734.0,769.2,-0.1,93,Wind blowing from the west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,,,,2500 or more  or no clouds.,,,27.0,3.9,No precipitation,12,,,,
