Local time in Mudanjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 17:00,-14.9,742.9,774.1,,47,Wind blowing from the south,2,,10,20–30%., ,,,-25.1,-10.6,,,2500 or more  or no clouds.,,,26.0,-23.7,No precipitation,6,,,,
06.02.2020 14:00,-12.2,744.3,775.3,-2.3,43,Wind blowing from the west,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-11.8,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
06.02.2020 11:00,-16.5,746.6,778.0,,47,Wind blowing from the west-southwest,4,,10,no clouds, ,,,-25.1,-16.1,,,,,,30.0,-25.2,No precipitation,6,,,,
06.02.2020 08:00,-22.4,748.0,779.8,0.3,61,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,,,,,,,6.0,-27.9,No precipitation,12,,,,
06.02.2020 05:00,-23.6,747.7,779.4,,67,Wind blowing from the south-southeast,2,,7,, ,,,-26.3,-16.1,,,,,,30.0,-28.0,No precipitation,6,,,,
06.02.2020 02:00,-23.5,747.9,779.4,0.5,66,Wind blowing from the south-southeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-16.1,,,2500 or more  or no clouds.,,,30.0,-28.1,No precipitation,12,,,,
05.02.2020 23:00,-22.7,747.4,778.9,,63,Wind blowing from the south-southeast,1,,,, ,,,-26.3,-16.1,,,,,,30.0,-27.8,No precipitation,6,,,,
05.02.2020 20:00,-20.9,746.8,778.5,1.2,57,Wind blowing from the south-southwest,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-16.1,,,,,,30.0,-27.2,No precipitation,12,,,,
05.02.2020 17:00,-19.1,745.6,777.2,,51,Wind blowing from the west,6,,,no clouds, ,,,-26.3,-16.1,,,,,,30.0,-26.7,No precipitation,6,,,,
05.02.2020 14:00,-16.4,744.1,775.4,-0.3,47,Wind blowing from the west,8,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-12.6,,,2500 or more  or no clouds.,,,30.0,-25.1,No precipitation,12,,,,
05.02.2020 11:00,-18.6,744.4,775.8,,53,Wind blowing from the west-southwest,4,,9,20–30%., ,,,-26.3,-10.9,,,1500-2000,,,30.0,-25.8,No precipitation,6,,,,
05.02.2020 08:00,-22.8,743.9,775.4,1.0,66,Wind blowing from the west,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,,,,2500 or more  or no clouds.,,,30.0,-27.4,No precipitation,12,,,,
05.02.2020 05:00,-24.6,742.9,774.3,,65,Wind blowing from the south-southwest,1,,11,, ,,,-24.8,-10.9,,,,,,30.0,-29.3,No precipitation,6,,,,
05.02.2020 02:00,-22.8,742.7,773.7,0.7,62,Wind blowing from the west-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-10.9,,,2500 or more  or no clouds.,,,30.0,-28.1,No precipitation,12,,,,
04.02.2020 23:00,-22.1,742.0,773.1,,58,Wind blowing from the west-southwest,2,,,, ,,,-24.3,-10.9,,,,,,30.0,-28.1,No precipitation,6,,,,
04.02.2020 20:00,-20.0,741.4,772.9,1.6,49,Wind blowing from the west,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-10.9,,,,,,30.0,-28.0,No precipitation,12,,,,
04.02.2020 17:00,-17.1,739.8,770.9,,49,Wind blowing from the west,6,,,90  or more  but not 100%, ,,,-24.3,-10.9,,,,,,30.0,-25.3,No precipitation,6,,,,
04.02.2020 14:00,-12.6,738.1,768.8,0.2,49,Wind blowing from the west,7,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-9.2,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
04.02.2020 11:00,-15.4,737.9,768.7,,53,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%, ,,,-24.3,-8.7,,,,,,11.0,-22.8,No precipitation,6,,,,
04.02.2020 08:00,-24.2,737.7,768.8,-0.1,70,Wind blowing from the north-northwest,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-8.7,,,,,,3.9,-28.1,No precipitation,12,,,,
04.02.2020 05:00,-22.9,737.8,768.7,,69,Wind blowing from the east,2,,8,, ,,,-23.6,-8.7,,,,,,30.0,-27.0,No precipitation,6,,,,
04.02.2020 02:00,-21.1,739.0,769.6,-0.3,61,Wind blowing from the north-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-8.7,,,2500 or more  or no clouds.,,,30.0,-26.6,No precipitation,12,,,,
03.02.2020 23:00,-19.5,739.3,769.9,,54,Wind blowing from the east-southeast,2,,,, ,,,-20.5,-8.7,,,,,,30.0,-26.5,No precipitation,6,,,,
03.02.2020 20:00,-16.9,739.5,770.5,1.1,46,Wind blowing from the south,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-8.7,,,,,,30.0,-25.8,No precipitation,12,,,,
03.02.2020 17:00,-13.6,738.4,769.1,,43,Wind blowing from the west,4,,11,70 – 80%., ,,,-20.5,-8.7,,,1500-2000,,,30.0,-23.5,No precipitation,6,,,,
03.02.2020 14:00,-10.3,736.6,766.9,-1.1,45,Wind blowing from the north-west,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-7.1,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
03.02.2020 11:00,-11.2,737.7,768.1,,34,Wind blowing from the west-southwest,5,,9,no clouds, ,,,-20.5,-7.0,,,,,,30.0,-24.0,No precipitation,6,,,,
03.02.2020 08:00,-20.0,739.0,769.7,0.3,56,Wind blowing from the west,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-7.0,,,1500-2000,,,18.0,-26.5,No precipitation,12,,,,
03.02.2020 05:00,-19.8,738.7,769.3,,55,Wind blowing from the north-east,1,,4,, ,,,-19.8,-7.0,,,,,,30.0,-26.5,No precipitation,6,,,,
03.02.2020 02:00,-18.6,739.6,769.9,-0.3,59,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-7.0,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
02.02.2020 23:00,-17.8,739.9,770.3,,63,Wind blowing from the east,2,,,, ,,,-17.8,-7.0,,,,,,30.0,-23.1,No precipitation,6,,,,
02.02.2020 20:00,-13.3,739.6,770.2,0.3,52,Wind blowing from the north,0,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-7.0,,,1500-2000,,,11.0,-21.1,No precipitation,12,,,,
02.02.2020 17:00,-10.4,739.3,769.6,,42,Wind blowing from the west-southwest,2,,,no clouds, ,,,,,,,,,,16.0,-20.9,,,,,,
02.02.2020 14:00,-7.8,739.3,769.3,-1.2,31,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-4.9,,,,,,30.0,-22.0,No precipitation,12,,,,
02.02.2020 11:00,-9.0,740.5,770.6,,41,Wind blowing from the west,3,,10,no clouds, ,,,-16.9,-4.7,,,,,,30.0,-20.1,No precipitation,6,,,,
02.02.2020 08:00,-16.4,740.5,770.8,1.2,78,Wind blowing from the west,1,,10,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-4.7,,,2500 or more  or no clouds.,,,5.0,-19.3,No precipitation,12,,,,
02.02.2020 05:00,-15.5,739.3,769.5,,77,Wind blowing from the west,3,,10,, ,,,-22.6,-4.7,,,,,,21.0,-18.6,No precipitation,6,,,,
02.02.2020 02:00,-12.0,739.4,769.2,-0.4,69,Wind blowing from the south-west,7,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-4.7,,,2500 or more  or no clouds.,,,25.0,-16.5,No precipitation,12,,,,
01.02.2020 23:00,-12.0,739.8,770.1,,69,Wind blowing from the south-west,4,,,, ,,,,,,,,,,19.0,-16.5,,,,,,
01.02.2020 20:00,-10.2,739.8,770.5,1.1,55,Wind blowing from the west-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-4.7,,,,,,30.0,-17.7,No precipitation,12,,,,
01.02.2020 17:00,-9.0,738.7,769.3,,56,Wind blowing from the west-southwest,3,,6,50%., ,,,-22.6,-4.7,,,2500 or more  or no clouds.,,,19.0,-16.2,No precipitation,6,,,,
01.02.2020 14:00,-4.9,736.6,766.8,-1.0,37,Wind blowing from the west-southwest,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-4.7,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
01.02.2020 11:00,-14.0,737.6,768.1,,66,Wind blowing from the north-northwest,3,,4,70 – 80%., ,,,-22.6,-8.3,,,1000-1500,,,16.0,-19.1,No precipitation,6,,,,
01.02.2020 08:00,-21.5,738.4,769.3,0.6,80,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-8.3,,,,,,13.0,-24.0,No precipitation,12,,,,
01.02.2020 05:00,-22.4,737.8,768.4,,80,Wind blowing from the south-east,1,,4,, ,,,-22.4,-8.3,,,,,,29.0,-24.9,No precipitation,6,,,,
01.02.2020 02:00,-20.7,737.7,768.1,-0.1,81,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-8.3,,,2500 or more  or no clouds.,,,26.0,-23.1,No precipitation,12,,,,
31.01.2020 23:00,-17.6,737.8,768.4,,80,Wind blowing from the south-east,1,,,, ,,,-21.8,-8.3,,,,,,30.0,-20.2,No precipitation,6,,,,
31.01.2020 20:00,-14.3,738.1,768.8,0.9,76,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-8.3,,,,,,30.0,-17.6,No precipitation,12,,,,
31.01.2020 17:00,-11.6,737.2,767.8,,65,Wind blowing from the north-east,1,,4,no clouds, ,,,-21.8,-8.3,,,,,,7.0,-16.9,No precipitation,6,,,,
31.01.2020 14:00,-8.6,737.3,767.6,-1.1,55,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-5.4,,,,,,23.0,-16.0,No precipitation,12,,,,
31.01.2020 11:00,-14.5,738.4,768.9,,71,Wind blowing from the north-northwest,2,,3,no clouds, ,,,-21.8,-5.4,,,,,,11.0,-18.6,No precipitation,6,,,,
31.01.2020 08:00,-19.7,738.9,769.6,0.6,82,Wind blowing from the east-southeast,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-5.4,,,,,,15.0,-22.0,No precipitation,12,,,,
31.01.2020 05:00,-21.1,738.3,768.8,,82,Wind blowing from the east-southeast,1,,4,, ,,,-21.1,-5.4,,,,,,15.0,-23.4,No precipitation,6,,,,
31.01.2020 02:00,-19.0,738.2,768.4,-0.3,83,Wind blowing from the south,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-5.4,,,2500 or more  or no clouds.,,,15.0,-21.2,No precipitation,12,,,,
30.01.2020 23:00,-16.5,738.5,768.9,,84,Wind blowing from the south-southeast,1,,,, ,,,-19.2,-5.4,,,,,,24.0,-18.6,No precipitation,6,,,,
30.01.2020 20:00,-14.0,738.6,769.2,0.7,76,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-5.4,,,,,,23.0,-17.3,No precipitation,12,,,,
30.01.2020 17:00,-9.9,737.9,768.4,,60,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,15.0,-16.2,,,,,,
30.01.2020 14:00,-5.5,737.9,767.9,-1.6,46,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-4.5,,,,,,29.0,-15.3,No precipitation,12,,,,
30.01.2020 11:00,-11.8,739.5,769.8,,63,Wind blowing from the west-northwest,2,,5,no clouds, ,,,-19.2,-4.5,,,,,,13.0,-17.4,No precipitation,6,,,,
30.01.2020 08:00,-18.1,739.9,770.5,0.3,83,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-4.5,,,,,,8.0,-20.3,No precipitation,12,,,,
30.01.2020 05:00,-19.2,739.6,769.8,,80,Wind blowing from the east-southeast,1,,5,, ,,,-19.2,-4.5,,,,,,30.0,-21.8,No precipitation,6,,,,
30.01.2020 02:00,-16.4,739.7,769.7,-0.2,83,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-4.5,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
29.01.2020 23:00,-14.0,739.9,770.0,,78,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,28.0,-17.0,,,,,,
29.01.2020 20:00,-11.5,739.9,770.4,1.0,66,Wind blowing from the north,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-4.5,,,,,,14.0,-16.6,No precipitation,12,,,,
29.01.2020 17:00,-6.1,738.9,769.0,,49,Wind blowing from the north-east,3,,8,no clouds, ,,,-18.1,-4.5,,,,,,23.0,-15.3,No precipitation,6,,,,
29.01.2020 14:00,-4.8,738.7,768.7,-1.2,44,Wind blowing from the north-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-4.7,,,,,,25.0,-15.2,No precipitation,12,,,,
29.01.2020 11:00,-8.7,739.9,769.9,,63,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-6.9,,,,,,5.0,-14.5,No precipitation,6,,,,
29.01.2020 08:00,-17.5,740.7,771.2,0.5,85,Wind blowing from the east,0,,2,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-6.9,,,2500 or more  or no clouds.,,,5.0,-19.4,No precipitation,12,,,,
29.01.2020 05:00,-16.7,740.2,770.5,,86,Calm  no wind,0,,,, ,,,-18.8,-6.9,,,,,,7.0,-18.5,No precipitation,6,,,,
29.01.2020 02:00,-15.6,740.3,770.5,-0.1,84,Wind blowing from the east-southeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-6.9,,,2500 or more  or no clouds.,,,7.0,-17.7,No precipitation,12,,,,
28.01.2020 23:00,-13.8,740.4,770.7,,79,Wind blowing from the west-southwest,1,,,, ,,,-18.8,-6.9,,,,,,7.0,-16.7,No precipitation,6,,,,
28.01.2020 20:00,-11.4,740.2,770.8,0.3,70,Wind blowing from the east,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-6.9,,,2500 or more  or no clouds.,,,5.0,-15.9,No precipitation,12,,,,
28.01.2020 17:00,-8.5,739.9,770.3,,56,Wind blowing from the east,0,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-6.9,,,,,,4.4,-15.9,No precipitation,6,,,,
28.01.2020 14:00,-7.2,739.9,770.1,-1.2,51,Wind blowing from the north-northwest,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-5.6,,,2500 or more  or no clouds.,,,10.0,-15.6,No precipitation,12,,,,
