Local time in Shaoguan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 08:00,9.8,757.0,768.2,0.7,99,Wind blowing from the south-west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,11.5,,,300-600,,,6.0,9.6,21.0,12,,,,
04.02.2020 05:00,9.9,756.3,767.5,,99,Wind blowing from the west-northwest,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.8,11.6,,,,,,9.0,9.7,15.0,6,,,,
04.02.2020 02:00,10.1,757.1,768.3,,99,Wind blowing from the north-northwest,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,13.3,,,2500 or more  or no clouds.,,,9.0,9.9,22.0,12,,,,
03.02.2020 23:00,10.2,757.3,768.4,,99,Wind blowing from the north-west,2,,5,,Rain  not freezing  intermittent  moderate at time of observation. ,,,10.2,,,,,,,12.0,10.0,7.0,6,,,,
03.02.2020 20:00,10.8,756.6,767.8,0.8,98,Wind blowing from the north-west,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,,,,600-1000,,,7.0,10.5,21.0,12,,,,
03.02.2020 17:00,11.0,755.8,766.9,,99,Wind blowing from the north-northwest,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.7,,,,600-1000,,,11.0,10.8,15.0,6,,,,
03.02.2020 14:00,11.4,756.5,767.6,-1.7,99,Wind blowing from the north-northwest,2,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,15.5,,,600-1000,,,5.0,11.2,19.0,12,,,,
03.02.2020 11:00,11.0,758.2,769.3,,99,Wind blowing from the west-northwest,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,15.5,,,600-1000,,,30.0,10.8,8.0,6,,,,
03.02.2020 08:00,10.9,757.5,768.7,1.8,98,Wind blowing from the north-northwest,3,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,15.5,,,600-1000,,,6.0,10.6,7.0,12,,,,
03.02.2020 05:00,11.6,755.7,766.8,,99,Wind blowing from the west-northwest,2,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,,,10.4,15.5,,,,,,1.3,11.4,3.0,6,,,,
03.02.2020 02:00,13.1,755.7,766.7,-0.3,82,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,15.5,,,2500 or more  or no clouds.,,,14.0,10.1,No precipitation,12,,,,
02.02.2020 23:00,13.3,756.0,767.1,,80,Wind blowing from the south-southeast,1,,4,, ,,,10.4,15.5,,,,,,18.0,9.9,No precipitation,6,,,,
02.02.2020 20:00,13.7,755.6,766.7,0.7,77,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,15.5,,,1000-1500,,,20.0,9.7,No precipitation,12,,,,
02.02.2020 17:00,14.9,754.9,766.0,,65,Wind blowing from the north-east,1,,4,100%., ,,,10.4,16.9,,,1000-1500,,,25.0,8.3,No precipitation,6,,,,
02.02.2020 14:00,14.6,755.6,766.7,-2.2,60,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,18.2,,,1000-1500,,,24.0,6.9,0.1,12,,,,
02.02.2020 11:00,12.9,757.8,769.0,,72,Wind blowing from the west-northwest,2,,4,100%., ,,,10.4,,,,1000-1500,,,17.0,7.9,No precipitation,6,,,,
02.02.2020 08:00,10.7,757.7,768.9,1.0,90,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,18.2,,,2500 or more  or no clouds.,,,14.0,9.1,0.1,12,,,,
02.02.2020 05:00,10.5,756.7,767.8,,95,Wind blowing from the south-southeast,2,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.8,18.2,,,,,,11.0,9.7,0.1,6,,,,
02.02.2020 02:00,11.6,755.8,766.9,0.0,81,Wind blowing from the south-southeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,18.2,,,2500 or more  or no clouds.,,,20.0,8.4,No precipitation,12,,,,
01.02.2020 23:00,12.2,755.8,766.9,,73,Wind blowing from the south-southeast,2,,5,, ,,,5.4,18.2,,,,,,25.0,7.5,No precipitation,6,,,,
01.02.2020 20:00,14.1,755.5,766.6,,60,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,18.2,,,2500 or more  or no clouds.,,,30.0,6.4,Trace of precipitation,12,,,,
01.02.2020 17:00,16.9,754.6,765.7,,37,Wind blowing from the north-northeast,1,,5,100%., ,,,5.4,18.2,,,1000-1500,,,30.0,2.1,No precipitation,6,,,,
01.02.2020 14:00,17.6,755.1,766.2,-2.8,31,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.8,,,2500 or more  or no clouds.,,,30.0,0.2,Trace of precipitation,12,,,,
01.02.2020 11:00,12.5,757.9,769.1,,52,Wind blowing from the north-west,2,,5,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.7,,,2500 or more  or no clouds.,,,23.0,2.9,No precipitation,6,,,,
01.02.2020 08:00,6.8,757.8,769.0,,87,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,17.7,,,2500 or more  or no clouds.,,,17.0,4.7,No precipitation,12,,,,
01.02.2020 05:00,6.1,755.9,767.1,,86,Wind blowing from the south-southeast,2,,5,, ,,,1.6,17.7,,,,,,14.0,3.9,No precipitation,6,,,,
01.02.2020 02:00,7.5,756.5,767.7,-0.3,80,Wind blowing from the south-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,17.7,,,2500 or more  or no clouds.,,,24.0,4.2,No precipitation,12,,,,
31.01.2020 23:00,9.4,756.8,768.1,,72,Wind blowing from the south-southeast,2,,6,, ,,,1.6,17.7,,,,,,28.0,4.6,No precipitation,6,,,,
31.01.2020 20:00,11.3,756.0,767.3,,59,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,17.7,,,1500-2000,,,30.0,3.5,No precipitation,12,,,,
31.01.2020 17:00,17.3,754.9,766.0,,27,Wind blowing from the north-northwest,2,,6,70 – 80%., ,,,1.6,17.7,,,1000-1500,,,30.0,-1.8,No precipitation,6,,,,
31.01.2020 14:00,15.7,756.1,767.3,-2.9,31,Wind blowing from the north-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,16.8,,,,,,30.0,-1.3,No precipitation,12,,,,
31.01.2020 11:00,10.8,759.0,770.3,,52,Wind blowing from the west,2,,4,no clouds, ,,,1.6,16.8,,,,,,27.0,1.3,No precipitation,6,,,,
31.01.2020 08:00,2.3,758.8,770.2,1.9,96,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,16.8,,,,,,13.0,1.7,No precipitation,12,,,,
31.01.2020 05:00,2.1,756.9,768.1,,94,Wind blowing from the south-southeast,3,,4,, ,,,1.2,16.8,,,,,,15.0,1.2,No precipitation,6,,,,
31.01.2020 02:00,3.2,757.3,768.6,-0.1,93,Wind blowing from the south-southeast,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,16.8,,,2500 or more  or no clouds.,,,18.0,2.1,No precipitation,12,,,,
30.01.2020 23:00,5.6,757.4,768.7,,81,Wind blowing from the south-southeast,2,,,, ,,,1.2,16.8,,,,,,24.0,2.6,No precipitation,6,,,,
30.01.2020 20:00,9.1,756.5,767.9,1.2,63,Wind blowing from the south-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,16.8,,,,,,30.0,2.4,No precipitation,12,,,,
30.01.2020 17:00,16.2,755.3,766.6,,29,Wind blowing from the north,2,,8,no clouds, ,,,1.2,16.8,,,,,,30.0,-1.8,No precipitation,6,,,,
30.01.2020 14:00,15.8,756.4,767.6,-3.3,32,Wind blowing from the north-east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,15.8,,,,,,30.0,-0.8,No precipitation,12,,,,
30.01.2020 11:00,10.6,759.7,771.0,,53,Wind blowing from the west-northwest,2,,4,no clouds, ,,,1.2,15.2,,,,,,23.0,1.4,No precipitation,6,,,,
30.01.2020 08:00,1.8,759.3,770.7,1.7,97,Wind blowing from the south-southeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,15.2,,,,,,11.0,1.3,No precipitation,12,,,,
30.01.2020 05:00,2.1,757.6,768.9,,97,Wind blowing from the south-southeast,3,,5,, ,,,2.1,15.2,,,,,,13.0,1.6,No precipitation,6,,,,
30.01.2020 02:00,3.7,757.7,769.0,-0.1,96,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,15.2,,,2500 or more  or no clouds.,,,18.0,3.1,No precipitation,12,,,,
29.01.2020 23:00,7.6,757.8,769.1,,63,Wind blowing from the east-northeast,2,,9,, ,,,4.1,15.2,,,,,,30.0,1.0,No precipitation,6,,,,
29.01.2020 20:00,10.7,756.5,767.8,1.3,54,Wind blowing from the north-northeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,15.2,,,,,,30.0,1.7,No precipitation,12,,,,
29.01.2020 17:00,14.7,755.2,766.3,,41,Wind blowing from the north-west,2,,9,no clouds, ,,,4.1,15.2,,,,,,30.0,1.5,No precipitation,6,,,,
29.01.2020 14:00,13.7,755.9,767.1,,41,Wind blowing from the north-east,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.1,,,,,,30.0,0.6,No precipitation,12,,,,
29.01.2020 11:00,9.5,758.8,770.2,,58,Calm  no wind,0,,,20–30%., ,,,4.1,12.7,,,600-1000,,,30.0,1.6,No precipitation,6,,,,
29.01.2020 08:00,4.3,758.6,770.0,1.2,96,Wind blowing from the south-east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,12.7,,,1500-2000,,,10.0,3.7,No precipitation,12,,,,
29.01.2020 05:00,5.6,757.4,768.7,,88,Wind blowing from the east,1,,,, ,,,4.7,12.7,,,,,,28.0,3.7,No precipitation,6,,,,
29.01.2020 02:00,6.7,758.5,769.8,0.7,70,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,12.7,,,2500 or more  or no clouds.,,,30.0,1.6,No precipitation,12,,,,
28.01.2020 23:00,5.1,757.8,769.2,,92,Wind blowing from the east,1,,7,, ,,,5.1,12.7,,,,,,27.0,3.9,No precipitation,6,,,,
28.01.2020 20:00,9.2,756.1,767.4,1.3,63,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,12.7,,,,,,30.0,2.5,No precipitation,12,,,,
28.01.2020 17:00,12.0,754.8,766.0,,49,Wind blowing from the north-northwest,3,,9,no clouds, ,,,5.7,12.7,,,,,,30.0,1.6,No precipitation,6,,,,
28.01.2020 14:00,10.8,755.1,766.3,,52,Wind blowing from the west,3,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,10.8,,,600-1000,,,30.0,1.3,No precipitation,12,,,,
28.01.2020 11:00,7.6,757.3,768.6,,60,Wind blowing from the north,4,,10,100%., ,,,5.7,7.9,,,1000-1500,,,30.0,0.3,No precipitation,6,,,,
28.01.2020 08:00,5.8,757.0,768.4,1.3,67,Wind blowing from the north-northwest,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,7.9,,,1000-1500,,,30.0,0.1,No precipitation,12,,,,
28.01.2020 05:00,5.8,755.7,767.0,,71,Wind blowing from the north-northwest,5,,10,, ,,,5.8,7.9,,,,,,30.0,0.9,No precipitation,6,,,,
28.01.2020 02:00,6.2,756.4,767.7,0.3,71,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,7.9,,,2500 or more  or no clouds.,,,30.0,1.3,No precipitation,12,,,,
27.01.2020 23:00,6.3,756.1,767.4,,68,Wind blowing from the north,2,,8,, ,,,6.1,7.9,,,,,,30.0,0.8,No precipitation,6,,,,
27.01.2020 20:00,6.7,755.7,767.0,1.4,67,Wind blowing from the north,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,7.9,,,1000-1500,,,30.0,1.0,No precipitation,12,,,,
27.01.2020 17:00,7.4,754.3,765.7,,63,Wind blowing from the north-northwest,4,,11,100%., ,,,6.1,8.4,,,1000-1500,,,30.0,0.8,No precipitation,6,,,,
27.01.2020 14:00,7.7,754.3,765.7,-2.4,62,Wind blowing from the north-northwest,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,9.5,,,1000-1500,,,30.0,0.8,No precipitation,12,,,,
27.01.2020 11:00,6.6,756.7,768.0,,67,Wind blowing from the north,3,,11,100%., ,,,6.1,,,,600-1000,,,30.0,0.9,No precipitation,6,,,,
27.01.2020 08:00,6.1,756.4,767.8,1.5,70,Wind blowing from the north,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,9.5,,,600-1000,,,30.0,1.0,No precipitation,12,,,,
27.01.2020 05:00,6.6,754.9,766.2,,71,Wind blowing from the north,4,,10,, ,,,6.6,9.5,,,,,,30.0,1.7,No precipitation,6,,,,
27.01.2020 02:00,6.7,754.9,766.2,-0.9,73,Wind blowing from the north-northeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,9.5,,,2500 or more  or no clouds.,,,30.0,2.2,No precipitation,12,,,,
26.01.2020 23:00,7.0,755.8,767.2,,72,Wind blowing from the north,4,,10,, ,,,6.7,9.5,,,,,,30.0,2.3,No precipitation,6,,,,
26.01.2020 20:00,7.6,755.5,766.8,1.2,71,Wind blowing from the north,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.1,,,600-1000,,,30.0,2.6,3.0,12,,,,
26.01.2020 17:00,8.4,754.3,765.5,,71,Wind blowing from the north,4,,10,100%., ,,,6.7,10.9,,,600-1000,,,30.0,3.4,No precipitation,6,,,,
26.01.2020 14:00,8.8,754.2,765.4,-1.9,77,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.5,,,600-1000,,,30.0,4.9,15.0,12,,,,
26.01.2020 11:00,7.1,756.1,767.4,,87,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,600-1000,,,30.0,5.0,11.0,6,,,,
26.01.2020 08:00,6.8,753.6,764.8,,98,Wind blowing from the north-west,2,,11,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.5,,,600-1000,,,8.0,6.5,23.0,12,,,,
26.01.2020 05:00,6.9,754.4,765.7,,98,Wind blowing from the north,2,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.9,11.5,,,,,,9.0,6.6,10.0,6,,,,
26.01.2020 02:00,7.7,754.6,765.9,,95,Wind blowing from the east-northeast,2,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,11.5,,,2500 or more  or no clouds.,,,16.0,6.9,11.0,12,,,,
25.01.2020 23:00,8.5,755.3,766.6,,97,Wind blowing from the north-west,4,,9,,Rain  not freezing  intermittent  moderate at time of observation. ,,,8.5,12.4,,,,,,6.0,8.0,5.0,6,,,,
25.01.2020 20:00,10.0,754.6,765.7,,87,Wind blowing from the north-northwest,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,1000-1500,,,30.0,7.9,5.0,12,,,,
