Local time in Mengshan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 08:00,9.1,751.0,767.8,0.6,91,Wind blowing from the north-west,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,300-600,,,30.0,7.7,4.0,12,,,,
04.02.2020 05:00,8.9,750.4,767.2,,92,Wind blowing from the north-west,3,,7,, ,,,8.9,,,,,,,30.0,7.7,0.2,6,,,,
04.02.2020 02:00,9.1,751.3,768.1,,93,Wind blowing from the north-west,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,11.1,,,2500 or more  or no clouds.,,,19.0,8.0,14.0,12,,,,
03.02.2020 20:00,9.3,750.9,767.7,0.9,94,Wind blowing from the north-west,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,300-600,,,14.0,8.4,15.0,12,,,,
03.02.2020 17:00,9.5,750.0,766.7,,94,Wind blowing from the north-northwest,4,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,,,,300-600,,,14.0,8.6,5.0,6,,,,
03.02.2020 14:00,10.2,750.4,767.1,-2.0,88,Wind blowing from the north-west,2,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,,,,300-600,,,30.0,8.3,9.0,12,,,,
03.02.2020 11:00,9.8,752.4,769.1,,89,Wind blowing from the north-west,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,,,,300-600,,,30.0,8.1,5.0,6,,,,
03.02.2020 08:00,9.4,751.3,767.9,1.3,92,Wind blowing from the north-west,6,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,17.3,,,300-600,,,20.0,8.2,5.0,12,,,,
03.02.2020 05:00,9.9,750.0,766.5,,92,Wind blowing from the north-west,5,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.9,17.3,,,,,,20.0,8.7,3.0,6,,,,
03.02.2020 02:00,11.1,750.1,766.6,,93,Wind blowing from the north-west,5,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,17.3,,,2500 or more  or no clouds.,,,4.4,10.0,0.8,12,,,,
02.02.2020 20:00,15.1,749.0,765.6,0.8,74,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,17.3,,,1500-2000,,,6.0,10.5,Trace of precipitation,12,,,,
02.02.2020 17:00,16.8,748.2,764.7,,71,Wind blowing from the west,0,,2,100%., ,,,10.1,17.3,,,1500-2000,,,7.0,11.5,No precipitation,6,,,,
02.02.2020 14:00,16.6,749.0,765.5,-2.9,65,Wind blowing from the east,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,16.7,,,1500-2000,,,6.0,10.0,No precipitation,12,,,,
02.02.2020 11:00,12.7,751.9,768.5,,78,Wind blowing from the east-northeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,15.5,,,2000-2500,,,5.0,9.0,No precipitation,6,,,,
02.02.2020 08:00,10.6,751.5,768.1,1.6,93,Wind blowing from the south-southeast,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,15.5,,,2000-2500,,,4.6,9.5,0.4,12,,,,
02.02.2020 05:00,10.1,749.9,766.5,,93,Wind blowing from the west-northwest,1,,5,,Mist. ,,,9.2,15.5,,,,,,4.1,9.0,0.3,6,,,,
02.02.2020 02:00,10.3,750.6,767.2,,91,Wind blowing from the west-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,15.5,,,2500 or more  or no clouds.,,,5.0,8.9,0.4,12,,,,
01.02.2020 20:00,12.2,749.7,766.3,1.0,72,Wind blowing from the north-west,2,,3,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,15.5,,,2000-2500,,,5.0,7.3,No precipitation,12,,,,
01.02.2020 17:00,14.9,748.7,765.3,,47,Wind blowing from the south-southwest,1,,3,100%., ,,,9.1,18.0,,,2000-2500,,,11.0,3.7,No precipitation,6,,,,
01.02.2020 14:00,14.6,749.3,765.9,-2.3,53,Wind blowing from the south-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.0,,,2000-2500,,,7.0,5.1,No precipitation,12,,,,
01.02.2020 11:00,11.7,751.6,768.3,,72,Wind blowing from the north-east,0,,2,100%., ,,,9.1,,,,2000-2500,,,8.0,6.8,No precipitation,6,,,,
01.02.2020 08:00,9.5,751.1,767.8,1.0,82,Wind blowing from the west-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2000-2500,,,8.0,6.6,No precipitation,12,,,,
01.02.2020 05:00,9.4,750.1,766.6,,78,Wind blowing from the north-northwest,1,,4,, ,,,3.1,18.0,,,,,,10.0,5.8,No precipitation,6,,,,
01.02.2020 02:00,9.5,750.5,767.1,,79,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,18.0,,,2500 or more  or no clouds.,,,11.0,6.0,No precipitation,12,,,,
31.01.2020 20:00,11.8,750.1,767.0,1.4,60,Wind blowing from the north-northwest,3,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,18.0,,,2500 or more  or no clouds.,,,11.0,4.3,No precipitation,12,,,,
31.01.2020 17:00,17.6,748.7,765.4,,33,Wind blowing from the north-northeast,1,,3,no clouds, ,,,3.1,18.1,,,,,,18.0,1.2,No precipitation,6,,,,
31.01.2020 14:00,15.0,750.1,766.9,-2.7,41,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,19.1,,,2000-2500,,,12.0,1.9,No precipitation,12,,,,
31.01.2020 11:00,10.0,752.8,769.6,,65,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%, ,,,3.1,19.1,,,2000-2500,,,10.0,3.7,No precipitation,6,,,,
31.01.2020 08:00,3.2,752.3,769.3,1.8,94,Wind blowing from the north-west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,19.1,,,,,,7.0,2.3,No precipitation,12,,,,
31.01.2020 05:00,4.2,750.5,767.2,,90,Wind blowing from the north-west,1,,3,, ,,,2.2,19.1,,,,,,11.0,2.7,No precipitation,6,,,,
31.01.2020 02:00,6.0,751.0,767.6,,83,Wind blowing from the north-northwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,19.1,,,2500 or more  or no clouds.,,,13.0,3.3,No precipitation,12,,,,
30.01.2020 20:00,10.7,750.4,767.3,1.2,58,Wind blowing from the north-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,19.1,,,2500 or more  or no clouds.,,,11.0,2.8,No precipitation,12,,,,
30.01.2020 17:00,18.1,749.2,765.8,,32,Wind blowing from the west-northwest,2,,4,no clouds, ,,,2.2,19.1,,,,,,23.0,1.2,No precipitation,6,,,,
30.01.2020 14:00,17.4,750.4,767.0,-3.3,30,Wind blowing from the south-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,17.4,,,,,,21.0,-0.3,No precipitation,12,,,,
30.01.2020 11:00,12.0,753.7,770.5,,53,Wind blowing from the east,1,,3,no clouds, ,,,2.2,16.3,,,,,,12.0,2.5,No precipitation,6,,,,
30.01.2020 08:00,2.3,753.4,770.4,1.9,91,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,16.3,,,,,,8.0,1.0,No precipitation,12,,,,
30.01.2020 05:00,3.1,751.5,768.3,,89,Wind blowing from the north-northwest,1,,6,, ,,,3.1,16.3,,,,,,10.0,1.5,No precipitation,6,,,,
30.01.2020 02:00,5.0,752.1,768.9,,82,Wind blowing from the west-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,16.3,,,2500 or more  or no clouds.,,,12.0,2.2,No precipitation,12,,,,
29.01.2020 20:00,9.6,750.7,767.6,1.2,62,Wind blowing from the north-west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,16.3,,,,,,11.0,2.7,No precipitation,12,,,,
29.01.2020 17:00,15.7,749.5,766.1,,36,Wind blowing from the west-northwest,3,,9,no clouds, ,,,5.7,16.3,,,,,,23.0,0.7,No precipitation,6,,,,
29.01.2020 14:00,14.8,750.2,766.9,-2.9,39,Wind blowing from the north-west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,15.3,,,,,,19.0,1.0,No precipitation,12,,,,
29.01.2020 11:00,11.5,753.1,769.9,,47,Wind blowing from the north-west,3,,8,no clouds, ,,,5.7,11.7,,,,,,15.0,0.6,No precipitation,6,,,,
29.01.2020 08:00,6.7,752.7,769.6,0.8,62,Wind blowing from the north-northwest,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,2000-2500,,,12.0,-0.1,No precipitation,12,,,,
29.01.2020 05:00,6.0,751.9,768.7,,67,Wind blowing from the north,3,,8,, ,,,4.1,11.7,,,,,,14.0,0.3,No precipitation,6,,,,
29.01.2020 02:00,6.8,752.5,769.4,,65,Wind blowing from the north,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,11.7,,,2500 or more  or no clouds.,,,13.0,0.5,No precipitation,12,,,,
28.01.2020 20:00,7.6,750.5,767.5,1.8,64,Wind blowing from the north,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,11.7,,,,,,14.0,1.2,No precipitation,12,,,,
28.01.2020 17:00,10.8,748.7,765.5,,51,Wind blowing from the north-west,5,,10,no clouds, ,,,4.1,11.7,,,,,,17.0,1.1,No precipitation,6,,,,
28.01.2020 14:00,10.0,749.5,766.4,-2.0,54,Wind blowing from the north-west,6,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.5,,,2500 or more  or no clouds.,,,18.0,0.9,No precipitation,12,,,,
28.01.2020 11:00,7.9,751.5,768.4,,57,Wind blowing from the north-west,4,,7,90  or more  but not 100%, ,,,4.1,10.5,,,2500 or more  or no clouds.,,,18.0,-0.3,No precipitation,6,,,,
28.01.2020 08:00,4.1,751.0,768.1,0.7,73,Wind blowing from the north-northwest,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.5,,,2500 or more  or no clouds.,,,15.0,-0.3,No precipitation,12,,,,
28.01.2020 05:00,4.9,750.3,767.2,,69,Wind blowing from the north-west,2,,8,, ,,,4.9,10.5,,,,,,17.0,-0.3,No precipitation,6,,,,
28.01.2020 02:00,5.5,750.1,766.9,,69,Wind blowing from the north-northwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,10.5,,,2500 or more  or no clouds.,,,17.0,0.1,No precipitation,12,,,,
27.01.2020 20:00,7.3,749.3,766.3,1.3,66,Wind blowing from the north,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,10.5,,,2000-2500,,,21.0,1.2,No precipitation,12,,,,
27.01.2020 17:00,9.4,748.0,764.8,,59,Wind blowing from the north-west,5,,9,70 – 80%., ,,,6.2,10.5,,,2000-2500,,,21.0,1.6,No precipitation,6,,,,
27.01.2020 14:00,9.2,748.7,765.5,-2.3,58,Wind blowing from the north,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,10.2,,,2000-2500,,,24.0,1.4,No precipitation,12,,,,
27.01.2020 11:00,7.4,751.0,767.8,,66,Wind blowing from the west-northwest,3,,8,100%., ,,,6.2,,,,1500-2000,,,19.0,1.5,No precipitation,6,,,,
27.01.2020 08:00,6.2,750.4,767.4,1.1,72,Wind blowing from the north-west,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,10.2,,,1500-2000,,,18.0,1.5,No precipitation,12,,,,
27.01.2020 05:00,6.7,749.3,766.1,,74,Wind blowing from the north-northwest,2,,8,, ,,,6.1,10.2,,,,,,29.0,2.4,No precipitation,6,,,,
27.01.2020 02:00,7.1,749.8,766.6,,72,Wind blowing from the north-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,10.2,,,2500 or more  or no clouds.,,,30.0,2.4,No precipitation,12,,,,
26.01.2020 20:00,7.7,749.4,766.3,,79,Wind blowing from the north-northwest,2,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,10.2,,,1500-2000,,,25.0,4.3,No precipitation,12,,,,
26.01.2020 17:00,10.1,748.7,765.5,,68,Wind blowing from the north-northwest,3,,11,90  or more  but not 100%, ,,,6.0,10.2,,,600-1000,,,30.0,4.5,No precipitation,6,,,,
26.01.2020 14:00,9.3,749.7,766.6,-1.4,68,Wind blowing from the north,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,9.3,,,2500 or more  or no clouds.,,,30.0,3.7,2.0,12,,,,
26.01.2020 11:00,7.6,751.1,768.1,,76,Wind blowing from the north-west,5,,12,100%., ,,,6.0,9.0,,,600-1000,,,30.0,3.6,No precipitation,6,,,,
26.01.2020 08:00,6.2,750.0,766.9,1.1,83,Wind blowing from the north,3,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,,,,300-600,,,30.0,3.5,9.0,12,,,,
26.01.2020 05:00,6.2,748.9,765.7,,87,Wind blowing from the north-west,6,,13,, ,,,6.0,9.0,,,,,,30.0,4.2,6.0,6,,,,
26.01.2020 02:00,6.2,750.5,767.5,,92,Wind blowing from the west-northwest,3,,13,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,9.0,,,2500 or more  or no clouds.,,,14.0,5.0,10.0,12,,,,
25.01.2020 20:00,7.0,749.8,766.7,,90,Wind blowing from the north-west,7,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,10.2,,,300-600,,,30.0,5.5,4.0,12,,,,
25.01.2020 17:00,7.7,747.8,764.6,,91,Wind blowing from the north-west,4,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.5,,,300-600,,,29.0,6.3,0.7,6,,,,
25.01.2020 14:00,8.2,748.2,765.0,-2.3,93,Wind blowing from the north-west,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,,,,300-600,,,14.0,7.1,5.0,12,,,,
25.01.2020 11:00,9.0,750.5,767.3,,91,Wind blowing from the north-west,3,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,300-600,,,30.0,7.6,4.0,6,,,,
25.01.2020 08:00,8.8,749.2,766.0,0.3,90,Wind blowing from the north-west,4,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,12.5,,,300-600,,,30.0,7.3,5.0,12,,,,
