Local time in Delingha,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 08:00,-13.4,530.2,773.8,0.2,27,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-2.1,,,,,,30.0,-28.4,No precipitation,12,,,,
04.02.2020 05:00,-13.6,530.0,770.4,,30,Wind blowing from the north-northeast,1,,,, ,,,-15.1,-2.1,,,,,,30.0,-27.5,No precipitation,6,,,,
04.02.2020 02:00,-12.3,530.5,771.3,,30,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-2.1,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,12,,,,
03.02.2020 20:00,-8.5,530.1,774.6,0.3,29,Wind blowing from the north-northwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-2.1,,,,,,30.0,-23.4,No precipitation,12,,,,
03.02.2020 17:00,-2.5,529.8,770.2,,15,Wind blowing from the west-southwest,1,,,70 – 80%., ,,,-15.1,-2.4,,,1000-1500,,,30.0,-25.6,No precipitation,6,,,,
03.02.2020 14:00,-4.1,530.6,772.0,,16,Wind blowing from the south,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-4.1,,,,,,30.0,-26.2,No precipitation,12,,,,
03.02.2020 11:00,-10.9,531.8,776.9,,23,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,30.0,-28.0,,,,,,
03.02.2020 08:00,-15.0,531.3,777.3,-0.3,30,Wind blowing from the east,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-4.3,,,,,,30.0,-28.7,No precipitation,12,,,,
03.02.2020 05:00,-14.0,531.6,774.4,,28,Wind blowing from the east,3,,,, ,,,-16.0,-4.3,,,,,,30.0,-28.6,No precipitation,6,,,,
03.02.2020 02:00,-13.5,532.4,776.3,,31,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-4.3,,,2500 or more  or no clouds.,,,30.0,-27.0,No precipitation,12,,,,
02.02.2020 20:00,-10.3,532.7,779.8,0.7,35,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-4.3,,,,,,30.0,-22.8,No precipitation,12,,,,
02.02.2020 17:00,-5.0,532.0,775.9,,20,Wind blowing from the south,2,,,no clouds, ,,,-16.0,-3.0,,,,,,30.0,-24.5,No precipitation,6,,,,
02.02.2020 14:00,-7.2,532.7,775.9,-0.7,29,Wind blowing from the west-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-2.5,,,,,,30.0,-22.2,No precipitation,12,,,,
02.02.2020 11:00,-10.7,533.4,779.9,,29,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,30.0,-25.3,,,,,,
02.02.2020 08:00,-15.8,532.4,778.0,0.5,41,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-2.5,,,,,,30.0,-26.1,No precipitation,12,,,,
02.02.2020 05:00,-15.9,531.9,774.7,,51,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,30.0,-23.7,,,,,,
02.02.2020 02:00,-11.8,531.2,772.3,,43,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-2.5,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
01.02.2020 20:00,-8.0,530.4,774.0,1.1,48,Wind blowing from the north,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-2.5,,,,,,30.0,-17.3,No precipitation,12,,,,
01.02.2020 17:00,-3.1,529.3,769.5,,30,Wind blowing from the south-southwest,3,,,90  or more  but not 100%, ,,,-14.6,-2.5,,,,,,30.0,-18.2,No precipitation,6,,,,
01.02.2020 14:00,-4.5,529.7,771.4,-0.7,33,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.9,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
01.02.2020 11:00,-8.4,530.4,774.0,,37,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-20.5,,,,,,
01.02.2020 08:00,-13.6,529.3,773.0,0.4,50,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.9,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,12,,,,
01.02.2020 05:00,-13.2,528.9,769.6,,46,Wind blowing from the east-northeast,1,,,, ,,,-14.6,-3.9,,,,,,30.0,-22.4,No precipitation,6,,,,
01.02.2020 02:00,-14.4,529.3,771.3,,54,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.9,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
31.01.2020 20:00,-9.3,529.0,772.2,0.7,40,Wind blowing from the north,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-3.9,,,1000-1500,,,30.0,-20.4,No precipitation,12,,,,
31.01.2020 17:00,-4.6,528.3,767.7,,23,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,-12.9,-0.7,,,,,,30.0,-22.6,No precipitation,6,,,,
31.01.2020 14:00,-5.2,528.5,768.1,-0.2,25,Wind blowing from the east,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-0.6,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
31.01.2020 11:00,-9.0,528.7,768.9,,23,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-26.4,,,,,,
31.01.2020 08:00,-12.8,527.9,769.0,,28,Wind blowing from the east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-0.6,,,2500 or more  or no clouds.,,,30.0,-27.5,No precipitation,12,,,,
31.01.2020 05:00,-11.2,527.6,764.8,,26,Wind blowing from the east-northeast,4,,,, ,,,-13.5,-0.6,,,,,,30.0,-26.9,No precipitation,6,,,,
31.01.2020 02:00,-10.7,528.0,766.5,,26,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-0.6,,,2500 or more  or no clouds.,,,30.0,-26.5,No precipitation,12,,,,
30.01.2020 20:00,-6.5,528.0,769.3,0.6,24,Wind blowing from the east-northeast,1,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-0.6,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
30.01.2020 17:00,-0.8,527.4,764.6,,13,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,-13.5,-0.6,,,,,,30.0,-25.8,No precipitation,6,,,,
30.01.2020 14:00,-3.4,528.4,767.0,-1.5,18,Wind blowing from the east,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-1.4,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
30.01.2020 11:00,-8.9,529.9,771.1,,25,Wind blowing from the east,4,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-25.4,,,,,,
30.01.2020 08:00,-13.0,529.5,771.3,0.0,32,Wind blowing from the east-northeast,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-1.4,,,,,,30.0,-26.2,No precipitation,12,,,,
30.01.2020 05:00,-11.4,529.5,768.1,,29,Wind blowing from the east,5,,,, ,,,-14.1,-1.4,,,,,,30.0,-25.9,No precipitation,6,,,,
30.01.2020 02:00,-10.7,530.4,770.2,,30,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-1.4,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,12,,,,
29.01.2020 20:00,-6.1,531.3,774.4,0.1,26,Wind blowing from the east-southeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-1.4,,,,,,30.0,-22.5,No precipitation,12,,,,
29.01.2020 17:00,-1.6,531.2,771.1,,23,Wind blowing from the west-southwest,2,,,no clouds, ,,,-14.1,-1.4,,,,,,30.0,-20.0,No precipitation,6,,,,
29.01.2020 14:00,-3.7,532.2,773.3,-1.1,25,Wind blowing from the south,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-3.0,,,,,,30.0,-20.9,No precipitation,12,,,,
29.01.2020 11:00,-10.0,533.3,778.7,,34,Wind blowing from the east,4,,,no clouds, ,,,,,,,,,,30.0,-22.9,,,,,,
29.01.2020 08:00,-13.9,532.5,777.8,0.3,43,Wind blowing from the east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-3.0,,,,,,30.0,-23.8,No precipitation,12,,,,
29.01.2020 05:00,-12.7,532.2,773.8,,42,Wind blowing from the east,2,,,, ,,,-15.0,-3.0,,,,,,30.0,-23.0,No precipitation,6,,,,
29.01.2020 02:00,-11.8,532.2,773.7,,43,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-3.0,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
28.01.2020 20:00,-9.1,531.3,776.2,0.7,48,Wind blowing from the north,0,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-3.0,,,1000-1500,,,30.0,-18.3,No precipitation,12,,,,
28.01.2020 17:00,-3.8,530.6,772.6,,30,Wind blowing from the south-southwest,2,,,20–30%., ,,,,,,,1000-1500,,,30.0,-18.8,,,,,,
28.01.2020 14:00,-4.4,530.5,773.1,-0.1,29,Wind blowing from the south-west,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-3.5,,,1000-1500,,,30.0,-19.8,No precipitation,12,,,,
28.01.2020 11:00,-10.8,530.6,775.9,,37,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,,,,,1000-1500,,,30.0,-22.7,,,,,,
28.01.2020 08:00,-14.1,529.3,772.9,0.6,45,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-3.5,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
28.01.2020 05:00,-14.7,528.7,770.6,,52,Calm  no wind,0,,,, ,,,-15.5,-3.5,,,,,,30.0,-22.4,No precipitation,6,,,,
28.01.2020 02:00,-15.4,528.8,770.5,,62,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-3.5,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
27.01.2020 20:00,-8.4,528.1,771.1,0.6,40,Wind blowing from the north-northwest,0,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.5,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
27.01.2020 17:00,-5.3,527.5,767.8,,32,Wind blowing from the west-southwest,2,,,90  or more  but not 100%, ,,,-14.6,-3.0,,,,,,30.0,-19.4,No precipitation,6,,,,
27.01.2020 14:00,-4.3,527.7,767.1,-0.6,25,Wind blowing from the west-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-2.7,,,,,,30.0,-21.4,No precipitation,12,,,,
27.01.2020 11:00,-9.8,528.3,772.1,,27,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,30.0,-25.3,,,,,,
27.01.2020 08:00,-14.2,527.7,771.0,0.4,35,Wind blowing from the east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-2.7,,,,,,30.0,-26.3,No precipitation,12,,,,
27.01.2020 05:00,-12.6,527.3,766.2,,35,Wind blowing from the east,2,,,, ,,,-14.6,-2.7,,,,,,30.0,-24.9,No precipitation,6,,,,
27.01.2020 02:00,-11.9,527.7,767.1,,35,Wind blowing from the east,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-2.7,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
26.01.2020 20:00,-9.4,527.8,770.9,0.7,43,Wind blowing from the north-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.7,,,,,,30.0,-19.9,No precipitation,12,,,,
26.01.2020 17:00,-3.0,527.1,765.7,,23,Wind blowing from the west-southwest,2,,,no clouds, ,,,-14.3,-2.7,,,,,,30.0,-21.2,No precipitation,6,,,,
26.01.2020 14:00,-4.3,527.7,766.8,-1.0,25,Wind blowing from the south-southwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-3.4,,,,,,30.0,-21.4,No precipitation,12,,,,
26.01.2020 11:00,-9.9,528.7,770.2,,28,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-25.0,,,,,,
26.01.2020 08:00,-13.6,527.8,771.0,0.3,34,Wind blowing from the east,4,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-3.4,,,1500-2000,,,30.0,-26.1,No precipitation,12,,,,
26.01.2020 05:00,-12.0,527.5,766.4,,33,Wind blowing from the east,4,,,, ,,,-13.7,-3.4,,,,,,30.0,-25.0,No precipitation,6,,,,
26.01.2020 02:00,-11.2,528.3,767.6,,36,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-3.4,,,2500 or more  or no clouds.,,,30.0,-23.3,No precipitation,12,,,,
25.01.2020 20:00,-9.6,528.9,771.7,,53,Wind blowing from the north-northwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-3.4,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
25.01.2020 17:00,-3.4,528.6,768.8,,30,Wind blowing from the west-southwest,1,,,20–30%., ,,,-13.7,-3.4,,,1000-1500,,,30.0,-18.5,No precipitation,6,,,,
