Local time in Akqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 20:00,0.8,601.2,769.6,1.5,21,Wind blowing from the east-northeast,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.4,,,1500-2000,,,14.0,-19.1,No precipitation,12,,,,
06.02.2020 17:00,5.1,599.7,766.1,,13,Wind blowing from the east-northeast,3,,8,20–30%., ,,,-8.9,5.4,,,1500-2000,,,30.0,-21.1,No precipitation,6,,,,
06.02.2020 14:00,1.3,600.6,768.8,0.1,19,Wind blowing from the west-southwest,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.7,,,1500-2000,,,30.0,-19.8,No precipitation,12,,,,
06.02.2020 11:00,-7.9,600.5,771.5,,43,Wind blowing from the west,2,,8,70 – 80%., ,,,-8.9,,,,1500-2000,,,30.0,-18.3,No precipitation,6,,,,
06.02.2020 08:00,-7.0,599.4,767.9,,35,Wind blowing from the west-southwest,3,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.7,,,1500-2000,,,30.0,-19.9,No precipitation,12,,,,
06.02.2020 05:00,-6.7,599.9,767.0,,37,Wind blowing from the west-southwest,3,,6,, ,,,-10.5,3.7,,,,,,30.0,-19.0,No precipitation,6,,,,
06.02.2020 02:00,-7.4,600.9,769.1,,44,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.7,,,2500 or more  or no clouds.,,,26.0,-17.8,No precipitation,12,,,,
05.02.2020 20:00,-0.9,599.8,767.9,0.7,25,Wind blowing from the east-northeast,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.7,,,1500-2000,,,29.0,-18.5,No precipitation,12,,,,
05.02.2020 17:00,3.0,599.1,766.6,,16,Wind blowing from the east,3,,7,no clouds, ,,,-10.5,3.7,,,,,,26.0,-20.4,No precipitation,6,,,,
05.02.2020 14:00,1.1,600.7,769.0,-0.2,18,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,1.1,,,,,,30.0,-20.6,No precipitation,12,,,,
05.02.2020 11:00,-6.5,600.9,771.5,,35,Wind blowing from the west-southwest,3,,7,20–30%., ,,,-10.5,,,,1500-2000,,,22.0,-19.4,No precipitation,6,,,,
05.02.2020 08:00,-5.8,600.1,768.7,,35,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,0.6,,,1500-2000,,,30.0,-18.8,No precipitation,12,,,,
05.02.2020 05:00,-8.1,600.3,768.9,,50,Wind blowing from the west,3,,6,, ,,,-8.6,0.6,,,,,,24.0,-16.9,No precipitation,6,,,,
05.02.2020 02:00,-7.4,600.8,770.2,,54,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,0.6,,,2500 or more  or no clouds.,,,20.0,-15.1,No precipitation,12,,,,
04.02.2020 20:00,-1.9,599.5,768.1,0.4,34,Wind blowing from the east,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.6,,,1500-2000,,,16.0,-15.7,No precipitation,12,,,,
04.02.2020 17:00,0.4,599.1,766.9,,24,Wind blowing from the east,3,,7,50%., ,,,-7.6,2.2,,,1000-1500,,,23.0,-17.8,No precipitation,6,,,,
04.02.2020 14:00,-2.3,600.0,768.5,0.2,26,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,2.2,,,1500-2000,,,30.0,-19.2,No precipitation,12,,,,
04.02.2020 11:00,-5.8,599.8,770.0,,33,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%, ,,,,,,,1500-2000,,,25.0,-19.5,No precipitation,6,,,,
04.02.2020 08:00,-6.2,599.2,767.8,-0.2,34,Wind blowing from the west-southwest,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,2.2,,,1500-2000,,,30.0,-19.5,No precipitation,12,,,,
04.02.2020 05:00,-6.8,599.4,766.7,,35,Wind blowing from the west,3,,6,, ,,,-12.9,2.2,,,,,,30.0,-19.7,No precipitation,6,,,,
04.02.2020 02:00,-5.5,599.4,767.4,,35,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,2.2,,,2500 or more  or no clouds.,,,29.0,-18.5,No precipitation,12,,,,
03.02.2020 20:00,-2.3,598.8,769.4,0.4,26,Wind blowing from the east,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,2.2,,,1500-2000,,,18.0,-19.2,No precipitation,12,,,,
03.02.2020 17:00,2.0,598.4,767.0,,20,Wind blowing from the east-northeast,3,,7,10%  or less  but not 0, ,,,-12.9,2.0,,,1500-2000,,,26.0,-18.6,No precipitation,6,,,,
03.02.2020 14:00,-1.0,599.9,769.4,,23,Wind blowing from the east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-1.0,,,1500-2000,,,23.0,-19.5,No precipitation,12,,,,
03.02.2020 11:00,-10.4,600.0,772.7,,51,Wind blowing from the west-southwest,1,,6,10%  or less  but not 0, ,,,-12.9,,,,1500-2000,,,26.0,-18.8,No precipitation,6,,,,
03.02.2020 08:00,-12.1,599.1,770.5,-1.0,64,Wind blowing from the west,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-1.1,,,1500-2000,,,19.0,-17.5,No precipitation,12,,,,
03.02.2020 05:00,-11.2,600.1,770.3,,62,Wind blowing from the west-southwest,3,,7,, ,,,-13.4,-1.1,,,,,,18.0,-17.2,No precipitation,6,,,,
03.02.2020 02:00,-9.7,600.9,771.7,,58,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-1.1,,,2500 or more  or no clouds.,,,17.0,-16.4,No precipitation,12,,,,
02.02.2020 20:00,-4.4,600.9,772.9,0.4,42,Wind blowing from the east,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-1.1,,,1500-2000,,,9.0,-15.4,No precipitation,12,,,,
02.02.2020 17:00,-1.2,600.5,770.7,,31,Wind blowing from the east,4,,7,70 – 80%., ,,,-13.4,-0.1,,,1500-2000,,,18.0,-16.2,No precipitation,6,,,,
02.02.2020 14:00,-3.8,602.2,773.3,-0.3,35,Wind blowing from the south-east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,0.6,,,1500-2000,,,19.0,-17.0,No precipitation,12,,,,
02.02.2020 11:00,-12.3,602.5,776.9,,60,Wind blowing from the west-northwest,1,,6,20–30%., ,,,-13.4,,,,1500-2000,,,14.0,-18.5,No precipitation,6,,,,
02.02.2020 08:00,-12.6,602.0,774.2,-0.7,64,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.6,,,2500 or more  or no clouds.,,,17.0,-18.0,No precipitation,12,,,,
02.02.2020 05:00,-10.8,602.7,773.2,,58,Wind blowing from the west-southwest,2,,7,, ,,,-11.7,0.6,,,,,,15.0,-17.5,No precipitation,6,,,,
02.02.2020 02:00,-9.5,603.6,774.4,,60,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,0.6,,,2500 or more  or no clouds.,,,17.0,-16.0,No precipitation,12,,,,
01.02.2020 20:00,-4.0,602.5,774.1,0.7,39,Wind blowing from the east,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,0.6,,,2500 or more  or no clouds.,,,18.0,-15.9,No precipitation,12,,,,
01.02.2020 17:00,-0.1,601.8,772.2,,22,Wind blowing from the east,3,,8,no clouds, ,,,-12.2,0.6,,,,,,24.0,-19.3,No precipitation,6,,,,
01.02.2020 14:00,-2.0,602.9,774.0,-0.1,19,Wind blowing from the south-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-1.2,,,,,,27.0,-22.6,No precipitation,12,,,,
01.02.2020 11:00,-9.3,603.0,776.6,,38,Wind blowing from the west-southwest,4,,8,no clouds, ,,,-12.7,,,,,,,26.0,-21.0,No precipitation,6,,,,
01.02.2020 08:00,-10.4,602.1,773.6,-0.3,49,Wind blowing from the west-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-1.2,,,,,,23.0,-19.1,No precipitation,12,,,,
01.02.2020 05:00,-11.5,602.4,773.4,,64,Wind blowing from the west-southwest,3,,7,, ,,,-14.3,-1.2,,,,,,17.0,-17.1,No precipitation,6,,,,
01.02.2020 02:00,-10.7,602.8,774.7,,63,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-1.2,,,2500 or more  or no clouds.,,,16.0,-16.4,No precipitation,12,,,,
31.01.2020 20:00,-4.2,601.1,772.0,0.7,40,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-1.2,,,,,,19.0,-15.8,No precipitation,12,,,,
31.01.2020 17:00,-1.5,600.4,770.4,,31,Wind blowing from the east,4,,8,no clouds, ,,,-14.3,-0.2,,,,,,20.0,-16.4,No precipitation,6,,,,
31.01.2020 14:00,-4.2,601.5,772.7,-0.1,37,Wind blowing from the east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,0.3,,,,,,25.0,-17.0,No precipitation,12,,,,
31.01.2020 11:00,-12.7,601.6,775.8,,60,Wind blowing from the west-northwest,1,,8,no clouds, ,,,-14.3,,,,,,,12.0,-19.0,No precipitation,6,,,,
31.01.2020 08:00,-9.5,600.1,770.8,,46,Wind blowing from the west,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,0.3,,,1500-2000,,,24.0,-19.0,No precipitation,12,,,,
31.01.2020 05:00,-10.1,600.6,770.3,,56,Wind blowing from the west-southwest,3,,9,, ,,,-11.6,0.3,,,,,,17.0,-17.2,No precipitation,6,,,,
31.01.2020 02:00,-9.7,601.6,771.9,,66,Wind blowing from the west-southwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,0.3,,,2500 or more  or no clouds.,,,15.0,-15.0,No precipitation,12,,,,
30.01.2020 20:00,-4.1,600.5,770.8,0.4,41,Wind blowing from the east-northeast,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.3,,,1500-2000,,,18.0,-15.4,No precipitation,12,,,,
30.01.2020 17:00,-0.3,600.1,769.3,,20,Wind blowing from the east-northeast,3,,8,40%., ,,,-10.5,1.2,,,1500-2000,,,27.0,-20.6,No precipitation,6,,,,
30.01.2020 14:00,-1.6,601.5,771.3,-0.6,17,Wind blowing from the south-southwest,2,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,1.2,,,1500-2000,,,30.0,-23.5,No precipitation,12,,,,
30.01.2020 11:00,-8.8,602.1,774.5,,31,Wind blowing from the west-southwest,3,,8,20–30%., ,,,,,,,1500-2000,,,30.0,-22.9,No precipitation,6,,,,
30.01.2020 08:00,-8.4,601.3,771.4,,31,Wind blowing from the west-southwest,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,1.2,,,1500-2000,,,30.0,-22.5,No precipitation,12,,,,
30.01.2020 05:00,-9.1,601.8,771.0,,35,Wind blowing from the west,3,,7,, ,,,-14.5,1.2,,,,,,30.0,-21.8,No precipitation,6,,,,
30.01.2020 02:00,-8.6,602.5,772.8,,47,Wind blowing from the west-southwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,1.2,,,2500 or more  or no clouds.,,,16.0,-18.1,No precipitation,12,,,,
29.01.2020 20:00,-2.5,601.8,773.2,0.0,23,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,1.2,,,,,,25.0,-20.8,No precipitation,12,,,,
29.01.2020 17:00,1.2,601.8,772.2,,14,Wind blowing from the east,2,,6,no clouds, ,,,-14.5,1.2,,,,,,30.0,-23.4,No precipitation,6,,,,
29.01.2020 14:00,-2.1,603.3,774.5,-0.5,19,Wind blowing from the south-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-0.7,,,,,,30.0,-22.7,No precipitation,12,,,,
29.01.2020 11:00,-12.1,603.8,778.5,,52,Wind blowing from the south-west,2,,6,no clouds, ,,,-14.5,,,,,,,22.0,-20.0,No precipitation,6,,,,
29.01.2020 08:00,-11.6,602.6,774.7,-0.3,57,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-0.7,,,,,,23.0,-18.4,No precipitation,12,,,,
29.01.2020 05:00,-12.9,602.9,774.4,,73,Wind blowing from the west,1,,7,, ,,,-13.1,-0.7,,,,,,13.0,-16.7,No precipitation,6,,,,
29.01.2020 02:00,-10.4,603.5,774.9,,72,Wind blowing from the south-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-0.7,,,2500 or more  or no clouds.,,,12.0,-14.5,No precipitation,12,,,,
28.01.2020 20:00,-4.3,601.4,772.6,1.0,46,Wind blowing from the east-northeast,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-0.7,,,1500-2000,,,15.0,-14.2,No precipitation,12,,,,
28.01.2020 17:00,-1.0,600.4,770.4,,35,Wind blowing from the east-northeast,4,,7,no clouds, ,,,-12.3,-0.7,,,,,,23.0,-14.5,No precipitation,6,,,,
28.01.2020 14:00,-2.6,601.3,772.0,0.2,36,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-2.2,,,,,,20.0,-15.6,No precipitation,12,,,,
28.01.2020 11:00,-11.8,601.1,775.0,,66,Wind blowing from the east-northeast,1,,7,no clouds, ,,,-12.3,,,,,,,21.0,-17.0,No precipitation,6,,,,
28.01.2020 08:00,-9.8,600.0,771.0,-0.3,60,Wind blowing from the west-southwest,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-2.2,,,1500-2000,,,20.0,-16.1,No precipitation,12,,,,
