Local time in Changling Economic Development Area,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 05:00,-26.7,758.3,778.2,,70,Wind blowing from the west-northwest,1,,3,, ,,,-26.8,-16.2,,,,,,28.0,-30.6,No precipitation,6,,,,
05.02.2020 02:00,-24.5,757.3,777.1,,64,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-16.2,,,2500 or more  or no clouds.,,,25.0,-29.4,No precipitation,12,,,,
04.02.2020 20:00,-21.7,755.8,775.6,0.6,68,Wind blowing from the west-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-11.7,,,,,,7.0,-26.1,No precipitation,12,,,,
04.02.2020 17:00,-17.4,755.2,774.7,,50,Wind blowing from the north-west,1,,8,no clouds, ,,,-23.0,-11.1,,,,,,10.0,-25.5,No precipitation,6,,,,
04.02.2020 14:00,-16.4,754.4,773.8,0.1,45,Wind blowing from the north-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-10.3,,,,,,29.0,-25.7,No precipitation,12,,,,
04.02.2020 11:00,-17.5,754.3,773.7,,48,Wind blowing from the north-west,4,,7,no clouds, ,,,-23.0,-10.3,,,,,,28.0,-26.0,No precipitation,6,,,,
04.02.2020 08:00,-22.6,753.6,772.9,1.4,64,Wind blowing from the west,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-10.3,,,2500 or more  or no clouds.,,,10.0,-27.5,No precipitation,12,,,,
04.02.2020 05:00,-21.1,752.2,771.4,,63,Wind blowing from the west,4,,9,, ,,,-21.1,-10.3,,,,,,30.0,-26.4,No precipitation,6,,,,
04.02.2020 02:00,-19.6,751.9,771.1,,58,Wind blowing from the west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-10.3,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
03.02.2020 20:00,-11.9,750.2,769.4,-0.2,57,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-10.3,,,2500 or more  or no clouds.,,,21.0,-18.8,No precipitation,12,,,,
03.02.2020 17:00,-11.1,750.4,769.5,,51,Wind blowing from the west-southwest,3,,8,, ,,,-20.8,-10.3,,,,,,20.0,-19.4,No precipitation,6,,,,
03.02.2020 14:00,-11.0,750.2,769.3,-1.3,51,Wind blowing from the west-southwest,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-9.7,,,,,,25.0,-19.3,No precipitation,12,,,,
03.02.2020 11:00,-14.9,751.5,770.6,,51,Wind blowing from the west-southwest,4,,7,no clouds, ,,,-20.8,-9.7,,,,,,24.0,-22.9,No precipitation,6,,,,
03.02.2020 08:00,-20.3,752.1,771.4,,62,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-9.7,,,,,,8.0,-25.8,No precipitation,12,,,,
03.02.2020 05:00,-19.6,751.5,770.7,,61,Wind blowing from the west,2,,5,, ,,,-19.6,-9.7,,,,,,29.0,-25.3,No precipitation,6,,,,
03.02.2020 02:00,-17.1,751.6,770.7,,62,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-9.7,,,2500 or more  or no clouds.,,,19.0,-22.7,No precipitation,12,,,,
02.02.2020 20:00,-13.9,752.8,772.1,-0.1,58,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-9.7,,,2500 or more  or no clouds.,,,14.0,-20.5,No precipitation,12,,,,
02.02.2020 17:00,-11.4,752.9,772.0,,51,Wind blowing from the west-southwest,2,,4,20–30%., ,,,-18.8,-7.7,,,2500 or more  or no clouds.,,,15.0,-19.7,No precipitation,6,,,,
02.02.2020 14:00,-10.1,753.0,772.0,-1.3,48,Wind blowing from the west-northwest,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-4.9,,,2500 or more  or no clouds.,,,23.0,-19.2,No precipitation,12,,,,
02.02.2020 11:00,-13.7,754.3,773.5,,51,Wind blowing from the west,2,,6,no clouds, ,,,-18.8,,,,,,,19.0,-21.8,No precipitation,6,,,,
02.02.2020 08:00,-18.7,754.2,773.4,0.7,65,Wind blowing from the west,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-4.9,,,2500 or more  or no clouds.,,,8.0,-23.7,No precipitation,12,,,,
02.02.2020 05:00,-17.6,753.5,772.6,,61,Wind blowing from the west,2,,10,, ,,,-17.6,-4.9,,,,,,28.0,-23.4,No precipitation,6,,,,
02.02.2020 02:00,-15.8,754.0,772.9,,54,Wind blowing from the west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-4.9,,,2500 or more  or no clouds.,,,30.0,-23.1,No precipitation,12,,,,
01.02.2020 20:00,-10.9,753.0,772.0,0.8,45,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-4.9,,,,,,25.0,-20.7,No precipitation,12,,,,
01.02.2020 17:00,-7.6,752.2,771.2,,53,Wind blowing from the west,2,,8,, ,,,-16.6,-4.9,,,,,,17.0,-15.7,No precipitation,6,,,,
01.02.2020 14:00,-5.1,751.3,770.2,-0.3,55,Wind blowing from the west-northwest,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-5.1,,,2500 or more  or no clouds.,,,29.0,-12.9,No precipitation,12,,,,
01.02.2020 11:00,-9.4,751.6,770.4,,62,Wind blowing from the west,3,,5,no clouds, ,,,-16.6,-8.1,,,,,,23.0,-15.4,No precipitation,6,,,,
01.02.2020 08:00,-16.2,751.3,770.4,1.3,78,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-8.1,,,,,,10.0,-19.2,No precipitation,12,,,,
01.02.2020 05:00,-16.5,750.0,769.0,,77,Wind blowing from the west,3,,5,, ,,,-23.7,-8.1,,,,,,15.0,-19.6,No precipitation,6,,,,
01.02.2020 02:00,-15.2,749.5,768.4,,79,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-8.1,,,2500 or more  or no clouds.,,,8.0,-18.1,No precipitation,12,,,,
31.01.2020 20:00,-11.7,748.8,768.0,0.3,69,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-8.1,,,,,,10.0,-16.3,No precipitation,12,,,,
31.01.2020 17:00,-9.9,748.5,767.7,,60,Wind blowing from the south-southeast,1,,,no clouds, ,,,,,,,,,,14.0,-16.3,,,,,,
31.01.2020 14:00,-8.6,748.5,767.5,-1.1,59,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-8.6,,,,,,17.0,-15.3,No precipitation,12,,,,
31.01.2020 11:00,-11.8,749.6,768.7,,65,Wind blowing from the south-southeast,2,,3,no clouds, ,,,-23.7,-10.8,,,,,,13.0,-17.1,No precipitation,6,,,,
31.01.2020 08:00,-21.8,749.8,769.3,0.0,82,Wind blowing from the east-southeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-10.8,,,,,,2.8,-24.1,No precipitation,12,,,,
31.01.2020 05:00,-22.5,749.8,769.1,,81,Calm  no wind,0,,,,Mist. ,,,-22.5,-10.8,,,,,,6.0,-24.9,No precipitation,6,,,,
31.01.2020 02:00,-21.4,750.7,769.9,,83,Wind blowing from the west-southwest,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-10.8,,,2500 or more  or no clouds.,,,5.0,-23.6,No precipitation,12,,,,
30.01.2020 20:00,-17.3,751.4,770.8,0.2,83,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-10.8,,,,,,9.0,-19.5,No precipitation,12,,,,
30.01.2020 17:00,-12.7,751.2,770.5,,71,Wind blowing from the north,1,,5,no clouds, ,,,-20.5,-10.8,,,,,,10.0,-16.9,No precipitation,6,,,,
30.01.2020 14:00,-11.5,751.6,770.8,-1.3,67,Wind blowing from the north-northwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-10.6,,,2500 or more  or no clouds.,,,18.0,-16.5,No precipitation,12,,,,
30.01.2020 11:00,-14.8,752.9,772.1,,68,Wind blowing from the north-northeast,2,,5,, ,,,-20.5,-10.6,,,,,,17.0,-19.5,No precipitation,6,,,,
30.01.2020 08:00,-20.0,752.7,772.0,0.0,81,Wind blowing from the north-east,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-10.6,,,,,,5.0,-22.5,No precipitation,12,,,,
30.01.2020 05:00,-20.1,752.7,771.9,,83,Wind blowing from the north,1,,7,, ,,,-20.5,-10.6,,,,,,16.0,-22.3,No precipitation,6,,,,
30.01.2020 02:00,-17.6,753.1,772.3,,80,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-10.6,,,2500 or more  or no clouds.,,,20.0,-20.3,No precipitation,12,,,,
29.01.2020 20:00,-13.0,754.0,773.2,0.3,71,Wind blowing from the north-northeast,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-10.6,,,,,,17.0,-17.2,No precipitation,12,,,,
29.01.2020 17:00,-11.4,753.7,772.9,,67,Wind blowing from the north-northeast,4,,10,no clouds, ,,,-16.7,-10.6,,,,,,14.0,-16.4,No precipitation,6,,,,
29.01.2020 14:00,-10.7,753.3,772.3,-0.5,63,Wind blowing from the north-northeast,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-9.6,,,,,,20.0,-16.5,No precipitation,12,,,,
29.01.2020 11:00,-13.2,753.8,772.9,,63,Wind blowing from the north-northeast,4,,,no clouds, ,,,,,,,,,,13.0,-18.9,,,,,,
29.01.2020 08:00,-16.4,753.8,773.0,0.7,74,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-9.4,,,2500 or more  or no clouds.,,,11.0,-20.0,No precipitation,12,,,,
29.01.2020 05:00,-16.6,753.1,772.2,,77,Wind blowing from the north,2,,6,, ,,,-16.6,-9.4,,,,,,14.0,-19.7,No precipitation,6,,,,
29.01.2020 02:00,-14.9,753.2,772.2,,78,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-8.5,,,2500 or more  or no clouds.,,,11.0,-17.9,No precipitation,12,,,,
28.01.2020 20:00,-13.1,753.5,772.6,0.4,77,Wind blowing from the north-northeast,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-6.2,,,2500 or more  or no clouds.,,,6.0,-16.3,No precipitation,12,,,,
28.01.2020 17:00,-11.5,753.1,772.0,,74,Wind blowing from the north,3,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-4.1,,,,,,6.0,-15.3,No precipitation,6,,,,
28.01.2020 14:00,-9.7,752.7,771.6,-0.4,68,Wind blowing from the north,4,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,,,,2500 or more  or no clouds.,,,6.0,-14.6,No precipitation,12,,,,
28.01.2020 11:00,-11.9,753.1,771.9,,73,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,,,,,,,6.0,-15.8,No precipitation,6,,,,
28.01.2020 08:00,-14.2,752.6,771.4,0.8,81,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,0.3,,,2500 or more  or no clouds.,,,4.9,-16.8,No precipitation,12,,,,
28.01.2020 05:00,-10.5,751.8,770.4,,77,Wind blowing from the north-east,2,,5,,Mist. ,,,-13.4,0.3,,,,,,6.0,-13.8,No precipitation,6,,,,
28.01.2020 02:00,-12.5,751.9,770.5,,74,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,0.3,,,2500 or more  or no clouds.,,,6.0,-16.2,No precipitation,12,,,,
27.01.2020 20:00,-6.5,751.2,769.9,0.2,55,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,0.3,,,,,,7.0,-14.2,No precipitation,12,,,,
27.01.2020 17:00,-4.0,751.0,769.5,,57,Wind blowing from the east-southeast,2,,,, ,,,-11.6,0.3,,,,,,10.0,-11.4,No precipitation,6,,,,
27.01.2020 14:00,-0.4,751.3,769.8,-1.2,39,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-0.4,,,,,,11.0,-12.9,No precipitation,12,,,,
27.01.2020 11:00,-4.9,752.5,771.1,,39,Wind blowing from the south-southeast,3,,6,no clouds, ,,,-12.0,-4.9,,,,,,14.0,-16.7,No precipitation,6,,,,
27.01.2020 08:00,-10.0,753.1,771.9,-0.3,51,Wind blowing from the south-southeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,11.0,-18.4,No precipitation,12,,,,
27.01.2020 05:00,-10.2,753.4,772.3,,58,Wind blowing from the south-east,3,,,, ,,,,,,,,,,10.0,-17.0,No precipitation,6,,,,
27.01.2020 02:00,-10.2,754.4,773.2,,58,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.9,,,2500 or more  or no clouds.,,,9.0,-17.0,No precipitation,12,,,,
26.01.2020 20:00,-10.4,755.5,774.7,-0.6,55,Wind blowing from the south,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-7.9,,,,,,7.0,-17.8,No precipitation,12,,,,
26.01.2020 17:00,-10.1,756.1,775.5,,63,Wind blowing from the south-southeast,3,,6,no clouds, ,,,-23.1,-7.9,,,,,,7.0,-15.9,No precipitation,6,,,,
26.01.2020 14:00,-8.3,756.9,776.2,-1.3,59,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-7.5,,,,,,14.0,-15.0,No precipitation,12,,,,
