Local time in Garze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.02.2020 05:00,-11.0,504.8,766.8,,55,Wind blowing from the east-northeast,1,,11,, ,,,-11.3,4.2,,,,,,30.0,-18.3,No precipitation,6,,,,
07.02.2020 02:00,-9.2,504.9,766.2,0.0,51,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,4.2,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
06.02.2020 23:00,-6.0,504.9,768.4,,32,Wind blowing from the north-east,1,,15,, ,,,-7.5,4.2,,,,,,30.0,-20.0,No precipitation,6,,,,
06.02.2020 20:00,-2.6,503.6,766.0,0.8,21,Wind blowing from the north,2,,15,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,4.2,,,1500-2000,,,30.0,-21.9,No precipitation,12,,,,
06.02.2020 17:00,2.8,502.8,761.2,,15,Wind blowing from the south-west,6,,15,40%., ,,,-7.5,4.2,,,1500-2000,,,30.0,-21.3,No precipitation,6,,,,
06.02.2020 14:00,2.4,502.7,760.3,-1.5,13,Wind blowing from the west-southwest,6,,15,50%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,4.7,,,1500-2000,,,30.0,-23.2,Trace of precipitation,12,,,,
06.02.2020 11:00,-4.7,504.2,764.6,,77,Wind blowing from the west,3,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,4.7,,,,,,5.0,-8.1,No precipitation,6,,,,
06.02.2020 08:00,-7.4,502.8,764.0,0.4,80,Wind blowing from the south,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,4.7,,,2000-2500,,,30.0,-10.3,No precipitation,12,,,,
06.02.2020 05:00,-6.6,502.4,760.0,,85,Wind blowing from the west,0,,7,, ,,,-14.0,4.7,,,,,,30.0,-8.8,No precipitation,6,,,,
06.02.2020 02:00,-4.7,502.2,761.3,0.3,88,Wind blowing from the west,1,,7,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,4.7,,,2500 or more  or no clouds.,,,30.0,-6.4,No precipitation,12,,,,
05.02.2020 23:00,-1.3,501.9,762.4,,55,Wind blowing from the west,2,,7,, ,,,-14.0,4.7,,,,,,30.0,-9.2,No precipitation,6,,,,
05.02.2020 20:00,-1.1,500.0,763.4,1.1,31,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,4.7,,,1500-2000,,,16.0,-16.1,No precipitation,12,,,,
05.02.2020 17:00,3.8,498.9,757.7,,18,Wind blowing from the south-east,1,,4,40%., ,,,-14.0,4.7,,,1500-2000,,,30.0,-18.4,No precipitation,6,,,,
05.02.2020 14:00,-0.7,500.2,761.6,,21,Wind blowing from the south,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,4.3,,,1500-2000,,,30.0,-20.3,No precipitation,12,,,,
05.02.2020 11:00,-6.8,503.0,767.7,,33,Wind blowing from the north-northeast,1,,,60%., ,,,-14.0,4.3,,,1500-2000,,,30.0,-20.4,No precipitation,6,,,,
05.02.2020 08:00,-13.9,502.8,769.0,0.0,62,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,4.3,,,,,,30.0,-19.6,No precipitation,12,,,,
05.02.2020 05:00,-11.9,502.8,763.4,,52,Wind blowing from the east,1,,,, ,,,-14.2,4.3,,,,,,30.0,-19.8,No precipitation,6,,,,
05.02.2020 02:00,-10.6,503.9,766.5,-0.7,48,Wind blowing from the south-southwest,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,4.3,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
04.02.2020 23:00,-7.6,504.6,770.7,,31,Wind blowing from the north-northeast,1,,7,, ,,,-14.2,4.3,,,,,,30.0,-21.8,No precipitation,6,,,,
04.02.2020 20:00,-3.2,504.0,770.8,0.4,15,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,4.3,,,,,,30.0,-26.2,No precipitation,12,,,,
04.02.2020 17:00,4.2,503.6,765.2,,6,Wind blowing from the south-southwest,2,,7,10%  or less  but not 0, ,,,-14.2,4.2,,,1500-2000,,,30.0,-30.3,No precipitation,6,,,,
04.02.2020 14:00,0.6,505.5,769.4,-2.4,17,Wind blowing from the south-east,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,1.8,,,1500-2000,,,30.0,-21.7,No precipitation,12,,,,
04.02.2020 11:00,-7.6,507.9,776.2,,39,Wind blowing from the south-southwest,1,,2,10%  or less  but not 0, ,,,-14.2,1.8,,,1500-2000,,,30.0,-19.2,No precipitation,6,,,,
04.02.2020 08:00,-13.7,507.1,776.5,1.0,73,Wind blowing from the south-southwest,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,1.8,,,1500-2000,,,30.0,-17.5,No precipitation,12,,,,
04.02.2020 05:00,-12.8,506.1,771.0,,70,Wind blowing from the east,0,,7,, ,,,-12.8,1.8,,,,,,30.0,-17.1,No precipitation,6,,,,
04.02.2020 02:00,-11.3,506.1,770.5,,58,Wind blowing from the north,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.8,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
03.02.2020 23:00,-8.5,505.8,771.4,,41,Wind blowing from the south-east,1,,12,, ,,,-10.8,1.8,,,,,,30.0,-19.4,No precipitation,6,,,,
03.02.2020 20:00,-5.0,504.7,770.8,0.8,31,Wind blowing from the east,1,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,1.8,,,1500-2000,,,28.0,-19.5,No precipitation,12,,,,
03.02.2020 17:00,0.7,503.9,765.2,,14,Wind blowing from the west-southwest,4,,,20–30%., ,,,-10.8,3.4,,,1500-2000,,,30.0,-23.8,No precipitation,6,,,,
03.02.2020 14:00,0.1,505.1,765.7,-2.0,19,Wind blowing from the west-southwest,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,3.9,,,1500-2000,,,30.0,-20.8,No precipitation,12,,,,
03.02.2020 11:00,-5.1,507.1,771.5,,56,Wind blowing from the south-east,2,,,10%  or less  but not 0, ,,,-10.8,3.9,,,1500-2000,,,30.0,-12.5,No precipitation,6,,,,
03.02.2020 08:00,-10.3,506.4,770.3,1.0,72,Wind blowing from the east-southeast,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,3.9,,,1500-2000,,,30.0,-14.5,0.9,12,,,,
03.02.2020 05:00,-8.6,505.4,766.3,,74,Wind blowing from the west-northwest,1,,11,, ,,,-8.8,3.9,,,,,,30.0,-12.4,0.3,6,,,,
03.02.2020 02:00,-5.6,505.7,764.8,0.3,71,Wind blowing from the west,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,3.9,,,2500 or more  or no clouds.,,,30.0,-10.0,0.9,12,,,,
02.02.2020 23:00,-5.2,505.4,767.7,,85,Wind blowing from the west,4,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,-8.8,3.9,,,,,,2.9,-7.3,0.6,6,,,,
02.02.2020 20:00,0.4,502.1,762.7,1.5,35,Wind blowing from the north,5,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,3.9,,,1500-2000,,,30.0,-13.3,No precipitation,12,,,,
02.02.2020 17:00,2.9,500.6,758.5,,17,Wind blowing from the east,2,,8,90  or more  but not 100%, ,,,-8.8,5.2,,,,,,30.0,-19.8,No precipitation,6,,,,
02.02.2020 14:00,3.3,501.3,758.2,-1.8,18,Wind blowing from the west-southwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,6.2,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
02.02.2020 11:00,-3.0,503.1,763.0,,42,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,-8.8,6.2,,,,,,27.0,-14.1,No precipitation,6,,,,
02.02.2020 08:00,-8.6,502.5,763.9,0.7,75,Wind blowing from the east,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,6.2,,,1500-2000,,,30.0,-12.2,No precipitation,12,,,,
02.02.2020 05:00,-7.8,501.8,758.9,,67,Wind blowing from the west-northwest,1,,5,, ,,,-10.7,6.2,,,,,,30.0,-12.9,No precipitation,6,,,,
02.02.2020 02:00,-5.5,501.9,758.6,0.1,55,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,6.2,,,2500 or more  or no clouds.,,,29.0,-13.1,No precipitation,12,,,,
01.02.2020 23:00,-3.3,501.8,761.2,,40,Wind blowing from the north-northwest,1,,7,, ,,,-10.7,6.2,,,,,,30.0,-15.0,No precipitation,6,,,,
01.02.2020 20:00,-0.8,501.1,763.1,,31,Wind blowing from the north-east,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,6.2,,,1500-2000,,,17.0,-15.8,No precipitation,12,,,,
01.02.2020 17:00,5.4,500.4,757.0,,18,Wind blowing from the west-northwest,2,,7,70 – 80%., ,,,-10.7,6.2,,,1500-2000,,,30.0,-17.0,No precipitation,6,,,,
01.02.2020 14:00,3.9,501.5,758.7,-2.3,19,Wind blowing from the north-west,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,4.6,,,1500-2000,,,30.0,-17.6,No precipitation,12,,,,
01.02.2020 11:00,-3.2,503.8,765.1,,51,Wind blowing from the south-southeast,2,,4,10%  or less  but not 0, ,,,-10.7,4.7,,,1500-2000,,,30.0,-12.1,No precipitation,6,,,,
01.02.2020 08:00,-10.7,503.2,766.9,,76,Wind blowing from the north-northeast,0,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,4.7,,,1500-2000,,,23.0,-14.1,No precipitation,12,,,,
01.02.2020 05:00,-8.2,502.2,761.2,,71,Wind blowing from the east,1,,8,, ,,,-8.2,4.7,,,,,,30.0,-12.5,No precipitation,6,,,,
01.02.2020 02:00,-6.7,502.7,760.2,0.2,63,Wind blowing from the east-northeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,4.7,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
31.01.2020 23:00,-4.6,502.5,762.4,,51,Wind blowing from the south-southwest,0,,11,, ,,,-6.8,4.7,,,,,,30.0,-13.2,No precipitation,6,,,,
31.01.2020 20:00,-1.7,501.3,761.5,,43,Wind blowing from the north-northeast,2,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,4.7,,,1500-2000,,,18.0,-12.9,No precipitation,12,,,,
31.01.2020 17:00,3.1,499.9,756.2,,26,Wind blowing from the west-southwest,3,,11,70 – 80%., ,,,-6.8,5.5,,,1500-2000,,,30.0,-14.6,No precipitation,6,,,,
31.01.2020 14:00,4.5,500.6,755.5,-2.0,20,Wind blowing from the west-southwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,6.1,,,1500-2000,,,30.0,-16.5,No precipitation,12,,,,
31.01.2020 11:00,-2.2,502.6,761.7,,61,Wind blowing from the west-southwest,1,,9,70 – 80%., ,,,-6.8,,,,1500-2000,,,30.0,-8.7,No precipitation,6,,,,
31.01.2020 08:00,-6.3,502.0,762.2,1.0,74,Wind blowing from the west-northwest,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,6.1,,,1500-2000,,,30.0,-10.2,0.4,12,,,,
31.01.2020 05:00,-5.7,501.0,756.7,,80,Wind blowing from the north,1,,9,,Snow not falling as shower(s). ,,,-12.8,6.1,,,,,,30.0,-8.6,0.4,6,,,,
31.01.2020 02:00,-4.0,501.3,757.9,0.6,86,Wind blowing from the south-east,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,6.1,,,2500 or more  or no clouds.,,,2.2,-6.0,0.4,12,,,,
30.01.2020 23:00,-2.9,500.7,760.6,,41,Wind blowing from the west-southwest,1,,6,, ,,,-12.8,6.1,,,,,,28.0,-14.3,No precipitation,6,,,,
30.01.2020 20:00,-1.3,499.9,762.6,0.6,30,Wind blowing from the north,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,6.1,,,1500-2000,,,30.0,-16.7,No precipitation,12,,,,
30.01.2020 17:00,5.4,499.3,757.5,,16,Wind blowing from the west-southwest,2,,6,60%., ,,,-12.8,6.1,,,1500-2000,,,30.0,-18.4,No precipitation,6,,,,
30.01.2020 14:00,2.2,501.0,760.6,-3.2,17,Wind blowing from the north,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,4.8,,,1500-2000,,,30.0,-20.4,No precipitation,12,,,,
30.01.2020 11:00,-5.5,504.2,767.5,,34,Wind blowing from the south,1,,3,20–30%., ,,,-12.8,4.8,,,1500-2000,,,30.0,-18.9,No precipitation,6,,,,
30.01.2020 08:00,-12.4,504.0,769.4,0.4,62,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,4.8,,,1500-2000,,,30.0,-18.2,No precipitation,12,,,,
30.01.2020 05:00,-11.9,503.6,764.8,,70,Calm  no wind,0,,,, ,,,-13.4,4.8,,,,,,30.0,-16.3,No precipitation,6,,,,
30.01.2020 02:00,-9.7,504.2,766.6,-0.4,49,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,4.8,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
29.01.2020 23:00,-5.6,504.6,768.6,,26,Wind blowing from the north-west,1,,6,, ,,,-13.4,4.8,,,,,,30.0,-22.1,No precipitation,6,,,,
29.01.2020 20:00,-2.4,504.1,770.0,0.6,18,Wind blowing from the north,1,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,4.8,,,1500-2000,,,30.0,-23.5,No precipitation,12,,,,
29.01.2020 17:00,4.0,503.5,764.2,,9,Wind blowing from the west,2,,6,50%., ,,,-13.4,4.0,,,1500-2000,,,30.0,-26.1,No precipitation,6,,,,
29.01.2020 14:00,0.3,505.2,767.4,,21,Wind blowing from the south-southeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,3.2,,,1500-2000,,,30.0,-19.5,No precipitation,12,,,,
29.01.2020 11:00,-6.3,507.7,773.2,,40,Wind blowing from the north,1,,5,no clouds, ,,,-13.4,3.2,,,,,,30.0,-17.7,No precipitation,6,,,,
29.01.2020 08:00,-13.0,507.3,774.4,1.2,68,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,3.2,,,,,,30.0,-17.7,No precipitation,12,,,,
29.01.2020 05:00,-11.1,506.1,769.0,,59,Wind blowing from the east,1,,13,, ,,,-12.5,3.2,,,,,,30.0,-17.7,No precipitation,6,,,,
29.01.2020 02:00,-8.3,506.0,767.8,0.3,44,Wind blowing from the north,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,3.2,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
28.01.2020 23:00,-5.3,505.7,769.3,,34,Wind blowing from the north-northwest,1,,13,, ,,,-12.5,3.2,,,,,,30.0,-18.7,No precipitation,6,,,,
