Local time in Gaoyao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 11:00,13.6,761.9,767.5,,99,Wind blowing from the north-northeast,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,14.4,,,300-600,,,5.0,13.4,0.3,6,,,,
05.02.2020 08:00,13.0,761.2,766.7,0.9,100,Wind blowing from the south-southeast,2,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,600-1000,,,8.0,13.0,0.8,12,,,,
05.02.2020 05:00,13.1,760.3,765.8,,100,Wind blowing from the south-east,1,,4,,Fog or ice fog. ,,,12.4,14.4,,,,,,1.2,13.1,0.1,6,,,,
05.02.2020 02:00,13.2,760.9,766.4,,100,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,14.4,,,2500 or more  or no clouds.,,,2.3,13.2,1.0,12,,,,
04.02.2020 23:00,13.2,761.6,767.2,,99,Wind blowing from the west,1,,4,,Mist. ,,,12.4,14.4,,,,,,5.0,13.0,1.0,6,,,,
04.02.2020 20:00,13.5,760.6,766.2,1.0,99,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,14.4,,,300-600,,,18.0,13.3,0.5,12,,,,
04.02.2020 17:00,14.2,759.6,765.1,,91,Wind blowing from the north,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,14.4,,,1000-1500,,,30.0,12.7,No precipitation,6,,,,
04.02.2020 14:00,14.3,760.1,765.7,-1.7,90,Wind blowing from the south-east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,14.4,,,1000-1500,,,30.0,12.6,0.4,12,,,,
04.02.2020 11:00,13.5,761.8,767.3,,96,Wind blowing from the south-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,600-1000,,,30.0,12.8,No precipitation,6,,,,
04.02.2020 08:00,12.5,761.1,766.6,0.8,100,Wind blowing from the south-east,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,300-600,,,9.0,12.5,4.0,12,,,,
04.02.2020 05:00,12.6,760.3,765.8,,99,Wind blowing from the east-southeast,1,,,, ,,,12.5,,,,,,,12.0,12.4,2.0,6,,,,
04.02.2020 02:00,12.6,761.1,766.6,,99,Wind blowing from the west-southwest,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,16.3,,,2500 or more  or no clouds.,,,15.0,12.4,8.0,12,,,,
03.02.2020 23:00,12.7,761.0,766.6,,100,Wind blowing from the north-west,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.7,16.3,,,,,,2.3,12.7,4.0,6,,,,
03.02.2020 20:00,13.0,760.6,766.1,0.9,99,Wind blowing from the east-northeast,1,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,16.4,,,300-600,,,2.2,12.8,5.0,12,,,,
03.02.2020 17:00,13.6,759.7,765.1,,97,Wind blowing from the north-east,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,17.6,,,300-600,,,15.0,13.2,2.0,6,,,,
03.02.2020 14:00,14.0,759.7,765.2,,100,Wind blowing from the north-east,5,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,17.8,,,300-600,,,5.0,14.0,0.4,12,,,,
03.02.2020 11:00,16.2,761.7,767.2,,78,Wind blowing from the north-east,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,17.8,,,1000-1500,,,7.0,12.3,No precipitation,6,,,,
03.02.2020 08:00,15.0,760.9,766.4,1.5,88,Wind blowing from the east-southeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,17.8,,,1000-1500,,,5.0,13.0,No precipitation,12,,,,
03.02.2020 05:00,15.0,759.4,764.9,,82,Wind blowing from the north-east,1,,4,,Mist. ,,,13.6,17.8,,,,,,6.0,11.9,No precipitation,6,,,,
03.02.2020 02:00,15.7,760.2,765.7,,76,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,17.8,,,2500 or more  or no clouds.,,,7.0,11.4,No precipitation,12,,,,
02.02.2020 23:00,16.1,761.0,766.5,,71,Wind blowing from the south-southeast,1,,4,, ,,,13.6,17.8,,,,,,8.0,10.8,No precipitation,6,,,,
02.02.2020 20:00,16.3,760.6,766.0,0.9,70,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,17.8,,,600-1000,,,10.0,10.8,No precipitation,12,,,,
02.02.2020 17:00,17.6,759.7,765.1,,64,Wind blowing from the east-northeast,3,,,100%., ,,,13.3,17.9,,,600-1000,,,10.0,10.7,No precipitation,6,,,,
02.02.2020 14:00,16.9,760.9,766.3,-1.8,64,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,18.7,,,1000-1500,,,17.0,10.0,No precipitation,12,,,,
02.02.2020 11:00,15.5,762.7,768.3,,71,Wind blowing from the east,2,,3,100%., ,,,13.3,,,,600-1000,,,10.0,10.2,No precipitation,6,,,,
02.02.2020 08:00,13.9,762.3,767.8,1.6,85,Wind blowing from the south-east,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.7,,,600-1000,,,6.0,11.4,No precipitation,12,,,,
02.02.2020 05:00,13.6,760.7,766.2,,84,Wind blowing from the north-east,1,,5,, ,,,7.1,18.7,,,,,,7.0,10.9,No precipitation,6,,,,
02.02.2020 02:00,14.3,760.7,766.2,,69,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,18.7,,,2500 or more  or no clouds.,,,10.0,8.7,No precipitation,12,,,,
01.02.2020 23:00,14.9,760.8,766.3,,59,Wind blowing from the east,3,,6,, ,,,7.1,18.7,,,,,,13.0,6.9,No precipitation,6,,,,
01.02.2020 20:00,16.0,760.5,766.0,,52,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,18.7,,,1000-1500,,,19.0,6.1,No precipitation,12,,,,
01.02.2020 17:00,17.9,760.0,765.5,,47,Wind blowing from the east-northeast,2,,6,100%., ,,,7.1,18.7,,,1000-1500,,,18.0,6.4,No precipitation,6,,,,
01.02.2020 14:00,18.4,760.3,765.8,,50,Wind blowing from the east-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,18.6,,,600-1000,,,14.0,7.8,No precipitation,12,,,,
01.02.2020 11:00,14.4,762.5,768.1,,65,Wind blowing from the east,2,,4,100%., ,,,7.1,18.6,,,1000-1500,,,13.0,7.9,No precipitation,6,,,,
01.02.2020 08:00,8.0,762.6,768.2,,98,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,18.6,,,1000-1500,,,7.0,7.7,No precipitation,12,,,,
01.02.2020 05:00,7.2,761.2,766.8,,99,Wind blowing from the east,1,,4,,Mist. ,,,5.4,18.6,,,,,,4.5,7.0,No precipitation,6,,,,
01.02.2020 02:00,8.3,761.7,767.2,,88,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,18.6,,,2500 or more  or no clouds.,,,9.0,6.4,No precipitation,12,,,,
31.01.2020 23:00,10.2,761.8,767.4,,74,Wind blowing from the west,1,,7,, ,,,5.4,18.6,,,,,,15.0,5.7,No precipitation,6,,,,
31.01.2020 20:00,14.5,761.2,766.8,1.2,30,Wind blowing from the north-east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,18.6,,,,,,30.0,-2.8,No precipitation,12,,,,
31.01.2020 17:00,17.2,760.0,765.5,,27,Wind blowing from the east-northeast,2,,7,no clouds, ,,,5.4,18.6,,,,,,30.0,-1.9,No precipitation,6,,,,
31.01.2020 14:00,17.1,761.2,766.7,-2.5,27,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.7,,,,,,29.0,-2.0,No precipitation,12,,,,
31.01.2020 11:00,15.2,763.7,769.3,,41,Wind blowing from the east-southeast,2,,3,no clouds, ,,,5.4,17.4,,,,,,23.0,2.0,No precipitation,6,,,,
31.01.2020 08:00,5.9,763.1,768.7,,99,Wind blowing from the west-southwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.4,,,,,,4.6,5.7,No precipitation,12,,,,
31.01.2020 05:00,6.4,761.2,766.7,,99,Wind blowing from the west,1,,4,,Mist. ,,,6.3,17.4,,,,,,5.0,6.2,No precipitation,6,,,,
31.01.2020 02:00,7.3,761.3,766.9,-0.5,99,Wind blowing from the south-southwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,17.4,,,2500 or more  or no clouds.,,,6.0,7.1,No precipitation,12,,,,
30.01.2020 23:00,8.5,761.8,767.5,,91,Wind blowing from the east,1,,15,, ,,,6.4,17.4,,,,,,7.0,7.1,No precipitation,6,,,,
30.01.2020 20:00,13.6,761.3,766.9,,43,Wind blowing from the south-southeast,1,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,17.4,,,,,,22.0,1.2,No precipitation,12,,,,
30.01.2020 17:00,17.0,760.2,765.7,,31,Wind blowing from the east-southeast,2,,15,no clouds, ,,,6.4,17.4,,,,,,30.0,-0.2,No precipitation,6,,,,
30.01.2020 14:00,15.8,761.0,766.6,-2.9,31,Wind blowing from the east-northeast,5,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,17.5,,,,,,30.0,-1.2,No precipitation,12,,,,
30.01.2020 11:00,13.4,763.9,769.4,,36,Wind blowing from the north-northeast,8,,11,no clouds, ,,,6.4,17.5,,,,,,28.0,-1.3,No precipitation,6,,,,
30.01.2020 08:00,6.5,763.4,769.0,,98,Wind blowing from the south-west,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,17.5,,,,,,6.0,6.2,No precipitation,12,,,,
30.01.2020 05:00,7.0,761.8,767.4,,100,Wind blowing from the south-southeast,1,,4,,Mist. ,,,6.9,17.5,,,,,,5.0,7.0,No precipitation,6,,,,
30.01.2020 02:00,8.5,761.9,767.5,0.1,86,Wind blowing from the south-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,17.5,,,2500 or more  or no clouds.,,,8.0,6.2,No precipitation,12,,,,
29.01.2020 23:00,10.4,761.8,767.4,,77,Wind blowing from the west-southwest,1,,7,, ,,,9.2,17.5,,,,,,12.0,6.5,No precipitation,6,,,,
29.01.2020 20:00,13.4,760.6,766.2,1.2,46,Wind blowing from the north-east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,17.5,,,,,,30.0,2.0,No precipitation,12,,,,
29.01.2020 17:00,16.3,759.4,765.0,,39,Wind blowing from the north-northeast,2,,10,50%., ,,,9.2,17.5,,,1000-1500,,,30.0,2.3,No precipitation,6,,,,
29.01.2020 14:00,15.4,760.3,765.8,-2.7,43,Wind blowing from the north-east,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,15.6,,,1500-2000,,,28.0,2.8,No precipitation,12,,,,
29.01.2020 11:00,12.6,763.0,768.7,,47,Wind blowing from the north-northeast,3,,10,no clouds, ,,,9.2,14.3,,,,,,27.0,1.5,No precipitation,6,,,,
29.01.2020 08:00,9.5,762.8,768.4,1.6,61,Wind blowing from the north-northeast,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,1000-1500,,,22.0,2.3,No precipitation,12,,,,
29.01.2020 05:00,10.2,761.2,766.7,,59,Wind blowing from the north-east,6,,9,, ,,,6.9,14.3,,,,,,21.0,2.5,No precipitation,6,,,,
29.01.2020 02:00,10.3,761.9,767.5,,65,Wind blowing from the north-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,14.3,,,2500 or more  or no clouds.,,,30.0,4.0,No precipitation,12,,,,
28.01.2020 23:00,10.2,761.6,767.2,,80,Wind blowing from the north,1,,9,, ,,,6.9,14.3,,,,,,22.0,6.9,No precipitation,6,,,,
28.01.2020 20:00,11.0,760.3,765.9,1.6,66,Wind blowing from the south-southeast,1,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,14.3,,,1000-1500,,,30.0,4.9,No precipitation,12,,,,
28.01.2020 17:00,14.3,758.7,764.2,,49,Wind blowing from the south-southeast,3,,10,60%., ,,,6.9,14.3,,,1000-1500,,,30.0,3.7,No precipitation,6,,,,
28.01.2020 14:00,12.8,759.3,764.8,,52,Wind blowing from the east-northeast,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,13.4,,,,,,30.0,3.1,0.1,12,,,,
28.01.2020 11:00,9.6,761.5,767.1,,62,Wind blowing from the north-northeast,5,,10,70 – 80%., ,,,6.9,13.4,,,1000-1500,,,30.0,2.6,No precipitation,6,,,,
28.01.2020 08:00,7.4,761.2,766.8,1.5,71,Wind blowing from the north-northeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,13.4,,,1000-1500,,,30.0,2.4,0.1,12,,,,
28.01.2020 05:00,7.1,759.7,765.3,,78,Wind blowing from the north-northwest,2,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.0,13.4,,,,,,30.0,3.5,0.1,6,,,,
28.01.2020 02:00,8.3,760.0,765.7,,68,Wind blowing from the north-northeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,13.4,,,2500 or more  or no clouds.,,,30.0,2.7,No precipitation,12,,,,
27.01.2020 23:00,9.3,760.1,765.7,,66,Wind blowing from the north-northeast,3,,11,, ,,,7.2,13.4,,,,,,30.0,3.2,No precipitation,6,,,,
27.01.2020 20:00,10.3,759.1,764.7,1.7,64,Wind blowing from the north-east,5,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,13.4,,,1000-1500,,,30.0,3.7,No precipitation,12,,,,
27.01.2020 17:00,13.1,757.4,763.0,,58,Wind blowing from the east-northeast,2,,10,60%., ,,,7.2,13.4,,,1000-1500,,,30.0,5.0,No precipitation,6,,,,
27.01.2020 14:00,12.5,758.2,763.8,-2.0,58,Wind blowing from the north-east,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,13.3,,,1500-2000,,,30.0,4.4,No precipitation,12,,,,
27.01.2020 11:00,10.8,760.2,765.7,,65,Wind blowing from the north-northeast,5,,9,20–30%., ,,,7.2,13.3,,,1500-2000,,,30.0,4.4,No precipitation,6,,,,
27.01.2020 08:00,7.7,760.0,765.6,1.1,75,Wind blowing from the north-northwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,13.3,,,1000-1500,,,30.0,3.5,No precipitation,12,,,,
27.01.2020 05:00,7.3,758.9,764.5,,77,Wind blowing from the north-northwest,3,,8,, ,,,7.2,13.3,,,,,,30.0,3.5,No precipitation,6,,,,
27.01.2020 02:00,8.2,758.9,764.5,,76,Wind blowing from the north-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,13.3,,,2500 or more  or no clouds.,,,30.0,4.2,No precipitation,12,,,,
26.01.2020 23:00,10.2,759.4,764.9,,72,Wind blowing from the north-east,5,,9,, ,,,10.2,13.7,,,,,,30.0,5.3,No precipitation,6,,,,
26.01.2020 20:00,11.9,758.9,764.5,1.1,78,Wind blowing from the west-northwest,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,14.5,,,1000-1500,,,30.0,8.1,0.5,12,,,,
