Local time in Darhan Muminggan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 05:00,-18.6,648.5,773.8,,75,Wind blowing from the south-east,1,,6,, ,,,-22.1,-0.4,,,,,,16.0,-21.9,No precipitation,6,,,,
06.02.2020 02:00,-17.2,648.8,774.5,,71,Wind blowing from the south-southeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-0.4,,,2500 or more  or no clouds.,,,20.0,-21.2,No precipitation,12,,,,
05.02.2020 20:00,-9.4,648.3,776.5,1.3,67,Wind blowing from the south,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-0.4,,,2500 or more  or no clouds.,,,18.0,-14.4,No precipitation,12,,,,
05.02.2020 17:00,-1.2,647.0,772.7,,42,Wind blowing from the west,2,,4,20–30%., ,,,-22.1,-0.4,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,6,,,,
05.02.2020 14:00,-4.2,647.1,773.2,-1.5,48,Wind blowing from the south-east,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-4.2,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,12,,,,
05.02.2020 11:00,-13.0,648.6,776.7,,52,Wind blowing from the south-east,2,,4,20–30%., ,,,-22.1,-7.2,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,6,,,,
05.02.2020 08:00,-22.0,648.5,778.3,-0.2,65,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-7.2,,,,,,30.0,-26.8,No precipitation,12,,,,
05.02.2020 05:00,-21.5,648.7,776.6,,66,Wind blowing from the south-east,2,,4,, ,,,-23.6,-7.2,,,,,,30.0,-26.2,No precipitation,6,,,,
05.02.2020 02:00,-19.9,649.8,777.7,,64,Wind blowing from the south-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-7.2,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,12,,,,
04.02.2020 20:00,-15.0,650.5,781.0,0.3,62,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-7.2,,,,,,30.0,-20.8,No precipitation,12,,,,
04.02.2020 17:00,-8.4,650.2,778.6,,47,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-23.6,-4.9,,,,,,30.0,-17.7,No precipitation,6,,,,
04.02.2020 14:00,-9.0,650.3,778.0,-0.9,45,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-4.2,,,,,,30.0,-19.0,No precipitation,12,,,,
04.02.2020 11:00,-16.7,651.2,780.5,,63,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-23.6,,,,,,,29.0,-22.1,No precipitation,6,,,,
04.02.2020 08:00,-23.3,650.2,779.8,1.4,76,Wind blowing from the south-southeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-4.2,,,2500 or more  or no clouds.,,,22.0,-26.3,No precipitation,12,,,,
04.02.2020 05:00,-22.0,648.8,775.9,,73,Wind blowing from the south-southeast,2,,4,, ,,,-22.0,-4.2,,,,,,30.0,-25.5,No precipitation,6,,,,
04.02.2020 02:00,-19.2,648.5,775.0,,72,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-4.2,,,2500 or more  or no clouds.,,,30.0,-23.0,No precipitation,12,,,,
03.02.2020 20:00,-11.8,647.3,774.2,0.9,65,Wind blowing from the south,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-4.2,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
03.02.2020 17:00,-4.8,646.4,771.6,,45,Wind blowing from the west,2,,10,20–30%., ,,,-18.1,-4.2,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,6,,,,
03.02.2020 14:00,-5.3,646.2,771.4,,43,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-5.3,,,,,,30.0,-15.9,No precipitation,12,,,,
03.02.2020 11:00,-9.6,647.5,774.3,,38,Wind blowing from the west-southwest,4,,9,20–30%., ,,,-18.1,-9.6,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,6,,,,
03.02.2020 08:00,-15.5,647.4,775.3,-0.3,52,Wind blowing from the south-west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,,,,,,,30.0,-23.1,No precipitation,12,,,,
03.02.2020 05:00,-16.5,647.7,774.7,,55,Wind blowing from the south-southwest,2,,9,, ,,,-18.1,-9.9,,,,,,30.0,-23.4,No precipitation,6,,,,
03.02.2020 02:00,-16.5,648.8,775.9,,56,Wind blowing from the south-southwest,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-9.9,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
02.02.2020 20:00,-15.7,651.2,779.7,-0.1,58,Wind blowing from the south-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-9.9,,,,,,30.0,-22.1,No precipitation,12,,,,
02.02.2020 17:00,-11.0,651.3,778.8,,37,Wind blowing from the west-southwest,4,,10,no clouds, ,,,-15.8,-7.1,,,,,,30.0,-22.8,No precipitation,6,,,,
02.02.2020 14:00,-10.2,651.7,778.4,-0.6,35,Wind blowing from the west-northwest,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-6.1,,,2500 or more  or no clouds.,,,30.0,-22.8,0.3,12,,,,
02.02.2020 11:00,-12.6,652.3,779.8,,55,Wind blowing from the west-northwest,6,,10,20–30%., ,,,-16.7,,,,2500 or more  or no clouds.,,,16.0,-19.8,0.2,6,,,,
02.02.2020 08:00,-14.4,650.9,778.0,1.5,82,Wind blowing from the west-northwest,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-6.1,,,2500 or more  or no clouds.,,,12.0,-16.8,0.3,12,,,,
02.02.2020 05:00,-15.5,649.4,775.5,,80,Wind blowing from the north-west,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,-23.0,-6.1,,,,,,3.8,-18.2,0.1,6,,,,
02.02.2020 02:00,-13.3,648.8,774.6,,75,Wind blowing from the south-east,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-6.1,,,2500 or more  or no clouds.,,,6.0,-16.9,No precipitation,12,,,,
01.02.2020 20:00,-10.7,648.1,776.8,0.5,64,Wind blowing from the south-east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-6.1,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
01.02.2020 17:00,-7.0,647.6,775.0,,56,Wind blowing from the south-southeast,2,,4,70 – 80%., ,,,-23.0,-5.1,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,6,,,,
01.02.2020 14:00,-8.3,648.0,775.3,-1.8,49,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-3.8,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
01.02.2020 11:00,-16.8,649.8,779.0,,67,Wind blowing from the south-east,2,,4,90  or more  but not 100%, ,,,-23.0,,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,6,,,,
01.02.2020 08:00,-22.7,650.2,779.6,0.1,74,Wind blowing from the south-east,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,,,,2500 or more  or no clouds.,,,25.0,-26.1,No precipitation,12,,,,
01.02.2020 05:00,-21.7,650.1,777.4,,75,Wind blowing from the south-east,2,,3,, ,,,-21.7,-3.8,,,,,,30.0,-24.9,No precipitation,6,,,,
01.02.2020 02:00,-19.7,650.8,778.0,,75,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-3.8,,,2500 or more  or no clouds.,,,30.0,-23.1,No precipitation,12,,,,
31.01.2020 20:00,-11.8,650.5,778.7,0.9,63,Wind blowing from the south-southeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-3.8,,,2500 or more  or no clouds.,,,19.0,-17.4,No precipitation,12,,,,
31.01.2020 17:00,-5.1,649.6,775.3,,37,Wind blowing from the north,3,,5,50%., ,,,-18.3,-2.7,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,6,,,,
31.01.2020 14:00,-5.6,649.3,774.7,-0.7,52,Wind blowing from the south-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-1.0,,,2500 or more  or no clouds.,,,27.0,-13.9,No precipitation,12,,,,
31.01.2020 11:00,-11.8,650.0,776.7,,60,Wind blowing from the south-southwest,2,,5,40%., ,,,-18.3,,,,2500 or more  or no clouds.,,,13.0,-18.0,No precipitation,6,,,,
31.01.2020 08:00,-17.8,648.9,775.7,1.0,73,Wind blowing from the south-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-1.0,,,,,,10.0,-21.5,No precipitation,12,,,,
31.01.2020 05:00,-15.8,647.9,772.7,,70,Wind blowing from the south-southeast,2,,9,, ,,,-18.6,-1.0,,,,,,11.0,-20.0,No precipitation,6,,,,
31.01.2020 02:00,-14.1,647.6,771.5,,70,Wind blowing from the south-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-1.0,,,2500 or more  or no clouds.,,,11.0,-18.5,No precipitation,12,,,,
30.01.2020 20:00,-8.0,646.9,773.2,0.7,60,Wind blowing from the south-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-1.0,,,,,,17.0,-14.4,No precipitation,12,,,,
30.01.2020 17:00,-2.7,646.2,770.8,,50,Wind blowing from the south-west,5,,10,no clouds, ,,,-18.6,-1.0,,,,,,17.0,-11.7,No precipitation,6,,,,
30.01.2020 14:00,-1.3,646.6,770.5,-1.7,50,Wind blowing from the south-west,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-1.3,,,2500 or more  or no clouds.,,,14.0,-10.4,No precipitation,12,,,,
30.01.2020 11:00,-10.6,648.3,774.5,,68,Wind blowing from the east-southeast,1,,4,20–30%., ,,,-18.6,-2.9,,,2500 or more  or no clouds.,,,8.0,-15.5,No precipitation,6,,,,
30.01.2020 08:00,-17.4,648.4,776.1,0.0,83,Wind blowing from the south-east,2,,4,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-2.9,,,2500 or more  or no clouds.,,,7.0,-19.6,No precipitation,12,,,,
30.01.2020 05:00,-16.2,648.4,774.0,,82,Wind blowing from the east,1,,4,, ,,,-21.5,-2.9,,,,,,8.0,-18.6,No precipitation,6,,,,
30.01.2020 02:00,-14.5,649.2,774.3,,82,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-2.9,,,2500 or more  or no clouds.,,,8.0,-16.9,No precipitation,12,,,,
29.01.2020 20:00,-11.8,650.2,779.2,0.6,78,Wind blowing from the south-southeast,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-2.9,,,2500 or more  or no clouds.,,,8.0,-14.9,No precipitation,12,,,,
29.01.2020 17:00,-5.0,649.6,776.5,,63,Wind blowing from the south-east,2,,4,50%., ,,,-21.5,-1.9,,,2500 or more  or no clouds.,,,14.0,-11.1,No precipitation,6,,,,
29.01.2020 14:00,-4.4,649.9,775.3,-1.1,54,Wind blowing from the south-southwest,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-0.5,,,2500 or more  or no clouds.,,,22.0,-12.5,No precipitation,12,,,,
29.01.2020 11:00,-14.4,651.0,778.8,,79,Wind blowing from the south-southeast,2,,4,20–30%., ,,,-21.5,,,,2500 or more  or no clouds.,,,8.0,-17.2,No precipitation,6,,,,
29.01.2020 08:00,-21.5,650.6,778.9,0.6,81,Wind blowing from the south-east,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,,,,2500 or more  or no clouds.,,,6.0,-23.9,No precipitation,12,,,,
29.01.2020 05:00,-20.2,650.0,776.1,,85,Wind blowing from the south-east,2,,6,,Mist. ,,,-20.3,-0.5,,,,,,4.2,-22.1,No precipitation,6,,,,
29.01.2020 02:00,-15.4,650.1,775.3,,79,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-0.5,,,2500 or more  or no clouds.,,,7.0,-18.2,No precipitation,12,,,,
28.01.2020 20:00,-8.3,649.7,776.4,1.2,80,Wind blowing from the west-northwest,1,,7,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-0.5,,,2500 or more  or no clouds.,,,6.0,-11.1,No precipitation,12,,,,
28.01.2020 17:00,-1.9,648.5,772.8,,57,Wind blowing from the north-west,3,,7,50%., ,,,-16.8,-0.5,,,2500 or more  or no clouds.,,,14.0,-9.3,No precipitation,6,,,,
28.01.2020 14:00,-3.0,648.3,772.5,-0.9,61,Wind blowing from the south-east,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.0,,,2500 or more  or no clouds.,,,7.0,-9.5,No precipitation,12,,,,
28.01.2020 11:00,-11.3,649.2,775.2,,69,Wind blowing from the south-east,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.7,,,2500 or more  or no clouds.,,,5.0,-15.9,No precipitation,6,,,,
28.01.2020 08:00,-16.3,648.5,774.8,0.4,83,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-3.7,,,2500 or more  or no clouds.,,,5.0,-18.5,No precipitation,12,,,,
28.01.2020 05:00,-14.3,648.1,772.9,,82,Wind blowing from the south-east,2,,3,,Mist. ,,,-19.1,-3.7,,,,,,5.0,-16.8,No precipitation,6,,,,
28.01.2020 02:00,-13.0,648.5,773.3,,82,Wind blowing from the south-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-3.7,,,2500 or more  or no clouds.,,,5.0,-15.4,No precipitation,12,,,,
