Local time in Siping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 08:00,-17.8,755.4,773.8,1.4,50,Wind blowing from the north-west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,,,,,,,30.0,-25.8,No precipitation,12,,,,
04.02.2020 05:00,-18.8,754.0,772.3,,55,Wind blowing from the west-southwest,1,,9,, ,,,-23.0,-9.9,,,,,,30.0,-25.7,No precipitation,6,,,,
04.02.2020 02:00,-14.0,753.1,771.1,,47,Wind blowing from the north-northwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-9.9,,,2500 or more  or no clouds.,,,30.0,-23.0,No precipitation,12,,,,
03.02.2020 20:00,-16.6,752.3,770.8,0.2,66,Calm  no wind,0,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-9.9,,,2500 or more  or no clouds.,,,8.0,-21.5,No precipitation,12,,,,
03.02.2020 17:00,-13.2,752.1,770.5,,57,Wind blowing from the south-southwest,2,,7,no clouds, ,,,-24.1,-9.9,,,,,,12.0,-20.0,No precipitation,6,,,,
03.02.2020 14:00,-10.4,752.2,770.5,-1.8,41,Wind blowing from the south-west,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-10.1,,,,,,30.0,-21.1,No precipitation,12,,,,
03.02.2020 11:00,-13.2,754.0,772.3,,56,Wind blowing from the south,3,,4,no clouds, ,,,-24.1,-10.2,,,,,,18.0,-20.2,No precipitation,6,,,,
03.02.2020 08:00,-20.4,754.3,772.7,,81,Wind blowing from the south-east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-10.2,,,,,,3.8,-22.9,No precipitation,12,,,,
03.02.2020 05:00,-20.6,753.3,771.7,,78,Wind blowing from the south-southeast,1,,2,, ,,,-24.3,-10.2,,,,,,30.0,-23.5,No precipitation,6,,,,
03.02.2020 02:00,-22.7,753.4,771.7,,81,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-10.2,,,2500 or more  or no clouds.,,,14.0,-25.1,No precipitation,12,,,,
02.02.2020 20:00,-15.4,754.1,772.6,0.1,68,Wind blowing from the east-southeast,0,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-10.2,,,1500-2000,,,6.0,-20.0,No precipitation,12,,,,
02.02.2020 17:00,-12.3,754.0,772.6,,59,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%, ,,,-24.3,-9.2,,,1500-2000,,,13.0,-18.8,No precipitation,6,,,,
02.02.2020 14:00,-10.8,754.2,772.5,-1.4,47,Wind blowing from the south-southwest,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-5.2,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
02.02.2020 11:00,-10.9,755.6,773.9,,47,Wind blowing from the west-northwest,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-20.2,,,,,,
02.02.2020 08:00,-22.0,755.6,774.1,0.1,80,Wind blowing from the south-east,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-5.2,,,2500 or more  or no clouds.,,,5.0,-24.6,No precipitation,12,,,,
02.02.2020 05:00,-24.2,755.5,773.9,,80,Wind blowing from the south-southeast,1,,3,, ,,,-24.2,-5.2,,,,,,20.0,-26.7,No precipitation,6,,,,
02.02.2020 02:00,-20.5,755.9,774.1,,83,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-5.2,,,2500 or more  or no clouds.,,,16.0,-22.7,No precipitation,12,,,,
01.02.2020 20:00,-13.7,754.9,773.2,0.6,82,Wind blowing from the east-southeast,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-5.2,,,,,,7.0,-16.2,No precipitation,12,,,,
01.02.2020 17:00,-9.2,754.3,772.6,,67,Wind blowing from the south-west,3,,6,no clouds, ,,,-21.4,-5.2,,,,,,27.0,-14.3,No precipitation,6,,,,
01.02.2020 14:00,-5.9,753.6,771.7,-0.4,59,Wind blowing from the south-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-5.4,,,,,,30.0,-12.7,No precipitation,12,,,,
01.02.2020 11:00,-9.4,754.0,772.1,,64,Wind blowing from the south-west,3,,5,no clouds, ,,,-21.4,-5.4,,,,,,24.0,-15.0,No precipitation,6,,,,
01.02.2020 08:00,-19.4,753.4,771.8,1.4,85,Wind blowing from the south-southeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,,,,,,,3.9,-21.3,No precipitation,12,,,,
01.02.2020 05:00,-18.7,752.0,770.2,,86,Wind blowing from the south-southwest,1,,2,,Mist. ,,,-26.3,-5.4,,,,,,3.1,-20.5,No precipitation,6,,,,
01.02.2020 02:00,-19.3,751.3,769.3,,85,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-5.4,,,2500 or more  or no clouds.,,,6.0,-21.2,No precipitation,12,,,,
31.01.2020 20:00,-16.6,750.0,768.5,0.8,84,Wind blowing from the south-southeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-5.4,,,,,,2.5,-18.7,No precipitation,12,,,,
31.01.2020 17:00,-11.2,749.2,767.6,,71,Wind blowing from the south-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-5.4,,,,,,3.8,-15.5,No precipitation,6,,,,
31.01.2020 14:00,-5.8,749.1,767.2,-1.3,56,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-5.8,,,,,,28.0,-13.3,No precipitation,12,,,,
31.01.2020 11:00,-10.6,750.4,768.7,,68,Wind blowing from the south-west,1,,2,no clouds, ,,,-26.6,-9.7,,,,,,21.0,-15.4,No precipitation,6,,,,
31.01.2020 08:00,-23.1,750.8,769.5,0.1,81,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,,,,,,,4.4,-25.5,No precipitation,12,,,,
31.01.2020 05:00,-25.7,750.7,769.3,,80,Wind blowing from the south-east,1,,3,, ,,,-26.6,-9.7,,,,,,11.0,-28.2,No precipitation,6,,,,
31.01.2020 02:00,-23.8,751.2,769.5,,82,Wind blowing from the east-northeast,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-9.7,,,2500 or more  or no clouds.,,,6.0,-26.0,No precipitation,12,,,,
30.01.2020 20:00,-20.6,752.0,770.5,0.1,81,Wind blowing from the north,0,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-9.7,,,,,,4.4,-23.0,No precipitation,12,,,,
30.01.2020 17:00,-13.1,751.9,770.2,,69,Calm  no wind,0,,,no clouds, ,,,-21.3,-9.7,,,,,,29.0,-17.7,No precipitation,6,,,,
30.01.2020 14:00,-9.8,751.9,770.1,-0.9,58,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-9.7,,,,,,30.0,-16.6,No precipitation,12,,,,
30.01.2020 11:00,-12.5,752.8,771.0,,68,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,14.0,-17.3,,,,,,
30.01.2020 08:00,-18.7,752.8,771.1,0.3,85,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-10.3,,,,,,10.0,-20.6,No precipitation,12,,,,
30.01.2020 05:00,-20.6,752.5,770.8,,83,Wind blowing from the north-east,1,,8,, ,,,-21.3,-10.3,,,,,,14.0,-22.8,No precipitation,6,,,,
30.01.2020 02:00,-18.7,753.2,771.4,,84,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-10.3,,,2500 or more  or no clouds.,,,14.0,-20.8,No precipitation,12,,,,
29.01.2020 20:00,-14.3,753.7,771.9,0.1,76,Wind blowing from the north-east,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-10.3,,,2500 or more  or no clouds.,,,16.0,-17.7,No precipitation,12,,,,
29.01.2020 17:00,-12.2,753.6,771.7,,72,Calm  no wind,0,,,70 – 80%., ,,,-16.0,-7.5,,,2500 or more  or no clouds.,,,19.0,-16.3,No precipitation,6,,,,
29.01.2020 14:00,-10.3,752.7,770.7,-0.7,66,Wind blowing from the north,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-3.4,,,2500 or more  or no clouds.,,,12.0,-15.5,No precipitation,12,,,,
29.01.2020 11:00,-12.8,753.4,771.4,,69,Wind blowing from the north,3,,6,60%., ,,,-16.0,,,,2500 or more  or no clouds.,,,9.0,-17.4,No precipitation,6,,,,
29.01.2020 08:00,-15.5,753.2,771.3,0.7,81,Wind blowing from the north,2,,6,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-3.0,,,2500 or more  or no clouds.,,,7.0,-18.1,No precipitation,12,,,,
29.01.2020 05:00,-14.9,752.5,770.5,,81,Wind blowing from the north,2,,8,,Haze. ,,,-14.9,-3.0,,,,,,5.0,-17.5,No precipitation,6,,,,
29.01.2020 02:00,-14.1,753.1,770.9,,80,Wind blowing from the north,2,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-3.0,,,2500 or more  or no clouds.,,,4.8,-16.9,No precipitation,12,,,,
28.01.2020 20:00,-10.8,753.1,770.9,0.6,77,Wind blowing from the north,3,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-3.0,,,1000-1500,,,4.8,-14.1,No precipitation,12,,,,
28.01.2020 17:00,-7.5,752.5,770.2,,71,Wind blowing from the north,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-3.0,,,1500-2000,,,5.0,-11.9,No precipitation,6,,,,
28.01.2020 14:00,-3.4,752.0,769.6,-0.2,47,Wind blowing from the north,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-0.2,,,1500-2000,,,6.0,-13.3,No precipitation,12,,,,
28.01.2020 11:00,-3.3,752.2,769.9,,47,Wind blowing from the north,3,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,1.1,,,2500 or more  or no clouds.,,,5.0,-13.2,No precipitation,6,,,,
28.01.2020 08:00,-8.7,752.2,770.0,0.9,64,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,7.0,-14.4,No precipitation,12,,,,
28.01.2020 05:00,-9.9,751.3,769.0,,75,Wind blowing from the north-northeast,1,,,, ,,,-20.7,1.1,,,,,,7.0,-13.6,No precipitation,6,,,,
28.01.2020 02:00,-10.4,751.7,769.3,,80,Wind blowing from the north-east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,1.1,,,2500 or more  or no clouds.,,,5.0,-13.2,No precipitation,12,,,,
27.01.2020 20:00,-10.0,751.6,769.8,0.0,81,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,1.1,,,2500 or more  or no clouds.,,,3.3,-12.7,No precipitation,12,,,,
27.01.2020 17:00,-5.4,751.6,769.6,,65,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,1.1,,,2500 or more  or no clouds.,,,4.7,-11.0,No precipitation,6,,,,
27.01.2020 14:00,-0.3,751.8,769.6,-1.0,44,Wind blowing from the south-southwest,2,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,1.1,,,2500 or more  or no clouds.,,,15.0,-11.3,No precipitation,12,,,,
27.01.2020 11:00,-1.3,752.8,770.7,,34,Wind blowing from the north,1,,3,90  or more  but not 100%, ,,,-20.7,-1.2,,,2500 or more  or no clouds.,,,12.0,-15.4,No precipitation,6,,,,
27.01.2020 08:00,-18.0,754.0,772.3,-0.1,80,Wind blowing from the east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,,,,,,,2.5,-20.7,No precipitation,12,,,,
27.01.2020 05:00,-19.6,754.1,772.3,,78,Wind blowing from the east-southeast,1,,3,, ,,,-24.7,-3.7,,,,,,13.0,-22.5,No precipitation,6,,,,
27.01.2020 02:00,-17.5,755.2,773.2,,79,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-3.7,,,2500 or more  or no clouds.,,,9.0,-20.3,No precipitation,12,,,,
26.01.2020 20:00,-14.5,756.5,775.1,-1.0,85,Wind blowing from the north,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-3.7,,,,,,1.6,-16.5,No precipitation,12,,,,
26.01.2020 17:00,-7.9,757.5,775.9,,65,Wind blowing from the north-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-3.7,,,,,,3.9,-13.4,No precipitation,6,,,,
26.01.2020 14:00,-5.6,757.9,776.2,-2.1,49,Wind blowing from the south-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,-3.3,,,,,,6.0,-14.8,No precipitation,12,,,,
26.01.2020 11:00,-7.8,760.0,778.4,,51,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,,,,,,,5.0,-16.3,No precipitation,6,,,,
26.01.2020 08:00,-23.3,759.9,778.6,1.0,81,Wind blowing from the south-east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.8,,,,,,,2.9,-25.6,No precipitation,12,,,,
26.01.2020 05:00,-23.2,758.9,777.4,,83,Wind blowing from the south-east,0,,2,,Mist. ,,,-24.8,,,,,,,3.7,-25.3,No precipitation,6,,,,
26.01.2020 02:00,-23.1,759.6,777.8,,83,Wind blowing from the east-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-2.7,,,2500 or more  or no clouds.,,,4.2,-25.2,No precipitation,12,,,,
25.01.2020 20:00,-17.1,758.3,776.9,,76,Wind blowing from the south-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-2.7,,,,,,3.9,-20.4,No precipitation,12,,,,
25.01.2020 17:00,-8.4,757.5,775.9,,51,Wind blowing from the west-northwest,1,,3,no clouds, ,,,-24.1,-2.7,,,,,,8.0,-16.9,No precipitation,6,,,,
25.01.2020 14:00,-3.2,756.8,775.0,-1.1,30,Wind blowing from the west-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-2.7,,,,,,30.0,-18.3,No precipitation,12,,,,
