Local time in Fujin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 11:00,-15.6,765.6,772.5,,56,Wind blowing from the west,9,,,40%., ,,,-21.1,-14.7,,,2500 or more  or no clouds.,,,21.0,-22.4,No precipitation,6,,,,
06.02.2020 08:00,-19.5,766.4,773.4,0.2,61,Wind blowing from the west,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,,,,,,,13.0,-25.1,No precipitation,12,,,,
06.02.2020 05:00,-20.5,766.2,773.2,,63,Wind blowing from the west,6,,,, ,,,-23.6,-14.7,,,,,,26.0,-25.7,No precipitation,6,,,,
06.02.2020 02:00,-19.9,765.7,772.6,0.4,65,Wind blowing from the west,7,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-14.7,,,2500 or more  or no clouds.,,,29.0,-24.8,No precipitation,12,,,,
05.02.2020 23:00,-19.0,765.3,772.3,,64,Wind blowing from the west,7,,,, ,,,-23.6,-14.7,,,,,,30.0,-24.1,No precipitation,6,,,,
05.02.2020 20:00,-20.0,765.1,772.1,0.9,71,Wind blowing from the west-northwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-14.7,,,,,,30.0,-23.9,No precipitation,12,,,,
05.02.2020 17:00,-16.3,764.2,771.2,,64,Wind blowing from the west,5,,,no clouds, ,,,-23.6,-14.7,,,,,,30.0,-21.5,No precipitation,6,,,,
05.02.2020 14:00,-15.0,763.5,770.5,0.2,58,Wind blowing from the west-northwest,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-14.6,,,,,,30.0,-21.4,No precipitation,12,,,,
05.02.2020 11:00,-17.7,763.3,770.3,,64,Wind blowing from the west-northwest,7,,,no clouds, ,,,-23.6,-14.6,,,,,,30.0,-23.0,No precipitation,6,,,,
05.02.2020 08:00,-22.2,762.9,769.9,0.7,70,Wind blowing from the west-northwest,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-14.6,,,,,,30.0,-26.2,No precipitation,12,,,,
05.02.2020 05:00,-23.2,762.2,769.2,,70,Wind blowing from the west-northwest,6,,,, ,,,-23.3,-14.6,,,,,,30.0,-27.1,No precipitation,6,,,,
05.02.2020 02:00,-22.9,762.0,768.9,0.2,72,Wind blowing from the west,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-14.6,,,2500 or more  or no clouds.,,,30.0,-26.6,No precipitation,12,,,,
04.02.2020 23:00,-21.2,761.8,768.7,,66,Wind blowing from the west,4,,,, ,,,-22.5,-14.6,,,,,,30.0,-25.9,No precipitation,6,,,,
04.02.2020 20:00,-19.1,761.7,768.7,0.5,62,Wind blowing from the north-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-14.6,,,,,,25.0,-24.6,No precipitation,12,,,,
04.02.2020 17:00,-17.4,761.2,768.1,,58,Wind blowing from the west,2,,,no clouds, ,,,-22.5,-13.9,,,,,,26.0,-23.7,No precipitation,6,,,,
04.02.2020 14:00,-14.8,760.4,767.3,-0.5,48,Wind blowing from the west,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-11.1,,,,,,28.0,-23.4,No precipitation,12,,,,
04.02.2020 11:00,-16.3,760.9,767.8,,53,Wind blowing from the west,3,,,no clouds, ,,,-22.5,-10.9,,,,,,30.0,-23.7,No precipitation,6,,,,
04.02.2020 08:00,-20.7,761.1,768.0,0.6,61,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-10.9,,,,,,9.0,-26.3,No precipitation,12,,,,
04.02.2020 05:00,-22.2,760.5,767.4,,64,Wind blowing from the west,4,,,, ,,,-24.1,-10.9,,,,,,19.0,-27.2,No precipitation,6,,,,
04.02.2020 02:00,-20.5,760.6,767.4,0.0,59,Wind blowing from the south-west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-10.9,,,2500 or more  or no clouds.,,,30.0,-26.4,No precipitation,12,,,,
03.02.2020 23:00,-18.7,760.6,767.4,,55,Wind blowing from the west,5,,,, ,,,-24.1,-10.9,,,,,,30.0,-25.5,No precipitation,6,,,,
03.02.2020 20:00,-16.1,759.7,766.6,0.9,55,Wind blowing from the west-southwest,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-10.9,,,,,,21.0,-23.1,No precipitation,12,,,,
03.02.2020 17:00,-13.9,758.8,765.6,,57,Wind blowing from the west-southwest,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-10.9,,,,,,5.0,-20.6,No precipitation,6,,,,
03.02.2020 14:00,-11.1,757.6,764.4,-1.2,49,Wind blowing from the west-southwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-9.8,,,,,,17.0,-19.7,No precipitation,12,,,,
03.02.2020 11:00,-12.8,758.8,765.5,,55,Wind blowing from the south-southeast,4,,,10%  or less  but not 0, ,,,-24.1,-9.7,,,2500 or more  or no clouds.,,,25.0,-20.0,No precipitation,6,,,,
03.02.2020 08:00,-21.4,759.7,766.6,0.1,67,Wind blowing from the south-east,2,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-9.7,,,,,,6.0,-25.9,No precipitation,12,,,,
03.02.2020 05:00,-18.8,759.6,766.4,,62,Wind blowing from the west,4,,,, ,,,-20.3,-9.7,,,,,,22.0,-24.3,No precipitation,6,,,,
03.02.2020 02:00,-17.4,760.2,766.9,-0.1,62,Wind blowing from the west,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-9.7,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
02.02.2020 23:00,-15.8,760.3,767.1,,62,Wind blowing from the west,4,,,, ,,,-20.5,-9.7,,,,,,29.0,-21.4,No precipitation,6,,,,
02.02.2020 20:00,-13.8,760.0,766.8,0.3,58,Wind blowing from the west-southwest,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-9.7,,,,,,24.0,-20.3,No precipitation,12,,,,
02.02.2020 17:00,-12.6,759.7,766.6,,59,Wind blowing from the south-west,3,,,no clouds, ,,,-20.5,-9.7,,,,,,10.0,-19.0,No precipitation,6,,,,
02.02.2020 14:00,-9.8,759.2,766.0,-0.2,57,Wind blowing from the west,7,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-9.7,,,,,,14.0,-16.7,No precipitation,12,,,,
02.02.2020 11:00,-10.9,759.4,766.1,,61,Wind blowing from the west,8,,,no clouds, ,,,-20.5,-10.9,,,,,,8.0,-17.1,No precipitation,6,,,,
02.02.2020 08:00,-15.0,759.2,766.0,0.2,73,Wind blowing from the south-southwest,5,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-11.4,,,,,,3.5,-18.8,No precipitation,12,,,,
02.02.2020 05:00,-20.1,759.0,765.8,,80,Wind blowing from the south-southeast,2,,,,Haze. ,,,-26.5,-11.4,,,,,,5.0,-22.7,No precipitation,6,,,,
02.02.2020 02:00,-15.3,759.6,766.3,0.4,68,Wind blowing from the west,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.4,,,2500 or more  or no clouds.,,,9.0,-20.0,No precipitation,12,,,,
01.02.2020 23:00,-12.9,759.2,766.0,,63,Wind blowing from the west,7,,,, ,,,,-11.4,,,,,,10.0,-18.5,No precipitation,6,,,,
01.02.2020 20:00,-13.3,758.5,765.4,0.2,76,Wind blowing from the south-west,4,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-11.4,,,2500 or more  or no clouds.,,,4.7,-16.6,No precipitation,12,,,,
01.02.2020 17:00,-14.1,758.3,765.2,,76,Wind blowing from the south,3,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-11.4,,,2500 or more  or no clouds.,,,6.0,-17.4,No precipitation,6,,,,
01.02.2020 14:00,-11.7,757.9,764.7,-0.9,73,Wind blowing from the south-southeast,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-9.1,,,,,,4.1,-15.6,No precipitation,12,,,,
01.02.2020 11:00,-14.8,758.8,765.7,,84,Wind blowing from the south-east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-9.1,,,,,,2.8,-16.9,No precipitation,6,,,,
01.02.2020 08:00,-25.5,759.7,766.6,0.4,79,Wind blowing from the east-southeast,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-9.1,,,,,,0.1,-28.1,No precipitation,12,,,,
01.02.2020 05:00,-25.1,759.3,766.2,,80,Wind blowing from the south-southeast,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-25.2,-9.1,,,,,,0.2,-27.5,No precipitation,6,,,,
01.02.2020 02:00,-23.7,759.7,766.6,-0.3,81,Wind blowing from the south-southeast,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-9.1,,,2500 or more  or no clouds.,,,0.6,-26.0,No precipitation,12,,,,
31.01.2020 23:00,-21.9,760.0,766.9,,78,Wind blowing from the south-southeast,1,,,,Mist. ,,,-21.9,-9.1,,,,,,6.0,-24.7,No precipitation,6,,,,
31.01.2020 20:00,-17.7,760.1,767.0,0.2,86,Wind blowing from the south,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-9.1,,,,,,4.2,-19.5,No precipitation,12,,,,
31.01.2020 17:00,-13.8,759.9,766.8,,75,Wind blowing from the south-southeast,1,,,no clouds, ,,,-21.1,-9.1,,,,,,14.0,-17.3,No precipitation,6,,,,
31.01.2020 14:00,-9.2,759.8,766.6,-0.7,59,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-7.8,,,,,,26.0,-15.9,No precipitation,12,,,,
31.01.2020 11:00,-12.7,760.5,767.3,,69,Wind blowing from the west,4,,,no clouds, ,,,-21.1,-7.8,,,,,,25.0,-17.2,No precipitation,6,,,,
31.01.2020 08:00,-18.4,760.6,767.5,0.3,77,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-7.8,,,,,,16.0,-21.4,No precipitation,12,,,,
31.01.2020 05:00,-20.4,760.3,767.2,,79,Wind blowing from the west-northwest,3,,,, ,,,-20.8,-7.8,,,,,,30.0,-23.1,No precipitation,6,,,,
31.01.2020 02:00,-20.2,760.4,767.2,-0.1,80,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-7.8,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
30.01.2020 23:00,-18.3,760.5,767.3,,77,Wind blowing from the west-northwest,3,,,, ,,,-20.8,-7.8,,,,,,20.0,-21.3,No precipitation,6,,,,
30.01.2020 20:00,-15.1,760.9,767.8,-0.1,76,Wind blowing from the west,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-7.8,,,,,,26.0,-18.4,No precipitation,12,,,,
30.01.2020 17:00,-12.1,761.0,767.8,,71,Wind blowing from the west,2,,,no clouds, ,,,-20.8,-7.8,,,,,,21.0,-16.3,No precipitation,6,,,,
30.01.2020 14:00,-8.0,761.3,768.1,-1.0,58,Wind blowing from the north-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-8.0,,,,,,30.0,-14.8,No precipitation,12,,,,
30.01.2020 11:00,-11.5,762.3,769.1,,64,Wind blowing from the north-northwest,3,,,no clouds, ,,,-20.8,-8.5,,,,,,25.0,-17.1,No precipitation,6,,,,
30.01.2020 08:00,-18.8,762.8,769.7,0.3,77,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-8.5,,,,,,23.0,-21.8,No precipitation,12,,,,
30.01.2020 05:00,-19.7,762.5,769.3,,77,Wind blowing from the north-west,3,,,, ,,,-20.0,-8.5,,,,,,27.0,-22.7,No precipitation,6,,,,
30.01.2020 02:00,-17.9,763.0,769.8,-0.2,74,Wind blowing from the north-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-8.5,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
29.01.2020 23:00,-16.2,763.2,770.0,,69,Wind blowing from the north-west,4,,,, ,,,-19.1,-8.5,,,,,,30.0,-20.6,No precipitation,6,,,,
29.01.2020 20:00,-14.7,763.6,770.5,0.2,67,Wind blowing from the north-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-8.5,,,,,,24.0,-19.5,No precipitation,12,,,,
29.01.2020 17:00,-12.0,763.4,770.2,,68,Wind blowing from the west-northwest,2,,,no clouds, ,,,-19.1,-8.5,,,,,,11.0,-16.7,No precipitation,6,,,,
29.01.2020 14:00,-8.7,763.2,769.9,-0.5,59,Wind blowing from the north-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-6.0,,,,,,17.0,-15.3,No precipitation,12,,,,
29.01.2020 11:00,-11.5,763.7,770.5,,64,Wind blowing from the north-northwest,3,,,no clouds, ,,,-19.1,-6.0,,,,,,14.0,-17.1,No precipitation,6,,,,
29.01.2020 08:00,-17.4,764.0,770.8,0.4,73,Wind blowing from the west-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-6.0,,,,,,9.0,-21.1,No precipitation,12,,,,
29.01.2020 05:00,-18.9,763.6,770.4,,78,Wind blowing from the west-northwest,2,,,, ,,,-19.4,-6.0,,,,,,8.0,-21.8,No precipitation,6,,,,
29.01.2020 02:00,-17.5,764.0,770.8,0.1,78,Wind blowing from the north-west,3,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-6.0,,,2500 or more  or no clouds.,,,7.0,-20.4,No precipitation,12,,,,
28.01.2020 23:00,-15.5,763.9,770.6,,75,Wind blowing from the west-northwest,3,,,, ,,,-19.4,-6.0,,,,,,8.0,-18.9,No precipitation,6,,,,
28.01.2020 20:00,-12.5,764.1,770.9,0.0,74,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-6.0,,,,,,8.0,-16.2,No precipitation,12,,,,
28.01.2020 17:00,-9.9,764.1,770.9,,71,Wind blowing from the north-west,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-6.0,,,2500 or more  or no clouds.,,,2.9,-14.3,No precipitation,6,,,,
28.01.2020 14:00,-6.1,763.9,770.6,-0.6,59,Wind blowing from the north-northwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-6.0,,,,,,7.0,-12.8,No precipitation,12,,,,
28.01.2020 11:00,-9.1,764.5,771.2,,62,Wind blowing from the west-northwest,2,,,no clouds, ,,,-19.4,-6.3,,,,,,8.0,-15.2,No precipitation,6,,,,
28.01.2020 08:00,-16.9,764.5,771.3,0.4,77,Wind blowing from the west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-6.3,,,,,,0.8,-20.0,No precipitation,12,,,,
28.01.2020 05:00,-17.2,764.1,770.9,,75,Wind blowing from the east-southeast,1,,,, ,,,-20.5,-6.3,,,,,,8.0,-20.6,No precipitation,6,,,,
