Local time in Anda,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.02.2020 08:00,-23.0,753.5,768.9,0.6,70,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-9.8,,,,,,8.0,-27.0,No precipitation,12,,,,
03.02.2020 05:00,-24.6,752.9,768.3,,75,Wind blowing from the west-southwest,1,,8,, ,,,-24.6,-9.8,,,,,,24.0,-27.8,No precipitation,6,,,,
03.02.2020 02:00,-21.8,753.7,768.8,,73,Wind blowing from the south-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-9.8,,,2500 or more  or no clouds.,,,30.0,-25.3,No precipitation,12,,,,
02.02.2020 20:00,-16.1,754.3,769.6,-0.3,58,Wind blowing from the south,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-9.8,,,,,,23.0,-22.5,No precipitation,12,,,,
02.02.2020 17:00,-13.5,754.6,769.9,,44,Wind blowing from the south-southwest,2,,8,no clouds, ,,,-22.8,-9.8,,,,,,22.0,-23.2,No precipitation,6,,,,
02.02.2020 14:00,-9.9,754.4,769.6,-1.1,34,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-8.1,,,,,,30.0,-22.8,No precipitation,12,,,,
02.02.2020 11:00,-14.6,755.5,770.8,,54,Wind blowing from the south-west,3,,5,no clouds, ,,,-22.8,-8.1,,,,,,20.0,-21.9,No precipitation,6,,,,
02.02.2020 08:00,-21.8,755.4,770.8,0.8,68,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-8.1,,,,,,11.0,-26.1,No precipitation,12,,,,
02.02.2020 05:00,-19.4,754.6,769.9,,62,Wind blowing from the west-southwest,2,,7,, ,,,-20.9,-8.1,,,,,,27.0,-24.8,No precipitation,6,,,,
02.02.2020 02:00,-19.6,754.6,769.6,,59,Wind blowing from the south-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-8.1,,,2500 or more  or no clouds.,,,30.0,-25.6,No precipitation,12,,,,
01.02.2020 20:00,-14.1,752.8,768.0,,70,Wind blowing from the south-west,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-8.1,,,2500 or more  or no clouds.,,,16.0,-18.4,No precipitation,12,,,,
01.02.2020 17:00,-11.7,752.9,768.1,,68,Wind blowing from the south,2,,6,20–30%., ,,,-20.9,-8.1,,,2500 or more  or no clouds.,,,5.0,-16.4,No precipitation,6,,,,
01.02.2020 14:00,-8.2,752.5,767.5,-0.5,61,Wind blowing from the south-west,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-8.2,,,2500 or more  or no clouds.,,,13.0,-14.4,No precipitation,12,,,,
01.02.2020 11:00,-14.8,753.0,768.2,,74,Wind blowing from the south-southwest,3,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-10.4,,,2500 or more  or no clouds.,,,3.0,-18.4,No precipitation,6,,,,
01.02.2020 08:00,-20.6,752.9,768.4,0.8,82,Wind blowing from the south-west,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,1.5,-22.9,No precipitation,12,,,,
01.02.2020 05:00,-18.9,752.1,767.3,,81,Wind blowing from the south-west,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,-27.7,-10.4,,,,,,2.0,-21.3,No precipitation,6,,,,
01.02.2020 02:00,-18.5,752.0,767.1,,79,Wind blowing from the north-east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-10.4,,,2500 or more  or no clouds.,,,1.6,-21.2,No precipitation,12,,,,
31.01.2020 20:00,-19.4,752.7,768.3,0.3,80,Wind blowing from the north-east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-10.4,,,,,,0.8,-22.0,No precipitation,12,,,,
31.01.2020 17:00,-14.3,752.4,767.8,,73,Wind blowing from the south-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-10.4,,,,,,3.5,-18.2,No precipitation,6,,,,
31.01.2020 14:00,-10.4,752.5,767.7,-0.9,64,Wind blowing from the south,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-9.2,,,,,,6.0,-15.9,No precipitation,12,,,,
31.01.2020 11:00,-15.4,753.4,768.7,,83,Wind blowing from the south-southeast,1,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-9.2,,,2500 or more  or no clouds.,,,1.7,-17.6,No precipitation,6,,,,
31.01.2020 08:00,-26.3,753.8,769.3,0.3,77,Wind blowing from the south-east,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-9.2,,,2500 or more  or no clouds.,,,1.0,-29.1,No precipitation,12,,,,
31.01.2020 05:00,-27.0,753.5,768.9,,78,Wind blowing from the south-west,1,,3,,Fog or ice fog. ,,,-27.0,-9.2,,,,,,0.3,-29.7,No precipitation,6,,,,
31.01.2020 02:00,-24.1,754.0,769.3,,78,Wind blowing from the south,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-9.2,,,2500 or more  or no clouds.,,,2.0,-26.8,No precipitation,12,,,,
30.01.2020 20:00,-14.0,754.7,769.9,0.1,68,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-9.2,,,,,,13.0,-18.6,No precipitation,12,,,,
30.01.2020 17:00,-11.9,754.6,769.8,,62,Wind blowing from the north-northwest,2,,6,no clouds, ,,,-17.6,-9.2,,,,,,15.0,-17.7,No precipitation,6,,,,
30.01.2020 14:00,-9.5,755.2,770.2,-0.9,53,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-8.5,,,,,,22.0,-17.5,Trace of precipitation,12,,,,
30.01.2020 11:00,-12.3,756.1,771.3,,55,Wind blowing from the north,2,,7,no clouds, ,,,-17.6,-8.3,,,,,,13.0,-19.5,No precipitation,6,,,,
30.01.2020 08:00,-17.1,756.4,771.7,-0.1,67,Wind blowing from the north-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-8.3,,,,,,8.0,-21.8,Trace of precipitation,12,,,,
30.01.2020 05:00,-16.8,756.5,771.7,,67,Wind blowing from the north,3,,9,, ,,,-17.2,-8.3,,,,,,29.0,-21.5,No precipitation,6,,,,
30.01.2020 02:00,-16.2,757.1,772.2,,65,Wind blowing from the north,4,,10,, ,,,-17.2,-8.3,,,,,,30.0,-21.3,No precipitation,6,,,,
29.01.2020 20:00,-13.6,758.2,773.4,-0.2,67,Wind blowing from the north-northwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-8.3,,,,,,27.0,-18.4,No precipitation,12,,,,
29.01.2020 17:00,-11.2,758.4,773.5,,63,Wind blowing from the north-northwest,4,,12,no clouds, ,,,-17.2,-8.3,,,,,,29.0,-17.0,No precipitation,6,,,,
29.01.2020 14:00,-8.5,758.1,773.2,-0.7,56,Wind blowing from the north,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-8.3,,,,,,28.0,-15.9,No precipitation,12,,,,
29.01.2020 11:00,-11.7,758.8,773.9,,55,Wind blowing from the north,6,,12,no clouds, ,,,-17.2,-11.0,,,,,,18.0,-18.9,No precipitation,6,,,,
29.01.2020 08:00,-16.5,758.8,774.0,0.8,62,Wind blowing from the north,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-11.0,,,,,,15.0,-22.1,No precipitation,12,,,,
29.01.2020 05:00,-16.7,758.0,773.2,,65,Wind blowing from the north,5,,10,, ,,,-18.2,-11.0,,,,,,14.0,-21.7,No precipitation,6,,,,
29.01.2020 02:00,-15.3,757.9,773.0,,65,Wind blowing from the north,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-11.0,,,2500 or more  or no clouds.,,,17.0,-20.4,No precipitation,12,,,,
28.01.2020 20:00,-12.6,757.6,772.8,0.5,65,Wind blowing from the north,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-11.0,,,2500 or more  or no clouds.,,,12.0,-17.8,No precipitation,12,,,,
28.01.2020 17:00,-11.4,757.1,772.3,,65,Wind blowing from the north-northwest,4,,8,70 – 80%., ,,,-18.8,-9.1,,,2500 or more  or no clouds.,,,9.0,-16.7,No precipitation,6,,,,
28.01.2020 14:00,-11.2,757.0,772.3,-0.3,64,Wind blowing from the north-northwest,4,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-4.2,,,2500 or more  or no clouds.,,,6.0,-16.7,No precipitation,12,,,,
28.01.2020 11:00,-14.2,757.3,772.6,,71,Wind blowing from the north-northwest,3,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,,,,2500 or more  or no clouds.,,,3.4,-18.3,No precipitation,6,,,,
28.01.2020 08:00,-17.8,757.1,772.4,0.8,79,Wind blowing from the north,3,,5,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,,,,2500 or more  or no clouds.,,,2.4,-20.6,No precipitation,12,,,,
28.01.2020 05:00,-17.0,756.3,771.4,,81,Wind blowing from the north-northwest,2,,5,,Mist. ,,,-20.9,-4.1,,,,,,2.2,-19.5,No precipitation,6,,,,
28.01.2020 02:00,-18.6,756.7,771.7,,80,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.1,,,2500 or more  or no clouds.,,,1.4,-21.2,No precipitation,12,,,,
27.01.2020 20:00,-14.8,755.5,770.6,0.1,78,Wind blowing from the north-northeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.1,,,,,,1.0,-17.8,No precipitation,12,,,,
27.01.2020 17:00,-8.9,755.4,770.5,,59,Wind blowing from the east-southeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.1,,,,,,2.5,-15.5,No precipitation,6,,,,
27.01.2020 14:00,-4.2,755.2,770.2,-1.0,45,Wind blowing from the south,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.1,,,,,,7.0,-14.6,No precipitation,12,,,,
27.01.2020 11:00,-6.4,756.2,771.2,,46,Wind blowing from the south,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-6.4,,,,,,6.0,-16.1,No precipitation,6,,,,
27.01.2020 08:00,-14.0,756.4,771.6,-0.3,66,Wind blowing from the south-southeast,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-9.2,,,,,,2.5,-19.1,No precipitation,12,,,,
27.01.2020 05:00,-20.4,756.7,772.0,,76,Wind blowing from the east,1,,,,Haze. ,,,-23.0,-9.2,,,,,,3.6,-23.5,No precipitation,6,,,,
27.01.2020 02:00,-20.2,758.3,773.5,,76,Wind blowing from the east,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.8,-9.2,,,2500 or more  or no clouds.,,,2.9,-23.3,No precipitation,12,,,,
26.01.2020 20:00,-14.2,758.9,774.3,0.2,76,Wind blowing from the south,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-9.2,,,,,,3.9,-17.5,No precipitation,12,,,,
26.01.2020 17:00,-11.1,758.7,774.1,,69,Wind blowing from the south,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-9.2,,,,,,2.3,-15.8,No precipitation,6,,,,
26.01.2020 14:00,-10.0,759.3,774.7,-1.3,61,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-9.9,,,,,,8.0,-16.1,No precipitation,12,,,,
26.01.2020 11:00,-15.0,760.6,776.1,,65,Wind blowing from the south-southwest,4,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-11.6,,,,,,4.5,-20.1,No precipitation,6,,,,
26.01.2020 08:00,-20.2,760.0,775.6,,81,Wind blowing from the south-southwest,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,,,,,,,1.6,-22.6,No precipitation,12,,,,
26.01.2020 05:00,-22.9,760.5,776.0,,80,Wind blowing from the south-southwest,2,,3,,Haze. ,,,-26.1,-11.6,,,,,,1.8,-25.4,No precipitation,6,,,,
26.01.2020 02:00,-23.4,760.9,776.4,,79,Wind blowing from the south-southwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-11.6,,,2500 or more  or no clouds.,,,1.6,-26.0,No precipitation,12,,,,
25.01.2020 20:00,-20.7,761.0,776.8,,74,Wind blowing from the north-east,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-11.6,,,2500 or more  or no clouds.,,,1.7,-24.1,No precipitation,12,,,,
25.01.2020 17:00,-16.2,760.9,776.5,,63,Wind blowing from the north-northeast,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-11.6,,,2500 or more  or no clouds.,,,1.5,-21.6,No precipitation,6,,,,
25.01.2020 14:00,-11.7,760.9,776.3,-0.6,53,Wind blowing from the east-northeast,2,,,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-11.6,,,2500 or more  or no clouds.,,,4.7,-19.4,No precipitation,12,,,,
25.01.2020 11:00,-17.0,761.5,777.0,,58,Wind blowing from the north-east,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-12.6,,,1500-2000,,,2.7,-23.3,No precipitation,6,,,,
25.01.2020 08:00,-24.3,761.4,777.1,-0.1,76,Wind blowing from the east-northeast,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-12.6,,,1500-2000,,,0.7,-27.3,No precipitation,12,,,,
25.01.2020 05:00,-25.0,761.5,777.2,,74,Wind blowing from the north-east,2,,4,,Haze. ,,,-25.0,-12.6,,,,,,4.2,-28.3,No precipitation,6,,,,
25.01.2020 02:00,-21.0,761.8,777.3,,70,Wind blowing from the south,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-12.6,,,2500 or more  or no clouds.,,,5.0,-25.0,No precipitation,12,,,,
24.01.2020 20:00,-20.3,763.0,778.7,-0.1,69,Wind blowing from the south,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-12.0,,,,,,7.0,-24.5,No precipitation,12,,,,
