Local time in Jiexiu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.02.2020 02:00,-3.0,705.5,773.8,,40,Wind blowing from the south-southwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,6.8,,,2500 or more  or no clouds.,,,9.0,-14.9,No precipitation,12,,,,
02.02.2020 20:00,1.1,705.5,774.1,1.6,34,Wind blowing from the west-southwest,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.8,,,,,,10.0,-13.3,No precipitation,12,,,,
02.02.2020 17:00,4.2,703.9,771.9,,23,Wind blowing from the west-northwest,6,,11,20–30%., ,,,-1.3,6.8,,,2500 or more  or no clouds.,,,10.0,-15.0,No precipitation,6,,,,
02.02.2020 14:00,6.0,703.9,771.7,-1.0,22,Wind blowing from the west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.8,,,,,,10.0,-14.1,0.1,12,,,,
02.02.2020 11:00,4.1,704.9,772.8,,46,Wind blowing from the west,5,,8,no clouds, ,,,-1.3,5.0,,,,,,9.0,-6.7,No precipitation,6,,,,
02.02.2020 08:00,0.1,703.9,772.2,1.2,85,Wind blowing from the south-west,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.0,,,2500 or more  or no clouds.,,,7.0,-2.2,0.3,12,,,,
02.02.2020 05:00,-0.1,702.7,770.6,,100,Wind blowing from the west,3,,4,,Mist. ,,,-4.6,5.0,,,,,,6.0,-0.1,0.3,6,,,,
02.02.2020 02:00,-0.3,702.2,770.3,,100,Wind blowing from the south-southeast,2,,6,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,5.0,,,2500 or more  or no clouds.,,,1.9,-0.3,0.2,12,,,,
01.02.2020 20:00,1.9,701.5,770.2,0.9,54,Wind blowing from the south-west,1,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,5.0,,,2500 or more  or no clouds.,,,6.0,-6.6,No precipitation,12,,,,
01.02.2020 17:00,4.3,700.6,768.7,,40,Wind blowing from the north,2,,6,100%., ,,,-4.6,10.6,,,2500 or more  or no clouds.,,,8.0,-8.4,No precipitation,6,,,,
01.02.2020 14:00,2.5,700.9,769.3,-2.5,45,Wind blowing from the north-east,5,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,12.1,,,2500 or more  or no clouds.,,,8.0,-8.4,No precipitation,12,,,,
01.02.2020 11:00,0.1,703.4,771.8,,60,Wind blowing from the north-west,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,,,,2500 or more  or no clouds.,,,6.0,-6.9,No precipitation,6,,,,
01.02.2020 08:00,-4.2,702.9,771.4,0.8,82,Wind blowing from the west-northwest,0,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,12.1,,,2500 or more  or no clouds.,,,6.0,-6.9,No precipitation,12,,,,
01.02.2020 05:00,-3.8,702.1,769.6,,77,Wind blowing from the south-southeast,1,,5,,Mist. ,,,-6.2,12.1,,,,,,6.0,-7.3,No precipitation,6,,,,
01.02.2020 02:00,-2.9,702.1,769.5,,64,Wind blowing from the south-west,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,12.1,,,2500 or more  or no clouds.,,,6.0,-8.9,No precipitation,12,,,,
31.01.2020 20:00,4.0,700.9,769.4,1.4,29,Wind blowing from the south-southwest,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,12.1,,,,,,8.0,-12.4,No precipitation,12,,,,
31.01.2020 17:00,10.6,699.5,766.9,,16,Wind blowing from the west-northwest,3,,10,no clouds, ,,,-6.2,12.1,,,,,,10.0,-14.1,No precipitation,6,,,,
31.01.2020 14:00,11.0,700.0,767.0,-2.3,19,Wind blowing from the west-southwest,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,11.3,,,2500 or more  or no clouds.,,,10.0,-11.7,No precipitation,12,,,,
31.01.2020 11:00,4.3,702.3,770.1,,45,Wind blowing from the north-northwest,1,,3,no clouds, ,,,-6.2,9.7,,,,,,7.0,-6.8,No precipitation,6,,,,
31.01.2020 08:00,-5.7,701.9,770.6,,93,Wind blowing from the south,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,9.7,,,,,,6.0,-6.6,No precipitation,12,,,,
31.01.2020 05:00,-4.8,701.0,768.8,,72,Wind blowing from the south-southwest,1,,6,,Mist. ,,,-6.4,9.7,,,,,,7.0,-9.2,No precipitation,6,,,,
31.01.2020 02:00,-2.6,701.3,768.8,,60,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,9.7,,,2500 or more  or no clouds.,,,8.0,-9.4,No precipitation,12,,,,
30.01.2020 20:00,3.1,700.8,769.4,0.8,51,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,9.7,,,,,,8.0,-6.2,No precipitation,12,,,,
30.01.2020 17:00,8.4,700.0,767.3,,26,Wind blowing from the south-west,3,,7,no clouds, ,,,-6.4,9.7,,,,,,9.0,-9.9,No precipitation,6,,,,
30.01.2020 14:00,8.4,700.9,768.1,-2.7,27,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,8.4,,,,,,9.0,-9.5,0.6,12,,,,
30.01.2020 11:00,1.5,703.6,771.9,,54,Wind blowing from the west-northwest,2,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,7.7,,,2500 or more  or no clouds.,,,6.0,-7.0,,,,,,
30.01.2020 08:00,-6.2,703.1,772.0,0.9,88,Wind blowing from the north-northwest,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,7.7,,,2500 or more  or no clouds.,,,7.0,-7.9,No precipitation,12,,,,
30.01.2020 05:00,-2.1,702.2,770.2,,62,Wind blowing from the south-west,3,,7,, ,,,-2.1,7.7,,,,,,23.0,-8.5,No precipitation,6,,,,
30.01.2020 02:00,-1.0,702.8,770.5,,54,Wind blowing from the south-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,7.7,,,2500 or more  or no clouds.,,,22.0,-9.3,No precipitation,12,,,,
29.01.2020 20:00,2.3,703.0,771.3,1.7,42,Wind blowing from the west-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,7.7,,,,,,25.0,-9.5,No precipitation,12,,,,
29.01.2020 17:00,5.5,701.3,769.0,,35,Wind blowing from the west,4,,9,20–30%., ,,,-1.9,7.7,,,2500 or more  or no clouds.,,,9.0,-9.0,No precipitation,6,,,,
29.01.2020 14:00,6.6,701.3,768.8,-1.7,32,Wind blowing from the south-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,7.0,,,,,,9.0,-8.9,No precipitation,12,,,,
29.01.2020 11:00,3.4,703.0,770.9,,54,Wind blowing from the south-west,4,,6,no clouds, ,,,-1.9,6.8,,,,,,8.0,-5.2,No precipitation,6,,,,
29.01.2020 08:00,-1.2,702.6,770.8,0.8,75,Wind blowing from the south-west,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,6.8,,,,,,7.0,-5.1,No precipitation,12,,,,
29.01.2020 05:00,-1.3,701.8,769.6,,79,Wind blowing from the south-southwest,2,,7,, ,,,-1.6,6.8,,,,,,24.0,-4.5,No precipitation,6,,,,
29.01.2020 02:00,-0.4,702.1,769.8,,71,Wind blowing from the south-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.8,,,2500 or more  or no clouds.,,,25.0,-5.1,No precipitation,12,,,,
28.01.2020 20:00,2.8,702.0,770.2,1.7,59,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.8,,,2500 or more  or no clouds.,,,25.0,-4.6,No precipitation,12,,,,
28.01.2020 17:00,5.1,700.3,767.9,,47,Wind blowing from the west,5,,7,90  or more  but not 100%, ,,,-1.4,6.8,,,,,,8.0,-5.5,No precipitation,6,,,,
28.01.2020 14:00,6.1,699.9,767.3,-1.5,38,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.3,,,,,,8.0,-7.4,No precipitation,12,,,,
28.01.2020 11:00,3.2,701.4,769.0,,62,Wind blowing from the south-west,4,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,5.1,,,,,,6.0,-3.5,No precipitation,6,,,,
28.01.2020 08:00,-1.3,700.8,769.0,0.5,94,Wind blowing from the south-west,3,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,5.1,,,1000-1500,,,6.0,-2.2,No precipitation,12,,,,
28.01.2020 05:00,-0.9,700.3,768.1,,93,Wind blowing from the south-west,4,,5,, ,,,-3.0,5.1,,,,,,24.0,-1.9,No precipitation,6,,,,
28.01.2020 02:00,-0.3,700.8,768.5,,91,Wind blowing from the south-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,5.1,,,2500 or more  or no clouds.,,,25.0,-1.6,No precipitation,12,,,,
27.01.2020 20:00,1.7,700.6,768.9,0.7,66,Wind blowing from the west,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,5.1,,,2500 or more  or no clouds.,,,25.0,-4.1,No precipitation,12,,,,
27.01.2020 17:00,3.9,699.9,767.7,,49,Wind blowing from the north,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,5.1,,,2500 or more  or no clouds.,,,7.0,-6.0,No precipitation,6,,,,
27.01.2020 14:00,4.3,700.4,768.1,-2.2,51,Wind blowing from the west-southwest,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.4,,,2500 or more  or no clouds.,,,7.0,-5.1,0.1,12,,,,
27.01.2020 11:00,1.2,702.6,770.9,,96,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,2.8,,,2500 or more  or no clouds.,,,4.4,0.6,0.1,6,,,,
27.01.2020 08:00,-2.9,702.3,771.0,0.0,100,Wind blowing from the south,1,,4,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,2.8,,,2500 or more  or no clouds.,,,4.3,-2.9,0.1,12,,,,
27.01.2020 05:00,-1.2,702.3,770.6,,100,Wind blowing from the north-northeast,1,,5,,Snow not falling as shower(s). ,,,-2.1,2.8,,,,,,25.0,-1.2,No precipitation,6,,,,
27.01.2020 02:00,-0.6,703.3,771.6,,100,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,2.8,,,2500 or more  or no clouds.,,,25.0,-0.6,No precipitation,12,,,,
26.01.2020 20:00,0.5,704.1,772.8,0.5,99,Wind blowing from the east-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,2.8,,,2500 or more  or no clouds.,,,25.0,0.4,Trace of precipitation,12,,,,
26.01.2020 17:00,1.7,703.6,772.0,,86,Wind blowing from the east,1,,6,100%.,Mist. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,3.3,,,2500 or more  or no clouds.,,,4.9,-0.5,No precipitation,6,,,,
26.01.2020 14:00,2.4,703.9,772.3,-1.8,62,Wind blowing from the north,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,4.4,,,2500 or more  or no clouds.,,,6.0,-4.3,No precipitation,12,,,,
26.01.2020 11:00,1.3,705.7,774.4,,71,Wind blowing from the north-east,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,4.4,,,2500 or more  or no clouds.,,,5.0,-3.5,No precipitation,6,,,,
26.01.2020 08:00,-1.9,705.4,774.4,0.2,100,Wind blowing from the north-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,,,,2500 or more  or no clouds.,,,2.5,-1.9,No precipitation,12,,,,
26.01.2020 05:00,-1.2,705.2,773.6,,100,Wind blowing from the south,1,,2,,Mist. ,,,-3.9,4.4,,,,,,2.3,-1.2,No precipitation,6,,,,
26.01.2020 02:00,-1.7,705.8,774.3,,100,Wind blowing from the west-southwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.4,,,2500 or more  or no clouds.,,,2.2,-1.7,No precipitation,12,,,,
25.01.2020 20:00,0.0,705.4,774.6,,92,Wind blowing from the north-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.4,,,2500 or more  or no clouds.,,,2.8,-1.2,No precipitation,12,,,,
25.01.2020 17:00,3.3,704.8,773.3,,69,Wind blowing from the north,2,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.4,,,2500 or more  or no clouds.,,,2.6,-1.9,No precipitation,6,,,,
25.01.2020 14:00,3.4,705.2,773.6,-2.5,72,Wind blowing from the north-east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,3.4,,,2500 or more  or no clouds.,,,2.3,-1.3,No precipitation,12,,,,
25.01.2020 11:00,-0.5,707.7,776.8,,98,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,3.4,,,2500 or more  or no clouds.,,,1.9,-0.8,No precipitation,6,,,,
25.01.2020 08:00,-3.8,707.2,776.5,0.6,100,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,3.4,,,2500 or more  or no clouds.,,,2.1,-3.8,No precipitation,12,,,,
25.01.2020 05:00,-2.9,706.6,775.5,,100,Calm  no wind,0,,,,Mist. ,,,-4.4,3.4,,,,,,2.4,-2.9,No precipitation,6,,,,
25.01.2020 02:00,-1.2,707.5,776.2,,96,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,3.4,,,2500 or more  or no clouds.,,,2.9,-1.7,No precipitation,12,,,,
24.01.2020 20:00,0.1,707.6,776.9,0.6,77,Wind blowing from the south-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,3.4,,,2500 or more  or no clouds.,,,4.4,-3.5,No precipitation,12,,,,
24.01.2020 17:00,2.4,707.0,775.9,,56,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,3.4,,,2500 or more  or no clouds.,,,7.0,-5.6,No precipitation,6,,,,
