Local time in Tianjin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 02:00,-6.5,776.5,777.0,,85,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,2.8,,,2500 or more  or no clouds.,,,25.0,-8.6,No precipitation,12,,,,
04.02.2020 20:00,-4.1,774.5,775.0,1.7,64,Wind blowing from the south-southeast,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,2.8,,,,,,30.0,-9.9,No precipitation,12,,,,
04.02.2020 17:00,-0.1,772.8,773.2,,43,Wind blowing from the south-southeast,5,,11,no clouds, ,,,-4.1,3.4,,,,,,30.0,-11.2,No precipitation,6,,,,
04.02.2020 14:00,2.0,772.2,772.6,-1.3,19,Wind blowing from the east-northeast,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,4.4,,,,,,30.0,-19.2,No precipitation,12,,,,
04.02.2020 11:00,0.5,773.5,774.0,,20,Wind blowing from the east,5,,11,no clouds, ,,,-4.1,4.4,,,,,,30.0,-19.9,No precipitation,6,,,,
04.02.2020 08:00,-1.8,771.7,772.1,2.7,36,Wind blowing from the east-northeast,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,4.4,,,,,,30.0,-14.9,No precipitation,12,,,,
04.02.2020 05:00,-2.3,769.0,769.4,,74,Wind blowing from the north-east,3,,5,, ,,,-6.8,4.4,,,,,,9.0,-6.3,No precipitation,6,,,,
04.02.2020 02:00,-3.5,768.4,768.9,,78,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,4.4,,,2500 or more  or no clouds.,,,7.0,-6.8,No precipitation,12,,,,
03.02.2020 20:00,0.0,768.5,769.0,-0.1,57,Wind blowing from the south,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,4.4,,,,,,13.0,-7.5,No precipitation,12,,,,
03.02.2020 17:00,3.5,768.6,769.0,,37,Wind blowing from the south-west,3,,9,no clouds, ,,,-6.8,4.4,,,,,,17.0,-9.8,No precipitation,6,,,,
03.02.2020 14:00,3.5,770.0,770.5,-3.3,32,Wind blowing from the south-southwest,5,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,3.6,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,12,,,,
03.02.2020 11:00,0.8,773.3,773.8,,34,Wind blowing from the south,4,,8,10%  or less  but not 0, ,,,-6.8,1.8,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,6,,,,
03.02.2020 08:00,-5.8,773.7,774.1,,61,Wind blowing from the south,2,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,1.8,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
03.02.2020 05:00,-4.6,773.6,774.1,,37,Wind blowing from the north,1,,9,, ,,,-4.6,1.8,,,,,,30.0,-17.1,No precipitation,6,,,,
03.02.2020 02:00,-2.1,773.9,774.4,,28,Wind blowing from the north-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,1.8,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
02.02.2020 20:00,-1.4,772.4,772.9,1.3,75,Wind blowing from the north,3,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,1.8,,,,,,5.0,-5.4,0.1,12,,,,
02.02.2020 17:00,1.2,771.1,771.5,,76,Wind blowing from the west-northwest,2,,5,20–30%., ,,,-1.5,2.7,,,2500 or more  or no clouds.,,,8.0,-2.7,0.1,6,,,,
02.02.2020 14:00,1.4,770.3,770.8,-1.1,80,Wind blowing from the north-west,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,6.0,,,2500 or more  or no clouds.,,,7.0,-1.7,3.0,12,,,,
02.02.2020 11:00,0.7,771.4,771.9,,84,Wind blowing from the south-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,,,,2500 or more  or no clouds.,,,5.0,-1.7,1.0,6,,,,
02.02.2020 08:00,-1.2,771.1,771.5,0.1,94,Wind blowing from the south-southeast,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,6.0,,,2500 or more  or no clouds.,,,6.0,-2.0,3.0,12,,,,
02.02.2020 05:00,-0.9,771.0,771.4,,94,Wind blowing from the south-east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-0.9,6.0,,,,,,1.9,-1.7,2.0,6,,,,
02.02.2020 02:00,0.5,772.1,772.5,,74,Wind blowing from the south-southwest,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,6.0,,,2500 or more  or no clouds.,,,11.0,-3.6,No precipitation,12,,,,
01.02.2020 20:00,1.3,772.1,772.6,0.7,62,Wind blowing from the south-east,4,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,6.0,,,2500 or more  or no clouds.,,,21.0,-5.2,No precipitation,12,,,,
01.02.2020 17:00,2.8,771.4,771.8,,57,Wind blowing from the south,5,,7,90  or more  but not 100%, ,,,-1.5,7.0,,,,,,16.0,-4.9,No precipitation,6,,,,
01.02.2020 14:00,5.6,771.2,771.6,-1.7,17,Wind blowing from the south-east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,8.3,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
01.02.2020 11:00,4.1,772.9,773.4,,20,Wind blowing from the north-east,3,,8,no clouds, ,,,-1.5,8.3,,,,,,30.0,-16.9,No precipitation,6,,,,
01.02.2020 08:00,0.3,772.6,773.1,2.0,28,Wind blowing from the north-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,,,,,,,30.0,-16.1,No precipitation,12,,,,
01.02.2020 05:00,1.9,770.6,771.0,,22,Wind blowing from the north-northeast,4,,8,, ,,,-5.5,8.3,,,,,,30.0,-17.6,No precipitation,6,,,,
01.02.2020 02:00,-1.0,770.2,770.5,,41,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,8.3,,,2500 or more  or no clouds.,,,19.0,-12.6,No precipitation,12,,,,
31.01.2020 20:00,0.7,767.5,767.9,1.3,66,Wind blowing from the west-southwest,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,8.3,,,,,,4.0,-5.1,No precipitation,12,,,,
31.01.2020 17:00,7.0,766.2,766.6,,42,Wind blowing from the west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,8.3,,,,,,4.6,-5.3,No precipitation,6,,,,
31.01.2020 14:00,7.1,766.0,766.3,-1.5,41,Wind blowing from the south-west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,7.3,,,,,,5.0,-5.3,No precipitation,12,,,,
31.01.2020 11:00,3.1,767.5,768.0,,46,Wind blowing from the west,2,,4,no clouds, ,,,-5.5,6.0,,,,,,9.0,-7.4,No precipitation,6,,,,
31.01.2020 08:00,-4.9,767.6,768.1,0.4,82,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,6.0,,,,,,8.0,-7.5,No precipitation,12,,,,
31.01.2020 05:00,-4.7,767.2,767.6,,80,Wind blowing from the south-southeast,2,,5,, ,,,-6.7,6.0,,,,,,11.0,-7.6,No precipitation,6,,,,
31.01.2020 02:00,-4.0,767.8,768.1,,75,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,6.0,,,2500 or more  or no clouds.,,,19.0,-7.9,No precipitation,12,,,,
30.01.2020 20:00,-0.9,768.4,768.8,0.3,58,Wind blowing from the south-southeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,6.0,,,,,,30.0,-8.3,No precipitation,12,,,,
30.01.2020 17:00,3.6,768.1,768.5,,36,Wind blowing from the south,3,,6,no clouds, ,,,-6.7,6.0,,,,,,30.0,-10.1,No precipitation,6,,,,
30.01.2020 14:00,5.5,768.8,769.3,-2.0,31,Wind blowing from the south-southwest,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,6.9,,,2500 or more  or no clouds.,,,27.0,-10.3,No precipitation,12,,,,
30.01.2020 11:00,3.2,770.8,771.2,,35,Wind blowing from the south-east,3,,4,no clouds, ,,,-6.7,6.9,,,,,,29.0,-10.8,No precipitation,6,,,,
30.01.2020 08:00,-5.8,770.3,770.8,0.9,81,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,6.9,,,,,,8.0,-8.5,No precipitation,12,,,,
30.01.2020 05:00,-4.8,769.4,769.9,,79,Wind blowing from the south-southeast,1,,3,, ,,,-5.9,6.9,,,,,,10.0,-8.0,No precipitation,6,,,,
30.01.2020 02:00,-4.3,769.8,770.2,,76,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,6.9,,,2500 or more  or no clouds.,,,9.0,-7.9,No precipitation,12,,,,
29.01.2020 20:00,0.2,769.3,769.7,1.0,57,Wind blowing from the south-southwest,2,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.9,,,2500 or more  or no clouds.,,,17.0,-7.3,No precipitation,12,,,,
29.01.2020 17:00,5.7,768.3,768.7,,39,Wind blowing from the north-northeast,2,,8,20–30%., ,,,-3.9,6.9,,,2500 or more  or no clouds.,,,13.0,-7.2,No precipitation,6,,,,
29.01.2020 14:00,6.7,768.1,768.4,-1.8,42,Wind blowing from the north-east,3,,8,10%  or less  but not 0,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.9,,,2500 or more  or no clouds.,,,7.0,-5.3,No precipitation,12,,,,
29.01.2020 11:00,3.9,769.9,770.3,,66,Calm  no wind,0,,,10%  or less  but not 0,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.3,,,2500 or more  or no clouds.,,,2.6,-1.9,No precipitation,6,,,,
29.01.2020 08:00,-3.7,769.7,770.2,0.4,97,Wind blowing from the north,1,,2,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,6.3,,,2500 or more  or no clouds.,,,less than 0.1,-4.1,No precipitation,12,,,,
29.01.2020 05:00,-1.9,769.3,769.7,,98,Wind blowing from the south,1,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-2.5,6.3,,,,,,less than 0.1,-2.2,No precipitation,6,,,,
29.01.2020 02:00,-2.5,769.8,770.2,,85,Wind blowing from the south,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,6.3,,,2500 or more  or no clouds.,,,1.1,-4.7,No precipitation,12,,,,
28.01.2020 20:00,0.7,769.4,769.9,1.3,74,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,6.3,,,2500 or more  or no clouds.,,,1.4,-3.4,No precipitation,12,,,,
28.01.2020 17:00,3.4,768.1,768.4,,57,Wind blowing from the north-northwest,2,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,6.3,,,2500 or more  or no clouds.,,,1.8,-4.3,No precipitation,6,,,,
28.01.2020 14:00,5.6,767.8,768.1,-0.9,54,Wind blowing from the north,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.9,,,2500 or more  or no clouds.,,,1.7,-3.0,No precipitation,12,,,,
28.01.2020 11:00,3.3,768.7,769.1,,69,Wind blowing from the north-northwest,2,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.5,,,,,,1.3,-2.0,No precipitation,6,,,,
28.01.2020 08:00,-0.3,768.1,768.5,0.6,83,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,2500 or more  or no clouds.,,,1.0,-2.8,No precipitation,12,,,,
28.01.2020 05:00,0.2,767.5,767.9,,81,Wind blowing from the south,1,,2,,Mist. ,,,-2.3,5.5,,,,,,1.1,-2.7,No precipitation,6,,,,
28.01.2020 02:00,0.5,767.9,768.3,,77,Wind blowing from the south-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.5,,,2500 or more  or no clouds.,,,1.3,-3.1,No precipitation,12,,,,
27.01.2020 20:00,1.3,767.8,768.3,0.3,67,Wind blowing from the south,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.5,,,2500 or more  or no clouds.,,,1.8,-4.3,No precipitation,12,,,,
27.01.2020 17:00,4.4,767.5,767.8,,52,Wind blowing from the west,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.5,,,2500 or more  or no clouds.,,,2.3,-4.8,No precipitation,6,,,,
27.01.2020 14:00,4.6,767.8,768.1,-2.2,55,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,4.6,,,2500 or more  or no clouds.,,,1.8,-3.7,No precipitation,12,,,,
27.01.2020 11:00,2.0,770.0,770.5,,75,Wind blowing from the west-northwest,1,,3,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,4.0,,,2500 or more  or no clouds.,,,1.3,-2.0,No precipitation,6,,,,
27.01.2020 08:00,-2.0,769.9,770.4,-0.2,95,Wind blowing from the north-west,0,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2000-2500,,,0.6,-2.7,No precipitation,12,,,,
27.01.2020 05:00,-1.9,770.1,770.5,,94,Wind blowing from the south,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-6.6,4.0,,,,,,0.7,-2.7,No precipitation,6,,,,
27.01.2020 02:00,-1.8,771.6,772.0,,93,Wind blowing from the north-west,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,4.0,,,2500 or more  or no clouds.,,,0.6,-2.8,No precipitation,12,,,,
26.01.2020 20:00,-1.2,773.3,773.8,,85,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,4.0,,,2500 or more  or no clouds.,,,0.8,-3.4,No precipitation,12,,,,
26.01.2020 17:00,2.3,773.3,773.8,,69,Wind blowing from the south-southwest,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,4.0,,,2500 or more  or no clouds.,,,2.1,-2.8,No precipitation,6,,,,
26.01.2020 14:00,3.9,773.8,774.3,-2.1,66,Wind blowing from the north,1,,4,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,5.6,,,2500 or more  or no clouds.,,,2.5,-1.9,No precipitation,12,,,,
