Local time in Zaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.02.2020 20:00,8.2,757.6,769.4,0.0,60,Wind blowing from the east,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,12.0,,,2500 or more  or no clouds.,,,3.5,0.9,No precipitation,12,,,,
03.02.2020 17:00,11.5,757.6,769.3,,47,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.0,,,,,,4.2,0.6,No precipitation,6,,,,
03.02.2020 14:00,10.8,758.8,770.5,,54,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.5,,,2500 or more  or no clouds.,,,3.6,1.9,No precipitation,12,,,,
03.02.2020 11:00,8.4,761.6,773.5,,62,Wind blowing from the south,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.5,,,,,,3.1,1.5,No precipitation,6,,,,
03.02.2020 08:00,4.4,760.8,772.6,1.4,56,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.5,,,2500 or more  or no clouds.,,,12.0,-3.6,No precipitation,12,,,,
03.02.2020 05:00,4.7,759.4,771.1,,68,Wind blowing from the north-east,1,,4,,Haze. ,,,4.2,13.5,,,,,,4.3,-0.7,No precipitation,6,,,,
03.02.2020 02:00,5.7,759.7,771.5,,79,Wind blowing from the north-east,0,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,13.5,,,2500 or more  or no clouds.,,,2.5,2.3,No precipitation,12,,,,
02.02.2020 20:00,8.7,758.8,770.6,1.5,66,Wind blowing from the north,0,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,13.5,,,2500 or more  or no clouds.,,,2.9,2.7,,,,,,
02.02.2020 17:00,13.1,757.3,769.0,,45,Wind blowing from the north-northeast,2,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,13.5,,,,,,4.4,1.4,No precipitation,6,,,,
02.02.2020 14:00,13.1,757.6,769.2,-1.5,49,Wind blowing from the north-northwest,3,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,13.3,,,,,,3.8,2.6,0.1,12,,,,
02.02.2020 11:00,9.4,759.1,770.8,,66,Wind blowing from the north,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,13.3,,,,,,2.3,3.2,,,,,,
02.02.2020 08:00,4.3,758.6,770.4,1.3,89,Wind blowing from the west,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,13.3,,,,,,1.6,2.6,No precipitation,12,,,,
02.02.2020 05:00,7.5,757.3,769.0,,75,Wind blowing from the west-northwest,1,,6,,Haze. ,,,6.6,13.3,,,,,,4.4,3.4,No precipitation,6,,,,
02.02.2020 02:00,8.4,757.6,769.3,,66,Wind blowing from the west,0,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,13.3,,,2500 or more  or no clouds.,,,5.0,2.4,No precipitation,12,,,,
01.02.2020 20:00,11.2,757.1,768.8,,48,Wind blowing from the west-southwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,13.3,,,2500 or more  or no clouds.,,,7.0,0.6,No precipitation,12,,,,
01.02.2020 17:00,13.0,755.6,767.2,,39,Wind blowing from the east-southeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,7.0,-0.6,,,,,,
01.02.2020 14:00,12.9,755.8,767.4,,39,Wind blowing from the east-southeast,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,16.0,,,2500 or more  or no clouds.,,,7.0,-0.7,No precipitation,12,,,,
01.02.2020 11:00,10.2,757.5,769.3,,46,Wind blowing from the east,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,16.0,,,,,,6.0,-0.9,No precipitation,6,,,,
01.02.2020 08:00,6.7,757.0,768.8,,55,Wind blowing from the east-southeast,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,16.0,,,2500 or more  or no clouds.,,,5.0,-1.9,No precipitation,12,,,,
01.02.2020 05:00,7.1,756.0,767.6,,54,Wind blowing from the east-southeast,2,,5,,Haze. ,,,3.9,16.0,,,,,,5.0,-1.8,No precipitation,6,,,,
01.02.2020 02:00,7.8,756.4,768.1,,50,Wind blowing from the east-southeast,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,16.0,,,2500 or more  or no clouds.,,,5.0,-2.0,No precipitation,12,,,,
31.01.2020 20:00,10.4,756.5,768.3,1.3,44,Wind blowing from the south-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,16.0,,,,,,7.0,-1.3,No precipitation,12,,,,
31.01.2020 17:00,15.1,755.2,766.9,,31,Wind blowing from the south-southeast,1,,,no clouds, ,,,,,,,,,,11.0,-1.9,,,,,,
31.01.2020 14:00,14.5,755.8,767.5,-2.5,34,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,14.8,,,,,,11.0,-1.2,No precipitation,12,,,,
31.01.2020 11:00,9.7,758.3,770.2,,54,Wind blowing from the south-east,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,14.0,,,,,,6.0,0.8,No precipitation,6,,,,
31.01.2020 08:00,4.1,757.5,769.4,,64,Wind blowing from the east-southeast,2,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,-2.1,No precipitation,12,,,,
31.01.2020 05:00,4.3,756.8,768.6,,63,Wind blowing from the east-southeast,2,,4,,Haze. ,,,-1.2,14.0,,,,,,6.0,-2.1,No precipitation,6,,,,
31.01.2020 02:00,3.9,757.5,769.3,,65,Wind blowing from the east,2,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,14.0,,,2500 or more  or no clouds.,,,7.0,-2.1,No precipitation,12,,,,
30.01.2020 20:00,5.9,757.2,769.2,,57,Wind blowing from the east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,14.0,,,,,,6.0,-2.0,No precipitation,12,,,,
30.01.2020 17:00,12.7,756.8,768.7,,29,Wind blowing from the east-southeast,1,,,no clouds, ,,,,,,,,,,11.0,-4.9,,,,,,
30.01.2020 14:00,12.2,757.6,769.4,-2.2,31,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,13.1,,,,,,9.0,-4.4,No precipitation,12,,,,
30.01.2020 11:00,8.5,759.8,771.7,,57,Wind blowing from the south-east,0,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,11.8,,,,,,6.0,0.5,No precipitation,6,,,,
30.01.2020 08:00,-0.9,759.1,771.1,,91,Wind blowing from the north,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,11.8,,,,,,4.5,-2.2,No precipitation,12,,,,
30.01.2020 05:00,-0.4,757.9,769.9,,87,Wind blowing from the east,1,,3,,Mist. ,,,-1.4,11.8,,,,,,4.6,-2.3,No precipitation,6,,,,
30.01.2020 02:00,1.4,758.6,770.5,,82,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,11.8,,,2500 or more  or no clouds.,,,5.0,-1.3,No precipitation,12,,,,
29.01.2020 20:00,5.3,757.6,769.6,0.6,68,Wind blowing from the north,0,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,11.8,,,,,,4.7,-0.1,0.1,12,,,,
29.01.2020 17:00,11.1,757.0,768.9,,43,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,10.0,-1.0,,,,,,
29.01.2020 14:00,10.9,757.5,769.3,-2.0,52,Wind blowing from the west-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.9,,,,,,8.0,1.4,0.1,12,,,,
29.01.2020 11:00,6.7,759.5,771.5,,69,Wind blowing from the south-west,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,9.4,,,,,,4.4,1.4,,,,,,
29.01.2020 08:00,-0.9,759.1,771.1,0.8,93,Wind blowing from the east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,9.4,,,,,,2.8,-1.9,No precipitation,12,,,,
29.01.2020 05:00,-0.7,758.3,770.3,,92,Wind blowing from the east-northeast,1,,2,,Mist. ,,,-2.9,9.4,,,,,,3.1,-1.8,No precipitation,6,,,,
29.01.2020 02:00,0.4,758.8,770.7,,89,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,9.4,,,2500 or more  or no clouds.,,,3.1,-1.2,No precipitation,12,,,,
28.01.2020 20:00,3.3,758.2,770.3,1.0,83,Wind blowing from the north,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,9.4,,,,,,2.7,0.7,No precipitation,12,,,,
28.01.2020 17:00,8.1,757.2,769.2,,58,Wind blowing from the west,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,9.4,,,2500 or more  or no clouds.,,,5.0,0.3,No precipitation,6,,,,
28.01.2020 14:00,7.9,757.0,769.0,,62,Wind blowing from the west-northwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,8.0,,,,,,5.0,1.1,0.3,12,,,,
28.01.2020 11:00,4.1,758.5,770.5,,74,Wind blowing from the south-west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.0,,,,,,3.4,-0.1,,,,,,
28.01.2020 08:00,-2.8,757.9,770.1,0.3,94,Wind blowing from the north,0,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.0,,,2500 or more  or no clouds.,,,2.3,-3.6,No precipitation,12,,,,
28.01.2020 05:00,-1.8,757.6,769.6,,95,Wind blowing from the north-east,0,,5,,Mist. ,,,-2.0,6.0,,,,,,1.8,-2.5,No precipitation,6,,,,
28.01.2020 02:00,-0.8,757.8,769.9,,94,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,6.0,,,2500 or more  or no clouds.,,,1.9,-1.6,No precipitation,12,,,,
27.01.2020 20:00,1.7,757.9,769.9,0.7,87,Wind blowing from the west,0,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,6.0,,,2500 or more  or no clouds.,,,2.6,-0.2,No precipitation,12,,,,
27.01.2020 17:00,4.2,757.2,769.2,,74,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,6.0,,,,,,3.9,0.0,No precipitation,6,,,,
27.01.2020 14:00,4.5,757.5,769.5,-1.9,73,Wind blowing from the north-west,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,4.5,,,2500 or more  or no clouds.,,,4.5,0.1,No precipitation,12,,,,
27.01.2020 11:00,3.5,759.4,771.4,,74,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,3.9,,,,,,3.0,-0.7,No precipitation,6,,,,
27.01.2020 08:00,-0.1,759.4,771.4,0.7,90,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,3.9,,,2500 or more  or no clouds.,,,1.7,-1.5,No precipitation,12,,,,
27.01.2020 05:00,0.7,758.7,770.8,,87,Wind blowing from the north,2,,5,,Mist. ,,,0.7,3.9,,,,,,2.1,-1.2,No precipitation,6,,,,
27.01.2020 02:00,1.6,759.5,771.5,,89,Wind blowing from the north-northwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,3.9,,,2500 or more  or no clouds.,,,1.9,0.0,No precipitation,12,,,,
26.01.2020 20:00,2.7,760.2,772.3,0.6,85,Wind blowing from the north,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,3.9,,,2500 or more  or no clouds.,,,3.0,0.4,Trace of precipitation,12,,,,
26.01.2020 17:00,3.0,759.6,771.7,,86,Wind blowing from the north,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,4.6,,,2500 or more  or no clouds.,,,2.7,0.9,No precipitation,6,,,,
26.01.2020 14:00,3.8,759.8,771.8,-1.7,75,Wind blowing from the north,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,4.8,,,2500 or more  or no clouds.,,,4.0,-0.2,0.6,12,,,,
26.01.2020 11:00,3.0,761.5,773.5,,81,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,4.8,,,2500 or more  or no clouds.,,,3.1,0.1,0.6,6,,,,
26.01.2020 08:00,1.3,761.2,773.2,,94,Wind blowing from the north-northwest,1,,6,100%.,Rain and snow or ice pellets not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,4.8,,,2500 or more  or no clouds.,,,1.9,0.4,0.6,12,,,,
26.01.2020 05:00,2.2,760.3,772.3,,86,Wind blowing from the north-northwest,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.2,4.8,,,,,,3.5,0.1,No precipitation,6,,,,
26.01.2020 02:00,3.2,761.7,773.7,,85,Wind blowing from the north,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.8,,,2500 or more  or no clouds.,,,2.5,0.9,No precipitation,12,,,,
25.01.2020 20:00,3.9,761.4,773.5,,77,Wind blowing from the north,1,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.8,,,2500 or more  or no clouds.,,,3.4,0.2,No precipitation,12,,,,
25.01.2020 17:00,4.6,760.9,772.9,,70,Wind blowing from the north-northeast,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.8,,,2500 or more  or no clouds.,,,5.0,-0.4,No precipitation,6,,,,
25.01.2020 14:00,4.4,761.7,773.7,-1.9,76,Wind blowing from the north-northeast,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,5.3,,,2500 or more  or no clouds.,,,3.2,0.5,No precipitation,12,,,,
25.01.2020 11:00,4.0,763.6,775.7,,78,Wind blowing from the north,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,5.4,,,2500 or more  or no clouds.,,,2.0,0.5,No precipitation,6,,,,
25.01.2020 08:00,2.3,762.7,774.8,1.2,91,Wind blowing from the north-northeast,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,5.4,,,2500 or more  or no clouds.,,,1.1,1.0,0.2,12,,,,
