Local time in Simao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 05:00,8.0,652.5,759.9,,72,Wind blowing from the west-northwest,0,,8,, ,,,6.7,24.1,,,,,,27.0,3.3,No precipitation,6,,,,
06.02.2020 02:00,10.1,653.1,760.4,0.4,63,Wind blowing from the north,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,24.1,,,2500 or more  or no clouds.,,,27.0,3.2,No precipitation,12,,,,
05.02.2020 23:00,13.7,652.7,760.3,,47,Wind blowing from the north-west,0,,10,, ,,,6.7,24.1,,,,,,22.0,2.6,No precipitation,6,,,,
05.02.2020 20:00,19.7,650.8,758.9,1.2,26,Wind blowing from the west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,24.1,,,,,,30.0,-0.3,No precipitation,12,,,,
05.02.2020 17:00,23.8,649.6,756.4,,20,Wind blowing from the south-southwest,3,,,no clouds, ,,,6.7,24.1,,,,,,30.0,-0.5,No precipitation,6,,,,
05.02.2020 14:00,22.5,651.5,758.5,-2.1,34,Wind blowing from the south-west,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,24.1,,,600-1000,,,30.0,5.9,No precipitation,12,,,,
05.02.2020 11:00,17.0,653.6,761.6,,41,Wind blowing from the north-east,1,,2,no clouds, ,,,6.7,24.1,,,,,,24.0,3.7,No precipitation,6,,,,
05.02.2020 08:00,6.8,652.7,761.7,,81,Wind blowing from the north-west,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,24.1,,,,,,21.0,3.8,No precipitation,12,,,,
05.02.2020 05:00,8.5,651.9,759.1,,78,Wind blowing from the north-west,1,,7,, ,,,6.6,24.1,,,,,,22.0,4.9,No precipitation,6,,,,
05.02.2020 02:00,10.4,653.2,760.6,0.0,72,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,24.1,,,2500 or more  or no clouds.,,,21.0,5.6,No precipitation,12,,,,
04.02.2020 23:00,12.6,653.2,761.0,,62,Wind blowing from the north-west,1,,8,, ,,,6.6,24.1,,,,,,15.0,5.5,No precipitation,6,,,,
04.02.2020 20:00,17.2,652.0,760.9,0.9,45,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,24.1,,,,,,13.0,5.2,No precipitation,12,,,,
04.02.2020 17:00,24.0,651.1,758.2,,22,Wind blowing from the south-west,2,,8,no clouds, ,,,6.6,24.1,,,,,,30.0,1.0,No precipitation,6,,,,
04.02.2020 14:00,22.3,652.8,760.3,-1.8,27,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,24.3,,,,,,30.0,2.4,No precipitation,12,,,,
04.02.2020 11:00,17.5,654.6,762.8,,35,Wind blowing from the east-northeast,1,,2,no clouds, ,,,6.6,24.3,,,,,,30.0,1.9,No precipitation,6,,,,
04.02.2020 08:00,6.7,653.4,762.4,1.0,76,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,24.3,,,,,,26.0,2.8,No precipitation,12,,,,
04.02.2020 05:00,8.1,652.4,759.7,,67,Wind blowing from the west,0,,6,, ,,,7.6,24.3,,,,,,26.0,2.3,No precipitation,6,,,,
04.02.2020 02:00,9.3,652.9,760.6,-0.3,62,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,24.3,,,2500 or more  or no clouds.,,,30.0,2.4,No precipitation,12,,,,
03.02.2020 23:00,12.0,653.2,761.0,,54,Wind blowing from the west-northwest,1,,10,, ,,,7.6,24.3,,,,,,28.0,3.0,No precipitation,6,,,,
03.02.2020 20:00,17.5,652.1,760.8,,42,Wind blowing from the north,0,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,24.3,,,,,,11.0,4.5,No precipitation,12,,,,
03.02.2020 17:00,24.1,651.3,758.3,,24,Wind blowing from the south-west,2,,10,20–30%., ,,,7.6,24.3,,,600-1000,,,30.0,2.3,No precipitation,6,,,,
03.02.2020 14:00,21.6,652.9,760.5,,28,Wind blowing from the west-southwest,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,24.0,,,600-1000,,,30.0,2.3,No precipitation,12,,,,
03.02.2020 11:00,18.5,655.1,763.1,,42,Wind blowing from the south,1,,2,no clouds, ,,,7.6,24.0,,,,,,23.0,5.4,No precipitation,6,,,,
03.02.2020 08:00,7.6,654.0,763.0,0.9,85,Wind blowing from the west-northwest,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,24.0,,,,,,18.0,5.2,No precipitation,12,,,,
03.02.2020 05:00,8.7,653.1,760.5,,76,Wind blowing from the west-northwest,0,,6,, ,,,8.7,24.0,,,,,,25.0,4.7,No precipitation,6,,,,
03.02.2020 02:00,9.9,654.1,761.7,,72,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,24.0,,,2500 or more  or no clouds.,,,22.0,5.1,No precipitation,12,,,,
02.02.2020 23:00,12.6,654.3,762.4,,59,Wind blowing from the north-west,1,,9,, ,,,8.9,24.0,,,,,,22.0,4.8,No precipitation,6,,,,
02.02.2020 20:00,17.3,653.0,761.6,1.1,50,Wind blowing from the north,0,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,24.0,,,2500 or more  or no clouds.,,,15.0,6.8,No precipitation,12,,,,
02.02.2020 17:00,23.8,651.9,758.8,,27,Wind blowing from the west-southwest,3,,9,20–30%., ,,,8.9,24.0,,,600-1000,,,30.0,3.7,No precipitation,6,,,,
02.02.2020 14:00,22.2,653.5,760.9,-1.9,31,Wind blowing from the south-west,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,22.3,,,600-1000,,,26.0,4.3,No precipitation,12,,,,
02.02.2020 11:00,17.0,655.4,763.6,,68,Wind blowing from the north-northeast,1,,,no clouds, ,,,8.9,21.9,,,,,,12.0,11.1,No precipitation,6,,,,
02.02.2020 08:00,9.0,654.2,762.9,0.8,95,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,21.9,,,,,,5.0,8.2,No precipitation,12,,,,
02.02.2020 05:00,9.8,653.4,761.0,,93,Wind blowing from the west,0,,5,, ,,,9.8,21.9,,,,,,7.0,8.7,No precipitation,6,,,,
02.02.2020 02:00,10.6,654.0,762.1,,90,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,21.9,,,2500 or more  or no clouds.,,,9.0,9.0,No precipitation,12,,,,
01.02.2020 23:00,13.1,654.0,762.5,,76,Wind blowing from the north-northwest,1,,8,, ,,,12.2,21.9,,,,,,12.0,9.0,No precipitation,6,,,,
01.02.2020 20:00,17.8,652.7,760.5,0.7,55,Wind blowing from the south-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,21.9,,,,,,18.0,8.6,No precipitation,12,,,,
01.02.2020 17:00,21.7,652.0,758.7,,38,Wind blowing from the west-southwest,3,,8,40%., ,,,12.2,21.9,,,600-1000,,,24.0,6.8,No precipitation,6,,,,
01.02.2020 14:00,19.1,653.5,760.9,-1.8,52,Wind blowing from the south-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,19.9,,,2500 or more  or no clouds.,,,17.0,9.0,No precipitation,12,,,,
01.02.2020 11:00,14.2,655.3,764.0,,73,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%, ,,,12.2,,,,,,,12.0,9.4,No precipitation,6,,,,
01.02.2020 08:00,12.3,653.9,762.7,,86,Wind blowing from the south-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,10.0,10.0,No precipitation,12,,,,
01.02.2020 05:00,13.0,653.2,760.6,,82,Wind blowing from the south-west,0,,5,, ,,,7.7,19.4,,,,,,11.0,10.0,No precipitation,6,,,,
01.02.2020 02:00,13.2,653.4,761.2,,81,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,19.4,,,2500 or more  or no clouds.,,,12.0,10.0,No precipitation,12,,,,
31.01.2020 23:00,13.3,653.8,762.6,,77,Wind blowing from the south-east,1,,5,, ,,,7.7,19.4,,,,,,14.0,9.4,No precipitation,6,,,,
31.01.2020 20:00,13.6,653.0,762.3,1.3,74,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,19.4,,,600-1000,,,14.0,9.1,No precipitation,12,,,,
31.01.2020 17:00,19.0,651.7,760.0,,55,Wind blowing from the south-southeast,2,,5,40%., ,,,7.7,19.4,,,600-1000,,,20.0,9.8,No precipitation,6,,,,
31.01.2020 14:00,17.0,653.2,761.9,-1.6,61,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,18.5,,,2500 or more  or no clouds.,,,22.0,9.4,No precipitation,12,,,,
31.01.2020 11:00,12.9,654.8,764.2,,74,Wind blowing from the south-southwest,1,,4,100%., ,,,7.7,18.5,,,600-1000,,,16.0,8.4,No precipitation,6,,,,
31.01.2020 08:00,9.3,653.8,763.3,,85,Wind blowing from the north-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,18.5,,,600-1000,,,16.0,6.9,No precipitation,12,,,,
31.01.2020 05:00,7.7,652.7,761.4,,89,Wind blowing from the north-west,1,,5,, ,,,6.2,18.5,,,,,,17.0,6.0,No precipitation,6,,,,
31.01.2020 02:00,9.1,653.6,762.4,-0.4,84,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,18.5,,,2500 or more  or no clouds.,,,17.0,6.5,No precipitation,12,,,,
30.01.2020 23:00,10.9,654.0,763.0,,75,Wind blowing from the south-east,2,,5,, ,,,6.2,18.5,,,,,,24.0,6.5,No precipitation,6,,,,
30.01.2020 20:00,13.1,653.0,763.0,1.3,66,Wind blowing from the east,2,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,18.5,,,600-1000,,,23.0,6.9,No precipitation,12,,,,
30.01.2020 17:00,17.9,651.7,760.3,,49,Wind blowing from the south-southwest,2,,5,10%  or less  but not 0, ,,,6.2,19.9,,,600-1000,,,28.0,7.0,No precipitation,6,,,,
30.01.2020 14:00,16.8,653.8,762.9,-1.9,53,Wind blowing from the east,2,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,20.0,,,600-1000,,,21.0,7.2,No precipitation,12,,,,
30.01.2020 11:00,14.5,655.7,765.1,,63,Wind blowing from the south-southeast,2,,4,70 – 80%., ,,,6.2,20.0,,,600-1000,,,23.0,7.5,No precipitation,6,,,,
30.01.2020 08:00,6.3,654.7,764.8,1.0,91,Wind blowing from the west-northwest,0,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,20.0,,,2500 or more  or no clouds.,,,8.0,4.9,No precipitation,12,,,,
30.01.2020 05:00,6.8,653.7,762.3,,87,Wind blowing from the north-northwest,1,,4,, ,,,6.8,20.0,,,,,,17.0,4.8,No precipitation,6,,,,
30.01.2020 02:00,8.0,654.5,763.6,0.1,79,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,20.0,,,2500 or more  or no clouds.,,,16.0,4.6,No precipitation,12,,,,
29.01.2020 23:00,10.3,654.4,763.5,,64,Wind blowing from the north-northwest,1,,5,, ,,,6.9,20.0,,,,,,22.0,3.8,No precipitation,6,,,,
29.01.2020 20:00,14.1,652.8,762.1,,51,Wind blowing from the north-northwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,20.0,,,600-1000,,,13.0,4.1,No precipitation,12,,,,
29.01.2020 17:00,20.0,652.0,760.2,,29,Wind blowing from the south-east,1,,5,20–30%., ,,,6.9,20.0,,,600-1000,,,30.0,1.4,No precipitation,6,,,,
29.01.2020 14:00,17.1,653.6,762.7,-1.5,44,Wind blowing from the north-northwest,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,20.2,,,600-1000,,,27.0,4.8,No precipitation,12,,,,
29.01.2020 11:00,15.0,655.1,764.4,,59,Wind blowing from the south,1,,3,40%., ,,,6.9,20.2,,,600-1000,,,21.0,7.1,No precipitation,6,,,,
29.01.2020 08:00,8.8,653.7,763.0,1.0,75,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,20.2,,,2500 or more  or no clouds.,,,15.0,4.6,No precipitation,12,,,,
29.01.2020 05:00,7.8,652.7,761.2,,73,Wind blowing from the west,1,,5,, ,,,5.3,20.2,,,,,,28.0,3.3,No precipitation,6,,,,
29.01.2020 02:00,7.6,653.2,761.8,0.2,72,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,20.2,,,2500 or more  or no clouds.,,,28.0,2.9,No precipitation,12,,,,
28.01.2020 23:00,9.8,653.0,762.1,,63,Wind blowing from the north-west,1,,9,, ,,,5.3,20.2,,,,,,21.0,3.1,No precipitation,6,,,,
28.01.2020 20:00,14.5,651.2,760.8,1.3,46,Wind blowing from the west-southwest,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,20.2,,,600-1000,,,22.0,3.0,No precipitation,12,,,,
28.01.2020 17:00,19.0,649.9,758.1,,28,Wind blowing from the south-west,3,,9,20–30%., ,,,5.3,20.2,,,600-1000,,,30.0,0.1,No precipitation,6,,,,
28.01.2020 14:00,18.8,651.1,759.4,,30,Wind blowing from the west,3,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,19.7,,,600-1000,,,30.0,0.9,No precipitation,12,,,,
28.01.2020 11:00,14.4,652.6,761.5,,51,Wind blowing from the south-southwest,1,,3,no clouds, ,,,5.3,19.7,,,,,,22.0,4.4,No precipitation,6,,,,
28.01.2020 08:00,5.5,651.1,760.4,0.7,86,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,19.7,,,,,,17.0,3.3,No precipitation,12,,,,
28.01.2020 05:00,6.6,650.4,758.6,,86,Wind blowing from the west-northwest,1,,4,, ,,,6.3,19.7,,,,,,18.0,4.4,No precipitation,6,,,,
28.01.2020 02:00,7.7,651.1,759.5,0.3,76,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,19.7,,,2500 or more  or no clouds.,,,26.0,3.6,No precipitation,12,,,,
27.01.2020 23:00,10.5,650.8,759.3,,69,Wind blowing from the north-northwest,1,,5,, ,,,6.7,19.7,,,,,,25.0,4.9,No precipitation,6,,,,
27.01.2020 20:00,16.0,649.2,757.8,1.0,45,Wind blowing from the south-southwest,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,19.7,,,2500 or more  or no clouds.,,,26.0,4.1,No precipitation,12,,,,
