Local time in Mei County,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 11:00,12.8,757.3,768.0,,96,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.6,,,,1000-1500,,,7.0,12.1,10.0,6,,,,
04.02.2020 08:00,11.8,757.0,767.7,0.9,97,Wind blowing from the west-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,1000-1500,,,6.0,11.3,14.0,12,,,,
04.02.2020 05:00,11.7,756.1,766.7,,96,Wind blowing from the north-east,1,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,,,11.7,15.9,,,,,,2.7,11.0,7.0,6,,,,
04.02.2020 02:00,12.1,756.1,766.7,-0.9,96,Wind blowing from the north,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,15.9,,,2500 or more  or no clouds.,,,7.0,11.4,5.0,12,,,,
03.02.2020 23:00,12.2,757.0,767.5,,97,Wind blowing from the north-northeast,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.8,15.9,,,,,,3.7,11.7,4.0,6,,,,
03.02.2020 20:00,12.5,756.7,767.4,0.9,96,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,15.9,,,1000-1500,,,2.8,11.8,1.0,12,,,,
03.02.2020 17:00,15.0,755.8,766.4,,67,Wind blowing from the north,2,,4,100%., ,,,11.8,16.9,,,1000-1500,,,16.0,8.9,No precipitation,6,,,,
03.02.2020 14:00,15.6,756.1,766.6,-1.8,60,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,17.5,,,1000-1500,,,21.0,7.8,No precipitation,12,,,,
03.02.2020 11:00,15.1,757.9,768.4,,62,Wind blowing from the north,2,,4,100%., ,,,11.8,17.5,,,1000-1500,,,19.0,7.8,No precipitation,6,,,,
03.02.2020 08:00,12.9,757.0,767.5,1.2,74,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,17.5,,,1000-1500,,,19.0,8.3,No precipitation,12,,,,
03.02.2020 05:00,12.3,755.8,766.3,,73,Wind blowing from the west,1,,4,, ,,,9.4,17.5,,,,,,20.0,7.6,No precipitation,6,,,,
03.02.2020 02:00,12.0,755.8,766.4,-0.6,72,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,17.5,,,2500 or more  or no clouds.,,,20.0,7.1,No precipitation,12,,,,
02.02.2020 23:00,13.7,756.4,766.9,,66,Wind blowing from the west,1,,5,, ,,,8.6,17.5,,,,,,19.0,7.4,No precipitation,6,,,,
02.02.2020 20:00,15.3,756.4,767.0,0.6,55,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,17.5,,,1000-1500,,,14.0,6.3,No precipitation,12,,,,
02.02.2020 17:00,16.9,755.8,766.3,,44,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,8.6,19.6,,,1000-1500,,,26.0,4.5,No precipitation,6,,,,
02.02.2020 14:00,15.7,756.5,767.2,-2.4,53,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,20.2,,,1000-1500,,,19.0,6.1,No precipitation,12,,,,
02.02.2020 11:00,13.8,758.9,769.6,,62,Wind blowing from the north,2,,3,90  or more  but not 100%, ,,,8.6,20.2,,,1000-1500,,,19.0,6.6,No precipitation,6,,,,
02.02.2020 08:00,10.7,758.9,769.6,1.8,71,Wind blowing from the north-northwest,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,1000-1500,,,23.0,5.6,Trace of precipitation,12,,,,
02.02.2020 05:00,9.5,757.1,767.7,,71,Wind blowing from the north-west,1,,4,, ,,,4.0,20.2,,,,,,27.0,4.5,No precipitation,6,,,,
02.02.2020 02:00,9.2,757.0,767.5,-0.1,71,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,20.2,,,2500 or more  or no clouds.,,,28.0,4.2,No precipitation,12,,,,
01.02.2020 23:00,9.1,757.1,767.8,,66,Wind blowing from the west-northwest,1,,4,, ,,,4.0,20.2,,,,,,30.0,3.0,No precipitation,6,,,,
01.02.2020 20:00,13.2,756.4,767.2,1.7,49,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,20.2,,,,,,22.0,2.7,No precipitation,12,,,,
01.02.2020 17:00,19.4,754.7,765.4,,30,Wind blowing from the east-northeast,1,,,no clouds, ,,,4.0,20.2,,,,,,30.0,1.3,No precipitation,6,,,,
01.02.2020 14:00,19.2,755.6,766.3,-2.9,27,Wind blowing from the north-northeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,19.4,,,,,,30.0,-0.2,No precipitation,12,,,,
01.02.2020 11:00,13.6,758.5,769.3,,43,Wind blowing from the east-northeast,1,,3,no clouds, ,,,4.0,18.2,,,,,,30.0,1.2,No precipitation,6,,,,
01.02.2020 08:00,5.4,758.5,769.3,0.8,77,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,18.2,,,,,,30.0,1.6,No precipitation,12,,,,
01.02.2020 05:00,5.3,757.7,768.4,,74,Wind blowing from the west,1,,3,, ,,,1.6,18.2,,,,,,30.0,1.0,No precipitation,6,,,,
01.02.2020 02:00,4.7,757.5,768.2,0.2,73,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,18.2,,,2500 or more  or no clouds.,,,30.0,0.2,No precipitation,12,,,,
31.01.2020 23:00,6.8,757.3,768.1,,60,Wind blowing from the west-northwest,2,,4,, ,,,1.6,18.2,,,,,,30.0,-0.4,No precipitation,6,,,,
31.01.2020 20:00,10.2,756.6,767.5,1.2,46,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,18.2,,,,,,30.0,-1.1,No precipitation,12,,,,
31.01.2020 17:00,17.3,755.4,766.1,,21,Wind blowing from the east-southeast,1,,5,no clouds, ,,,1.6,18.2,,,,,,30.0,-5.2,No precipitation,6,,,,
31.01.2020 14:00,17.4,756.1,766.9,-3.0,24,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,17.4,,,,,,30.0,-3.3,No precipitation,12,,,,
31.01.2020 11:00,11.6,759.1,769.9,,40,Wind blowing from the east,2,,,no clouds, ,,,1.6,17.4,,,,,,28.0,-1.8,No precipitation,6,,,,
31.01.2020 08:00,3.2,759.2,770.1,2.2,78,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,17.4,,,,,,24.0,-0.4,No precipitation,12,,,,
31.01.2020 05:00,2.9,757.0,767.7,,76,Wind blowing from the west-northwest,1,,5,, ,,,2.5,17.4,,,,,,24.0,-0.9,No precipitation,6,,,,
31.01.2020 02:00,4.4,756.9,767.6,-0.4,67,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,17.4,,,2500 or more  or no clouds.,,,30.0,-1.3,No precipitation,12,,,,
30.01.2020 23:00,9.2,757.3,768.0,,42,Wind blowing from the west-northwest,1,,9,, ,,,2.5,17.4,,,,,,30.0,-3.3,No precipitation,6,,,,
30.01.2020 20:00,11.3,756.7,767.5,1.5,36,Wind blowing from the north-northwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,17.4,,,,,,30.0,-3.2,No precipitation,12,,,,
30.01.2020 17:00,16.6,755.2,766.0,,21,Wind blowing from the north-northeast,2,,9,no clouds, ,,,2.5,17.4,,,,,,30.0,-5.8,No precipitation,6,,,,
30.01.2020 14:00,16.6,755.7,766.3,-3.0,19,Wind blowing from the north,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,17.0,,,,,,30.0,-7.1,No precipitation,12,,,,
30.01.2020 11:00,12.0,758.7,769.5,,29,Wind blowing from the north-east,3,,6,no clouds, ,,,2.5,15.8,,,,,,29.0,-5.4,No precipitation,6,,,,
30.01.2020 08:00,3.7,758.5,769.4,1.4,80,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,15.8,,,,,,21.0,0.5,No precipitation,12,,,,
30.01.2020 05:00,4.2,757.1,767.8,,68,Wind blowing from the west,2,,6,, ,,,3.6,15.8,,,,,,26.0,-1.3,No precipitation,6,,,,
30.01.2020 02:00,6.4,757.2,767.9,-0.1,62,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,15.8,,,2500 or more  or no clouds.,,,30.0,-0.5,No precipitation,12,,,,
29.01.2020 23:00,7.7,757.3,768.1,,56,Wind blowing from the west-northwest,1,,7,, ,,,3.6,15.8,,,,,,30.0,-0.7,No precipitation,6,,,,
29.01.2020 20:00,10.9,756.3,767.1,1.7,44,Wind blowing from the north-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,15.8,,,,,,30.0,-1.1,No precipitation,12,,,,
29.01.2020 17:00,15.2,754.6,765.4,,35,Wind blowing from the north,2,,7,no clouds, ,,,3.6,15.8,,,,,,30.0,-0.1,No precipitation,6,,,,
29.01.2020 14:00,14.0,755.3,766.0,-2.9,35,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,14.2,,,,,,30.0,-1.2,No precipitation,12,,,,
29.01.2020 11:00,10.2,758.2,769.0,,47,Wind blowing from the north-east,2,,7,10%  or less  but not 0, ,,,3.6,13.1,,,2500 or more  or no clouds.,,,30.0,-0.8,No precipitation,6,,,,
29.01.2020 08:00,4.8,758.3,769.2,1.0,75,Wind blowing from the west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,13.1,,,2500 or more  or no clouds.,,,30.0,0.7,No precipitation,12,,,,
29.01.2020 05:00,4.6,757.3,768.1,,80,Wind blowing from the west-northwest,1,,7,, ,,,4.1,13.1,,,,,,30.0,1.4,No precipitation,6,,,,
29.01.2020 02:00,4.7,757.7,768.6,0.4,73,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,13.1,,,2500 or more  or no clouds.,,,30.0,0.2,No precipitation,12,,,,
28.01.2020 23:00,6.4,757.3,768.2,,64,Wind blowing from the west-northwest,1,,7,, ,,,6.4,13.1,,,,,,30.0,0.0,No precipitation,6,,,,
28.01.2020 20:00,8.4,756.6,767.4,2.0,59,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,13.1,,,,,,30.0,0.8,Trace of precipitation,12,,,,
28.01.2020 17:00,11.7,754.6,765.3,,50,Wind blowing from the south,2,,6,no clouds, ,,,7.0,13.1,,,,,,30.0,1.6,No precipitation,6,,,,
28.01.2020 14:00,10.9,754.9,765.7,-1.7,54,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,12.3,,,1000-1500,,,30.0,1.9,Trace of precipitation,12,,,,
28.01.2020 11:00,8.2,756.6,767.4,,59,Wind blowing from the north-northwest,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,1000-1500,,,30.0,0.6,No precipitation,6,,,,
28.01.2020 08:00,7.1,756.4,767.2,1.8,62,Wind blowing from the west-northwest,4,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,1000-1500,,,30.0,0.3,Trace of precipitation,12,,,,
28.01.2020 05:00,7.5,754.6,765.3,,65,Wind blowing from the north-northwest,2,,7,, ,,,7.4,12.3,,,,,,30.0,1.3,No precipitation,6,,,,
28.01.2020 02:00,7.7,755.8,766.5,0.0,64,Wind blowing from the west-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,12.3,,,2500 or more  or no clouds.,,,30.0,1.3,No precipitation,12,,,,
27.01.2020 23:00,8.3,755.8,766.6,,62,Wind blowing from the north-west,2,,8,, ,,,7.8,12.3,,,,,,30.0,1.4,No precipitation,6,,,,
27.01.2020 20:00,9.0,755.1,765.9,2.0,61,Wind blowing from the north-northwest,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,12.3,,,1000-1500,,,30.0,1.8,No precipitation,12,,,,
27.01.2020 17:00,10.6,753.1,763.8,,57,Wind blowing from the north,3,,8,90  or more  but not 100%, ,,,7.8,12.3,,,1000-1500,,,30.0,2.4,No precipitation,6,,,,
27.01.2020 14:00,11.4,753.1,763.9,-2.8,51,Wind blowing from the north-northeast,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,12.4,,,1000-1500,,,30.0,1.6,No precipitation,12,,,,
27.01.2020 11:00,8.9,755.9,766.7,,61,Wind blowing from the north-northeast,2,,9,100%., ,,,7.8,,,,1000-1500,,,30.0,1.7,No precipitation,6,,,,
27.01.2020 08:00,7.8,755.4,766.2,1.9,70,Wind blowing from the west-northwest,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,12.4,,,1000-1500,,,30.0,2.6,No precipitation,12,,,,
27.01.2020 05:00,8.2,753.5,764.2,,74,Wind blowing from the west-northwest,3,,9,, ,,,8.1,12.4,,,,,,30.0,3.8,No precipitation,6,,,,
27.01.2020 02:00,8.5,753.7,764.4,-0.9,77,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,12.4,,,2500 or more  or no clouds.,,,30.0,4.7,No precipitation,12,,,,
26.01.2020 23:00,9.2,754.6,765.4,,76,Wind blowing from the north-northwest,2,,9,, ,,,9.2,13.1,,,,,,30.0,5.1,No precipitation,6,,,,
26.01.2020 20:00,10.0,754.1,764.8,2.0,76,Wind blowing from the west-northwest,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.5,,,1000-1500,,,30.0,5.9,16.0,12,,,,
26.01.2020 17:00,11.5,752.1,762.7,,82,Wind blowing from the north-west,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,1000-1500,,,30.0,8.5,2.0,6,,,,
26.01.2020 14:00,12.1,751.3,761.9,-3.2,90,Wind blowing from the north,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,1000-1500,,,30.0,10.5,27.0,12,,,,
26.01.2020 11:00,10.4,754.5,765.1,,92,Wind blowing from the west-northwest,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,16.8,,,1000-1500,,,30.0,9.1,16.0,6,,,,
26.01.2020 08:00,10.7,752.5,763.1,0.5,92,Wind blowing from the west-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,10.7,17.4,,,1000-1500,,,30.0,9.4,21.0,12,,,,
26.01.2020 05:00,11.2,752.0,762.5,,95,Wind blowing from the west,3,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,,,11.2,18.1,,,,,,4.1,10.4,16.0,6,,,,
26.01.2020 02:00,12.0,752.1,762.6,,96,Wind blowing from the north-west,1,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,18.4,,,2500 or more  or no clouds.,,,4.6,11.3,15.0,12,,,,
