Local time in Ejin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.02.2020 17:00,3.1,688.6,774.2,,18,Wind blowing from the west-northwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-18.9,,,,,,
07.02.2020 14:00,0.0,688.5,774.4,-0.5,22,Wind blowing from the west-northwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,4.9,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
07.02.2020 11:00,-4.0,689.0,775.6,,28,Wind blowing from the south-southeast,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-19.8,,,,,,
07.02.2020 08:00,-8.6,687.5,773.8,0.9,39,Wind blowing from the east,3,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,4.9,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
07.02.2020 05:00,-5.9,686.6,771.7,,33,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,30.0,-19.6,,,,,,
07.02.2020 02:00,-4.7,686.4,771.6,0.4,35,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,4.9,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
06.02.2020 23:00,-3.8,686.0,772.2,,32,Wind blowing from the east-northeast,0,,,, ,,,,,,,,,,30.0,-18.1,,,,,,
06.02.2020 20:00,1.0,685.0,771.1,,23,Wind blowing from the east-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,4.9,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
06.02.2020 17:00,4.5,684.2,769.4,,18,Wind blowing from the east-northeast,2,,5,20–30%., ,,,-9.6,4.9,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,6,,,,
06.02.2020 14:00,2.8,684.4,769.2,-0.9,21,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,3.8,,,,,,30.0,-17.4,No precipitation,12,,,,
06.02.2020 11:00,-4.3,685.3,771.2,,34,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,30.0,-17.8,,,,,,
06.02.2020 08:00,-9.2,684.4,770.8,,46,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,3.8,,,,,,30.0,-18.7,No precipitation,12,,,,
06.02.2020 05:00,-7.9,684.2,769.6,,42,Wind blowing from the east,2,,3,, ,,,-10.7,3.8,,,,,,30.0,-18.6,No precipitation,6,,,,
06.02.2020 02:00,-4.1,684.7,769.7,-0.3,31,Wind blowing from the south-southeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,3.8,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
05.02.2020 23:00,-2.5,685.0,771.0,,28,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,30.0,-18.5,,,,,,
05.02.2020 20:00,-1.7,684.7,771.3,0.9,27,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,3.8,,,,,,30.0,-18.3,No precipitation,12,,,,
05.02.2020 17:00,3.2,683.8,769.4,,19,Wind blowing from the east,1,,3,no clouds, ,,,-10.7,3.8,,,,,,30.0,-18.2,No precipitation,6,,,,
05.02.2020 14:00,1.7,684.2,769.9,-1.1,20,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,2.6,,,,,,30.0,-18.9,No precipitation,12,,,,
05.02.2020 11:00,-4.8,685.3,771.8,,29,Wind blowing from the west,1,,,no clouds, ,,,,,,,,,,30.0,-20.1,,,,,,
05.02.2020 08:00,-10.0,684.4,771.2,0.5,41,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,2.6,,,,,,30.0,-20.8,No precipitation,12,,,,
05.02.2020 05:00,-9.8,683.9,769.9,,47,Wind blowing from the east,1,,3,, ,,,-12.8,2.6,,,,,,30.0,-19.0,No precipitation,6,,,,
05.02.2020 02:00,-8.4,684.6,770.8,,40,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,2.6,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
04.02.2020 23:00,-6.1,685.0,772.1,,33,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,30.0,-19.8,,,,,,
04.02.2020 20:00,-3.1,684.8,772.2,0.4,28,Wind blowing from the south-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,2.6,,,,,,23.0,-19.0,No precipitation,12,,,,
04.02.2020 17:00,1.6,684.4,770.7,,19,Wind blowing from the east-southeast,1,,4,no clouds, ,,,-12.8,2.6,,,,,,30.0,-19.6,No precipitation,6,,,,
04.02.2020 14:00,-1.1,685.5,771.9,,22,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.6,,,,,,30.0,-20.1,No precipitation,12,,,,
04.02.2020 11:00,-7.9,686.4,773.5,,32,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,30.0,-21.7,,,,,,
04.02.2020 08:00,-12.7,685.3,772.7,0.4,43,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,1.6,,,,,,25.0,-22.7,No precipitation,12,,,,
04.02.2020 05:00,-11.1,684.9,771.2,,38,Wind blowing from the west,1,,,, ,,,,,,,,,,30.0,-22.6,,,,,,
04.02.2020 02:00,-8.4,684.6,770.8,,31,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.6,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
03.02.2020 23:00,-5.6,684.4,771.1,,33,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,30.0,-19.3,,,,,,
03.02.2020 20:00,-3.2,683.6,770.6,0.9,25,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.6,,,,,,30.0,-20.4,No precipitation,12,,,,
03.02.2020 17:00,1.3,682.7,768.7,,17,Wind blowing from the west-northwest,2,,4,no clouds, ,,,-11.7,1.6,,,,,,30.0,-21.1,No precipitation,6,,,,
03.02.2020 14:00,-1.1,682.9,769.1,,21,Wind blowing from the north-west,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,0.2,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
03.02.2020 11:00,-7.1,683.8,770.6,,24,Wind blowing from the east-southeast,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-24.3,,,,,,
03.02.2020 08:00,-11.5,683.2,770.4,-0.3,32,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,0.2,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,12,,,,
03.02.2020 05:00,-10.3,683.5,769.9,,30,Wind blowing from the east,2,,,, ,,,-14.6,0.2,,,,,,30.0,-24.6,No precipitation,6,,,,
03.02.2020 02:00,-9.0,684.6,771.2,,29,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,0.2,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
02.02.2020 23:00,-6.7,685.9,773.1,,24,Wind blowing from the east,3,,,, ,,,-14.6,0.2,,,,,,30.0,-23.9,No precipitation,6,,,,
02.02.2020 20:00,-4.2,686.8,774.9,-0.6,22,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,0.2,,,,,,30.0,-22.8,No precipitation,12,,,,
02.02.2020 17:00,-0.4,687.4,774.5,,16,Wind blowing from the east-southeast,2,,5,no clouds, ,,,-14.6,0.8,,,,,,30.0,-23.2,No precipitation,6,,,,
02.02.2020 14:00,-2.5,689.2,776.5,-2.1,21,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,1.1,,,,,,30.0,-21.9,No precipitation,12,,,,
02.02.2020 11:00,-7.6,691.3,779.5,,41,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,27.0,-18.6,,,,,,
02.02.2020 08:00,-14.1,690.8,779.3,0.2,61,Wind blowing from the west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,1.1,,,,,,30.0,-20.0,No precipitation,12,,,,
02.02.2020 05:00,-11.6,690.6,777.8,,53,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,30.0,-19.3,,,,,,
02.02.2020 02:00,-10.2,690.2,777.4,0.7,49,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.1,,,2500 or more  or no clouds.,,,17.0,-18.9,No precipitation,12,,,,
01.02.2020 23:00,-8.0,689.5,777.1,,43,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,30.0,-18.4,,,,,,
01.02.2020 20:00,-3.9,688.0,775.6,,32,Wind blowing from the north-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.1,,,,,,30.0,-18.2,No precipitation,12,,,,
01.02.2020 17:00,0.9,686.2,772.6,,25,Wind blowing from the west-northwest,4,,,no clouds, ,,,,,,,,,,30.0,-16.9,,,,,,
01.02.2020 14:00,-0.6,686.2,772.3,,26,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.1,,,,,,30.0,-17.7,No precipitation,12,,,,
01.02.2020 11:00,-5.7,687.1,773.8,,35,Wind blowing from the west,2,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,30.0,-18.7,,,,,,
01.02.2020 08:00,-10.5,686.2,773.2,,46,Wind blowing from the west,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.1,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
01.02.2020 05:00,-9.6,685.8,772.0,,48,Wind blowing from the west,1,,3,, ,,,-11.7,1.1,,,,,,30.0,-18.6,No precipitation,6,,,,
01.02.2020 02:00,-7.2,686.0,772.4,-0.4,40,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.1,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
31.01.2020 23:00,-5.0,686.4,773.6,,32,Wind blowing from the west,1,,,, ,,,,,,,,,,30.0,-19.2,,,,,,
31.01.2020 20:00,-2.3,686.2,773.5,,29,Wind blowing from the west-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.1,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,12,,,,
31.01.2020 17:00,1.0,685.3,771.4,,23,Wind blowing from the north-west,1,,5,60%., ,,,-11.7,2.6,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,6,,,,
31.01.2020 14:00,-2.2,685.9,772.3,-1.1,33,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,2.7,,,,,,30.0,-16.3,No precipitation,12,,,,
31.01.2020 11:00,-8.8,687.0,774.1,,54,Wind blowing from the north-northwest,2,,,no clouds, ,,,,,,,,,,26.0,-16.6,,,,,,
31.01.2020 08:00,-11.5,686.1,773.1,,62,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,2.7,,,,,,25.0,-17.3,No precipitation,12,,,,
31.01.2020 05:00,-9.0,685.3,771.1,,55,Wind blowing from the west,2,,6,, ,,,-10.3,2.7,,,,,,25.0,-16.4,No precipitation,6,,,,
31.01.2020 02:00,-6.7,685.7,771.6,0.0,48,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,2.7,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
30.01.2020 23:00,-3.6,685.7,771.8,,39,Wind blowing from the west,2,,,, ,,,,,,,,,,30.0,-15.6,,,,,,
30.01.2020 20:00,-1.1,685.1,771.7,,34,Wind blowing from the west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,2.7,,,,,,30.0,-15.0,No precipitation,12,,,,
30.01.2020 17:00,2.4,684.4,770.0,,27,Wind blowing from the west,3,,9,no clouds, ,,,-10.3,2.8,,,,,,30.0,-14.7,No precipitation,6,,,,
30.01.2020 14:00,0.3,685.2,770.7,-1.1,33,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,2.9,,,,,,30.0,-14.1,No precipitation,12,,,,
30.01.2020 11:00,-4.2,686.3,772.5,,48,Wind blowing from the west-northwest,4,,,no clouds, ,,,,,,,,,,25.0,-13.6,,,,,,
30.01.2020 08:00,-9.6,685.4,771.8,,62,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,2.9,,,,,,27.0,-15.5,No precipitation,12,,,,
30.01.2020 05:00,-8.1,685.0,770.7,,54,Wind blowing from the west,2,,4,, ,,,-10.7,2.9,,,,,,30.0,-15.8,No precipitation,6,,,,
30.01.2020 02:00,-5.0,685.5,771.2,-0.5,43,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,2.9,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
29.01.2020 23:00,-3.5,686.0,772.6,,38,Wind blowing from the west-southwest,1,,6,, ,,,-10.7,2.9,,,,,,30.0,-15.8,No precipitation,6,,,,
29.01.2020 20:00,-0.2,686.2,772.7,0.0,30,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,2.9,,,,,,30.0,-15.7,No precipitation,12,,,,
29.01.2020 17:00,2.7,686.2,772.1,,26,Wind blowing from the west,2,,6,no clouds, ,,,-10.7,2.9,,,,,,30.0,-14.9,No precipitation,6,,,,
29.01.2020 14:00,-0.6,686.8,772.7,-1.4,38,Wind blowing from the west-northwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,3.4,,,,,,22.0,-13.2,No precipitation,12,,,,
29.01.2020 11:00,-6.8,688.2,775.0,,61,Wind blowing from the west-northwest,1,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,11.0,-13.1,,,,,,
29.01.2020 08:00,-9.6,687.1,774.1,0.3,74,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,3.4,,,,,,10.0,-13.5,No precipitation,12,,,,
29.01.2020 05:00,-8.9,686.8,772.8,,73,Wind blowing from the south-east,1,,3,, ,,,-9.7,3.4,,,,,,10.0,-12.9,No precipitation,6,,,,
