Local time in Xainza,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 05:00,-20.1,429.0,771.7,,30,Wind blowing from the north-northwest,1,,12,, ,,,-24.3,-5.4,,,,,,30.0,-33.2,No precipitation,6,,,,
04.02.2020 02:00,-17.9,429.8,773.9,,34,Wind blowing from the west-northwest,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-5.4,,,2500 or more  or no clouds.,,,30.0,-30.0,No precipitation,12,,,,
03.02.2020 20:00,-9.9,429.0,778.7,0.0,18,Wind blowing from the west,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-5.4,,,,,,30.0,-29.8,No precipitation,12,,,,
03.02.2020 17:00,-5.6,429.0,773.1,,10,Wind blowing from the north-northwest,6,,13,no clouds, ,,,-24.3,-5.6,,,,,,30.0,-32.4,No precipitation,6,,,,
03.02.2020 14:00,-8.6,430.5,776.4,-0.8,15,Wind blowing from the north-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-8.5,,,2500 or more  or no clouds.,,,30.0,-30.6,No precipitation,12,,,,
03.02.2020 11:00,-15.4,431.3,780.6,,26,Wind blowing from the south-southeast,1,,4,no clouds, ,,,-24.3,-10.4,,,,,,28.0,-30.6,No precipitation,6,,,,
03.02.2020 08:00,-24.0,430.2,782.8,-0.1,51,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-10.4,,,,,,30.0,-31.3,No precipitation,12,,,,
03.02.2020 05:00,-21.5,430.3,780.2,,50,Wind blowing from the north,1,,11,, ,,,-21.5,-10.4,,,,,,30.0,-29.2,No precipitation,6,,,,
03.02.2020 02:00,-19.2,430.8,779.8,,45,Wind blowing from the north,0,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-10.4,,,2500 or more  or no clouds.,,,30.0,-28.2,No precipitation,12,,,,
02.02.2020 20:00,-12.0,430.2,774.4,0.6,28,Wind blowing from the north-west,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-5.8,,,1500-2000,,,30.0,-26.8,0.2,12,,,,
02.02.2020 17:00,-11.3,429.6,772.4,,29,Wind blowing from the north-northwest,9,,15,100%., ,,,-15.1,,,,1500-2000,,,30.0,-25.8,No precipitation,6,,,,
02.02.2020 14:00,-12.0,429.7,771.9,0.3,36,Wind blowing from the north-northwest,5,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,,,,2500 or more  or no clouds.,,,30.0,-24.1,0.2,12,,,,
02.02.2020 11:00,-14.1,429.4,770.8,,61,Wind blowing from the north-northwest,5,,14,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,,,,,,,18.0,-20.0,0.2,6,,,,
02.02.2020 08:00,-14.1,427.8,765.1,0.8,58,Wind blowing from the west-northwest,4,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-1.8,,,2500 or more  or no clouds.,,,17.0,-20.6,No precipitation,12,,,,
02.02.2020 05:00,-13.7,427.0,760.6,,60,Wind blowing from the north-west,6,,21,,Intermittent fall of snowflakes  slight at time of observation. ,,,-20.3,-1.8,,,,,,14.0,-19.8,No precipitation,6,,,,
02.02.2020 02:00,-12.2,426.8,759.9,,43,Wind blowing from the north-west,10,,25,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-1.8,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
01.02.2020 20:00,-6.0,423.8,761.6,0.2,8,Wind blowing from the west,9,,25,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-1.8,,,1500-2000,,,30.0,-35.0,No precipitation,12,,,,
01.02.2020 17:00,-2.6,423.6,756.5,,5,Wind blowing from the west-northwest,13,,25,90  or more  but not 100%, ,,,-20.3,-1.8,,,1500-2000,,,30.0,-37.2,No precipitation,6,,,,
01.02.2020 14:00,-3.7,425.2,758.7,-1.7,5,Wind blowing from the west-northwest,12,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-3.5,,,2500 or more  or no clouds.,,,30.0,-38.0,No precipitation,12,,,,
01.02.2020 11:00,-14.2,426.9,768.6,,13,Wind blowing from the south-southwest,1,,5,10%  or less  but not 0, ,,,-20.3,,,,1500-2000,,,30.0,-36.7,No precipitation,6,,,,
01.02.2020 08:00,-18.7,426.3,768.1,-0.3,21,Wind blowing from the south-west,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-3.9,,,1500-2000,,,30.0,-35.6,No precipitation,12,,,,
01.02.2020 05:00,-16.3,426.6,763.5,,22,Wind blowing from the south-west,2,,16,, ,,,-17.8,-3.9,,,,,,30.0,-33.1,No precipitation,6,,,,
01.02.2020 02:00,-14.2,427.2,765.7,,24,Wind blowing from the north-east,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-3.9,,,2500 or more  or no clouds.,,,30.0,-30.4,No precipitation,12,,,,
31.01.2020 20:00,-8.3,426.0,766.0,0.0,12,Wind blowing from the north-northwest,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-3.9,,,,,,30.0,-32.7,No precipitation,12,,,,
31.01.2020 17:00,-4.4,426.0,761.1,,7,Wind blowing from the north-northwest,9,,,, ,,,-17.8,-4.4,,,,,,30.0,-35.2,No precipitation,6,,,,
31.01.2020 14:00,-8.0,427.6,765.1,-0.7,11,Wind blowing from the north,5,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-4.8,,,2500 or more  or no clouds.,,,30.0,-33.4,No precipitation,12,,,,
31.01.2020 11:00,-12.3,428.3,768.9,,15,Wind blowing from the north-west,5,,13,no clouds, ,,,-17.8,-4.8,,,,,,30.0,-33.7,No precipitation,6,,,,
31.01.2020 08:00,-16.8,427.0,768.3,0.6,22,Wind blowing from the north-northeast,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-4.8,,,2500 or more  or no clouds.,,,30.0,-33.5,No precipitation,12,,,,
31.01.2020 05:00,-14.8,426.4,762.2,,22,Wind blowing from the west,5,,,, ,,,-17.2,-4.8,,,,,,30.0,-31.8,No precipitation,6,,,,
31.01.2020 02:00,-12.6,426.3,760.9,,20,Wind blowing from the west,6,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-4.8,,,2500 or more  or no clouds.,,,30.0,-30.9,No precipitation,12,,,,
30.01.2020 20:00,-8.9,425.1,763.0,0.6,17,Wind blowing from the north-west,4,,17,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-4.8,,,1500-2000,,,30.0,-29.6,No precipitation,12,,,,
30.01.2020 17:00,-4.8,424.5,757.0,,11,Wind blowing from the north-northwest,9,,17,90  or more  but not 100%, ,,,-17.2,0.3,,,,,,30.0,-30.8,No precipitation,6,,,,
30.01.2020 14:00,-5.6,426.1,758.6,-1.2,15,Wind blowing from the north-west,7,,17,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,0.8,,,1500-2000,,,30.0,-28.2,No precipitation,12,,,,
30.01.2020 11:00,-11.5,427.3,765.3,,24,Wind blowing from the west-northwest,1,,8,no clouds, ,,,-17.2,,,,,,,30.0,-28.1,No precipitation,6,,,,
30.01.2020 08:00,-14.6,426.6,763.2,-0.5,26,Wind blowing from the east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,0.8,,,,,,30.0,-29.9,No precipitation,12,,,,
30.01.2020 05:00,-12.6,427.1,758.0,,22,Wind blowing from the east-southeast,2,,16,, ,,,-19.7,0.8,,,,,,30.0,-29.9,No precipitation,6,,,,
30.01.2020 02:00,-10.2,427.7,759.5,,25,Wind blowing from the west-northwest,4,,23,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,0.8,,,2500 or more  or no clouds.,,,30.0,-26.5,No precipitation,12,,,,
29.01.2020 20:00,-5.7,426.2,765.9,-0.1,32,Wind blowing from the west-northwest,4,,23,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,0.8,,,1500-2000,,,30.0,-19.8,No precipitation,12,,,,
29.01.2020 17:00,-0.2,426.3,760.3,,9,Wind blowing from the west,13,,23,70 – 80%., ,,,-19.7,0.8,,,1500-2000,,,30.0,-29.3,No precipitation,6,,,,
29.01.2020 14:00,-3.2,427.9,763.4,-1.7,10,Wind blowing from the east,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-2.7,,,1500-2000,,,30.0,-30.6,No precipitation,12,,,,
29.01.2020 11:00,-12.8,429.6,770.5,,25,Wind blowing from the south-southwest,3,,5,no clouds, ,,,-19.7,-2.7,,,,,,30.0,-28.8,No precipitation,6,,,,
29.01.2020 08:00,-18.9,429.1,773.1,0.3,47,Wind blowing from the south-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-2.7,,,,,,30.0,-27.4,No precipitation,12,,,,
29.01.2020 05:00,-17.4,428.8,767.3,,47,Wind blowing from the north-northeast,1,,15,, ,,,-17.4,-2.7,,,,,,30.0,-26.0,No precipitation,6,,,,
29.01.2020 02:00,-14.6,428.8,767.4,,39,Wind blowing from the north-northeast,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.7,,,2500 or more  or no clouds.,,,30.0,-25.5,No precipitation,12,,,,
28.01.2020 20:00,-8.1,427.5,765.9,0.0,22,Wind blowing from the west-southwest,2,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-2.7,,,1500-2000,,,30.0,-26.1,No precipitation,12,,,,
28.01.2020 17:00,-3.2,427.5,760.9,,12,Wind blowing from the north-northwest,9,,19,, ,,,-14.5,-2.6,,,,,,30.0,-28.6,No precipitation,6,,,,
28.01.2020 14:00,-6.1,428.5,763.9,-0.2,19,Wind blowing from the north-northwest,8,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-2.4,,,1500-2000,,,30.0,-26.0,No precipitation,12,,,,
28.01.2020 11:00,-9.9,428.7,767.3,,27,Wind blowing from the east,2,,12,no clouds, ,,,-14.5,,,,,,,30.0,-25.4,No precipitation,6,,,,
28.01.2020 08:00,-13.6,427.0,764.5,0.7,34,Wind blowing from the east,1,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-2.4,,,1500-2000,,,30.0,-26.1,No precipitation,12,,,,
28.01.2020 05:00,-12.3,426.3,758.4,,28,Wind blowing from the north-northwest,2,,25,, ,,,-16.4,-2.4,,,,,,30.0,-27.1,No precipitation,6,,,,
28.01.2020 02:00,-11.0,426.5,759.7,,26,Wind blowing from the north-northwest,3,,25,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-2.4,,,2500 or more  or no clouds.,,,30.0,-26.8,No precipitation,12,,,,
27.01.2020 20:00,-7.6,425.1,762.4,-0.5,21,Wind blowing from the west-northwest,4,,25,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-2.4,,,2500 or more  or no clouds.,,,30.0,-26.2,No precipitation,12,,,,
27.01.2020 17:00,-2.7,425.6,758.2,,7,Wind blowing from the west-northwest,16,,24,, ,,,-16.4,-2.4,,,,,,23.0,-33.9,No precipitation,6,,,,
27.01.2020 14:00,-5.3,427.1,762.5,-0.8,9,Wind blowing from the west-northwest,11,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-4.1,,,2500 or more  or no clouds.,,,30.0,-33.3,No precipitation,12,,,,
27.01.2020 11:00,-10.2,427.9,766.5,,14,Wind blowing from the north-west,7,,10,, ,,,-16.4,-4.1,,,,,,30.0,-32.7,No precipitation,6,,,,
27.01.2020 08:00,-15.1,426.7,766.6,0.3,27,Wind blowing from the north-west,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-4.1,,,2500 or more  or no clouds.,,,30.0,-29.9,No precipitation,12,,,,
27.01.2020 05:00,-13.8,426.4,761.5,,32,Wind blowing from the east-northeast,2,,18,, ,,,-15.3,-4.1,,,,,,30.0,-27.0,No precipitation,6,,,,
27.01.2020 02:00,-13.2,426.4,762.2,,35,Wind blowing from the south-east,2,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-4.1,,,2500 or more  or no clouds.,,,30.0,-25.4,No precipitation,12,,,,
26.01.2020 20:00,-9.3,425.5,763.4,0.4,31,Wind blowing from the north,3,,18,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-4.1,,,1500-2000,,,30.0,-23.3,No precipitation,12,,,,
26.01.2020 17:00,-4.9,425.1,757.6,,16,Wind blowing from the north-northwest,7,,13,, ,,,-15.3,-2.7,,,,,,30.0,-26.9,No precipitation,6,,,,
26.01.2020 14:00,-6.4,426.9,760.3,-1.2,27,Wind blowing from the west-northwest,6,,13,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-2.7,,,1500-2000,,,30.0,-22.3,0.4,12,,,,
26.01.2020 11:00,-12.4,428.1,767.9,,65,Wind blowing from the east-southeast,2,,8,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,,,,,,,19.0,-17.6,0.1,6,,,,
26.01.2020 08:00,-13.8,427.2,765.6,-0.2,59,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-2.7,,,2500 or more  or no clouds.,,,30.0,-20.1,0.4,12,,,,
26.01.2020 05:00,-11.9,427.4,761.2,,81,Wind blowing from the west-northwest,2,,21,,Intermittent fall of snowflakes  slight at time of observation. ,,,-23.2,-2.7,,,,,,1.9,-14.5,0.3,6,,,,
26.01.2020 02:00,-9.9,427.4,761.9,,32,Wind blowing from the east-northeast,1,,21,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.7,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
25.01.2020 20:00,-8.2,427.2,771.8,,15,Wind blowing from the north-west,6,,21,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-2.7,,,2500 or more  or no clouds.,,,30.0,-30.3,No precipitation,12,,,,
