Local time in Ankang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 14:00,10.1,739.6,766.2,,54,Wind blowing from the east-northeast,2,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,,,,2500 or more  or no clouds.,,,6.0,1.2,No precipitation,12,,,,
05.02.2020 11:00,9.1,742.4,769.0,,65,Wind blowing from the east,1,,3,100%., ,,,6.0,,,,2500 or more  or no clouds.,,,9.0,2.7,No precipitation,6,,,,
05.02.2020 08:00,6.1,741.6,768.2,0.2,76,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,17.3,,,2500 or more  or no clouds.,,,26.0,2.2,No precipitation,12,,,,
05.02.2020 05:00,6.1,741.4,767.8,,73,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,26.0,1.6,,,,,,
05.02.2020 02:00,7.2,741.4,767.8,,70,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,17.3,,,2500 or more  or no clouds.,,,24.0,2.1,No precipitation,12,,,,
04.02.2020 23:00,9.6,741.6,768.1,,55,Wind blowing from the west-southwest,1,,5,, ,,,3.5,17.3,,,,,,30.0,1.0,No precipitation,6,,,,
04.02.2020 20:00,11.8,740.2,766.9,1.6,49,Wind blowing from the east,1,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,17.3,,,2500 or more  or no clouds.,,,22.0,1.2,No precipitation,12,,,,
04.02.2020 17:00,16.6,738.6,764.9,,29,Wind blowing from the west,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-1.5,,,,,,
04.02.2020 14:00,16.0,739.6,766.0,,35,Wind blowing from the west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,16.0,,,600-1000,,,27.0,0.6,No precipitation,12,,,,
04.02.2020 11:00,9.1,742.4,769.0,,57,Wind blowing from the east-northeast,1,,3,no clouds, ,,,3.5,13.7,,,,,,13.0,1.0,No precipitation,6,,,,
04.02.2020 08:00,3.6,741.8,768.6,0.7,82,Wind blowing from the east-southeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,13.7,,,2500 or more  or no clouds.,,,15.0,0.8,No precipitation,12,,,,
04.02.2020 05:00,5.3,741.1,767.6,,75,Wind blowing from the east,1,,,, ,,,,,,,,,,20.0,1.2,,,,,,
04.02.2020 02:00,6.5,741.4,767.9,,72,Wind blowing from the east-southeast,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,13.7,,,2500 or more  or no clouds.,,,18.0,1.8,No precipitation,12,,,,
03.02.2020 23:00,8.3,741.7,768.4,,63,Wind blowing from the east-southeast,1,,3,, ,,,1.5,13.7,,,,,,18.0,1.5,No precipitation,6,,,,
03.02.2020 20:00,10.8,741.0,767.8,0.9,50,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,13.7,,,2500 or more  or no clouds.,,,12.0,0.8,No precipitation,12,,,,
03.02.2020 17:00,13.4,740.1,766.7,,37,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,,,,25.0,-1.0,,,,,,
03.02.2020 14:00,12.3,741.7,768.4,-3.6,35,Wind blowing from the west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,14.7,,,2500 or more  or no clouds.,,,28.0,-2.7,No precipitation,12,,,,
03.02.2020 11:00,6.8,745.3,772.2,,61,Wind blowing from the north,1,,2,20–30%., ,,,1.5,14.7,,,2500 or more  or no clouds.,,,15.0,-0.2,No precipitation,6,,,,
03.02.2020 08:00,1.6,745.3,772.3,1.0,87,Wind blowing from the east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,14.7,,,,,,9.0,-0.3,No precipitation,12,,,,
03.02.2020 05:00,3.0,744.3,771.0,,82,Wind blowing from the east,1,,2,, ,,,3.0,14.7,,,,,,14.0,0.2,No precipitation,6,,,,
03.02.2020 02:00,5.1,744.2,770.8,-0.2,77,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,14.7,,,2500 or more  or no clouds.,,,13.0,1.4,No precipitation,12,,,,
02.02.2020 23:00,7.8,744.4,771.1,,63,Wind blowing from the east-southeast,1,,3,, ,,,5.4,14.7,,,,,,14.0,1.2,No precipitation,6,,,,
02.02.2020 20:00,10.8,743.3,770.0,1.5,50,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,14.7,,,2500 or more  or no clouds.,,,12.0,0.8,No precipitation,12,,,,
02.02.2020 17:00,14.4,741.8,768.3,,34,Wind blowing from the south-southeast,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,21.0,-1.2,,,,,,
02.02.2020 14:00,13.9,742.6,769.2,-2.4,38,Wind blowing from the north-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,14.1,,,2500 or more  or no clouds.,,,16.0,-0.2,No precipitation,12,,,,
02.02.2020 11:00,9.6,745.0,771.8,,62,Wind blowing from the north,1,,2,90  or more  but not 100%, ,,,5.4,13.5,,,2500 or more  or no clouds.,,,9.0,2.7,No precipitation,6,,,,
02.02.2020 08:00,5.7,744.3,771.1,1.7,82,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,13.5,,,2500 or more  or no clouds.,,,9.0,2.9,No precipitation,12,,,,
02.02.2020 05:00,6.3,742.6,769.1,,79,Wind blowing from the north,1,,,, ,,,,,,,,,,10.0,2.8,,,,,,
02.02.2020 02:00,6.5,742.7,769.3,0.8,77,Wind blowing from the north,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,13.5,,,2500 or more  or no clouds.,,,9.0,2.8,No precipitation,12,,,,
01.02.2020 23:00,7.4,741.9,768.7,,71,Wind blowing from the north-northeast,0,,,, ,,,5.0,13.5,,,,,,9.0,2.5,No precipitation,6,,,,
01.02.2020 20:00,10.1,740.4,767.1,,57,Wind blowing from the south-southeast,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,13.5,,,2500 or more  or no clouds.,,,9.0,2.0,No precipitation,12,,,,
01.02.2020 17:00,13.3,738.5,765.0,,42,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,,,,13.0,0.7,,,,,,
01.02.2020 14:00,11.9,738.9,765.4,-2.4,51,Wind blowing from the north-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,13.5,,,2500 or more  or no clouds.,,,16.0,2.1,No precipitation,12,,,,
01.02.2020 11:00,7.3,741.3,768.1,,70,Wind blowing from the north-east,1,,2,100%., ,,,5.0,,,,2500 or more  or no clouds.,,,12.0,2.2,No precipitation,6,,,,
01.02.2020 08:00,5.2,740.7,767.4,,78,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,13.5,,,2500 or more  or no clouds.,,,16.0,1.7,No precipitation,12,,,,
01.02.2020 05:00,5.3,739.8,766.3,,75,Wind blowing from the north-east,0,,,, ,,,,,,,,,,17.0,1.2,,,,,,
01.02.2020 02:00,6.3,740.2,766.7,-0.2,69,Wind blowing from the east-northeast,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,13.5,,,2500 or more  or no clouds.,,,17.0,1.0,No precipitation,12,,,,
31.01.2020 23:00,7.2,740.4,767.2,,65,Wind blowing from the east,1,,3,, ,,,1.4,13.5,,,,,,14.0,0.9,No precipitation,6,,,,
31.01.2020 20:00,9.7,739.6,766.5,,55,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,13.5,,,2500 or more  or no clouds.,,,12.0,1.1,No precipitation,12,,,,
31.01.2020 17:00,13.0,738.4,765.0,,35,Wind blowing from the west,1,,,90  or more  but not 100%, ,,,,,,,,,,27.0,-2.1,,,,,,
31.01.2020 14:00,12.1,739.6,766.3,-3.0,39,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,15.0,,,2500 or more  or no clouds.,,,20.0,-1.4,No precipitation,12,,,,
31.01.2020 11:00,6.0,742.6,769.6,,62,Wind blowing from the north,0,,3,90  or more  but not 100%, ,,,1.4,,,,2500 or more  or no clouds.,,,20.0,-0.7,No precipitation,6,,,,
31.01.2020 08:00,1.9,742.2,769.2,1.1,83,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,15.0,,,2500 or more  or no clouds.,,,18.0,-0.8,No precipitation,12,,,,
31.01.2020 05:00,1.4,741.1,767.8,,84,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,19.0,-1.0,,,,,,
31.01.2020 02:00,2.6,741.7,768.4,0.3,79,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,15.0,,,2500 or more  or no clouds.,,,18.0,-0.7,No precipitation,12,,,,
30.01.2020 23:00,4.6,741.4,768.4,,68,Wind blowing from the north-east,1,,,, ,,,-0.9,15.0,,,,,,18.0,-0.8,No precipitation,6,,,,
30.01.2020 20:00,7.9,740.2,767.3,0.8,53,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,15.0,,,,,,15.0,-1.1,No precipitation,12,,,,
30.01.2020 17:00,14.7,739.4,766.1,,25,Wind blowing from the west-southwest,1,,,no clouds, ,,,,,,,,,,30.0,-5.1,,,,,,
30.01.2020 14:00,11.3,741.5,768.4,-3.4,42,Wind blowing from the east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,12.7,,,,,,23.0,-1.1,No precipitation,12,,,,
30.01.2020 11:00,4.3,744.9,772.1,,68,Wind blowing from the north-east,1,,2,no clouds, ,,,-0.9,12.7,,,,,,15.0,-1.1,No precipitation,6,,,,
30.01.2020 08:00,-0.9,744.6,771.9,0.5,90,Wind blowing from the north-east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,12.7,,,,,,14.0,-2.3,No precipitation,12,,,,
30.01.2020 05:00,-0.2,744.1,771.1,,89,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,14.0,-1.8,,,,,,
30.01.2020 02:00,1.5,744.2,771.3,0.1,84,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,12.7,,,2500 or more  or no clouds.,,,14.0,-0.9,No precipitation,12,,,,
29.01.2020 23:00,3.9,744.1,771.3,,73,Wind blowing from the south-east,1,,3,, ,,,-1.1,12.7,,,,,,16.0,-0.5,No precipitation,6,,,,
29.01.2020 20:00,7.5,742.9,770.1,1.5,63,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,12.7,,,,,,10.0,0.9,No precipitation,12,,,,
29.01.2020 17:00,12.5,741.4,768.2,,41,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,23.0,-0.4,,,,,,
29.01.2020 14:00,9.4,742.9,769.9,,50,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,11.3,,,,,,22.0,-0.5,No precipitation,12,,,,
29.01.2020 11:00,3.7,745.9,773.2,,73,Wind blowing from the north,1,,2,no clouds, ,,,-1.1,11.3,,,,,,16.0,-0.7,No precipitation,6,,,,
29.01.2020 08:00,-1.1,745.3,772.7,0.8,90,Wind blowing from the east-northeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,11.3,,,,,,15.0,-2.5,No precipitation,12,,,,
29.01.2020 05:00,-0.3,744.5,771.6,,87,Wind blowing from the east,1,,,, ,,,,,,,,,,17.0,-2.2,,,,,,
29.01.2020 02:00,1.2,744.7,771.8,,80,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,11.3,,,2500 or more  or no clouds.,,,21.0,-1.9,No precipitation,12,,,,
28.01.2020 23:00,3.0,743.9,771.1,,75,Wind blowing from the north-east,1,,,, ,,,0.0,11.3,,,,,,16.0,-1.0,No precipitation,6,,,,
28.01.2020 20:00,6.5,742.7,769.9,1.4,58,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,11.3,,,,,,17.0,-1.2,No precipitation,12,,,,
28.01.2020 17:00,10.9,741.3,768.1,,40,Wind blowing from the north-northwest,1,,,60%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-2.2,,,,,,
28.01.2020 14:00,10.0,741.7,768.6,,44,Wind blowing from the west-northwest,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,10.4,,,2500 or more  or no clouds.,,,29.0,-1.7,No precipitation,12,,,,
28.01.2020 11:00,4.1,743.8,770.9,,71,Wind blowing from the north-northwest,1,,3,no clouds, ,,,0.0,10.4,,,,,,14.0,-0.7,No precipitation,6,,,,
28.01.2020 08:00,0.1,742.9,770.2,0.9,89,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,10.4,,,,,,14.0,-1.5,No precipitation,12,,,,
28.01.2020 05:00,1.6,742.0,768.9,,84,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,17.0,-0.8,,,,,,
28.01.2020 02:00,3.2,742.3,769.3,0.2,78,Wind blowing from the south-east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,10.4,,,2500 or more  or no clouds.,,,16.0,-0.3,No precipitation,12,,,,
27.01.2020 23:00,4.0,742.1,769.1,,71,Wind blowing from the north,1,,3,, ,,,3.3,10.4,,,,,,17.0,-0.8,No precipitation,6,,,,
27.01.2020 20:00,5.6,741.1,768.1,1.2,62,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,10.4,,,,,,13.0,-1.3,No precipitation,12,,,,
27.01.2020 17:00,9.8,739.9,766.7,,40,Wind blowing from the north-west,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,25.0,-3.2,,,,,,
27.01.2020 14:00,9.3,741.1,767.8,-2.4,43,Wind blowing from the south-southwest,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,9.4,,,1500-2000,,,21.0,-2.6,No precipitation,12,,,,
27.01.2020 11:00,6.5,743.5,770.5,,55,Wind blowing from the north-northwest,1,,4,50%., ,,,3.3,7.1,,,2500 or more  or no clouds.,,,12.0,-1.9,No precipitation,6,,,,
27.01.2020 08:00,3.3,742.9,770.0,0.5,69,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,7.1,,,2500 or more  or no clouds.,,,13.0,-2.0,No precipitation,12,,,,
