Local time in Lincang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 20:00,14.5,627.5,762.7,,38,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,21.0,,,2500 or more  or no clouds.,,,25.0,0.4,No precipitation,12,,,,
06.02.2020 17:00,20.0,626.6,759.7,,25,Wind blowing from the west,3,,10,10%  or less  but not 0, ,,,4.4,21.0,,,1500-2000,,,30.0,-0.6,No precipitation,6,,,,
06.02.2020 14:00,20.7,627.6,759.9,-1.9,26,Wind blowing from the south-southwest,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,21.5,,,1500-2000,,,30.0,0.5,No precipitation,12,,,,
06.02.2020 11:00,9.8,629.5,764.7,,52,Wind blowing from the west-southwest,1,,4,10%  or less  but not 0, ,,,4.4,21.5,,,1500-2000,,,19.0,0.4,No precipitation,6,,,,
06.02.2020 08:00,4.7,628.3,763.6,,67,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,21.5,,,2500 or more  or no clouds.,,,30.0,-0.9,No precipitation,12,,,,
06.02.2020 05:00,6.6,627.6,760.9,,58,Wind blowing from the south-southeast,1,,9,, ,,,2.8,21.5,,,,,,30.0,-1.1,No precipitation,6,,,,
06.02.2020 02:00,9.9,628.0,760.6,0.4,50,Wind blowing from the east-southeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,21.5,,,2500 or more  or no clouds.,,,30.0,0.0,No precipitation,12,,,,
05.02.2020 23:00,11.1,627.6,762.7,,44,Wind blowing from the south-east,1,,13,, ,,,2.8,21.5,,,,,,28.0,-0.7,No precipitation,6,,,,
05.02.2020 20:00,14.3,625.9,761.2,1.2,37,Wind blowing from the south,3,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,21.5,,,1500-2000,,,30.0,-0.2,No precipitation,12,,,,
05.02.2020 17:00,20.1,624.7,758.0,,25,Wind blowing from the west,3,,,40%., ,,,2.8,21.5,,,1500-2000,,,30.0,-0.5,No precipitation,6,,,,
05.02.2020 14:00,19.7,625.9,759.1,-2.4,29,Wind blowing from the south-southwest,4,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,21.8,,,1500-2000,,,30.0,1.2,No precipitation,12,,,,
05.02.2020 11:00,8.3,628.3,764.1,,58,Wind blowing from the west,1,,3,50%., ,,,2.8,,,,1500-2000,,,16.0,0.5,No precipitation,6,,,,
05.02.2020 08:00,3.0,627.5,763.3,,73,Wind blowing from the south,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,21.8,,,1500-2000,,,30.0,-1.5,No precipitation,12,,,,
05.02.2020 05:00,4.2,627.4,761.2,,63,Wind blowing from the south-west,1,,7,, ,,,2.7,21.8,,,,,,30.0,-2.2,No precipitation,6,,,,
05.02.2020 02:00,5.9,628.4,762.2,,57,Wind blowing from the south-west,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,21.8,,,2500 or more  or no clouds.,,,30.0,-2.0,No precipitation,12,,,,
04.02.2020 23:00,9.3,628.5,764.1,,41,Wind blowing from the south-southeast,1,,,, ,,,2.7,21.8,,,,,,30.0,-3.3,No precipitation,6,,,,
04.02.2020 20:00,13.9,627.1,762.7,0.9,28,Wind blowing from the south-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,21.8,,,,,,8.0,-4.3,No precipitation,12,,,,
04.02.2020 17:00,20.1,626.2,759.7,,20,Wind blowing from the south-southwest,3,,8,no clouds, ,,,2.7,21.8,,,,,,30.0,-3.5,No precipitation,6,,,,
04.02.2020 14:00,19.3,627.5,760.9,-2.0,20,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,20.7,,,,,,30.0,-4.2,No precipitation,12,,,,
04.02.2020 11:00,8.9,629.5,765.3,,61,Wind blowing from the west,1,,3,no clouds, ,,,2.7,20.7,,,,,,15.0,1.8,No precipitation,6,,,,
04.02.2020 08:00,3.3,628.4,764.3,0.7,82,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,20.7,,,,,,18.0,0.5,No precipitation,12,,,,
04.02.2020 05:00,4.5,627.7,761.6,,77,Wind blowing from the west,1,,6,, ,,,4.5,20.7,,,,,,21.0,0.8,No precipitation,6,,,,
04.02.2020 02:00,6.5,628.4,762.2,-0.1,70,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,20.7,,,2500 or more  or no clouds.,,,25.0,1.4,No precipitation,12,,,,
03.02.2020 23:00,9.7,628.5,763.5,,59,Wind blowing from the south-east,1,,,, ,,,4.9,20.7,,,,,,24.0,2.1,No precipitation,6,,,,
03.02.2020 20:00,13.6,627.4,762.7,0.9,45,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,20.7,,,2500 or more  or no clouds.,,,30.0,1.9,No precipitation,12,,,,
03.02.2020 17:00,19.8,626.5,759.8,,27,Wind blowing from the west,2,,7,10%  or less  but not 0, ,,,4.9,20.7,,,1500-2000,,,30.0,0.3,No precipitation,6,,,,
03.02.2020 14:00,18.6,627.7,760.8,,33,Wind blowing from the west,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,20.6,,,1500-2000,,,30.0,2.0,No precipitation,12,,,,
03.02.2020 11:00,10.9,630.0,764.9,,62,Wind blowing from the north-northeast,1,,5,20–30%., ,,,4.9,20.6,,,1500-2000,,,12.0,3.9,No precipitation,6,,,,
03.02.2020 08:00,5.2,628.9,764.2,0.8,79,Wind blowing from the south-west,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,20.6,,,1500-2000,,,18.0,1.9,No precipitation,12,,,,
03.02.2020 05:00,6.0,628.1,762.0,,80,Wind blowing from the west,1,,8,, ,,,4.2,20.6,,,,,,17.0,2.8,No precipitation,6,,,,
03.02.2020 02:00,8.5,628.7,762.1,,68,Wind blowing from the south,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,20.6,,,2500 or more  or no clouds.,,,22.0,2.9,No precipitation,12,,,,
02.02.2020 23:00,11.2,628.9,763.6,,57,Wind blowing from the north,1,,11,, ,,,4.2,20.6,,,,,,29.0,3.0,No precipitation,6,,,,
02.02.2020 20:00,14.1,628.0,763.5,0.9,45,Wind blowing from the south-southeast,2,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,20.6,,,1500-2000,,,28.0,2.4,No precipitation,12,,,,
02.02.2020 17:00,18.5,627.1,760.9,,31,Wind blowing from the west,4,,11,70 – 80%., ,,,4.2,20.6,,,1500-2000,,,29.0,1.1,No precipitation,6,,,,
02.02.2020 14:00,18.4,628.3,761.8,-1.5,33,Wind blowing from the south-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,20.1,,,2500 or more  or no clouds.,,,30.0,1.9,No precipitation,12,,,,
02.02.2020 11:00,10.7,629.8,764.9,,64,Wind blowing from the west-southwest,1,,3,no clouds, ,,,4.2,20.1,,,,,,13.0,4.2,No precipitation,6,,,,
02.02.2020 08:00,4.4,629.2,764.7,1.1,88,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,20.1,,,,,,12.0,2.6,No precipitation,12,,,,
02.02.2020 05:00,5.5,628.1,762.1,,81,Wind blowing from the south-west,1,,8,, ,,,5.5,20.1,,,,,,15.0,2.5,No precipitation,6,,,,
02.02.2020 02:00,7.9,628.7,762.2,,70,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,20.1,,,2500 or more  or no clouds.,,,25.0,2.8,No precipitation,12,,,,
01.02.2020 23:00,10.6,628.6,763.1,,58,Wind blowing from the south-east,2,,9,, ,,,6.4,20.1,,,,,,30.0,2.7,No precipitation,6,,,,
01.02.2020 20:00,14.6,627.7,762.4,,43,Wind blowing from the south-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,20.1,,,2500 or more  or no clouds.,,,22.0,2.2,No precipitation,12,,,,
01.02.2020 17:00,18.7,626.8,759.9,,34,Wind blowing from the north-west,3,,9,10%  or less  but not 0, ,,,6.4,20.1,,,1500-2000,,,30.0,2.5,No precipitation,6,,,,
01.02.2020 14:00,18.6,627.8,760.8,,34,Wind blowing from the west-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,18.6,,,2500 or more  or no clouds.,,,29.0,2.4,No precipitation,12,,,,
01.02.2020 11:00,12.0,629.3,763.9,,60,Wind blowing from the south-west,1,,5,60%., ,,,6.4,18.6,,,1500-2000,,,17.0,4.5,No precipitation,6,,,,
01.02.2020 08:00,6.5,628.3,763.6,,80,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,18.6,,,2500 or more  or no clouds.,,,16.0,3.3,No precipitation,12,,,,
01.02.2020 05:00,8.1,627.5,760.9,,76,Wind blowing from the south,1,,5,, ,,,6.6,18.6,,,,,,17.0,4.1,No precipitation,6,,,,
01.02.2020 02:00,9.2,627.7,762.1,,72,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,18.6,,,2500 or more  or no clouds.,,,17.0,4.4,No precipitation,12,,,,
31.01.2020 23:00,10.9,627.9,762.5,,62,Wind blowing from the south-east,3,,,, ,,,6.6,18.6,,,,,,25.0,3.9,No precipitation,6,,,,
31.01.2020 20:00,13.2,626.9,761.7,0.8,55,Wind blowing from the south-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,18.6,,,,,,24.0,4.4,Trace of precipitation,12,,,,
31.01.2020 17:00,17.8,626.1,759.1,,41,Wind blowing from the south-west,3,,7,40%., ,,,6.6,18.8,,,1500-2000,,,30.0,4.4,No precipitation,6,,,,
31.01.2020 14:00,13.2,627.6,761.5,-1.1,62,Wind blowing from the south,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,19.2,,,2500 or more  or no clouds.,,,17.0,6.1,No precipitation,12,,,,
31.01.2020 11:00,10.6,628.7,763.1,,64,Wind blowing from the west-southwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,19.2,,,1500-2000,,,14.0,4.1,No precipitation,6,,,,
31.01.2020 08:00,7.0,627.6,762.4,,75,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,19.2,,,2500 or more  or no clouds.,,,26.0,2.9,No precipitation,12,,,,
31.01.2020 05:00,8.4,626.8,759.8,,73,Wind blowing from the south-southwest,1,,9,, ,,,2.7,19.2,,,,,,26.0,3.7,No precipitation,6,,,,
31.01.2020 02:00,10.7,627.5,760.9,0.1,61,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,19.2,,,2500 or more  or no clouds.,,,30.0,3.5,No precipitation,12,,,,
30.01.2020 23:00,12.6,627.4,761.9,,53,Wind blowing from the south,3,,,, ,,,2.7,19.2,,,,,,30.0,3.3,No precipitation,6,,,,
30.01.2020 20:00,13.5,626.8,762.5,1.1,44,Wind blowing from the south-southwest,2,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,19.2,,,1500-2000,,,21.0,1.5,No precipitation,12,,,,
30.01.2020 17:00,18.7,625.7,759.6,,31,Wind blowing from the west-southwest,2,,7,40%., ,,,2.7,19.2,,,1500-2000,,,30.0,1.2,No precipitation,6,,,,
30.01.2020 14:00,15.4,627.6,762.2,-2.0,38,Wind blowing from the west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,17.1,,,1500-2000,,,29.0,1.2,No precipitation,12,,,,
30.01.2020 11:00,9.1,629.6,765.7,,69,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%, ,,,2.7,17.1,,,1500-2000,,,8.0,3.7,No precipitation,6,,,,
30.01.2020 08:00,2.8,628.9,765.6,,91,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,17.1,,,,,,10.0,1.5,No precipitation,12,,,,
30.01.2020 05:00,3.9,628.0,763.2,,85,Wind blowing from the south,1,,6,, ,,,3.1,17.1,,,,,,15.0,1.6,No precipitation,6,,,,
30.01.2020 02:00,5.8,629.0,764.2,-0.2,73,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,17.1,,,2500 or more  or no clouds.,,,21.0,1.3,No precipitation,12,,,,
29.01.2020 23:00,8.1,629.2,765.3,,63,Wind blowing from the south-east,2,,6,, ,,,3.1,17.1,,,,,,30.0,1.3,No precipitation,6,,,,
29.01.2020 20:00,11.6,627.7,763.9,,50,Wind blowing from the south,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,17.1,,,1500-2000,,,29.0,1.5,No precipitation,12,,,,
29.01.2020 17:00,15.6,626.7,761.4,,37,Wind blowing from the south,1,,5,50%., ,,,3.1,16.9,,,1500-2000,,,30.0,1.0,No precipitation,6,,,,
29.01.2020 14:00,14.6,628.1,762.8,-1.7,34,Wind blowing from the north-northwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,15.4,,,1500-2000,,,30.0,-1.1,No precipitation,12,,,,
29.01.2020 11:00,8.6,629.8,766.0,,65,Wind blowing from the west-southwest,1,,3,10%  or less  but not 0, ,,,3.1,15.4,,,1500-2000,,,23.0,2.4,No precipitation,6,,,,
29.01.2020 08:00,3.3,628.6,765.3,0.9,89,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,15.4,,,,,,13.0,1.7,No precipitation,12,,,,
29.01.2020 05:00,4.7,627.7,763.2,,78,Wind blowing from the south-southeast,1,,6,, ,,,4.7,15.4,,,,,,26.0,1.2,No precipitation,6,,,,
29.01.2020 02:00,6.9,628.0,762.9,0.1,70,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,15.4,,,2500 or more  or no clouds.,,,24.0,1.8,No precipitation,12,,,,
28.01.2020 23:00,8.1,627.9,763.2,,61,Wind blowing from the north-northwest,1,,6,, ,,,5.5,15.4,,,,,,30.0,1.0,No precipitation,6,,,,
28.01.2020 20:00,11.0,626.2,761.6,1.2,47,Wind blowing from the south,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,15.4,,,1500-2000,,,12.0,0.1,No precipitation,12,,,,
28.01.2020 17:00,13.6,625.0,759.2,,38,Wind blowing from the south-southwest,2,,6,, ,,,5.5,17.6,,,,,,30.0,-0.4,No precipitation,6,,,,
