Local time in Dunhua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 14:00,-14.2,718.8,771.1,0.0,33,Wind blowing from the north-west,4,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-10.2,,,600-1000,,,30.0,-27.0,No precipitation,12,,,,
04.02.2020 11:00,-13.6,718.8,770.8,,41,Wind blowing from the west,5,,11,20–30%., ,,,-22.9,-9.5,,,600-1000,,,30.0,-24.1,No precipitation,6,,,,
04.02.2020 08:00,-18.3,718.0,770.1,0.3,67,Wind blowing from the north,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-9.5,,,2500 or more  or no clouds.,,,6.0,-22.9,No precipitation,12,,,,
04.02.2020 05:00,-20.8,717.7,769.7,,66,Wind blowing from the south-southeast,0,,3,, ,,,-22.9,-9.5,,,,,,30.0,-25.5,No precipitation,6,,,,
04.02.2020 02:00,-22.4,718.9,770.8,,66,Wind blowing from the north-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-9.5,,,2500 or more  or no clouds.,,,30.0,-27.0,No precipitation,12,,,,
03.02.2020 20:00,-17.3,719.4,771.6,0.5,50,Wind blowing from the north-northwest,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-9.5,,,,,,26.0,-25.3,No precipitation,12,,,,
03.02.2020 17:00,-13.9,718.9,770.9,,44,Wind blowing from the south-west,2,,12,no clouds, ,,,-20.3,-9.5,,,,,,24.0,-23.6,No precipitation,6,,,,
03.02.2020 14:00,-10.5,717.7,769.1,-0.6,31,Wind blowing from the north-west,4,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-5.8,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
03.02.2020 11:00,-9.9,718.3,769.5,,30,Wind blowing from the west,3,,8,60%., ,,,-20.3,-5.8,,,2500 or more  or no clouds.,,,30.0,-24.2,No precipitation,6,,,,
03.02.2020 08:00,-18.2,719.0,770.8,,62,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-5.8,,,2500 or more  or no clouds.,,,6.0,-23.7,No precipitation,12,,,,
03.02.2020 05:00,-20.3,718.5,770.1,,68,Wind blowing from the west-southwest,1,,3,, ,,,-20.3,-5.8,,,,,,30.0,-24.7,No precipitation,6,,,,
03.02.2020 02:00,-19.0,718.9,770.1,,63,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-5.8,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
02.02.2020 20:00,-13.1,719.6,770.8,-0.1,46,Wind blowing from the north-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.8,,,,,,29.0,-22.3,No precipitation,12,,,,
02.02.2020 17:00,-10.1,719.7,770.7,,37,Wind blowing from the north-northwest,2,,7,90  or more  but not 100%, ,,,-14.5,-5.8,,,2500 or more  or no clouds.,,,28.0,-22.1,No precipitation,6,,,,
02.02.2020 14:00,-6.5,719.4,769.9,-1.3,24,Wind blowing from the south-southwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-4.7,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
02.02.2020 11:00,-7.6,720.7,771.4,,28,Wind blowing from the south-west,2,,6,40%., ,,,-14.5,-3.8,,,2500 or more  or no clouds.,,,26.0,-23.0,No precipitation,6,,,,
02.02.2020 08:00,-11.9,721.0,772.3,0.6,44,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,11.0,-21.7,No precipitation,12,,,,
02.02.2020 05:00,-13.9,720.4,771.5,,58,Wind blowing from the south-southwest,2,,6,, ,,,-20.9,-3.8,,,,,,30.0,-20.4,No precipitation,6,,,,
02.02.2020 02:00,-12.1,720.7,771.1,,66,Wind blowing from the south-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-3.8,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
01.02.2020 20:00,-13.9,721.0,772.9,0.9,75,Wind blowing from the north-west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-3.8,,,,,,7.0,-17.4,No precipitation,12,,,,
01.02.2020 17:00,-10.1,720.1,771.8,,58,Wind blowing from the west,1,,9,no clouds, ,,,-21.0,-3.8,,,,,,11.0,-16.8,No precipitation,6,,,,
01.02.2020 14:00,-4.8,718.2,769.1,0.2,45,Wind blowing from the south-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-3.8,,,,,,24.0,-14.9,No precipitation,12,,,,
01.02.2020 11:00,-6.1,718.0,769.0,,34,Wind blowing from the north-west,1,,3,no clouds, ,,,-21.0,-5.0,,,,,,8.0,-19.4,No precipitation,6,,,,
01.02.2020 08:00,-18.8,718.4,770.4,0.7,70,Wind blowing from the south-southwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,,,,1000-1500,,,4.4,-22.9,No precipitation,12,,,,
01.02.2020 05:00,-20.7,717.7,769.2,,74,Wind blowing from the south-west,1,,,, ,,,,,,,,,,12.0,-24.1,,,,,,
01.02.2020 02:00,-19.6,717.7,768.7,,73,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-5.0,,,2500 or more  or no clouds.,,,29.0,-23.2,No precipitation,12,,,,
31.01.2020 20:00,-15.6,717.7,769.9,1.0,69,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-5.0,,,,,,6.0,-20.0,No precipitation,12,,,,
31.01.2020 17:00,-9.5,716.7,768.2,,54,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,16.0,-17.1,,,,,,
31.01.2020 14:00,-5.4,716.7,767.5,-1.0,41,Wind blowing from the north-east,1,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-5.2,,,2500 or more  or no clouds.,,,22.0,-16.6,No precipitation,12,,,,
31.01.2020 11:00,-9.4,717.7,768.8,,50,Wind blowing from the east-southeast,1,,2,no clouds, ,,,-22.9,-6.1,,,,,,15.0,-17.9,No precipitation,6,,,,
31.01.2020 08:00,-20.8,718.3,770.5,0.6,74,Wind blowing from the south-southwest,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-6.1,,,,,,3.3,-24.2,No precipitation,12,,,,
31.01.2020 05:00,-21.3,717.7,769.3,,75,Wind blowing from the south-southwest,1,,4,, ,,,-21.3,-6.1,,,,,,9.0,-24.6,No precipitation,6,,,,
31.01.2020 02:00,-19.0,718.0,769.1,,76,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-6.1,,,2500 or more  or no clouds.,,,23.0,-22.2,No precipitation,12,,,,
30.01.2020 20:00,-15.7,718.2,770.2,0.6,72,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-6.1,,,,,,9.0,-19.6,No precipitation,12,,,,
30.01.2020 17:00,-9.0,717.6,769.0,,56,Wind blowing from the north-northwest,1,,5,no clouds, ,,,-20.6,-6.1,,,,,,11.0,-16.2,No precipitation,6,,,,
30.01.2020 14:00,-6.3,717.5,768.4,-1.2,48,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-2.5,,,,,,30.0,-15.5,No precipitation,12,,,,
30.01.2020 11:00,-7.9,718.7,769.6,,47,Wind blowing from the north-northeast,2,,4,no clouds, ,,,-20.6,-2.3,,,,,,30.0,-17.3,No precipitation,6,,,,
30.01.2020 08:00,-18.5,718.8,770.4,0.4,73,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-2.3,,,,,,12.0,-22.2,No precipitation,12,,,,
30.01.2020 05:00,-19.7,718.4,769.6,,76,Wind blowing from the south-southwest,2,,5,, ,,,-19.7,-2.3,,,,,,30.0,-22.9,No precipitation,6,,,,
30.01.2020 02:00,-17.8,718.9,769.5,,74,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-2.3,,,2500 or more  or no clouds.,,,20.0,-21.3,No precipitation,12,,,,
29.01.2020 20:00,-12.1,718.7,769.9,0.4,63,Wind blowing from the north-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-2.3,,,,,,11.0,-17.7,No precipitation,12,,,,
29.01.2020 17:00,-6.7,718.3,769.0,,49,Wind blowing from the north-northwest,1,,7,no clouds, ,,,-15.8,-2.3,,,,,,8.0,-15.7,No precipitation,6,,,,
29.01.2020 14:00,-2.6,717.7,767.9,-0.9,36,Wind blowing from the north-northeast,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-1.4,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,12,,,,
29.01.2020 11:00,-5.0,718.6,768.8,,38,Wind blowing from the north,3,,6,20–30%., ,,,-15.8,-1.4,,,2500 or more  or no clouds.,,,21.0,-17.1,No precipitation,6,,,,
29.01.2020 08:00,-14.0,719.0,769.9,0.2,72,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-1.4,,,2500 or more  or no clouds.,,,3.6,-18.0,No precipitation,12,,,,
29.01.2020 05:00,-15.3,718.8,769.3,,74,Wind blowing from the south-southwest,1,,4,, ,,,-15.6,-1.4,,,,,,29.0,-18.9,No precipitation,6,,,,
29.01.2020 02:00,-14.2,719.2,769.4,,72,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-1.4,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
28.01.2020 20:00,-9.2,719.2,770.2,0.2,66,Wind blowing from the north-northwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-1.4,,,,,,5.0,-14.4,No precipitation,12,,,,
28.01.2020 17:00,-4.1,719.0,769.5,,47,Wind blowing from the north-west,1,,3,100%., ,,,-15.2,-1.4,,,1000-1500,,,11.0,-13.8,No precipitation,6,,,,
28.01.2020 14:00,-1.6,718.9,769.1,-1.2,35,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-0.8,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
28.01.2020 11:00,-4.6,720.1,770.6,,48,Wind blowing from the north-northwest,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-0.8,,,,,,6.0,-14.0,No precipitation,6,,,,
28.01.2020 08:00,-13.8,720.6,771.7,0.2,74,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,,,,1000-1500,,,3.8,-17.4,No precipitation,12,,,,
28.01.2020 05:00,-15.0,720.4,771.2,,75,Calm  no wind,0,,,, ,,,-20.6,-0.8,,,,,,11.0,-18.5,No precipitation,6,,,,
28.01.2020 02:00,-14.6,721.0,771.4,,69,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-0.8,,,2500 or more  or no clouds.,,,17.0,-19.0,No precipitation,12,,,,
27.01.2020 20:00,-10.7,721.0,772.5,0.3,53,Wind blowing from the north-northwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-0.8,,,,,,11.0,-18.4,No precipitation,12,,,,
27.01.2020 17:00,-6.6,720.7,772.0,,43,Wind blowing from the north-northwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-0.8,,,,,,5.0,-17.1,No precipitation,6,,,,
27.01.2020 14:00,-1.5,721.1,771.8,-1.7,27,Wind blowing from the east-northeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-0.9,,,,,,24.0,-18.1,No precipitation,12,,,,
27.01.2020 11:00,-7.5,722.8,774.0,,39,Wind blowing from the north,1,,3,no clouds, ,,,-20.6,-0.9,,,,,,9.0,-19.1,No precipitation,6,,,,
27.01.2020 08:00,-17.2,724.0,775.9,0.0,71,Wind blowing from the south-southwest,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,,,,,,,6.0,-21.2,No precipitation,12,,,,
27.01.2020 05:00,-19.8,724.0,775.6,,73,Wind blowing from the south-southwest,1,,3,, ,,,-22.4,-0.9,,,,,,29.0,-23.4,No precipitation,6,,,,
27.01.2020 02:00,-18.1,724.9,775.9,,73,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-0.9,,,2500 or more  or no clouds.,,,24.0,-21.8,No precipitation,12,,,,
26.01.2020 20:00,-13.3,726.0,778.4,0.9,57,Wind blowing from the north-west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-0.9,,,,,,4.9,-20.0,No precipitation,12,,,,
26.01.2020 17:00,-6.3,725.1,776.8,,39,Wind blowing from the north-northeast,1,,,no clouds, ,,,-22.4,-0.9,,,,,,23.0,-18.0,No precipitation,6,,,,
26.01.2020 14:00,-2.1,725.5,776.8,-0.9,24,Wind blowing from the north,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-1.9,,,,,,29.0,-20.0,No precipitation,12,,,,
26.01.2020 11:00,-6.0,726.4,777.7,,30,Wind blowing from the south,1,,3,no clouds, ,,,-22.4,-6.0,,,,,,17.0,-20.8,No precipitation,6,,,,
26.01.2020 08:00,-19.9,726.4,778.8,0.9,67,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-7.1,,,,,,3.3,-24.5,No precipitation,12,,,,
26.01.2020 05:00,-21.1,725.5,777.7,,66,Wind blowing from the west,1,,3,, ,,,-25.5,-7.1,,,,,,30.0,-25.8,No precipitation,6,,,,
26.01.2020 02:00,-20.4,725.8,777.7,,65,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-7.1,,,2500 or more  or no clouds.,,,26.0,-25.3,No precipitation,12,,,,
