Local time in Linyi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.02.2020 05:00,-0.6,762.4,774.2,,88,Wind blowing from the west-northwest,1,,4,,Mist. ,,,,0.0,,,,,,5.0,-2.3,No precipitation,6,,,,
07.02.2020 02:00,-0.2,762.9,774.7,-0.4,86,Wind blowing from the south,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,0.0,,,2500 or more  or no clouds.,,,5.0,-2.3,No precipitation,12,,,,
06.02.2020 23:00,0.0,763.3,775.1,,84,Wind blowing from the south-east,1,,5,,Mist. ,,,-2.8,0.0,,,,,,6.0,-2.4,No precipitation,6,,,,
06.02.2020 20:00,0.0,763.5,775.3,0.6,83,Wind blowing from the south-east,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,0.0,,,2500 or more  or no clouds.,,,7.0,-2.5,1.0,12,,,,
06.02.2020 17:00,0.0,762.9,774.7,,81,Wind blowing from the east-southeast,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,0.9,,,2500 or more  or no clouds.,,,6.0,-2.9,0.3,6,,,,
06.02.2020 14:00,-1.1,763.0,774.7,-2.4,84,Wind blowing from the east-southeast,2,,,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Rain.,-2.8,1.3,,,2500 or more  or no clouds.,,,6.0,-3.5,2.0,12,,,,
06.02.2020 11:00,-2.3,765.4,777.3,,86,Wind blowing from the east,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-2.8,1.3,,,2500 or more  or no clouds.,,,2.3,-4.3,2.0,6,,,,
06.02.2020 08:00,-2.7,765.3,777.1,1.1,87,Wind blowing from the east,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,1.3,,,2500 or more  or no clouds.,,,1.9,-4.6,0.5,12,,,,
06.02.2020 05:00,-0.7,764.2,775.9,,64,Wind blowing from the east-southeast,3,,7,, ,,,-1.8,1.3,,,,,,23.0,-6.7,No precipitation,6,,,,
06.02.2020 02:00,-0.5,765.1,776.8,0.2,62,Wind blowing from the east-southeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,1.3,,,2500 or more  or no clouds.,,,22.0,-6.9,No precipitation,12,,,,
05.02.2020 23:00,-0.4,764.9,776.7,,61,Wind blowing from the east-southeast,3,,8,, ,,,-1.8,1.3,,,,,,26.0,-7.0,No precipitation,6,,,,
05.02.2020 20:00,0.0,764.8,776.6,1.0,61,Wind blowing from the east-southeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,3.2,,,2500 or more  or no clouds.,,,13.0,-6.8,No precipitation,12,,,,
05.02.2020 17:00,0.9,763.8,775.6,,56,Wind blowing from the east-southeast,4,,8,100%., ,,,-1.8,,,,2500 or more  or no clouds.,,,21.0,-7.1,No precipitation,6,,,,
05.02.2020 14:00,0.1,763.9,775.7,-1.1,39,Wind blowing from the east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,12,,,,
05.02.2020 11:00,-1.2,765.0,776.8,,29,Wind blowing from the east,4,,8,100%., ,,,-1.8,,,,1000-1500,,,30.0,-17.0,No precipitation,6,,,,
05.02.2020 08:00,-1.8,764.5,776.2,1.4,33,Wind blowing from the east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,9.6,,,1000-1500,,,30.0,-16.0,No precipitation,12,,,,
05.02.2020 05:00,-1.6,763.1,774.7,,52,Wind blowing from the east-southeast,4,,9,, ,,,-2.5,9.6,,,,,,20.0,-10.2,No precipitation,6,,,,
05.02.2020 02:00,-0.1,762.8,774.4,1.0,57,Wind blowing from the east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.6,,,2500 or more  or no clouds.,,,14.0,-7.8,No precipitation,12,,,,
04.02.2020 23:00,0.7,761.8,773.5,,72,Wind blowing from the east-southeast,2,,9,,Mist. ,,,-2.5,9.6,,,,,,5.0,-3.8,No precipitation,6,,,,
04.02.2020 20:00,3.2,759.9,771.5,2.4,71,Wind blowing from the east-southeast,3,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.6,,,2500 or more  or no clouds.,,,2.7,-1.7,No precipitation,12,,,,
04.02.2020 17:00,8.9,757.5,769.0,,58,Wind blowing from the east-southeast,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.6,,,2500 or more  or no clouds.,,,4.8,1.1,No precipitation,6,,,,
04.02.2020 14:00,9.3,757.1,768.6,-1.5,54,Wind blowing from the east,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.3,,,2500 or more  or no clouds.,,,5.0,0.5,No precipitation,12,,,,
04.02.2020 11:00,4.0,758.6,770.2,,68,Wind blowing from the south-east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,7.4,,,,,,5.0,-1.4,No precipitation,6,,,,
04.02.2020 08:00,-1.1,758.5,770.2,0.5,83,Wind blowing from the east-southeast,1,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,7.4,,,2500 or more  or no clouds.,,,4.3,-3.6,No precipitation,12,,,,
04.02.2020 05:00,-2.3,758.0,769.6,,85,Calm  no wind,0,,,,Mist. ,,,-2.5,7.4,,,,,,5.0,-4.5,No precipitation,6,,,,
04.02.2020 02:00,-0.2,759.0,770.5,-0.7,78,Wind blowing from the east-southeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,7.4,,,2500 or more  or no clouds.,,,6.0,-3.6,No precipitation,12,,,,
03.02.2020 23:00,1.4,759.7,771.3,,69,Wind blowing from the south-east,2,,5,,Mist. ,,,-2.5,7.4,,,,,,7.0,-3.7,No precipitation,6,,,,
03.02.2020 20:00,2.9,759.5,771.1,0.0,43,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,7.4,,,,,,12.0,-8.7,No precipitation,12,,,,
03.02.2020 17:00,6.3,759.5,771.1,,27,Wind blowing from the south,2,,5,no clouds, ,,,-2.5,9.7,,,,,,16.0,-11.3,No precipitation,6,,,,
03.02.2020 14:00,6.4,760.4,772.0,-2.8,27,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,11.7,,,,,,19.0,-11.2,No precipitation,12,,,,
03.02.2020 11:00,3.3,763.2,774.8,,40,Wind blowing from the east,3,,,no clouds, ,,,-2.5,11.7,,,,,,18.0,-9.3,No precipitation,6,,,,
03.02.2020 08:00,-0.9,762.9,774.5,,67,Wind blowing from the east-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,11.7,,,,,,4.7,-6.4,No precipitation,12,,,,
03.02.2020 05:00,-1.5,761.7,773.2,,79,Wind blowing from the east-southeast,1,,,,Mist. ,,,-1.5,11.7,,,,,,3.2,-4.7,No precipitation,6,,,,
03.02.2020 02:00,0.7,761.5,772.9,0.9,73,Wind blowing from the south-east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,11.7,,,2500 or more  or no clouds.,,,2.8,-3.6,No precipitation,12,,,,
02.02.2020 23:00,3.2,760.6,772.1,,68,Wind blowing from the north-east,1,,6,,Mist. ,,,-0.4,11.7,,,,,,2.3,-2.3,No precipitation,6,,,,
02.02.2020 20:00,5.9,759.2,770.8,1.9,59,Wind blowing from the north-northwest,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,11.7,,,1000-1500,,,3.0,-1.7,No precipitation,12,,,,
02.02.2020 17:00,9.7,757.3,768.8,,38,Wind blowing from the north-west,3,,6,90  or more  but not 100%, ,,,-0.4,11.7,,,1000-1500,,,8.0,-3.9,No precipitation,6,,,,
02.02.2020 14:00,11.1,757.0,768.4,-2.3,37,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,11.1,,,1000-1500,,,8.0,-3.0,No precipitation,12,,,,
02.02.2020 11:00,7.7,759.3,770.7,,57,Wind blowing from the east-northeast,1,,2,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,10.4,,,2500 or more  or no clouds.,,,4.1,-0.3,No precipitation,6,,,,
02.02.2020 08:00,0.0,759.7,771.3,0.4,75,Wind blowing from the south-west,0,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,10.4,,,2500 or more  or no clouds.,,,3.1,-3.9,No precipitation,12,,,,
02.02.2020 05:00,0.6,759.3,770.8,,65,Wind blowing from the south-east,1,,3,,Haze. ,,,-2.3,10.4,,,,,,7.0,-5.4,No precipitation,6,,,,
02.02.2020 02:00,1.7,760.1,771.6,0.3,64,Wind blowing from the south,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,10.4,,,2500 or more  or no clouds.,,,4.3,-4.4,No precipitation,12,,,,
01.02.2020 23:00,4.3,759.8,771.3,,50,Wind blowing from the east,1,,,,Haze. ,,,-2.3,10.4,,,,,,4.8,-5.2,No precipitation,6,,,,
01.02.2020 20:00,6.3,759.4,771.1,0.7,48,Wind blowing from the south-east,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,10.4,,,,,,4.0,-3.9,No precipitation,12,,,,
01.02.2020 17:00,9.2,758.7,770.2,,43,Wind blowing from the south-east,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,10.4,,,2500 or more  or no clouds.,,,4.3,-2.7,No precipitation,6,,,,
01.02.2020 14:00,10.0,758.5,770.0,-1.8,41,Wind blowing from the east-southeast,2,,5,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,11.7,,,2500 or more  or no clouds.,,,4.1,-2.6,No precipitation,12,,,,
01.02.2020 11:00,7.4,760.3,771.8,,54,Wind blowing from the south-east,2,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,11.7,,,2500 or more  or no clouds.,,,4.1,-1.5,No precipitation,6,,,,
01.02.2020 08:00,-1.6,759.8,771.4,1.4,90,Wind blowing from the north,0,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,11.7,,,2500 or more  or no clouds.,,,1.7,-3.0,No precipitation,12,,,,
01.02.2020 05:00,-1.2,758.4,769.9,,87,Wind blowing from the south-southwest,1,,4,,Mist. ,,,-4.3,11.7,,,,,,2.9,-3.1,No precipitation,6,,,,
01.02.2020 02:00,0.6,758.2,769.6,0.0,77,Wind blowing from the north-northwest,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,11.7,,,2500 or more  or no clouds.,,,3.5,-3.1,No precipitation,12,,,,
31.01.2020 23:00,1.1,758.2,769.7,,74,Wind blowing from the south-southwest,1,,6,,Mist. ,,,-4.3,11.7,,,,,,3.6,-3.0,No precipitation,6,,,,
31.01.2020 20:00,5.1,757.6,769.2,1.4,53,Wind blowing from the south-east,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,11.7,,,,,,4.9,-3.9,No precipitation,12,,,,
31.01.2020 17:00,9.7,756.2,767.7,,34,Wind blowing from the west,2,,6,no clouds, ,,,-4.3,11.7,,,,,,7.0,-5.4,No precipitation,6,,,,
31.01.2020 14:00,11.1,756.5,768.0,-2.1,28,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,11.1,,,,,,9.0,-6.7,No precipitation,12,,,,
31.01.2020 11:00,6.9,758.6,770.2,,33,Wind blowing from the south-east,1,,2,no clouds, ,,,-4.3,7.4,,,,,,10.0,-8.3,No precipitation,6,,,,
31.01.2020 08:00,-3.0,758.4,770.1,0.7,79,Wind blowing from the south-east,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,7.4,,,,,,5.0,-6.1,No precipitation,12,,,,
31.01.2020 05:00,-3.7,757.7,769.3,,82,Wind blowing from the south-west,1,,5,, ,,,-3.9,7.4,,,,,,7.0,-6.3,No precipitation,6,,,,
31.01.2020 02:00,-3.0,757.9,769.5,-0.3,78,Wind blowing from the south-west,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,7.4,,,2500 or more  or no clouds.,,,7.0,-6.3,No precipitation,12,,,,
30.01.2020 23:00,-0.7,758.2,769.8,,61,Wind blowing from the south-east,1,,9,, ,,,-1.0,7.4,,,,,,9.0,-7.3,No precipitation,6,,,,
30.01.2020 20:00,2.7,757.6,769.3,0.7,39,Wind blowing from the west-northwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,7.4,,,,,,11.0,-9.9,No precipitation,12,,,,
30.01.2020 17:00,6.4,756.9,768.4,,27,Wind blowing from the north-west,3,,9,no clouds, ,,,-1.0,7.4,,,,,,20.0,-11.2,No precipitation,6,,,,
30.01.2020 14:00,6.8,756.6,768.1,-1.5,26,Wind blowing from the north-west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,7.0,,,,,,21.0,-11.4,No precipitation,12,,,,
30.01.2020 11:00,3.8,758.1,769.6,,40,Wind blowing from the north-west,3,,7,no clouds, ,,,-1.0,5.8,,,,,,10.0,-8.6,No precipitation,6,,,,
30.01.2020 08:00,-0.9,757.8,769.4,1.1,76,Wind blowing from the west-northwest,2,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,5.8,,,,,,2.4,-4.6,No precipitation,12,,,,
30.01.2020 05:00,-0.4,756.7,768.2,,74,Wind blowing from the west-northwest,3,,6,,Mist. ,,,-0.8,5.8,,,,,,3.0,-4.6,No precipitation,6,,,,
30.01.2020 02:00,0.0,757.2,768.7,-0.3,73,Wind blowing from the west-northwest,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,5.8,,,2500 or more  or no clouds.,,,2.7,-4.4,No precipitation,12,,,,
29.01.2020 23:00,0.7,757.5,769.0,,69,Wind blowing from the north-west,1,,9,,Mist. ,,,-0.7,5.8,,,,,,4.1,-4.5,No precipitation,6,,,,
29.01.2020 20:00,2.0,757.2,768.8,0.8,63,Wind blowing from the north-west,1,,9,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,5.8,,,2500 or more  or no clouds.,,,4.5,-4.3,No precipitation,12,,,,
29.01.2020 17:00,4.6,756.4,767.9,,51,Wind blowing from the north-northwest,3,,9,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,6.1,,,1000-1500,,,6.0,-4.7,No precipitation,6,,,,
29.01.2020 14:00,5.2,756.3,767.8,-1.1,53,Wind blowing from the north-northwest,3,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,7.7,,,2500 or more  or no clouds.,,,3.3,-3.6,No precipitation,12,,,,
29.01.2020 11:00,4.4,757.4,769.0,,57,Wind blowing from the west-northwest,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,7.7,,,,,,3.1,-3.4,No precipitation,6,,,,
29.01.2020 08:00,-0.5,757.5,769.0,0.6,80,Wind blowing from the west-northwest,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,7.7,,,,,,1.5,-3.5,No precipitation,12,,,,
29.01.2020 05:00,0.0,756.9,768.4,,80,Wind blowing from the west-northwest,3,,6,,Mist. ,,,-1.3,7.7,,,,,,1.7,-3.0,No precipitation,6,,,,
29.01.2020 02:00,0.9,757.3,768.8,0.0,73,Wind blowing from the north-west,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.7,,,2500 or more  or no clouds.,,,2.4,-3.4,No precipitation,12,,,,
28.01.2020 23:00,2.2,757.3,768.9,,63,Wind blowing from the west-northwest,2,,5,,Haze. ,,,-1.3,7.7,,,,,,3.7,-4.3,No precipitation,6,,,,
28.01.2020 20:00,4.8,756.8,768.4,1.3,51,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.7,,,1000-1500,,,4.9,-4.7,No precipitation,12,,,,
