Local time in Kunming,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 05:00,1.0,607.5,760.5,,93,Wind blowing from the east,0,,7,, ,,,0.6,18.5,,,,,,20.0,0.0,No precipitation,6,,,,
05.02.2020 02:00,2.4,608.9,762.4,-0.1,91,Wind blowing from the north,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,18.5,,,2500 or more  or no clouds.,,,19.0,1.1,No precipitation,12,,,,
04.02.2020 23:00,6.2,609.0,763.5,,65,Wind blowing from the west-northwest,1,,11,, ,,,0.6,18.5,,,,,,29.0,0.1,No precipitation,6,,,,
04.02.2020 20:00,13.0,608.0,762.8,1.2,31,Wind blowing from the south-southwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,18.5,,,,,,30.0,-3.7,No precipitation,12,,,,
04.02.2020 17:00,18.0,606.8,759.6,,23,Wind blowing from the south-west,4,,,no clouds, ,,,0.6,18.5,,,,,,30.0,-3.4,No precipitation,6,,,,
04.02.2020 14:00,16.3,608.4,761.3,-2.1,36,Wind blowing from the south-southeast,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,17.5,,,600-1000,,,25.0,1.2,No precipitation,12,,,,
04.02.2020 11:00,9.3,610.5,764.8,,71,Wind blowing from the west-northwest,3,,4,no clouds, ,,,0.6,17.5,,,,,,8.0,4.3,No precipitation,6,,,,
04.02.2020 08:00,0.7,609.5,764.8,0.9,95,Wind blowing from the north-east,0,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,17.5,,,600-1000,,,8.0,0.0,No precipitation,12,,,,
04.02.2020 05:00,1.2,608.6,762.2,,91,Wind blowing from the east,0,,10,, ,,,1.2,17.5,,,,,,10.0,-0.1,No precipitation,6,,,,
04.02.2020 02:00,3.9,609.0,762.1,-0.1,79,Wind blowing from the south-southwest,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,17.5,,,2500 or more  or no clouds.,,,23.0,0.6,No precipitation,12,,,,
03.02.2020 23:00,8.2,609.1,761.9,,61,Wind blowing from the west,1,,11,, ,,,1.2,17.5,,,,,,28.0,1.1,No precipitation,6,,,,
03.02.2020 20:00,12.5,608.2,763.0,1.1,37,Wind blowing from the south-west,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,17.5,,,600-1000,,,30.0,-1.8,No precipitation,12,,,,
03.02.2020 17:00,16.8,607.1,760.0,,25,Wind blowing from the south-west,5,,,40%., ,,,1.2,17.5,,,600-1000,,,30.0,-3.3,No precipitation,6,,,,
03.02.2020 14:00,16.1,607.9,759.8,-2.5,28,Wind blowing from the south-west,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,18.1,,,600-1000,,,30.0,-2.4,No precipitation,12,,,,
03.02.2020 11:00,13.1,610.4,763.9,,39,Wind blowing from the south-west,4,,8,20–30%., ,,,1.2,18.1,,,600-1000,,,27.0,-0.5,No precipitation,6,,,,
03.02.2020 08:00,1.4,609.3,764.2,0.8,94,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,18.1,,,,,,12.0,0.5,No precipitation,12,,,,
03.02.2020 05:00,2.5,608.5,761.9,,90,Wind blowing from the north,1,,10,, ,,,2.5,18.1,,,,,,12.0,1.0,No precipitation,6,,,,
03.02.2020 02:00,7.1,609.1,761.1,-0.3,72,Wind blowing from the west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,18.1,,,2500 or more  or no clouds.,,,18.0,2.4,No precipitation,12,,,,
02.02.2020 23:00,7.1,609.4,762.5,,72,Wind blowing from the west-southwest,2,,11,, ,,,2.7,18.1,,,,,,21.0,2.4,No precipitation,6,,,,
02.02.2020 20:00,12.9,608.5,762.0,1.3,42,Wind blowing from the south-west,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,18.1,,,,,,30.0,0.3,No precipitation,12,,,,
02.02.2020 17:00,16.2,607.2,758.9,,30,Wind blowing from the west-southwest,5,,11,20–30%., ,,,2.7,18.1,,,600-1000,,,30.0,-1.4,No precipitation,6,,,,
02.02.2020 14:00,17.0,608.1,760.2,-2.4,32,Wind blowing from the south-west,4,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,17.0,,,600-1000,,,27.0,0.2,No precipitation,12,,,,
02.02.2020 11:00,13.0,610.5,763.4,,50,Wind blowing from the south,2,,5,20–30%., ,,,2.7,16.3,,,600-1000,,,17.0,2.8,No precipitation,6,,,,
02.02.2020 08:00,5.2,609.7,763.9,1.2,79,Wind blowing from the west-northwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,16.3,,,,,,13.0,1.9,No precipitation,12,,,,
02.02.2020 05:00,7.0,608.5,760.9,,72,Wind blowing from the west-northwest,1,,12,, ,,,2.0,16.3,,,,,,11.0,2.3,No precipitation,6,,,,
02.02.2020 02:00,5.8,608.8,761.4,0.0,74,Wind blowing from the south-west,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,16.3,,,2500 or more  or no clouds.,,,15.0,1.5,No precipitation,12,,,,
01.02.2020 23:00,9.0,608.8,761.5,,59,Wind blowing from the west-southwest,2,,13,, ,,,2.0,16.3,,,,,,24.0,1.4,No precipitation,6,,,,
01.02.2020 20:00,11.9,607.6,762.2,0.7,43,Wind blowing from the south-west,3,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,16.3,,,600-1000,,,30.0,-0.3,No precipitation,12,,,,
01.02.2020 17:00,15.0,606.9,759.3,,34,Wind blowing from the west,7,,,20–30%., ,,,2.0,16.3,,,600-1000,,,30.0,-0.7,No precipitation,6,,,,
01.02.2020 14:00,16.1,607.6,759.1,-1.8,33,Wind blowing from the south-west,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,16.1,,,600-1000,,,30.0,-0.2,No precipitation,12,,,,
01.02.2020 11:00,12.2,609.4,762.5,,57,Wind blowing from the south-west,4,,9,70 – 80%., ,,,2.0,15.7,,,600-1000,,,14.0,3.9,No precipitation,6,,,,
01.02.2020 08:00,2.2,608.7,763.6,0.8,95,Wind blowing from the north,0,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,15.7,,,,,,2.6,1.5,No precipitation,12,,,,
01.02.2020 05:00,5.7,607.9,761.0,,88,Wind blowing from the south-west,1,,,,Mist. ,,,5.7,15.7,,,,,,6.0,3.9,No precipitation,6,,,,
01.02.2020 02:00,8.2,608.4,760.6,-0.3,77,Wind blowing from the west-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,15.7,,,2500 or more  or no clouds.,,,14.0,4.4,No precipitation,12,,,,
31.01.2020 23:00,8.1,608.7,761.8,,75,Wind blowing from the south-west,1,,14,, ,,,5.7,15.7,,,,,,17.0,3.8,No precipitation,6,,,,
31.01.2020 20:00,11.4,607.6,761.2,0.9,56,Wind blowing from the south-southwest,3,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,15.7,,,600-1000,,,26.0,2.9,No precipitation,12,,,,
31.01.2020 17:00,13.5,606.7,758.9,,45,Wind blowing from the west-southwest,5,,14,70 – 80%., ,,,5.7,15.7,,,600-1000,,,30.0,1.8,No precipitation,6,,,,
31.01.2020 14:00,14.3,607.3,759.4,-1.8,39,Wind blowing from the west-southwest,5,,14,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,14.5,,,600-1000,,,27.0,0.5,No precipitation,12,,,,
31.01.2020 11:00,11.5,609.1,762.9,,54,Wind blowing from the south-west,5,,9,10%  or less  but not 0, ,,,5.7,13.7,,,600-1000,,,20.0,2.3,No precipitation,6,,,,
31.01.2020 08:00,5.8,608.0,762.2,0.8,87,Wind blowing from the west-southwest,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,13.7,,,600-1000,,,11.0,3.8,No precipitation,12,,,,
31.01.2020 05:00,7.5,607.2,760.0,,79,Wind blowing from the south-west,3,,9,, ,,,5.4,13.7,,,,,,17.0,4.1,No precipitation,6,,,,
31.01.2020 02:00,7.7,607.8,761.3,-0.3,76,Wind blowing from the south-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,13.7,,,2500 or more  or no clouds.,,,15.0,3.7,No precipitation,12,,,,
30.01.2020 23:00,6.3,608.1,763.0,,77,Wind blowing from the south-west,1,,9,, ,,,5.4,13.7,,,,,,16.0,2.6,No precipitation,6,,,,
30.01.2020 20:00,9.7,607.5,761.6,0.9,54,Wind blowing from the south-west,3,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,13.7,,,600-1000,,,26.0,0.8,Trace of precipitation,12,,,,
30.01.2020 17:00,12.0,606.6,759.7,,43,Wind blowing from the west-southwest,4,,9,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,13.7,,,600-1000,,,29.0,-0.2,No precipitation,6,,,,
30.01.2020 14:00,9.8,608.3,762.4,-2.4,64,Wind blowing from the south-southeast,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,10.2,,,600-1000,,,14.0,3.3,No precipitation,12,,,,
30.01.2020 11:00,7.2,610.7,766.2,,77,Wind blowing from the south-southeast,3,,6,, ,,,5.4,8.1,,,,,,11.0,3.4,No precipitation,6,,,,
30.01.2020 08:00,5.7,610.0,765.7,0.6,87,Wind blowing from the south,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,600-1000,,,9.0,3.7,No precipitation,12,,,,
30.01.2020 05:00,5.9,609.4,764.7,,84,Wind blowing from the south,3,,6,, ,,,5.1,8.1,,,,,,11.0,3.4,No precipitation,6,,,,
30.01.2020 02:00,6.2,610.4,765.8,-0.2,77,Wind blowing from the south-southeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,8.1,,,2500 or more  or no clouds.,,,17.0,2.5,No precipitation,12,,,,
29.01.2020 23:00,6.3,610.6,766.6,,79,Wind blowing from the south-east,2,,6,, ,,,5.1,8.1,,,,,,17.0,2.8,No precipitation,6,,,,
29.01.2020 20:00,6.4,610.0,765.7,0.9,81,Wind blowing from the south,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,8.8,,,600-1000,,,17.0,3.4,Trace of precipitation,12,,,,
29.01.2020 17:00,7.4,609.1,763.9,,72,Wind blowing from the south,3,,6,90  or more  but not 100%, ,,,5.1,9.9,,,,,,27.0,2.7,No precipitation,6,,,,
29.01.2020 14:00,7.5,610.2,765.6,-1.4,67,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,600-1000,,,30.0,1.8,No precipitation,12,,,,
29.01.2020 11:00,5.3,611.6,767.8,,78,Wind blowing from the east-southeast,3,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,600-1000,,,21.0,1.8,No precipitation,6,,,,
29.01.2020 08:00,5.7,610.0,765.1,1.2,78,Wind blowing from the east,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,11.7,,,600-1000,,,17.0,2.2,No precipitation,12,,,,
29.01.2020 05:00,7.3,608.8,762.8,,79,Wind blowing from the east,3,,,, ,,,1.0,11.7,,,,,,9.0,3.9,No precipitation,6,,,,
29.01.2020 02:00,5.9,609.0,762.8,0.2,81,Wind blowing from the south-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,11.7,,,2500 or more  or no clouds.,,,21.0,2.9,No precipitation,12,,,,
28.01.2020 23:00,6.9,608.8,762.8,,76,Wind blowing from the west-southwest,1,,9,, ,,,1.0,11.7,,,,,,22.0,3.0,No precipitation,6,,,,
28.01.2020 20:00,8.8,607.3,762.7,1.3,59,Wind blowing from the south-west,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,11.7,,,600-1000,,,25.0,1.2,No precipitation,12,,,,
28.01.2020 17:00,9.7,606.0,760.9,,58,Wind blowing from the south-west,3,,9,100%., ,,,1.0,13.9,,,600-1000,,,21.0,1.8,No precipitation,6,,,,
28.01.2020 14:00,11.7,606.1,759.9,-1.5,44,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,14.5,,,2500 or more  or no clouds.,,,28.0,-0.1,No precipitation,12,,,,
28.01.2020 11:00,9.9,607.6,761.1,,64,Wind blowing from the south-southwest,1,,4,40%., ,,,1.0,14.5,,,600-1000,,,21.0,3.4,No precipitation,6,,,,
28.01.2020 08:00,2.3,606.7,761.3,0.9,96,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,14.5,,,2500 or more  or no clouds.,,,9.0,1.7,No precipitation,12,,,,
28.01.2020 05:00,1.8,605.8,759.4,,93,Wind blowing from the west-southwest,0,,8,, ,,,-1.3,14.5,,,,,,7.0,0.8,No precipitation,6,,,,
28.01.2020 02:00,3.8,606.4,759.5,0.4,92,Wind blowing from the west-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,14.5,,,2500 or more  or no clouds.,,,16.0,2.6,No precipitation,12,,,,
27.01.2020 23:00,7.9,606.0,759.4,,65,Wind blowing from the west-southwest,2,,9,, ,,,-1.3,14.5,,,,,,25.0,1.7,No precipitation,6,,,,
27.01.2020 20:00,10.7,604.7,759.9,1.4,46,Wind blowing from the south-southwest,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,14.5,,,600-1000,,,30.0,-0.7,No precipitation,12,,,,
27.01.2020 17:00,13.9,603.3,757.0,,36,Wind blowing from the south-southwest,4,,9,, ,,,-1.3,14.5,,,,,,30.0,-0.9,No precipitation,6,,,,
27.01.2020 14:00,13.9,604.6,758.5,-2.5,36,Wind blowing from the south-west,4,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,14.3,,,600-1000,,,28.0,-0.9,No precipitation,12,,,,
27.01.2020 11:00,8.4,607.1,762.5,,69,Wind blowing from the south,1,,4,70 – 80%., ,,,-1.3,11.0,,,600-1000,,,15.0,3.0,No precipitation,6,,,,
27.01.2020 08:00,-1.0,606.3,763.3,0.5,94,Wind blowing from the north-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,11.0,,,600-1000,,,7.0,-1.8,No precipitation,12,,,,
27.01.2020 05:00,-0.6,605.8,761.1,,93,Wind blowing from the south-west,1,,7,, ,,,-0.8,11.0,,,,,,12.0,-1.6,No precipitation,6,,,,
27.01.2020 02:00,-0.2,606.6,762.4,-0.4,93,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,11.0,,,2500 or more  or no clouds.,,,18.0,-1.2,No precipitation,12,,,,
26.01.2020 23:00,2.4,607.0,763.1,,87,Wind blowing from the west-southwest,1,,7,, ,,,2.0,11.0,,,,,,21.0,0.5,No precipitation,6,,,,
