Local time in Dongtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 02:00,1.8,774.5,775.0,-0.2,78,Wind blowing from the east-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,6.5,,,2500 or more  or no clouds.,,,26.0,-1.6,No precipitation,12,,,,
05.02.2020 23:00,2.1,774.7,775.1,,76,Wind blowing from the east-northeast,3,,,, ,,,1.3,6.5,,,,,,29.0,-1.7,No precipitation,6,,,,
05.02.2020 20:00,3.7,775.3,775.7,1.4,70,Wind blowing from the east-northeast,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,7.0,,,2500 or more  or no clouds.,,,25.0,-1.3,No precipitation,12,,,,
05.02.2020 17:00,4.5,773.9,774.4,,68,Wind blowing from the east-northeast,5,,11,100%., ,,,1.3,11.2,,,600-1000,,,24.0,-0.9,No precipitation,6,,,,
05.02.2020 14:00,5.9,773.5,773.9,-0.9,71,Wind blowing from the east-northeast,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,12.5,,,600-1000,,,16.0,0.9,No precipitation,12,,,,
05.02.2020 11:00,6.2,774.4,774.8,,69,Wind blowing from the east-northeast,5,,11,100%., ,,,1.3,12.5,,,600-1000,,,15.0,0.9,No precipitation,6,,,,
05.02.2020 08:00,4.4,773.4,773.8,1.6,92,Wind blowing from the north-east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,12.5,,,600-1000,,,8.0,3.2,No precipitation,12,,,,
05.02.2020 05:00,3.2,771.8,772.3,,100,Wind blowing from the north-east,3,,6,, ,,,1.3,12.5,,,,,,8.0,3.2,No precipitation,6,,,,
05.02.2020 02:00,1.3,771.2,771.7,0.5,96,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.5,,,2500 or more  or no clouds.,,,6.0,0.7,No precipitation,12,,,,
04.02.2020 23:00,5.1,770.7,771.1,,68,Wind blowing from the east-southeast,2,,,, ,,,1.1,12.5,,,,,,11.0,-0.3,No precipitation,6,,,,
04.02.2020 20:00,7.0,769.6,770.0,1.4,49,Wind blowing from the east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.5,,,,,,17.0,-3.0,No precipitation,12,,,,
04.02.2020 17:00,11.2,768.2,768.7,,41,Wind blowing from the east-southeast,1,,,no clouds, ,,,1.1,12.5,,,,,,12.0,-1.6,No precipitation,6,,,,
04.02.2020 14:00,12.1,768.3,768.7,-1.8,36,Wind blowing from the south-southeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.3,,,,,,13.0,-2.5,No precipitation,12,,,,
04.02.2020 11:00,9.3,770.1,770.5,,56,Wind blowing from the south-east,2,,6,no clouds, ,,,1.1,9.3,,,,,,15.0,1.0,No precipitation,6,,,,
04.02.2020 08:00,3.9,770.2,770.6,0.5,77,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,,,,,,,15.0,0.1,No precipitation,12,,,,
04.02.2020 05:00,2.1,769.7,770.2,,83,Wind blowing from the south-east,2,,6,, ,,,1.1,9.3,,,,,,17.0,-0.5,No precipitation,6,,,,
04.02.2020 02:00,1.7,770.4,770.8,-1.2,84,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,9.3,,,2500 or more  or no clouds.,,,17.0,-0.7,No precipitation,12,,,,
03.02.2020 23:00,2.3,771.6,772.0,,77,Wind blowing from the east-southeast,1,,,, ,,,2.3,9.3,,,,,,14.0,-1.3,No precipitation,6,,,,
03.02.2020 20:00,3.7,771.7,772.1,0.5,70,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,9.3,,,2500 or more  or no clouds.,,,18.0,-1.3,No precipitation,12,,,,
03.02.2020 17:00,6.7,771.2,771.7,,60,Wind blowing from the east-northeast,3,,9,90  or more  but not 100%, ,,,2.6,10.9,,,,,,17.0,-0.7,No precipitation,6,,,,
03.02.2020 14:00,8.9,771.2,771.7,-2.0,50,Wind blowing from the north-east,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,12.8,,,,,,17.0,-1.0,No precipitation,12,,,,
03.02.2020 11:00,7.8,773.2,773.6,,60,Wind blowing from the north-east,4,,9,no clouds, ,,,2.6,12.8,,,,,,12.0,0.5,No precipitation,6,,,,
03.02.2020 08:00,4.1,772.3,772.8,1.6,86,Wind blowing from the north-northeast,4,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,,,,,,,6.0,2.0,No precipitation,12,,,,
03.02.2020 05:00,4.8,770.7,771.1,,100,Wind blowing from the north-northeast,3,,7,,Mist. ,,,2.6,12.8,,,,,,2.2,4.8,No precipitation,6,,,,
03.02.2020 02:00,3.0,770.2,770.6,0.3,100,Wind blowing from the north-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,12.8,,,2500 or more  or no clouds.,,,3.3,3.0,No precipitation,12,,,,
02.02.2020 23:00,3.5,769.9,770.4,,88,Wind blowing from the east,0,,,,Mist. ,,,1.2,12.8,,,,,,7.0,1.7,No precipitation,6,,,,
02.02.2020 20:00,6.6,769.3,769.7,1.5,65,Wind blowing from the south-east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,12.8,,,2500 or more  or no clouds.,,,8.0,0.5,No precipitation,12,,,,
02.02.2020 17:00,10.9,767.8,768.3,,40,Calm  no wind,0,,,70 – 80%., ,,,1.2,12.8,,,2500 or more  or no clouds.,,,17.0,-2.2,No precipitation,6,,,,
02.02.2020 14:00,12.7,768.3,768.7,-2.2,31,Wind blowing from the south-east,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,12.7,,,2500 or more  or no clouds.,,,12.0,-4.0,No precipitation,12,,,,
02.02.2020 11:00,10.2,770.5,770.9,,41,Wind blowing from the south-east,3,,5,60%., ,,,1.2,12.3,,,2500 or more  or no clouds.,,,11.0,-2.5,No precipitation,6,,,,
02.02.2020 08:00,4.8,770.6,771.1,0.8,61,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,12.3,,,,,,8.0,-2.1,No precipitation,12,,,,
02.02.2020 05:00,3.5,769.8,770.2,,68,Wind blowing from the north-east,1,,5,, ,,,-2.6,12.3,,,,,,9.0,-2.0,No precipitation,6,,,,
02.02.2020 02:00,1.9,770.5,770.9,0.0,89,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,12.3,,,2500 or more  or no clouds.,,,5.0,0.3,No precipitation,12,,,,
01.02.2020 23:00,4.3,770.5,770.9,,68,Wind blowing from the east-southeast,2,,,,Haze. ,,,-2.6,12.3,,,,,,7.0,-1.1,No precipitation,6,,,,
01.02.2020 20:00,6.5,770.6,771.1,1.2,53,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,12.3,,,2500 or more  or no clouds.,,,8.0,-2.6,No precipitation,12,,,,
01.02.2020 17:00,10.5,769.4,769.9,,40,Wind blowing from the north,1,,4,90  or more  but not 100%, ,,,-2.6,12.3,,,,,,9.0,-2.5,No precipitation,6,,,,
01.02.2020 14:00,12.2,769.3,769.7,-1.7,31,Wind blowing from the south-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,12.2,,,2500 or more  or no clouds.,,,10.0,-4.4,No precipitation,12,,,,
01.02.2020 11:00,9.0,771.0,771.4,,44,Wind blowing from the south-west,2,,3,10%  or less  but not 0, ,,,-2.6,9.4,,,2500 or more  or no clouds.,,,8.0,-2.6,No precipitation,6,,,,
01.02.2020 08:00,-0.1,771.1,771.5,1.5,100,Wind blowing from the south-southeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,,,,2.2,-0.1,No precipitation,12,,,,
01.02.2020 05:00,-2.3,769.6,770.1,,100,Wind blowing from the south-southeast,1,,2,,Mist. ,,,-4.3,9.4,,,,,,2.4,-2.3,No precipitation,6,,,,
01.02.2020 02:00,-1.6,769.6,770.1,-0.3,100,Wind blowing from the south-southeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,9.4,,,2500 or more  or no clouds.,,,2.8,-1.6,No precipitation,12,,,,
31.01.2020 23:00,-0.9,769.9,770.3,,100,Wind blowing from the south,0,,,,Mist. ,,,-4.3,9.4,,,,,,4.1,-0.9,No precipitation,6,,,,
31.01.2020 20:00,0.8,769.4,769.9,0.7,86,Wind blowing from the south-southwest,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,9.4,,,,,,6.0,-1.3,No precipitation,12,,,,
31.01.2020 17:00,8.3,768.7,769.2,,40,Wind blowing from the west-northwest,1,,6,no clouds, ,,,-4.3,9.4,,,,,,20.0,-4.5,No precipitation,6,,,,
31.01.2020 14:00,8.9,768.7,769.2,-1.5,36,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,9.0,,,,,,17.0,-5.4,No precipitation,12,,,,
31.01.2020 11:00,5.7,770.2,770.7,,42,Wind blowing from the north-west,2,,5,no clouds, ,,,-4.3,6.0,,,,,,24.0,-6.2,No precipitation,6,,,,
31.01.2020 08:00,-1.6,769.9,770.4,1.3,100,Wind blowing from the south-east,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,6.0,,,,,,2.9,-1.6,No precipitation,12,,,,
31.01.2020 05:00,-3.4,768.6,769.0,,100,Wind blowing from the north-west,1,,7,,Mist. ,,,-3.4,6.0,,,,,,2.6,-3.4,No precipitation,6,,,,
31.01.2020 02:00,-2.4,768.7,769.2,0.0,100,Wind blowing from the west,0,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,6.0,,,2500 or more  or no clouds.,,,4.6,-2.4,No precipitation,12,,,,
30.01.2020 23:00,-1.0,768.7,769.2,,91,Wind blowing from the west-northwest,1,,,,Mist. ,,,-1.0,6.0,,,,,,4.7,-2.3,No precipitation,6,,,,
30.01.2020 20:00,1.9,768.4,768.9,0.9,68,Wind blowing from the west-northwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.0,,,,,,11.0,-3.4,No precipitation,12,,,,
30.01.2020 17:00,5.3,767.5,767.9,,50,Wind blowing from the north-west,4,,10,no clouds, ,,,-0.2,6.0,,,,,,15.0,-4.5,No precipitation,6,,,,
30.01.2020 14:00,5.5,767.1,767.5,-1.1,52,Wind blowing from the north-west,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.6,,,600-1000,,,15.0,-3.6,No precipitation,12,,,,
30.01.2020 11:00,3.4,768.2,768.7,,57,Wind blowing from the north-west,5,,10,40%., ,,,-0.2,7.2,,,600-1000,,,12.0,-4.5,No precipitation,6,,,,
30.01.2020 08:00,0.6,767.5,767.9,1.2,72,Wind blowing from the north-west,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,7.2,,,,,,5.0,-4.0,No precipitation,12,,,,
30.01.2020 05:00,0.4,766.3,766.8,,73,Wind blowing from the north-west,2,,7,,Haze. ,,,0.3,7.2,,,,,,6.0,-3.9,No precipitation,6,,,,
30.01.2020 02:00,1.5,767.2,767.6,-0.1,82,Wind blowing from the north-west,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,7.2,,,2500 or more  or no clouds.,,,4.2,-1.2,No precipitation,12,,,,
29.01.2020 23:00,3.6,767.3,767.8,,71,Wind blowing from the north-west,1,,,,Haze. ,,,1.5,7.2,,,,,,5.0,-1.2,No precipitation,6,,,,
29.01.2020 20:00,4.2,767.3,767.8,1.0,70,Wind blowing from the north-west,2,,10,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,7.2,,,2500 or more  or no clouds.,,,5.0,-0.8,No precipitation,12,,,,
29.01.2020 17:00,5.9,766.3,766.8,,60,Wind blowing from the north-west,3,,10,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,7.2,,,,,,4.5,-1.3,No precipitation,6,,,,
29.01.2020 14:00,6.6,766.4,766.9,-1.3,61,Wind blowing from the west-northwest,5,,10,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,7.2,,,600-1000,,,6.0,-0.4,No precipitation,12,,,,
29.01.2020 11:00,5.6,767.7,768.1,,73,Wind blowing from the west-northwest,3,,5,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,6.7,,,600-1000,,,5.0,1.1,No precipitation,6,,,,
29.01.2020 08:00,1.8,767.5,768.0,0.9,96,Wind blowing from the west,2,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,6.7,,,2500 or more  or no clouds.,,,2.5,1.2,No precipitation,12,,,,
29.01.2020 05:00,2.6,766.6,767.1,,94,Wind blowing from the west-southwest,3,,5,,Mist. ,,,2.5,6.7,,,,,,3.8,1.7,No precipitation,6,,,,
29.01.2020 02:00,4.1,767.5,768.0,-0.6,86,Wind blowing from the west,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,6.7,,,2500 or more  or no clouds.,,,3.3,2.0,No precipitation,12,,,,
28.01.2020 23:00,4.1,768.1,768.5,,86,Wind blowing from the west-southwest,3,,,,Mist. ,,,2.6,6.7,,,,,,3.9,2.0,No precipitation,6,,,,
28.01.2020 20:00,4.3,767.8,768.3,1.2,83,Wind blowing from the west,3,,7,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,6.7,,,600-1000,,,3.3,1.7,No precipitation,12,,,,
28.01.2020 17:00,6.0,766.6,767.0,,70,Wind blowing from the west,3,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,6.7,,,,,,4.6,0.8,No precipitation,6,,,,
28.01.2020 14:00,6.5,766.2,766.6,-1.1,70,Wind blowing from the west,4,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,6.6,,,2500 or more  or no clouds.,,,4.9,1.4,No precipitation,12,,,,
28.01.2020 11:00,4.1,767.3,767.8,,92,Wind blowing from the west,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,5.6,,,600-1000,,,2.5,2.9,No precipitation,6,,,,
28.01.2020 08:00,2.9,766.9,767.4,0.5,100,Wind blowing from the west,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,1.8,2.9,Trace of precipitation,12,,,,
28.01.2020 05:00,2.9,766.4,766.9,,100,Wind blowing from the west-northwest,2,,6,,Mist. ,,,1.5,5.6,,,,,,2.2,2.9,No precipitation,6,,,,
28.01.2020 02:00,3.1,766.8,767.2,0.2,100,Wind blowing from the west,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,5.6,,,2500 or more  or no clouds.,,,2.0,3.1,No precipitation,12,,,,
27.01.2020 23:00,2.6,766.6,767.0,,100,Wind blowing from the west,2,,,,Mist. ,,,1.5,5.7,,,,,,3.3,2.6,No precipitation,6,,,,
27.01.2020 20:00,2.6,766.5,766.9,0.8,90,Wind blowing from the west-northwest,1,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,6.1,,,600-1000,,,4.3,1.1,No precipitation,12,,,,
27.01.2020 17:00,5.4,765.7,766.2,,85,Wind blowing from the west-northwest,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,7.5,,,600-1000,,,4.6,3.1,No precipitation,6,,,,
27.01.2020 14:00,5.5,765.5,766.0,-0.9,89,Wind blowing from the north-west,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,,,,600-1000,,,4.9,3.8,2.0,12,,,,
27.01.2020 11:00,5.4,766.4,766.9,,95,Wind blowing from the north-northwest,3,,8,100%., ,,,4.2,,,,600-1000,,,12.0,4.7,0.7,6,,,,
