Local time in Shijiazhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.02.2020 14:00,5.6,760.5,769.0,-3.9,46,Wind blowing from the south-southeast,5,,10,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,5.6,,,2500 or more  or no clouds.,,,6.0,-5.1,No precipitation,12,,,,
03.02.2020 11:00,1.8,764.4,773.1,,71,Wind blowing from the south,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,5.6,,,2500 or more  or no clouds.,,,2.6,-2.9,No precipitation,6,,,,
03.02.2020 08:00,-3.8,764.8,773.6,0.3,95,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,5.6,,,2500 or more  or no clouds.,,,1.3,-4.5,No precipitation,12,,,,
03.02.2020 05:00,-2.6,764.5,773.2,,93,Wind blowing from the north-northwest,3,,4,,Mist. ,,,-2.6,5.6,,,,,,2.1,-3.6,No precipitation,6,,,,
03.02.2020 02:00,-0.9,765.2,773.8,,89,Wind blowing from the south,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,5.6,,,2500 or more  or no clouds.,,,2.5,-2.5,No precipitation,12,,,,
02.02.2020 20:00,0.7,764.3,773.0,2.3,74,Wind blowing from the south-southeast,2,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,5.6,,,2500 or more  or no clouds.,,,3.8,-3.4,No precipitation,12,,,,
02.02.2020 17:00,4.6,762.0,770.5,,59,Wind blowing from the south-southwest,3,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,5.6,,,2500 or more  or no clouds.,,,4.6,-2.9,No precipitation,6,,,,
02.02.2020 14:00,5.2,761.2,769.7,-1.2,58,Wind blowing from the south-southeast,2,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,5.7,,,2500 or more  or no clouds.,,,4.1,-2.4,No precipitation,12,,,,
02.02.2020 11:00,2.3,762.4,771.1,,70,Wind blowing from the south,2,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.1,,,2500 or more  or no clouds.,,,4.3,-2.6,No precipitation,6,,,,
02.02.2020 08:00,-0.7,762.4,771.1,0.6,62,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,6.1,,,2500 or more  or no clouds.,,,11.0,-7.1,No precipitation,12,,,,
02.02.2020 05:00,1.7,761.8,770.4,,47,Wind blowing from the north,1,,4,, ,,,-1.8,6.1,,,,,,13.0,-8.4,No precipitation,6,,,,
02.02.2020 02:00,1.5,762.7,771.3,,54,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,6.1,,,2500 or more  or no clouds.,,,12.0,-7.0,No precipitation,12,,,,
01.02.2020 20:00,3.8,763.1,771.7,,29,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,6.1,,,2500 or more  or no clouds.,,,24.0,-12.6,No precipitation,12,,,,
01.02.2020 17:00,4.8,762.5,771.1,,25,Wind blowing from the south,1,,6,100%., ,,,-1.8,9.2,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,6,,,,
01.02.2020 14:00,5.7,762.9,771.4,-2.2,22,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,11.0,,,2500 or more  or no clouds.,,,28.0,-14.4,No precipitation,12,,,,
01.02.2020 11:00,4.4,765.1,773.8,,22,Wind blowing from the east,3,,6,70 – 80%., ,,,-1.8,11.0,,,2500 or more  or no clouds.,,,28.0,-15.5,No precipitation,6,,,,
01.02.2020 08:00,-1.6,764.5,773.2,1.9,77,Wind blowing from the north-northwest,2,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,11.0,,,2500 or more  or no clouds.,,,2.2,-5.1,No precipitation,12,,,,
01.02.2020 05:00,1.0,762.6,771.1,,65,Wind blowing from the north,2,,5,,Mist. ,,,-3.7,11.0,,,,,,2.7,-5.0,No precipitation,6,,,,
01.02.2020 02:00,1.5,761.5,769.9,,65,Wind blowing from the north-northwest,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,11.0,,,2500 or more  or no clouds.,,,2.4,-4.4,No precipitation,12,,,,
31.01.2020 20:00,4.3,759.1,767.7,1.5,63,Wind blowing from the south-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,11.0,,,,,,2.3,-2.3,No precipitation,12,,,,
31.01.2020 17:00,9.2,757.6,766.0,,43,Wind blowing from the south-southeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,11.0,,,,,,3.4,-3.0,No precipitation,6,,,,
31.01.2020 14:00,10.2,757.4,765.9,-1.9,38,Wind blowing from the south,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,10.3,,,,,,2.9,-3.5,No precipitation,12,,,,
31.01.2020 11:00,5.1,759.3,767.8,,58,Wind blowing from the south,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,7.1,,,,,,2.1,-2.5,No precipitation,6,,,,
31.01.2020 08:00,-3.2,758.9,767.5,0.5,91,Wind blowing from the west-southwest,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,7.1,,,,,,1.3,-4.5,No precipitation,12,,,,
31.01.2020 05:00,-2.3,758.4,766.9,,89,Wind blowing from the north,0,,5,,Mist. ,,,-3.0,7.1,,,,,,1.4,-3.9,No precipitation,6,,,,
31.01.2020 02:00,-0.8,759.4,767.9,,83,Wind blowing from the north-west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,7.1,,,2500 or more  or no clouds.,,,1.6,-3.3,No precipitation,12,,,,
30.01.2020 20:00,3.3,759.7,768.3,0.6,64,Wind blowing from the south-east,2,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,7.1,,,2500 or more  or no clouds.,,,2.7,-2.9,No precipitation,12,,,,
30.01.2020 17:00,6.2,759.1,767.7,,53,Wind blowing from the south-east,3,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,7.1,,,2500 or more  or no clouds.,,,2.7,-2.7,No precipitation,6,,,,
30.01.2020 14:00,6.5,760.0,768.6,-2.5,53,Wind blowing from the south-east,3,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,7.8,,,2500 or more  or no clouds.,,,2.1,-2.6,No precipitation,12,,,,
30.01.2020 11:00,2.9,762.5,771.1,,65,Wind blowing from the south,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,7.8,,,2500 or more  or no clouds.,,,1.9,-3.2,No precipitation,6,,,,
30.01.2020 08:00,-2.6,762.1,770.8,1.1,84,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,7.8,,,2500 or more  or no clouds.,,,2.0,-4.9,No precipitation,12,,,,
30.01.2020 05:00,-0.3,761.0,769.6,,66,Wind blowing from the north,2,,4,,Mist. ,,,-1.6,7.8,,,,,,3.8,-5.9,No precipitation,6,,,,
30.01.2020 02:00,-0.1,761.2,769.8,,70,Wind blowing from the north,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.8,,,,,,2.2,-4.9,No precipitation,6,,,,
29.01.2020 20:00,2.6,760.9,769.6,0.8,61,Wind blowing from the south,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.8,,,2500 or more  or no clouds.,,,2.7,-4.2,No precipitation,12,,,,
29.01.2020 17:00,7.1,760.1,768.7,,41,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.8,,,2500 or more  or no clouds.,,,3.4,-5.3,No precipitation,6,,,,
29.01.2020 14:00,7.0,760.6,769.2,-1.9,46,Wind blowing from the north,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.0,,,2500 or more  or no clouds.,,,2.3,-3.8,No precipitation,12,,,,
29.01.2020 11:00,3.8,762.5,771.1,,59,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,6.0,,,2500 or more  or no clouds.,,,1.8,-3.5,No precipitation,6,,,,
29.01.2020 08:00,0.9,762.0,770.6,0.8,71,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,,,,2500 or more  or no clouds.,,,1.7,-3.8,No precipitation,12,,,,
29.01.2020 05:00,1.5,761.2,769.7,,66,Wind blowing from the north,2,,5,,Mist. ,,,-0.5,6.0,,,,,,1.7,-4.2,No precipitation,6,,,,
29.01.2020 02:00,1.6,761.5,770.0,,65,Wind blowing from the north,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,6.0,,,2500 or more  or no clouds.,,,1.6,-4.3,No precipitation,12,,,,
28.01.2020 20:00,2.4,761.1,769.7,1.4,60,Wind blowing from the north-west,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,6.0,,,2500 or more  or no clouds.,,,2.3,-4.6,No precipitation,12,,,,
28.01.2020 17:00,5.4,759.7,768.2,,47,Wind blowing from the north-west,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,6.0,,,2500 or more  or no clouds.,,,2.8,-5.0,No precipitation,6,,,,
28.01.2020 14:00,5.6,759.1,767.7,-1.1,46,Wind blowing from the north,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,7.2,,,2500 or more  or no clouds.,,,2.3,-5.1,No precipitation,12,,,,
28.01.2020 11:00,2.9,760.2,768.7,,60,Wind blowing from the north-northwest,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,7.2,,,2500 or more  or no clouds.,,,1.3,-4.3,No precipitation,6,,,,
28.01.2020 08:00,-0.5,759.5,768.1,0.9,76,Wind blowing from the north,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,7.2,,,2500 or more  or no clouds.,,,1.1,-4.2,No precipitation,12,,,,
28.01.2020 05:00,0.9,758.6,767.2,,69,Wind blowing from the north,3,,5,,Mist. ,,,-1.5,7.2,,,,,,1.3,-4.3,No precipitation,6,,,,
28.01.2020 02:00,1.3,759.2,767.8,,68,Wind blowing from the north,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.2,,,2500 or more  or no clouds.,,,1.3,-4.1,No precipitation,12,,,,
27.01.2020 20:00,3.7,759.1,767.8,0.6,59,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.2,,,2500 or more  or no clouds.,,,4.1,-3.6,No precipitation,12,,,,
27.01.2020 17:00,5.8,758.5,767.1,,50,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.2,,,2500 or more  or no clouds.,,,3.0,-3.8,No precipitation,6,,,,
27.01.2020 14:00,6.1,759.1,767.7,-2.4,45,Wind blowing from the south-east,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,6.2,,,2500 or more  or no clouds.,,,2.8,-5.2,No precipitation,12,,,,
27.01.2020 11:00,3.0,761.5,770.2,,60,Wind blowing from the south-southeast,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,3.7,,,2500 or more  or no clouds.,,,1.6,-4.2,No precipitation,6,,,,
27.01.2020 08:00,-0.7,761.5,770.2,-0.3,83,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,3.7,,,2500 or more  or no clouds.,,,1.2,-3.2,No precipitation,12,,,,
27.01.2020 05:00,-1.2,761.8,770.4,,86,Wind blowing from the south-southeast,1,,2,,Mist. ,,,-2.9,3.7,,,,,,1.2,-3.2,No precipitation,6,,,,
27.01.2020 02:00,-1.1,763.3,771.9,,79,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,3.7,,,2500 or more  or no clouds.,,,1.3,-4.4,No precipitation,12,,,,
26.01.2020 20:00,0.9,765.1,773.8,0.3,66,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,3.7,,,2500 or more  or no clouds.,,,1.9,-4.9,No precipitation,12,,,,
26.01.2020 17:00,3.1,764.8,773.5,,54,Wind blowing from the west,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,3.7,,,2500 or more  or no clouds.,,,2.4,-5.5,No precipitation,6,,,,
26.01.2020 14:00,3.3,765.4,774.1,-2.2,53,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.7,,,2500 or more  or no clouds.,,,2.0,-5.4,No precipitation,12,,,,
26.01.2020 11:00,0.4,767.6,776.3,,71,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.7,,,2500 or more  or no clouds.,,,1.5,-4.4,No precipitation,6,,,,
26.01.2020 08:00,-2.8,767.2,775.9,,88,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,4.7,,,2500 or more  or no clouds.,,,1.0,-4.5,No precipitation,12,,,,
26.01.2020 05:00,-1.9,766.3,775.0,,83,Wind blowing from the north-northwest,2,,4,,Mist. ,,,-3.9,4.7,,,,,,1.4,-4.4,No precipitation,6,,,,
26.01.2020 02:00,-0.6,766.4,775.0,,74,Wind blowing from the north,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.7,,,2500 or more  or no clouds.,,,1.6,-4.7,No precipitation,12,,,,
25.01.2020 20:00,0.7,766.1,774.9,,66,Wind blowing from the south-east,0,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.7,,,2500 or more  or no clouds.,,,3.3,-5.1,No precipitation,12,,,,
25.01.2020 17:00,3.6,765.1,773.8,,53,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.7,,,2500 or more  or no clouds.,,,3.4,-5.3,No precipitation,6,,,,
