Local time in Luzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.01.2020 20:00,11.7,732.1,765.6,0.9,67,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,13.7,,,2500 or more  or no clouds.,,,17.0,5.8,No precipitation,12,,,,
07.01.2020 17:00,12.6,731.2,764.5,,61,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,28.0,5.3,,,,,,
07.01.2020 14:00,12.7,732.4,765.7,-2.7,60,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,12.9,,,2500 or more  or no clouds.,,,23.0,5.1,No precipitation,12,,,,
07.01.2020 11:00,9.4,735.1,768.7,,88,Wind blowing from the north,1,,5,50%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,9.5,,,2500 or more  or no clouds.,,,13.0,7.5,No precipitation,6,,,,
07.01.2020 08:00,4.9,733.9,767.6,0.7,99,Wind blowing from the south,1,,5,70 – 80%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,4.4,9.5,,,2000-2500,,,2.2,4.8,Trace of precipitation,12,,,,
07.01.2020 05:00,6.7,733.2,766.8,,96,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,7.0,6.1,,,,,,
07.01.2020 02:00,8.3,733.5,767.1,,87,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,9.5,,,2500 or more  or no clouds.,,,13.0,6.3,0.1,12,,,,
06.01.2020 20:00,9.5,730.7,764.1,2.7,86,Wind blowing from the north-west,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,10.1,,,1500-2000,,,6.0,7.3,2.0,12,,,,
06.01.2020 17:00,9.5,728.0,761.2,,97,Wind blowing from the south-southwest,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,10.2,,,1500-2000,,,2.5,9.0,0.6,6,,,,
06.01.2020 14:00,8.9,727.7,760.9,-2.3,98,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,8.8,,,,1500-2000,,,2.0,8.6,3.0,12,,,,
06.01.2020 11:00,9.0,730.0,763.3,,99,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,8.8,,,,1500-2000,,,1.4,8.9,2.0,6,,,,
06.01.2020 08:00,8.8,729.9,763.2,0.3,99,Wind blowing from the north,1,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,8.2,10.4,,,1000-1500,,,0.4,8.7,0.7,12,,,,
06.01.2020 05:00,8.9,729.6,762.9,,99,Wind blowing from the west,2,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,8.2,10.4,,,,,,0.6,8.8,0.1,6,,,,
06.01.2020 02:00,9.2,730.6,763.9,,97,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,10.4,,,2500 or more  or no clouds.,,,1.9,8.7,0.1,12,,,,
05.01.2020 20:00,10.1,729.1,762.4,1.5,88,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,10.4,,,2000-2500,,,8.0,8.2,0.1,12,,,,
05.01.2020 17:00,10.2,727.6,760.8,,86,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,2000-2500,,,8.0,8.0,,,,,,
05.01.2020 14:00,10.1,728.2,761.5,-2.2,85,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,11.9,,,1500-2000,,,8.0,7.7,0.4,12,,,,
05.01.2020 11:00,9.5,730.4,763.8,,90,Wind blowing from the north-west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,11.9,,,1500-2000,,,7.0,7.9,0.3,6,,,,
05.01.2020 08:00,8.2,729.1,762.4,0.9,98,Wind blowing from the north-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,8.1,11.9,,,1500-2000,,,1.7,7.9,1.0,12,,,,
05.01.2020 05:00,8.4,728.2,761.5,,98,Wind blowing from the north-east,1,,5,,Mist. ,,,8.1,11.9,,,,,,3.1,8.1,1.0,6,,,,
05.01.2020 02:00,8.1,728.9,762.1,,98,Wind blowing from the north,2,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,11.9,,,2500 or more  or no clouds.,,,2.8,7.8,1.0,12,,,,
04.01.2020 20:00,10.1,729.9,763.2,-0.1,85,Wind blowing from the north,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,11.9,,,1500-2000,,,5.0,7.7,No precipitation,12,,,,
04.01.2020 17:00,11.1,730.0,763.2,,74,Wind blowing from the east,3,,,100%., ,,,,,,,1500-2000,,,8.0,6.6,,,,,,
04.01.2020 14:00,11.8,731.7,764.9,-3.1,75,Wind blowing from the north-east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,12.9,,,1500-2000,,,7.0,7.5,No precipitation,12,,,,
04.01.2020 11:00,10.4,734.8,768.1,,86,Wind blowing from the south,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,1500-2000,,,5.0,8.2,No precipitation,6,,,,
04.01.2020 08:00,9.3,734.7,768.1,0.0,92,Wind blowing from the north-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.9,,,1500-2000,,,3.6,8.1,No precipitation,12,,,,
04.01.2020 05:00,9.4,734.7,768.1,,93,Wind blowing from the south-east,1,,2,,Mist. ,,,9.1,12.9,,,,,,4.3,8.3,No precipitation,6,,,,
04.01.2020 02:00,9.6,735.4,768.7,,91,Wind blowing from the south,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.9,,,2500 or more  or no clouds.,,,4.8,8.2,No precipitation,12,,,,
03.01.2020 20:00,11.6,736.0,769.5,,75,Wind blowing from the west,1,,3,100%., ,,,9.1,12.9,,,2000-2500,,,9.0,7.3,No precipitation,6,,,,
03.01.2020 17:00,12.4,734.7,768.1,,68,Wind blowing from the north,2,,,100%., ,,,,,,,2000-2500,,,9.0,6.7,,,,,,
03.01.2020 14:00,12.2,735.4,768.8,-2.7,72,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.4,,,2000-2500,,,7.0,7.3,No precipitation,12,,,,
03.01.2020 11:00,10.9,738.1,771.7,,85,Wind blowing from the south-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.0,,,1500-2000,,,5.0,8.5,No precipitation,6,,,,
03.01.2020 08:00,9.1,737.0,770.5,1.0,97,Wind blowing from the west-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,12.0,,,1500-2000,,,1.9,8.6,No precipitation,12,,,,
03.01.2020 05:00,9.4,736.0,769.5,,91,Wind blowing from the west,1,,2,,Mist. ,,,8.9,12.0,,,,,,4.0,8.0,No precipitation,6,,,,
03.01.2020 02:00,9.8,736.6,770.1,,93,Wind blowing from the north-west,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,12.0,,,2500 or more  or no clouds.,,,3.5,8.7,No precipitation,12,,,,
02.01.2020 20:00,11.0,735.9,769.4,1.3,81,Wind blowing from the west-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,12.0,,,2000-2500,,,7.0,7.9,No precipitation,12,,,,
02.01.2020 17:00,11.6,734.6,768.1,,76,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,2000-2500,,,8.0,7.5,,,,,,
02.01.2020 14:00,11.7,735.5,769.0,-2.0,82,Wind blowing from the north-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,11.7,,,1500-2000,,,5.0,8.7,No precipitation,12,,,,
02.01.2020 11:00,10.3,737.5,771.1,,92,Wind blowing from the south-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,11.1,,,1500-2000,,,3.8,9.1,No precipitation,6,,,,
02.01.2020 08:00,9.0,736.0,769.6,1.4,97,Wind blowing from the west-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,11.1,,,1500-2000,,,1.8,8.5,No precipitation,12,,,,
02.01.2020 05:00,9.0,734.6,768.1,,97,Wind blowing from the east-southeast,1,,3,,Mist. ,,,8.3,11.1,,,,,,2.4,8.5,No precipitation,6,,,,
02.01.2020 02:00,9.2,734.9,768.4,,96,Wind blowing from the east-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,11.1,,,2500 or more  or no clouds.,,,2.3,8.6,No precipitation,12,,,,
01.01.2020 20:00,10.3,734.5,768.0,2.4,85,Wind blowing from the east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,11.1,,,1500-2000,,,5.0,7.9,No precipitation,12,,,,
01.01.2020 17:00,11.0,732.1,765.4,,78,Wind blowing from the north-east,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,11.1,,,1500-2000,,,6.0,7.3,No precipitation,6,,,,
01.01.2020 14:00,10.6,732.3,765.7,-2.7,81,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,10.7,,,1500-2000,,,6.0,7.5,No precipitation,12,,,,
01.01.2020 11:00,9.1,735.0,768.6,,95,Wind blowing from the south-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,10.4,,,1500-2000,,,3.1,8.3,No precipitation,6,,,,
01.01.2020 08:00,8.3,734.5,768.1,0.8,97,Wind blowing from the north,1,,3,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,8.0,10.4,,,1500-2000,,,2.7,7.9,0.3,12,,,,
01.01.2020 05:00,8.4,733.7,767.2,,98,Wind blowing from the west,0,,4,,Mist. ,,,7.9,10.4,,,,,,1.0,8.1,0.1,6,,,,
01.01.2020 02:00,8.5,734.6,768.1,,98,Wind blowing from the south,1,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.4,,,2500 or more  or no clouds.,,,0.5,8.2,0.3,12,,,,
31.12.2019 20:00,9.1,735.1,768.8,0.9,95,Wind blowing from the north-west,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.4,,,1500-2000,,,2.4,8.3,Trace of precipitation,12,,,,
31.12.2019 17:00,9.8,734.2,767.8,,87,Wind blowing from the north-east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.4,,,1500-2000,,,5.0,7.7,No precipitation,6,,,,
31.12.2019 14:00,10.1,735.8,769.5,-3.5,85,Wind blowing from the north-east,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.4,,,2000-2500,,,7.0,7.7,No precipitation,12,,,,
31.12.2019 11:00,9.1,739.3,773.2,,90,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,9.9,,,1500-2000,,,5.0,7.5,No precipitation,6,,,,
31.12.2019 08:00,8.1,739.3,773.1,-0.1,93,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,9.9,,,1500-2000,,,4.8,7.0,No precipitation,12,,,,
31.12.2019 05:00,7.9,739.4,773.2,,94,Wind blowing from the south-southeast,1,,3,,Mist. ,,,7.1,9.9,,,,,,5.0,7.0,No precipitation,6,,,,
31.12.2019 02:00,7.7,740.1,774.0,,95,Wind blowing from the south-east,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,9.9,,,2500 or more  or no clouds.,,,4.2,7.0,No precipitation,12,,,,
