Local time in Erenhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 23:00,-20.4,687.5,781.7,,62,Wind blowing from the east-southeast,2,,7,, ,,,-25.8,-11.3,,,,,,30.0,-25.8,No precipitation,6,,,,
04.02.2020 20:00,-17.1,687.4,782.6,0.5,39,Wind blowing from the east,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-11.3,,,,,,28.0,-27.8,No precipitation,12,,,,
04.02.2020 17:00,-12.9,686.9,781.0,,22,Wind blowing from the east-northeast,3,,7,no clouds, ,,,-25.8,-11.0,,,,,,29.0,-30.2,No precipitation,6,,,,
04.02.2020 14:00,-11.8,686.7,780.1,,24,Wind blowing from the north-east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-7.9,,,,,,28.0,-28.3,No precipitation,12,,,,
04.02.2020 11:00,-17.2,687.1,780.8,,53,Wind blowing from the west-northwest,1,,4,no clouds, ,,,-25.8,-7.7,,,,,,25.0,-24.5,No precipitation,6,,,,
04.02.2020 08:00,-25.8,685.8,780.7,1.7,71,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-7.7,,,,,,26.0,-29.5,No precipitation,12,,,,
04.02.2020 05:00,-24.7,684.1,777.4,,70,Wind blowing from the north-northwest,1,,6,, ,,,-24.7,-7.7,,,,,,30.0,-28.6,No precipitation,6,,,,
04.02.2020 02:00,-22.2,684.2,776.5,,67,Wind blowing from the north-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-7.7,,,2500 or more  or no clouds.,,,30.0,-26.7,No precipitation,12,,,,
03.02.2020 23:00,-17.8,684.1,776.8,,57,Wind blowing from the east-southeast,2,,9,, ,,,-20.2,-7.7,,,,,,30.0,-24.3,No precipitation,6,,,,
03.02.2020 20:00,-16.7,683.3,776.8,1.1,51,Wind blowing from the east,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-7.7,,,,,,30.0,-24.5,No precipitation,12,,,,
03.02.2020 17:00,-10.9,682.2,774.0,,30,Wind blowing from the east-northeast,5,,9,no clouds, ,,,-20.2,-7.7,,,,,,30.0,-25.1,No precipitation,6,,,,
03.02.2020 14:00,-7.9,681.1,772.5,-0.2,29,Wind blowing from the north-west,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-7.7,,,,,,24.0,-22.8,No precipitation,12,,,,
03.02.2020 11:00,-14.0,681.3,773.8,,55,Wind blowing from the west-northwest,3,,7,no clouds, ,,,-20.2,-10.5,,,,,,29.0,-21.1,No precipitation,6,,,,
03.02.2020 08:00,-20.1,680.2,773.4,-0.1,75,Wind blowing from the north-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,,,,,,,30.0,-23.4,No precipitation,12,,,,
03.02.2020 05:00,-17.8,680.3,772.0,,71,Wind blowing from the west-southwest,2,,9,, ,,,-20.1,-10.5,,,,,,30.0,-21.8,No precipitation,6,,,,
03.02.2020 02:00,-19.2,682.0,773.9,-1.6,70,Wind blowing from the south-west,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-10.5,,,2500 or more  or no clouds.,,,30.0,-23.3,No precipitation,12,,,,
02.02.2020 23:00,-19.3,683.6,776.5,,62,Wind blowing from the south-southeast,2,,16,, ,,,-20.0,-10.5,,,,,,30.0,-24.7,No precipitation,6,,,,
02.02.2020 20:00,-17.7,685.1,778.9,-0.4,42,Wind blowing from the west-southwest,1,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-10.5,,,,,,26.0,-27.5,No precipitation,12,,,,
02.02.2020 17:00,-11.6,685.5,778.0,,29,Wind blowing from the west-northwest,7,,16,no clouds, ,,,-20.0,-8.0,,,,,,25.0,-26.1,No precipitation,6,,,,
02.02.2020 14:00,-10.7,685.3,777.1,-1.1,34,Wind blowing from the west-northwest,10,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-6.4,,,,,,22.0,-23.5,No precipitation,12,,,,
02.02.2020 11:00,-14.4,686.4,779.1,,70,Wind blowing from the west-northwest,8,,11,no clouds, ,,,-20.0,-6.4,,,,,,23.0,-18.8,No precipitation,6,,,,
02.02.2020 08:00,-19.7,685.3,778.5,1.1,79,Wind blowing from the west,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-6.4,,,2500 or more  or no clouds.,,,26.0,-22.4,Trace of precipitation,12,,,,
02.02.2020 05:00,-18.8,684.2,775.9,,80,Wind blowing from the west-southwest,1,,5,, ,,,-22.2,-6.4,,,,,,15.0,-21.4,No precipitation,6,,,,
02.02.2020 02:00,-16.1,684.2,775.3,-0.2,81,Wind blowing from the north,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-6.4,,,2500 or more  or no clouds.,,,5.0,-18.7,No precipitation,12,,,,
01.02.2020 23:00,-16.2,684.4,776.8,,70,Wind blowing from the east,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-22.2,-6.4,,,,,,9.0,-20.4,No precipitation,6,,,,
01.02.2020 20:00,-13.9,684.1,777.5,,65,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-6.4,,,2500 or more  or no clouds.,,,11.0,-19.2,No precipitation,12,,,,
01.02.2020 17:00,-8.0,683.7,775.8,,42,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%, ,,,-22.2,-6.4,,,1500-2000,,,25.0,-18.9,No precipitation,6,,,,
01.02.2020 14:00,-7.3,684.1,775.9,-1.7,39,Wind blowing from the west-southwest,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-5.1,,,2500 or more  or no clouds.,,,26.0,-18.9,No precipitation,12,,,,
01.02.2020 11:00,-14.5,685.8,778.8,,61,Wind blowing from the south-west,1,,3,20–30%., ,,,-22.2,-5.1,,,2500 or more  or no clouds.,,,20.0,-20.4,No precipitation,6,,,,
01.02.2020 08:00,-22.1,685.8,779.4,,77,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-5.1,,,,,,24.0,-25.0,No precipitation,12,,,,
01.02.2020 05:00,-21.2,685.6,777.7,,76,Wind blowing from the west-southwest,1,,8,, ,,,-21.2,-5.1,,,,,,26.0,-24.3,No precipitation,6,,,,
01.02.2020 02:00,-20.1,685.9,777.7,-0.1,76,Wind blowing from the west-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-5.1,,,2500 or more  or no clouds.,,,24.0,-23.2,No precipitation,12,,,,
31.01.2020 23:00,-18.1,686.0,778.0,,73,Wind blowing from the west-northwest,1,,13,, ,,,-19.3,-5.1,,,,,,21.0,-21.8,No precipitation,6,,,,
31.01.2020 20:00,-13.5,685.5,777.4,,61,Wind blowing from the north-west,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-5.1,,,,,,20.0,-19.4,No precipitation,12,,,,
31.01.2020 17:00,-6.5,684.0,774.9,,43,Wind blowing from the west-northwest,5,,13,no clouds, ,,,-19.3,-2.7,,,,,,26.0,-17.0,No precipitation,6,,,,
31.01.2020 14:00,-5.9,683.2,774.1,-0.3,43,Wind blowing from the north-west,8,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-1.8,,,,,,24.0,-16.7,No precipitation,12,,,,
31.01.2020 11:00,-9.2,683.5,775.0,,56,Wind blowing from the west-northwest,8,,13,no clouds, ,,,-19.3,-1.8,,,,,,20.0,-16.4,No precipitation,6,,,,
31.01.2020 08:00,-13.8,681.8,773.0,1.4,70,Wind blowing from the west-northwest,8,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,,,,,,,19.0,-18.1,No precipitation,12,,,,
31.01.2020 05:00,-16.2,680.4,770.2,,81,Wind blowing from the west-northwest,2,,4,, ,,,-19.3,-1.8,,,,,,11.0,-18.8,No precipitation,6,,,,
31.01.2020 02:00,-17.6,679.8,769.9,0.5,83,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-1.8,,,2500 or more  or no clouds.,,,7.0,-19.8,No precipitation,12,,,,
30.01.2020 23:00,-17.1,679.3,770.9,,77,Wind blowing from the west-southwest,1,,5,,Haze. ,,,-19.1,-1.8,,,,,,6.0,-20.2,No precipitation,6,,,,
30.01.2020 20:00,-12.0,679.0,770.8,0.1,74,Wind blowing from the east-northeast,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-1.8,,,,,,6.0,-15.8,No precipitation,12,,,,
30.01.2020 17:00,-2.7,678.9,768.9,,59,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-19.1,-1.8,,,,,,10.0,-9.6,No precipitation,6,,,,
30.01.2020 14:00,-4.0,679.6,769.8,-2.2,55,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-4.0,,,,,,9.0,-11.7,No precipitation,12,,,,
30.01.2020 11:00,-13.2,681.8,773.6,,85,Wind blowing from the east-southeast,2,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-8.6,,,2500 or more  or no clouds.,,,5.0,-15.2,No precipitation,6,,,,
30.01.2020 08:00,-19.0,682.1,774.5,-0.2,83,Wind blowing from the east,2,,4,90  or more  but not 100%,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-8.6,,,1500-2000,,,1.4,-21.2,No precipitation,12,,,,
30.01.2020 05:00,-18.9,682.3,774.0,,84,Wind blowing from the east,2,,4,,Mist. ,,,-18.9,-8.6,,,,,,5.0,-20.9,No precipitation,6,,,,
30.01.2020 02:00,-17.7,683.2,774.9,-1.2,82,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-8.6,,,2500 or more  or no clouds.,,,4.9,-20.0,0.1,12,,,,
29.01.2020 23:00,-15.9,684.4,776.2,,83,Wind blowing from the east,2,,4,,Mist. ,,,-16.2,-8.6,,,,,,4.3,-18.1,No precipitation,6,,,,
29.01.2020 20:00,-13.2,685.0,777.0,0.1,82,Wind blowing from the east-southeast,3,,4,60%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-8.6,,,1500-2000,,,6.0,-15.6,0.1,12,,,,
29.01.2020 17:00,-9.2,684.9,776.2,,71,Wind blowing from the east-southeast,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-7.5,,,1500-2000,,,8.0,-13.5,0.1,6,,,,
29.01.2020 14:00,-9.7,685.3,776.8,,71,Wind blowing from the south,2,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-6.8,,,1500-2000,,,5.0,-14.1,Trace of precipitation,12,,,,
29.01.2020 11:00,-11.8,686.3,778.1,,76,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-16.2,-6.8,,,1500-2000,,,4.1,-15.2,Trace of precipitation,6,,,,
29.01.2020 08:00,-14.9,686.0,778.0,0.7,87,Wind blowing from the south,1,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-6.8,,,1500-2000,,,1.7,-16.6,Trace of precipitation,12,,,,
29.01.2020 05:00,-15.1,685.3,776.4,,86,Wind blowing from the north-east,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-19.8,-6.8,,,,,,3.9,-16.9,No precipitation,6,,,,
29.01.2020 02:00,-15.9,685.6,776.9,,85,Wind blowing from the east-northeast,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-6.8,,,2500 or more  or no clouds.,,,5.0,-17.8,No precipitation,12,,,,
28.01.2020 23:00,-14.0,685.2,777.1,,83,Wind blowing from the east-northeast,3,,5,,Mist. ,,,-19.8,-6.8,,,,,,6.0,-16.3,No precipitation,6,,,,
28.01.2020 20:00,-11.8,685.0,777.7,1.1,78,Wind blowing from the east-northeast,4,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-6.8,,,2500 or more  or no clouds.,,,7.0,-14.9,Trace of precipitation,12,,,,
28.01.2020 17:00,-7.5,683.9,775.0,,61,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,-19.8,-4.0,,,2500 or more  or no clouds.,,,9.0,-13.9,No precipitation,6,,,,
28.01.2020 14:00,-8.1,683.4,774.4,,64,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,0.0,,,2500 or more  or no clouds.,,,7.0,-13.7,Trace of precipitation,12,,,,
28.01.2020 11:00,-13.1,683.8,775.6,,78,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,,,,2500 or more  or no clouds.,,,3.7,-16.1,Trace of precipitation,6,,,,
28.01.2020 08:00,-19.6,683.2,775.5,0.8,81,Wind blowing from the east-southeast,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,,,,2500 or more  or no clouds.,,,4.9,-22.0,No precipitation,12,,,,
28.01.2020 05:00,-16.1,682.4,772.6,,83,Wind blowing from the east,2,,7,,Mist. ,,,-18.7,0.0,,,,,,3.5,-18.3,No precipitation,6,,,,
28.01.2020 02:00,-15.3,682.7,772.4,0.2,81,Wind blowing from the east-northeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,0.0,,,2500 or more  or no clouds.,,,6.0,-17.8,No precipitation,12,,,,
27.01.2020 23:00,-14.6,682.5,773.7,,78,Wind blowing from the east-northeast,3,,7,,Haze. ,,,-18.7,0.0,,,,,,6.0,-17.6,No precipitation,6,,,,
27.01.2020 20:00,-11.3,682.4,774.4,0.5,73,Wind blowing from the east,4,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,0.0,,,1500-2000,,,6.0,-15.3,No precipitation,12,,,,
27.01.2020 17:00,-3.9,681.9,772.4,,59,Wind blowing from the east,2,,,70 – 80%., ,,,-18.7,0.0,,,2500 or more  or no clouds.,,,9.0,-10.9,No precipitation,6,,,,
27.01.2020 14:00,-1.6,681.7,771.5,-1.5,52,Wind blowing from the south-southwest,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-1.6,,,2500 or more  or no clouds.,,,9.0,-10.4,No precipitation,12,,,,
27.01.2020 11:00,-10.8,683.2,774.8,,66,Wind blowing from the south-east,2,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-2.4,,,2500 or more  or no clouds.,,,6.0,-15.9,No precipitation,6,,,,
27.01.2020 08:00,-18.5,682.9,775.4,0.0,80,Wind blowing from the east-northeast,3,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,,,,2500 or more  or no clouds.,,,6.0,-21.1,No precipitation,12,,,,
