Local time in Enshi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 14:00,10.9,724.9,765.9,-3.1,65,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,12.3,,,2500 or more  or no clouds.,,,10.0,4.6,No precipitation,12,,,,
05.02.2020 11:00,7.4,728.0,769.3,,84,Wind blowing from the south-east,0,,2,100%., ,,,5.0,12.3,,,2500 or more  or no clouds.,,,7.0,4.9,No precipitation,6,,,,
05.02.2020 08:00,5.5,727.7,769.0,,91,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,12.3,,,2500 or more  or no clouds.,,,6.0,4.1,No precipitation,12,,,,
05.02.2020 05:00,5.4,727.3,768.5,,92,Wind blowing from the south,1,,2,,Mist. ,,,3.4,12.3,,,,,,5.0,4.2,No precipitation,6,,,,
05.02.2020 02:00,5.7,727.6,769.0,,94,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,12.3,,,2500 or more  or no clouds.,,,3.8,4.8,No precipitation,12,,,,
04.02.2020 23:00,8.2,727.9,769.3,,86,Calm  no wind,0,,,,Mist. ,,,3.4,12.3,,,,,,5.0,6.0,No precipitation,6,,,,
04.02.2020 20:00,9.4,726.7,768.1,1.0,78,Wind blowing from the south-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,12.3,,,2500 or more  or no clouds.,,,6.0,5.8,No precipitation,12,,,,
04.02.2020 17:00,11.3,725.7,766.9,,62,Wind blowing from the east-southeast,0,,,90  or more  but not 100%, ,,,,,,,,,,10.0,4.1,,,,,,
04.02.2020 14:00,9.1,727.2,768.5,-2.5,73,Wind blowing from the south-southeast,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,11.8,,,600-1000,,,7.0,4.5,No precipitation,12,,,,
04.02.2020 11:00,5.0,729.7,771.3,,93,Wind blowing from the north-northwest,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,12.1,,,2500 or more  or no clouds.,,,6.0,4.0,No precipitation,6,,,,
04.02.2020 08:00,3.4,728.8,770.5,1.2,97,Wind blowing from the south-southwest,1,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,12.1,,,2500 or more  or no clouds.,,,3.1,3.0,No precipitation,12,,,,
04.02.2020 05:00,3.4,727.6,769.0,,97,Wind blowing from the south-southeast,0,,1,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,3.4,12.1,,,,,,0.2,3.0,No precipitation,6,,,,
04.02.2020 02:00,5.4,728.4,769.6,-0.1,94,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,12.1,,,2500 or more  or no clouds.,,,7.0,4.5,No precipitation,12,,,,
03.02.2020 23:00,7.7,728.5,769.9,,89,Wind blowing from the south-southeast,0,,3,, ,,,5.6,12.1,,,,,,7.0,6.0,No precipitation,6,,,,
03.02.2020 20:00,9.0,728.0,769.4,0.7,80,Wind blowing from the south,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,12.1,,,2500 or more  or no clouds.,,,10.0,5.7,0.2,12,,,,
03.02.2020 17:00,11.1,727.3,768.5,,55,Wind blowing from the west-northwest,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,19.0,2.2,,,,,,
03.02.2020 14:00,11.8,728.6,769.7,,57,Wind blowing from the east-southeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,12.1,,,2500 or more  or no clouds.,,,19.0,3.6,0.3,12,,,,
03.02.2020 11:00,8.3,731.4,772.9,,83,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.9,,,2500 or more  or no clouds.,,,11.0,5.6,0.3,6,,,,
03.02.2020 08:00,5.7,730.8,772.4,1.1,95,Wind blowing from the north-west,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,5.6,8.9,,,300-600,,,7.0,5.0,0.4,12,,,,
03.02.2020 05:00,5.8,729.7,771.1,,97,Wind blowing from the north-west,1,,2,,Mist. ,,,5.7,8.9,,,,,,2.9,5.4,No precipitation,6,,,,
03.02.2020 02:00,6.6,729.8,771.3,,96,Wind blowing from the south,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,8.9,,,2500 or more  or no clouds.,,,4.2,6.0,0.5,12,,,,
02.02.2020 23:00,7.4,730.0,771.5,,95,Wind blowing from the east,1,,2,,Mist. ,,,6.0,8.9,,,,,,3.2,6.7,0.5,6,,,,
02.02.2020 20:00,7.9,729.3,770.8,1.9,93,Wind blowing from the north,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.0,8.9,,,300-600,,,4.8,6.8,2.0,12,,,,
02.02.2020 17:00,8.6,727.4,768.7,,89,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.0,8.9,,,300-600,,,6.0,6.9,0.6,6,,,,
02.02.2020 14:00,8.4,727.6,768.9,-1.8,89,Wind blowing from the north,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.0,8.4,,,300-600,,,5.0,6.7,4.0,12,,,,
02.02.2020 11:00,6.8,729.4,771.0,,95,Wind blowing from the south-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.0,6.9,,,300-600,,,3.9,6.1,3.0,6,,,,
02.02.2020 08:00,6.1,728.2,769.8,0.9,95,Wind blowing from the north-east,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,6.9,,,300-600,,,4.3,5.4,2.0,12,,,,
02.02.2020 05:00,6.2,727.3,768.7,,94,Wind blowing from the west-southwest,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.7,6.9,,,,,,5.0,5.3,0.1,6,,,,
02.02.2020 02:00,6.3,727.2,768.7,,93,Wind blowing from the west,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,6.9,,,2500 or more  or no clouds.,,,5.0,5.3,No precipitation,12,,,,
01.02.2020 23:00,6.5,727.3,768.8,,92,Wind blowing from the west-southwest,1,,2,,Mist. ,,,5.7,7.0,,,,,,5.0,5.3,No precipitation,6,,,,
01.02.2020 20:00,6.5,726.8,768.3,,89,Wind blowing from the south,0,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,8.1,,,300-600,,,7.0,4.8,0.2,12,,,,
01.02.2020 17:00,6.8,725.6,767.0,,83,Wind blowing from the west,0,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,,,,300-600,,,9.0,4.1,No precipitation,6,,,,
01.02.2020 14:00,6.6,726.1,767.5,,86,Wind blowing from the south-southwest,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,,,,300-600,,,9.0,4.4,1.0,12,,,,
01.02.2020 11:00,6.2,727.9,769.3,,91,Wind blowing from the west-southwest,0,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,,,,300-600,,,6.0,4.8,1.0,6,,,,
01.02.2020 08:00,5.7,727.6,769.0,,92,Wind blowing from the north,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.7,,,300-600,,,6.0,4.5,0.9,12,,,,
01.02.2020 05:00,5.9,726.5,767.7,,89,Wind blowing from the south,1,,1,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.3,10.7,,,,,,5.0,4.2,No precipitation,6,,,,
01.02.2020 02:00,6.5,726.8,767.9,,86,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,10.7,,,2500 or more  or no clouds.,,,5.0,4.3,No precipitation,12,,,,
31.01.2020 23:00,7.0,727.1,768.5,,84,Calm  no wind,0,,,,Mist. ,,,1.3,10.7,,,,,,3.7,4.5,No precipitation,6,,,,
31.01.2020 20:00,8.1,726.7,768.4,0.9,76,Wind blowing from the north-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,10.7,,,2500 or more  or no clouds.,,,4.2,4.1,No precipitation,12,,,,
31.01.2020 17:00,10.0,725.8,767.2,,64,Calm  no wind,0,,,100%., ,,,,,,,2500 or more  or no clouds.,,,7.0,3.5,,,,,,
31.01.2020 14:00,10.5,726.1,767.4,-2.7,52,Wind blowing from the south,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,11.9,,,2500 or more  or no clouds.,,,13.0,1.1,No precipitation,12,,,,
31.01.2020 11:00,6.3,728.8,770.5,,74,Wind blowing from the south,1,,2,70 – 80%., ,,,1.3,11.9,,,2500 or more  or no clouds.,,,10.0,2.0,No precipitation,6,,,,
31.01.2020 08:00,1.3,728.3,770.2,,94,Wind blowing from the north,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,11.9,,,,,,6.0,0.4,No precipitation,12,,,,
31.01.2020 05:00,2.2,727.2,768.6,,93,Calm  no wind,0,,,,Mist. ,,,1.4,11.9,,,,,,6.0,1.2,No precipitation,6,,,,
31.01.2020 02:00,3.7,727.6,769.3,-0.3,89,Wind blowing from the south-southwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,11.9,,,2500 or more  or no clouds.,,,5.0,2.1,No precipitation,12,,,,
30.01.2020 23:00,4.1,727.9,769.7,,88,Calm  no wind,0,,,,Mist. ,,,1.3,11.9,,,,,,5.0,2.3,No precipitation,6,,,,
30.01.2020 20:00,6.4,726.5,768.2,0.9,74,Wind blowing from the west,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,11.9,,,,,,8.0,2.1,No precipitation,12,,,,
30.01.2020 17:00,11.6,725.6,766.9,,55,Wind blowing from the east,0,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,12.0,2.9,,,,,,
30.01.2020 14:00,6.3,727.9,769.7,-3.0,80,Wind blowing from the east-southeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,10.7,,,600-1000,,,7.0,3.1,No precipitation,12,,,,
30.01.2020 11:00,3.8,730.9,772.9,,93,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,2500 or more  or no clouds.,,,4.3,2.8,No precipitation,6,,,,
30.01.2020 08:00,2.4,730.1,772.1,1.0,96,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,10.7,,,2500 or more  or no clouds.,,,3.4,1.8,No precipitation,12,,,,
30.01.2020 05:00,1.5,729.1,770.8,,95,Wind blowing from the south,1,,2,,Mist. ,,,1.3,10.7,,,,,,5.0,0.8,No precipitation,6,,,,
30.01.2020 02:00,2.9,729.5,771.3,0.0,93,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,10.7,,,2500 or more  or no clouds.,,,5.0,1.9,No precipitation,12,,,,
29.01.2020 23:00,4.2,729.5,771.4,,91,Wind blowing from the west,0,,3,,Mist. ,,,1.6,10.7,,,,,,6.0,2.9,No precipitation,6,,,,
29.01.2020 20:00,6.0,728.2,770.2,,83,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,10.7,,,,,,10.0,3.3,No precipitation,12,,,,
29.01.2020 17:00,10.4,727.1,768.6,,58,Wind blowing from the south-east,0,,,no clouds, ,,,,,,,,,,19.0,2.3,,,,,,
29.01.2020 14:00,7.7,729.0,770.8,-2.2,68,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,8.4,,,2500 or more  or no clouds.,,,15.0,2.2,No precipitation,12,,,,
29.01.2020 11:00,4.5,731.2,773.2,,84,Wind blowing from the east,0,,2,100%., ,,,1.6,8.4,,,2500 or more  or no clouds.,,,11.0,2.0,No precipitation,6,,,,
29.01.2020 08:00,1.8,730.5,772.5,0.8,95,Wind blowing from the south-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,8.4,,,2500 or more  or no clouds.,,,3.7,1.1,No precipitation,12,,,,
29.01.2020 05:00,1.8,729.7,771.5,,92,Wind blowing from the south-west,0,,,, ,,,,,,,,,,9.0,0.6,,,,,,
29.01.2020 02:00,2.8,729.8,771.6,0.1,92,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,8.4,,,2500 or more  or no clouds.,,,8.0,1.6,No precipitation,12,,,,
28.01.2020 23:00,4.3,729.7,771.4,,88,Wind blowing from the south-west,0,,4,, ,,,4.3,8.4,,,,,,10.0,2.5,No precipitation,6,,,,
28.01.2020 20:00,6.5,728.4,770.0,1.4,74,Wind blowing from the west-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,8.4,,,1500-2000,,,13.0,2.2,No precipitation,12,,,,
28.01.2020 17:00,7.9,727.0,768.4,,65,Wind blowing from the south-southwest,1,,4,100%., ,,,4.9,8.4,,,1500-2000,,,20.0,1.7,No precipitation,6,,,,
28.01.2020 14:00,8.1,726.6,768.0,-1.4,63,Wind blowing from the west,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,8.3,,,1500-2000,,,19.0,1.3,No precipitation,12,,,,
28.01.2020 11:00,7.0,728.0,769.6,,67,Wind blowing from the north,1,,2,100%., ,,,4.9,8.0,,,2500 or more  or no clouds.,,,18.0,1.3,No precipitation,6,,,,
28.01.2020 08:00,4.9,727.0,768.7,0.4,77,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,,,,2500 or more  or no clouds.,,,16.0,1.2,No precipitation,12,,,,
28.01.2020 05:00,5.1,726.6,768.1,,72,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,17.0,0.5,,,,,,
28.01.2020 02:00,5.3,727.3,768.7,0.0,74,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,8.0,,,2500 or more  or no clouds.,,,15.0,0.9,No precipitation,12,,,,
27.01.2020 23:00,5.5,727.3,768.9,,71,Wind blowing from the south-southwest,1,,4,, ,,,4.9,8.0,,,,,,16.0,0.5,No precipitation,6,,,,
27.01.2020 20:00,6.1,726.4,768.0,1.1,67,Wind blowing from the south-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,8.0,,,2500 or more  or no clouds.,,,23.0,0.4,No precipitation,12,,,,
27.01.2020 17:00,7.2,725.3,766.7,,62,Wind blowing from the south,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,28.0,0.4,,,,,,
27.01.2020 14:00,7.7,725.6,766.9,-1.9,67,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,8.5,,,2500 or more  or no clouds.,,,30.0,1.8,No precipitation,12,,,,
27.01.2020 11:00,6.4,727.5,769.0,,70,Wind blowing from the east,1,,3,100%., ,,,4.9,8.7,,,600-1000,,,30.0,1.3,No precipitation,6,,,,
27.01.2020 08:00,5.0,726.8,768.3,0.4,76,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,4.8,8.7,,,2500 or more  or no clouds.,,,30.0,1.1,Trace of precipitation,12,,,,
27.01.2020 05:00,5.1,726.4,767.8,,81,Wind blowing from the south-west,1,,,, ,,,,,,,,,,30.0,2.1,,,,,,
27.01.2020 02:00,5.5,727.4,768.8,,83,Wind blowing from the east-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.7,,,2500 or more  or no clouds.,,,18.0,2.8,No precipitation,12,,,,
26.01.2020 23:00,6.1,727.6,769.1,,81,Wind blowing from the south-southwest,1,,3,, ,,,4.7,8.7,,,,,,26.0,3.1,No precipitation,6,,,,
26.01.2020 20:00,7.1,726.9,768.4,0.7,73,Wind blowing from the north,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.7,,,2500 or more  or no clouds.,,,26.0,2.6,No precipitation,12,,,,
26.01.2020 17:00,8.1,726.2,767.6,,63,Wind blowing from the south-southwest,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,23.0,1.5,,,,,,
26.01.2020 14:00,8.5,726.7,768.1,-2.2,55,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.7,,,600-1000,,,30.0,0.0,No precipitation,12,,,,
