Local time in Rikaze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.02.2020 08:00,-12.8,475.7,764.1,0.8,30,Wind blowing from the north,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,6.3,,,,,,30.0,-26.8,No precipitation,12,,,,
07.02.2020 05:00,-9.5,474.9,757.8,,19,Wind blowing from the east,2,,11,, ,,,,6.3,,,,,,30.0,-28.9,No precipitation,6,,,,
07.02.2020 02:00,-1.3,474.6,754.7,1.1,6,Wind blowing from the west-southwest,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.3,,,2500 or more  or no clouds.,,,30.0,-34.4,No precipitation,12,,,,
06.02.2020 23:00,1.0,473.5,755.2,,3,Wind blowing from the west,5,,10,, ,,,,6.3,,,,,,30.0,-39.6,No precipitation,6,,,,
06.02.2020 20:00,0.8,471.2,758.8,-0.7,2,Wind blowing from the south-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,6.3,,,,,,11.0,-43.6,No precipitation,12,,,,
06.02.2020 17:00,5.5,471.9,755.1,,0,Wind blowing from the north,3,,7,10%  or less  but not 0, ,,,-16.4,5.8,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
06.02.2020 14:00,1.4,475.2,759.7,-1.8,2,Wind blowing from the north,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,4.9,,,,,,30.0,-43.2,No precipitation,12,,,,
06.02.2020 11:00,-4.5,477.0,761.6,,10,Wind blowing from the north-east,1,,5,20–30%., ,,,-16.4,4.9,,,2500 or more  or no clouds.,,,30.0,-31.6,No precipitation,6,,,,
06.02.2020 08:00,-15.7,476.1,765.7,-0.3,40,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,4.9,,,,,,30.0,-26.2,No precipitation,12,,,,
06.02.2020 05:00,-13.0,476.4,763.0,,20,Calm  no wind,0,,,, ,,,-15.4,4.9,,,,,,30.0,-31.3,No precipitation,6,,,,
06.02.2020 02:00,-7.7,476.6,761.4,1.3,12,Wind blowing from the south,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.9,,,2500 or more  or no clouds.,,,30.0,-32.2,No precipitation,12,,,,
05.02.2020 23:00,-0.5,475.3,758.2,,3,Wind blowing from the north-west,2,,14,, ,,,,4.9,,,,,,30.0,-40.7,No precipitation,6,,,,
05.02.2020 20:00,2.1,472.9,759.4,0.9,2,Wind blowing from the west-southwest,3,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,4.9,,,1500-2000,,,30.0,-42.7,No precipitation,12,,,,
05.02.2020 17:00,4.4,472.0,753.1,,0,Wind blowing from the west-northwest,5,,,10%  or less  but not 0, ,,,-15.4,5.8,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
05.02.2020 14:00,2.2,473.4,751.6,-1.1,0,Wind blowing from the west-southwest,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,5.8,,,,,,30.0,-80.0,No precipitation,12,,,,
05.02.2020 11:00,-3.2,474.5,755.2,,7,Wind blowing from the east-southeast,3,,11,no clouds, ,,,-15.4,5.8,,,,,,30.0,-34.3,No precipitation,6,,,,
05.02.2020 08:00,-13.7,473.4,761.3,0.0,25,Wind blowing from the south-west,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,5.8,,,,,,30.0,-29.5,No precipitation,12,,,,
05.02.2020 05:00,-8.3,473.4,754.9,,7,Calm  no wind,0,,,, ,,,,5.8,,,,,,30.0,-38.1,No precipitation,6,,,,
05.02.2020 02:00,-0.4,474.0,753.1,0.3,1,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.8,,,2500 or more  or no clouds.,,,30.0,-50.6,No precipitation,12,,,,
04.02.2020 23:00,2.2,473.7,754.6,,0,Wind blowing from the west-southwest,5,,,, ,,,,5.8,,,,,,30.0,-80.0,No precipitation,6,,,,
04.02.2020 20:00,0.5,472.5,761.5,-0.8,5,Wind blowing from the south-southeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,5.8,,,,,,30.0,-34.9,No precipitation,12,,,,
04.02.2020 17:00,4.8,473.3,759.3,,2,Wind blowing from the north-east,2,,6,no clouds, ,,,-17.6,5.0,,,,,,30.0,-40.9,No precipitation,6,,,,
04.02.2020 14:00,1.3,476.7,765.7,-1.7,6,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,4.3,,,,,,30.0,-32.5,No precipitation,12,,,,
04.02.2020 11:00,-4.5,478.4,769.3,,11,Wind blowing from the east-southeast,1,,2,no clouds, ,,,-17.6,,,,,,,30.0,-30.6,No precipitation,6,,,,
04.02.2020 08:00,-16.4,477.1,770.4,0.4,52,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,,,,,,,30.0,-24.0,No precipitation,12,,,,
04.02.2020 05:00,-15.3,476.7,765.5,,43,Wind blowing from the west-northwest,0,,5,, ,,,-17.2,4.3,,,,,,30.0,-25.1,No precipitation,6,,,,
04.02.2020 02:00,-13.1,476.9,767.2,0.5,29,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,4.3,,,2500 or more  or no clouds.,,,21.0,-27.4,No precipitation,12,,,,
03.02.2020 23:00,-8.7,476.4,767.1,,19,Calm  no wind,0,,,, ,,,-17.2,4.3,,,,,,14.0,-28.2,No precipitation,6,,,,
03.02.2020 20:00,-1.6,475.4,767.8,-0.9,4,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,4.3,,,,,,26.0,-38.7,No precipitation,12,,,,
03.02.2020 17:00,3.7,476.3,764.4,,1,Wind blowing from the east-southeast,2,,7,no clouds, ,,,-17.2,3.7,,,,,,30.0,-48.0,No precipitation,6,,,,
03.02.2020 14:00,-0.7,479.0,769.8,-1.2,6,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,2.2,,,,,,30.0,-33.9,No precipitation,12,,,,
03.02.2020 11:00,-6.2,480.2,772.6,,19,Wind blowing from the east,1,,3,no clouds, ,,,-17.2,2.2,,,,,,30.0,-26.1,No precipitation,6,,,,
03.02.2020 08:00,-16.6,478.7,772.5,0.4,50,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,2.2,,,,,,30.0,-24.6,No precipitation,12,,,,
03.02.2020 05:00,-14.7,478.3,769.1,,40,Calm  no wind,0,,,, ,,,-15.1,2.2,,,,,,30.0,-25.3,No precipitation,6,,,,
03.02.2020 02:00,-11.9,478.5,769.5,0.6,27,Wind blowing from the west-southwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,2.2,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,12,,,,
02.02.2020 23:00,-7.6,477.9,767.0,,16,Wind blowing from the south-east,2,,10,, ,,,-14.9,2.2,,,,,,11.0,-29.1,No precipitation,6,,,,
02.02.2020 20:00,-0.7,476.7,767.8,0.6,4,Wind blowing from the west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,2.2,,,,,,24.0,-38.0,No precipitation,12,,,,
02.02.2020 17:00,1.5,476.1,764.2,,5,Wind blowing from the west,3,,10,10%  or less  but not 0, ,,,-14.9,5.2,,,1500-2000,,,30.0,-34.2,No precipitation,6,,,,
02.02.2020 14:00,-1.3,477.0,764.8,0.0,11,Wind blowing from the west-northwest,5,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,5.3,,,1500-2000,,,30.0,-28.0,No precipitation,12,,,,
02.02.2020 11:00,-3.3,477.0,761.5,,19,Wind blowing from the east-northeast,1,,,10%  or less  but not 0, ,,,-14.9,5.3,,,1500-2000,,,30.0,-23.7,No precipitation,6,,,,
02.02.2020 08:00,-14.3,474.9,763.6,0.9,43,Wind blowing from the north,0,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,5.3,,,,,,30.0,-24.2,No precipitation,12,,,,
02.02.2020 05:00,-12.6,474.0,758.6,,38,Calm  no wind,0,,,, ,,,-14.9,5.3,,,,,,30.0,-24.0,No precipitation,6,,,,
02.02.2020 02:00,-8.4,474.2,756.4,0.4,23,Wind blowing from the east,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.3,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
01.02.2020 23:00,-1.5,473.8,756.1,,8,Wind blowing from the south-southwest,2,,16,, ,,,,5.3,,,,,,30.0,-31.6,No precipitation,6,,,,
01.02.2020 20:00,1.3,472.5,758.3,0.5,3,Wind blowing from the west-southwest,4,,16,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,5.3,,,1500-2000,,,30.0,-39.4,No precipitation,12,,,,
01.02.2020 17:00,5.0,472.0,753.1,,2,Wind blowing from the west-southwest,6,,16,60%., ,,,-14.9,6.9,,,1500-2000,,,30.0,-40.8,No precipitation,6,,,,
01.02.2020 14:00,4.6,474.0,750.9,-1.5,0,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,6.9,,,,,,30.0,-80.0,No precipitation,12,,,,
01.02.2020 11:00,-2.8,475.5,757.0,,11,Wind blowing from the south-southeast,2,,,no clouds, ,,,-14.9,6.9,,,,,,30.0,-29.2,No precipitation,6,,,,
01.02.2020 08:00,-12.2,474.4,761.6,0.5,30,Wind blowing from the south-southeast,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,6.9,,,,,,30.0,-26.2,No precipitation,12,,,,
01.02.2020 05:00,-9.1,473.9,755.1,,16,Wind blowing from the east-northeast,1,,12,, ,,,-11.3,6.9,,,,,,30.0,-30.4,No precipitation,6,,,,
01.02.2020 02:00,0.2,474.3,751.9,0.6,5,Wind blowing from the west-southwest,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,6.9,,,2500 or more  or no clouds.,,,30.0,-35.1,No precipitation,12,,,,
31.01.2020 23:00,1.4,473.7,754.0,,1,Wind blowing from the west-southwest,2,,13,, ,,,-11.3,6.9,,,,,,30.0,-49.5,No precipitation,6,,,,
31.01.2020 20:00,0.9,472.2,756.8,-0.6,3,Wind blowing from the west,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,6.9,,,,,,27.0,-39.7,No precipitation,12,,,,
31.01.2020 17:00,6.7,472.8,753.3,,0,Wind blowing from the north-northwest,2,,13,no clouds, ,,,-11.3,6.7,,,,,,30.0,-80.0,No precipitation,6,,,,
31.01.2020 14:00,3.5,475.1,754.7,-1.0,5,Wind blowing from the east-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,5.4,,,,,,30.0,-32.7,No precipitation,12,,,,
31.01.2020 11:00,-2.7,476.1,758.8,,13,Wind blowing from the south-southeast,2,,,no clouds, ,,,-11.3,5.4,,,,,,30.0,-27.4,No precipitation,6,,,,
31.01.2020 08:00,-10.2,474.3,759.0,0.6,27,Wind blowing from the south-east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,5.4,,,,,,30.0,-25.7,No precipitation,12,,,,
31.01.2020 05:00,-9.1,473.7,755.8,,22,Wind blowing from the east,1,,12,, ,,,-13.2,5.4,,,,,,30.0,-26.9,No precipitation,6,,,,
31.01.2020 02:00,-2.2,473.7,752.6,0.8,9,Wind blowing from the south-west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,5.4,,,2500 or more  or no clouds.,,,30.0,-30.9,No precipitation,12,,,,
30.01.2020 23:00,0.1,472.9,753.0,,7,Wind blowing from the west-southwest,5,,,, ,,,,5.4,,,,,,30.0,-31.8,No precipitation,6,,,,
30.01.2020 20:00,2.8,471.0,755.5,-0.1,3,Wind blowing from the south-west,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,5.4,,,1500-2000,,,30.0,-38.4,No precipitation,12,,,,
30.01.2020 17:00,4.9,471.1,750.7,,3,Wind blowing from the west,3,,7,70 – 80%., ,,,-13.2,7.6,,,1500-2000,,,30.0,-36.9,No precipitation,6,,,,
30.01.2020 14:00,3.2,473.6,750.9,-1.5,6,Wind blowing from the east-southeast,3,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,7.6,,,1500-2000,,,30.0,-31.0,No precipitation,12,,,,
30.01.2020 11:00,-1.6,475.1,755.4,,12,Wind blowing from the south-east,1,,8,no clouds, ,,,-13.2,7.6,,,,,,30.0,-27.3,No precipitation,6,,,,
30.01.2020 08:00,-13.1,474.2,761.6,-0.1,38,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,7.6,,,,,,30.0,-24.4,No precipitation,12,,,,
30.01.2020 05:00,-7.3,474.3,754.3,,21,Wind blowing from the north-east,2,,8,, ,,,-13.3,7.6,,,,,,30.0,-25.9,No precipitation,6,,,,
30.01.2020 02:00,0.4,474.6,751.8,0.5,7,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.6,,,2500 or more  or no clouds.,,,30.0,-31.5,No precipitation,12,,,,
29.01.2020 23:00,1.8,474.1,754.3,,5,Wind blowing from the west-southwest,3,,6,, ,,,,7.6,,,,,,30.0,-34.0,No precipitation,6,,,,
29.01.2020 20:00,1.2,472.8,759.0,-1.1,7,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,7.6,,,,,,14.0,-30.9,No precipitation,12,,,,
29.01.2020 17:00,7.2,473.9,756.8,,3,Wind blowing from the north,1,,6,no clouds, ,,,-13.3,8.5,,,,,,30.0,-35.3,No precipitation,6,,,,
29.01.2020 14:00,4.3,476.6,761.7,-1.3,6,Wind blowing from the north-northeast,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,,,,,,,30.0,-30.2,No precipitation,12,,,,
29.01.2020 11:00,-2.4,477.9,765.0,,18,Wind blowing from the east-southeast,1,,3,no clouds, ,,,-13.3,,,,,,,30.0,-23.5,No precipitation,6,,,,
29.01.2020 08:00,-12.3,476.7,763.5,1.0,40,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,,,,,,,30.0,-23.1,No precipitation,12,,,,
29.01.2020 05:00,-12.3,475.7,759.4,,41,Calm  no wind,0,,,, ,,,-12.4,8.5,,,,,,30.0,-22.9,No precipitation,6,,,,
29.01.2020 02:00,-10.3,475.2,759.4,0.8,28,Wind blowing from the south-west,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,8.5,,,2500 or more  or no clouds.,,,30.0,-25.3,No precipitation,12,,,,
28.01.2020 23:00,-5.4,474.4,758.5,,16,Calm  no wind,0,,,, ,,,-9.4,8.5,,,,,,11.0,-27.3,No precipitation,6,,,,
28.01.2020 20:00,3.7,473.1,753.0,-0.4,3,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,8.5,,,,,,30.0,-37.7,No precipitation,12,,,,
