Local time in Huai'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.02.2020 02:00,0.4,772.5,773.8,-0.5,95,Wind blowing from the north-east,2,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.3,,,2000-2500,,,5.0,-0.3,No precipitation,12,,,,
06.02.2020 23:00,2.3,773.0,774.3,,87,Wind blowing from the north-east,2,,10,100%., ,,,-0.6,5.3,,,1000-1500,,,14.0,0.4,No precipitation,6,,,,
06.02.2020 20:00,3.3,772.6,774.0,0.8,80,Wind blowing from the north-east,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.3,,,600-1000,,,14.0,0.2,No precipitation,12,,,,
06.02.2020 17:00,4.6,771.8,773.1,,67,Wind blowing from the east,4,,10,100%., ,,,-0.6,5.3,,,600-1000,,,21.0,-1.0,No precipitation,6,,,,
06.02.2020 14:00,5.0,771.6,772.9,-2.3,66,Wind blowing from the east,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.1,,,600-1000,,,24.0,-1.0,No precipitation,12,,,,
06.02.2020 11:00,4.0,773.9,775.3,,65,Wind blowing from the east,5,,9,100%., ,,,-0.6,5.1,,,2500 or more  or no clouds.,,,23.0,-2.0,No precipitation,6,,,,
06.02.2020 08:00,1.6,774.1,775.4,0.5,71,Wind blowing from the east-northeast,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.1,,,2500 or more  or no clouds.,,,26.0,-3.1,No precipitation,12,,,,
06.02.2020 05:00,0.5,773.6,775.0,,77,Wind blowing from the east-northeast,3,,10,100%., ,,,-0.6,5.1,,,600-1000,,,26.0,-3.1,No precipitation,6,,,,
06.02.2020 02:00,-0.6,774.6,775.9,0.6,79,Wind blowing from the east-northeast,2,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.1,,,2500 or more  or no clouds.,,,25.0,-3.8,No precipitation,12,,,,
05.02.2020 23:00,1.1,774.0,775.3,,72,Wind blowing from the east-northeast,6,,10,100%., ,,,0.9,5.1,,,2000-2500,,,27.0,-3.4,No precipitation,6,,,,
05.02.2020 20:00,2.4,774.7,776.1,1.6,66,Wind blowing from the east-northeast,5,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,5.5,,,1000-1500,,,28.0,-3.3,No precipitation,12,,,,
05.02.2020 17:00,3.9,773.1,774.4,,60,Wind blowing from the east-northeast,6,,12,100%., ,,,2.9,,,,2500 or more  or no clouds.,,,24.0,-3.2,No precipitation,6,,,,
05.02.2020 14:00,5.0,772.9,774.2,,57,Wind blowing from the east,6,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,2500 or more  or no clouds.,,,23.0,-2.8,No precipitation,12,,,,
05.02.2020 11:00,4.0,774.2,775.5,,58,Wind blowing from the east-northeast,6,,12,100%., ,,,2.9,,,,1000-1500,,,25.0,-3.5,No precipitation,6,,,,
05.02.2020 08:00,2.9,773.3,774.6,1.6,74,Wind blowing from the east-northeast,6,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,600-1000,,,11.0,-1.3,No precipitation,12,,,,
05.02.2020 05:00,3.3,771.7,773.0,,85,Wind blowing from the north-east,7,,12,100%.,Mist. ,,,1.5,13.0,,,300-600,,,6.0,1.0,No precipitation,6,,,,
05.02.2020 02:00,4.5,771.3,772.6,0.8,91,Wind blowing from the north-east,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,13.0,,,300-600,,,3.2,3.2,No precipitation,12,,,,
04.02.2020 23:00,3.8,770.5,771.8,,87,Wind blowing from the north-east,4,,6,no clouds,Mist. ,,,1.5,13.0,,,,,,6.0,1.8,No precipitation,6,,,,
04.02.2020 20:00,5.5,768.5,769.8,1.5,77,Wind blowing from the north,0,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,13.0,,,,,,4.2,1.8,No precipitation,12,,,,
04.02.2020 17:00,11.1,767.0,768.3,,53,Wind blowing from the south-west,2,,7,no clouds, ,,,1.5,13.0,,,,,,7.0,1.9,No precipitation,6,,,,
04.02.2020 14:00,12.6,767.1,768.4,-1.8,52,Wind blowing from the south,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,12.8,,,,,,7.0,3.0,No precipitation,12,,,,
04.02.2020 11:00,9.0,768.9,770.2,,66,Wind blowing from the south,4,,7,no clouds, ,,,1.5,9.2,,,,,,8.0,3.0,No precipitation,6,,,,
04.02.2020 08:00,3.4,768.8,770.1,0.4,85,Wind blowing from the south-southeast,3,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,,,,,,,7.0,1.1,No precipitation,12,,,,
04.02.2020 05:00,1.9,768.4,769.7,,84,Wind blowing from the south-southeast,3,,7,no clouds, ,,,-0.6,9.2,,,,,,10.0,-0.5,No precipitation,6,,,,
04.02.2020 02:00,2.9,769.1,770.4,,75,Wind blowing from the south-east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,9.2,,,,,,12.0,-1.1,No precipitation,12,,,,
03.02.2020 23:00,3.4,770.2,771.4,,71,Wind blowing from the south-east,5,,,20–30%., ,,,-0.6,9.2,,,2500 or more  or no clouds.,,,16.0,-1.5,No precipitation,6,,,,
03.02.2020 20:00,3.9,770.3,771.6,0.3,62,Wind blowing from the east-southeast,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,9.2,,,2500 or more  or no clouds.,,,14.0,-2.9,No precipitation,12,,,,
03.02.2020 17:00,7.4,770.0,771.3,,51,Wind blowing from the east,2,,8,70 – 80%., ,,,-0.6,11.5,,,2500 or more  or no clouds.,,,14.0,-2.3,No precipitation,6,,,,
03.02.2020 14:00,8.6,770.5,771.7,-2.4,42,Wind blowing from the east-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,13.0,,,,,,20.0,-3.6,No precipitation,12,,,,
03.02.2020 11:00,5.8,772.9,774.2,,57,Wind blowing from the east-northeast,4,,8,no clouds, ,,,-0.6,13.0,,,,,,12.0,-2.1,No precipitation,6,,,,
03.02.2020 08:00,0.1,772.3,773.6,1.2,90,Wind blowing from the north-east,3,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,13.0,,,,,,3.9,-1.3,No precipitation,12,,,,
03.02.2020 05:00,0.8,771.1,772.3,,87,Wind blowing from the north-east,4,,8,no clouds,Mist. ,,,0.8,13.0,,,,,,4.5,-1.1,No precipitation,6,,,,
03.02.2020 02:00,3.1,770.3,771.6,1.0,85,Wind blowing from the north-east,4,,8,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,13.0,,,2500 or more  or no clouds.,,,2.4,0.8,No precipitation,12,,,,
02.02.2020 23:00,3.2,769.3,770.6,,86,Wind blowing from the west,1,,6,50%.,Mist. ,,,1.0,13.0,,,2000-2500,,,2.2,1.1,No precipitation,6,,,,
02.02.2020 20:00,5.3,768.4,769.6,1.2,67,Wind blowing from the east,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,13.0,,,,,,3.9,-0.5,No precipitation,12,,,,
02.02.2020 17:00,11.5,767.2,768.4,,37,Wind blowing from the west,2,,6,40%., ,,,1.0,13.0,,,2500 or more  or no clouds.,,,14.0,-2.7,No precipitation,6,,,,
02.02.2020 14:00,12.9,767.4,768.7,-1.9,36,Wind blowing from the south-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,12.9,,,2500 or more  or no clouds.,,,14.0,-1.8,No precipitation,12,,,,
02.02.2020 11:00,10.8,769.3,770.6,,42,Wind blowing from the south,4,,6,90  or more  but not 100%, ,,,1.0,12.4,,,,,,11.0,-1.6,No precipitation,6,,,,
02.02.2020 08:00,1.7,769.5,770.8,0.6,94,Wind blowing from the east-southeast,1,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,12.4,,,2500 or more  or no clouds.,,,2.1,0.8,No precipitation,12,,,,
02.02.2020 05:00,2.5,768.9,770.2,,94,Wind blowing from the east,2,,6,90  or more  but not 100%,Mist. ,,,-2.5,12.4,,,,,,1.4,1.6,No precipitation,6,,,,
02.02.2020 02:00,2.9,769.6,770.9,0.0,91,Wind blowing from the east-northeast,2,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,12.4,,,2500 or more  or no clouds.,,,1.5,1.6,No precipitation,12,,,,
01.02.2020 23:00,4.5,769.6,770.9,,81,Wind blowing from the east,3,,6,20–30%.,Haze. ,,,-2.5,12.4,,,,,,2.6,1.4,No precipitation,6,,,,
01.02.2020 20:00,7.1,769.4,770.7,,63,Wind blowing from the north-east,4,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,12.4,,,2500 or more  or no clouds.,,,4.0,0.5,No precipitation,12,,,,
01.02.2020 17:00,10.4,768.5,769.8,,42,Wind blowing from the south-west,2,,4,90  or more  but not 100%, ,,,-2.5,12.4,,,,,,7.0,-2.0,No precipitation,6,,,,
01.02.2020 14:00,11.7,768.3,769.6,-1.8,35,Wind blowing from the north-east,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,12.4,,,2500 or more  or no clouds.,,,8.0,-3.2,No precipitation,12,,,,
01.02.2020 11:00,9.7,770.1,771.4,,47,Wind blowing from the south,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,10.8,,,2500 or more  or no clouds.,,,7.0,-1.1,No precipitation,6,,,,
01.02.2020 08:00,-1.2,769.9,771.2,,92,Wind blowing from the south,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,,,,,,,5.0,-2.3,No precipitation,12,,,,
01.02.2020 05:00,-1.9,768.7,769.9,,88,Wind blowing from the south,1,,4,no clouds,Mist. ,,,-4.0,10.8,,,,,,5.0,-3.6,No precipitation,6,,,,
01.02.2020 02:00,-0.5,768.5,769.8,-0.2,77,Wind blowing from the south-southeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,10.8,,,,,,7.0,-4.0,No precipitation,12,,,,
31.01.2020 23:00,0.8,768.7,769.9,,63,Wind blowing from the south,2,,5,no clouds, ,,,-4.0,10.8,,,,,,8.0,-5.6,No precipitation,6,,,,
31.01.2020 20:00,3.0,768.2,769.6,,44,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,10.8,,,,,,9.0,-8.1,No precipitation,12,,,,
31.01.2020 17:00,7.7,767.5,768.7,,43,Wind blowing from the south-southwest,3,,5,no clouds, ,,,-4.0,10.8,,,,,,10.0,-4.1,No precipitation,6,,,,
31.01.2020 14:00,9.7,767.8,769.0,-1.7,32,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,10.0,,,,,,11.0,-6.2,No precipitation,12,,,,
31.01.2020 11:00,6.5,769.5,770.8,,44,Wind blowing from the south-southwest,3,,5,no clouds, ,,,-4.0,7.3,,,,,,12.0,-4.9,No precipitation,6,,,,
31.01.2020 08:00,-2.4,769.1,770.5,1.0,96,Wind blowing from the north-east,1,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,7.3,,,,,,1.9,-2.9,No precipitation,12,,,,
31.01.2020 05:00,-3.6,768.1,769.3,,94,Wind blowing from the south-southwest,1,,4,no clouds,Mist. ,,,-3.8,7.3,,,,,,1.6,-4.4,No precipitation,6,,,,
31.01.2020 02:00,-2.8,768.2,769.5,0.1,89,Wind blowing from the west-southwest,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,7.3,,,,,,2.9,-4.4,No precipitation,12,,,,
30.01.2020 23:00,-0.8,768.1,769.4,,79,Wind blowing from the north-west,1,,9,no clouds,Haze. ,,,-1.4,7.3,,,,,,4.2,-4.0,No precipitation,6,,,,
30.01.2020 20:00,0.8,767.9,769.3,0.8,70,Wind blowing from the west,1,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.3,,,,,,5.0,-4.2,No precipitation,12,,,,
30.01.2020 17:00,5.9,767.1,768.4,,42,Wind blowing from the north-west,2,,9,no clouds, ,,,-1.4,7.3,,,,,,11.0,-6.0,No precipitation,6,,,,
30.01.2020 14:00,6.6,766.9,768.2,-1.2,41,Wind blowing from the north-west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,,,,10.0,-6.0,No precipitation,12,,,,
30.01.2020 11:00,3.9,768.1,769.3,,51,Wind blowing from the north-northwest,5,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,,,,5.0,-5.3,No precipitation,6,,,,
30.01.2020 08:00,-0.8,767.7,769.0,1.2,84,Wind blowing from the north-west,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,,,,3.0,-3.2,No precipitation,12,,,,
30.01.2020 05:00,-0.8,766.5,767.8,,84,Wind blowing from the north-west,2,,5,no clouds,Mist. ,,,-0.9,7.5,,,,,,2.9,-3.2,No precipitation,6,,,,
30.01.2020 02:00,0.8,766.9,768.2,-0.1,77,Wind blowing from the north,2,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.5,,,,,,3.7,-2.9,No precipitation,12,,,,
29.01.2020 23:00,1.9,767.0,768.3,,84,Wind blowing from the west,1,,9,90  or more  but not 100%,Mist. ,,,-0.6,7.5,,,,,,3.2,-0.5,No precipitation,6,,,,
29.01.2020 20:00,2.9,766.9,768.2,1.0,74,Wind blowing from the west-northwest,0,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.5,,,2500 or more  or no clouds.,,,4.6,-1.3,No precipitation,12,,,,
29.01.2020 17:00,6.3,765.9,767.2,,55,Wind blowing from the west-northwest,3,,9,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.5,,,600-1000,,,6.0,-2.1,No precipitation,6,,,,
29.01.2020 14:00,7.1,766.0,767.3,,52,Wind blowing from the north-west,4,,9,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,8.3,,,600-1000,,,5.0,-2.3,No precipitation,12,,,,
29.01.2020 11:00,4.9,767.7,769.0,,62,Wind blowing from the north-west,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,8.3,,,,,,3.8,-1.8,No precipitation,6,,,,
29.01.2020 08:00,-0.1,767.5,768.8,1.0,82,Wind blowing from the west-northwest,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,8.3,,,,,,3.5,-2.8,No precipitation,12,,,,
29.01.2020 05:00,0.7,766.5,767.8,,77,Wind blowing from the north-west,3,,5,no clouds,Haze. ,,,0.7,8.3,,,,,,7.0,-2.9,No precipitation,6,,,,
29.01.2020 02:00,2.8,767.0,768.3,-0.3,67,Wind blowing from the west,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.3,,,1500-2000,,,8.0,-2.7,No precipitation,12,,,,
28.01.2020 23:00,2.2,767.3,768.6,,78,Wind blowing from the west-southwest,1,,6,no clouds, ,,,0.1,8.3,,,,,,7.0,-1.2,No precipitation,6,,,,
28.01.2020 20:00,5.5,767.1,768.4,1.4,61,Wind blowing from the west,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,8.3,,,1500-2000,,,9.0,-1.6,No precipitation,12,,,,
28.01.2020 17:00,6.9,765.7,767.0,,56,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%, ,,,0.1,8.3,,,,,,8.0,-1.3,No precipitation,6,,,,
28.01.2020 14:00,7.9,765.4,766.6,,45,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,8.1,,,,,,8.0,-3.3,No precipitation,12,,,,
