Local time in Tonghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 08:00,-27.7,764.4,776.1,1.3,76,Wind blowing from the west-southwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.3,-16.4,,,2500 or more  or no clouds.,,,11.0,-30.6,No precipitation,12,,,,
05.02.2020 05:00,-27.1,763.1,774.7,,76,Wind blowing from the west,6,,11,, ,,,-29.5,-16.4,,,,,,13.0,-30.0,No precipitation,6,,,,
05.02.2020 02:00,-24.5,762.4,773.8,,75,Wind blowing from the west,6,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.5,-16.4,,,2500 or more  or no clouds.,,,10.0,-27.7,No precipitation,12,,,,
04.02.2020 23:00,-25.7,762.0,773.5,,74,Wind blowing from the west,4,,,, ,,,-29.5,-16.4,,,,,,11.0,-29.0,No precipitation,6,,,,
04.02.2020 20:00,-22.8,761.5,773.1,1.6,72,Wind blowing from the west-southwest,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.5,-16.4,,,,,,13.0,-26.5,No precipitation,12,,,,
04.02.2020 17:00,-19.7,759.9,771.4,,64,Wind blowing from the west,8,,,no clouds, ,,,-29.5,-16.4,,,,,,20.0,-24.9,No precipitation,6,,,,
04.02.2020 14:00,-16.8,758.2,769.6,,62,Wind blowing from the west,7,,11,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.5,-14.4,,,2500 or more  or no clouds.,,,8.0,-22.5,No precipitation,12,,,,
04.02.2020 11:00,-22.2,757.9,769.3,,70,Wind blowing from the south-west,3,,5,no clouds, ,,,-29.5,-14.4,,,,,,11.0,-26.2,No precipitation,6,,,,
04.02.2020 08:00,-27.0,757.5,769.0,0.5,76,Wind blowing from the north-east,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.5,-14.4,,,,,,4.9,-29.9,No precipitation,12,,,,
04.02.2020 05:00,-26.9,757.0,768.4,,75,Wind blowing from the north-northeast,3,,5,, ,,,-30.9,-14.4,,,,,,20.0,-30.0,No precipitation,6,,,,
04.02.2020 02:00,-26.9,757.9,769.2,,77,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.9,-14.4,,,2500 or more  or no clouds.,,,12.0,-29.7,No precipitation,12,,,,
03.02.2020 23:00,-22.4,758.2,769.6,,72,Wind blowing from the south,1,,,, ,,,-30.9,-14.4,,,,,,12.0,-26.1,No precipitation,6,,,,
03.02.2020 20:00,-21.1,758.4,769.9,0.7,63,Wind blowing from the west-southwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.9,-14.4,,,,,,19.0,-26.3,No precipitation,12,,,,
03.02.2020 17:00,-17.8,757.7,769.2,,58,Wind blowing from the west,2,,11,20–30%., ,,,-30.9,-14.4,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,6,,,,
03.02.2020 14:00,-14.5,756.8,768.1,-0.5,53,Wind blowing from the west,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.9,-11.9,,,,,,27.0,-22.0,No precipitation,12,,,,
03.02.2020 11:00,-17.3,757.3,768.6,,61,Wind blowing from the west,7,,11,20–30%., ,,,-30.9,-11.9,,,2500 or more  or no clouds.,,,10.0,-23.0,No precipitation,6,,,,
03.02.2020 08:00,-28.5,757.3,768.9,0.8,76,Wind blowing from the west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.9,-11.9,,,2500 or more  or no clouds.,,,1.0,-31.4,No precipitation,12,,,,
03.02.2020 05:00,-28.5,756.5,767.9,,77,Wind blowing from the north,1,,7,, ,,,-29.0,-11.9,,,,,,12.0,-31.3,No precipitation,6,,,,
03.02.2020 02:00,-24.4,757.9,769.2,-1.0,78,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-11.9,,,2500 or more  or no clouds.,,,11.0,-27.1,No precipitation,12,,,,
02.02.2020 23:00,-22.3,758.9,770.2,,75,Wind blowing from the west-southwest,3,,,, ,,,-27.8,-11.9,,,,,,14.0,-25.5,No precipitation,6,,,,
02.02.2020 20:00,-20.7,759.1,770.5,0.2,72,Wind blowing from the west-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-11.9,,,,,,12.0,-24.4,No precipitation,12,,,,
02.02.2020 17:00,-14.9,758.9,770.3,,61,Wind blowing from the west,6,,9,no clouds, ,,,-27.8,-11.9,,,,,,17.0,-20.9,No precipitation,6,,,,
02.02.2020 14:00,-12.0,758.7,769.9,-1.0,55,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-11.5,,,,,,29.0,-19.2,No precipitation,12,,,,
02.02.2020 11:00,-15.3,759.7,770.8,,61,Wind blowing from the west-southwest,4,,5,no clouds, ,,,-27.8,-11.5,,,,,,16.0,-21.1,No precipitation,6,,,,
02.02.2020 08:00,-20.5,759.7,771.0,1.5,81,Wind blowing from the south-southwest,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-11.5,,,,,,5.0,-23.0,No precipitation,12,,,,
02.02.2020 05:00,-27.6,758.2,769.6,,78,Wind blowing from the west,2,,5,,Haze. ,,,-28.6,-11.5,,,,,,2.8,-30.3,No precipitation,6,,,,
02.02.2020 02:00,-22.1,757.3,768.5,-0.3,82,Wind blowing from the north,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-11.5,,,2500 or more  or no clouds.,,,2.5,-24.3,No precipitation,12,,,,
01.02.2020 23:00,-17.0,757.6,768.7,,84,Wind blowing from the south,2,,,,Mist. ,,,,-11.5,,,,,,3.6,-19.1,No precipitation,6,,,,
01.02.2020 20:00,-17.6,758.2,769.6,,79,Wind blowing from the south-southwest,3,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-11.5,,,,,,3.4,-20.4,No precipitation,12,,,,
01.02.2020 17:00,-14.0,757.9,769.3,,75,Wind blowing from the west,4,,10,no clouds,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-11.5,,,,,,3.2,-17.5,No precipitation,6,,,,
01.02.2020 14:00,-12.1,756.6,767.8,-0.1,72,Wind blowing from the west,7,,10,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-11.6,,,2500 or more  or no clouds.,,,3.5,-16.1,No precipitation,12,,,,
01.02.2020 11:00,-16.9,756.7,768.0,,77,Wind blowing from the south-west,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-12.0,,,,,,4.1,-20.0,No precipitation,6,,,,
01.02.2020 08:00,-24.9,756.8,768.2,,78,Wind blowing from the west-southwest,1,,3,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-12.0,,,2500 or more  or no clouds.,,,4.1,-27.6,No precipitation,12,,,,
01.02.2020 05:00,-28.6,756.4,767.8,,76,Wind blowing from the west,1,,4,,Haze. ,,,-28.7,-12.0,,,,,,4.4,-31.5,No precipitation,6,,,,
01.02.2020 02:00,-25.7,756.6,767.8,-0.3,79,Wind blowing from the south-southwest,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-12.0,,,2500 or more  or no clouds.,,,4.3,-28.3,No precipitation,12,,,,
31.01.2020 23:00,-25.1,756.9,768.3,,80,Calm  no wind,0,,,,Haze. ,,,-28.7,-12.0,,,,,,3.1,-27.5,No precipitation,6,,,,
31.01.2020 20:00,-20.3,756.9,768.4,,80,Wind blowing from the west-southwest,2,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-12.0,,,2500 or more  or no clouds.,,,3.7,-22.9,No precipitation,12,,,,
31.01.2020 17:00,-17.0,756.5,767.9,,75,Wind blowing from the west-southwest,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-12.0,,,,,,5.0,-20.4,No precipitation,6,,,,
31.01.2020 14:00,-12.2,756.7,767.9,-1.2,71,Wind blowing from the west-southwest,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-9.4,,,,,,6.0,-16.5,No precipitation,12,,,,
31.01.2020 11:00,-19.1,757.9,769.3,,80,Wind blowing from the west-southwest,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-9.4,,,,,,3.8,-21.7,No precipitation,6,,,,
31.01.2020 08:00,-27.2,758.2,769.7,0.5,79,Wind blowing from the south-west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.7,-9.4,,,,,,4.7,-29.7,No precipitation,12,,,,
31.01.2020 05:00,-27.1,757.7,769.0,,78,Wind blowing from the west-southwest,1,,5,,Haze. ,,,-27.4,-9.4,,,,,,3.8,-29.8,No precipitation,6,,,,
31.01.2020 02:00,-23.2,757.9,769.1,-0.1,83,Wind blowing from the south-southwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-9.4,,,2500 or more  or no clouds.,,,3.9,-25.3,No precipitation,12,,,,
30.01.2020 23:00,-20.5,758.0,769.3,,82,Wind blowing from the south-west,2,,,,Mist. ,,,-26.6,-9.4,,,,,,4.4,-22.8,No precipitation,6,,,,
30.01.2020 20:00,-18.7,757.9,769.3,0.3,77,Wind blowing from the west-southwest,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-9.4,,,,,,4.8,-21.7,No precipitation,12,,,,
30.01.2020 17:00,-14.4,757.6,769.0,,74,Wind blowing from the south-west,2,,3,no clouds, ,,,-26.6,-9.4,,,,,,7.0,-18.0,No precipitation,6,,,,
30.01.2020 14:00,-10.4,758.0,769.2,-1.4,62,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-5.9,,,,,,11.0,-16.3,No precipitation,12,,,,
30.01.2020 11:00,-17.2,759.4,770.7,,75,Wind blowing from the west-northwest,1,,3,no clouds, ,,,-26.6,,,,,,,7.0,-20.6,No precipitation,6,,,,
30.01.2020 08:00,-23.8,759.9,771.2,0.5,82,Wind blowing from the north-northeast,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-5.9,,,2500 or more  or no clouds.,,,5.0,-26.0,No precipitation,12,,,,
30.01.2020 05:00,-25.0,759.4,770.6,,78,Wind blowing from the north-east,1,,4,, ,,,-25.1,-5.9,,,,,,10.0,-27.7,No precipitation,6,,,,
30.01.2020 02:00,-22.5,759.8,770.9,-0.2,82,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-5.9,,,2500 or more  or no clouds.,,,7.0,-24.7,No precipitation,12,,,,
29.01.2020 23:00,-18.3,760.0,771.1,,83,Wind blowing from the north-northeast,2,,,,Mist. ,,,-21.7,-5.9,,,,,,6.0,-20.5,No precipitation,6,,,,
29.01.2020 20:00,-14.6,760.3,771.5,0.6,76,Wind blowing from the north-northwest,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-5.9,,,,,,4.6,-17.9,No precipitation,12,,,,
29.01.2020 17:00,-11.6,759.7,770.8,,66,Wind blowing from the west,3,,6,no clouds, ,,,-21.7,-5.9,,,,,,7.0,-16.7,No precipitation,6,,,,
29.01.2020 14:00,-6.2,759.4,770.5,,49,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-6.1,,,,,,15.0,-15.2,No precipitation,12,,,,
29.01.2020 11:00,-8.8,760.2,771.2,,55,Wind blowing from the east,4,,6,no clouds, ,,,-21.7,-8.8,,,,,,14.0,-16.2,No precipitation,6,,,,
29.01.2020 08:00,-18.7,760.9,772.2,0.7,76,Wind blowing from the east-northeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,,,,,,,2.3,-21.9,No precipitation,12,,,,
29.01.2020 05:00,-20.1,760.2,771.4,,84,Wind blowing from the north,1,,4,, ,,,-24.2,-9.6,,,,,,8.0,-22.1,No precipitation,6,,,,
29.01.2020 02:00,-18.4,760.2,771.3,,81,Wind blowing from the north,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-9.6,,,2500 or more  or no clouds.,,,7.0,-20.9,No precipitation,12,,,,
28.01.2020 23:00,-17.3,760.2,771.4,,80,Wind blowing from the north-northeast,2,,,,Haze. ,,,-24.2,-9.6,,,,,,5.0,-19.9,No precipitation,6,,,,
28.01.2020 20:00,-17.7,760.2,771.5,0.8,80,Wind blowing from the north-west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-9.6,,,,,,2.2,-20.3,No precipitation,12,,,,
28.01.2020 17:00,-13.0,759.4,770.7,,72,Wind blowing from the south-southwest,1,,2,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-9.6,,,2500 or more  or no clouds.,,,5.0,-17.1,No precipitation,6,,,,
28.01.2020 14:00,-10.8,759.1,770.3,,69,Wind blowing from the west,1,,2,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-7.0,,,2500 or more  or no clouds.,,,5.0,-15.4,No precipitation,12,,,,
28.01.2020 11:00,-14.8,760.3,771.5,,71,Wind blowing from the south-west,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-7.0,,,,,,4.8,-18.9,No precipitation,6,,,,
28.01.2020 08:00,-22.2,760.5,771.8,0.8,81,Wind blowing from the north,1,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.2,-7.0,,,2500 or more  or no clouds.,,,5.0,-24.6,No precipitation,12,,,,
28.01.2020 05:00,-22.4,759.7,770.9,,80,Wind blowing from the north-east,2,,4,, ,,,-23.2,-7.0,,,,,,9.0,-24.9,No precipitation,6,,,,
28.01.2020 02:00,-22.4,760.3,771.5,0.0,77,Wind blowing from the west-northwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-7.0,,,2500 or more  or no clouds.,,,4.5,-25.3,No precipitation,12,,,,
27.01.2020 23:00,-18.6,760.3,771.4,,79,Calm  no wind,0,,,, ,,,-23.9,-7.0,,,,,,8.0,-21.3,No precipitation,6,,,,
27.01.2020 20:00,-16.6,759.9,771.1,-0.1,78,Wind blowing from the north-northeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-7.0,,,,,,3.3,-19.5,No precipitation,12,,,,
27.01.2020 17:00,-10.9,760.0,771.1,,67,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-7.0,,,,,,2.2,-15.8,No precipitation,6,,,,
27.01.2020 14:00,-8.5,760.2,771.4,-1.6,58,Wind blowing from the north-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-8.4,,,,,,6.0,-15.3,No precipitation,12,,,,
27.01.2020 11:00,-13.7,761.8,773.1,,64,Wind blowing from the north-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-10.3,,,,,,6.0,-19.2,No precipitation,6,,,,
27.01.2020 08:00,-19.3,762.9,774.2,-0.1,78,Wind blowing from the north-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.3,,,,,,,3.1,-22.2,No precipitation,12,,,,
27.01.2020 05:00,-22.1,763.0,774.3,,79,Wind blowing from the north-east,0,,4,,Haze. ,,,-30.1,-10.3,,,,,,5.0,-24.8,No precipitation,6,,,,
27.01.2020 02:00,-22.1,763.6,774.9,-0.7,80,Wind blowing from the north-northeast,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.1,-10.3,,,2500 or more  or no clouds.,,,7.0,-24.6,No precipitation,12,,,,
