Local time in Beihai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 02:00,13.4,763.9,765.1,-0.6,88,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,14.4,,,2500 or more  or no clouds.,,,12.0,11.5,No precipitation,12,,,,
04.02.2020 23:00,13.2,764.5,765.7,,89,Wind blowing from the north,2,,8,, ,,,12.5,14.4,,,,,,11.0,11.4,No precipitation,6,,,,
04.02.2020 20:00,13.2,763.9,765.1,1.2,88,Wind blowing from the north-east,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,14.4,,,600-1000,,,11.0,11.3,No precipitation,12,,,,
04.02.2020 17:00,13.7,762.7,763.9,,86,Wind blowing from the north-northeast,2,,8,100%., ,,,12.5,,,,600-1000,,,15.0,11.4,No precipitation,6,,,,
04.02.2020 14:00,13.3,763.2,764.5,-1.9,85,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,,,,600-1000,,,23.0,10.8,0.1,12,,,,
04.02.2020 11:00,12.6,765.1,766.3,,91,Wind blowing from the north-northwest,4,,8,100%., ,,,12.6,,,,600-1000,,,9.0,11.2,No precipitation,6,,,,
04.02.2020 08:00,13.0,763.8,765.1,1.1,90,Wind blowing from the north,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,600-1000,,,13.0,11.4,0.1,12,,,,
04.02.2020 05:00,12.8,762.7,764.0,,93,Wind blowing from the north-northeast,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.7,,,,,,,7.0,11.7,0.1,6,,,,
04.02.2020 02:00,12.8,763.6,764.8,-0.3,92,Wind blowing from the north-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,21.9,,,2500 or more  or no clouds.,,,13.0,11.5,No precipitation,12,,,,
03.02.2020 23:00,13.5,763.9,765.2,,86,Wind blowing from the north-northwest,3,,9,,Rain (not freezing) not falling as shower(s). ,,,13.5,21.9,,,,,,19.0,11.2,No precipitation,6,,,,
03.02.2020 20:00,13.6,763.2,764.5,1.2,86,Wind blowing from the north-northwest,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,21.9,,,600-1000,,,12.0,11.3,No precipitation,12,,,,
03.02.2020 17:00,15.9,762.0,763.3,,83,Wind blowing from the north-northwest,4,,9,100%., ,,,15.9,22.5,,,600-1000,,,10.0,13.0,No precipitation,6,,,,
03.02.2020 14:00,18.7,762.4,763.6,-1.7,84,Wind blowing from the north-northwest,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,23.6,,,600-1000,,,4.0,15.9,No precipitation,12,,,,
03.02.2020 11:00,21.4,764.1,765.4,,81,Wind blowing from the east,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,23.6,,,600-1000,,,5.0,18.0,No precipitation,6,,,,
03.02.2020 08:00,18.9,763.4,764.7,0.9,92,Wind blowing from the east,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,600-1000,,,4.3,17.6,Trace of precipitation,12,,,,
03.02.2020 05:00,19.0,762.5,763.8,,92,Wind blowing from the east,2,,8,,Mist. ,,,17.8,23.6,,,,,,4.1,17.7,No precipitation,6,,,,
03.02.2020 02:00,19.2,763.1,764.4,-0.6,91,Wind blowing from the east,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,23.6,,,2500 or more  or no clouds.,,,4.8,17.7,No precipitation,12,,,,
02.02.2020 23:00,19.2,763.7,765.0,,90,Wind blowing from the east,3,,8,,Mist. ,,,17.6,23.6,,,,,,4.0,17.5,No precipitation,6,,,,
02.02.2020 20:00,19.9,762.6,763.9,0.5,86,Wind blowing from the east-southeast,3,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,23.6,,,600-1000,,,5.0,17.5,No precipitation,12,,,,
02.02.2020 17:00,22.4,762.1,763.3,,74,Wind blowing from the east-southeast,3,,8,90  or more  but not 100%, ,,,17.6,23.6,,,600-1000,,,8.0,17.5,No precipitation,6,,,,
02.02.2020 14:00,22.8,762.8,764.1,-2.3,72,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,22.9,,,600-1000,,,7.0,17.5,No precipitation,12,,,,
02.02.2020 11:00,20.1,765.1,766.4,,82,Wind blowing from the east,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,20.3,,,600-1000,,,5.0,16.9,No precipitation,6,,,,
02.02.2020 08:00,18.0,764.4,765.7,1.3,91,Wind blowing from the east,4,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,5.0,16.5,Trace of precipitation,12,,,,
02.02.2020 05:00,17.9,763.1,764.4,,89,Wind blowing from the east,3,,8,,Mist. ,,,15.9,19.8,,,,,,6.0,16.1,No precipitation,6,,,,
02.02.2020 02:00,18.0,763.6,764.9,0.0,87,Wind blowing from the east,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,19.8,,,2500 or more  or no clouds.,,,7.0,15.8,No precipitation,12,,,,
01.02.2020 23:00,17.9,763.6,764.8,,84,Wind blowing from the east,3,,10,,Mist. ,,,15.9,19.8,,,,,,6.0,15.2,No precipitation,6,,,,
01.02.2020 20:00,18.2,763.0,764.2,0.8,77,Wind blowing from the east,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,19.8,,,600-1000,,,7.0,14.1,No precipitation,12,,,,
01.02.2020 17:00,19.4,762.2,763.5,,69,Wind blowing from the east,4,,10,100%., ,,,15.9,19.8,,,600-1000,,,9.0,13.6,No precipitation,6,,,,
01.02.2020 14:00,18.7,762.9,764.2,-1.9,70,Wind blowing from the east,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,20.3,,,600-1000,,,9.0,13.1,No precipitation,12,,,,
01.02.2020 11:00,17.3,764.8,766.1,,71,Wind blowing from the east,4,,10,100%., ,,,15.9,,,,600-1000,,,8.0,12.0,No precipitation,6,,,,
01.02.2020 08:00,16.0,764.6,765.9,1.3,76,Wind blowing from the east,3,,8,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,6.0,11.8,Trace of precipitation,12,,,,
01.02.2020 05:00,16.2,763.3,764.6,,78,Wind blowing from the east,2,,8,, ,,,,20.3,,,,,,8.0,12.4,No precipitation,6,,,,
01.02.2020 02:00,16.8,764.1,765.4,-0.7,75,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.3,,,2500 or more  or no clouds.,,,9.0,12.3,No precipitation,12,,,,
31.01.2020 23:00,16.9,764.8,766.0,,69,Wind blowing from the east-southeast,3,,9,, ,,,,20.3,,,,,,8.0,11.2,No precipitation,6,,,,
31.01.2020 20:00,17.6,764.0,765.3,1.0,56,Wind blowing from the east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,20.3,,,1000-1500,,,12.0,8.7,No precipitation,12,,,,
31.01.2020 17:00,19.2,763.0,764.3,,43,Wind blowing from the east,4,,9,, ,,,9.5,20.3,,,,,,14.0,6.3,No precipitation,6,,,,
31.01.2020 14:00,19.4,763.9,765.1,-2.4,39,Wind blowing from the east,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,19.8,,,,,,13.0,5.1,No precipitation,12,,,,
31.01.2020 11:00,17.2,766.3,767.5,,39,Wind blowing from the east,5,,8,no clouds, ,,,9.5,19.4,,,,,,12.0,3.1,No precipitation,6,,,,
31.01.2020 08:00,10.4,765.9,767.2,1.5,78,Wind blowing from the east,1,,2,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,2500 or more  or no clouds.,,,4.1,6.7,No precipitation,12,,,,
31.01.2020 05:00,10.5,764.4,765.7,,83,Wind blowing from the east,1,,4,,Mist. ,,,10.1,19.4,,,,,,5.0,7.7,No precipitation,6,,,,
31.01.2020 02:00,10.2,764.6,765.9,-0.5,84,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,19.4,,,2500 or more  or no clouds.,,,4.0,7.6,No precipitation,12,,,,
30.01.2020 23:00,11.7,765.1,766.3,,77,Wind blowing from the east-northeast,1,,6,,Mist. ,,,11.0,19.4,,,,,,5.0,7.8,No precipitation,6,,,,
30.01.2020 20:00,13.1,764.4,765.7,0.7,63,Wind blowing from the west-northwest,0,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.4,,,2500 or more  or no clouds.,,,7.0,6.2,No precipitation,12,,,,
30.01.2020 17:00,18.1,763.7,765.0,,39,Wind blowing from the south,2,,6,no clouds, ,,,11.0,19.4,,,,,,13.0,3.9,No precipitation,6,,,,
30.01.2020 14:00,19.0,764.7,766.0,-2.2,32,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.4,,,,,,14.0,1.9,No precipitation,12,,,,
30.01.2020 11:00,16.1,766.9,768.1,,40,Wind blowing from the north-northeast,4,,6,10%  or less  but not 0, ,,,11.0,16.4,,,2500 or more  or no clouds.,,,10.0,2.5,No precipitation,6,,,,
30.01.2020 08:00,11.1,766.0,767.3,1.2,62,Wind blowing from the north,1,,6,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,16.4,,,2500 or more  or no clouds.,,,6.0,4.1,No precipitation,12,,,,
30.01.2020 05:00,12.2,764.8,766.1,,59,Wind blowing from the north-east,2,,7,,Haze. ,,,10.3,16.4,,,,,,6.0,4.4,No precipitation,6,,,,
30.01.2020 02:00,12.3,765.2,766.5,-0.6,59,Wind blowing from the north-northwest,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,16.4,,,2500 or more  or no clouds.,,,6.0,4.5,No precipitation,12,,,,
29.01.2020 23:00,13.0,765.8,767.1,,55,Wind blowing from the north-northeast,1,,8,, ,,,10.3,16.4,,,,,,7.0,4.2,No precipitation,6,,,,
29.01.2020 20:00,13.2,765.2,766.5,1.6,52,Wind blowing from the north-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,16.4,,,600-1000,,,8.0,3.6,No precipitation,12,,,,
29.01.2020 17:00,15.6,763.6,764.9,,43,Wind blowing from the north-northwest,3,,9,90  or more  but not 100%, ,,,10.3,16.4,,,1500-2000,,,12.0,3.1,No precipitation,6,,,,
29.01.2020 14:00,15.7,764.3,765.6,-2.6,46,Wind blowing from the north,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,15.7,,,600-1000,,,12.0,4.1,No precipitation,12,,,,
29.01.2020 11:00,12.0,766.9,768.1,,53,Wind blowing from the north-northeast,2,,9,100%., ,,,10.3,14.6,,,600-1000,,,11.0,2.7,No precipitation,6,,,,
29.01.2020 08:00,10.7,766.1,767.4,1.2,58,Wind blowing from the north-northeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,14.6,,,600-1000,,,10.0,2.8,No precipitation,12,,,,
29.01.2020 05:00,10.5,764.9,766.2,,69,Wind blowing from the north,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.7,14.6,,,,,,7.0,4.9,No precipitation,6,,,,
29.01.2020 02:00,11.2,764.8,766.1,-0.4,62,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,14.6,,,2500 or more  or no clouds.,,,9.0,4.2,No precipitation,12,,,,
28.01.2020 23:00,11.8,765.2,766.5,,60,Wind blowing from the north-northeast,2,,9,, ,,,8.7,14.6,,,,,,9.0,4.1,No precipitation,6,,,,
28.01.2020 20:00,12.4,763.6,764.8,1.5,59,Wind blowing from the north,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,14.6,,,600-1000,,,10.0,4.6,No precipitation,12,,,,
28.01.2020 17:00,14.4,762.1,763.4,,55,Wind blowing from the east-northeast,3,,9,70 – 80%., ,,,8.7,14.6,,,1000-1500,,,11.0,5.5,No precipitation,6,,,,
28.01.2020 14:00,12.3,762.9,764.2,-1.7,59,Wind blowing from the north-northwest,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,14.7,,,600-1000,,,11.0,4.5,No precipitation,12,,,,
28.01.2020 11:00,11.1,764.6,765.9,,66,Wind blowing from the north-northeast,3,,9,90  or more  but not 100%, ,,,8.7,14.7,,,600-1000,,,11.0,5.0,No precipitation,6,,,,
28.01.2020 08:00,8.8,763.5,764.8,1.2,77,Wind blowing from the north-east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,14.7,,,600-1000,,,10.0,5.0,Trace of precipitation,12,,,,
28.01.2020 05:00,9.2,762.3,763.6,,77,Wind blowing from the north-east,4,,9,, ,,,9.0,14.7,,,,,,11.0,5.4,No precipitation,6,,,,
28.01.2020 02:00,11.6,763.1,764.4,0.6,66,Wind blowing from the north-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,14.7,,,2500 or more  or no clouds.,,,12.0,5.5,No precipitation,12,,,,
27.01.2020 23:00,12.3,762.5,763.8,,64,Wind blowing from the north-northeast,3,,8,, ,,,9.0,14.7,,,,,,15.0,5.7,No precipitation,6,,,,
27.01.2020 20:00,13.1,761.6,762.9,1.3,62,Wind blowing from the north-northeast,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,14.7,,,600-1000,,,16.0,6.0,No precipitation,12,,,,
27.01.2020 17:00,14.3,760.3,761.5,,58,Wind blowing from the north-east,3,,10,100%., ,,,9.0,14.7,,,600-1000,,,22.0,6.2,No precipitation,6,,,,
27.01.2020 14:00,13.8,761.1,762.4,-2.5,58,Wind blowing from the north,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,14.5,,,600-1000,,,26.0,5.7,No precipitation,12,,,,
27.01.2020 11:00,11.6,763.6,764.8,,66,Wind blowing from the north-east,4,,10,, ,,,9.0,14.5,,,,,,25.0,5.3,No precipitation,6,,,,
27.01.2020 08:00,9.2,762.9,764.2,1.1,74,Wind blowing from the north-east,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,1500-2000,,,25.0,4.8,No precipitation,12,,,,
27.01.2020 05:00,9.7,761.8,763.0,,73,Wind blowing from the north-east,4,,10,, ,,,9.1,14.5,,,,,,28.0,5.1,No precipitation,6,,,,
27.01.2020 02:00,10.0,762.5,763.8,-0.4,74,Wind blowing from the north-east,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,14.5,,,2500 or more  or no clouds.,,,26.0,5.6,No precipitation,12,,,,
26.01.2020 23:00,10.1,762.9,764.2,,73,Wind blowing from the north,1,,12,, ,,,9.0,14.5,,,,,,25.0,5.5,No precipitation,6,,,,
26.01.2020 20:00,11.3,762.4,763.7,1.1,68,Wind blowing from the north-east,3,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,14.5,,,2500 or more  or no clouds.,,,29.0,5.6,No precipitation,12,,,,
26.01.2020 17:00,13.3,761.3,762.6,,62,Wind blowing from the north-northeast,4,,13,70 – 80%., ,,,9.0,14.5,,,600-1000,,,29.0,6.2,No precipitation,6,,,,
26.01.2020 14:00,13.4,762.2,763.5,-2.0,64,Wind blowing from the north-east,5,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,13.9,,,600-1000,,,30.0,6.7,2.0,12,,,,
