Local time in Rizhao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.02.2020 08:00,0.7,768.0,774.3,0.6,85,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.7,,,2500 or more  or no clouds.,,,20.0,-1.5,No precipitation,12,,,,
07.02.2020 05:00,0.3,767.4,773.7,,85,Calm  no wind,0,,,, ,,,,0.5,,,,,,20.0,-1.9,No precipitation,6,,,,
07.02.2020 02:00,-0.2,768.1,774.4,-0.6,83,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.0,,,2500 or more  or no clouds.,,,21.0,-2.7,No precipitation,12,,,,
06.02.2020 23:00,-0.3,768.7,775.0,,80,Wind blowing from the north,1,,7,, ,,,,-0.1,,,,,,22.0,-3.3,No precipitation,6,,,,
06.02.2020 20:00,-0.3,768.9,775.3,0.2,76,Wind blowing from the north-east,2,,7,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-2.8,-0.1,,,600-1000,,,25.0,-4.0,0.3,12,,,,
06.02.2020 17:00,-0.2,768.7,775.0,,78,Wind blowing from the east-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-2.8,-0.1,,,600-1000,,,30.0,-3.7,0.3,6,,,,
06.02.2020 14:00,-0.6,768.7,775.0,-2.5,87,Wind blowing from the east-northeast,5,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,0.7,,,600-1000,,,8.0,-2.6,0.3,12,,,,
06.02.2020 11:00,-1.1,771.2,777.6,,65,Wind blowing from the east-northeast,4,,9,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,1.2,,,600-1000,,,12.0,-7.0,No precipitation,6,,,,
06.02.2020 08:00,-2.6,771.1,777.5,0.9,50,Wind blowing from the north-northeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,1.2,,,600-1000,,,21.0,-11.6,No precipitation,12,,,,
06.02.2020 05:00,-2.1,770.2,776.6,,54,Wind blowing from the north-east,5,,9,, ,,,,1.2,,,,,,20.0,-10.2,No precipitation,6,,,,
06.02.2020 02:00,-0.7,770.8,777.1,-0.2,62,Wind blowing from the east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.2,,,2500 or more  or no clouds.,,,24.0,-7.1,No precipitation,12,,,,
05.02.2020 23:00,-0.4,771.0,777.4,,61,Wind blowing from the east-southeast,5,,11,, ,,,,1.2,,,,,,23.0,-7.0,No precipitation,6,,,,
05.02.2020 20:00,-0.7,771.1,777.4,0.9,59,Wind blowing from the east,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,1.2,,,600-1000,,,25.0,-7.7,No precipitation,12,,,,
05.02.2020 17:00,-0.7,770.2,776.6,,61,Wind blowing from the east,4,,11,90  or more  but not 100%, ,,,-4.9,6.0,,,1000-1500,,,28.0,-7.3,No precipitation,6,,,,
05.02.2020 14:00,0.6,770.0,776.4,-1.0,53,Wind blowing from the east-southeast,6,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,7.3,,,600-1000,,,30.0,-7.9,No precipitation,12,,,,
05.02.2020 11:00,0.7,771.0,777.4,,55,Wind blowing from the east-northeast,6,,12,no clouds, ,,,-4.9,,,,,,,26.0,-7.3,No precipitation,6,,,,
05.02.2020 08:00,-3.9,770.3,776.7,1.4,45,Wind blowing from the north-northeast,6,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,,,,,,,30.0,-14.1,No precipitation,12,,,,
05.02.2020 05:00,-3.7,768.9,775.2,,47,Wind blowing from the north-northeast,6,,16,, ,,,-3.7,9.2,,,,,,30.0,-13.4,No precipitation,6,,,,
05.02.2020 02:00,-1.7,768.4,774.7,0.3,45,Wind blowing from the north-east,5,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,9.2,,,2500 or more  or no clouds.,,,30.0,-12.1,No precipitation,12,,,,
04.02.2020 23:00,-1.2,768.1,774.4,,64,Wind blowing from the north-east,5,,16,, ,,,-1.2,9.2,,,,,,17.0,-7.3,No precipitation,6,,,,
04.02.2020 20:00,1.0,765.4,771.7,2.1,73,Wind blowing from the north-northeast,10,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,9.2,,,600-1000,,,7.0,-3.3,No precipitation,12,,,,
04.02.2020 17:00,5.9,763.3,769.6,,70,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,9.2,,,2500 or more  or no clouds.,,,5.0,0.7,No precipitation,6,,,,
04.02.2020 14:00,7.4,762.5,768.7,-1.7,59,Wind blowing from the south,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,9.2,,,2500 or more  or no clouds.,,,6.0,-0.1,No precipitation,12,,,,
04.02.2020 11:00,5.5,764.2,770.5,,59,Wind blowing from the west-southwest,3,,4,no clouds, ,,,0.7,5.8,,,,,,10.0,-1.9,No precipitation,6,,,,
04.02.2020 08:00,1.8,764.2,770.4,0.6,83,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,9.0,-0.8,No precipitation,12,,,,
04.02.2020 05:00,1.5,763.6,769.9,,80,Wind blowing from the west,1,,5,, ,,,,,,,,,,9.0,-1.6,No precipitation,6,,,,
04.02.2020 02:00,2.3,764.5,770.8,-0.8,75,Wind blowing from the south-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,4.5,,,2500 or more  or no clouds.,,,12.0,-1.7,No precipitation,12,,,,
03.02.2020 23:00,1.4,765.3,771.5,,72,Wind blowing from the south-west,2,,7,, ,,,-2.2,4.5,,,,,,13.0,-3.1,No precipitation,6,,,,
03.02.2020 20:00,1.8,765.7,772.0,0.0,75,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,4.9,,,,,,10.0,-2.3,No precipitation,12,,,,
03.02.2020 17:00,2.1,765.7,772.0,,61,Wind blowing from the south,3,,7,no clouds, ,,,-2.2,8.2,,,,,,14.0,-4.8,No precipitation,6,,,,
03.02.2020 14:00,3.9,766.2,772.4,-2.2,50,Wind blowing from the south-east,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,8.5,,,,,,9.0,-5.8,No precipitation,12,,,,
03.02.2020 11:00,2.8,768.4,774.7,,50,Wind blowing from the east,4,,15,no clouds, ,,,-2.2,8.7,,,,,,11.0,-6.6,No precipitation,6,,,,
03.02.2020 08:00,-0.6,768.1,774.4,,75,Wind blowing from the north,3,,15,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,8.7,,,,,,6.0,-4.5,No precipitation,12,,,,
03.02.2020 05:00,-1.6,767.0,773.2,,77,Wind blowing from the north,2,,15,,Haze. ,,,-1.6,8.7,,,,,,6.0,-5.1,No precipitation,6,,,,
03.02.2020 02:00,0.2,766.6,772.9,0.9,70,Wind blowing from the north,7,,15,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,8.7,,,2500 or more  or no clouds.,,,7.0,-4.6,No precipitation,12,,,,
02.02.2020 23:00,0.7,765.7,771.9,,77,Wind blowing from the north-northeast,10,,15,,Haze. ,,,0.6,8.7,,,,,,2.7,-3.0,No precipitation,6,,,,
02.02.2020 20:00,5.0,764.3,770.5,1.8,62,Wind blowing from the north-east,8,,13,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,8.7,,,2500 or more  or no clouds.,,,3.3,-1.7,No precipitation,12,,,,
02.02.2020 17:00,6.3,762.5,768.7,,83,Wind blowing from the east,1,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,8.7,,,2500 or more  or no clouds.,,,3.4,3.6,No precipitation,6,,,,
02.02.2020 14:00,8.3,762.4,768.5,-2.2,66,Wind blowing from the south,3,,8,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,10.6,,,2500 or more  or no clouds.,,,5.0,2.3,No precipitation,12,,,,
02.02.2020 11:00,7.8,764.6,770.8,,63,Wind blowing from the south,3,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,10.8,,,2500 or more  or no clouds.,,,7.0,1.2,No precipitation,6,,,,
02.02.2020 08:00,3.6,764.9,771.1,0.0,81,Wind blowing from the east-northeast,1,,6,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,,,,2500 or more  or no clouds.,,,6.0,0.6,No precipitation,12,,,,
02.02.2020 05:00,2.5,764.9,771.1,,81,Wind blowing from the east-northeast,1,,6,,Mist. ,,,2.4,10.8,,,,,,4.8,-0.4,No precipitation,6,,,,
02.02.2020 02:00,3.1,765.5,771.7,0.2,72,Wind blowing from the east,0,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,10.8,,,2500 or more  or no clouds.,,,5.0,-1.6,No precipitation,12,,,,
01.02.2020 23:00,3.2,765.3,771.4,,51,Wind blowing from the north-east,3,,7,, ,,,2.1,10.8,,,,,,9.0,-6.2,No precipitation,6,,,,
01.02.2020 20:00,4.7,765.4,771.5,1.2,51,Wind blowing from the east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,10.8,,,,,,8.0,-4.6,No precipitation,12,,,,
01.02.2020 17:00,6.4,764.2,770.3,,51,Wind blowing from the east-southeast,1,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,10.8,,,2500 or more  or no clouds.,,,4.6,-3.0,No precipitation,6,,,,
01.02.2020 14:00,10.6,763.9,770.0,-1.4,24,Wind blowing from the north,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,10.8,,,,,,9.0,-9.1,No precipitation,12,,,,
01.02.2020 11:00,8.5,765.3,771.4,,37,Wind blowing from the north-east,3,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,8.9,,,2500 or more  or no clouds.,,,5.0,-5.4,No precipitation,6,,,,
01.02.2020 08:00,5.1,764.6,770.8,1.3,57,Wind blowing from the north-northeast,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.3,-2.9,No precipitation,12,,,,
01.02.2020 05:00,3.2,763.3,769.4,,57,Wind blowing from the west,3,,6,,Haze. ,,,,8.9,,,,,,5.0,-4.7,No precipitation,6,,,,
01.02.2020 02:00,3.4,763.1,769.3,0.1,55,Wind blowing from the west-northwest,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,8.9,,,2500 or more  or no clouds.,,,6.0,-4.8,No precipitation,12,,,,
31.01.2020 23:00,4.0,763.0,769.1,,53,Wind blowing from the west-northwest,3,,6,,Haze. ,,,,8.9,,,,,,7.0,-4.7,No precipitation,6,,,,
31.01.2020 20:00,4.5,762.4,768.7,0.9,60,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,8.9,,,,,,9.0,-2.6,No precipitation,12,,,,
31.01.2020 17:00,6.5,761.5,767.7,,51,Wind blowing from the south-east,0,,6,no clouds, ,,,-3.6,8.9,,,,,,11.0,-2.9,No precipitation,6,,,,
31.01.2020 14:00,7.8,761.8,768.1,-1.8,41,Wind blowing from the south,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,8.9,,,,,,14.0,-4.6,No precipitation,12,,,,
31.01.2020 11:00,5.4,763.6,769.8,,33,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,16.0,-9.6,,,,,,
31.01.2020 08:00,-0.5,763.6,769.9,0.9,51,Wind blowing from the west-northwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,5.1,,,,,,28.0,-9.4,No precipitation,12,,,,
31.01.2020 05:00,-2.8,762.7,769.0,,55,Wind blowing from the west-northwest,1,,10,, ,,,-3.6,5.1,,,,,,30.0,-10.6,No precipitation,6,,,,
31.01.2020 02:00,-2.6,762.8,769.0,-0.2,52,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,5.1,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
30.01.2020 23:00,-1.2,763.0,769.3,,42,Wind blowing from the south-east,1,,15,, ,,,-1.3,5.1,,,,,,30.0,-12.5,No precipitation,6,,,,
30.01.2020 20:00,0.4,762.6,768.9,1.1,46,Wind blowing from the north,3,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,5.1,,,,,,30.0,-9.9,No precipitation,12,,,,
30.01.2020 17:00,3.0,761.5,767.8,,31,Wind blowing from the north,4,,20,no clouds, ,,,-1.3,5.1,,,,,,30.0,-12.5,No precipitation,6,,,,
30.01.2020 14:00,4.4,760.9,767.2,-1.1,40,Wind blowing from the north,5,,20,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.7,,,,,,29.0,-8.3,No precipitation,12,,,,
30.01.2020 11:00,2.6,762.0,768.2,,52,Calm  no wind,0,,,no clouds, ,,,-1.3,4.3,,,,,,18.0,-6.3,No precipitation,6,,,,
30.01.2020 08:00,-0.7,760.9,767.2,0.9,66,Wind blowing from the north,8,,20,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,600-1000,,,14.0,-6.3,No precipitation,12,,,,
30.01.2020 05:00,-0.7,760.0,766.3,,66,Calm  no wind,0,,,, ,,,-0.7,4.3,,,,,,13.0,-6.3,No precipitation,6,,,,
30.01.2020 02:00,-0.2,760.7,766.9,-0.8,62,Wind blowing from the north,8,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,4.3,,,2500 or more  or no clouds.,,,17.0,-6.6,No precipitation,12,,,,
29.01.2020 23:00,-0.2,761.5,767.8,,56,Wind blowing from the north-northwest,7,,14,, ,,,-0.6,4.3,,,,,,23.0,-8.1,No precipitation,6,,,,
29.01.2020 20:00,0.2,761.8,768.1,0.9,58,Wind blowing from the north,4,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,4.5,,,2500 or more  or no clouds.,,,14.0,-7.1,Trace of precipitation,12,,,,
29.01.2020 17:00,2.3,760.9,767.2,,60,Calm  no wind,0,,,90  or more  but not 100%, ,,,1.3,5.9,,,2500 or more  or no clouds.,,,8.0,-4.7,No precipitation,6,,,,
29.01.2020 14:00,3.9,760.4,766.6,-1.4,52,Wind blowing from the north-northwest,4,,13,70 – 80%.,Haze. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,600-1000,,,6.0,-5.1,Trace of precipitation,12,,,,
29.01.2020 11:00,3.2,761.8,768.0,,58,Wind blowing from the north,5,,13,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,600-1000,,,6.0,-4.3,No precipitation,6,,,,
29.01.2020 08:00,1.7,761.5,767.8,0.6,70,Wind blowing from the north,4,,13,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,7.9,,,600-1000,,,6.0,-3.2,No precipitation,12,,,,
29.01.2020 05:00,2.0,760.9,767.0,,77,Wind blowing from the north-northwest,4,,12,,Haze. ,,,1.2,7.9,,,,,,6.0,-1.6,No precipitation,6,,,,
29.01.2020 02:00,2.2,761.6,767.8,-0.4,80,Wind blowing from the north,6,,12,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,7.9,,,2500 or more  or no clouds.,,,5.0,-0.9,No precipitation,12,,,,
