Local time in Longzi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 02:00,-6.0,473.1,758.3,,58,Wind blowing from the east,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.1,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,12,,,,
04.02.2020 20:00,-0.1,471.3,761.1,0.7,32,Wind blowing from the east-northeast,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,8.1,,,,,,30.0,-14.8,No precipitation,12,,,,
04.02.2020 17:00,7.4,470.6,753.9,,12,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-15.0,7.4,,,,,,30.0,-20.2,No precipitation,6,,,,
04.02.2020 14:00,-0.2,474.3,761.0,-2.3,30,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,5.9,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
04.02.2020 11:00,-7.7,476.6,767.5,,49,Wind blowing from the west,1,,6,, ,,,-15.0,,,,,,,30.0,-16.6,No precipitation,6,,,,
04.02.2020 08:00,-14.7,475.6,767.4,0.4,78,Wind blowing from the north-northwest,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,5.9,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
04.02.2020 05:00,-12.9,475.2,762.2,,79,Wind blowing from the north-northeast,1,,10,, ,,,-16.5,5.9,,,,,,30.0,-15.8,No precipitation,6,,,,
04.02.2020 02:00,-7.0,475.6,761.8,,69,Wind blowing from the south-east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.9,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
03.02.2020 20:00,0.8,472.8,763.2,0.3,7,Wind blowing from the north,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,5.9,,,,,,30.0,-31.2,No precipitation,12,,,,
03.02.2020 17:00,5.8,472.5,758.2,,4,Wind blowing from the west,4,,12,no clouds, ,,,-16.5,5.9,,,,,,30.0,-33.4,No precipitation,6,,,,
03.02.2020 14:00,1.7,475.3,763.6,-1.9,9,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,4.3,,,,,,30.0,-27.9,No precipitation,12,,,,
03.02.2020 11:00,-7.2,477.2,769.1,,31,Wind blowing from the south-southwest,2,,3,no clouds, ,,,-16.5,,,,,,,30.0,-21.5,No precipitation,6,,,,
03.02.2020 08:00,-15.3,476.1,768.9,0.1,55,Wind blowing from the south-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,4.3,,,,,,30.0,-22.3,No precipitation,12,,,,
03.02.2020 05:00,-13.4,476.0,765.8,,50,Calm  no wind,0,,,, ,,,-15.9,4.3,,,,,,30.0,-21.6,No precipitation,6,,,,
03.02.2020 02:00,-10.5,476.0,765.8,,60,Wind blowing from the north-northwest,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,4.3,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,12,,,,
02.02.2020 20:00,0.5,471.9,762.1,1.1,14,Wind blowing from the north-west,5,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,4.3,,,1000-1500,,,30.0,-23.9,No precipitation,12,,,,
02.02.2020 17:00,2.8,470.8,757.0,,12,Wind blowing from the north-west,6,,13,, ,,,-15.9,4.9,,,,,,30.0,-23.8,No precipitation,6,,,,
02.02.2020 14:00,0.0,472.6,759.2,-1.5,13,Wind blowing from the east-southeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,6.1,,,2500 or more  or no clouds.,,,30.0,-25.2,No precipitation,12,,,,
02.02.2020 11:00,-6.3,474.1,762.3,,45,Wind blowing from the south,1,,7,, ,,,-15.9,,,,,,,30.0,-16.3,No precipitation,6,,,,
02.02.2020 08:00,-15.3,473.0,765.4,0.5,69,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
02.02.2020 05:00,-12.7,472.5,758.3,,54,Wind blowing from the north-east,1,,12,, ,,,-14.3,6.1,,,,,,30.0,-20.1,No precipitation,6,,,,
02.02.2020 02:00,-8.8,472.8,758.5,,42,Wind blowing from the north-northwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,6.1,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
01.02.2020 20:00,-1.9,471.9,762.7,1.5,25,Wind blowing from the west-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,6.1,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
01.02.2020 17:00,5.0,470.4,754.5,,11,Wind blowing from the west-southwest,5,,,, ,,,-14.3,7.0,,,,,,30.0,-23.1,No precipitation,6,,,,
01.02.2020 14:00,1.5,472.3,756.1,-2.6,26,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,7.1,,,,,,30.0,-15.9,No precipitation,12,,,,
01.02.2020 11:00,-5.2,474.9,763.1,,56,Wind blowing from the west,1,,8,, ,,,-14.3,,,,,,,30.0,-12.8,No precipitation,6,,,,
01.02.2020 08:00,-14.0,473.9,764.2,,78,Wind blowing from the west,1,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,7.1,,,600-1000,,,,-17.1,No precipitation,12,,,,
01.02.2020 02:00,-6.1,473.4,757.3,,60,Wind blowing from the east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.1,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
31.01.2020 20:00,0.8,470.4,758.9,0.5,15,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,7.1,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
31.01.2020 17:00,6.8,469.9,752.3,,6,Wind blowing from the west,4,,9,, ,,,-15.2,7.1,,,,,,30.0,-28.4,No precipitation,6,,,,
31.01.2020 14:00,2.1,472.1,755.5,-1.9,17,Wind blowing from the south-southwest,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,5.0,,,1000-1500,,,30.0,-20.4,No precipitation,12,,,,
31.01.2020 11:00,-5.3,474.0,762.7,,50,Wind blowing from the east,1,,6,no clouds, ,,,-15.2,5.0,,,,,,30.0,-14.1,No precipitation,6,,,,
31.01.2020 08:00,-14.5,472.8,764.2,0.9,78,Wind blowing from the west-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,5.0,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
31.01.2020 05:00,-11.5,471.9,757.1,,74,Wind blowing from the north-northwest,1,,14,, ,,,-12.9,5.0,,,,,,30.0,-15.2,No precipitation,6,,,,
31.01.2020 02:00,-6.4,472.1,756.0,,48,Wind blowing from the east-northeast,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,5.0,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,12,,,,
30.01.2020 20:00,-1.4,470.1,758.8,1.1,26,Wind blowing from the south,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,5.0,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
30.01.2020 17:00,4.3,469.0,752.2,,17,Wind blowing from the south-southwest,6,,11,, ,,,-12.9,8.9,,,,,,30.0,-18.6,No precipitation,6,,,,
30.01.2020 14:00,1.4,471.7,755.1,-2.4,33,Wind blowing from the east-northeast,2,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,,,,1000-1500,,,30.0,-13.1,No precipitation,12,,,,
30.01.2020 11:00,-5.1,474.1,761.5,,58,Wind blowing from the west,2,,10,10%  or less  but not 0, ,,,-12.9,,,,1000-1500,,,30.0,-12.1,No precipitation,6,,,,
30.01.2020 08:00,-12.8,473.4,762.9,0.2,80,Wind blowing from the west-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,12,,,,
30.01.2020 05:00,-11.2,473.2,757.0,,79,Wind blowing from the north-east,1,,,, ,,,-14.7,8.9,,,,,,30.0,-14.1,No precipitation,6,,,,
30.01.2020 02:00,-5.9,473.6,758.9,,64,Wind blowing from the north-northeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.9,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,12,,,,
29.01.2020 20:00,0.3,471.3,760.6,0.3,38,Wind blowing from the east,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,8.9,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
29.01.2020 17:00,7.5,471.0,753.7,,12,Wind blowing from the south,2,,4,, ,,,-14.7,9.2,,,,,,30.0,-20.1,No precipitation,6,,,,
29.01.2020 14:00,0.1,474.5,760.9,-2.2,31,Wind blowing from the south-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
29.01.2020 11:00,-7.4,476.7,767.8,,52,Wind blowing from the north-northwest,1,,9,, ,,,-14.7,,,,,,,30.0,-15.6,No precipitation,6,,,,
29.01.2020 08:00,-14.6,475.5,766.4,0.8,82,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
29.01.2020 05:00,-11.7,474.7,759.0,,78,Wind blowing from the south-southeast,0,,,, ,,,-15.7,9.2,,,,,,30.0,-14.8,No precipitation,6,,,,
29.01.2020 02:00,-6.7,474.7,760.9,,65,Wind blowing from the north-northeast,3,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.2,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,12,,,,
28.01.2020 20:00,1.9,470.9,759.7,1.0,11,Wind blowing from the east-northeast,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,9.2,,,2500 or more  or no clouds.,,,20.0,-25.5,No precipitation,12,,,,
28.01.2020 17:00,8.6,469.9,750.6,,5,Wind blowing from the west-northwest,8,,17,no clouds, ,,,-15.7,9.2,,,,,,30.0,-29.0,No precipitation,6,,,,
28.01.2020 14:00,0.5,472.1,758.2,-1.9,25,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,,,,,,,30.0,-17.3,No precipitation,12,,,,
28.01.2020 11:00,-7.6,474.0,764.4,,55,Wind blowing from the west,1,,10,no clouds, ,,,-15.7,,,,,,,30.0,-15.1,No precipitation,6,,,,
28.01.2020 08:00,-15.6,472.6,763.8,0.2,80,Wind blowing from the west-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
28.01.2020 05:00,-10.6,472.4,756.0,,75,Wind blowing from the south-southeast,1,,14,, ,,,-14.5,6.7,,,,,,30.0,-14.2,No precipitation,6,,,,
28.01.2020 02:00,-8.9,472.2,758.7,,69,Wind blowing from the west,1,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,6.7,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
27.01.2020 20:00,-0.1,469.3,757.6,0.6,11,Wind blowing from the south,2,,20,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,6.7,,,,,,30.0,-27.1,No precipitation,12,,,,
27.01.2020 17:00,6.3,468.7,751.5,,4,Wind blowing from the west-northwest,7,,20,no clouds, ,,,-14.5,6.5,,,,,,30.0,-33.0,No precipitation,6,,,,
27.01.2020 14:00,-0.2,471.6,757.3,-2.1,26,Wind blowing from the south-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,4.2,,,,,,30.0,-17.4,No precipitation,12,,,,
27.01.2020 11:00,-7.3,473.7,763.8,,51,Wind blowing from the west,1,,10,, ,,,-14.5,4.2,,,,,,30.0,-15.7,No precipitation,6,,,,
27.01.2020 08:00,-14.3,472.3,763.8,0.2,80,Wind blowing from the north-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,4.2,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
27.01.2020 05:00,-12.8,472.1,758.8,,77,Wind blowing from the west-southwest,1,,,, ,,,-17.5,4.2,,,,,,30.0,-16.1,No precipitation,6,,,,
27.01.2020 02:00,-7.9,472.0,758.4,,59,Wind blowing from the east,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.2,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
26.01.2020 20:00,-2.1,469.5,761.1,0.4,38,Wind blowing from the east-northeast,5,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,4.2,,,1000-1500,,,30.0,-14.5,No precipitation,12,,,,
26.01.2020 17:00,3.5,469.1,755.1,,13,Wind blowing from the south,4,,,, ,,,-17.5,3.9,,,,,,30.0,-22.4,No precipitation,6,,,,
26.01.2020 14:00,-1.1,472.0,760.4,-2.3,22,Wind blowing from the south-east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,1.0,,,,,,30.0,-20.1,No precipitation,12,,,,
26.01.2020 11:00,-7.1,474.3,764.6,,59,Wind blowing from the east,1,,4,no clouds, ,,,-17.5,1.0,,,,,,30.0,-13.8,No precipitation,6,,,,
26.01.2020 08:00,-17.0,473.3,766.6,0.2,79,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,1.0,,,,,,30.0,-19.8,No precipitation,12,,,,
