Local time in Yuanping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 02:00,-7.1,693.4,769.6,,47,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,2.9,,,2500 or more  or no clouds.,,,17.0,-16.5,No precipitation,12,,,,
03.02.2020 20:00,-2.5,693.0,770.2,0.5,33,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,2.9,,,,,,21.0,-16.6,No precipitation,12,,,,
03.02.2020 17:00,2.4,692.5,768.7,,16,Wind blowing from the north,1,,6,no clouds, ,,,-11.7,2.9,,,,,,30.0,-20.9,No precipitation,6,,,,
03.02.2020 14:00,0.5,693.7,770.0,-3.2,16,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.1,,,,,,30.0,-22.4,No precipitation,12,,,,
03.02.2020 11:00,-3.5,696.9,773.8,,28,Wind blowing from the east-southeast,1,,4,no clouds, ,,,-11.7,1.1,,,,,,27.0,-19.4,No precipitation,6,,,,
03.02.2020 08:00,-11.2,697.3,775.1,0.0,47,Wind blowing from the west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.1,,,,,,30.0,-20.5,No precipitation,12,,,,
03.02.2020 05:00,-10.2,697.3,774.4,,44,Wind blowing from the north-west,1,,12,, ,,,-10.2,1.1,,,,,,30.0,-20.1,No precipitation,6,,,,
03.02.2020 02:00,-7.5,698.2,775.0,,35,Wind blowing from the north-west,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,1.1,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
02.02.2020 20:00,-2.7,698.2,774.8,1.4,22,Wind blowing from the north,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,1.3,,,,,,30.0,-21.5,No precipitation,12,,,,
02.02.2020 17:00,0.1,696.8,772.9,,21,Wind blowing from the north,6,,14,no clouds, ,,,-3.3,2.4,,,,,,30.0,-19.7,No precipitation,6,,,,
02.02.2020 14:00,0.5,696.0,771.8,-0.5,32,Wind blowing from the north-northwest,8,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,3.0,,,1000-1500,,,30.0,-14.3,No precipitation,12,,,,
02.02.2020 11:00,-1.0,696.5,772.6,,73,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,,,,2500 or more  or no clouds.,,,6.0,-5.2,No precipitation,6,,,,
02.02.2020 08:00,-2.8,695.8,771.6,0.8,84,Wind blowing from the south,1,,5,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,3.0,,,2500 or more  or no clouds.,,,6.0,-5.1,2.0,12,,,,
02.02.2020 05:00,-3.0,695.0,770.5,,86,Wind blowing from the south,2,,5,,Mist. ,,,-6.8,3.0,,,,,,5.0,-5.0,2.0,6,,,,
02.02.2020 02:00,-2.4,695.4,770.9,,87,Wind blowing from the south-southeast,2,,5,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,3.0,,,2500 or more  or no clouds.,,,4.6,-4.3,2.0,12,,,,
01.02.2020 20:00,1.3,694.9,771.1,,37,Wind blowing from the south-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,3.0,,,2500 or more  or no clouds.,,,10.0,-11.8,No precipitation,12,,,,
01.02.2020 17:00,2.4,694.1,769.9,,34,Wind blowing from the south-west,2,,5,100%., ,,,-6.8,6.5,,,2500 or more  or no clouds.,,,10.0,-11.9,No precipitation,6,,,,
01.02.2020 14:00,2.1,694.4,770.0,-2.3,34,Wind blowing from the south,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,7.4,,,2500 or more  or no clouds.,,,11.0,-12.1,No precipitation,12,,,,
01.02.2020 11:00,-2.1,696.7,772.8,,31,Wind blowing from the north-northwest,1,,5,100%., ,,,-6.8,,,,2500 or more  or no clouds.,,,27.0,-17.0,No precipitation,6,,,,
01.02.2020 08:00,-6.7,696.7,773.1,0.9,45,Wind blowing from the north-northwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,7.4,,,1000-1500,,,22.0,-16.7,No precipitation,12,,,,
01.02.2020 05:00,-5.4,695.8,771.2,,39,Wind blowing from the north-west,1,,7,, ,,,-8.7,7.4,,,,,,30.0,-17.2,No precipitation,6,,,,
01.02.2020 02:00,-4.0,695.7,770.8,,36,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,7.4,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
31.01.2020 20:00,1.4,694.7,771.1,1.6,25,Wind blowing from the north-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,7.4,,,,,,25.0,-16.5,No precipitation,12,,,,
31.01.2020 17:00,6.5,693.1,768.4,,9,Wind blowing from the north-northwest,4,,6,no clouds, ,,,-8.7,7.4,,,,,,30.0,-24.2,No precipitation,6,,,,
31.01.2020 14:00,6.3,693.4,768.7,-1.7,16,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.3,,,,,,24.0,-17.7,No precipitation,12,,,,
31.01.2020 11:00,-0.6,695.1,771.2,,40,Wind blowing from the south-southeast,1,,3,20–30%., ,,,-8.7,5.7,,,2500 or more  or no clouds.,,,11.0,-12.8,No precipitation,6,,,,
31.01.2020 08:00,-8.2,694.6,771.4,0.9,65,Wind blowing from the north,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.7,,,2500 or more  or no clouds.,,,13.0,-13.6,No precipitation,12,,,,
31.01.2020 05:00,-7.0,693.7,769.2,,63,Wind blowing from the south-east,1,,3,, ,,,-7.3,5.7,,,,,,11.0,-13.0,No precipitation,6,,,,
31.01.2020 02:00,-5.9,694.0,769.5,,55,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.7,,,2500 or more  or no clouds.,,,12.0,-13.5,No precipitation,12,,,,
30.01.2020 20:00,-1.1,693.7,770.2,0.6,39,Wind blowing from the north-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.7,,,,,,10.0,-13.3,No precipitation,12,,,,
30.01.2020 17:00,5.1,693.1,768.5,,12,Wind blowing from the south,1,,4,no clouds, ,,,-7.3,5.7,,,,,,30.0,-22.0,No precipitation,6,,,,
30.01.2020 14:00,4.4,693.9,769.0,-2.2,18,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,4.4,,,,,,30.0,-17.9,No precipitation,12,,,,
30.01.2020 11:00,-0.6,696.1,771.9,,37,Wind blowing from the south-east,2,,4,no clouds, ,,,-7.3,4.4,,,,,,14.0,-13.5,No precipitation,6,,,,
30.01.2020 08:00,-7.1,695.9,772.5,0.7,64,Wind blowing from the east-southeast,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,4.4,,,2500 or more  or no clouds.,,,14.0,-12.9,No precipitation,12,,,,
30.01.2020 05:00,-6.1,695.2,771.1,,59,Wind blowing from the north-northwest,2,,6,, ,,,-6.4,4.4,,,,,,18.0,-13.0,No precipitation,6,,,,
30.01.2020 02:00,-3.6,695.6,771.1,,51,Wind blowing from the north-northwest,2,,7,, ,,,-3.6,4.4,,,,,,20.0,-12.3,No precipitation,6,,,,
29.01.2020 20:00,-0.3,695.8,771.7,1.2,38,Wind blowing from the north-northwest,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,4.4,,,2500 or more  or no clouds.,,,21.0,-12.9,No precipitation,12,,,,
29.01.2020 17:00,3.5,694.6,769.6,,25,Wind blowing from the north-west,4,,8,20–30%., ,,,-3.4,4.4,,,2500 or more  or no clouds.,,,28.0,-14.7,No precipitation,6,,,,
29.01.2020 14:00,3.5,694.4,769.4,-1.6,23,Wind blowing from the north,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,4.9,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
29.01.2020 11:00,0.8,696.0,771.3,,36,Wind blowing from the north-northeast,3,,8,20–30%., ,,,-3.4,4.9,,,2500 or more  or no clouds.,,,24.0,-12.6,No precipitation,6,,,,
29.01.2020 08:00,-3.0,695.3,770.8,0.7,54,Wind blowing from the north-east,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,4.9,,,2500 or more  or no clouds.,,,16.0,-11.0,No precipitation,12,,,,
29.01.2020 05:00,-1.2,694.6,769.6,,52,Wind blowing from the north-northeast,4,,7,, ,,,-5.6,4.9,,,,,,15.0,-10.0,No precipitation,6,,,,
29.01.2020 02:00,-1.1,694.6,769.5,,52,Wind blowing from the north-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,4.9,,,2500 or more  or no clouds.,,,15.0,-9.9,No precipitation,12,,,,
28.01.2020 20:00,2.4,694.3,770.0,1.3,33,Wind blowing from the north-west,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,4.9,,,2500 or more  or no clouds.,,,22.0,-12.2,No precipitation,12,,,,
28.01.2020 17:00,3.7,693.0,768.3,,31,Wind blowing from the north-west,3,,8,70 – 80%., ,,,-5.6,4.9,,,2500 or more  or no clouds.,,,21.0,-11.9,No precipitation,6,,,,
28.01.2020 14:00,4.4,692.7,767.6,-1.3,24,Wind blowing from the north-northwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,4.4,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
28.01.2020 11:00,-1.1,694.0,769.5,,55,Wind blowing from the east,1,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,2.9,,,2500 or more  or no clouds.,,,5.0,-9.0,No precipitation,6,,,,
28.01.2020 08:00,-5.1,693.4,769.3,0.6,63,Wind blowing from the north-northwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,2.9,,,2500 or more  or no clouds.,,,11.0,-11.2,No precipitation,12,,,,
28.01.2020 05:00,-4.3,692.8,768.3,,68,Wind blowing from the north-west,1,,4,, ,,,-5.2,2.9,,,,,,11.0,-9.3,No precipitation,6,,,,
28.01.2020 02:00,-2.5,693.2,768.5,,66,Wind blowing from the north,0,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,2.9,,,2500 or more  or no clouds.,,,6.0,-8.0,No precipitation,12,,,,
27.01.2020 20:00,0.3,693.3,769.2,0.7,59,Wind blowing from the north-west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,2.9,,,2500 or more  or no clouds.,,,9.0,-6.8,No precipitation,12,,,,
27.01.2020 17:00,2.1,692.6,768.0,,41,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,-5.2,2.9,,,2500 or more  or no clouds.,,,9.0,-9.8,No precipitation,6,,,,
27.01.2020 14:00,1.9,693.1,768.5,-2.1,40,Wind blowing from the south,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,2.0,,,2500 or more  or no clouds.,,,11.0,-10.3,No precipitation,12,,,,
27.01.2020 11:00,-1.3,695.2,771.1,,44,Wind blowing from the south-east,1,,4,100%., ,,,-5.2,2.0,,,2500 or more  or no clouds.,,,9.0,-12.0,No precipitation,6,,,,
27.01.2020 08:00,-4.9,695.1,771.3,-0.1,57,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,2.0,,,2500 or more  or no clouds.,,,10.0,-12.3,No precipitation,12,,,,
27.01.2020 05:00,-3.7,695.2,771.1,,53,Wind blowing from the north-northwest,2,,4,, ,,,-9.0,2.0,,,,,,12.0,-12.1,No precipitation,6,,,,
27.01.2020 02:00,-3.1,696.4,772.3,,55,Wind blowing from the north-northwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,2.0,,,2500 or more  or no clouds.,,,9.0,-10.9,No precipitation,12,,,,
26.01.2020 20:00,-0.5,697.1,774.1,0.2,49,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,2.0,,,2500 or more  or no clouds.,,,6.0,-9.9,No precipitation,12,,,,
26.01.2020 17:00,0.9,696.9,773.5,,39,Wind blowing from the south,1,,2,90  or more  but not 100%, ,,,-9.0,2.5,,,,,,11.0,-11.5,No precipitation,6,,,,
26.01.2020 14:00,0.7,697.6,773.8,-2.1,34,Wind blowing from the south-east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,3.4,,,2500 or more  or no clouds.,,,17.0,-13.4,No precipitation,12,,,,
26.01.2020 11:00,-4.4,699.7,777.1,,50,Wind blowing from the north-west,1,,4,90  or more  but not 100%, ,,,-9.0,3.4,,,,,,9.0,-13.3,No precipitation,6,,,,
26.01.2020 08:00,-8.8,699.6,777.2,,62,Wind blowing from the north-northeast,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,3.4,,,2500 or more  or no clouds.,,,10.0,-14.8,No precipitation,12,,,,
26.01.2020 05:00,-7.6,699.0,775.6,,72,Wind blowing from the north,1,,4,,Mist. ,,,-9.3,3.4,,,,,,5.0,-11.9,No precipitation,6,,,,
26.01.2020 02:00,-4.7,699.3,775.5,,49,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,3.4,,,2500 or more  or no clouds.,,,13.0,-13.8,No precipitation,12,,,,
25.01.2020 20:00,-2.6,698.8,776.4,,62,Wind blowing from the north-west,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,3.4,,,2500 or more  or no clouds.,,,3.5,-8.9,No precipitation,12,,,,
25.01.2020 17:00,2.6,697.9,774.4,,36,Wind blowing from the south,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,3.4,,,2500 or more  or no clouds.,,,6.0,-11.0,No precipitation,6,,,,
25.01.2020 14:00,2.5,698.7,775.0,-2.2,33,Wind blowing from the south-southeast,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,2.6,,,2500 or more  or no clouds.,,,5.0,-12.1,No precipitation,12,,,,
