Local time in Huadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 02:00,-27.7,749.7,777.0,,67,Wind blowing from the west-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-13.8,,,2500 or more  or no clouds.,,,30.0,-32.0,No precipitation,12,,,,
04.02.2020 20:00,-19.4,748.4,775.3,1.4,52,Wind blowing from the west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-13.8,,,,,,25.0,-26.8,No precipitation,12,,,,
04.02.2020 17:00,-16.2,747.0,773.8,,40,Wind blowing from the west,3,,10,no clouds, ,,,-24.6,-12.1,,,,,,30.0,-26.7,No precipitation,6,,,,
04.02.2020 14:00,-14.0,746.0,772.9,-0.7,34,Wind blowing from the west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-9.4,,,,,,30.0,-26.5,Trace of precipitation,12,,,,
04.02.2020 11:00,-15.2,746.7,773.8,,40,Wind blowing from the west-southwest,6,,9,no clouds, ,,,-24.6,-9.4,,,,,,30.0,-25.8,No precipitation,6,,,,
04.02.2020 08:00,-16.7,745.4,772.3,1.6,75,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-9.4,,,2500 or more  or no clouds.,,,19.0,-20.1,Trace of precipitation,12,,,,
04.02.2020 05:00,-19.1,743.8,770.3,,87,Wind blowing from the south-east,1,,2,,Mist. ,,,-25.8,-9.4,,,,,,5.0,-20.7,No precipitation,6,,,,
04.02.2020 02:00,-22.1,744.4,771.0,,79,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-9.4,,,2500 or more  or no clouds.,,,17.0,-24.8,No precipitation,12,,,,
03.02.2020 20:00,-21.1,745.0,772.3,0.6,76,Wind blowing from the east-southeast,0,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-9.4,,,,,,8.0,-24.2,No precipitation,12,,,,
03.02.2020 17:00,-12.1,744.4,771.2,,37,Wind blowing from the west,2,,10,no clouds, ,,,-25.8,-9.4,,,,,,30.0,-23.9,No precipitation,6,,,,
03.02.2020 14:00,-10.0,744.4,770.8,,33,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-8.1,,,,,,30.0,-23.3,No precipitation,12,,,,
03.02.2020 11:00,-11.8,745.3,771.7,,59,Wind blowing from the west-southwest,5,,9,90  or more  but not 100%, ,,,-25.8,-7.7,,,,,,29.0,-18.2,No precipitation,6,,,,
03.02.2020 08:00,-22.8,745.6,772.6,0.9,85,Wind blowing from the north,0,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-7.7,,,2500 or more  or no clouds.,,,4.1,-24.6,No precipitation,12,,,,
03.02.2020 05:00,-23.5,744.7,771.4,,84,Wind blowing from the east,0,,2,, ,,,-25.8,-7.7,,,,,,14.0,-25.5,No precipitation,6,,,,
03.02.2020 02:00,-19.6,744.9,771.3,,88,Wind blowing from the south-east,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-7.7,,,2500 or more  or no clouds.,,,14.0,-21.1,No precipitation,12,,,,
02.02.2020 20:00,-13.9,745.3,772.1,0.0,70,Wind blowing from the south-southwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-7.7,,,2500 or more  or no clouds.,,,9.0,-18.2,No precipitation,12,,,,
02.02.2020 17:00,-9.3,745.3,772.0,,44,Wind blowing from the south-west,2,,6,90  or more  but not 100%, ,,,-25.8,-7.7,,,,,,29.0,-19.3,No precipitation,6,,,,
02.02.2020 14:00,-8.3,745.6,772.1,-1.6,40,Wind blowing from the west-northwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-6.1,,,2500 or more  or no clouds.,,,23.0,-19.5,No precipitation,12,,,,
02.02.2020 11:00,-10.8,747.2,773.8,,47,Wind blowing from the west-southwest,2,,4,no clouds, ,,,-25.8,-6.1,,,,,,7.0,-19.9,No precipitation,6,,,,
02.02.2020 08:00,-21.7,747.7,774.7,0.5,87,Wind blowing from the north-northeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,,,,2500 or more  or no clouds.,,,2.6,-23.3,No precipitation,12,,,,
02.02.2020 05:00,-24.8,747.2,774.0,,81,Wind blowing from the east-northeast,1,,5,, ,,,-24.9,-6.1,,,,,,10.0,-27.1,No precipitation,6,,,,
02.02.2020 02:00,-22.5,747.3,773.8,,85,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-6.1,,,2500 or more  or no clouds.,,,10.0,-24.4,No precipitation,12,,,,
01.02.2020 20:00,-16.6,746.9,773.9,1.0,86,Wind blowing from the north-east,1,,9,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-6.1,,,,,,7.0,-18.4,No precipitation,12,,,,
01.02.2020 17:00,-8.8,745.9,772.6,,60,Wind blowing from the west-southwest,2,,9,no clouds, ,,,-24.5,-6.1,,,,,,13.0,-15.2,No precipitation,6,,,,
01.02.2020 14:00,-6.4,744.8,771.3,-0.4,52,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-5.6,,,,,,10.0,-14.7,No precipitation,12,,,,
01.02.2020 11:00,-10.1,745.2,771.8,,66,Wind blowing from the west-southwest,5,,8,no clouds, ,,,-24.5,-5.6,,,,,,7.0,-15.3,No precipitation,6,,,,
01.02.2020 08:00,-21.5,745.0,772.0,1.3,85,Wind blowing from the east-northeast,0,,1,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,,,,,,,4.0,-23.4,No precipitation,12,,,,
01.02.2020 05:00,-24.2,743.7,770.5,,80,Wind blowing from the north-northeast,1,,1,,Haze. ,,,-25.9,-5.6,,,,,,6.0,-26.7,No precipitation,6,,,,
01.02.2020 02:00,-23.5,743.2,769.7,,82,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-5.6,,,2500 or more  or no clouds.,,,5.0,-25.7,No precipitation,12,,,,
31.01.2020 20:00,-19.7,742.7,769.9,1.0,89,Wind blowing from the north,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-5.6,,,,,,3.5,-21.1,No precipitation,12,,,,
31.01.2020 17:00,-12.1,741.7,768.4,,74,Wind blowing from the north,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-5.6,,,,,,2.7,-15.8,No precipitation,6,,,,
31.01.2020 14:00,-7.3,741.8,768.4,-1.6,51,Wind blowing from the north,0,,2,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-6.6,,,,,,4.8,-15.7,No precipitation,12,,,,
31.01.2020 11:00,-14.6,743.4,770.2,,84,Calm  no wind,0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,,,,,,,3.7,-16.7,No precipitation,6,,,,
31.01.2020 08:00,-23.6,743.9,771.1,,86,Wind blowing from the north,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,,,,1000-1500,,,0.7,-25.3,No precipitation,12,,,,
31.01.2020 05:00,-25.7,743.5,770.2,,82,Wind blowing from the east,1,,2,,Mist. ,,,-26.5,-6.6,,,,,,2.7,-27.9,No precipitation,6,,,,
31.01.2020 02:00,-25.4,743.6,770.2,,79,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-6.6,,,2500 or more  or no clouds.,,,4.8,-28.0,No precipitation,12,,,,
30.01.2020 20:00,-19.0,743.2,770.4,0.6,89,Wind blowing from the east-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-6.6,,,,,,3.5,-20.4,No precipitation,12,,,,
30.01.2020 17:00,-10.8,742.6,769.3,,68,Wind blowing from the west-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-6.6,,,,,,5.0,-15.6,No precipitation,6,,,,
30.01.2020 14:00,-7.9,742.7,769.1,-1.4,52,Wind blowing from the south-west,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-4.1,,,,,,4.6,-16.1,No precipitation,12,,,,
30.01.2020 11:00,-13.6,744.1,770.8,,68,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,,,,,,,3.7,-18.3,No precipitation,6,,,,
30.01.2020 08:00,-23.4,744.6,771.5,,84,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,,,,2500 or more  or no clouds.,,,2.7,-25.4,No precipitation,12,,,,
30.01.2020 05:00,-24.0,743.9,770.5,,83,Wind blowing from the north-northeast,1,,3,,Mist. ,,,-24.4,-4.1,,,,,,4.6,-26.1,No precipitation,6,,,,
30.01.2020 02:00,-22.1,744.2,770.5,,88,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-4.1,,,2500 or more  or no clouds.,,,3.4,-23.6,No precipitation,12,,,,
29.01.2020 20:00,-14.3,743.7,770.3,0.9,87,Wind blowing from the north-east,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-4.1,,,,,,2.7,-16.0,No precipitation,12,,,,
29.01.2020 17:00,-7.3,742.8,769.0,,64,Wind blowing from the west-southwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-4.1,,,,,,3.7,-13.0,No precipitation,6,,,,
29.01.2020 14:00,-4.7,742.3,768.3,-1.3,51,Wind blowing from the west-southwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-1.3,,,,,,3.3,-13.3,No precipitation,12,,,,
29.01.2020 11:00,-10.3,743.6,769.8,,71,Wind blowing from the west-southwest,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,,,,,,,2.7,-14.6,No precipitation,6,,,,
29.01.2020 08:00,-18.9,743.9,770.4,0.5,91,Wind blowing from the north-east,1,,1,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,,,,2500 or more  or no clouds.,,,3.5,-20.0,No precipitation,12,,,,
29.01.2020 05:00,-18.6,743.4,769.6,,91,Calm  no wind,0,,,,Mist. ,,,-18.7,-0.9,,,,,,6.0,-19.7,No precipitation,6,,,,
29.01.2020 02:00,-17.0,743.6,769.5,,93,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-0.9,,,2500 or more  or no clouds.,,,5.0,-17.9,No precipitation,12,,,,
28.01.2020 20:00,-10.7,743.5,769.7,0.4,87,Wind blowing from the north-east,0,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-0.9,,,2500 or more  or no clouds.,,,3.9,-12.5,No precipitation,12,,,,
28.01.2020 17:00,-5.5,743.1,769.0,,72,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-0.9,,,,,,2.1,-9.8,No precipitation,6,,,,
28.01.2020 14:00,-1.4,742.8,768.5,-1.4,42,Wind blowing from the north,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-0.9,,,2500 or more  or no clouds.,,,9.0,-12.7,No precipitation,12,,,,
28.01.2020 11:00,-7.2,744.2,770.2,,55,Wind blowing from the north-east,0,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-2.3,,,,,,4.5,-14.7,No precipitation,6,,,,
28.01.2020 08:00,-15.1,744.6,770.9,0.5,89,Wind blowing from the east,0,,1,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,,,,2500 or more  or no clouds.,,,5.0,-16.5,No precipitation,12,,,,
28.01.2020 05:00,-15.2,744.1,770.2,,89,Wind blowing from the south,0,,1,, ,,,-21.8,-2.3,,,,,,10.0,-16.6,No precipitation,6,,,,
28.01.2020 02:00,-14.5,744.4,770.2,,86,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.9,-2.3,,,2500 or more  or no clouds.,,,8.0,-16.3,No precipitation,12,,,,
27.01.2020 20:00,-12.2,744.6,771.1,0.4,78,Wind blowing from the south-east,0,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-2.3,,,1000-1500,,,5.0,-15.3,No precipitation,12,,,,
27.01.2020 17:00,-7.2,744.2,770.6,,55,Calm  no wind,0,,,90  or more  but not 100%, ,,,-23.2,-2.3,,,,,,9.0,-14.9,No precipitation,6,,,,
27.01.2020 14:00,-2.7,744.5,770.7,-2.1,34,Wind blowing from the north-northeast,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-2.7,,,2500 or more  or no clouds.,,,12.0,-16.4,No precipitation,12,,,,
27.01.2020 11:00,-8.3,746.6,773.2,,48,Wind blowing from the north-east,2,,5,60%., ,,,-23.2,-7.2,,,2500 or more  or no clouds.,,,10.0,-17.4,No precipitation,6,,,,
27.01.2020 08:00,-18.6,747.8,774.8,-0.5,85,Wind blowing from the east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,,,,,,,7.0,-20.5,No precipitation,12,,,,
27.01.2020 05:00,-21.3,748.3,775.1,,85,Wind blowing from the south-east,1,,4,, ,,,-28.1,-7.2,,,,,,10.0,-23.2,No precipitation,6,,,,
27.01.2020 02:00,-21.5,749.0,775.6,,88,Wind blowing from the east-southeast,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,-7.2,,,2500 or more  or no clouds.,,,7.0,-23.0,No precipitation,12,,,,
26.01.2020 20:00,-18.9,750.8,778.3,0.2,85,Wind blowing from the north-northeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,-7.2,,,,,,3.7,-20.8,No precipitation,12,,,,
26.01.2020 17:00,-12.0,750.6,777.8,,64,Wind blowing from the north-northwest,0,,2,no clouds, ,,,-28.1,-7.2,,,,,,6.0,-17.4,No precipitation,6,,,,
26.01.2020 14:00,-8.1,751.2,778.0,-1.8,48,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,-7.2,,,,,,5.0,-17.4,No precipitation,12,,,,
26.01.2020 11:00,-15.0,753.0,780.1,,57,Wind blowing from the north-east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,,,,,,,5.0,-21.6,No precipitation,6,,,,
