Local time in Zhangjiakou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 23:00,-10.6,701.7,775.1,,75,Calm  no wind,0,,,,Mist. ,,,-10.8,-3.6,,,,,,3.6,-14.3,No precipitation,6,,,,
06.02.2020 20:00,-8.7,701.2,774.7,0.7,66,Wind blowing from the east-northeast,1,,5,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-3.6,,,2500 or more  or no clouds.,,,6.0,-13.9,Trace of precipitation,12,,,,
06.02.2020 17:00,-4.3,700.5,773.2,,55,Wind blowing from the south-southwest,1,,5,90  or more  but not 100%, ,,,-10.8,-3.6,,,2500 or more  or no clouds.,,,10.0,-12.2,No precipitation,6,,,,
06.02.2020 14:00,-5.2,701.1,774.0,-2.1,56,Wind blowing from the south,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-2.7,,,1500-2000,,,11.0,-12.6,Trace of precipitation,12,,,,
06.02.2020 11:00,-8.0,703.2,776.6,,68,Wind blowing from the east,2,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,,,,Less than  50,,,9.0,-12.9,No precipitation,6,,,,
06.02.2020 08:00,-10.5,703.0,776.6,0.0,72,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,8.0,-14.6,No precipitation,12,,,,
06.02.2020 05:00,-10.4,703.0,776.0,,70,Wind blowing from the east-southeast,2,,8,, ,,,-16.8,-2.7,,,,,,10.0,-14.8,No precipitation,6,,,,
06.02.2020 02:00,-10.0,703.3,776.2,0.1,66,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-2.7,,,2500 or more  or no clouds.,,,11.0,-15.3,No precipitation,12,,,,
05.02.2020 23:00,-9.2,703.2,776.6,,66,Wind blowing from the east-southeast,3,,8,, ,,,-16.8,-2.7,,,,,,10.0,-14.4,No precipitation,6,,,,
05.02.2020 20:00,-7.9,702.6,776.9,1.4,59,Wind blowing from the south-east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-2.7,,,,,,13.0,-14.5,No precipitation,12,,,,
05.02.2020 17:00,-4.4,701.2,774.7,,35,Wind blowing from the south-southeast,4,,7,10%  or less  but not 0, ,,,-16.8,-2.7,,,2500 or more  or no clouds.,,,23.0,-17.6,No precipitation,6,,,,
05.02.2020 14:00,-3.9,701.5,774.7,-2.4,26,Wind blowing from the south-southeast,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-1.9,,,1500-2000,,,26.0,-20.6,No precipitation,12,,,,
05.02.2020 11:00,-8.0,703.9,777.6,,31,Wind blowing from the south-southeast,1,,5,no clouds, ,,,-16.8,-1.9,,,,,,24.0,-22.2,No precipitation,6,,,,
05.02.2020 08:00,-16.0,704.2,778.6,0.3,51,Wind blowing from the north-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-1.9,,,,,,24.0,-23.8,No precipitation,12,,,,
05.02.2020 05:00,-15.2,703.9,777.6,,40,Wind blowing from the north-west,1,,12,, ,,,-15.2,-1.9,,,,,,30.0,-25.8,No precipitation,6,,,,
05.02.2020 02:00,-13.1,704.2,777.4,0.0,41,Wind blowing from the north-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-1.9,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
04.02.2020 23:00,-10.6,704.2,777.8,,37,Wind blowing from the north-northwest,2,,12,, ,,,-12.1,-1.9,,,,,,30.0,-22.5,No precipitation,6,,,,
04.02.2020 20:00,-7.7,703.3,777.0,1.7,33,Wind blowing from the north-west,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-1.9,,,,,,30.0,-21.2,No precipitation,12,,,,
04.02.2020 17:00,-3.8,701.6,774.4,,25,Wind blowing from the north,5,,12,no clouds, ,,,-12.1,1.2,,,,,,30.0,-21.0,No precipitation,6,,,,
04.02.2020 14:00,-2.4,701.2,773.5,-1.4,21,Wind blowing from the north-west,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,1.4,,,,,,30.0,-21.8,No precipitation,12,,,,
04.02.2020 11:00,-7.0,702.6,775.3,,29,Wind blowing from the west-northwest,4,,8,no clouds, ,,,-12.1,1.4,,,,,,30.0,-22.0,No precipitation,6,,,,
04.02.2020 08:00,-11.9,701.7,774.5,1.8,40,Wind blowing from the north-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,1.4,,,,,,30.0,-22.8,No precipitation,12,,,,
04.02.2020 05:00,-10.6,699.9,771.8,,44,Wind blowing from the north-west,4,,11,, ,,,-16.5,1.4,,,,,,30.0,-20.5,No precipitation,6,,,,
04.02.2020 02:00,-8.7,699.4,771.4,0.6,40,Wind blowing from the west-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,1.4,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
03.02.2020 23:00,-5.7,698.8,771.1,,37,Wind blowing from the west-northwest,3,,11,, ,,,-16.5,1.4,,,,,,30.0,-18.1,No precipitation,6,,,,
03.02.2020 20:00,-2.5,697.0,770.0,1.0,34,Wind blowing from the north,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,1.4,,,,,,30.0,-16.2,No precipitation,12,,,,
03.02.2020 17:00,1.2,696.0,768.1,,23,Wind blowing from the south-west,1,,3,20–30%., ,,,-16.5,1.4,,,1500-2000,,,30.0,-17.7,No precipitation,6,,,,
03.02.2020 14:00,-1.4,697.0,769.2,-3.0,26,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-1.4,,,,,,30.0,-18.4,No precipitation,12,,,,
03.02.2020 11:00,-7.1,700.0,773.2,,35,Wind blowing from the south-west,1,,6,no clouds, ,,,-16.5,-3.0,,,,,,30.0,-20.0,No precipitation,6,,,,
03.02.2020 08:00,-16.3,701.0,775.3,-0.3,61,Wind blowing from the north-west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-3.0,,,,,,30.0,-22.1,No precipitation,12,,,,
03.02.2020 05:00,-15.0,701.3,775.0,,54,Wind blowing from the north,1,,13,, ,,,-15.0,-3.0,,,,,,30.0,-22.4,No precipitation,6,,,,
03.02.2020 02:00,-12.3,702.6,775.9,-1.3,43,Wind blowing from the north-west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-3.0,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
02.02.2020 23:00,-10.3,703.9,777.1,,35,Wind blowing from the north,4,,15,, ,,,-10.3,-2.7,,,,,,30.0,-22.8,No precipitation,6,,,,
02.02.2020 20:00,-8.9,703.7,776.9,1.6,33,Wind blowing from the north-northwest,4,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-2.3,,,,,,30.0,-22.3,No precipitation,12,,,,
02.02.2020 17:00,-5.3,702.1,774.4,,21,Wind blowing from the north-northwest,6,,15,20–30%., ,,,-6.8,-1.1,,,1500-2000,,,30.0,-24.2,No precipitation,6,,,,
02.02.2020 14:00,-4.4,701.5,773.5,0.0,41,Wind blowing from the north-west,8,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,,,,1500-2000,,,30.0,-15.7,0.3,12,,,,
02.02.2020 11:00,-5.1,701.5,773.4,,48,Wind blowing from the north,5,,12,90  or more  but not 100%, ,,,-6.8,-0.1,,,1500-2000,,,30.0,-14.4,0.1,6,,,,
02.02.2020 08:00,-6.7,699.8,771.7,0.9,88,Wind blowing from the west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-0.1,,,1500-2000,,,9.0,-8.4,0.9,12,,,,
02.02.2020 05:00,-5.2,698.9,770.3,,79,Wind blowing from the east-southeast,1,,5,,Mist. ,,,-11.2,-0.1,,,,,,4.8,-8.3,0.8,6,,,,
02.02.2020 02:00,-4.9,699.6,771.0,-0.5,82,Wind blowing from the east-southeast,2,,5,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.1,,,2500 or more  or no clouds.,,,9.0,-7.5,0.6,12,,,,
01.02.2020 23:00,-2.7,700.1,771.7,,31,Wind blowing from the south-southeast,2,,6,, ,,,,-0.1,,,,,,11.0,-17.5,No precipitation,6,,,,
01.02.2020 20:00,-2.4,700.0,772.4,0.3,26,Wind blowing from the east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-0.1,,,2500 or more  or no clouds.,,,16.0,-19.3,No precipitation,12,,,,
01.02.2020 17:00,-1.1,699.7,771.7,,22,Wind blowing from the south,1,,6,90  or more  but not 100%, ,,,-11.2,1.2,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,6,,,,
01.02.2020 14:00,-0.9,700.3,772.0,-2.3,22,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.8,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
01.02.2020 11:00,-3.9,702.6,774.7,,32,Wind blowing from the north-west,3,,6,, ,,,-11.2,3.8,,,,,,30.0,-18.2,No precipitation,6,,,,
01.02.2020 08:00,-10.7,702.8,775.6,0.7,59,Wind blowing from the north-northwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.8,,,,,,30.0,-17.2,No precipitation,12,,,,
01.02.2020 05:00,-9.1,702.1,774.1,,55,Wind blowing from the north-northwest,2,,14,, ,,,-9.5,3.8,,,,,,30.0,-16.5,No precipitation,6,,,,
01.02.2020 02:00,-6.8,702.3,773.6,0.9,46,Wind blowing from the north-west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,3.8,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
31.01.2020 23:00,-4.9,701.4,772.7,,40,Wind blowing from the north-west,3,,14,, ,,,-9.5,3.8,,,,,,30.0,-16.4,No precipitation,6,,,,
31.01.2020 20:00,-2.2,700.3,772.6,1.0,35,Wind blowing from the north-northwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,3.8,,,,,,30.0,-15.9,No precipitation,12,,,,
31.01.2020 17:00,1.2,699.3,770.9,,23,Wind blowing from the north-northwest,5,,12,no clouds, ,,,-9.5,3.8,,,,,,30.0,-17.7,No precipitation,6,,,,
31.01.2020 14:00,3.6,698.2,769.1,-0.8,22,Wind blowing from the north-west,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,4.1,,,1500-2000,,,30.0,-16.1,No precipitation,12,,,,
31.01.2020 11:00,0.8,699.0,770.1,,32,Wind blowing from the north-west,5,,8,10%  or less  but not 0, ,,,-9.5,4.1,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,6,,,,
31.01.2020 08:00,-9.3,698.2,770.4,0.8,72,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,4.1,,,,,,9.0,-13.4,No precipitation,12,,,,
31.01.2020 05:00,-8.9,697.4,768.6,,74,Wind blowing from the north-northwest,1,,5,, ,,,-10.2,4.1,,,,,,10.0,-12.7,No precipitation,6,,,,
31.01.2020 02:00,-6.9,697.8,768.8,0.0,67,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,4.1,,,2500 or more  or no clouds.,,,8.0,-12.0,No precipitation,12,,,,
30.01.2020 23:00,-4.9,697.8,769.3,,61,Wind blowing from the north-northeast,2,,5,, ,,,-10.2,4.1,,,,,,7.0,-11.3,No precipitation,6,,,,
30.01.2020 20:00,-2.9,697.5,769.6,0.2,54,Wind blowing from the north-northeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,4.1,,,2500 or more  or no clouds.,,,14.0,-11.1,No precipitation,12,,,,
30.01.2020 17:00,3.4,697.3,768.4,,35,Wind blowing from the north-west,1,,4,no clouds, ,,,-10.2,4.1,,,,,,20.0,-10.6,No precipitation,6,,,,
30.01.2020 14:00,2.8,698.0,769.0,-2.1,36,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,2.9,,,,,,27.0,-11.1,No precipitation,12,,,,
30.01.2020 11:00,-2.5,700.1,771.7,,47,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-10.2,2.9,,,,,,29.0,-12.5,No precipitation,6,,,,
30.01.2020 08:00,-10.0,700.3,772.6,0.6,60,Wind blowing from the north-west,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,2.9,,,1500-2000,,,30.0,-16.3,No precipitation,12,,,,
30.01.2020 05:00,-9.1,699.7,771.4,,61,Wind blowing from the north-northwest,3,,8,, ,,,-9.1,2.9,,,,,,30.0,-15.4,No precipitation,6,,,,
30.01.2020 02:00,-7.2,700.2,771.6,-0.2,55,Wind blowing from the north-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,2.9,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
29.01.2020 23:00,-3.9,700.4,772.0,,45,Wind blowing from the north-northwest,2,,9,, ,,,-7.6,2.9,,,,,,30.0,-14.1,No precipitation,6,,,,
29.01.2020 20:00,-1.7,700.1,772.0,0.7,37,Wind blowing from the north,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,2.9,,,1500-2000,,,30.0,-14.5,No precipitation,12,,,,
29.01.2020 17:00,1.2,699.4,770.6,,34,Wind blowing from the north,5,,9,10%  or less  but not 0, ,,,-7.6,2.9,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,6,,,,
29.01.2020 14:00,1.8,699.6,770.8,-1.8,44,Wind blowing from the west-northwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,2.8,,,2500 or more  or no clouds.,,,24.0,-9.2,No precipitation,12,,,,
29.01.2020 11:00,-3.1,701.4,773.0,,54,Wind blowing from the north-west,4,,8,no clouds, ,,,-7.6,2.8,,,,,,19.0,-11.3,No precipitation,6,,,,
29.01.2020 08:00,-7.3,700.9,772.8,0.7,69,Wind blowing from the north-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,2.8,,,,,,14.0,-12.0,No precipitation,12,,,,
29.01.2020 05:00,-6.2,700.2,771.6,,72,Wind blowing from the north-northwest,2,,8,, ,,,-7.6,2.8,,,,,,11.0,-10.4,No precipitation,6,,,,
29.01.2020 02:00,-6.1,700.0,771.3,0.3,80,Wind blowing from the north-northeast,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,2.8,,,2500 or more  or no clouds.,,,6.0,-9.1,No precipitation,12,,,,
28.01.2020 23:00,-3.1,699.7,770.9,,67,Wind blowing from the north-east,2,,8,, ,,,-5.9,2.8,,,,,,7.0,-8.4,No precipitation,6,,,,
28.01.2020 20:00,-1.5,699.1,770.7,1.3,57,Wind blowing from the east-southeast,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,2.8,,,1500-2000,,,8.0,-9.1,No precipitation,12,,,,
