Local time in Jarud,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.02.2020 02:00,-12.0,745.6,771.7,0.4,39,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.8,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
06.02.2020 23:00,-11.3,745.2,771.4,,28,Wind blowing from the west-northwest,2,,,, ,,,,-6.8,,,,,,29.0,-26.2,No precipitation,6,,,,
06.02.2020 20:00,-11.1,745.1,771.9,,27,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-6.8,,,,,,12.0,-26.4,No precipitation,12,,,,
06.02.2020 17:00,-8.1,744.7,771.3,,22,Wind blowing from the south,2,,7,10%  or less  but not 0, ,,,-23.3,-6.8,,,2500 or more  or no clouds.,,,9.0,-26.1,No precipitation,6,,,,
06.02.2020 14:00,-7.5,745.3,771.9,-2.9,19,Wind blowing from the south,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-7.1,,,2500 or more  or no clouds.,,,30.0,-27.2,No precipitation,12,,,,
06.02.2020 11:00,-11.2,748.2,774.9,,22,Wind blowing from the south-west,3,,5,40%., ,,,-23.3,-10.3,,,2500 or more  or no clouds.,,,11.0,-28.7,No precipitation,6,,,,
06.02.2020 08:00,-21.8,750.4,777.6,,45,Wind blowing from the north-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-10.3,,,2500 or more  or no clouds.,,,8.0,-30.6,No precipitation,12,,,,
06.02.2020 05:00,-22.4,751.2,778.3,,43,Wind blowing from the west,1,,6,, ,,,-22.4,-10.3,,,,,,30.0,-31.6,No precipitation,6,,,,
06.02.2020 02:00,-21.0,752.5,779.5,-0.7,42,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-10.3,,,2500 or more  or no clouds.,,,22.0,-30.5,No precipitation,12,,,,
05.02.2020 23:00,-17.9,753.2,780.2,,32,Wind blowing from the west,2,,,, ,,,-19.6,-10.3,,,,,,23.0,-30.6,No precipitation,6,,,,
05.02.2020 20:00,-16.2,753.3,780.5,0.9,31,Wind blowing from the north-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-10.3,,,,,,11.0,-29.4,No precipitation,12,,,,
05.02.2020 17:00,-12.2,752.4,779.4,,23,Wind blowing from the north-northwest,3,,9,no clouds, ,,,-19.6,-10.3,,,,,,30.0,-29.1,No precipitation,6,,,,
05.02.2020 14:00,-10.9,752.3,779.2,-1.1,22,Wind blowing from the north-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-10.6,,,2500 or more  or no clouds.,,,30.0,-28.5,No precipitation,12,,,,
05.02.2020 11:00,-14.0,753.4,780.5,,26,Wind blowing from the north-west,2,,10,no clouds, ,,,-19.6,-13.5,,,,,,30.0,-29.4,No precipitation,6,,,,
05.02.2020 08:00,-18.9,753.0,780.3,0.9,35,Wind blowing from the north,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,,,,,,,21.0,-30.6,No precipitation,12,,,,
05.02.2020 05:00,-19.5,752.1,779.3,,37,Wind blowing from the west-northwest,4,,10,, ,,,-19.6,-13.5,,,,,,30.0,-30.5,No precipitation,6,,,,
05.02.2020 02:00,-18.8,751.8,778.8,,38,Wind blowing from the north-west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-13.5,,,2500 or more  or no clouds.,,,30.0,-29.6,No precipitation,12,,,,
04.02.2020 23:00,-18.4,750.9,777.9,,37,Wind blowing from the west-northwest,3,,,, ,,,-19.4,-13.5,,,,,,30.0,-29.5,No precipitation,6,,,,
04.02.2020 20:00,-18.0,749.9,777.1,1.0,33,Wind blowing from the north-west,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-13.5,,,,,,30.0,-30.4,No precipitation,12,,,,
04.02.2020 17:00,-16.2,748.9,775.9,,27,Wind blowing from the west-northwest,5,,15,no clouds, ,,,-19.4,-9.3,,,,,,30.0,-30.9,No precipitation,6,,,,
04.02.2020 14:00,-13.7,747.8,774.7,,21,Wind blowing from the west-northwest,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-6.5,,,,,,29.0,-31.4,No precipitation,12,,,,
04.02.2020 11:00,-14.4,748.2,775.0,,23,Wind blowing from the west-northwest,4,,13,no clouds, ,,,-19.4,,,,,,,29.0,-31.0,No precipitation,6,,,,
04.02.2020 08:00,-18.8,748.1,775.0,1.2,39,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,,,,,,,11.0,-29.3,No precipitation,12,,,,
04.02.2020 05:00,-18.3,746.9,773.5,,44,Wind blowing from the west,1,,8,, ,,,-18.8,-6.5,,,,,,30.0,-27.6,No precipitation,6,,,,
04.02.2020 02:00,-18.4,746.5,772.9,,47,Wind blowing from the west-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-6.5,,,2500 or more  or no clouds.,,,30.0,-26.9,No precipitation,12,,,,
03.02.2020 23:00,-16.3,745.8,772.2,,41,Wind blowing from the west,2,,,, ,,,-17.4,-6.5,,,,,,30.0,-26.5,No precipitation,6,,,,
03.02.2020 20:00,-14.1,744.8,771.5,2.1,37,Wind blowing from the west-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-6.5,,,,,,30.0,-25.6,No precipitation,12,,,,
03.02.2020 17:00,-9.2,742.7,769.0,,28,Wind blowing from the north-west,3,,9,20–30%., ,,,-17.4,-6.5,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,6,,,,
03.02.2020 14:00,-7.3,742.0,768.2,,19,Wind blowing from the west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-5.4,,,2500 or more  or no clouds.,,,30.0,-27.0,No precipitation,12,,,,
03.02.2020 11:00,-8.7,743.6,769.8,,22,Wind blowing from the west-southwest,3,,7,20–30%., ,,,-17.4,-5.4,,,2500 or more  or no clouds.,,,26.0,-26.6,No precipitation,6,,,,
03.02.2020 08:00,-16.9,745.0,771.4,-0.1,46,Wind blowing from the west,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-5.4,,,,,,2.8,-25.8,No precipitation,12,,,,
03.02.2020 05:00,-16.1,745.1,771.4,,42,Wind blowing from the west-northwest,2,,7,, ,,,-16.5,-5.4,,,,,,30.0,-26.1,No precipitation,6,,,,
03.02.2020 02:00,-16.2,745.9,772.2,,42,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-5.4,,,2500 or more  or no clouds.,,,30.0,-26.2,No precipitation,12,,,,
02.02.2020 23:00,-12.6,746.1,772.3,,35,Wind blowing from the north-west,2,,,, ,,,-13.0,-5.4,,,,,,30.0,-24.9,No precipitation,6,,,,
02.02.2020 20:00,-10.2,745.8,772.0,0.6,33,Wind blowing from the west-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-5.4,,,,,,30.0,-23.4,No precipitation,12,,,,
02.02.2020 17:00,-7.5,745.2,771.3,,32,Wind blowing from the west-southwest,3,,8,no clouds, ,,,-13.0,-5.4,,,,,,19.0,-21.4,No precipitation,6,,,,
02.02.2020 14:00,-6.2,745.5,771.5,-1.9,18,Wind blowing from the west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-3.8,,,,,,30.0,-26.7,No precipitation,12,,,,
02.02.2020 11:00,-8.5,747.4,773.7,,22,Wind blowing from the north-west,2,,9,no clouds, ,,,-13.0,-3.1,,,,,,30.0,-26.4,No precipitation,6,,,,
02.02.2020 08:00,-11.8,747.5,773.8,0.4,28,Wind blowing from the north-west,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,,,,2500 or more  or no clouds.,,,22.0,-26.7,No precipitation,12,,,,
02.02.2020 05:00,-11.9,747.1,773.2,,27,Wind blowing from the west-northwest,4,,9,, ,,,-13.0,-3.1,,,,,,30.0,-27.1,No precipitation,6,,,,
02.02.2020 02:00,-12.1,748.0,774.1,0.1,33,Wind blowing from the west-northwest,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-3.1,,,2500 or more  or no clouds.,,,30.0,-25.1,No precipitation,12,,,,
01.02.2020 23:00,-12.0,747.9,773.9,,33,Wind blowing from the west,4,,,, ,,,-12.1,-3.1,,,,,,30.0,-25.0,No precipitation,6,,,,
01.02.2020 20:00,-10.3,747.5,773.7,,36,Wind blowing from the west,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-3.1,,,,,,29.0,-22.5,No precipitation,12,,,,
01.02.2020 17:00,-6.8,746.8,772.7,,25,Wind blowing from the west,4,,,no clouds, ,,,-9.0,-3.1,,,,,,30.0,-23.6,No precipitation,6,,,,
01.02.2020 14:00,-3.7,745.7,771.4,,23,Wind blowing from the west,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-0.9,,,,,,30.0,-21.8,No precipitation,12,,,,
01.02.2020 11:00,-4.3,745.9,771.7,,28,Wind blowing from the west-northwest,4,,12,no clouds, ,,,-9.0,-0.9,,,,,,30.0,-20.1,No precipitation,6,,,,
01.02.2020 08:00,-8.7,745.3,771.2,,51,Wind blowing from the west,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,25.0,-17.2,No precipitation,12,,,,
01.02.2020 05:00,-7.0,743.8,769.5,,46,Wind blowing from the west-northwest,5,,12,, ,,,-16.1,-0.9,,,,,,30.0,-16.9,No precipitation,6,,,,
01.02.2020 02:00,-7.9,743.8,769.3,1.0,50,Wind blowing from the west-northwest,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-0.9,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
31.01.2020 23:00,-7.5,742.8,768.5,,49,Wind blowing from the north-west,4,,,, ,,,-16.1,-0.9,,,,,,29.0,-16.4,No precipitation,6,,,,
31.01.2020 20:00,-7.7,742.6,768.8,,45,Wind blowing from the west-northwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-0.9,,,,,,22.0,-17.6,No precipitation,12,,,,
31.01.2020 17:00,-3.7,740.8,766.8,,38,Wind blowing from the west,5,,10,20–30%., ,,,-16.1,-0.9,,,2500 or more  or no clouds.,,,15.0,-16.0,No precipitation,6,,,,
31.01.2020 14:00,-1.4,739.8,765.5,-1.6,26,Wind blowing from the south,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-1.4,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
31.01.2020 11:00,-6.2,741.4,767.3,,44,Wind blowing from the south-southwest,1,,2,20–30%., ,,,-16.1,-2.5,,,2500 or more  or no clouds.,,,8.0,-16.7,No precipitation,6,,,,
31.01.2020 08:00,-15.5,741.4,767.7,,66,Wind blowing from the west-northwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-2.5,,,,,,9.0,-20.4,No precipitation,12,,,,
31.01.2020 05:00,-15.2,741.7,767.7,,64,Wind blowing from the west,1,,3,, ,,,-15.7,-2.5,,,,,,21.0,-20.5,No precipitation,6,,,,
31.01.2020 02:00,-13.7,742.6,768.5,-0.9,65,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.5,,,2500 or more  or no clouds.,,,18.0,-19.0,No precipitation,12,,,,
30.01.2020 23:00,-12.4,743.5,769.5,,62,Wind blowing from the north-west,1,,,,Haze. ,,,-15.7,-2.5,,,,,,6.0,-18.2,No precipitation,6,,,,
30.01.2020 20:00,-9.2,744.1,770.5,,50,Wind blowing from the south-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.5,,,,,,14.0,-17.7,No precipitation,12,,,,
30.01.2020 17:00,-5.0,744.0,770.1,,32,Wind blowing from the south-southeast,1,,4,, ,,,-15.7,-2.5,,,,,,12.0,-19.2,No precipitation,6,,,,
30.01.2020 14:00,-3.3,744.4,770.4,-2.1,30,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-1.6,,,,,,30.0,-18.4,No precipitation,12,,,,
30.01.2020 11:00,-6.2,746.5,772.6,,42,Wind blowing from the west-southwest,1,,4,, ,,,-15.7,-1.5,,,,,,28.0,-17.0,No precipitation,6,,,,
30.01.2020 08:00,-15.1,747.4,773.8,,72,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-1.5,,,2500 or more  or no clouds.,,,9.0,-19.0,No precipitation,12,,,,
30.01.2020 05:00,-14.8,747.1,773.3,,71,Wind blowing from the north-west,2,,4,, ,,,-14.8,-1.5,,,,,,25.0,-18.9,No precipitation,6,,,,
30.01.2020 02:00,-13.2,748.1,774.1,-0.6,68,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-1.5,,,2500 or more  or no clouds.,,,27.0,-18.0,No precipitation,12,,,,
29.01.2020 23:00,-12.3,748.7,774.8,,67,Calm  no wind,0,,,,Haze. ,,,-13.2,-1.5,,,,,,4.0,-17.3,No precipitation,6,,,,
29.01.2020 20:00,-6.7,748.9,774.8,0.5,48,Wind blowing from the east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-1.5,,,,,,22.0,-16.1,No precipitation,12,,,,
29.01.2020 17:00,-4.1,748.4,774.5,,44,Wind blowing from the north-east,2,,9,no clouds, ,,,-13.2,-1.5,,,,,,28.0,-14.8,No precipitation,6,,,,
29.01.2020 14:00,-1.8,748.2,774.0,-1.0,39,Wind blowing from the north-east,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.6,,,,,,30.0,-14.2,No precipitation,12,,,,
29.01.2020 11:00,-4.0,749.2,775.2,,40,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,26.0,-15.6,,,,,,
29.01.2020 08:00,-7.5,749.2,775.1,0.9,47,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.6,,,2500 or more  or no clouds.,,,18.0,-17.1,No precipitation,12,,,,
29.01.2020 05:00,-12.4,748.3,774.4,,74,Wind blowing from the north-northwest,1,,4,, ,,,-12.6,-0.6,,,,,,10.0,-16.1,No precipitation,6,,,,
29.01.2020 02:00,-8.9,748.1,773.8,,62,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-0.6,,,2500 or more  or no clouds.,,,23.0,-14.9,No precipitation,12,,,,
28.01.2020 23:00,-9.0,748.3,774.3,,63,Wind blowing from the north-west,1,,,, ,,,-11.4,-0.6,,,,,,9.0,-14.9,No precipitation,6,,,,
28.01.2020 20:00,-5.1,748.2,774.2,1.1,48,Wind blowing from the north-northeast,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-0.6,,,2500 or more  or no clouds.,,,21.0,-14.4,No precipitation,12,,,,
