Local time in Ruili,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.02.2020 20:00,18.0,695.4,761.0,0.8,47,Wind blowing from the south-southwest,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,23.9,,,1000-1500,,,9.0,6.5,No precipitation,12,,,,
03.02.2020 17:00,23.8,694.6,759.5,,31,Wind blowing from the west,3,,7,10%  or less  but not 0, ,,,10.1,23.9,,,1000-1500,,,24.0,5.7,No precipitation,6,,,,
03.02.2020 14:00,21.7,696.4,761.5,-1.9,43,Wind blowing from the west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,24.3,,,1000-1500,,,16.0,8.6,No precipitation,12,,,,
03.02.2020 11:00,15.0,698.3,764.2,,67,Wind blowing from the east-southeast,1,,3,no clouds, ,,,10.1,,,,,,,9.0,8.9,No precipitation,6,,,,
03.02.2020 08:00,10.6,697.0,762.8,0.6,88,Wind blowing from the east-northeast,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,24.3,,,600-1000,,,6.0,8.7,No precipitation,12,,,,
03.02.2020 05:00,10.5,696.4,761.6,,89,Wind blowing from the west-southwest,1,,7,,Mist. ,,,8.8,24.3,,,,,,5.0,8.8,No precipitation,6,,,,
03.02.2020 02:00,12.0,697.1,762.4,,88,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,24.3,,,2500 or more  or no clouds.,,,10.0,10.1,No precipitation,12,,,,
02.02.2020 20:00,18.5,695.8,761.6,0.9,55,Wind blowing from the west,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,24.3,,,1000-1500,,,16.0,9.3,No precipitation,12,,,,
02.02.2020 17:00,23.2,694.9,759.8,,40,Wind blowing from the west,2,,7,50%., ,,,8.8,24.7,,,1000-1500,,,22.0,8.9,No precipitation,6,,,,
02.02.2020 14:00,21.3,696.8,762.1,-2.0,49,Wind blowing from the south,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,24.7,,,1000-1500,,,11.0,10.2,No precipitation,12,,,,
02.02.2020 11:00,12.8,698.8,765.1,,84,Wind blowing from the south-west,1,,2,40%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,600-1000,,,4.4,10.2,No precipitation,6,,,,
02.02.2020 08:00,8.8,697.6,763.6,0.9,94,Wind blowing from the south-southwest,1,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,24.7,,,2500 or more  or no clouds.,,,0.2,7.9,No precipitation,12,,,,
02.02.2020 05:00,11.5,696.7,761.6,,89,Wind blowing from the east,1,,,,Mist. ,,,8.5,24.7,,,,,,6.0,9.8,No precipitation,6,,,,
02.02.2020 02:00,11.7,697.2,762.5,,91,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,24.7,,,2500 or more  or no clouds.,,,5.0,10.3,No precipitation,12,,,,
01.02.2020 20:00,18.6,695.2,761.0,0.8,59,Wind blowing from the south,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,24.7,,,1000-1500,,,12.0,10.4,No precipitation,12,,,,
01.02.2020 17:00,24.6,694.4,759.2,,39,Wind blowing from the south-southwest,1,,5,20–30%., ,,,8.5,24.6,,,1000-1500,,,17.0,9.7,No precipitation,6,,,,
01.02.2020 14:00,21.2,696.4,761.7,-2.0,46,Wind blowing from the north,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,23.2,,,1000-1500,,,13.0,9.1,No precipitation,12,,,,
01.02.2020 11:00,14.0,698.4,764.5,,73,Wind blowing from the south,1,,4,40%., ,,,8.5,,,,1000-1500,,,6.0,9.2,No precipitation,6,,,,
01.02.2020 08:00,8.7,696.8,762.8,0.7,94,Wind blowing from the north,0,,4,90  or more  but not 100%,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,23.2,,,600-1000,,,2.0,7.8,No precipitation,12,,,,
01.02.2020 05:00,10.5,696.1,761.3,,91,Wind blowing from the south-east,1,,4,,Mist. ,,,9.9,23.2,,,,,,6.0,9.1,No precipitation,6,,,,
01.02.2020 02:00,11.2,696.5,762.1,,89,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,23.2,,,2500 or more  or no clouds.,,,6.0,9.5,No precipitation,12,,,,
31.01.2020 20:00,18.1,695.0,760.6,1.1,56,Wind blowing from the west-southwest,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,23.2,,,1000-1500,,,19.0,9.2,0.1,12,,,,
31.01.2020 17:00,22.9,693.9,758.9,,39,Wind blowing from the south-west,1,,4,20–30%., ,,,9.7,22.9,,,1000-1500,,,15.0,8.2,No precipitation,6,,,,
31.01.2020 14:00,19.3,695.5,760.9,-1.8,51,Wind blowing from the north-northwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,22.7,,,2500 or more  or no clouds.,,,10.0,8.9,0.1,12,,,,
31.01.2020 11:00,14.6,697.3,763.3,,67,Wind blowing from the south,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,,,,600-1000,,,8.0,8.5,0.1,6,,,,
31.01.2020 08:00,10.4,695.9,761.7,0.4,89,Wind blowing from the west,1,,2,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,22.7,,,1000-1500,,,6.0,8.7,Trace of precipitation,12,,,,
31.01.2020 05:00,10.0,695.5,760.6,,87,Wind blowing from the west,0,,6,, ,,,7.0,22.7,,,,,,7.0,7.9,No precipitation,6,,,,
31.01.2020 02:00,11.2,696.0,761.7,,82,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,22.7,,,2500 or more  or no clouds.,,,10.0,8.2,No precipitation,12,,,,
30.01.2020 20:00,17.4,694.9,760.9,0.8,53,Wind blowing from the south-southwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,22.7,,,1000-1500,,,15.0,7.7,No precipitation,12,,,,
30.01.2020 17:00,22.5,694.1,759.4,,39,Wind blowing from the south-west,2,,5,50%., ,,,7.0,22.7,,,1000-1500,,,19.0,7.9,No precipitation,6,,,,
30.01.2020 14:00,17.8,696.6,762.5,-2.5,53,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,22.1,,,1000-1500,,,9.0,8.1,No precipitation,12,,,,
30.01.2020 11:00,11.7,699.1,765.7,,73,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%, ,,,7.0,,,,1000-1500,,,7.0,7.0,No precipitation,6,,,,
30.01.2020 08:00,7.4,697.9,764.4,0.9,89,Wind blowing from the south-west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,22.1,,,600-1000,,,7.0,5.7,No precipitation,12,,,,
30.01.2020 05:00,8.1,697.0,762.7,,90,Wind blowing from the south-southwest,1,,6,,Mist. ,,,6.3,22.1,,,,,,6.0,6.6,No precipitation,6,,,,
30.01.2020 02:00,9.4,697.7,763.7,,84,Wind blowing from the east,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,22.1,,,2500 or more  or no clouds.,,,10.0,6.8,No precipitation,12,,,,
29.01.2020 20:00,16.0,696.2,762.7,0.9,50,Wind blowing from the west-southwest,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,22.1,,,1000-1500,,,19.0,5.6,No precipitation,12,,,,
29.01.2020 17:00,21.7,695.3,760.9,,38,Wind blowing from the south,2,,5,10%  or less  but not 0, ,,,6.3,22.0,,,1000-1500,,,19.0,6.8,No precipitation,6,,,,
29.01.2020 14:00,18.4,697.6,763.6,-2.1,48,Wind blowing from the south-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,21.2,,,2500 or more  or no clouds.,,,12.0,7.2,No precipitation,12,,,,
29.01.2020 11:00,11.0,699.7,766.3,,76,Wind blowing from the south,1,,2,20–30%., ,,,6.3,,,,600-1000,,,7.0,6.9,No precipitation,6,,,,
29.01.2020 08:00,6.6,697.9,764.5,0.7,92,Wind blowing from the west,0,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,21.2,,,600-1000,,,5.0,5.4,No precipitation,12,,,,
29.01.2020 05:00,7.4,697.2,763.0,,91,Calm  no wind,0,,,,Mist. ,,,5.9,21.2,,,,,,6.0,6.0,No precipitation,6,,,,
29.01.2020 02:00,9.4,697.2,763.1,,86,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,21.2,,,2500 or more  or no clouds.,,,10.0,7.2,No precipitation,12,,,,
28.01.2020 20:00,16.3,694.8,761.2,1.4,46,Wind blowing from the south-southeast,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,21.2,,,1000-1500,,,15.0,4.7,No precipitation,12,,,,
28.01.2020 17:00,20.9,693.4,758.9,,36,Wind blowing from the west,1,,5,60%., ,,,5.9,21.2,,,1000-1500,,,22.0,5.3,No precipitation,6,,,,
28.01.2020 14:00,18.3,694.9,760.6,-1.9,47,Wind blowing from the west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,21.5,,,1000-1500,,,15.0,6.8,No precipitation,12,,,,
28.01.2020 11:00,9.6,696.8,763.3,,81,Wind blowing from the south,1,,3,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,600-1000,,,7.0,6.5,No precipitation,6,,,,
28.01.2020 08:00,5.9,694.9,761.3,0.5,92,Wind blowing from the north,0,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,21.5,,,600-1000,,,7.0,4.7,No precipitation,12,,,,
28.01.2020 05:00,7.5,694.4,760.1,,90,Wind blowing from the west,1,,5,, ,,,4.9,21.5,,,,,,10.0,6.0,No precipitation,6,,,,
28.01.2020 02:00,8.9,694.8,760.6,,88,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,21.5,,,2500 or more  or no clouds.,,,11.0,7.0,No precipitation,12,,,,
27.01.2020 20:00,15.5,692.8,759.2,1.2,54,Wind blowing from the west,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,21.5,,,1000-1500,,,22.0,6.2,No precipitation,12,,,,
27.01.2020 17:00,19.8,691.6,757.2,,33,Wind blowing from the west,2,,6,, ,,,4.9,23.0,,,,,,30.0,3.1,No precipitation,6,,,,
27.01.2020 14:00,18.3,693.4,759.3,-2.4,42,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,23.0,,,2500 or more  or no clouds.,,,18.0,5.2,No precipitation,12,,,,
27.01.2020 11:00,9.8,695.8,762.7,,67,Wind blowing from the south,1,,3,10%  or less  but not 0, ,,,4.9,,,,1000-1500,,,11.0,3.8,No precipitation,6,,,,
27.01.2020 08:00,5.4,694.1,760.8,0.4,87,Wind blowing from the west,0,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,23.0,,,1000-1500,,,12.0,3.4,No precipitation,12,,,,
27.01.2020 05:00,6.5,693.7,759.2,,78,Wind blowing from the south-southeast,1,,3,, ,,,3.3,23.0,,,,,,15.0,2.9,No precipitation,6,,,,
27.01.2020 02:00,7.4,694.2,760.1,,84,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,23.0,,,2500 or more  or no clouds.,,,7.0,4.9,No precipitation,12,,,,
26.01.2020 20:00,13.8,692.6,759.4,,59,Wind blowing from the west-northwest,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,23.0,,,1000-1500,,,14.0,5.9,No precipitation,12,,,,
26.01.2020 17:00,22.1,692.0,757.5,,12,Wind blowing from the north-northwest,1,,3,no clouds, ,,,3.3,22.3,,,,,,30.0,-8.6,No precipitation,6,,,,
26.01.2020 14:00,18.2,694.9,760.9,-2.9,38,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,21.5,,,,,,17.0,3.7,No precipitation,12,,,,
26.01.2020 11:00,10.1,697.8,764.8,,65,Wind blowing from the east,1,,3,10%  or less  but not 0, ,,,3.3,,,,1000-1500,,,10.0,3.8,No precipitation,6,,,,
26.01.2020 08:00,3.7,697.0,764.1,0.9,95,Wind blowing from the west-southwest,1,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,21.5,,,2500 or more  or no clouds.,,,0.3,3.0,No precipitation,12,,,,
26.01.2020 05:00,5.1,696.1,762.2,,88,Wind blowing from the west-southwest,1,,8,, ,,,5.1,21.5,,,,,,13.0,3.3,No precipitation,6,,,,
26.01.2020 02:00,7.0,696.9,763.1,,86,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,21.5,,,2500 or more  or no clouds.,,,8.0,4.8,No precipitation,12,,,,
25.01.2020 20:00,14.1,695.1,761.6,,47,Wind blowing from the west-southwest,1,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,21.5,,,1000-1500,,,20.0,3.0,No precipitation,12,,,,
25.01.2020 17:00,20.9,693.7,759.2,,25,Wind blowing from the west,4,,8,10%  or less  but not 0, ,,,6.5,22.3,,,1000-1500,,,30.0,0.2,No precipitation,6,,,,
25.01.2020 14:00,18.2,695.3,761.2,-2.0,35,Wind blowing from the south-southwest,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,22.7,,,1000-1500,,,13.0,2.5,No precipitation,12,,,,
25.01.2020 11:00,9.7,697.3,764.1,,76,Wind blowing from the south,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,,,,,,,2.6,5.7,No precipitation,6,,,,
25.01.2020 08:00,7.1,695.8,762.3,0.7,90,Wind blowing from the south-east,1,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,22.7,,,600-1000,,,2.2,5.6,No precipitation,12,,,,
